id_lab,id,subset,no,requisitioner,tax_name,functional_group,n_replicates_nutrition,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm,n_replicates_gas,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
F26-0020,CIAT-4080,4,,Genetic_bank,Macroptilium bracteatum,Herbaceous_legumes,2,94.69,16.19,83.81,21.55,30.67,51.26,7.0,13.34,14.91,60.76,38.61
F25-2583,CIAT-4141,4,143.0,Genetic_bank,Vigna radiata,Herbaceous_legumes,2,90.94,11.82,88.18,19.48,27.99,49.14,6.0,13.4,14.7,67.86,40.83
F25-2575,CIAT-415,4,127.0,Genetic_bank,Vigna radiata,Herbaceous_legumes,2,91.94,20.27,79.73,26.96,25.27,42.2,8.0,11.22,13.79,43.25,51.39
F25-2576,CIAT-416,4,129.0,Genetic_bank,Vigna radiata,Herbaceous_legumes,2,91.43,10.76,89.24,26.84,23.98,45.46,8.0,12.38,14.79,50.26,56.45
F25-2584,CIAT-4532,4,145.0,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,92.06,11.97,88.03,18.94,24.33,48.32,8.0,13.18,14.6,78.97,37.31
F25-2585,CIAT-4537,4,147.0,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,92.22,12.06,87.94,25.08,28.02,49.63,7.0,11.7,13.68,55.33,46.92
F25-2577,CIAT-517,4,131.0,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2,91.08,13.69,86.31,23.68,26.53,45.61,8.0,11.58,13.23,52.88,37.99
F25-2578,CIAT-563,4,133.0,Genetic_bank,Macroptilium bracteatum,Herbaceous_legumes,2,93.0,12.89,87.11,21.86,30.29,51.44,8.0,12.19,13.66,53.49,40.95
F26-0013,CIAT-590,4,,Genetic_bank,Macroptilium bracteatum,Herbaceous_legumes,2,92.6,10.54,89.46,18.47,36.08,55.46,7.0,13.09,14.56,55.65,44.66
F26-0021,CIAT-7162,4,,Genetic_bank,Indigofera jamaicensis,Herbaceous_legumes,2,94.02,15.84,84.16,23.42,32.33,45.22,7.0,12.81,14.44,53.04,41.56
F25-2586,CIAT-7289,4,149.0,Genetic_bank,Chamaecrista mimosoides,Herbaceous_legumes,2,91.41,5.75,94.25,18.56,36.54,57.45,6.0,14.05,15.85,78.43,34.88
F26-0014,CIAT-778,4,,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2,92.58,12.36,87.64,22.84,35.74,52.82,7.0,11.24,13.13,48.69,38.62
F25-2587,CIAT-7826,4,151.0,Genetic_bank,Tephrosia purpurea,Herbaceous_legumes,2,90.76,8.32,91.68,21.7,29.57,53.57,8.0,13.38,14.83,66.85,34.59
F25-2579,CIAT-789,4,135.0,Genetic_bank,Zornia latifolia,Herbaceous_legumes,2,88.85,8.44,91.56,14.79,24.85,51.08,8.0,13.2,14.71,84.23,40.55
F25-2588,CIAT-8014,4,153.0,Genetic_bank,Crotalaria retusa,Herbaceous_legumes,2,91.31,8.93,91.07,21.18,30.02,54.88,7.0,12.27,13.35,53.29,51.76
F26-0015,CIAT-827,4,,Genetic_bank,Indigofera jamaicensis,Herbaceous_legumes,2,94.76,11.79,88.21,21.62,27.76,47.6,7.0,13.93,15.38,52.87,45.19
F26-0022,CIAT-8820,4,,Genetic_bank,Tephrosia cinerea,Herbaceous_legumes,2,95.08,9.53,90.47,24.27,33.64,51.89,7.0,15.06,16.61,66.38,45.42
F25-2589,CIAT-8849,4,155.0,Genetic_bank,Zornia brasiliensis,Herbaceous_legumes,2,90.26,9.62,90.38,17.57,26.44,51.96,8.0,12.7,15.12,65.41,37.41
F25-2590,CIAT-9326,4,157.0,Genetic_bank,Crotalaria retusa,Herbaceous_legumes,2,92.01,7.75,92.25,18.84,32.62,49.99,7.0,12.16,13.58,62.07,44.24
F25-2591,CIAT-9337,4,159.0,Genetic_bank,Crotalaria retusa,Herbaceous_legumes,2,92.17,8.75,91.25,22.46,26.1,47.12,6.0,12.0,12.72,50.54,46.3
F25-2592,CIAT-9350,4,161.0,Genetic_bank,Crotalaria pumila,Herbaceous_legumes,2,91.19,7.58,92.42,21.99,29.77,49.72,8.0,12.82,13.98,46.71,59.88
F25-2593,CIAT-9352,4,163.0,Genetic_bank,Crotalaria pumila,Herbaceous_legumes,2,93.41,9.4,90.6,22.82,31.07,56.45,8.0,12.9,14.7,57.38,47.09
F25-2594,CIAT-9472,4,165.0,Genetic_bank,Zornia brasiliensis,Herbaceous_legumes,2,92.1,10.15,89.85,18.21,25.07,49.47,7.0,12.33,14.86,61.18,35.27
F25-2595,CIAT-9531,4,167.0,Genetic_bank,Indigofera spicata,Herbaceous_legumes,2,91.6,16.19,83.81,20.55,25.44,42.67,7.0,12.43,14.65,48.49,50.85
F26-0016,CIAT-997,4,,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2,93.56,12.3,87.7,21.44,32.78,50.82,7.0,12.11,13.85,46.31,42.42
