id_lab,id,subset,no,requisitioner,tax_name,functional_group,n_replicates_nutrition,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm,n_replicates_gas,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm,ch4_category,tddm_category,lmf_category,lmf_category_rank,quartile,quartile_rank
F24-3654,CIAT-22156,2,93,Genetic_bank,Arachis pintoi,Herbaceous_legumes,2,89.7,10.45,89.55,20.83,24.72,41.79,9,12.54,14.41,53.44,56.59,Medium,Not High,Category_2,166,Q2,83
F24-3655,CIAT-22507,2,95,Genetic_bank,Desmanthus subulatus,Shrub_Trees,2,89.94,9.48,90.52,29.9,32.22,43.71,7,12.19,13.98,40.95,42.78,Low,Not High,Category_2,30,Q2,74
F24-3656,CIAT-22510,2,97,Genetic_bank,Desmanthus bicornutus,Shrub_Trees,2,87.95,10.54,89.46,25.93,36.07,42.87,8,12.46,14.39,51.7,32.63,Medium,Not High,Category_2,75,Q3,101
F24-3657,CIAT-22598,2,99,Genetic_bank,Lablab purpureus,Herbaceous_legumes,2,88.94,12.58,87.42,31.13,28.04,45.42,7,15.1,15.84,45.23,52.73,Medium,Not High,Category_2,70,Q2,132
F25-0932,CIAT-22768,2,203,Genetic_bank,Lablab purpureus,Herbaceous_legumes,2,94.18,8.72,91.28,23.69,23.94,49.53,9,14.17,15.71,49.54,64.18,Medium,High,Category_1b,15,Q1,30
F25-0933,CIAT-22770,2,205,Genetic_bank,Lablab purpureus,Herbaceous_legumes,2,93.29,7.62,92.38,21.39,21.71,40.34,8,14.1,15.65,47.68,68.75,Medium,High,Category_1b,3,Q1,6
F24-3658,CIAT-22784,2,101,Genetic_bank,Desmanthus bicornutus,Shrub_Trees,2,92.62,10.43,89.57,30.03,30.63,41.66,8,12.88,14.99,44.64,39.85,Low,Not High,Category_2,46,Q3,85
F25-0951,CIAT-23248,2,241,Genetic_bank,Desmodium velutinum,Shrub_Trees,2,94.94,10.48,89.52,18.85,22.8,42.05,8,14.16,16.2,49.94,53.11,Medium,Not High,Category_2,71,Q1,36
F25-0952,CIAT-23271,2,243,Genetic_bank,Desmodium velutinum,Shrub_Trees,2,95.06,13.78,86.22,17.34,21.92,45.84,9,13.81,16.05,45.15,53.06,Low,Not High,Category_2,50,Q1,38
F25-0953,CIAT-23279,2,245,Genetic_bank,Desmodium velutinum,Shrub_Trees,2,93.49,10.63,89.37,19.89,22.24,45.64,9,14.41,16.41,59.41,46.68,Medium,Not High,Category_2,97,Q2,62
F25-0954,CIAT-23326,2,247,Genetic_bank,Desmodium velutinum,Shrub_Trees,4,95.84,15.05,84.95,18.11,23,40,9,14.14,15.89,46.38,59.89,Low,Not High,Category_2,54,Q1,22
F24-3659,CIAT-25113,2,103,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,2,91.8,11.89,88.11,22.96,29.7,53.7,8,14.56,15.63,50.97,46.38,Medium,Not High,Category_2,137,Q3,194
F25-0984,CIAT-25522,2,313,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,95.3,9.9,90.1,20.98,28.86,50.65,6,13.87,15.27,45.94,52,Medium,Not High,Category_2,79,Q2,139
F25-0985,CIAT-25704,2,315,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,2,95.74,7.2,92.8,24.11,32.58,58.64,7,13.13,14.05,52.85,38.46,Medium,Not High,Category_2,155,Q4,260
F24-3547,CIAT-2613,2,125,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,91.94,13.26,86.74,12.31,37.2,76.95,6,11.4,12.03,40.06,38.22,Low,Not High,Category_2,29,Q4,263
F25-1656,CIAT-3001,2,439,Genetic_bank,Codariocalyx gyroides,Shrub_Trees,4,94.5,6.97,93.03,15.82,40.09,57.84,9,12.01,13.39,46.73,41.49,Low,Not High,Category_2,58,Q3,78
F25-0960,CIAT-3187,2,265,Genetic_bank,Desmodium cajanifolium,Shrub_Trees,2,94.04,11.9,88.1,20.67,22.2,35.94,9,12.83,14.49,35.08,70.3,Low,High,Category_1a,3,Q1,2
F24-3536,CIAT-32379,2,1,Genetic_bank,Desmanthus pubescens,Shrub_Trees,2,92.94,8.25,91.76,27.65,18.95,74.62,8,12.51,14.68,38.16,48.67,Low,Not High,Category_2,25,Q2,52
F24-3537,CIAT-32380,2,3,Genetic_bank,Desmanthus pubescens,Shrub_Trees,2,93.3,8.76,91.24,29.33,30.9,78.27,9,12.96,15.24,44.36,39.27,Low,Not High,Category_2,45,Q3,88
F25-1657,CIAT-3304,2,441,Genetic_bank,Desmodium cajanifolium,Shrub_Trees,4,94.91,8.2,91.8,20.82,24.97,46.61,7,12.93,14.08,47.33,53.08,Low,Not High,Category_2,61,Q1,37
F24-3660,CIAT-33114,2,105,Genetic_bank,Dendrolobium sp.,Shrub_Trees,2,91.53,13.54,86.46,18.81,40.5,55,8,13.69,15.27,58.31,26.15,Medium,Not High,Category_2,93,Q4,124
F24-3538,CIAT-33249,2,5,Genetic_bank,Desmodium velutinum,Shrub_Trees,2,93.13,9.68,90.32,16.48,42.75,79.24,9,14.49,15.65,50.33,41.65,Medium,Not High,Category_2,72,Q2,76
F25-0955,CIAT-33255,2,249,Genetic_bank,Desmodium velutinum,Shrub_Trees,2,94.96,13.77,86.23,18.56,25.18,45.4,8,15.11,16.67,51.85,44.57,Medium,Not High,Category_2,76,Q2,68
F25-0956,CIAT-33428,2,251,Genetic_bank,Desmodium velutinum,Shrub_Trees,2,96.18,9.49,90.5,17.04,34.06,50.62,8,14.39,15.82,35.5,52.17,Low,Not High,Category_2,17,Q2,40
F25-0957,CIAT-33451,2,253,Genetic_bank,Desmodium velutinum,Shrub_Trees,2,96,7.8,92.2,14.71,34.35,45.9,8,13.02,13.92,31.73,47.19,Low,Not High,Category_2,8,Q2,57
F25-0958,CIAT-33463,2,255,Genetic_bank,Desmodium velutinum,Shrub_Trees,2,96.22,15.16,84.84,16.13,23.84,39.72,8,14.44,16.29,31.74,61.64,Low,High,Category_1a,4,Q1,16
F25-0986,CIAT-33729,2,317,Genetic_bank,Desmodium cinereum,Shrub_Trees,2,94.15,15.73,84.27,19.2,22.88,40.07,8,14.24,14.84,42.98,43.74,Low,Not High,Category_2,39,Q2,72
F25-0987,CIAT-33827,2,319,Genetic_bank,Desmodium incanum,Herbaceous_legumes,2,93.88,15.54,84.46,16.09,40.08,49.1,6,12.48,14.67,68.58,22.28,High,Not High,Category_4,67,Q4,305
F25-0959,CIAT-350,2,263,Genetic_bank,Desmodium heterocarpon,Herbaceous_legumes,2,94.34,8.73,91.27,14.87,40.83,51.36,7,12.3,13.37,32.84,41.39,Low,Not High,Category_2,8,Q4,238
F24-3619,CIAT-3813,2,21,Genetic_bank,Desmodium sequax,Shrub_Trees,2,93.1,13.82,86.18,17.62,46.86,54.96,9,13.71,15.03,47.74,23.81,Low,Not High,Category_2,63,Q4,129
F24-3612,CIAT-398,2,7,Genetic_bank,Desmodium incanum,Herbaceous_legumes,2,91.78,17.46,82.54,17.92,37.86,50.73,9,13.99,15.66,49.86,37.94,Medium,Not High,Category_2,125,Q4,266
F25-0961,CIAT-4028,2,267,Genetic_bank,Galactia glaucescens,Herbaceous_legumes,2,94.52,11.85,88.15,12.55,46.68,65.42,9,11.34,13.36,40.58,30.52,Low,Not High,Category_2,32,Q4,296
F24-3662,CIAT-43477,2,107,Genetic_bank,Desmodium cinereum,Shrub_Trees,2,91.15,13.83,86.17,24.66,17.46,38.35,7,15.09,15.83,57.22,36.81,Medium,Not High,Category_2,91,Q3,92
F24-3613,CIAT-438,2,9,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,2,93.68,14.48,85.52,21.03,38.17,60.2,9,14.41,15.63,44.76,38.37,Low,Not High,Category_2,66,Q4,262
F24-3614,CIAT-442,2,11,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,2,93.94,17.65,82.35,17.82,30.34,55.32,9,14.57,15.9,52.27,43.3,Medium,Not High,Category_2,149,Q3,221
F24-3615,CIAT-466,2,13,Genetic_bank,Vigna umbellata,Herbaceous_legumes,2,92.76,18.26,81.74,16.36,18.73,45.1,9,14.22,15.95,46.59,62.6,Medium,High,Category_1b,8,Q1,39
F25-0936,CIAT-5172,2,211,Genetic_bank,Centrosema molle,Herbaceous_legumes,2,93.66,10.84,89.16,26.38,37.64,61.88,9,13.16,14.26,50.12,35.41,Medium,Not High,Category_2,130,Q4,275
F25-0962,CIAT-5277,2,269,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,2,91.43,7.55,92.45,19.78,31.58,61.88,9,13.27,14.97,46.87,57.08,Medium,Not High,Category_2,91,Q1,75
F25-0937,CIAT-5452,2,213,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,94.72,16.57,83.43,15.2,33.25,50.51,7,12.71,14.26,58.64,32.09,High,Not High,Category_4,46,Q4,293
F24-3620,CIAT-5512,2,23,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,2,92.27,9.81,90.19,22.16,28.68,46.39,9,14.28,16.09,45.89,59.21,Medium,Not High,Category_2,78,Q1,59
F24-3621,CIAT-5568,2,25,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,2,91.58,11.85,88.15,17.29,39.06,58.44,9,14.09,15.92,52.67,44.5,Medium,Not High,Category_2,153,Q3,210
F24-3622,CIAT-5657,2,27,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,2,91.84,10.66,89.34,21.64,30.82,54,9,12.8,14.93,47.4,50.66,Medium,Not High,Category_2,98,Q3,161
F25-1658,CIAT-5713,2,443,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,4,94.64,9.34,90.66,15.88,24.61,45.9,9,13.27,14.55,54.88,51.55,Medium,Not High,Category_2,178,Q2,149
F25-0938,CIAT-5733,2,215,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,95.24,12.32,87.68,15.96,30.02,47.8,9,13.21,14.72,48.62,43.99,Medium,Not High,Category_2,109,Q3,216
F25-0939,CIAT-5735,2,217,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,94,8.92,91.08,26.53,30.74,50.72,9,13.9,15.3,47.18,51.89,Medium,Not High,Category_2,95,Q2,140
F24-3623,CIAT-5744,2,29,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,93.6,14.86,85.14,17.67,33.74,56.91,8,14.21,16.11,52.4,39.53,Medium,Not High,Category_2,151,Q4,248
F25-0940,CIAT-5749,2,219,Genetic_bank,Centrosema plumieri,Herbaceous_legumes,2,93.08,8.7,91.3,21.84,26.07,61.28,7,12.87,15.15,49.14,52.88,Medium,Not High,Category_2,114,Q2,128
F25-0941,CIAT-5911,2,221,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,95.34,11.54,88.46,15.5,30.38,53.06,8,13.08,14.91,57.79,43.41,High,Not High,Category_4,22,Q3,220
F24-3624,CIAT-7131,2,31,Genetic_bank,Eriosema diffusum,Herbaceous_legumes,2,92.21,7.09,92.91,16.02,49.78,61.86,8,13.3,14.58,55.01,23.05,Medium,Not High,Category_2,180,Q4,304
F24-3616,CIAT-715,2,15,Genetic_bank,Canavalia ensiformis,Herbaceous_legumes,2,90.62,18.66,81.34,20.82,18.46,41.73,9,13.9,15.42,44.06,55.83,Low,Not High,Category_2,61,Q2,92
F25-0963,CIAT-7227,2,271,Genetic_bank,Galactia texana,Herbaceous_legumes,2,93.04,16.05,83.96,12.52,26.88,41.77,9,10.43,11.52,31.16,51.21,Low,Not High,Category_2,5,Q2,154
F24-3625,CIAT-7318,2,33,Genetic_bank,Canavalia sp.,Herbaceous_legumes,2,92.41,17.32,82.68,17.71,20.9,41.26,8,12.61,14.96,48.52,55.31,Medium,Not High,Category_2,108,Q2,98
F25-1659,CIAT-7381,2,445,Genetic_bank,Galactia glaucescens,Herbaceous_legumes,4,94.47,12.77,87.23,13.58,46.86,68.34,6,12.85,14.54,57.97,34.08,High,Not High,Category_4,39,Q4,284
F24-3626,CIAT-7395,2,35,Genetic_bank,Galactia striata,Herbaceous_legumes,2,91.72,16.66,83.34,13.71,20.78,47.98,8,12.74,15.1,47.01,51.78,Medium,Not High,Category_2,93,Q2,143
F24-3627,CIAT-7648,2,37,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,2,91.98,18.02,81.98,22.05,17.99,40.89,7,12.66,15.17,43.86,57.02,Low,Not High,Category_2,58,Q1,77
F24-3628,CIAT-7746,2,39,Genetic_bank,Crotalaria paulina,Herbaceous_legumes,2,92.06,22.45,77.55,14.81,21.01,43.06,9,12.88,14.83,41.13,57.79,Low,Not High,Category_2,36,Q1,71
F25-1660,CIAT-7799,2,447,Genetic_bank,Dioclea guianensis,Herbaceous_legumes,4,93.46,7.77,92.23,20.38,52.92,65.25,5,12.26,13.61,43.95,32.17,Low,Not High,Category_2,59,Q4,292
F25-1661,CIAT-7803,2,449,Genetic_bank,Dioclea holtiana,Herbaceous_legumes,4,94.24,11.45,88.55,20.31,41.02,58.24,6,11.52,12.55,60.55,28.81,High,Not High,Category_4,57,Q4,300
F24-3629,CIAT-7813,2,41,Genetic_bank,Indigofera cryptantha,Herbaceous_legumes,2,90.14,12.32,87.68,26.44,20.9,30.7,7,14.09,17.11,57.58,61.75,High,High,Category_3,2,Q1,47
F24-3630,CIAT-7831,2,43,Genetic_bank,Tephrosia rhodesica,Shrub_Trees,2,93.6,17.2,82.8,21.67,19.27,51.96,9,14.91,17.57,54.47,51.58,Medium,Not High,Category_2,80,Q2,43
F24-3631,CIAT-7894,2,45,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,2,93.35,21.76,78.24,21.16,19.12,40.92,8,12.3,15.04,45.89,52.77,Medium,Not High,Category_2,77,Q2,131
F25-1651,CIAT-798,2,429,Genetic_bank,Galactia striata,Herbaceous_legumes,4,92.61,11.1,88.9,17.15,24.95,56.89,9,13.6,15.1,49.82,56.06,Medium,Not High,Category_2,124,Q2,91
F24-3632,CIAT-7991,2,47,Genetic_bank,Indigofera suffruticosa,Shrub_Trees,2,92.96,23.02,76.97,24.54,23.24,39.11,9,14.83,16.72,63.57,39.55,High,Not High,Category_4,3,Q3,87
F24-3448,CIAT-7972,1,35,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,4,91.92,17.83,82.17,27.77,23.86,56.09,6,16.23,18.63,44.18,66.01,Low,High,Category_1a,23,Q1,12
F25-0965,CIAT-8156,2,275,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,2,94.11,9.97,90.03,24.22,33.74,58.74,8,14.38,16.11,42.34,50.26,Low,Not High,Category_2,44,Q3,163
F25-1662,CIAT-8182,2,451,Genetic_bank,Eriosema diffusum,Herbaceous_legumes,4,93.32,7.32,92.68,13.83,46.99,63.36,6,12.63,13.78,55.64,26.65,High,Not High,Category_4,52,Q4,302
F24-3633,CIAT-8202,2,49,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,2,92.66,17.52,82.48,24.37,22.99,45.97,9,13.61,15.52,48.87,51.8,Medium,Not High,Category_2,112,Q2,142
F25-1652,CIAT-822,2,431,Genetic_bank,Calopogonium mucunoides,Herbaceous_legumes,4,94.05,6.64,93.36,17.01,26.72,46.8,9,13.27,14.61,48.15,54.91,Medium,Not High,Category_2,103,Q2,107
F25-1663,CIAT-8434,2,453,Genetic_bank,Dioclea sericea,Herbaceous_legumes,4,93.52,8.37,91.63,18.05,46.47,62.41,7,13.53,14.84,63.72,35.13,High,Not High,Category_4,53,Q4,277
F25-0988,CIAT-8512,2,321,Genetic_bank,Calopogonium caeruleum,Herbaceous_legumes,2,92.94,10.36,89.64,22.41,30.93,50.42,6,14.64,15.93,51.26,42.35,Medium,Not High,Category_2,142,Q3,231
F25-1653,CIAT-852,2,433,Genetic_bank,Dioclea sericea,Herbaceous_legumes,4,93.77,9.56,90.44,14.73,45.62,63.41,9,12.4,13.61,46.66,34.84,Medium,Not High,Category_2,89,Q4,279
F25-1664,CIAT-8702,2,455,Genetic_bank,Calopogonium caeruleum,Herbaceous_legumes,4,93.01,8.68,91.32,23.92,31.39,50.99,9,14.01,15.34,59.88,40.81,High,Not High,Category_4,30,Q4,245
F25-1665,CIAT-8816,2,457,Genetic_bank,Crotalaria micans,Shrub_Trees,4,93.45,9.29,90.71,25.38,21.11,41.72,9,14.03,15.13,46.58,61.94,Low,High,Category_1a,15,Q1,14
F24-3617,CIAT-887,2,17,Genetic_bank,Calopogonium mucunoides,Herbaceous_legumes,2,92.18,12.7,87.3,21,25.91,44.12,9,14.44,16.22,41.52,52.78,Low,Not High,Category_2,37,Q2,130
F25-1654,CIAT-907,2,435,Genetic_bank,Dioclea virgata,Herbaceous_legumes,4,92.97,9.28,90.72,16.71,33.35,61.77,9,12.77,14.19,47.09,40.82,Medium,Not High,Category_2,94,Q4,244
F24-3634,CIAT-9189,2,51,Genetic_bank,Indigofera suffruticosa,Shrub_Trees,2,92.22,24.08,75.91,29.1,20.19,39.4,8,15.22,17.47,45.56,57.89,Low,Not High,Category_2,51,Q1,25
F24-3618,CIAT-923,2,19,Genetic_bank,Galactia latisiliqua,Herbaceous_legumes,2,92.82,15.71,84.3,18.23,16.14,46.7,9,14.04,16.3,49.82,63.67,Medium,High,Category_1b,16,Q1,31
F25-0966,CIAT-9323,2,277,Genetic_bank,Crotalaria vitellina,Herbaceous_legumes,2,92.4,6.06,93.94,25.36,17.48,45.44,9,14.66,15.74,51.69,64.57,Medium,High,Category_1b,17,Q1,27
F24-3635,CIAT-9434,2,53,Genetic_bank,Clitoria ternatea,Herbaceous_legumes,2,90.76,16.82,83.18,25.12,17.44,47.68,6,14.98,16.4,56.61,54,High,Not High,Category_4,3,Q2,116
F25-0967,CIAT-9537,2,279,Genetic_bank,Crotalaria sagittalis,Herbaceous_legumes,2,91.78,13.02,86.98,22.86,19.84,50.48,9,13.62,14.68,43.17,63.64,Low,High,Category_1a,24,Q1,33
F25-0968,CIAT-9690,2,281,Genetic_bank,Aeschynomene histrix,Herbaceous_legumes,2,93.78,11.43,88.56,20.22,17.6,49.99,8,14.29,15.56,45.88,60.47,Medium,High,Category_1b,11,Q1,49
F25-0969,CIAT-9900,2,283,Genetic_bank,Pueraria phaseoloides,Herbaceous_legumes,2,92.79,10.57,89.43,18.92,32.74,55.46,8,14.05,14.64,43.37,45.12,Low,Not High,Category_2,56,Q3,204
F25-2144,CIAT-BH-16-1763,2,465,Breeding,Urochloa humidicola,Grasses,2,97.83,11.86,88.14,7.2,30.68,67.87,9,12.28,13.81,41.73,53.52,Low,Not High,Category_2,18,Q2,57
F25-2145,CIAT-BH-16-B-2165,2,467,Breeding,Urochloa humidicola,Grasses,2,97.83,10.78,89.22,6.57,31.35,71.26,9,12.58,14.25,43.54,54.76,Low,Not High,Category_2,27,Q1,48
F25-2146,CIAT-BH-16-B-2167,2,469,Breeding,Urochloa humidicola,Grasses,2,98.1,11.51,88.49,6.34,34.92,72.45,9,12.67,13.87,43.77,49.81,Low,Not High,Category_2,29,Q2,90
F25-2178,CIAT-BH-22-0071,2,539,Breeding,Urochloa humidicola,Grasses,2,97.09,13.53,86.47,7.41,36.88,70.97,6,12.98,14.11,47.41,46.77,Low,Not High,Category_2,59,Q3,122
F25-2172,CIAT-BH-22-0132,2,521,Breeding,Urochloa humidicola,Grasses,2,96.53,10.96,89.04,6.6,35.42,71.89,6,12.77,13.95,69.18,33.38,High,Not High,Category_4,9,Q4,180
F25-2175,CIAT-BH-22-0456,2,533,Breeding,Urochloa humidicola,Grasses,2,96.71,10.99,89.01,6.02,29.8,67.9,6,13.02,13.9,49.34,51.84,Low,Not High,Category_2,78,Q2,71
F25-2166,CIAT-BH-22-0528,2,509,Breeding,Urochloa humidicola,Grasses,4,98.21,13.78,86.22,8.77,36.8,73.56,7,13.67,14.81,61.79,43.19,Medium,Not High,Category_2,147,Q3,145
F25-2170,CIAT-BH-22-0765,2,517,Breeding,Urochloa humidicola,Grasses,4,97.49,10.75,89.25,9.79,36.16,72.26,5,13.96,14.43,69.89,36.68,High,Not High,Category_4,8,Q4,174
F25-2163,CIAT-BH-22-1258,2,503,Breeding,Urochloa humidicola,Grasses,2,97.73,12.53,87.47,7.02,34.18,71.11,9,12.87,14.04,82.25,27.68,High,Not High,Category_4,17,Q4,183
F25-2180,CIAT-BH-22-1267,2,543,Breeding,Urochloa humidicola,Grasses,2,97.72,10.32,89.68,5.99,32.77,70.79,6,12.68,14.02,56.47,42.58,Medium,Not High,Category_2,132,Q4,149
F25-2181,CIAT-BH-22-1303,2,545,Breeding,Urochloa humidicola,Grasses,2,96.86,11.54,88.46,7.59,35.25,72.12,6,13,14.14,53.84,45.5,Medium,Not High,Category_2,117,Q3,131
F25-2164,CIAT-BH-22-1370,2,505,Breeding,Urochloa humidicola,Grasses,2,97.72,15.36,84.64,8.67,29.64,66.17,7,12.9,13.96,48.47,41.92,Low,Not High,Category_2,69,Q4,154
F25-2157,CIAT-BH-22-1375,2,491,Breeding,Urochloa humidicola,Grasses,2,97.27,13.89,86.11,7.61,32.47,67.66,7,12.43,14.07,58.78,41.97,Medium,Not High,Category_2,141,Q4,153
F25-2161,CIAT-BH-22-1706,2,499,Breeding,Urochloa humidicola,Grasses,2,97.71,11.63,88.37,5.66,34.58,72.37,6,12.4,13.86,60.81,36.12,Medium,Not High,Category_2,145,Q4,177
F25-2176,CIAT-BH-22-1832,2,535,Breeding,Urochloa humidicola,Grasses,2,97.35,10.82,89.18,6.64,32.6,72.56,7,13.07,14.05,60.01,46.12,Medium,Not High,Category_2,144,Q3,124
F25-2177,CIAT-BH-22-1872,2,537,Breeding,Urochloa humidicola,Grasses,2,97.63,11.57,88.43,6.9,33.73,71.31,8,12.99,14.32,81.86,40.81,High,Not High,Category_4,11,Q4,159
F25-2183,CIAT-BH-22-2046,2,549,Breeding,Urochloa humidicola,Grasses,2,97.08,10.35,89.65,6.71,32.18,70.29,7,12.5,13.83,68.15,39.13,High,Not High,Category_4,4,Q4,169
F25-2174,CIAT-BH-22-2074,2,531,Breeding,Urochloa humidicola,Grasses,2,96.84,13.34,86.66,7.65,31.56,67.8,9,13.33,14.6,59.36,45.93,Medium,Not High,Category_2,143,Q3,126
F25-2169,CIAT-BH-22-2189,2,515,Breeding,Urochloa humidicola,Grasses,2,96.9,15.59,84.41,8.01,33.24,68.2,9,12.93,14.05,76.17,27.59,High,Not High,Category_4,16,Q4,184
F25-2165,CIAT-BH-22-2225,2,507,Breeding,Urochloa humidicola,Grasses,2,98.06,10.2,89.8,6.62,36.25,73.12,6,13.15,14.31,56.26,39.81,Medium,Not High,Category_2,131,Q4,167
F25-2182,CIAT-BH-22-2508,2,547,Breeding,Urochloa humidicola,Grasses,2,97.89,13.19,86.81,8.68,33.88,70.43,8,13.3,14.46,67.68,40.88,High,Not High,Category_4,2,Q4,158
F25-2171,CIAT-BH-22-2531,2,519,Breeding,Urochloa humidicola,Grasses,4,96.45,12.34,87.66,6.22,33.04,71.22,7,13.04,14.14,71.64,40.48,High,Not High,Category_4,6,Q4,162
F25-2156,CIAT-BH-22-3115,2,489,Breeding,Urochloa humidicola,Grasses,2,97.62,11.25,88.75,5.65,33.37,70.99,9,12.14,13.86,62.57,37.57,Medium,Not High,Category_2,149,Q4,171
F25-2167,CIAT-BH-22-3507,2,511,Breeding,Urochloa humidicola,Grasses,2,97.94,12.18,87.82,6.61,35.29,71.87,8,12.8,13.95,88.9,25.03,High,Not High,Category_4,19,Q4,186
F25-2173,CIAT-BH-22-3521,2,523,Breeding,Urochloa humidicola,Grasses,2,97.41,11.34,88.66,8.41,27.69,67.79,6,13.08,13.92,55.84,36.99,Medium,Not High,Category_2,127,Q4,173
F25-2153,CIAT-BH-22-4092,2,483,Breeding,Urochloa humidicola,Grasses,2,98.22,14.52,85.48,7.39,30.64,67.4,9,12.6,14.1,47.18,47.84,Low,Not High,Category_2,56,Q3,111
F25-2162,CIAT-BH-22-4169,2,501,Breeding,Urochloa humidicola,Grasses,2,97.63,12.27,87.73,7.41,35.74,72.26,8,12.9,14.2,74.49,30.14,High,Not High,Category_4,14,Q4,182
F25-2168,CIAT-BH-22-4253,2,513,Breeding,Urochloa humidicola,Grasses,2,97.97,13.12,86.88,8.47,32.1,68.01,6,12.87,13.84,56.84,36.45,Medium,Not High,Category_2,133,Q4,176
F25-2179,CIAT-BH-22-4454,2,541,Breeding,Urochloa humidicola,Grasses,2,97.61,11.16,88.84,6.53,31.12,68.58,6,13.42,14.52,52.87,45.38,Low,Not High,Category_2,108,Q3,134
F25-2160,CIAT-BH-22-4865,2,497,Breeding,Urochloa humidicola,Grasses,2,97.48,15.16,84.84,8.77,32.48,67.33,8,12.82,14.07,61.35,36.5,Medium,Not High,Category_2,146,Q4,175
F25-1721,CIAT-BR-02-0465,2,173,Breeding,Urochloa interespecific,Grasses,2,96.88,13.78,86.22,13.86,32.8,65.62,9,12.13,14.13,51.44,43.68,Low,Not High,Category_2,100,Q3,142
F25-1722,CIAT-BR-04-3025,2,175,Breeding,Urochloa interespecific,Grasses,2,95.84,11.31,88.69,12.25,32.72,67.42,9,13.46,14.64,54.31,48.78,Medium,Not High,Category_2,120,Q3,98
F25-1723,CIAT-BR-05-1435,2,177,Breeding,Urochloa interespecific,Grasses,2,96.06,14.7,85.29,16.1,30.82,63.96,9,12.36,14.27,45.58,43.49,Low,Not High,Category_2,43,Q3,143
F25-2104,CIAT-BR-06-1348,2,387,Breeding,Urochloa interespecific,Grasses,4,93.09,14.48,85.52,12.23,25.64,59.76,7,13.46,14.59,51.5,54.58,Low,Not High,Category_2,101,Q2,50
F25-1724,CIAT-BR-09-3660,2,179,Breeding,Urochloa interespecific,Grasses,2,96.24,13.64,86.36,12.77,29.05,61.25,8,12.94,14.27,47.59,47.25,Low,Not High,Category_2,61,Q3,119
F25-2105,CIAT-BR-09-4467,2,389,Breeding,Urochloa interespecific,Grasses,4,92.31,14.63,85.37,13.66,24.32,58.96,9,12.71,14.34,67.18,42.32,High,Not High,Category_4,1,Q4,151
F25-2106,CIAT-BR-09-4777,2,391,Breeding,Urochloa interespecific,Grasses,2,93.68,13.68,86.32,12.76,24.43,58.97,6,12.62,13.94,56.87,40.4,Medium,Not High,Category_2,134,Q4,163
F25-2107,CIAT-BR-12-0255,2,399,Breeding,Urochloa interespecific,Grasses,2,91.85,14.23,85.77,14.96,24.63,57.34,9,12.31,13.96,37.48,60.12,Low,High,Category_1a,14,Q1,16
F25-2108,CIAT-BR-12-0461,2,401,Breeding,Urochloa interespecific,Grasses,2,92.82,14.72,85.28,13.24,25.6,60.79,9,12.52,14.27,37.7,61.59,Low,High,Category_1a,12,Q1,11
F25-1701,CIAT-BR-12-1362,2,133,Breeding,Urochloa interespecific,Grasses,2,92.46,14.02,85.98,16.89,28.12,57.62,9,11.96,13.75,36.67,64.41,Low,High,Category_1a,7,Q1,5
F25-2109,CIAT-BR-12-1620,2,403,Breeding,Urochloa interespecific,Grasses,2,93.55,13.79,86.21,13.22,25.38,60.36,9,12.4,13.92,36.04,60.13,Low,High,Category_1a,11,Q1,15
F25-2110,CIAT-BR-12-1889,2,405,Breeding,Urochloa interespecific,Grasses,2,91.35,15.09,84.91,14.82,23.39,57.75,9,11.64,14.03,36.64,57.99,Low,Not High,Category_2,3,Q1,27
F25-1702,CIAT-BR-12-2462,2,135,Breeding,Urochloa interespecific,Grasses,2,95.72,15.58,84.42,12.21,34.75,58.72,9,12.94,13.07,35.78,56.21,Low,Not High,Category_2,2,Q1,39
F25-1703,CIAT-BR-12-3868,2,137,Breeding,Urochloa interespecific,Grasses,2,94.15,19.08,80.92,16.3,28.24,54.33,9,11.08,13.51,33.46,55.88,Low,Not High,Category_2,1,Q1,43
