id_lab,id,subset,no,requisitioner,tax_name,functional_group,net_gas_8h_ml,net_gas_24h_ml,gas_ml_g_dm_incubated_24h,tddm,part_fact,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,ch4_ml_g_dm_incubated_24h,methane_intensity,ch4_ml_g_ndf_digested_24h,n_replicates_gas
F26-0542,CIAT-BR-09-4014,5,1711,Breeding,Urochloa interespecific,Grass,0.63,2.1,4.46,3.19,0.15,0.47,0.12,0.54,2.34,0.08,6
F26-0543,CIAT-BR-15-582,5,1713,Breeding,Urochloa interespecific,Grass,1.4,2.05,4.46,4.55,0.22,0.49,0.25,0.36,4.68,0.72,6
F26-0544,CIAT-BR-09-834,5,1715,Breeding,Urochloa interespecific,Grass,1.69,1.87,4.04,2.32,0.12,0.44,0.2,0.41,2.16,0.16,6
F26-0545,CIAT-BR-19-2886,5,1717,Breeding,Urochloa interespecific,Grass,1.21,1.65,3.6,1.95,0.11,0.34,0.22,0.29,1.64,0.14,6
F26-0546,CIAT-BR-05-1467,5,1719,Breeding,Urochloa interespecific,Grass,2.11,5.2,11.23,3.37,0.3,0.66,0.36,1.23,4.72,0.3,6
F26-0547,CIAT-BR-19-5294,5,1721,Breeding,Urochloa interespecific,Grass,12.02,31.5,66.82,4.76,10.38,0.5,0.32,9.93,20.49,0.32,6
F26-0548,CIAT-BR-19-626,5,1723,Breeding,Urochloa interespecific,Grass,1.6,2.26,4.81,5.47,0.26,0.46,0.21,0.69,4.98,0.36,6
F26-0549,CIAT-BR-12-3436,5,1725,Breeding,Urochloa interespecific,Grass,1.34,4.05,8.73,1.96,0.24,0.87,0.33,1.87,5.73,0.15,6
F26-0550,CIAT-BR-09-305,5,1727,Breeding,Urochloa interespecific,Grass,0.87,1.53,3.27,3.0,0.19,0.39,0.2,0.58,3.47,0.14,6
F26-0551,CIAT-BR-09-2267,5,1729,Breeding,Urochloa interespecific,Grass,0.89,4.99,10.82,3.63,0.1,0.22,0.17,1.6,1.98,0.1,6
F26-0552,CIAT-BR-09-3167,5,1731,Breeding,Urochloa interespecific,Grass,1.66,2.45,5.28,3.65,0.23,0.34,0.13,0.62,4.27,0.13,6
F26-0553,CIAT-BR-09-343,5,1733,Breeding,Urochloa interespecific,Grass,1.76,1.93,3.92,2.89,0.19,0.51,0.17,0.73,3.2,0.08,6
F26-0554,CIAT-BR-12-5082,5,1735,Breeding,Urochloa interespecific,Grass,2.52,4.02,8.68,3.9,0.27,0.44,0.14,1.09,4.78,0.28,6
F26-0555,CIAT-BR-12-5323,5,1737,Breeding,Urochloa interespecific,Grass,1.41,2.59,5.52,6.06,0.31,0.58,0.24,0.58,5.97,0.47,6
F26-0556,CIAT-BR-15-1168,5,1741,Breeding,Urochloa interespecific,Grass,1.1,1.41,3.05,5.91,0.35,0.54,0.23,0.66,6.53,0.42,6
F26-0557,CIAT-BR-12-2679,5,1743,Breeding,Urochloa interespecific,Grass,1.74,2.24,4.8,5.09,0.28,0.3,0.26,0.82,6.4,0.28,6
F26-0558,CIAT-BR-09-3341,5,1745,Breeding,Urochloa interespecific,Grass,1.63,3.03,6.57,3.82,0.2,0.44,0.22,0.65,4.36,0.23,6
F26-0559,CIAT-BR-09-2715,5,1747,Breeding,Urochloa interespecific,Grass,1.89,3.53,7.53,3.82,0.19,0.43,0.24,1.0,4.2,0.38,6
F26-0560,CIAT-BR-15-8543,5,1749,Breeding,Urochloa interespecific,Grass,1.34,2.45,5.29,3.15,0.12,0.43,0.2,1.02,2.06,0.63,6
F26-0561,CIAT-BR-02-1718,5,1751,Breeding,Urochloa interespecific,Grass,1.69,3.29,7.02,3.77,0.16,0.38,0.16,1.1,2.45,0.29,6
F26-0562,CIAT-BR-12-804,5,1753,Breeding,Urochloa interespecific,Grass,1.3,1.08,2.26,3.7,0.19,0.43,0.2,0.51,3.55,0.35,6
F26-0563,CIAT-BR-15-1462,5,1755,Breeding,Urochloa interespecific,Grass,1.39,1.9,4.08,6.12,0.35,0.47,0.28,0.44,6.07,1.71,6
F26-0564,BR-02-1752-Cayman-Opt,5,79,Breeding,Urochloa interespecific,Grass,2.32,3.74,7.93,2.35,0.15,0.22,0.16,1.22,2.25,0.23,6
F26-0565,BR-06-423-Cayman-Opt,5,81,Breeding,Urochloa interespecific,Grass,4.06,6.68,14.17,3.43,0.3,0.23,0.22,1.96,6.9,1.29,6
F26-0566,CIAT-679-Tully-Exc,5,83,Breeding,Urochloa interespecific,Grass,2.05,3.85,8.19,4.86,0.21,0.08,0.2,0.84,7.66,4.06,8
F26-0567,CIAT-679-Tully-Opt,5,85,Breeding,Urochloa interespecific,Grass,2.13,3.55,7.64,2.39,0.24,0.34,0.27,0.93,5.2,0.23,6
F26-0568,CIAT-6133-Llanero-Exc,5,87,Breeding,Urochloa interespecific,Grass,3.13,5.2,10.92,5.53,0.27,0.33,0.32,1.28,11.24,1.38,6
F26-0656,CIAT-17009,5,89,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,2.66,4.14,8.84,3.37,0.34,0.18,0.23,1.54,4.94,3.48,6
F26-0657,CIAT-17462,5,91,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,4.27,5.58,13.84,6.81,0.38,0.32,0.45,2.2,7.02,1.71,6
F26-1029,CIAT-5913,5,1305,Genetic_bank,Centrosema grandiflorum,Herbaceous_legumes,3.41,7.98,16.86,8.1,0.45,0.41,0.43,2.93,15.74,1.22,6
F26-1030,CIAT-7389,5,1307,Genetic_bank,Rhynchosia schomburgkii,Herbaceous_legumes,2.28,4.24,8.94,4.0,0.7,0.23,0.2,1.44,17.98,0.05,6
F26-1031,CIAT-7649,5,1309,Genetic_bank,Periandra coccinea,Herbaceous_legumes,1.44,5.24,11.07,4.57,0.52,0.31,0.32,1.66,13.06,0.09,6
F26-1032,CIAT-7796,5,1311,Genetic_bank,Calopogonium velutinum,Herbaceous_legumes,2.05,4.9,10.34,3.01,0.29,0.19,0.31,1.91,7.02,15.25,6
F26-1033,CIAT-8114,5,1313,Genetic_bank,Calopogonium velutinum,Herbaceous_legumes,2.76,3.59,7.75,7.08,0.48,0.27,0.31,1.43,17.06,3.87,6
F26-1034,CIAT-8539,5,1315,Genetic_bank,Canavalia grandiflora,Herbaceous_legumes,2.23,2.64,5.67,4.31,0.3,0.75,0.27,0.81,5.42,0.59,12
F26-1035,CIAT-8562,5,1317,Genetic_bank,Periandra coccinea,Herbaceous_legumes,1.78,5.49,11.63,3.08,0.66,0.54,0.25,1.65,14.64,0.08,6
F26-1036,CIAT-8589,5,1319,Genetic_bank,Galactia jussiaeana,Herbaceous_legumes,3.02,6.13,12.98,5.79,0.41,0.77,0.39,1.88,6.59,0.46,12
F26-1037,CIAT-9525,5,1321,Genetic_bank,Canavalia bicarinata,Herbaceous_legumes,3.9,8.08,17.27,7.24,0.38,0.21,0.31,2.82,9.3,53.71,6
F26-1038,CIAT-9991,5,1323,Genetic_bank,Galactia jussiaeana,Herbaceous_legumes,2.38,5.11,10.78,7.6,0.82,0.35,0.29,1.44,23.42,0.19,6
F26-1039,CIAT-15024,5,1325,Genetic_bank,Centrosema pubescens,Herbaceous_legumes,3.31,4.35,9.09,5.87,0.55,0.86,0.49,1.29,9.46,1.26,6
F26-1040,CIAT-15039,5,1327,Genetic_bank,Centrosema angustifolium,Herbaceous_legumes,1.35,2.27,4.73,5.02,0.42,0.38,0.4,1.15,10.22,0.39,6
F26-1041,CIAT-15285,5,1329,Genetic_bank,Centrosema bifidum,Herbaceous_legumes,1.74,3.56,7.55,4.93,0.43,0.54,0.5,1.68,9.09,1.79,6
F26-1042,CIAT-17333,5,1331,Genetic_bank,Dunbaria nivea,Herbaceous_legumes,0.98,3.52,7.46,9.14,0.82,0.31,0.3,1.25,27.45,0.15,6
F26-1043,CIAT-17392,5,1333,Genetic_bank,Cajanus scarabaeoides,Herbaceous_legumes,1.97,4.66,9.83,6.27,0.49,0.23,0.23,1.58,20.69,0.42,6
F26-1044,CIAT-18164,5,1335,Genetic_bank,Teramnus volubilis,Herbaceous_legumes,2.57,6.2,13.22,7.79,0.43,0.35,0.14,2.14,8.34,4.35,6
F26-1045,CIAT-18260,5,1337,Genetic_bank,Canavalia grandiflora,Herbaceous_legumes,2.91,7.33,15.64,4.4,0.38,0.37,0.31,2.61,7.3,1.27,6
F26-1046,CIAT-18410,5,1339,Genetic_bank,Cajanus crassus,Herbaceous_legumes,3.39,5.58,11.74,9.01,0.66,0.4,0.34,1.53,27.18,0.26,6
F26-1047,CIAT-18522,5,1341,Genetic_bank,Rhynchosia phaseoloides,Herbaceous_legumes,1.9,3.89,8.38,3.02,0.32,0.14,0.14,1.2,8.78,0.07,6
F26-1048,CIAT-18584,5,1343,Genetic_bank,Canavalia mattogrossensis,Herbaceous_legumes,1.61,5.19,11.19,1.92,0.11,0.49,0.07,1.74,3.41,0.09,6
F26-1049-,CIAT-18586,5,1665,Genetic_bank,Canavalia mattogrossensis,Herbaceous_legumes,1.28,1.05,2.24,5.21,0.38,0.94,0.76,0.85,10.25,3.22,4
F26-1050,CIAT-18632,5,1667,Genetic_bank,Dioclea crenata,Herbaceous_legumes,0.81,1.22,2.59,10.35,0.93,0.24,0.18,0.55,25.39,0.15,4
F26-1051,CIAT-21137,5,1669,Genetic_bank,Cajanus goensis,Herbaceous_legumes,0.42,2.05,4.39,4.95,0.43,0.35,0.07,0.77,46.35,0.07,4
F26-1052,CIAT-21174,5,1671,Genetic_bank,Cajanus goensis,Herbaceous_legumes,0.56,2.96,6.19,7.49,0.81,0.57,0.47,1.31,30.12,0.12,4
F26-1053,CIAT-22055,5,1673,Genetic_bank,Cajanus crassus,Herbaceous_legumes,1.17,5.01,10.71,4.62,0.18,0.5,0.27,1.07,4.59,0.16,4
F26-1054,CIAT-22059,5,1675,Genetic_bank,Pueraria montana,Herbaceous_legumes,1.09,1.35,2.92,4.11,0.29,0.57,0.31,0.88,6.48,1.73,4
F26-1055,CIAT-25157,5,1677,Genetic_bank,Centrosema capitatum,Herbaceous_legumes,2.5,3.11,6.6,4.85,0.37,0.91,0.42,0.75,12.57,0.54,6
F26-1056,CIAT-25214,5,1679,Genetic_bank,Centrosema grandiflorum,Herbaceous_legumes,0.6,0.99,2.11,5.44,0.45,0.21,0.16,0.45,11.17,14.89,6
F26-1057,CIAT-25224,5,1681,Genetic_bank,Centrosema capitatum,Herbaceous_legumes,1.28,0.71,1.51,8.52,0.64,0.28,0.25,0.14,23.44,3.25,6
F26-1058,CIAT-32092,5,1683,Genetic_bank,Cajanus scarabaeoides,Herbaceous_legumes,1.12,1.44,3.06,2.98,0.25,0.34,0.17,0.55,15.89,0.07,6
F26-1059,CIAT-4846,5,1685,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,4.67,2.71,6.02,4.9,0.24,0.51,0.23,0.63,10.29,0.22,6
F26-1060,CIAT-9466,5,1687,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,1.18,2.56,5.66,7.15,0.36,0.36,0.22,1.21,28.34,0.74,6
F26-1061,CIAT-19092,5,1689,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,3.68,2.67,5.88,2.38,0.11,0.21,0.11,0.96,5.37,0.07,6
F26-1062,CIAT-19212,5,1691,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,2.41,1.86,4.08,5.89,0.33,0.15,0.15,0.6,15.78,5.59,6
F26-1063,CIAT-19221,5,1693,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,0.84,1.32,2.89,6.08,0.32,0.19,0.1,0.57,14.28,27.46,6
F26-1064,CIAT-19447,5,1695,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,3.77,2.67,5.83,4.44,0.21,0.24,0.3,0.92,11.01,0.18,6
F26-1065,CIAT-19806,5,1697,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,4.0,4.61,9.98,4.61,0.27,0.17,0.11,1.41,7.92,0.58,6
F26-1066,CIAT-21204,5,1699,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,3.32,2.05,4.45,6.49,0.32,0.36,0.25,1.07,10.14,1.18,6
F26-1067,CIAT-21705,5,1701,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,1.43,3.58,7.79,5.7,0.27,0.13,0.05,1.14,8.79,20.77,6
F26-1068,CIAT-21815,5,1703,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,3.74,1.24,2.68,3.64,0.19,0.22,0.22,0.59,9.06,0.23,6
F26-1069-,CIAT-22274,5,1705,Genetic_bank,Clitoria ternatea L.,Herbaceous_legumes,3.14,1.98,4.34,6.17,0.33,0.25,0.2,0.31,14.14,1.17,6
F26-1072-(100%),Leu-div-ILRI-15551,5,1769,ISABEL MOLINA,Leucaena diversifolia,Shrub_Trees,1.36,1.56,3.29,3.39,0.38,0.43,0.31,0.49,2.7,9.76,6
F26-1074,CIAT-BR-06-423-Temp-B,5,851,Breeding,Urochloa interespecific,Grass,2.41,2.86,6.1,3.92,0.28,0.42,0.31,1.16,5.48,0.39,6
F26-1075,CIAT-MulatoII-Temp-C,5,853,Breeding,Urochloa interespecific,Grass,2.47,2.51,5.3,3.37,0.21,0.54,0.42,0.98,2.11,0.08,6
F26-1076,CIAT-BR-06-423-Opt-F,5,1757,Breeding,Urochloa interespecific,Grass,0.52,3.1,6.64,2.51,0.2,0.39,0.19,1.14,3.94,0.26,6
F26-1077,CIAT-MulatoII-Opt-D,5,857,Breeding,Urochloa interespecific,Grass,2.04,2.29,4.81,5.35,0.34,0.49,0.26,0.42,5.14,0.43,18
F26-1078,CIAT-BR-06-423-Exc-G,5,859,Breeding,Urochloa interespecific,Grass,2.82,3.67,7.88,4.5,0.29,5.51,1.97,4.14,11.01,1.65,6
F26-1079,CIAT-MulatoII-Exc-E,5,861,Breeding,Urochloa interespecific,Grass,3.37,4.86,10.49,6.02,0.43,0.36,0.26,1.36,8.01,0.18,6
F26-1080,CIAT-17009,5,1281,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,2.27,4.23,9.2,2.83,0.25,0.27,0.22,1.92,4.76,0.49,6
F26-1081,CIAT-17462,5,1283,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,3.11,4.59,9.98,7.92,0.44,0.06,0.27,2.12,9.59,1.81,6
F26-1082,CIAT-13953,5,1285,LMF,Desmodium velutinum,Shrub_Trees,4.01,3.93,8.9,5.24,0.34,0.26,0.18,1.49,6.35,6.86,6
F26-1083,CIAT-9432,5,1287,Genetic_bank,Clitoria tertanea,Herbaceous_legumes,5.02,6.88,14.85,7.49,0.42,0.29,0.25,2.83,11.46,1.93,6
F26-1085,CIAT-22768,5,1291,Genetic_bank,Lablab purpureus,Herbaceous_legumes,1.82,3.82,8.35,5.73,0.24,0.24,0.29,1.97,5.75,0.32,6
F26-1086,CIAT-22598,5,1293,Genetic_bank,Lablab purpureus,Herbaceous_legumes,1.51,3.6,7.88,6.45,0.31,0.29,0.25,1.89,8.55,0.77,6
F26-1087,CIAT-18701,5,1295,LMF,Cajanus cajan,Shrub_Trees,3.67,6.1,13.27,8.15,0.97,0.62,0.52,2.42,33.54,1.54,12
F26-1088,CIAT-20891,5,1297,LMF,Cajanus cajan,Shrub_Trees,1.6,2.84,6.18,5.23,0.62,0.26,0.21,1.09,27.55,0.04,6
F26-1089,CIAT-15551,5,1299,Genetic_bank,Centrosema molle,Herbaceous_legumes,4.4,6.64,14.41,3.92,0.64,0.51,0.31,2.44,10.88,4.6,6
F26-2902-(100%),STAR-GRASS-Porvenir,5,1345,ISABEL MOLINA,Cynodon nlemfuensis ,,1.52,1.09,2.34,3.74,0.3,0.38,0.34,0.39,9.01,0.59,12
F26-2903,CIAT-BR-04-3025-Llan,6,471,Breeding,Urochloa interespecific,Grass,4.84,7.12,15.2,3.85,0.27,0.91,0.53,2.64,6.54,0.41,6
F26-2904,CIAT-BR-02-1752-Llan,6,473,Breeding,Urochloa interespecific,Grass,5.12,7.59,16.18,3.54,0.21,1.09,0.54,3.41,6.43,0.23,6
F26-2905,CIAT-CIAT-606-Llan,6,475,Breeding,Urochloa interespecific,Grass,4.6,8.22,17.44,3.85,0.12,0.52,0.19,2.66,3.69,0.21,6
F26-2906,CIAT-BR-02-1794-Llan,6,477,Breeding,Urochloa interespecific,Grass,5.21,4.89,10.41,3.22,0.22,0.39,0.31,2.16,6.94,1.06,6
F26-2907,CIAT-CIAT-6294-Llan,6,479,Breeding,Urochloa interespecific,Grass,5.09,5.55,11.75,1.79,0.17,0.41,0.32,2.46,5.74,0.04,6
F26-2908,CIAT-Mulato-II-Llan,6,481,Breeding,Urochloa interespecific,Grass,4.89,6.99,14.89,3.01,0.09,0.57,0.29,2.57,2.17,1.02,6
F26-2909,CIAT-BR-04-3025-Qu,6,483,Breeding,Urochloa interespecific,Grass,5.25,5.58,11.85,4.31,0.14,0.51,0.4,1.68,3.98,3.56,6
F26-2910,CIAT-BR-02-1752-Qu,6,485,Breeding,Urochloa interespecific,Grass,3.75,3.88,8.45,4.06,0.16,0.44,0.3,1.52,3.2,0.8,6
F26-2911,CIAT-CIAT-606-Qu,6,487,Breeding,Urochloa interespecific,Grass,3.49,3.28,6.96,4.07,0.16,0.44,0.15,1.08,4.25,0.47,6
F26-2912,CIAT-BR-02-1794-Qu,6,489,Breeding,Urochloa interespecific,Grass,4.18,4.64,9.84,6.67,0.29,0.4,0.47,1.29,6.13,0.3,6
F26-2913,CIAT-CIAT-6294-Qu,6,491,Breeding,Urochloa interespecific,Grass,5.26,5.23,11.1,6.02,0.2,0.64,0.33,1.67,5.79,0.62,6
F26-2914,CIAT-Mulato-II-Qu,6,493,Breeding,Urochloa interespecific,Grass,5.93,5.85,12.45,2.95,0.18,0.74,0.36,1.98,4.63,0.48,6
F26-2915,CIAT-BR-04-2515,6,495,Breeding,Urochloa interespecific,Grass,5.48,5.74,12.1,3.6,0.15,1.09,0.6,2.12,2.47,0.88,6
F26-2916,CIAT-BR-05-931,6,497,Breeding,Urochloa interespecific,Grass,4.45,4.11,8.7,6.16,0.27,0.48,0.23,1.57,7.95,10.65,6
F26-2917,CIAT-BR-09-5252,6,499,Breeding,Urochloa interespecific,Grass,4.57,4.88,10.31,3.77,0.2,0.29,0.32,2.1,4.75,8.78,6
F26-2919,CIAT-BR-12-1280,6,503,Breeding,Urochloa interespecific,Grass,4.75,4.54,9.55,5.95,0.2,0.53,0.29,1.69,3.41,0.32,6
F26-2920,CIAT-BR-12-1282,6,505,Breeding,Urochloa interespecific,Grass,4.49,5.69,12.01,5.97,0.16,0.5,0.25,2.22,3.08,0.54,6
F26-2921,CIAT-BR-12-1325,6,507,Breeding,Urochloa interespecific,Grass,5.47,5.0,10.49,6.44,0.21,0.51,0.29,2.09,4.41,1.56,6
F26-2922,CIAT-BR-12-1399,6,509,Breeding,Urochloa interespecific,Grass,2.29,4.99,10.43,1.05,0.22,1.24,0.66,0.63,1.83,0.05,4
F26-2923,CIAT-BR-12-1418,6,511,Breeding,Urochloa interespecific,Grass,2.33,3.03,6.45,4.81,0.25,0.52,0.3,1.41,6.35,0.73,6
F26-2924,CIAT-BR-12-1509,6,513,Breeding,Urochloa interespecific,Grass,1.24,7.22,15.21,3.13,0.1,0.42,0.16,2.25,1.29,0.1,4
F26-2925,CIAT-BR-12-1535,6,515,Breeding,Urochloa interespecific,Grass,3.69,4.69,9.87,5.11,0.26,0.4,0.29,1.99,5.25,0.27,6
F26-2926,CIAT-BR-12-1685,6,517,Breeding,Urochloa interespecific,Grass,4.52,6.26,13.27,4.87,0.27,1.21,0.95,2.84,7.52,0.77,6
F26-2927,CIAT-BR-12-1844,6,519,Breeding,Urochloa interespecific,Grass,2.24,2.63,5.6,3.81,0.17,0.52,0.26,0.44,3.8,0.19,4
F26-2928,CIAT-BR-12-1888,6,521,Breeding,Urochloa interespecific,Grass,3.6,4.22,9.02,3.11,0.27,0.31,0.29,1.81,4.94,0.12,6
F26-2929,CIAT-BR-12-1939,6,523,Breeding,Urochloa interespecific,Grass,4.06,4.69,9.93,2.94,0.27,0.44,0.23,1.81,5.56,0.17,6
F26-2930,CIAT-BR-12-2243,6,525,Breeding,Urochloa interespecific,Grass,4.12,3.94,8.25,3.88,0.31,0.46,0.22,1.66,5.99,0.18,6
F26-2931,CIAT-BR-12-2254,6,527,Breeding,Urochloa interespecific,Grass,4.35,3.92,8.54,5.33,0.3,0.52,0.28,1.68,6.32,0.18,6
F26-2932,CIAT-BR-12-2255,6,529,Breeding,Urochloa interespecific,Grass,4.34,4.33,9.23,3.18,0.21,0.59,0.23,1.79,4.07,0.1,6
F26-2933,CIAT-BR-12-2305,6,531,Breeding,Urochloa interespecific,Grass,3.99,3.24,7.0,2.41,0.22,0.59,0.32,1.45,4.5,0.06,6
F26-2934,CIAT-BR-12-2316,6,533,Breeding,Urochloa interespecific,Grass,4.22,4.86,10.44,2.31,0.15,0.5,0.27,1.8,3.25,0.23,6
F26-2935,CIAT-BR-12-2367,6,535,Breeding,Urochloa interespecific,Grass,4.46,6.1,13.09,6.09,0.47,0.42,0.23,2.3,8.69,0.57,6
F26-2936,CIAT-BR-12-2461,6,537,Breeding,Urochloa interespecific,Grass,3.9,2.92,6.18,3.24,0.12,0.32,0.19,1.18,2.09,0.08,6
F26-2937,CIAT-BR-12-3018,6,539,Breeding,Urochloa interespecific,Grass,4.62,4.8,10.29,2.07,0.15,0.42,0.22,1.9,3.42,0.08,6
F26-2938,CIAT-BR-12-3067,6,541,Breeding,Urochloa interespecific,Grass,4.65,4.93,10.72,2.44,0.25,0.15,0.15,1.95,3.99,0.04,6
F26-2939,CIAT-BR-12-3069,6,543,Breeding,Urochloa interespecific,Grass,4.62,4.31,9.26,0.94,0.15,0.42,0.24,1.83,3.83,0.09,6
F26-2940,CIAT-BR-12-3358,6,547,Breeding,Urochloa interespecific,Grass,3.9,3.88,8.39,1.34,0.17,0.67,0.39,2.0,4.15,0.09,6
F26-2941,CIAT-BR-12-3377,6,549,Breeding,Urochloa interespecific,Grass,4.64,5.23,11.28,3.19,0.21,0.6,0.33,2.35,5.73,6.54,6
F26-2942,CIAT-BR-12-49,6,551,Breeding,Urochloa interespecific,Grass,3.96,4.39,9.39,2.08,0.19,0.46,0.34,2.08,4.92,0.12,6
F26-2943,CIAT-BR-12-61,6,553,Breeding,Urochloa interespecific,Grass,4.54,3.99,8.63,3.51,0.26,0.33,0.23,1.73,5.3,0.14,6
F26-2944,CIAT-BR-12-91,6,555,Breeding,Urochloa interespecific,Grass,6.21,6.44,14.29,4.77,0.39,0.5,0.26,2.68,9.52,0.92,6
F26-2945,CIAT-BR-15-1468,6,557,Breeding,Urochloa interespecific,Grass,4.74,4.9,10.61,2.47,0.22,0.6,0.23,1.68,4.56,0.16,6
F26-2946,CIAT-BR-15-1628,6,559,Breeding,Urochloa interespecific,Grass,4.25,3.69,7.96,7.04,0.29,0.53,0.27,1.75,6.04,2.69,6
F26-2947,CIAT-BR-15-1689,6,561,Breeding,Urochloa interespecific,Grass,2.47,1.33,2.83,4.71,0.26,0.46,0.26,0.29,4.86,0.31,6
F26-2948,CIAT-BR-15-1712,6,563,Breeding,Urochloa interespecific,Grass,2.93,2.76,5.75,3.92,0.17,0.13,0.12,1.09,2.72,0.15,6
F26-2949,CIAT-BR-15-1830,6,565,Breeding,Urochloa interespecific,Grass,4.48,3.11,6.55,7.58,0.37,0.48,0.38,1.55,6.19,0.85,6
F26-2950,CIAT-BR-15-1865,6,567,Breeding,Urochloa interespecific,Grass,4.06,3.74,7.82,3.96,0.11,0.61,0.37,1.82,2.12,0.2,6
F26-2951,CIAT-BR-15-1877,6,569,Breeding,Urochloa interespecific,Grass,3.46,2.34,4.92,2.42,0.16,0.52,0.54,1.51,3.24,0.07,6
F26-2952,CIAT-BR-15-2174,6,571,Breeding,Urochloa interespecific,Grass,4.05,3.82,8.0,1.33,0.15,0.47,0.3,1.72,3.36,0.04,6
F26-2953,CIAT-BR-15-2464,6,573,Breeding,Urochloa interespecific,Grass,4.66,4.03,8.48,1.58,0.16,0.31,0.22,1.72,3.59,0.04,6
F26-2954,CIAT-BR-15-2528,6,575,Breeding,Urochloa interespecific,Grass,4.76,3.62,7.67,1.44,0.16,0.47,0.34,1.76,3.4,0.04,6
F26-2955,CIAT-BR-15-2532,6,577,Breeding,Urochloa interespecific,Grass,4.13,4.73,9.95,2.28,0.25,0.38,0.17,1.73,3.3,0.17,6
F26-2956,CIAT-BR-15-2538,6,579,Breeding,Urochloa interespecific,Grass,4.67,2.63,5.67,2.06,0.11,0.49,0.38,0.97,2.79,0.12,6
F26-2957,CIAT-BR-15-2545,6,581,Breeding,Urochloa interespecific,Grass,3.88,3.86,8.44,1.98,0.12,0.45,0.22,1.57,2.25,0.09,6
F26-2958,CIAT-BR-15-2767,6,583,Breeding,Urochloa interespecific,Grass,0.66,1.59,3.37,3.46,0.18,0.24,0.15,0.75,3.45,0.18,5
F26-2959,CIAT-BR-15-3013,6,939,Breeding,Urochloa interespecific,Grass,0.88,2.49,5.28,4.48,0.23,0.63,0.43,1.52,4.35,0.18,6
F26-2960,CIAT-BR-15-3017,6,941,Breeding,Urochloa interespecific,Grass,1.42,3.39,7.24,4.24,0.17,0.5,0.43,1.83,2.85,0.16,6
F26-2961,CIAT-BR-15-3186,6,943,Breeding,Urochloa interespecific,Grass,1.09,3.17,6.81,5.15,0.2,0.23,0.32,1.45,4.23,0.3,6
F26-2962,CIAT-BR-15-3234,6,945,Breeding,Urochloa interespecific,Grass,1.58,2.77,5.92,3.55,0.2,0.11,0.29,1.36,5.75,0.35,6
F26-2963,CIAT-BR-15-3280,6,947,Breeding,Urochloa interespecific,Grass,1.53,3.33,7.15,5.76,0.27,0.21,0.28,1.54,7.28,1.04,6
F26-2964,CIAT-BR-15-3294,6,1105,Breeding,Urochloa interespecific,Grass,0.24,2.22,4.73,3.2,0.24,0.15,0.05,0.79,5.24,0.12,4
F26-2965,CIAT-BR-15-3571,6,951,Breeding,Urochloa interespecific,Grass,0.85,3.3,7.09,5.9,0.28,0.34,0.2,1.45,6.98,1.75,6
F26-2966,CIAT-BR-15-3597,6,953,Breeding,Urochloa interespecific,Grass,1.41,2.91,6.21,6.36,0.28,0.23,0.21,1.32,6.34,0.48,6
F26-2967,CIAT-BR-15-361,6,1267,Breeding,Urochloa interespecific,Grass,,,,,,,,,,,2
F26-2968,CIAT-BR-15-3726,6,957,Breeding,Urochloa interespecific,Grass,2.52,3.04,6.42,3.51,0.17,0.31,0.31,0.51,3.1,0.07,6
F26-2969,CIAT-BR-15-378,6,959,Breeding,Urochloa interespecific,Grass,2.11,2.77,5.85,6.45,0.3,0.46,0.43,1.65,6.14,0.56,6
F26-2970,CIAT-BR-15-3810,6,961,Breeding,Urochloa interespecific,Grass,1.28,2.96,6.27,5.45,0.27,0.1,0.16,1.24,9.27,1.38,6
F26-2971,CIAT-BR-15-395,6,963,Breeding,Urochloa interespecific,Grass,4.9,4.43,9.43,2.38,0.14,0.24,0.43,1.05,2.57,0.06,6
F26-2972,CIAT-BR-15-4368,6,965,Breeding,Urochloa interespecific,Grass,1.98,3.28,6.99,5.98,0.27,0.21,0.27,1.55,6.23,0.35,6
F26-2973,CIAT-BR-15-4442,6,967,Breeding,Urochloa interespecific,Grass,1.22,2.92,6.28,4.65,0.23,0.4,0.26,1.29,3.85,0.22,6
F26-2974,CIAT-BR-15-4483,6,969,Breeding,Urochloa interespecific,Grass,1.98,2.67,5.67,2.96,0.1,0.48,0.3,0.69,2.31,0.09,6
F26-2975,CIAT-BR-15-503,6,971,Breeding,Urochloa interespecific,Grass,1.5,2.98,6.34,4.14,0.22,0.27,0.23,1.32,5.0,0.27,6
