gene_bank_breeding_id,tax_name,functional_group,ch4_percentage_8h,ch4_percentage_24h,ch4_intensity_ml_g_tddm,tddm_mg_g,ch4_intensity_decrease_percentage,benchmark_vs_control,ch4_intensity_category,tddm_category,score_ch4_intensity,score_tddm,composite_score,x,overall_rank,selected,ch4_percentage_8h_reduction_percentage,ch4_percentage_24h_reduction,top_10_percentage_of_methane_emitters
Gene bank / Breeding ID,Tax Name,"Functional 
Group",CH4% (8h),CH4% (24h),"CH4 Intensity 
[ml/g TDDM]",TDDM [mg/g],CH4 Intensity  Decrease%,Benchmark vs. Control,"CH4 Intensity 
Category","TDDM 
Category","Score
CH4 Intensity","Score
TDDM","Composite 
Score",,"Overall 
Rank",Selected,"CH4% (8h)
Reduction%","CH4% (24h)
Reduction%",Top 10% of methane emitters
CIAT-1706,Stylosanthes humilis,Herbaceous legume,13.91666667,14.97940542,40.19359443,63.99438661,0.42,,Low,High,0.754,1.394,2.902,2.902,41,1,0.005,0.043,CIAT-BH22_1832
CIAT-17091,Crotalaria micans,Shrub,15.16666667,17.46518626,48.8310255,66.12018277,0.29,,Medium,High,0,0,0,-99,0,0,-0.085,-0.115,CIAT-BH22_1872
CIAT-172,Stylosanthes hamata,Herbaceous legume,13.46666667,15.52263368,50.24333984,48.57096783,0.27,,Medium,Not High,0,0,0,-99,0,0,0.037,0.009,CIAT-BH22_2046
CIAT-1727,Stylosanthes humilis,Herbaceous legume,13.28333333,14.74286387,40.18029379,60.68080019,0.42,,Low,High,0.755,1.047,2.557,2.557,48,1,0.05,0.058,CIAT-BH22_2225
CIAT-17360,Alysicarpus vaginalis,Herbaceous legume,12.35,13.49511508,51.22049906,29.25359829,0.26,,Medium,Not High,0,0,0,-99,0,0,0.117,0.138,CIAT-BH22_3507
CIAT-17365,Clitoria ternatea,Climber,15.12222222,17.56359212,51.29126771,63.39266228,0.26,,Medium,High,0,0,0,-99,0,0,-0.081,-0.122,CIAT-BH22_4092
CIAT-17451,Canavalia sp.,Climber,12.8,15.6083839,37.55126549,62.06594378,0.46,,Low,High,1.017,1.192,3.226,3.226,31,1,0.085,0.003,CIAT-BH22_4169
CIAT-17768,Clitoria ternatea,Climber,12.4625,13.56591478,39.09235043,37.41595225,0.43,,Low,Not High,0,0,0,-99,0,0,0.109,0.134,CIAT-BH22_4865
CIAT-17775,Christia obcordata,Climber,15.25555556,18.42883333,55.21843108,59.08527975,0.2,,Medium,Not High,0,0,0,-99,0,0,-0.091,-0.177,CIAT-CIAT_16888
CIAT-18004,Chamaecrista rotundifolia,Herbaceous legume,12.35714286,13.5860802,49.09168023,36.10553225,0.29,,Medium,Not High,0,0,0,-99,0,0,0.116,0.132,CIAT-CIAT_26160
CIAT-18016,Sesbania emerus,Shrub,14.23333333,15.96169036,42.47110245,50.30529106,0.39,,Low,Not High,0,0,0,-99,0,0,-0.018,-0.019,CIAT-CIAT_26438
CIAT-18044,Christia sp.,Climber,15.275,18.25242849,47.46914801,58.33057617,0.31,,Medium,Not High,0,0,0,-99,0,0,-0.092,-0.166,CIAT-CIAT_679
CIAT-18288,Sesbania exasperata,Shrub,14.9,16.93850252,48.91039807,55.65877408,0.29,,Medium,Not High,0,0,0,-99,0,0,-0.066,-0.082,
CIAT-18430,Alysicarpus vaginalis,Herbaceous legume,14.31666667,16.15956288,56.48514037,46.58118443,0.18,,High,Not High,0,0,0,-99,0,0,-0.024,-0.032,
CIAT-18437,Flemingia macrophylla,Shrub,13.025,14.12274822,63.25515696,40.23978297,0.09,,High,Not High,0,0,0,-99,0,0,0.069,0.098,
CIAT-18447,Clitoria ternatea,Climber,14.51111111,16.92415425,53.01768122,55.28237032,0.23,,Medium,Not High,0,0,0,-99,0,0,-0.038,-0.081,
CIAT-18455,Christia obcordata,Climber,15.41111111,18.53525367,54.17824002,59.86128924,0.22,,Medium,Not High,0,0,0,-99,0,0,-0.102,-0.184,
CIAT-18700,Cajanus cajan,Shrub,12.6875,13.99887238,54.47579572,41.99638756,0.21,,Medium,Not High,0,0,0,-99,0,0,0.093,0.106,
CIAT-18701,Cajanus cajan,Shrub,13.3,14.78899087,40.20085138,52.58595206,0.42,,Low,Not High,0,0,0,-99,0,0,0.049,0.056,
CIAT-18707,Crotalaria pallida,Herbaceous legume,16.05555556,21.49290837,60.93822877,53.89347169,0.12,,High,Not High,0,0,0,-99,0,0,-0.148,-0.373,
CIAT-18708,Crotalaria pallida,Herbaceous legume,14.3125,15.67267398,49.60794074,51.57729443,0.28,,Medium,Not High,0,0,0,-99,0,0,-0.024,-0.001,
CIAT-18749,Arachis pintoi,Herbaceous legume,11.68888889,15.83999024,36.23158379,61.11639727,0.48,,Low,High,1.148,1.093,3.389,3.389,28,1,0.164,-0.012,
CIAT-18813,Crotalaria nitens,Herbaceous legume,13.41111111,16.44899726,38.57825013,51.22777844,0.44,,Low,Not High,0,0,0,-99,0,0,0.041,-0.05,
CIAT-18848,Alysicarpus rugosus,Herbaceous legume,14.5,16.90408217,34.19370223,57.17478092,0.51,,Low,Not High,0,0,0,-99,0,0,-0.037,-0.08,
CIAT-18850,Alysicarpus rugosus,Herbaceous legume,13.7875,15.45759494,51.55721765,49.73404386,0.25,,Medium,Not High,0,0,0,-99,0,0,0.014,0.013,
CIAT-18862,Alysicarpus rugosus,Herbaceous legume,15.2,17.29968002,44.90758167,49.61964804,0.35,,Low,Not High,0,0,0,-99,0,0,-0.087,-0.105,
CIAT-18865,Alysicarpus rugosus,Herbaceous legume,13.02222222,15.50287572,45.54508362,54.80931522,0.34,,Medium,Not High,0,0,0,-99,0,0,0.069,0.01,
CIAT-18873,Alysicarpus ferrugineus,Herbaceous legume,12.48571429,14.08665593,45.45268969,49.17732399,0.34,,Medium,Not High,0,0,0,-99,0,0,0.107,0.1,
CIAT-18931,Tephrosia linearis,Herbaceous legume,14.05555556,16.35258888,42.05291578,49.75445109,0.39,,Low,Not High,0,0,0,-99,0,0,-0.005,-0.044,
CIAT-19032,Canavalia sp.,Climber,13.875,16.02639497,65.33019065,43.83397773,0.06,,High,Not High,0,0,0,-99,0,0,0.008,-0.023,
CIAT-19038,Canavalia sp.,Climber,14.77777778,17.60100147,43.52344366,63.37333215,0.37,,Low,High,0.423,1.329,2.175,2.175,51,1,-0.057,-0.124,
CIAT-19118,Alysicarpus rugosus,Herbaceous legume,15.71111111,17.70156007,44.5012621,59.74408108,0.36,,Low,Not High,0,0,0,-99,0,0,-0.124,-0.13,
CIAT-19119,Alysicarpus rugosus,Herbaceous legume,14.18888889,16.12491815,42.54498966,59.39514318,0.38,,Low,Not High,0,0,0,-99,0,0,-0.015,-0.03,
CIAT-19127,Alysicarpus rugosus,Herbaceous legume,15.47777778,17.95673284,49.23770162,48.76392929,0.29,,Medium,Not High,0,0,0,-99,0,0,-0.107,-0.147,
CIAT-19128,Alysicarpus rugosus,Herbaceous legume,15.18888889,17.68167099,49.0114074,46.80620446,0.29,,Medium,Not High,0,0,0,-99,0,0,-0.086,-0.129,
CIAT-19129,Alysicarpus rugosus,Herbaceous legume,15.91111111,18.2772741,49.18474562,49.89865333,0.29,,Medium,Not High,0,0,0,-99,0,0,-0.138,-0.167,
CIAT-19133,Alysicarpus rugosus,Herbaceous legume,15.61111111,18.05942482,55.11822116,48.22693495,0.2,,Medium,Not High,0,0,0,-99,0,0,-0.116,-0.153,
CIAT-19137,Alysicarpus rugosus,Herbaceous legume,15.31111111,17.59155113,48.4905984,53.19525116,0.3,,Medium,Not High,0,0,0,-99,0,0,-0.095,-0.123,
CIAT-19138,Alysicarpus rugosus,Herbaceous legume,15.25555556,17.55272699,43.21309733,54.86301277,0.38,,Low,Not High,0,0,0,-99,0,0,-0.091,-0.121,
CIAT-19139,Alysicarpus ovalifolius,Herbaceous legume,14.24444444,17.19704331,39.74486426,52.41257244,0.43,,Low,Not High,0,0,0,-99,0,0,-0.019,-0.098,
CIAT-19213,Clitoria ternatea,Climber,14.98888889,16.08929282,39.13762571,63.65548908,0.43,,Low,High,0.859,1.359,3.077,3.077,39,1,-0.072,-0.028,
CIAT-19421,Uraria lagopodioides,Herbaceous legume,14.13333333,15.13180939,33.82118938,54.27384786,0.51,,Low,Not High,0,0,0,-99,0,0,-0.011,0.034,
CIAT-19566,Tephrosia noctiflora,Herbaceous legume,15.42222222,16.28143413,37.31494782,64.10902598,0.46,,Low,High,1.041,1.406,3.488,3.488,22,1,-0.103,-0.04,
CIAT-1964,Stylosanthes guianensis,Herbaceous legume,13.42222222,14.60991215,48.20477239,52.85575649,0.3,,Medium,Not High,0,0,0,-99,0,0,0.04,0.067,
CIAT-19667,Indigofera hirsuta,Herbaceous legume,13.06666667,14.31266884,32.51575614,44.80748968,0.53,,Low,Not High,0,0,0,-99,0,0,0.066,0.086,
CIAT-19673,Alysicarpus rugosus,Herbaceous legume,14.37777778,15.90310011,43.95351413,51.27319613,0.36,,Low,Not High,0,0,0,-99,0,0,-0.028,-0.016,
CIAT-19895,Aeschynomene americana,Shrub,14.14444444,15.61741869,38.27305028,67.4314958,0.45,,Low,High,0.945,1.754,3.644,3.644,19,1,-0.012,0.003,
CIAT-1992,Stylosanthes guianensis,Herbaceous legume,13.14444444,14.62726387,48.49348428,49.86885163,0.3,,Medium,Not High,0,0,0,-99,0,0,0.06,0.066,
CIAT-20093,Canavalia sp.,Climber,14.71111111,15.94316204,37.97611086,65.75289057,0.45,,Low,High,0.975,1.578,3.528,3.528,21,1,-0.052,-0.018,
CIAT-20113,Canavalia sp.,Climber,13.02222222,15.1056382,38.26140811,65.29722873,0.45,,Low,High,0.946,1.531,3.423,3.423,27,1,0.069,0.035,
CIAT-20125,Coursetia caribaea,Herbaceous legume,15.43333333,17.01067436,39.99634722,57.95687916,0.42,,Low,Not High,0,0,0,-99,0,0,-0.104,-0.086,
CIAT-20207,Aeschynomene sensitiva,Herbaceous legume,12.77777778,13.89060995,44.66377297,51.31095775,0.35,,Low,Not High,0,0,0,-99,0,0,0.086,0.113,
CIAT-20298,Canavalia sp.,Climber,13.88888889,15.34451066,39.35711835,56.3619567,0.43,,Low,Not High,0,0,0,-99,0,0,0.007,0.02,
CIAT-20303,Canavalia brasiliensis,Climber,14.74444444,16.76987866,47.22624981,60.77890779,0.32,,Medium,High,0,0,0,-99,0,0,-0.054,-0.071,
CIAT-20304,Canavalia brasiliensis,Climber,13.23333333,15.13242984,45.56224039,59.51310037,0.34,,Medium,Not High,0,0,0,-99,0,0,0.054,0.034,
CIAT-20305,Canavalia sp.,Climber,12.71111111,14.72393829,35.45708748,62.07478354,0.49,,Low,High,1.226,1.193,3.645,3.645,18,1,0.091,0.06,
CIAT-20589,Uraria lagopodioides,Herbaceous legume,14.7875,16.17475465,49.04434138,56.32994588,0.29,,Medium,Not High,0,0,0,-99,0,0,-0.058,-0.033,
CIAT-20709,Calopogonium mucunoides,Climber,12.88571429,14.23049593,66.82458407,39.79071201,0.03,,High,Not High,0,0,0,-99,0,0,0.078,0.091,
CIAT-20803,Canavalia sp.,Climber,13.8,15.97697193,42.61479537,55.69973846,0.38,,Low,Not High,0,0,0,-99,0,0,0.013,-0.02,
CIAT-20891,Cajanus cajan,Shrub,12.35555556,14.04445838,44.02149046,44.37009697,0.36,,Low,Not High,0,0,0,-99,0,0,0.116,0.103,
CIAT-21031,Christia obcordata,Climber,13.8,15.58083848,37.14230201,55.29032239,0.46,,Low,Not High,0,0,0,-99,0,0,0.013,0.005,
CIAT-21128,Crotalaria pallida,Herbaceous legume,15.13333333,17.94785406,47.36465172,53.1018494,0.32,,Medium,Not High,0,0,0,-99,0,0,-0.082,-0.146,
CIAT-21212,Canavalia sp.,Climber,13.34444444,16.1381733,40.29975602,66.29871642,0.42,,Low,High,0.743,1.635,3.121,3.121,35,1,0.046,-0.031,
CIAT-21263,Sesbania rostrata,Shrub,14.32222222,15.05852062,37.31381978,60.43454784,0.46,,Low,High,1.041,1.022,3.104,3.104,36,1,-0.024,0.038,
CIAT-21514,Desmanthus virgatus,Shrub,13.74444444,15.00991186,46.9335207,35.54192067,0.32,,Medium,Not High,0,0,0,-99,0,0,0.017,0.041,
CIAT-21565,Chamaecrista rotundifolia,Herbaceous legume,12.46666667,14.72668721,39.8640772,57.69960739,0.42,,Low,Not High,0,0,0,-99,0,0,0.108,0.06,
CIAT-21603,Lablab purpureus,Climber,14.32,16.39532263,59.47415875,60.2052768,0.14,,High,High,0,0,0,-99,0,0,-0.024,-0.047,
CIAT-21687,Desmanthus virgatus,Shrub,14.68888889,16.39421005,43.25283976,65.16739111,0.37,,Low,High,0.449,1.517,2.415,2.415,49,1,-0.05,-0.047,
CIAT-21709,Crotalaria juncea,Herbaceous legume,14.92222222,15.87900866,42.0660246,57.17226382,0.39,,Low,Not High,0,0,0,-99,0,0,-0.067,-0.014,
CIAT-22048,Aeschynomene americana,Herbaceous legume,14.8,16.22780952,56.11903725,41.33974894,0.19,,High,Not High,0,0,0,-99,0,0,-0.058,-0.036,
CIAT-22156,Arachis pintoi,Herbaceous legume,14.25,15.28836802,43.52680643,48.5530567,0.37,,Low,Not High,0,0,0,-99,0,0,-0.019,0.024,
CIAT-22286,Crotalaria micans,Shrub,14.85555556,15.96305884,43.20218015,59.53641074,0.38,,Low,Not High,0,0,0,-99,0,0,-0.062,-0.019,
CIAT-22475,Alysicarpus rugosus,Herbaceous legume,14,15.47160439,44.51490167,43.55591791,0.36,,Low,Not High,0,0,0,-99,0,0,-0.001,0.012,
CIAT-22481,Sesbania cochinchinensis,Shrub,13.88888889,14.43802268,31.76737681,51.99162839,0.54,,Low,Not High,0,0,0,-99,0,0,0.007,0.078,
CIAT-22507,Desmanthus subulatus,Shrub,14.02857143,15.28129485,42.839939,50.1022675,0.38,,Low,Not High,0,0,0,-99,0,0,-0.003,0.024,
CIAT-22510,Desmanthus bicornutus,Shrub,13.42222222,15.11988394,49.54737178,41.40171193,0.28,,Medium,Not High,0,0,0,-99,0,0,0.04,0.034,
CIAT-22520,Arachis pusilla,Herbaceous legume,13.08888889,14.9165158,40.72436646,51.32593159,0.41,,Low,Not High,0,0,0,-99,0,0,0.064,0.047,
CIAT-22570,Desmanthus bicornutus,Shrub,13.375,14.61445883,24.78588428,36.77194795,0.64,,Low,Not High,0,0,0,-99,0,0,0.043,0.067,
CIAT-22594,Desmanthus pernambucanus,Shrub,13.65555556,14.93548495,35.36290279,38.95848727,0.49,,Low,Not High,0,0,0,-99,0,0,0.023,0.046,
CIAT-22598,Lablab purpureus,Climber,13.8375,15.07584527,50.72037488,42.54738907,0.27,,Medium,Not High,0,0,0,-99,0,0,0.01,0.037,
CIAT-22754,Lablab purpureus,Climber,13.575,15.12166207,43.13534227,51.67725903,0.38,,Low,Not High,0,0,0,-99,0,0,0.029,0.034,
CIAT-22768,Lablab purpureus,Climber,13.61111111,15.22408825,45.37225983,48.04390514,0.34,,Medium,Not High,0,0,0,-99,0,0,0.027,0.028,
CIAT-22770,Lablab purpureus,Climber,13.2875,14.60645923,44.60790909,48.68779426,0.36,,Low,Not High,0,0,0,-99,0,0,0.05,0.067,
CIAT-22784,Desmanthus bicornutus,Shrub,14.13333333,15.41820001,43.40764332,48.66855707,0.37,,Low,Not High,0,0,0,-99,0,0,-0.011,0.015,
CIAT-22915,Aeschynomene villosa,Herbaceous legume,13.71111111,15.34819643,41.66992578,58.09021884,0.4,,Low,Not High,0,0,0,-99,0,0,0.019,0.02,
CIAT-23248,Desmodium velutinum,Shrub,14.62,16.32905579,53.04353938,61.57650103,0.23,,Medium,High,0,0,0,-99,0,0,-0.046,-0.043,
CIAT-23259,Desmodium gangeticum,Herbaceous legume,15.3625,16.82876283,37.41005428,51.49363807,0.46,,Low,Not High,0,0,0,-99,0,0,-0.099,-0.075,
CIAT-23271,Desmodium velutinum,Shrub,14.3,16.29820247,50.95143878,67.40661365,0.26,,Medium,High,0,0,0,-99,0,0,-0.023,-0.041,
CIAT-23279,Desmodium velutinum,Shrub,14.35555556,16.71783959,57.35734204,51.20632498,0.17,,High,Not High,0,0,0,-99,0,0,-0.027,-0.068,
CIAT-23339,Desmodium gangeticum,Herbaceous legume,15.24444444,16.86907013,35.07283081,53.80787059,0.49,,Low,Not High,0,0,0,-99,0,0,-0.09,-0.077,
CIAT-23761,Uraria picta,Herbaceous legume,12.25555556,13.6838753,33.55707164,44.13828234,0.51,,Low,Not High,0,0,0,-99,0,0,0.124,0.126,
CIAT-24360,Vigna umbellata,ClimbeR,13.98888889,15.4368267,37.11554785,52.15976448,0.46,,Low,Not High,0,0,0,-99,0,0,0,0.014,
CIAT-24466,Vigna umbellata,Climber,13.63333333,14.70778768,31.70993772,61.86948506,0.54,,Low,High,1.599,1.172,4.37,4.37,4,1,0.025,0.061,
CIAT-25113,Centrosema brasilianum,Climber,13.85,15.55644407,50.73751537,48.88767087,0.27,,Medium,Not High,0,0,0,-99,0,0,0.01,0.007,
CIAT-25522,Centrosema macrocarpum,Climber,12.93333333,14.1080228,53.305073,44.24639262,0.23,,Medium,Not High,0,0,0,-99,0,0,0.075,0.099,
CIAT-25704,Centrosema molle x acutifolium,Climber,12.8,14.10579863,90.8429576,34.6347634,-0.31,,High,Not High,0,0,0,-99,0,0,0.085,0.099,
CIAT-2613,Stylosanthes guianensis,Herbaceous legume,12.92857143,14.54113958,52.88948578,48.68946085,0.24,,Medium,Not High,0,0,0,-99,0,0,0.075,0.071,
CIAT-3001,Codariocalyx gyroides,Shrub,12.94444444,14.38288588,45.69627161,50.34650288,0.34,,Medium,Not High,0,0,0,-99,0,0,0.074,0.081,
CIAT-3187,Desmodium cajanifolium,Shrub,12.73333333,13.55197145,70.22694188,26.74953542,-0.02,,High,Not High,0,0,0,-99,0,0,0.089,0.135,
CIAT-32246,Chamaecrista nictitans,Herbaceous legume,13.47777778,15.69613572,46.26638279,42.35789231,0.33,,Medium,Not High,0,0,0,-99,0,0,0.036,-0.002,
CIAT-32365,Desmanthus virgatus,Shrub,12.9,14.72902561,37.05770871,35.60102007,0.46,,Low,Not High,0,0,0,-99,0,0,0.077,0.059,
CIAT-32373,Desmanthus pubescens,Shrub,12.34444444,14.13193635,31.70284475,42.5614198,0.54,,Low,Not High,0,0,0,-99,0,0,0.117,0.097,
CIAT-32379,Desmanthus pubescens,Shrub,12.94,15.1748309,59.75696345,44.26380353,0.14,,High,Not High,0,0,0,-99,0,0,0.075,0.031,
CIAT-32380,Desmanthus pubescens,Shrub,12.71666667,14.41354528,45.76362614,54.2189552,0.34,,Medium,Not High,0,0,0,-99,0,0,0.091,0.08,
CIAT-3240,Desmodium cinereum,Shrub,17.95555556,18.54638183,39.05811133,56.50628915,0.44,,Low,Not High,0,0,0,-99,0,0,-0.284,-0.184,
CIAT-33114,Dendrolobium sp.,Shrub,14.7,16.19018518,58.95816773,44.64009488,0.15,,High,Not High,0,0,0,-99,0,0,-0.051,-0.034,
CIAT-33249,Desmodium velutinum,Shrub,12.35,14.11067596,49.66827371,50.08528754,0.28,,Medium,Not High,0,0,0,-99,0,0,0.117,0.099,
CIAT-33255,Desmodium velutinum,Shrub,13.88333333,16.03669947,51.71124405,53.33650089,0.25,,Medium,Not High,0,0,0,-99,0,0,0.007,-0.024,
CIAT-33428,Desmodium velutinum,Shrub,13.26,15.01421642,48.74075811,56.64836807,0.3,,Medium,Not High,0,0,0,-99,0,0,0.052,0.041,
CIAT-33451,Desmodium velutinum,Shrub,13.05,14.88451762,40.47050846,59.90870687,0.41,,Low,Not High,0,0,0,-99,0,0,0.067,0.049,
CIAT-33463,Desmodium velutinum,Shrub,12.73333333,14.66752992,44.84617987,58.6962924,0.35,,Low,Not High,0,0,0,-99,0,0,0.089,0.063,
CIAT-33729,Desmodium cinereum,Shrub,12.9125,14.1258719,64.36417931,37.5261855,0.07,,High,Not High,0,0,0,-99,0,0,0.077,0.098,
CIAT-33827,Desmodium incanum,Herbaceous legume,12.75714286,13.82650756,59.58701292,38.26713272,0.14,,High,Not High,0,0,0,-99,0,0,0.088,0.117,
CIAT-350,Desmodium heterocarpon,Herbaceous legume,12.8,13.93582296,66.09894146,29.42434718,0.04,,High,Not High,0,0,0,-99,0,0,0.085,0.11,
CIAT-3522,Desmodium incanum,Herbaceous legume,15.64444444,17.47637831,39.25418385,37.71400743,0.43,,Low,Not High,0,0,0,-99,0,0,-0.119,-0.116,
CIAT-3813,Desmodium sequax,Herbaceous legume,13.23333333,14.39595531,45.50347492,44.09332318,0.34,,Medium,Not High,0,0,0,-99,0,0,0.054,0.081,
CIAT-398,Desmodium incanum,Herbaceous legume,8.857142857,11.34833759,48.72615997,37.03439407,0.3,,Medium,Not High,0,0,0,-99,0,0,0.367,0.275,
CIAT-4028,Galactia glaucescens,Herbaceous legume,13.15,14.69744312,63.98935164,37.24693719,0.07,,High,Not High,0,0,0,-99,0,0,0.06,0.061,
CIAT-4134,Macroptilium lathyroides,Climber,16.36666667,17.99157245,42.32891522,66.52322941,0.39,,Low,High,0.541,1.659,2.741,2.741,43,1,-0.17,-0.149,
CIAT-4279,Vigna umbellata,Climber,16.65555556,17.91147133,41.87144359,70.20082467,0.39,,Low,High,0.587,2.044,3.218,3.218,32,1,-0.191,-0.144,
CIAT-43477,Desmodium cinereum,Shrub,14.5875,16.02469194,53.15346698,49.97562941,0.23,,Medium,Not High,0,0,0,-99,0,0,-0.043,-0.023,
CIAT-438,Centrosema molle x acutifolium,Climber,11.2125,13.43947391,46.47013326,42.78535513,0.33,,Medium,Not High,0,0,0,-99,0,0,0.198,0.142,
CIAT-442,Centrosema molle x acutifolium,Climber,9.3,11.93876779,46.74163746,41.78598095,0.32,,Medium,Not High,0,0,0,-99,0,0,0.335,0.238,
CIAT-466,Vigna umbellata,Climber,12.4,13.7637462,50.55283115,43.6718981,0.27,,Medium,Not High,0,0,0,-99,0,0,0.113,0.121,
CIAT-5124,Centrosema molle x acutifolium,Climber,16.09652778,17.51359334,37.06004223,57.95558839,0.46,,Low,Not High,0,0,0,-99,0,0,-0.151,-0.118,
CIAT-5172,Centrosema molle,Climber,12.25,13.63063859,38.76376048,45.90504819,0.44,,Low,Not High,0,0,0,-99,0,0,0.124,0.13,
CIAT-5234,Centrosema brasilianum,Climber,14.23402778,16.24126828,37.79271259,61.58744563,0.45,,Low,High,0.993,1.142,3.128,3.128,34,1,-0.018,-0.037,
CIAT-5277,Centrosema acutifolium,Climber,12.725,13.5229917,34.37680163,33.56897857,0.5,,Low,Not High,0,0,0,-99,0,0,0.09,0.136,
CIAT-5452,Centrosema macrocarpum,Climber,11.9625,13.36800426,39.22940326,48.99828972,0.43,,Low,Not High,0,0,0,-99,0,0,0.145,0.146,
CIAT-5512,Centrosema brasilianum,Climber,13.08333333,14.2142089,58.90652469,34.33654857,0.15,,High,Not High,0,0,0,-99,0,0,0.064,0.092,
CIAT-5568,Centrosema acutifolium,Climber,12.08333333,13.46810142,41.4906511,37.40152006,0.4,,Low,Not High,0,0,0,-99,0,0,0.136,0.14,
CIAT-5657,Centrosema brasilianum,Climber,12.575,13.8185352,54.17335628,34.22825813,0.22,,Medium,Not High,0,0,0,-99,0,0,0.101,0.118,
CIAT-5713,Centrosema macrocarpum,Climber,13.02222222,14.75775979,42.48540368,55.84340535,0.39,,Low,Not High,0,0,0,-99,0,0,0.069,0.058,
CIAT-5733,Centrosema macrocarpum,Climber,13.36666667,15.06243678,44.18018541,55.16807007,0.36,,Low,Not High,0,0,0,-99,0,0,0.044,0.038,
CIAT-5735,Centrosema macrocarpum,Climber,13.66,15.56880762,48.61358187,50.3977818,0.3,,Medium,Not High,0,0,0,-99,0,0,0.023,0.006,
CIAT-5744,Centrosema macrocarpum,Climber,12.47777778,13.75653351,48.93500532,39.14423489,0.29,,Medium,Not High,0,0,0,-99,0,0,0.108,0.121,
CIAT-5749,Centrosema plumieri,Climber,13.385,15.37952719,53.35416899,46.51583688,0.23,,Medium,Not High,0,0,0,-99,0,0,0.043,0.018,
CIAT-5911,Centrosema macrocarpum,Climber,14.02222222,16.1632339,54.95595488,46.84420945,0.21,,Medium,Not High,0,0,0,-99,0,0,-0.003,-0.032,
CIAT-705,Indigofera suffruticosa,Shrub,14.25555556,17.35352037,31.83660477,74.33876299,0.54,,Low,High,1.586,2.477,5.649,5.649,1,1,-0.019,-0.108,
CIAT-707,Alysicarpus ovalifolius,Herbaceous legume,13.54444444,16.24554319,36.43692643,65.96553027,0.47,,Low,High,1.128,1.6,3.856,3.856,15,1,0.031,-0.037,
CIAT-712,Clitoria ternatea,Climber,12.56666667,14.78993967,40.72874406,62.66438244,0.41,,Low,High,0.701,1.255,2.657,2.657,46,1,0.101,0.055,
CIAT-7131,Eriosema diffusum,Herbaceous legume,13.93333333,15.93830547,62.36414859,37.48994816,0.1,,High,Not High,0,0,0,-99,0,0,0.004,-0.018,
CIAT-715,Canavalia ensiformis,Climber,13.4,14.8099846,53.77620166,44.65704915,0.22,,Medium,Not High,0,0,0,-99,0,0,0.042,0.054,
CIAT-7227,Galactia texana,Climber,12.75,14.01171253,58.43990972,32.60253643,0.16,,High,Not High,0,0,0,-99,0,0,0.088,0.105,
CIAT-7292,Chamaecrista desvauxii,Herbaceous legume,14.51111111,16.04761661,36.64236954,48.53293812,0.47,,Low,Not High,0,0,0,-99,0,0,-0.038,-0.025,
CIAT-7317,Canavalia sp.,Climber,14.86111111,16.36328667,32.96522944,69.48236382,0.52,,Low,High,1.474,1.969,4.917,4.917,2,1,-0.063,-0.045,
CIAT-7318,Canavalia sp.,Climber,13.84444444,15.45123194,46.70256686,41.4873079,0.32,,Medium,Not High,0,0,0,-99,0,0,0.01,0.013,
CIAT-7322,Canavalia sp.,Climber,15.95,17.8010923,39.24547104,74.78106968,0.43,,Low,High,0.848,2.523,4.219,4.219,8,1,-0.141,-0.137,
CIAT-7339,Indigofera lespedezioides,Herbaceous legume,15.14444444,16.9529376,32.89300673,54.06573342,0.52,,Low,Not High,0,0,0,-99,0,0,-0.083,-0.083,
CIAT-7395,Galactia striata,Climber,11.31478175,13.99458706,56.30280705,36.00041087,0.19,,High,Not High,0,0,0,-99,0,0,0.191,0.106,
CIAT-7469,Clitoria ternatea,Climber,15.82222222,17.0030616,42.9692466,66.22663304,0.38,,Low,High,0.478,1.628,2.584,2.584,47,1,-0.132,-0.086,
CIAT-749,Crotalaria juncea,Herbaceous legume,14.03333333,15.5916863,35.43436857,65.15035962,0.49,,Low,High,1.228,1.515,3.971,3.971,14,1,-0.004,0.004,
CIAT-7643,Desmanthus pernambucanus,Shrub,15.30833333,17.15264096,42.69599571,47.11528233,0.38,,Low,Not High,0,0,0,-99,0,0,-0.095,-0.095,
CIAT-7648,Canavalia brasiliensis,Climber,13.93333333,14.87918186,41.43801504,43.94885891,0.4,,Low,Not High,0,0,0,-99,0,0,0.004,0.05,
CIAT-768,Clitoria ternatea,Climber,13.48888889,15.73317916,39.07768747,64.82392255,0.44,,Low,High,0.865,1.481,3.211,3.211,33,1,0.035,-0.005,
CIAT-7703,Aeschynomene indica,Herbaceous legume,15.17777778,16.17003353,40.1140517,57.42012064,0.42,,Low,Not High,0,0,0,-99,0,0,-0.085,-0.033,
CIAT-7714,Alysicarpus glumaceus,Herbaceous legume,15.475,16.94113593,38.02776209,64.85070778,0.45,,Low,High,0.97,1.484,3.424,3.424,26,1,-0.107,-0.082,
CIAT-772,Clitoria ternatea,Climber,13.45555556,14.98567864,37.9232549,65.1012294,0.45,,Low,High,0.98,1.51,3.47,3.47,23,1,0.038,0.043,
CIAT-7746,Crotalaria paulina,Herbaceous legume,14.5875,15.53119326,44.36277828,45.11217688,0.36,,Low,Not High,0,0,0,-99,0,0,-0.043,0.008,
CIAT-7757,Clitoria ternatea,Climber,16.05208333,17.54005584,47.06289764,64.42898123,0.32,,Medium,High,0,0,0,-99,0,0,-0.148,-0.12,
