id,tax_name,functional_group,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
171165,Lathyrus pratensis,Herbaceous_legumes,14.47,17.17,14.47,73.43
171197,Vicia villosa,Herbaceous_legumes,11.67,14.44,39.46,76.08
171225,Lathyrus tingitanus,Herbaceous_legumes,14.43,16.2,14.43,74.47
171258,Vicia pannonica,Herbaceous_legumes,11.33,14.14,35.86,70.55
171279,Lathyrus cirrhosus,Herbaceous_legumes,13.94,15.79,13.94,68.61
171285,Vicia narbonensis,Herbaceous_legumes,12.22,14.86,39.58,72.42
171309,Vicia villosa,Herbaceous_legumes,14.12,16.16,40.29,76.52
IGC-2012-78-4-18,1(385x 2329)xIGC 2011-61,Herbaceous_legumes,14.32,17.13,14.32,78.53
IGC-2012-78-4-18,1(385x 2329)xIGC 2011-61,Herbaceous_legumes,15.91,18.01,15.91,76.8
F3-16-16-107,1348x1330,Herbaceous_legumes,14.01,16.41,14.01,81.46
F3-16-16-107,1348x1330,Herbaceous_legumes,17.77,18.3,17.77,74.83
F3-9-9-70,1904x170,Herbaceous_legumes,13.19,15.64,13.19,75.63
F3-9-9-77,1904x170,Herbaceous_legumes,13.31,15.75,13.31,81.25
F3-9-9-93,1904x170,Herbaceous_legumes,13.98,16.33,13.98,78.23
F3-9-9-70,1904x170,Herbaceous_legumes,16.2,17.67,16.2,75.69
F3-9-9-77,1904x170,Herbaceous_legumes,14.01,16.18,14.01,81.85
F3-9-9-93,1904x170,Herbaceous_legumes,13.86,15.9,13.86,75.57
F3-6-6-129,1904x1916,Herbaceous_legumes,13.84,16.51,13.84,79.58
F3-6-6-60,1904x1916,Herbaceous_legumes,13.48,15.36,13.48,80.23
F3-6-6-129,1904x1916,Herbaceous_legumes,16.71,17.7,16.71,78.02
F3-6-6-60,1904x1916,Herbaceous_legumes,15.59,17.1,15.59,73.66
F3-7-7-85,1904x398,Herbaceous_legumes,13.03,15.61,13.03,80.09
F3-7-7-85,1904x398,Herbaceous_legumes,16.41,17.86,16.41,73.42
F3-8-8-128,1904x736,Herbaceous_legumes,13.09,16.16,13.09,78.92
F3-8-8-128,1904x736,Herbaceous_legumes,14.38,16.32,14.38,81.25
F3-13-13-115,299x650,Herbaceous_legumes,14.04,16.94,14.04,78.55
F3-13-13-115,299x650,Herbaceous_legumes,13.97,16.16,13.97,80.87
F3-12-12-57,554x650,Herbaceous_legumes,13.07,15.62,13.07,80.36
F3-12-12-57,554x650,Herbaceous_legumes,15.23,17.38,15.23,74.62
F3-10-10-134,736x190,Herbaceous_legumes,13.72,16.47,13.72,78.87
F3-10-10-125,736x190,Herbaceous_legumes,13.7,16.45,13.7,78.32
F3-10-10-65,736x190,Herbaceous_legumes,14.2,16.44,14.2,74.05
F3-10-10-134,736x190,Herbaceous_legumes,15.78,17.2,15.78,77.98
F3-10-10-65,736x190,Herbaceous_legumes,14.72,16.48,14.72,77.29
F3-11-11-77,736x273,Herbaceous_legumes,13.24,16.38,13.24,77.8
F3-11-11-77,736x273,Herbaceous_legumes,15.74,16.76,15.74,79.7
F3-3-3-88,Prateekx190,Herbaceous_legumes,15.3,17.53,15.3,77.76
F3-3-3-88,Prateekx190,Herbaceous_legumes,17.42,18.66,17.42,76.74
F3-4-4-130,Prateekx288,Herbaceous_legumes,12.62,14.8,12.62,77.65
F3-4-4-130,Prateekx288,Herbaceous_legumes,14.71,16.54,14.71,61.28
F3-5-5-121,Prateekx390,Herbaceous_legumes,13.59,16.36,13.59,80.56
F3-5-5-135,Prateekx390,Herbaceous_legumes,13.98,16.09,13.98,80.2
F3-5-5-100,Prateekx390,Herbaceous_legumes,13.59,16.33,13.59,80.61
F3-5-5-121,Prateekx390,Herbaceous_legumes,16.92,18.28,16.92,79.35
F3-5-5-135,Prateekx390,Herbaceous_legumes,15.64,17.47,15.64,82.21
F3-5-5-100,Prateekx390,Herbaceous_legumes,14.47,16.47,14.47,80.72
F3-29-46,Prateekx404,Herbaceous_legumes,14.22,16.96,14.22,79.35
F3-29-46,Prateekx404,Herbaceous_legumes,16.73,18.62,16.73,77.13
F3-1-1-114,PrateekxB111,Herbaceous_legumes,13.59,16.13,13.59,80.03
F3-1-1-91,PrateekxB111,Herbaceous_legumes,13.7,16.52,13.7,80.8
F3-1-1-54,PrateekxB111,Herbaceous_legumes,13.34,16.1,13.34,80.57
F3-1-1-52,PrateekxB111,Herbaceous_legumes,13.55,15.91,13.55,80.31
F3-1-1-83,PrateekxB111,Herbaceous_legumes,13.05,15.79,13.05,81.47
F3-1-1-93,PrateekxB111,Herbaceous_legumes,13.69,16.48,13.69,82.06
F3-1-1-103,PrateekxB111,Herbaceous_legumes,13.16,15.56,13.16,80.27
F3-1-1-127,PrateekxB111,Herbaceous_legumes,13.51,15.87,13.51,77.24
F3-1-1-114,PrateekxB111,Herbaceous_legumes,14.5,16.48,14.5,77.94
F3-1-1-91,PrateekxB111,Herbaceous_legumes,14.74,16.59,14.74,78.81
F3-1-1-54,PrateekxB111,Herbaceous_legumes,16.36,18.08,16.36,73.1
F3-1-1-52,PrateekxB111,Herbaceous_legumes,16.29,18.12,16.29,74.11
F3-1-1-83,PrateekxB111,Herbaceous_legumes,16.37,18.12,16.37,74.56
F3-1-1-93,PrateekxB111,Herbaceous_legumes,15.56,17.4,15.56,79.55
F3-1-1-103,PrateekxB111,Herbaceous_legumes,16.16,18.18,16.16,73.66
F3-1-1-127,PrateekxB111,Herbaceous_legumes,14.29,16.76,14.29,78.43
F3-2-2-131,PrateekxB222,Herbaceous_legumes,13.43,16.45,13.43,80.62
F3-2-2-52,PrateekxB222,Herbaceous_legumes,13.29,16.04,13.29,78.09
F3-2-2-133,PrateekxB222,Herbaceous_legumes,13.73,15.98,13.73,77.8
F3-2-2-131,PrateekxB222,Herbaceous_legumes,16.27,17.36,16.27,78.52
F3-2-2-52,PrateekxB222,Herbaceous_legumes,14.47,16.4,14.47,81.89
F3-2-2-133,PrateekxB222,Herbaceous_legumes,14.86,16.76,14.86,68.55
F3-15-15-102,PrateekxWIR26,Herbaceous_legumes,13.82,16.24,13.82,77.73
F3-15-15-98,PrateekxWIR26,Herbaceous_legumes,13.26,15.9,13.26,79.22
F3-15-15-73,PrateekxWIR26,Herbaceous_legumes,13.63,16.39,13.63,79.86
F3-15-15-90,PrateekxWIR26,Herbaceous_legumes,13.8,16.2,13.8,74.55
F3-15-15-124,PrateekxWIR26,Herbaceous_legumes,13.02,15.73,13.02,81.51
F3-15-15-62,PrateekxWIR26,Herbaceous_legumes,12.88,15.32,12.88,80.42
F3-15-15-64,PrateekxWIR26,Herbaceous_legumes,13.94,16.05,13.94,78.69
F3-15-15-112,PrateekxWIR26,Herbaceous_legumes,12.97,15.78,12.97,82.25
F3-15-15-102,PrateekxWIR26,Herbaceous_legumes,15.24,16.77,15.24,80.2
F3-15-15-98,PrateekxWIR26,Herbaceous_legumes,15.55,16.77,15.55,76.96
F3-15-15-73,PrateekxWIR26,Herbaceous_legumes,14.41,16.65,14.41,78.45
F3-15-15-90,PrateekxWIR26,Herbaceous_legumes,14.18,16.58,14.18,77.52
F3-15-15-124,PrateekxWIR26,Herbaceous_legumes,14.38,16.55,14.38,77.12
F3-15-15-62,PrateekxWIR26,Herbaceous_legumes,16.34,18.13,16.34,75.34
F3-15-15-64,PrateekxWIR26,Herbaceous_legumes,15.23,17.4,15.23,80.29
F3-15-15-112,PrateekxWIR26,Herbaceous_legumes,14.79,17.06,14.79,76.9
F3-14-14-110,Ratanx170,Herbaceous_legumes,13.34,16.2,13.34,84.43
F3-14-14-43,Ratanx170,Herbaceous_legumes,13.56,16.14,13.56,81.31
F3-14-14-118,Ratanx170,Herbaceous_legumes,13.67,16.11,13.67,81.42
F3-14-14-40,Ratanx170,Herbaceous_legumes,13.37,16.23,13.37,82.65
F3-14-14-137,Ratanx170,Herbaceous_legumes,12.72,15.49,12.72,79.82
F3-14-14-122,Ratanx170,Herbaceous_legumes,13.83,16.15,13.83,79.68
F3-14-14-79,Ratanx170,Herbaceous_legumes,13.47,16.0,13.47,80.93
F3-14-14-130,Ratanx170,Herbaceous_legumes,13.25,15.87,13.25,80.46
F3-14-14-106,Ratanx170,Herbaceous_legumes,13.29,15.96,13.29,82.02
F3-14-14-19,Ratanx170,Herbaceous_legumes,13.43,15.96,13.43,81.86
F3-14-14-110,Ratanx170,Herbaceous_legumes,14.94,16.69,14.94,80.47
F3-14-14-43,Ratanx170,Herbaceous_legumes,15.94,17.11,15.94,82.24
F3-14-14-118,Ratanx170,Herbaceous_legumes,14.44,16.52,14.44,81.78
F3-14-14-40,Ratanx170,Herbaceous_legumes,16.14,17.92,16.14,77.08
F3-14-14-137,Ratanx170,Herbaceous_legumes,14.92,17.3,14.92,76.69
F3-14-14-122,Ratanx170,Herbaceous_legumes,14.64,16.99,14.64,78.87
F3-14-14-79,Ratanx170,Herbaceous_legumes,14.38,16.84,14.38,78.21
F3-14-14-130,Ratanx170,Herbaceous_legumes,15.87,17.65,15.87,76.94
F3-14-14-106,Ratanx170,Herbaceous_legumes,14.52,17.03,14.52,77.65
F3-14-14-19,Ratanx170,Herbaceous_legumes,14.07,16.74,14.07,78.86
,,Herbaceous_legumes,11.8,14.35,11.8,73.93
,,Herbaceous_legumes,12.3,14.37,12.3,44.1
,,Herbaceous_legumes,11.4,14.14,11.4,14.46
,,Herbaceous_legumes,12.17,14.42,12.17,62.56
IR-B4-B-C2,IR-B4-B-C2,Herbaceous_legumes,11.47,14.6,43.66,69.51
 IR-B4-A-C1, IR-B4-A-C1,Herbaceous_legumes,11.62,14.42,41.98,76.98
 IR-B2-A-C3, IR-B2-A-C3,Herbaceous_legumes,11.72,14.59,48.9,63.74
  RF-B1-B-C1,  RF-B1-B-C1,Herbaceous_legumes,11.69,14.37,35.32,77.89
RF-B3-B-C2,RF-B3-B-C2,Herbaceous_legumes,11.39,14.63,47.35,68.15
RF-B2-B-C3,RF-B2-B-C3,Herbaceous_legumes,11.42,14.64,45.01,65.6
S30-B3-A-C3,S30-B3-A-C3,Herbaceous_legumes,11.08,14.13,46.26,68.14
S30-B1-A-C2,S30-B1-A-C2,Herbaceous_legumes,11.18,14.04,44.47,65.75
 S30-B1-B-C1, S30-B1-B-C1,Herbaceous_legumes,10.94,13.67,34.14,75.91
S60-B2-A-C1,S60-B2-A-C1,Herbaceous_legumes,11.37,14.26,39.65,76.26
S60-B4-B-C3,S60-B4-B-C3,Herbaceous_legumes,10.91,13.96,39.76,67.7
S60-B1-B-C2,S60-B1-B-C2,Herbaceous_legumes,10.51,13.84,41.23,63.53
