id,tax_name,functional_group,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
50542,Pisum sativum subsp. Sativum,Herbaceous_legumes,13.8,-12.74,13.8,68.34
50549,Pisum sativum subsp. sativum,Herbaceous_legumes,10.83,13.55,36.94,79.41
50560,Pisum sativum subsp. sativum,Herbaceous_legumes,11.77,13.94,29.28,80.83
50599,Pisum sativum subsp. sativum,Herbaceous_legumes,11.57,13.74,29.14,151.81
50617,Pisum sativum subsp. sativum,Herbaceous_legumes,12.03,13.98,33.06,81.55
50663,Pisum sativum subsp. sativum,Herbaceous_legumes,12.07,14.16,32.9,83.69
50720,Pisum sativum subsp. sativum,Herbaceous_legumes,12.4,13.65,24.84,76.24
50749,Pisum sativum subsp. sativum,Herbaceous_legumes,12.0,14.3,41.01,79.15
50774,Pisum sativum subsp. sativum,Herbaceous_legumes,12.17,13.9,37.33,76.79
50780,Pisum sativum subsp. sativum,Herbaceous_legumes,11.8,14.05,41.18,78.9
50788,Pisum sativum subsp. sativum,Herbaceous_legumes,12.3,15.55,24.51,77.84
51225,Pisum sativum var. sativum,Herbaceous_legumes,12.43,13.14,12.43,78.53
51226,Pisum sp.,Herbaceous_legumes,13.92,15.19,13.92,80.12
51673,Pisum sativum,Herbaceous_legumes,13.03,14.84,41.64,76.4
51699,Pisum sativum,Herbaceous_legumes,12.38,14.4,39.22,82.56
51700,Pisum sativum,Herbaceous_legumes,12.45,14.42,39.89,82.09
51778,Pisum sativum,Herbaceous_legumes,12.78,14.61,47.8,75.7
51799,Pisum sativum,Herbaceous_legumes,12.62,14.44,41.54,77.8
52043,Pisum sativum,Herbaceous_legumes,12.03,14.07,41.17,78.7
52044,Pisum sativum,Herbaceous_legumes,12.23,14.16,41.81,80.59
52063,Pisum sativum,Herbaceous_legumes,12.03,13.78,37.61,78.72
52372,Pisum sativum,Herbaceous_legumes,12.07,13.43,35.56,73.31
52379,Pisum sativum,Herbaceous_legumes,12.18,14.02,40.92,76.1
52386,Lathyrus ochrus,Herbaceous_legumes,13.16,14.43,13.16,77.55
