subset,no,requisitioner,id_lab,id,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
1,51,Breeding,F24-3582,CIAT-BR-02-1752,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,95.98,15.64169595,84.35830405,10.91797301,21.19578114,55.59004249
1,52,Breeding,F24-3582,CIAT-BR-02-1752,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.07078584,15.7635102,84.2364898,10.91797301,21.08584781,55.23367493
1,53,Breeding,F24-3583,CIAT-BR-02-1794,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.97030297,15.13577023,84.86422977,9.392254149,21.26984722,54.82804262
1,54,Breeding,F24-3583,CIAT-BR-02-1794,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,97.12,14.90028072,85.09971928,9.392254149,22.40086272,56.69546429
1,55,Breeding,F24-3584,CIAT-BR-06-0423,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.56103169,15.97192437,84.02807563,11.00867792,22.15456453,57.44947572
1,56,Breeding,F24-3584,CIAT-BR-06-0423,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.97060588,15.96318908,84.03681092,11.00867792,21.89211675,57.27926149
1,57,Breeding,F24-3585,CIAT-BR-09-1232,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,97.13086074,13.82820131,86.17179869,10.08023483,21.0430635,55.54448094
1,58,Breeding,F24-3585,CIAT-BR-09-1232,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,97.34079776,13.76651416,86.23348584,10.08023483,21.02210206,55.77095135
1,59,Breeding,F24-3586,CIAT-BR-12-4951,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,95.47045295,15.47693428,84.52306572,11.10404195,23.31828587,56.94152855
1,60,Breeding,F24-3586,CIAT-BR-12-4951,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.02119364,15.47383982,84.52616018,11.10404195,23.26100905,56.78673355
1,61,Breeding,F24-3587,CIAT-BR-15-0722,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,95.0709858,14.04952506,85.95047494,10.31254646,26.52115031,60.67041444
1,62,Breeding,F24-3587,CIAT-BR-15-0722,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,95.36,14.06283746,85.93716254,10.31254646,25.83438985,59.75509455
1,63,Breeding,F24-3588,CIAT-BR-15-6487,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,94.97,13.40065215,86.59934785,9.608712975,24.32323047,59.69854782
1,64,Breeding,F24-3588,CIAT-BR-15-6487,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,95.17,13.73724624,86.26275376,9.608712975,24.78376827,59.75158964
1,65,Breeding,F24-3589,CIAT-BR-19-0029,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.05,14.10424156,85.89575844,10.07879313,23.75783461,58.02335089
1,66,Breeding,F24-3589,CIAT-BR-19-0029,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.09078184,14.15345604,85.84654396,10.07879313,24.19367052,58.79681002
1,67,Breeding,F24-3590,CIAT-BR-19-0423,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,95.18,13.86537077,86.13462923,10.11450669,24.24316116,58.93991291
1,68,Breeding,F24-3590,CIAT-BR-19-0423,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,95.51089782,13.93600081,86.06399919,10.11450669,24.7446012,59.50818595
1,69,Breeding,F24-3591,CIAT-CIAT-6962,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,95.5813256,14.19256219,85.80743781,8.588266117,31.5913337,67.16616479
1,70,Breeding,F24-3591,CIAT-CIAT-6962,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,95.87,14.30128515,85.69871485,8.588266117,32.6939506,68.08340127
1,71,Breeding,F24-3592,CIAT-Mulato-II,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.69066187,14.95653166,85.04346834,11.84729481,24.44965204,60.04654225
1,72,Breeding,F24-3592,CIAT-Mulato-II,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.6310107,14.9860635,85.0139365,11.84729481,24.27765695,58.7932192
1,73,Breeding,F24-3593,CIAT-PM-21-0215,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,95.98,15.02880902,84.97119098,9.725160285,29.756359,65.00865087
1,74,Breeding,F24-3593,CIAT-PM-21-0215,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.05118464,15.07636099,84.92363901,9.725160285,30.06316632,65.46763805
1,75,Breeding,F24-3594,CIAT-PM-21-0631,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.73032697,13.97650548,86.02349452,9.055024441,29.06594194,63.22871631
1,76,Breeding,F24-3594,CIAT-PM-21-0631,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.86094172,13.99436691,86.00563309,9.055024441,28.48413362,62.49542559
1,77,Breeding,F24-3595,CIAT-PM-21-2195,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.66,14.09666559,85.90333441,8.717412856,30.70952616,67.8500454
1,78,Breeding,F24-3595,CIAT-PM-21-2195,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.86094172,14.18542315,85.81457685,8.717412856,31.13472027,68.25222093
1,79,Breeding,F24-3596,CIAT-PM-21-3522,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.46035396,15.85688359,84.14311641,8.710478289,29.56094377,64.48048266
