subset,id_lab,id,tax_name,functional_group,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
3,F25-1655,CIAT-1992,Stylosanthes guianensis,Herbaceous_legumes,11.59,12.87,43.92,51.86
3,F25-1685,CIAT-20208,Aeschynomene sensitiva,Herbaceous_legumes,12.97,14.42,46.88,61.03
3,F25-1686,CIAT-20345,Pachyrhizus erosus,Herbaceous_legumes,13.47,14.01,40.32,64.42
3,F25-1687,CIAT-20927,Mimosa albida,Herbaceous_legumes,11.49,12.64,40.98,30.56
3,F25-1688,CIAT-21849,Chamaecrista desvauxii,Herbaceous_legumes,10.79,12.38,41.17,37.13
3,F25-1689,CIAT-22072,Bauhinia sp.,Shrub_Trees,13.92,15.91,49.67,57.81
3,F25-1690,CIAT-22409,Cratylia argentea,Shrub_Trees,14.56,16.5,57.24,43.43
3,F25-1691,CIAT-22692,Lablab purpureus,Herbaceous_legumes,14.09,15.64,56.38,59.54
3,F25-1692,CIAT-23715,Desmodium sequax,Shrub_Trees,11.28,,,
3,F25-1693,CIAT-23746,Codariocalyx gyroides,Shrub_Trees,11.81,13.4,50.62,31.72
3,F25-1694,CIAT-23985,Desmodium velutinum,Shrub_Trees,14.68,15.78,45.87,50.91
3,F25-1656,CIAT-3001,Codariocalyx gyroides,Shrub_Trees,12.27,13.71,49.08,36.92
3,F25-1695,CIAT-32265,Chamaecrista diphylla,Herbaceous_legumes,9.59,13.65,49.52,48.44
3,F25-1657,CIAT-3304,Desmodium cajanifolium,Shrub_Trees,13.16,14.26,47.42,60.77
3,F25-1696,CIAT-33070,Desmodium oblongum,Shrub_Trees,11.83,13.16,47.69,41.3
3,F25-1697,CIAT-33079,Desmodium oblongum,Shrub_Trees,14.23,15.79,47.0,55.27
3,F25-1698,CIAT-33131,Codariocalyx gyroides,Shrub_Trees,11.46,12.5,39.36,34.63
3,F25-1699,CIAT-33195,Dalea carthagenensis,Herbaceous_legumes,12.86,15.82,57.8,50.65
3,F25-1700,CIAT-43055,Desmodium discolor,Herbaceous_legumes,14.99,15.61,45.85,59.08
3,F25-1658,CIAT-5713,Centrosema macrocarpum,Herbaceous_legumes,13.33,14.69,61.23,45.58
3,F25-1659,CIAT-7381,Galactia glaucescens,Herbaceous_legumes,12.17,14.31,47.88,32.91
3,F25-1660,CIAT-7799,Dioclea guianensis,Herbaceous_legumes,12.08,13.11,49.7,26.12
3,F25-1661,CIAT-7803,Dioclea holtiana,Herbaceous_legumes,11.56,12.6,52.06,30.9
3,F25-1651,CIAT-798,Galactia striata,Herbaceous_legumes,12.62,14.39,50.8,57.23
3,F25-1662,CIAT-8182,Eriosema diffusum,Herbaceous_legumes,12.83,14.33,69.86,22.98
3,F25-1652,CIAT-822,Calopogonium mucunoides,Herbaceous_legumes,13.54,14.72,48.95,51.7
3,F25-1663,CIAT-8434,Dioclea sericea,Herbaceous_legumes,13.52,14.96,63.71,38.59
3,F25-1653,CIAT-852,Dioclea sericea,Herbaceous_legumes,11.81,12.93,41.49,28.48
3,F25-1664,CIAT-8702,Calopogonium caeruleum,Herbaceous_legumes,14.17,15.53,50.56,46.88
3,F25-1665,CIAT-8816,Crotalaria micans,Herbaceous_legumes,13.71,14.77,46.81,68.2
3,F25-1666,CIAT-8826,Zapoteca formosa,Shrub_Trees,10.9,11.8,36.29,67.6
3,F25-1654,CIAT-907,Dioclea virgata,Herbaceous_legumes,13.26,14.93,52.97,45.26
3,F25-1667,CIAT-9578,Dioclea sericea,Herbaceous_legumes,11.62,12.92,36.11,30.81
3,F25-1668,CIAT-9740,Chamaecrista desvauxii,Herbaceous_legumes,10.03,13.34,49.7,47.18
3,F25-1669,CIAT-9934,Aeschynomene americana,Herbaceous_legumes,12.91,14.26,54.27,53.37
3,F25-2170,CIAT-BH22_0765,Urochloa humidicola,Grass,13.68,14.17,62.59,41.82
3,F25-2171,CIAT-BH22_2531,Urochloa humidicola,Grass,12.8,14.18,67.45,42.73
3,F25-2105,CIAT-BR09_4467,Brachiaria interespecifico,Grass,12.24,13.63,63.78,43.36
3,F25-2101,CIAT-CIAT_16071,Megathyrsus maximus,Grass,13.24,15.4,73.74,38.57
3,F25-2096,CIAT-PM21_4448,Megathyrsus maximus,Grass,13.54,14.88,62.72,42.41
3,F25-2139,CIAT_36087_MulatoII_Opt,Brachiaria interespecifico,Grass,12.77,13.6,46.25,52.77
3,F25-2137,CIAT_606_Basilisk_Opt,Brachiaria interespecifico,Grass,13.0,13.8,46.81,53.35
3,F25-2140,CIAT_6133_Llanero _Opt,Brachiaria humidicola,Grass,13.67,14.0,54.66,45.88
3,F25-2138,CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,Grass,13.07,13.7,58.91,46.34
3,F25-2136,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,Grass,12.87,13.34,57.01,39.34
3,F25-2141,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,Grass,12.74,14.16,54.15,44.76
3,F25-0017,Hohenheimer Heustandard,Hohenheimer Heustandard,,14.14,15.25,74.13,48.52
3,F25-2134,Hohenheimer Heustandard IAG 2025/1 S1,Hohenheimer Heustandard,,14.37,15.4,85.54,40.65
3,F25-2131,Muestra # 02,Cynodon nlemfuensis,Grass,13.97,14.73,70.12,26.81
3,F25-0008,Sample 8,Cynodon nlemfuensis ,,13.98,15.03,62.91,36.41
