31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_percentage_in_gas_8h,31_ch4_percentage_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
1155,45833,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,17,44,2,2,215,-,,0,0.403472222,39,0.71875,43,,39.5,0.416666667,44.5,-,,4,5,,,,,,,,,,,,,,,,
1156,45840,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,17,45,3,1,1,,,0,0.339583333,40,0.672916667,45,,40,0.347222222,46,,,5,6,,,,,,,,,,,,,,,,
1157,45840,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,17,45,3,2,3,,,0,0.340277778,39,0.672916667,43.5,,39.5,0.347222222,46,,,4.5,6.5,,,,,,,,,,,,,,,,
1158,45840,Breding ,ABC-15474,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0929,17,45,3,1,4,0.5004,461.8692,247.2692,0.341666667,41.5,0.673611111,78,13.2,40,0.348611111,74,13,,36.5,34,28.24646563,25.44394424,53.69040987,3.728533463,3.307712751,7.036246214,116.2459196,53.53662899,4.605463072,13.2,13.10521978,15.23428324,28.4558134,17.0667184,8.455290769,15.79346875
1159,45840,Breding ,ABC-15474,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0929,17,45,3,2,5,0.5005,461.9615,216.1615,0.341666667,42,0.674305556,79,13.2,40,0.349305556,73.5,13.8,,37,33.5,28.68896901,25.00144086,53.69040987,3.786943909,3.450198839,7.237142748,116.2226936,46.79210281,4.026072822,13.2,13.4793956,15.66611665,33.48025781,5.028295948,8.694965782,18.58212233
1160,45840,Breding ,ABC-15474,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0929,17,45,3,3,6,0.5001,461.5923,252.9923,0.344444444,41,0.675,78,13.5,40.5,0.35,74.5,14.2,,37,34,28.68896901,25.44394424,54.13291325,3.873010816,3.613040082,7.486050898,117.2742987,54.80860491,4.673539346,13.5,13.82901907,16.21788513,29.59003455,19.33709042,9.001206833,16.42298111
1161,45840,Breding ,ABC-15470,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0930,17,45,3,1,7,0.5001,471.369255,205.369255,0.345138889,40.5,0.675694444,81.5,13.7,40,0.350694444,75,15.4,,41,35,32.22899603,26.32895099,58.55794703,4.415372457,4.054658453,8.47003091,124.2294579,43.56865723,3.507111595,13.7,14.46435768,17.96899314,41.24293536,3.346162936,9.973102075,22.89054267
1162,45840,Breding ,ABC-15470,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0930,17,45,3,2,8,0.5006,471.84053,230.64053,0.345833333,40.5,0.676388889,80,14,40,0.351388889,74.5,15.5,,39.5,34.5,30.9014859,25.88644762,56.78793352,4.326208026,4.01239938,8.338607406,120.3540813,48.88103402,4.061435515,14,14.68376623,17.67251195,36.15412871,12.44503558,9.808549887,20.06616694
1163,45840,Breding ,ABC-15470,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0930,17,45,3,3,9,0.5004,471.65202,202.75202,0.346527778,40.5,0.676388889,80,14.7,40,0.352083333,77,15.8,,39.5,37,30.9014859,28.09896451,59.00045041,4.542518427,4.439636392,8.982154819,125.0931787,42.98762889,3.436448681,14.7,15.223875,19.04402915,44.30118536,2.350995783,10.56976566,24.58792433
1164,45840,Breding ,ABC-13268,Tadehagi,triquetrum,Tadehagi triquetrum,Fabaceae,Fabales,Herbaceous,F25-0931,17,45,3,1,10,0.5004,471.42684,224.62684,0.346527778,40,0.677083333,69,12.2,40,0.352777778,67,15.1,,29,27,21.60891496,19.24889695,40.85781191,2.636287625,2.906583439,5.542871064,86.66840417,47.64829257,5.497769692,12.2,13.56624549,11.75764847,24.67590722,-3.31894104,6.52569832,13.69555543
1165,45840,Breding ,ABC-13268,Tadehagi,triquetrum,Tadehagi triquetrum,Fabaceae,Fabales,Herbaceous,F25-0931,17,45,3,2,11,0.5003,471.33263,227.13263,0.346527778,40.5,0.677083333,70,11.5,40,0.354166667,68,14.9,,29.5,28,22.05141834,20.1339037,42.18532204,2.535913109,2.999951651,5.53586476,89.50223124,48.18945593,5.384162524,11.5,13.12272727,11.74513371,24.37282904,-2.250925743,6.518752411,13.52734179
1166,45840,Breding ,ABC-13268,Tadehagi,triquetrum,Tadehagi triquetrum,Fabaceae,Fabales,Herbaceous,F25-0931,17,45,3,3,12,0.5001,471.14421,185.84421,0.347222222,40,0.677777778,69,11.5,40,0.354861111,67.5,14.8,,29,27.5,21.60891496,19.69140032,41.30031528,2.485025221,2.914327248,5.399352468,87.65960487,39.44529213,4.499825455,11.5,13.07339286,11.46008452,29.05311104,-19.50800842,6.360545181,16.12497927
1167,45840,Breding ,ABC-22768,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F25-0932,17,45,3,1,13,0.5003,471.207555,297.207555,0.347222222,40,0.677777778,106,14.4,40,0.355555556,91.5,17.8,,66,51.5,54.35416494,40.93156247,95.28572741,7.826999751,7.28581812,15.11281787,202.2160434,63.07359715,3.119119338,14.4,15.86052632,32.07252878,50.84937316,25.44639038,17.80080836,28.22228185
1168,45840,Breding ,ABC-22768,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F25-0932,17,45,3,2,14,0.5002,471.11337,309.11337,0.348611111,40,0.679166667,106,14.6,40,0.355555556,87,18.3,,66,47,54.35416494,36.94903207,91.303197,7.935708081,6.761672868,14.69738095,193.8030267,65.61337242,3.385570058,14.6,16.09733441,31.1971213,47.54689501,30.57414178,17.31494206,26.38934934
1169,45840,Breding ,ABC-22768,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F25-0932,17,45,3,3,15,0.5,470.925,330.825,0.348611111,39.5,0.679861111,105,14.5,40,0.35625,87,17.2,,65.5,47,53.91166156,36.94903207,90.86069363,7.817190926,6.355233516,14.17242444,192.9409006,70.25003982,3.641013367,14.5,15.59797078,30.0948653,42.83964163,39.93547308,16.70317091,23.77674227
1170,45840,Breding ,ABC-22770,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F25-0933,17,45,3,1,16,0.5002,466.66159,335.16159,0.35,40.5,0.680555556,103,14.4,40,0.356944444,95,17.6,,62.5,55,51.25664129,44.02908612,95.28572741,7.380956346,7.749119156,15.1300755,204.1859228,71.82112203,3.517437492,14.4,15.87863777,32.42194307,45.14262957,30.14655931,17.99473934,25.05494042
1171,45840,Breding ,ABC-22770,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F25-0933,17,45,3,2,17,0.5001,466.568295,339.968295,0.350694444,40.5,0.680555556,103,14.7,40,0.357638889,94,17.7,,62.5,54,51.25664129,43.14407936,94.40072065,7.53472627,7.636502047,15.17122832,202.329909,72.86570876,3.601331565,14.7,16.07109375,32.51662935,44.62542107,32.73601577,18.04729186,24.76788076
1172,45840,Breding ,ABC-22770,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F25-0933,17,45,3,3,18,0.5005,466.941475,350.841475,0.351388889,41,0.682638889,104,14.9,40,0.357638889,96.5,17.9,,63,56.5,51.69914467,45.35659625,97.05574092,7.703172556,8.118830729,15.82200328,207.8541875,75.13607032,3.614845157,14.9,16.30197568,33.88433911,45.0973001,38.36408111,18.80639444,25.02978178
1173,45840,Breding ,ABC-18701,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0934,17,45,3,1,19,0.5004,474.32916,176.42916,0.352083333,41.5,0.684027778,73.5,14.5,40,0.358333333,62,17,,32,22,24.26393523,14.82386316,39.08779839,3.518270608,2.520056738,6.038327346,82.40648413,37.19551208,4.513663272,14.5,15.44811321,12.73024696,34.22522301,-4.465216104,7.065507308,18.9955909
1174,45840,Breding ,ABC-18701,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0934,17,45,3,2,20,0.5006,474.51874,189.71874,0.352083333,41,0.684722222,72.5,14.3,40,0.358333333,72,16.9,,31.5,32,23.82143185,23.67393073,47.49536258,3.406464755,4.000894293,7.407359047,100.0916478,39.98129558,3.994468717,14.3,15.59596273,15.61025608,39.04389755,0.168488981,8.663962199,21.67003864
1175,45840,Breding ,ABC-18701,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0934,17,45,3,3,21,0.5,473.95,172.55,0.352777778,41.5,0.686111111,73,13.5,40,0.359027778,72,16.9,,31.5,32,23.82143185,23.67393073,47.49536258,3.2158933,4.000894293,7.216787593,100.2117577,36.40679397,3.632986267,13.5,15.1947205,15.22689649,41.82432682,-5.777122479,8.451190994,23.21322499
1176,45840,Breding ,ABC-20891,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0935,17,45,3,1,22,0.5003,476.53575,154.33575,0.353472222,41,0.688194444,74,13.9,40,0.359722222,66.5,16.4,,33,26.5,25.14894199,18.80639357,43.95533555,3.495702936,3.084248545,6.579951481,92.23932423,32.38702448,3.5111949,13.9,14.96963087,13.80788636,42.63400723,-25.59297023,7.663615819,23.66261162
1177,45840,Breding ,ABC-20891,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0935,17,45,3,2,23,0.5002,476.4405,145.7405,0.353472222,41.5,0.688194444,76,13.4,40,0.360416667,66,16.6,,34.5,26,26.47645212,18.36389019,44.84034231,3.547844584,3.048405771,6.596250355,94.11530361,30.58944401,3.250209354,13.4,14.71052632,13.8448565,45.26024239,-28.93202561,7.68413489,25.12021757
1178,45840,Breding ,ABC-20891,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0935,17,45,3,3,24,0.5005,476.72625,190.32625,0.354166667,41,0.688888889,75.5,13.9,40,0.361111111,67.5,16.4,,34.5,27.5,26.47645212,19.69140032,46.16785244,3.680226845,3.229389653,6.909616498,96.84352905,39.92359347,4.122484368,13.9,14.96629393,14.49388721,36.30406472,-11.59358509,8.044358161,20.14938402
1179,45840,Breding ,ABC-5172,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0936,17,45,3,1,25,0.5001,468.39366,197.39366,0.354861111,41.5,0.688888889,80,13.7,40,0.361111111,71.5,15.5,,38.5,31.5,30.01647914,23.23142735,53.24790649,4.112257643,3.600871239,7.713128882,113.681954,42.142684,3.707068935,13.7,14.48531856,16.46719318,39.07485621,6.493226663,9.139577112,21.68722123
1180,45840,Breding ,ABC-5172,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0936,17,45,3,2,26,0.5004,468.67464,188.47464,0.355555556,41,0.689583333,80,13.9,40,0.361805556,72.5,15.3,,39,32.5,30.45898252,24.1164341,54.57541663,4.233798571,3.689814418,7.923612988,116.4462763,40.21438839,3.453471392,13.9,14.51864865,16.90642572,42.04073815,3.376789312,9.383358774,23.33333702
1181,45840,Breding ,ABC-5172,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0936,17,45,3,3,27,0.5003,468.58098,148.18098,0.35625,41,0.689583333,79.5,13.7,40.5,0.3625,71.5,15.5,,38.5,31,30.01647914,22.78892397,52.80540311,4.112257643,3.532283215,7.644540858,112.6921607,31.62334502,2.806170794,13.7,14.47681564,16.31423635,51.58921785,-10.50772522,9.054683429,28.63290845
1182,45840,Breding ,ABC-5452,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0937,17,45,3,1,28,0.5006,474.19335,140.09335,0.356944444,40,0.690972222,90,13.3,40,0.3625,68.5,16.8,,50,28.5,40.19405684,20.57640708,60.77046392,5.34580956,3.456836389,8.802645949,128.1554537,29.54350794,2.305286828,13.3,14.48507282,18.56341079,62.83414558,-39.49018424,10.30301415,34.87403789
1183,45840,Breding ,ABC-5452,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0937,17,45,3,2,29,0.5002,473.81445,167.51445,0.356944444,40.5,0.691666667,89,12.9,40,0.363194444,68.5,17.1,,48.5,28.5,38.86654671,20.57640708,59.44295378,5.013784525,3.518565611,8.532350135,125.456186,35.35444096,2.818070761,12.9,14.35384615,18.00778793,50.9350097,-27.9856643,9.994633857,28.26981161
1184,45840,Breding ,ABC-5452,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0937,17,45,3,3,30,0.5002,473.81445,268.41445,0.357638889,39.5,0.691666667,89,13.2,40,0.363888889,77.5,16.9,,49.5,37.5,39.75155346,28.54146788,68.29302135,5.247205057,4.823508072,10.07071313,144.1345264,56.64969694,3.93033497,13.2,14.74632829,21.25455045,37.51926593,14.17481082,11.79664322,20.82384171
1185,45840,Breding ,ABC-5733,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0938,17,45,3,1,31,0.5004,476.60598,219.40598,0.358333333,42.5,0.692361111,89,13.4,41.5,0.364583333,66,17.3,Muestra humeda 0h,46.5,24.5,37.09653319,17.03638005,54.13291325,4.970935448,2.947293749,7.918229197,113.5800127,46.03508752,4.053097586,13.4,14.6273842,16.61378482,36.08939555,-12.90911703,9.220938013,20.03023891
1186,45840,Breding ,ABC-5733,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0938,17,45,3,2,32,0.5002,476.41549,193.61549,0.358333333,39.5,0.693055556,93,14,40,0.365277778,64.5,17.3,,53.5,24.5,43.29158049,17.03638005,60.32796054,6.060821268,2.947293749,9.008115017,126.6288813,40.6400493,3.209382321,14,14.93190709,18.90810691,46.52579717,-24.1969886,10.49432646,25.82262238
1187,45840,Breding ,ABC-5733,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0938,17,45,3,3,33,0.5001,476.320245,132.220245,0.359027778,41,0.693055556,92,13.9,40.5,0.365277778,75.5,17.2,,51,35,41.0790636,26.32895099,67.40801459,5.70998984,4.528579571,10.23856941,141.5182649,27.75868681,1.961491461,13.9,15.18894967,21.49513803,77.43571652,-51.14826487,11.93017349,42.97816239
1188,45840,Breding ,ABC-5735,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0939,17,45,3,1,34,0.5001,470.068995,292.468995,0.359722222,40,0.69375,96,14.1,40.5,0.365972222,76.5,17.3,Muestra manguera,56,36,45.50409738,27.21395775,72.71805513,6.41607773,4.708014691,11.12409242,154.6965571,62.21831223,4.021958432,14.1,15.29756592,23.6648078,38.03511692,25.51663328,13.13437776,21.11014794
1189,45840,Breding ,ABC-5735,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0939,17,45,3,2,35,0.5002,470.16299,214.26299,0.360416667,39.5,0.694444444,94,14.3,40.5,0.366666667,77.5,17.3,,54.5,37,44.17658724,28.09896451,72.27555175,6.317251976,4.86112086,11.17837284,153.72446,45.5720664,2.964529289,14.3,15.46632653,23.77552694,52.17127249,-7.30001695,13.19582879,28.95595885
1190,45840,Breding ,ABC-5735,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0939,17,45,3,3,36,0.5,469.975,294.675,0.361111111,40.5,0.695138889,98,14.2,40.5,0.367361111,78,17.4,,57.5,37.5,46.83160751,28.54146788,75.37307539,6.650088266,4.966215412,11.61630368,160.3767762,62.70014362,3.909552562,14.2,15.41174168,24.71685447,39.42073022,26.46652267,13.71828186,21.87918729
1191,45840,Breding ,ABC-5749,Centrosema,plumieri,Centrosema plumieri,Fabaceae,Fabales,Climber,F25-0940,17,45,3,1,37,0.5,465.425,308.725,0.361805556,41,0.695833333,91,13.2,40,0.368055556,79,17.5,,50,39,40.19405684,29.86897802,70.06303486,5.305615503,5.227071153,10.53268666,150.5356069,66.33184724,4.406389198,13.2,15.03315789,22.63025548,34.11672737,45.05401426,12.56018332,18.93537394
1192,45840,Breding ,ABC-5749,Centrosema,plumieri,Centrosema plumieri,Fabaceae,Fabales,Climber,F25-0940,17,45,3,2,38,0.5001,465.518085,200.418085,0.3625,41,0.196527778,95,12.8,40,0.36875,77.5,17.7,,54,37.5,43.73408386,28.54146788,72.27555175,5.597962735,5.051839815,10.64980255,155.2583113,43.05269579,2.772972051,12.8,14.735,22.87731217,53.13793189,7.062743033,12.69730405,29.49247154
1193,45840,Breding ,ABC-5749,Centrosema,plumieri,Centrosema plumieri,Fabaceae,Fabales,Climber,F25-0940,17,45,3,3,39,0.5004,465.79734,269.49734,0.3625,41,0.696527778,94,13,40,0.369444444,79,17.6,,53,39,42.84907711,29.86897802,72.71805513,5.570380024,5.256940131,10.82732016,156.115222,57.85720889,3.706058138,13,14.88945233,23.24470156,40.17598153,31.22351512,12.90121152,22.29836484
1194,45840,Breding ,ABC-5911,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0941,17,45,3,1,40,0.5001,476.770335,212.670335,0.363194444,40,0.696527778,96,13.3,40,0.369444444,80,17.7,,56,40,45.50409738,30.75398477,76.25808215,6.052044951,5.443455305,11.49550026,159.9472042,44.60645292,2.788823545,13.3,15.07446809,24.11119026,54.05314406,-4.388103428,13.38212774,30.00043013
1195,45840,Breding ,ABC-5911,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0941,17,45,3,2,41,0.5,476.675,262.775,0.363194444,39.5,0.697916667,94,13.3,40,0.370138889,79.5,17.8,,54.5,39.5,44.17658724,30.3114814,74.48806864,5.875486103,5.395443689,11.27092979,156.2659435,55.12665862,3.527746185,13.3,15.13118812,23.64489388,42.89194098,15.43702747,13.12332519,23.80576932
1196,45840,Breding ,ABC-5911,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0941,17,45,3,3,42,0.5001,476.770335,244.170335,0.363888889,40,0.699305556,96,13.4,40,0.370833333,79.5,17.6,,56,39.5,45.50409738,30.3114814,75.81557877,6.097549048,5.334820726,11.43236977,159.0190773,51.2134076,3.220582616,13.4,15.07918288,23.97877748,46.82128881,8.062579109,13.30863636,25.98662535
1197,45840,Breding ,ABC-13692,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0942,17,45,3,1,43,0.5002,474.76483,284.36483,0.364583333,41,0.7,86.5,15.7,40,0.370833333,63.5,18.5,,45.5,23.5,36.21152644,16.1513733,52.36289974,5.685209651,2.98800406,8.673213711,110.2922888,59.89593416,5.430654747,15.7,16.56366197,18.2684419,30.50030382,27.38059604,10.13930131,16.92819631
1198,45840,Breding ,ABC-13692,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0942,17,45,3,2,44,0.5003,474.859745,200.259745,0.365972222,40.5,0.7,86.5,16.3,40,0.371527778,74.5,18.7,,46,34.5,36.65402981,25.88644762,62.54047743,5.97460686,4.840765704,10.81537256,131.7030515,42.17239872,3.202082127,16.3,17.29339623,22.77593053,54.00672294,-4.712723014,12.64103549,29.9746656
1199,45840,Breding ,ABC-13692,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0942,17,45,3,3,45,0.5004,474.95466,190.25466,0.366666667,40.5,0.700694444,86,15.9,40,0.372222222,71.5,18.8,,45.5,31.5,36.21152644,23.23142735,59.44295378,5.757632703,4.367508341,10.12514104,125.155007,40.05743622,3.200625943,15.9,17.03337469,21.31812128,53.21888591,-8.542442337,11.83192614,29.53740242
1200,45840,Breding ,ABC-15121,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0943,17,45,3,1,46,0.5001,469.668915,273.068915,0.367361111,40.5,0.700694444,88,13.7,40,0.372916667,77.5,17.4,,47.5,37.5,37.98153995,28.54146788,66.52300783,5.203470973,4.966215412,10.16968638,141.6380895,58.14072558,4.104879257,13.7,15.28747228,21.65288368,37.24219721,16.98706114,12.01772506,20.67006378
1201,45840,Breding ,ABC-15121,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0943,17,45,3,2,47,0.5001,469.668915,289.768915,0.368055556,40.5,0.701388889,87,13.6,40,0.372916667,79,17.1,,46.5,39,37.09653319,29.86897802,66.96551121,5.045128514,5.107595241,10.15272376,142.5802498,61.69642183,4.327136607,13.6,15.16112335,21.61676754,35.03731156,24.03851627,11.99767998,19.4463141
1202,45840,Breding ,ABC-15121,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0943,17,45,3,3,48,0.5001,469.668915,173.468915,0.36875,40.5,0.701388889,90,14.3,40,0.373611111,78,17.3,,49.5,38,39.75155346,28.98397126,68.73552472,5.684472145,5.014227028,10.69869917,146.3488907,36.93429764,2.523715585,14.3,15.56502146,22.77923625,61.67502214,-25.06832396,12.64287022,34.23070433
1203,45840,Breding ,ABC-15150,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0944,17,45,3,1,49,0.5001,465.5931,145.4931,0.36875,40.5,0.702777778,83,13.5,40,0.374305556,80.5,15.3,,42.5,40.5,33.55650617,31.19648815,64.75299432,4.530128333,4.773062687,9.30319102,139.0763616,31.24898114,2.246893777,13.5,14.36719818,19.98137649,63.94248951,-10.09851687,11.09000965,35.48918795
1204,45840,Breding ,ABC-15150,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0944,17,45,3,2,50,0.5002,465.6862,246.7862,0.370138889,40,0.703472222,82,13.8,40,0.375,80.5,15,,42,40.5,33.11400279,31.19648815,64.31049094,4.569732385,4.679473223,9.249205608,138.0983395,52.99409774,3.837417447,13.8,14.38211009,19.86145522,37.47861756,24.72431378,11.02345127,20.80128116
1205,45840,Breding ,ABC-15150,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0944,17,45,3,3,51,0.5003,465.7793,242.0793,0.370138889,40,0.704166667,82,14,40,0.375694444,83.5,15.4,,42,43.5,33.11400279,33.85150842,66.96551121,4.635960391,5.213132297,9.849092687,143.7709044,51.9729623,3.614984723,14,14.70770925,21.14540661,40.68539808,23.08905805,11.7360665,22.58109983
1206,45840,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,,,,BLANK 8H,17,45,3,1,52,-,,0,0.370833333,40,0.704861111,45,,,,,,,5,,,,,,,,,,,,,,,,,
1207,45840,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,,,,BLANK 8H,17,45,3,2,53,-,,0,0.370833333,39,0.704861111,43.5,,,,,,,4.5,,,,,,,,,,,,,,,,,
1208,45840,Breding ,ABC-15154,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0945,17,45,3,1,54,0.5002,472.01373,191.41373,0.371527778,41.5,0.709027778,78,13.3,40,0.376388889,75.5,15.2,,36.5,35.5,28.24646563,26.77145437,55.01792,3.756779929,4.069261065,7.826040994,116.5599992,40.55257672,3.479116077,13.3,14.22453083,16.58011303,40.88547354,9.709259907,9.202249583,22.69214518
1209,45840,Breding ,ABC-15154,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0945,17,45,3,2,55,0.5001,471.919365,113.219365,0.372916667,40,0.709027778,76,14.1,40,0.377083333,75,15,,36,35,27.80396225,26.32895099,54.13291325,3.920358678,3.949342649,7.869701327,114.7079719,23.99125219,2.091506963,14.1,14.53773842,16.6759449,69.50843901,-15.44463519,9.255437929,38.57838622
1210,45840,Breding ,ABC-15154,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0945,17,45,3,3,56,0.5003,472.108095,190.708095,0.372916667,40.5,0.710416667,74,13.8,40,0.377777778,75,15.1,,33.5,35,25.59144536,26.32895099,51.92039636,3.53161946,3.9756716,7.50729106,109.9756537,40.39500636,3.67308627,13.8,14.45923295,15.90163596,39.3653508,9.469936755,8.825683072,21.84845076
1211,45840,Breding ,ABC-15561,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0946,17,45,3,1,57,0.5002,462.73502,247.73502,0.373611111,40.5,0.710416667,84,14,40,0.377777778,75.5,16.6,,43.5,35.5,34.44151292,26.77145437,61.2129673,4.821811809,4.444061426,9.265873235,132.2851408,53.53712369,4.047100328,14,15.13710843,20.02414521,37.40235529,34.40689445,11.11374703,20.75895428
1212,45840,Breding ,ABC-15561,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0946,17,45,3,2,58,0.5,462.55,185.65,0.374305556,40.5,0.711111111,85,13.9,40,0.378472222,77,16.9,,44.5,37,35.32651968,28.09896451,63.42548419,4.910386236,4.748725002,9.659111237,137.1213581,40.13620149,2.927056882,13.9,15.22906977,20.88230729,52.02860887,15.48839061,11.59004183,28.87677807
1213,45840,Breding ,ABC-15561,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0946,17,45,3,3,59,0.5,462.55,244.05,0.374305556,40.5,0.211805556,85,13.8,40,0.379166667,76,16.9,,44.5,36,35.32651968,27.21395775,62.54047743,4.875059716,4.59915886,9.474218576,135.2080368,52.76186358,3.902272736,13.8,15.14893868,20.48258259,38.82080957,33.31243535,11.36818771,21.54622095
1214,45840,Breding ,ABC-15799,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0947,17,45,3,1,60,0.5,464.1,183.8,0.375,40,0.711805556,81,13.6,40,0.379861111,70,15.3,,41,30,32.22899603,21.90391721,54.13291325,4.383143461,3.351299334,7.734442794,116.6406232,39.60353372,3.395346546,13.6,14.28787466,16.66546605,42.08075514,-1.421437916,9.249621988,23.35554714
