31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_percentage_in_gas_8h,31_ch4_percentage_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
1215,45840,Breding ,ABC-15799,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0947,17,45,3,2,61,0.5004,464.47128,266.77128,0.376388889,40,0.7125,88,13.9,40,0.380555556,68.5,15.4,,48,28.5,38.42404333,20.57640708,59.00045041,5.340942022,3.16876669,8.509708713,127.027123,57.43547373,4.521512601,13.9,14.423125,18.32128073,31.89889374,28.52304572,10.16862778,17.70443791
1216,45840,Breding ,ABC-15799,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0947,17,45,3,3,62,0.5002,464.28564,166.68564,0.376388889,39.5,0.713194444,88,13.6,40,0.380555556,69,15.2,,48.5,29,38.86654671,21.01891046,59.88545716,5.285850352,3.194874389,8.480724741,128.9840822,35.90152821,2.783407657,13.6,14.16157635,18.26617929,50.87855643,-7.638071863,10.13804553,28.23847907
1217,45840,Breding ,ABC-15816,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F25-0948,17,45,3,1,63,0.5,478.675,168.875,0.379861111,39,0.713888889,90,13.9,39.5,0.38125,76,16.9,,51,36.5,41.0790636,27.65646113,68.73552472,5.70998984,4.673941931,10.38393177,143.595393,35.27967828,2.456880931,13.9,15.10708155,21.69307311,61.48886318,-25.9150228,12.04003089,34.12738289
1218,45840,Breding ,ABC-15816,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F25-0948,17,45,3,2,64,0.5,478.675,209.475,0.379861111,39.5,0.714583333,90.5,13.8,40,0.381944444,76.5,17.1,,51,36.5,41.0790636,27.65646113,68.73552472,5.668910776,4.729254853,10.39816563,143.595393,43.76142477,3.047550751,13.8,15.1277897,21.72280906,49.63917235,-9.413570494,12.05653486,27.55059947
1219,45840,Breding ,ABC-15816,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F25-0948,17,45,3,3,65,0.5003,478.962205,265.162205,0.380555556,42,0.714583333,91.5,13.9,40.5,0.382638889,79,16.9,,49.5,38.5,39.75155346,29.42647464,69.1780281,5.525465931,4.973074214,10.49854015,144.4331669,55.36182234,3.833040812,13.9,15.1761194,21.91934987,39.59289803,13.15529638,12.1656184,21.97474341
1220,45840,Breding ,ABC-20304,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F25-0949,17,45,3,1,66,0.5005,473.197725,356.097725,0.38125,40.5,0.715277778,97.5,13.6,39.5,0.383333333,89,20.3,,57,49.5,46.38910413,39.16154896,85.55065309,6.308918162,7.949794438,14.2587126,180.7926128,75.25347359,4.162419714,13.6,16.66698276,30.13267361,40.04157173,47.98964604,16.72415518,22.22376507
1221,45840,Breding ,ABC-20304,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F25-0949,17,45,3,2,67,0.5005,473.197725,346.897725,0.381944444,40,0.715277778,98.5,14.1,39.5,0.384027778,89.5,21.1,,58.5,50,47.71661427,39.60405234,87.3206666,6.728042612,8.356455043,15.08449765,184.5331496,73.3092546,3.972687549,14.1,17.27483108,31.87778989,43.4839913,43.90343549,17.69272491,24.13436749
1222,45840,Breding ,ABC-20304,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F25-0949,17,45,3,3,69,0.5,472.725,347.325,0.381944444,40.5,0.715972222,98,14.2,40,0.384027778,89.5,21.2,,57.5,49.5,46.83160751,39.16154896,85.99315647,6.650088266,8.302248379,14.95233665,181.9094748,73.47294939,4.038984197,14.2,17.38782161,31.63009497,43.04998674,44.24747665,17.55524994,23.89348745
1223,45840,Breding ,ABC-21603,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F25-0950,17,45,3,1,70,0.5003,471.657825,235.657825,0.382638889,40,0.715972222,99.5,14.2,40,0.384722222,95,18,,59.5,55,48.60162102,44.02908612,92.63070714,6.901430185,7.925235501,14.82666569,196.3938733,49.96372635,2.544057282,14.2,16.00621019,31.43521617,62.91607625,4.592861763,17.44708883,34.91951083
1224,45840,Breding ,ABC-21603,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F25-0950,17,45,3,2,71,0.5002,471.56355,223.36355,0.383333333,40,0.716666667,99,13.9,40,0.385416667,96,17.5,,59,56,48.15911764,44.91409287,93.07321052,6.694117353,7.859966253,14.55408361,197.3715113,47.36658506,2.399869401,13.9,15.63724247,30.86346179,65.15872265,-0.359261979,17.12975526,36.16421839
1225,45840,Breding ,ABC-21603,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F25-0950,17,45,3,3,72,0.5001,471.469275,187.669275,0.384027778,40.5,0.717361111,99,14.1,40,0.386111111,95,17.4,,58.5,55,47.71661427,44.02908612,91.74570038,6.728042612,7.661060984,14.3891036,194.5952902,39.80519727,2.045537548,14.1,15.68368167,30.51970586,76.67266576,-14.77700968,16.93896478,42.55465601
1226,45840,Breding ,ABC-23248,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0951,17,45,3,1,73,0.5003,474.98482,313.68482,0.384722222,40,0.718055556,96,15,40,0.386111111,80,19.4,,56,40,45.50409738,30.75398477,76.25808215,6.825614606,5.966273046,12.79188765,160.5484616,66.04102001,4.11346327,15,16.77446809,26.93115046,40.77942838,19.24142689,14.94725444,22.63328828
1227,45840,Breding ,ABC-23248,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0951,17,45,3,2,74,0.5,474.7,299.3,0.384722222,40.5,0.719444444,96,14.5,40,0.386805556,80.5,19.3,,55.5,40.5,45.061594,31.19648815,76.25808215,6.53393113,6.020922213,12.55485334,160.6447907,63.05034759,3.924829888,14.5,16.46363636,26.44797418,41.94738838,12.12924516,14.67908325,23.28152629
1228,45840,Breding ,ABC-23248,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0951,17,45,3,3,75,0.5004,475.07976,282.97976,0.385416667,40,0.719444444,96,14.8,40,0.3875,81,19.1,,56,41,45.50409738,31.63899153,77.14308891,6.734606412,6.043047382,12.77765379,162.3792369,59.56468446,3.668245127,14.8,16.56357553,26.89580755,45.1539495,3.839915493,14.92763851,25.06122319
1229,45840,Breding ,ABC-23271,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0952,17,45,3,1,76,0.5005,475.750275,288.250275,0.385416667,41,0.720138889,95.5,14.2,40,0.388888889,73.5,19.3,,54.5,33.5,44.17658724,25.00144086,69.1780281,6.273075388,4.825278086,11.09835347,145.4082777,60.58856718,4.166789411,14.2,16.04317697,23.32810732,38.5024905,14.03330174,12.94750316,21.36954836
1230,45840,Breding ,ABC-23271,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0952,17,45,3,2,77,0.5004,475.65522,278.85522,0.386111111,40.5,0.720138889,94.5,14.2,40,0.388888889,74,19.3,,54,34,43.73408386,25.44394424,69.1780281,6.210239909,4.910681238,11.12092115,145.4373361,58.62549348,4.030979599,14.2,16.07579957,23.38021466,39.88062747,9.751321807,12.97642364,22.13443822
1231,45840,Breding ,ABC-23271,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0952,17,45,3,3,78,0.5,475.275,303.375,0.386805556,39.5,0.720833333,92,13.8,39.5,0.389583333,70,19.5,,52.5,30.5,42.40657373,22.34642059,64.75299432,5.852107175,4.357552015,10.20965919,136.2432157,63.83146599,4.685111525,13.8,15.76708428,21.48158264,33.65359436,21.10691677,11.92265002,18.67832711
1232,45840,Breding ,ABC-23279,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0953,17,45,3,1,79,0.5001,467.54349,157.04349,0.386805556,40.5,0.720833333,95.5,14.8,39.5,0.390277778,79,19.5,,55,39.5,44.61909062,30.3114814,74.93057202,6.603625412,5.910738872,12.51436428,160.2643896,33.58906569,2.095853345,14.8,16.70127953,26.76620368,79.68725277,-45.526316,14.85570613,44.22780396
1233,45840,Breding ,ABC-23279,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0953,17,45,3,2,80,0.5002,467.63698,230.93698,0.388194444,39,0.721527778,95,15.1,39.5,0.390277778,79,19.4,,56,39.5,45.50409738,30.3114814,75.81557877,6.871118704,5.880427391,12.75154609,162.1248576,49.38381477,3.04603597,15.1,16.81916342,27.26804474,55.21656209,-10.91527387,15.1342366,30.64614726
1234,45840,Breding ,ABC-23279,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0953,17,45,3,3,81,0.5,467.45,168.25,0.388194444,40.5,0.722222222,95,15.1,40,0.390972222,79.5,19.3,,54.5,39.5,44.17658724,30.3114814,74.48806864,6.670664673,5.850115909,12.52078058,159.3498099,35.99315435,2.258751006,15.1,16.80910891,26.7852831,74.4177152,-40.25823524,14.86629553,41.30311944
1235,45840,Breding ,ABC-23326,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0954,17,45,3,1,82,0.5001,479.29584,178.79584,0.388888889,40,0.722916667,88,14.8,40,0.391666667,76.5,19.1,,48,36.5,38.42404333,27.65646113,66.08050445,5.686758412,5.282384075,10.96914249,137.8699729,37.30385809,2.705727528,14.8,16.59966518,22.88595388,61.35009902,-56.74035477,12.70210035,34.05036637
1236,45840,Breding ,ABC-23326,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0954,17,45,3,2,83,0.5003,479.48752,171.48752,0.389583333,40,0.723611111,88.5,14.5,40,0.391666667,75.5,19.2,,48.5,35.5,38.86654671,26.77145437,65.63800108,5.635649272,5.140119239,10.77576851,136.8919906,35.7647515,2.61262557,14.5,16.41696629,22.47351195,62.83704209,-60.58812125,12.47318795,34.8756455
1237,45840,Breding ,ABC-23326,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0954,17,45,3,3,84,0.5004,479.58336,199.48336,0.390277778,40,0.225,87.5,15.2,40,0.392361111,75.5,19.2,,47.5,35.5,37.98153995,26.77145437,64.75299432,5.773194072,5.140119239,10.91331331,135.0192682,41.59513791,3.080681629,15.2,16.85375854,22.75582145,54.70788797,-46.01215522,12.62987461,30.36382433
1238,45840,Breding ,ABC-33255,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0955,17,45,3,1,85,0.5001,474.89496,245.09496,0.390972222,40.5,0.225,91,15.7,40,0.393055556,69.5,19.3,,50.5,29.5,40.63656022,21.46141384,62.09797405,6.379939954,4.14205287,10.52199282,130.7614931,51.6103519,3.946907508,15.7,16.94418052,22.15646345,42.93027006,-6.585127979,12.29722055,23.82704262
1239,45840,Breding ,ABC-33255,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0955,17,45,3,2,86,0.5001,474.89496,150.39496,0.390972222,40.5,0.725694444,91,15.5,39.5,0.39375,68.5,19.2,,50.5,29,40.63656022,21.01891046,61.65547067,6.298666834,4.035630808,10.33429764,129.829701,31.66910005,2.439280057,15.5,16.76136364,21.7612283,68.71438805,-50.50859021,12.0778582,38.1376742
1240,45840,Breding ,ABC-33255,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0955,17,45,3,3,87,0.5002,474.98992,157.58992,0.390972222,40.5,0.726388889,91,15.9,40,0.39375,70,19.1,,50.5,30,40.63656022,21.90391721,62.54047743,6.461213075,4.183648188,10.64486126,131.6669571,33.17752933,2.519806795,15.9,17.02075472,22.41070982,67.54785625,-47.18605875,12.43833168,37.49022887
1241,45840,Breding ,ABC-33428,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0956,17,45,3,1,89,0.5003,481.18854,277.78854,0.391666667,40.5,0.727083333,82,14.6,40,0.394444444,70,17.7,,41.5,30,32.67149941,21.90391721,54.57541663,4.770038914,3.876993347,8.647032261,113.4179476,57.72966663,5.089993942,14.6,15.84418919,17.9701542,31.12811011,16.50304519,9.973746481,17.27663966
1242,45840,Breding ,ABC-33428,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0956,17,45,3,2,90,0.5002,481.09236,259.69236,0.392361111,41,0.727777778,82,14.7,40,0.395138889,70.5,17.4,,41,30.5,32.22899603,22.34642059,54.57541663,4.737662417,3.888277183,8.6259396,113.4406221,53.97973063,4.758412781,14.7,15.80554054,17.92990352,33.21599295,9.095764204,9.951406661,18.43545076
1243,45840,Breding ,ABC-33428,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0956,17,45,3,3,91,0.5004,481.28472,231.08472,0.393055556,43.5,0.228472222,85,15,42,0.395833333,74.5,17.5,,41.5,32.5,32.67149941,24.1164341,56.78793352,4.900724912,4.220375968,9.12110088,117.9923882,48.01414015,4.069257423,15,16.06168831,18.95156962,39.47080915,-2.688118215,10.51844902,21.90698196
1244,45840,Breding ,ABC-33451,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0957,17,45,3,1,92,0.5003,480.288,232.888,0.39375,41,0.728472222,80,13.2,40,0.395833333,71.5,15.3,,39,31.5,30.45898252,23.23142735,53.69040987,4.020585693,3.554408384,7.574994077,111.7879478,48.48923979,4.337608906,13.2,14.10865385,15.7717746,32.52633917,-12.21165496,8.753607769,18.05268098
1245,45840,Breding ,ABC-33451,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0957,17,45,3,2,93,0.5003,480.288,56.288,0.394444444,40.5,0.729166667,80,13.2,40,0.396527778,72.5,14.8,,39.5,32.5,30.9014859,24.1164341,55.01792,4.078996139,3.569232247,7.648228386,114.5519355,11.71963489,1.023084842,13.2,13.90134048,15.92425459,135.8767124,-92.31100123,8.838236801,75.41392618
1246,45840,Breding ,ABC-33451,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0957,17,45,3,3,94,0.5001,480.096,259.696,0.395833333,40,0.729861111,81.5,13.8,40,0.397222222,72.5,14.7,,41.5,32.5,32.67149941,24.1164341,56.78793352,4.508666919,3.545115813,8.053782732,118.2845379,54.09251483,4.573084173,13.8,14.18220779,16.77535895,31.01234802,-0.005413723,9.31061445,17.2123897
1247,45840,Breding ,ABC-33463,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0958,17,45,3,1,96,0.5,481.125,284.925,0.395833333,40,0.729861111,87,15.1,40,0.397222222,70,18.4,,47,30,37.53903657,21.90391721,59.44295378,5.668394522,4.030320767,9.698715289,123.5499169,59.22057677,4.793251039,15.1,16.31600496,20.15841058,34.03953774,-2.667228668,11.18826663,18.89253236
1248,45840,Breding ,ABC-33463,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0958,17,45,3,2,97,0.5002,481.31745,128.91745,0.395833333,40.5,0.730555556,87,14.9,40,0.398611111,70.5,18.6,,46.5,30.5,37.09653319,22.34642059,59.44295378,5.527383446,4.15643423,9.683817676,123.5005167,26.78428758,2.168759151,14.9,16.29094293,20.1193987,75.11642276,-84.32958816,11.16661436,41.69091423
1249,45840,Breding ,ABC-33463,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F25-0958,17,45,3,3,98,0.5004,481.5099,305.8099,0.396527778,40,0.73125,87,15.5,40,0.398611111,68.5,19.1,,47,28.5,37.53903657,20.57640708,58.11544365,5.818550668,3.930093752,9.748644421,120.6941823,63.51061525,5.262110737,15.5,16.77461929,20.24598959,31.87811912,8.133472443,11.2368745,17.69290764
1250,45840,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,17,45,3,1,100,0.25,228.3325794,105.7325794,0.397222222,39.5,0.731944444,70,14.1,39.5,0.399305556,69.5,17.3,,30.5,30,22.9364251,21.90391721,44.84034231,3.234035938,3.789377678,7.023413616,196.3817097,46.30639204,2.357978863,14.1,15.66315789,30.75957726,66.42620145,#DIV/0!,17.07209755,36.86769105
1251,45840,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,17,45,3,2,101,0.2503,228.6065785,92.90657846,0.397916667,39.5,0.731944444,69,14.2,39.5,0.4,71,17.3,,29.5,31.5,22.05141834,23.23142735,45.28284569,3.131301404,4.019036931,7.150338335,198.0819887,40.64037837,2.051694787,14.2,15.79039088,31.27792027,76.96266996,#DIV/0!,17.35978689,42.71561336
1252,45840,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,17,45,3,3,102,0.2505,228.7892445,7.38924452,0.398611111,39,0.732638889,71,13.8,39.5,0.400694444,70,17,,32,30.5,24.26393523,22.34642059,46.61035582,3.348423062,3.798891501,7.147314562,,,,,,,,,,
1253,45840,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,17,45,3,1,103,0.25,224.2327399,-9.567260083,0.399305556,39,0.733333333,76.5,14.9,39.5,0.401388889,75,17.4,,37.5,35.5,29.13147239,26.77145437,55.90292676,4.340589386,4.658233061,8.998822447,,,,,,,,,,
1254,45840,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,17,45,3,2,104,0.2501,224.322433,142.922433,0.4,39.5,0.734027778,74.5,14.9,39.5,0.401388889,73.5,17.6,,35,34,26.9189555,25.44394424,52.36289974,4.010924369,4.478134186,8.489058555,233.4269428,63.71294707,2.729459861,14.9,16.21197183,37.84311021,59.39626395,#DIV/0!,21.00358089,32.96595411
1255,45840,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,17,45,3,3,105,0.5005,448.9139453,239.0139453,0.400694444,39.5,0.734722222,107,14.2,39.5,0.402777778,110,16.9,Error de pesaje ,67.5,70.5,55.68167507,57.74669084,113.4283659,7.90679786,9.759190751,17.66598861,252.6728499,53.24270894,2.107179658,14.2,15.57457737,39.3527285,73.91195768,#DIV/0!,21.84144516,41.02241527
1256,45840,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,17,45,3,1,106,0.5006,469.2170648,181.0170648,0.400694444,40,0.735416667,69,14.5,40,0.402777778,85.5,16.1,,29,45.5,21.60891496,35.62152193,57.23043689,3.133292669,5.735065031,8.868357701,121.9700671,38.57853399,3.162950952,14.5,15.49587629,18.90033071,48.99183239,#DIV/0!,10.49001054,27.19131459
1257,45840,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,17,45,3,2,107,0.5003,468.935872,158.535872,0.401388889,40,0.736111111,67.5,14.4,40,0.403472222,86.5,16,,27.5,46.5,20.28140483,36.50652869,56.78793352,2.920522295,5.84104459,8.761566885,121.0995723,33.80758041,2.791717575,14.4,15.42857143,18.683934,55.26551671,#DIV/0!,10.36990662,30.67331793
1258,45840,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,17,45,3,3,108,0.5001,468.7484102,39.04841016,0.401388889,40,0.736805556,68,14.5,40,0.404166667,86.5,16.3,,28,46.5,20.72390821,36.50652869,57.23043689,3.00496669,5.950564176,8.955530866,122.0920128,8.330355754,0.682301451,14.5,15.64819588,19.10519731,229.3443146,#DIV/0!,10.60371505,127.2900625
1259,45840,,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,,,,Blank 24 H,17,45,3,1,109,-,,0,0.402083333,39,0.736805556,43.5,,39.5,0.404166667,44,,,4.5,4.5,,,,,,,,,,,,,,,,
1260,45840,,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,,,,Blank 24 H,17,45,3,2,110,-,,0,0.402083333,39,0.7375,43,,39.5,0.404861111,43.5,,,4,4,,,,,,,,,,,,,,,,
1261,45845,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,18,46,1,1,111,,,0,0.343055556,39.5,0.675,44,-,39,0.341666667,44.5,,,4.5,5.5,,,,,,,,,,,,,,,,
1262,45845,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,18,46,1,2,112,,,0,0.343055556,39.5,0.675694444,44,-,39,0.341666667,44,,,4.5,5,,,,,,,,,,,,,,,,
1263,45845,Genetic bank,ABC-350,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0959,18,46,1,1,113,0.5,471.675,188.475,0.344444444,40.5,0.675694444,70,11.3,40,0.342361111,72.5,12.5,,29.5,32.5,21.90391721,24.22705995,46.13097716,2.475142645,3.028382494,5.503525139,97.8024639,39.95865797,4.085649418,11.3,11.93021583,11.66804503,29.20029255,-16.91430635,6.47596686,16.20666756
1264,45845,Genetic bank,ABC-350,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0959,18,46,1,2,114,0.5,471.675,176.975,0.344444444,40.5,0.676388889,70,12.7,39.5,0.343055556,72,14.4,,29.5,32.5,21.90391721,24.22705995,46.13097716,2.781797486,3.488696633,6.270494119,97.8024639,37.52053851,3.83635923,12.7,13.59280576,13.29409894,35.4315249,-21.66188588,7.378454915,19.66510932
1265,45845,Genetic bank,ABC-350,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0959,18,46,1,3,115,0.5,471.675,210.375,0.345138889,41,0.676388889,71,12.6,40,0.34375,73,14.6,,30,33,22.34642059,24.66956333,47.01598392,2.815648995,3.601756246,6.41740524,99.67877016,44.60168548,4.474542113,12.6,13.64941176,13.60556578,30.50460007,-7.873263591,7.551324399,16.9305808
1266,45845,Genetic bank,ABC-3187,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-0960,18,46,1,1,116,0.5004,470.57616,341.97616,0.345833333,41,0.677083333,92,13,40,0.344444444,89.5,16,,51,49.5,40.93156247,39.2721748,80.20373727,5.321103121,6.283547968,11.60465109,170.4373151,72.67179876,4.263843203,13,14.46896552,24.66051635,33.9340938,23.95101922,13.68701323,18.83400915
1267,45845,Genetic bank,ABC-3187,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-0960,18,46,1,2,117,0.5,470.2,352.2,0.345833333,41,0.677777778,92,12.3,40,0.344444444,91,15.9,,51,51,40.93156247,40.59968494,81.53124741,5.034582184,6.455349905,11.48993209,173.3969532,74.90429604,4.319816159,12.3,14.092673,24.43626561,32.62331655,30.16361777,13.56255018,18.1065051
1268,45845,Genetic bank,ABC-3187,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-0960,18,46,1,3,118,0.5,470.2,334.2,0.345833333,41.5,0.677777778,91.5,12.7,40,0.345138889,90.5,16.2,,50,50.5,40.04655571,40.15718156,80.20373727,5.085912576,6.505463412,11.59137599,170.573665,71.07613781,4.16688812,12.7,14.45241379,24.65201188,34.68394969,19.51061031,13.6822931,19.25019215
1269,45845,Genetic bank,ABC-4028,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-0961,18,46,1,1,119,0.5,472.575,149.475,0.347222222,47,0.678472222,74.5,11.6,44.5,0.345833333,75,15.4,Falla en la dispension del liquido,27.5,30.5,20.1339037,22.45704644,42.59095014,2.335532829,3.458385151,5.79391798,90.12527141,31.62990002,3.509548379,11.6,13.60363636,12.26031419,38.76178612,-4.5094772,6.804686494,21.51346192
1270,45845,Genetic bank,ABC-4028,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-0961,18,46,1,2,120,0.5,472.575,170.975,0.348611111,41.5,0.679166667,69.5,10.8,39.5,0.345833333,77,15.5,,28,37.5,20.57640708,28.65209373,49.22850081,2.222251965,4.441074528,6.663326492,104.1707683,36.17944242,3.473089718,10.8,13.53550562,14.10004019,38.97251933,2.444882936,7.82576625,21.63042249
1271,45845,Genetic bank,ABC-4028,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-0961,18,46,1,3,121,0.5005,473.047575,151.947575,0.348611111,42,0.679861111,69,11,40,0.346527778,68.5,15.2,,27,28.5,19.69140032,20.68703292,40.37843325,2.166054036,3.144429004,5.31048304,85.35808105,32.12099227,3.76308744,11,13.15178082,11.22610773,34.94944253,-3.758801177,6.230684015,19.39754527
1272,45845,Genetic bank,ABC-5277,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F25-0962,18,46,1,1,122,0.5004,457.51572,253.61572,0.349305556,39,0.679861111,90,12.7,39.5,0.347222222,91.5,16.6,,51,52,40.93156247,41.48469169,82.41625416,5.198308434,6.886458821,12.08476725,180.1386282,55.43322533,3.077253663,12.7,14.66308725,26.41388421,47.64991403,27.97870933,14.66016273,26.44652668
1273,45845,Genetic bank,ABC-5277,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F25-0962,18,46,1,2,123,0.5,457.15,262.25,0.349305556,40,0.680555556,88.5,13.1,39.5,0.347916667,91,16.4,,48.5,51.5,38.71904558,41.04218831,79.76123389,5.072194971,6.730918883,11.80311385,174.474973,57.36629115,3.287938102,13.1,14.79805825,25.81890814,45.00710717,31.10260367,14.32994071,24.97972315
