32_no,32_date,32_requisitioner,32_gene_bank_id,32_genus,32_species,32_tax_name,32_family,32_order,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibillity_in_24h,32_remarks
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks
102,45789,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,14,34,1,2,107,0.6082,1.0186,,0.4104,58.81706484,12.53515041,#DIV/0!,#DIV/0!,#DIV/0!,
103,45789,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,14,34,1,3,108,0.5928,0.8926,,0.2998,168.9484102,36.04244974,#DIV/0!,#DIV/0!,#DIV/0!,
104,45789,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,14,34,1,1,109,,,,,,,,,,
105,45789,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,14,34,1,2,110,,,,,,,,,,
106,45791,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,14,35,2,1,111,,,,,,,,,,
107,45791,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,14,35,2,2,112,,,,,,,,,,
108,45791,Genetic bank,ABC-32379-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3536,14,35,2,1,113,0.5577,0.774,,0.2163,248.77176,53.49104835,347.0598009,130.7598009,37.6764467,
109,45791,Genetic bank,ABC-32379-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3536,14,35,2,2,114,0.5649,0.7803,,0.2154,249.48588,53.66604811,346.921088,131.521088,37.91095224,
110,45791,Genetic bank,ABC-32379-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3536,14,35,2,3,115,0.5614,0.7827,,0.2213,243.95764,52.43495625,347.1985139,125.8985139,36.26124791,
111,45791,Genetic bank,ABC-32380-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3537,14,35,2,1,116,0.5574,0.8318,,0.2744,192.2866,41.20251149,365.2756018,90.87560182,24.87863995,
112,45791,Genetic bank,ABC-32380-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3537,14,35,2,2,117,0.5694,0.8344,,0.265,201.5,43.19399786,365.12955,100.12955,27.42302013,
113,45791,Genetic bank,ABC-32380-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3537,14,35,2,3,118,0.5677,0.8265,,0.2588,207.7,44.52304394,365.12955,106.32955,29.12104758,
114,45791,Genetic bank,ABC-33249-1,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F24-3538,14,35,2,1,119,0.5684,0.8151,,0.2467,219.41565,47.07322099,369.3500411,122.6500411,33.20699267,
115,45791,Genetic bank,ABC-33249-1,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F24-3538,14,35,2,2,120,0.5884,0.8432,,0.2548,210.94313,45.29173195,369.0548562,114.2548562,30.95877328,
116,45791,Genetic bank,ABC-33249-1,Desmodium,velutinum,Desmodium velutinum,Fabaceae,Fabales,Shrub,F24-3538,14,35,2,3,121,0.5837,0.8481,,0.2644,201.34313,43.23050992,369.0548562,104.6548562,28.35753397,
117,45791,Genetic bank,ABC-398,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F24-3612,14,35,2,1,122,0.5975,0.8816,,0.2841,175.00857,38.11921219,232.9057776,-51.19422244,-21.980658,
118,45791,Genetic bank,ABC-398,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F24-3612,14,35,2,2,123,0.559,0.8612,,0.3022,157.27571,34.22938505,233.0920277,-69.10797232,-29.64836378,
119,45791,Genetic bank,ABC-398,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F24-3612,14,35,2,3,124,0.5767,0.8644,,0.2877,171.59214,37.36012987,232.9989026,-54.70109738,-23.4769764,
120,45791,Genetic bank,ABC-438,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F24-3613,14,35,2,1,125,0.5826,0.8728,,0.2902,178.41237,38.07248409,282.0812161,-8.118783879,-2.87817246,
121,45791,Genetic bank,ABC-438,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F24-3613,14,35,2,2,126,0.6009,0.8972,,0.2963,172.406055,36.78340682,282.1376098,-14.16239019,-5.019674691,
122,45791,Genetic bank,ABC-438,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F24-3613,14,35,2,3,127,0.5993,0.9105,,0.3112,157.41237,33.59116833,282.0812161,-29.11878388,-10.3228369,
123,45791,Genetic bank,ABC-442,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F24-3614,14,35,2,1,128,0.6222,0.8828,,0.2606,209.1,44.5177773,259.83804,-0.76196,-0.293244207,
124,45791,Genetic bank,ABC-442,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F24-3614,14,35,2,2,129,0.6099,0.9133,,0.3034,166.39394,35.41849433,259.8900076,-43.50999239,-16.74169499,
125,45791,Genetic bank,ABC-442,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F24-3614,14,35,2,3,130,0.6075,0.858,,0.2505,219.57576,46.71071744,260.0459104,9.545910432,3.670855818,
126,45791,Genetic bank,ABC-466,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3615,14,35,2,1,131,0.5953,0.8005,,0.2052,258.97104,55.79215799,209.3179305,4.117930488,1.967309001,
127,45791,Genetic bank,ABC-466,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3615,14,35,2,2,132,0.58,0.7513,,0.1713,292.9638,63.10287384,209.3597606,38.05976061,18.17911928,
128,45791,Genetic bank,ABC-466,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3615,14,35,2,3,133,0.602,0.7872,,0.1852,278.78552,60.08496127,209.2342702,24.03427024,11.48677519,
129,45791,Genetic bank,ABC-715,Canavalia,ensiformis,Canavalia ensiformis,Fabaceae,Fabales,Climber,F24-3616,14,35,2,1,134,0.5878,0.81,,0.2222,230.99062,50.969859,189.1164457,-33.08355427,-17.49374791,
130,45791,Genetic bank,ABC-715,Canavalia,ensiformis,Canavalia ensiformis,Fabaceae,Fabales,Climber,F24-3616,14,35,2,2,135,0.6001,0.7818,,0.1817,271.58124,59.91451135,189.1542615,7.454261452,3.940837174,
131,45791,Genetic bank,ABC-715,Canavalia,ensiformis,Canavalia ensiformis,Fabaceae,Fabales,Climber,F24-3616,14,35,2,3,136,0.6213,0.852,,0.2307,222.4,49.0840874,189.07863,-41.62137,-22.01273089,
132,45791,Genetic bank,ABC-887,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F24-3617,14,35,2,1,137,0.6054,0.8369,,0.2315,229.67654,49.80230347,203.4941483,-28.00585172,-13.76248505,
133,45791,Genetic bank,ABC-887,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F24-3617,14,35,2,2,138,0.6119,0.8421,,0.2302,231.25308,50.11410478,203.6161716,-26.58382845,-13.0558532,
134,45791,Genetic bank,ABC-887,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F24-3617,14,35,2,3,139,0.5943,0.7888,,0.1945,266.49218,57.80839493,203.4127994,8.912799425,4.381631564,
135,45791,Genetic bank,ABC-923,Galactia,latisiliqua,Galactia latisiliqua,Fabaceae,Fabales,Climber,F24-3618,14,35,2,1,140,0.5836,0.7426,,0.159,305.589125,65.7762114,216.9863508,57.98635083,26.72350155,
136,45791,Genetic bank,ABC-923,Galactia,latisiliqua,Galactia latisiliqua,Fabaceae,Fabales,Climber,F24-3618,14,35,2,2,141,0.568,0.7458,,0.1778,286.88195,61.73726998,217.0297047,39.22970475,18.0757306,
137,45791,Genetic bank,ABC-923,Galactia,latisiliqua,Galactia latisiliqua,Fabaceae,Fabales,Climber,F24-3618,14,35,2,3,142,0.5864,0.7522,,0.1658,298.789125,64.31255252,216.9863508,51.18635083,23.58966388,
138,45791,Genetic bank,ABC-3813,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F24-3619,14,35,2,1,143,0.5669,0.9382,,0.3713,94.2931,20.2522546,255.8666881,-115.4333119,-45.11463088,
139,45791,Genetic bank,ABC-3813,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F24-3619,14,35,2,2,144,0.5737,0.9151,,0.3414,124.3793,26.70348382,255.9690143,-85.43098569,-33.37551848,
140,45791,Genetic bank,ABC-3813,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F24-3619,14,35,2,3,145,0.5566,0.901,,0.3444,121.5655,26.08894865,256.0713405,-88.32865948,-34.49377009,
141,45791,Genetic bank,ABC-5512,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3620,14,35,2,1,146,0.5713,0.7728,,0.2015,259.85,56.32383223,213.9971975,12.4971975,5.839888394,
142,45791,Genetic bank,ABC-5512,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3620,14,35,2,2,147,0.5854,0.7783,,0.1929,268.45,58.18792674,213.9971975,21.0971975,9.858632611,
143,45791,Genetic bank,ABC-5512,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3620,14,35,2,3,148,0.5723,0.7534,,0.1811,280.52681,60.7691763,214.1255958,33.02559582,15.42346943,
144,45791,Genetic bank,ABC-5568,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F24-3621,14,35,2,1,149,0.5571,0.8113,,0.2542,203.7,44.48569557,267.573865,13.373865,4.998195545,
145,45791,Genetic bank,ABC-5568,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F24-3621,14,35,2,2,150,0.6311,0.9149,,0.2838,174.1,38.02140205,267.573865,-16.226135,-6.064170355,
146,45791,Genetic bank,ABC-5568,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F24-3621,14,35,2,3,151,0.5621,0.7992,,0.2371,220.8,48.2201354,267.573865,30.473865,11.38895422,
147,45791,Genetic bank,ABC-5657,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3622,14,35,2,1,152,0.5669,0.793,,0.2261,233.075,50.75951435,247.9545,21.8545,8.813915456,
148,45791,Genetic bank,ABC-5657,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3622,14,35,2,2,153,0.5588,0.7801,,0.2213,238.24234,51.84339271,248.1528636,26.8528636,10.82109761,
149,45791,Genetic bank,ABC-5657,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3622,14,35,2,3,154,0.5743,0.7849,,0.2106,248.94234,54.17179623,248.1528636,37.5528636,15.13295598,
150,45791,Genetic bank,ABC-5744,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F24-3623,14,35,2,1,155,0.5795,0.8564,,0.2769,191.63657,40.90109124,266.644162,-10.25583801,-3.846263851,
151,45791,Genetic bank,ABC-5744,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F24-3623,14,35,2,2,156,0.5677,0.8621,,0.2944,173.575,37.09065655,266.3245725,-28.0754275,-10.5418089,
152,45791,Genetic bank,ABC-5744,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F24-3623,14,35,2,3,157,0.5792,0.9081,,0.3289,139.355785,29.7606115,266.4843672,-62.41563276,-23.42187401,
153,45791,Genetic bank,ABC-7131,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,F24-3624,14,35,2,1,158,0.5705,0.8971,,0.3266,134.81884,29.21832147,285.4567654,-41.14323463,-14.41312298,
154,45791,Genetic bank,ABC-7131,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,F24-3624,14,35,2,2,159,0.569,0.9601,,0.3911,69.95,15.17189025,285.2285825,-105.8714175,-37.11809545,
155,45791,Genetic bank,ABC-7131,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,F24-3624,14,35,2,3,160,0.5764,0.8968,,0.3204,141.38768,30.61746472,285.6849482,-34.71505177,-12.15151585,
156,45791,,BLANK 8H,,,BLANK 8H,,,,BLANK 8H,14,35,2,1,161,,,,,,,,,,
157,45791,,BLANK 8H,,,BLANK 8H,,,,BLANK 8H,14,35,2,2,162,,,,,,,,,,
158,45791,Genetic bank,ABC-7318,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3625,14,35,2,1,163,0.5663,0.7783,,0.212,250.05,54.11751975,190.6187275,-21.3812725,-11.21677433,
159,45791,Genetic bank,ABC-7318,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3625,14,35,2,2,164,0.5664,0.7585,,0.1921,270.13482,58.44103653,190.694975,-1.405025009,-0.736791837,
160,45791,Genetic bank,ABC-7318,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3625,14,35,2,3,165,0.585,0.7681,,0.1831,279.31964,60.40393094,190.7712225,7.671222482,4.021163351,
161,45791,Genetic bank,ABC-7395,Galactia,striata,Galactia striata,Fabaceae,Fabales,Climber,F24-3626,14,35,2,1,166,0.5497,0.7212,,0.1715,287.216725,62.61309199,220.0693488,48.56934882,22.07001978,
162,45791,Genetic bank,ABC-7395,Galactia,striata,Galactia striata,Fabaceae,Fabales,Climber,F24-3626,14,35,2,2,167,0.543,0.7469,,0.2039,255.000175,55.56767874,220.157359,16.25735896,7.384426772,
163,45791,Genetic bank,ABC-7395,Galactia,striata,Galactia striata,Fabaceae,Fabales,Climber,F24-3626,14,35,2,3,168,0.5488,0.7634,,0.2146,244.025,53.20795857,220.0253438,5.42534375,2.465781286,
164,45791,Genetic bank,ABC-7648,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24-3627,14,35,2,1,169,0.5451,0.7554,,0.2103,249.625,54.27515356,188.0633325,-22.2366675,-11.82403141,
165,45791,Genetic bank,ABC-7648,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24-3627,14,35,2,2,170,0.5624,0.7761,,0.2137,246.59294,53.57304416,188.2137832,-25.48621683,-13.54110013,
166,45791,Genetic bank,ABC-7648,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24-3627,14,35,2,3,171,0.566,0.7046,,0.1386,321.325,69.86465185,188.0633325,49.4633325,26.30142295,
167,45791,Genetic bank,ABC-7746,Crotalaria,paulina,Crotalaria paulina,Fabaceae,Fabales,Herbaceous,F24-3628,14,35,2,1,172,0.5447,0.7564,,0.2117,249.15236,54.06337943,198.4430262,-13.25697378,-6.680493659,
168,45791,Genetic bank,ABC-7746,Crotalaria,paulina,Crotalaria paulina,Fabaceae,Fabales,Herbaceous,F24-3628,14,35,2,2,173,0.5836,0.7379,,0.1543,306.09206,66.48508665,198.244821,43.94482104,22.1669453,
169,45791,Genetic bank,ABC-7746,Crotalaria,paulina,Crotalaria paulina,Fabaceae,Fabales,Herbaceous,F24-3628,14,35,2,3,174,0.5825,0.7725,,0.19,270.3,58.72257224,198.20518,8.20518,4.139740445,
170,45791,Genetic bank,ABC-7813,Indigofera,cryptantha,Indigofera cryptantha,Fabaceae,Fabales,Herbaceous,F24-3629,14,35,2,1,175,0.5674,0.76,,0.1926,258.1,57.26647437,138.342365,-54.257635,-39.21982612,
171,45791,Genetic bank,ABC-7813,Indigofera,cryptantha,Indigofera cryptantha,Fabaceae,Fabales,Herbaceous,F24-3629,14,35,2,2,176,0.594,0.7559,,0.1619,289.34084,64.12115535,138.5083758,-23.39162416,-16.888238,
172,45791,Genetic bank,ABC-7813,Indigofera,cryptantha,Indigofera cryptantha,Fabaceae,Fabales,Herbaceous,F24-3629,14,35,2,3,177,0.5876,0.6647,Perdida de muestra en el equipo FND,0.0771,373.87042,82.903535,138.4253704,61.32537042,44.30211762,Perdida de muestra en el equipo FND
173,45791,Genetic bank,ABC-7831,Tephrosia,rhodesica,Tephrosia rhodesica,Fabaceae,Fabales,Shrub,F24-3630,14,35,2,1,178,0.5888,0.8095,,0.2207,247.46219,52.85821779,243.280482,22.58048203,9.281666102,
174,45791,Genetic bank,ABC-7831,Tephrosia,rhodesica,Tephrosia rhodesica,Fabaceae,Fabales,Shrub,F24-3630,14,35,2,2,179,0.5891,0.8203,,0.2312,237.14938,50.63514336,243.3777553,12.17775532,5.003643534,
175,45791,Genetic bank,ABC-7831,Tephrosia,rhodesica,Tephrosia rhodesica,Fabaceae,Fabales,Shrub,F24-3630,14,35,2,3,180,0.6142,0.8195,,0.2053,263.04938,56.16520299,243.3777553,38.07775532,15.64553641,
176,45791,Genetic bank,ABC-7894,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24-3631,14,35,2,1,181,0.6097,0.8183,,0.2086,258.175,55.31037438,191.00433,-17.59567,-9.212183829,
177,45791,Genetic bank,ABC-7894,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24-3631,14,35,2,2,182,0.5714,0.7487,,0.1773,289.475,62.01596058,191.00433,13.70433,7.174879229,
178,45791,Genetic bank,ABC-7894,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24-3631,14,35,2,3,183,0.5782,0.7882,,0.21,257.33513,55.06436676,191.2335352,-18.7664648,-9.813375455,
179,45791,Genetic bank,ABC-7991,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24-3632,14,35,2,1,184,0.5831,0.8283,,0.2452,219.69296,47.25667603,181.8196367,-63.38036334,-34.85892091,
180,45791,Genetic bank,ABC-7991,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24-3632,14,35,2,2,185,0.5592,0.7978,,0.2386,226.47888,48.69687482,181.89235,-56.70765003,-31.17648985,
181,45791,Genetic bank,ABC-7991,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24-3632,14,35,2,3,186,0.5983,0.8346,,0.2363,228.68592,49.18125693,181.8559933,-54.44400669,-29.93797768,
182,45791,Genetic bank,ABC-8202,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24-3633,14,35,2,1,187,0.5799,0.8063,,0.2264,237.43093,51.18911108,213.2230785,-13.17692148,-6.179875823,
183,45791,Genetic bank,ABC-8202,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24-3633,14,35,2,2,188,0.6157,0.8259,,0.2102,253.075,54.62738115,212.9675175,2.7675175,1.299502165,
184,45791,Genetic bank,ABC-8202,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24-3633,14,35,2,3,189,0.581,0.7761,,0.1951,268.36031,57.90362286,213.0527045,17.95270451,8.426414745,
185,45791,Genetic bank,ABC-9189,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24-3634,14,35,2,1,190,0.5845,0.7649,,0.1804,280.725,60.8782868,181.7063063,1.30630625,0.718910795,
186,45791,Genetic bank,ABC-9189,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24-3634,14,35,2,2,191,0.5763,0.7356,,0.1593,302.286125,65.48856402,181.8880126,22.58801256,12.41863729,
187,45791,Genetic bank,ABC-9189,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24-3634,14,35,2,3,192,0.5731,0.7225,,0.1494,311.725,67.60097587,181.7063063,32.30630625,17.77940839,
188,45791,Genetic bank,ABC-9434,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24-3635,14,35,2,1,193,0.587,0.6578,Perdida de muestra en el equipo FND,0.0708,383.20653,84.40551064,216.4476132,145.6476132,67.29000659,Perdida de muestra en el equipo FND
189,45791,Genetic bank,ABC-9434,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24-3635,14,35,2,2,194,0.5781,0.742,,0.1639,290.28806,63.91362644,216.5341576,52.6341576,24.30755415,
190,45791,Genetic bank,ABC-9434,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24-3635,14,35,2,3,195,0.5858,0.7702,,0.1844,269.697295,59.39196246,216.4908854,32.09088539,14.82320391,
191,45791,Genetic bank,ABC-11162,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,F24-3636,14,35,2,1,196,0.5839,0.7634,,0.1795,277.866455,60.75357123,235.0634895,55.56348955,23.63765196,
192,45791,Genetic bank,ABC-11162,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,F24-3636,14,35,2,2,197,0.5715,0.7258,,0.1543,303.249365,66.27686283,235.1574961,80.85749614,34.38440087,
193,45791,Genetic bank,ABC-11162,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,F24-3636,14,35,2,3,198,0.5764,0.7355,,0.1591,298.175,65.20693237,235.0164863,75.91648625,32.3026216,
194,45791,Genetic bank,ABC-13301,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F24-3637,14,35,2,1,199,0.5652,0.8591,,0.2939,169.41285,36.56554097,272.0109742,-21.88902576,-8.047111271,
195,45791,Genetic bank,ABC-13301,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F24-3637,14,35,2,2,200,0.5905,0.9261,,0.3356,127.52771,27.53618651,271.9022785,-63.69772146,-23.42669646,
196,45791,Genetic bank,ABC-13301,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F24-3637,14,35,2,3,202,0.6304,0.9646,,0.3342,129.11285,27.86731471,272.0109742,-62.18902577,-22.86268999,
197,45791,Genetic bank,ABC-15401,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3638,14,35,2,1,203,0.5941,0.8209,,0.2268,239.51145,51.36297854,231.4770038,4.67700378,2.020504717,
198,45791,Genetic bank,ABC-15401,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3638,14,35,2,2,204,0.5948,0.8153,,0.2205,245.718225,52.70455161,231.4307269,10.93072689,4.723109605,
199,45791,Genetic bank,ABC-15401,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3638,14,35,2,3,205,0.6134,0.842,,0.2286,237.991125,51.00635487,231.6158345,3.01583445,1.302084746,
200,45791,LMF,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,14,35,2,1,206,0.597,0.7104,,0.1134,114.9325794,50.33560243,#DIV/0!,#DIV/0!,#DIV/0!,
201,45791,LMF,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,14,35,2,2,207,0.5655,0.6623,,0.0968,131.9892445,57.69031879,#DIV/0!,#DIV/0!,#DIV/0!,
202,45791,LMF,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,14,35,2,3,208,0.534,0.6622,,0.1282,100.6805776,43.98825738,#DIV/0!,#DIV/0!,#DIV/0!,
203,45791,LMF,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,14,35,2,1,209,0.5494,0.6504,,0.101,123.7708985,55.06535736,#DIV/0!,#DIV/0!,#DIV/0!,
204,45791,LMF,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,14,35,2,2,210,0.5435,0.6352,,0.0917,132.7121261,59.13768049,#DIV/0!,#DIV/0!,#DIV/0!,
205,45791,LMF,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,14,35,2,3,211,0.5742,0.7162,,0.142,82.32243301,36.69826147,#DIV/0!,#DIV/0!,#DIV/0!,
206,45791,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,14,35,2,1,212,0.5775,0.881,,0.3035,165.529603,35.29193081,#DIV/0!,#DIV/0!,#DIV/0!,
207,45791,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,14,35,2,2,213,0.5725,0.886,,0.3135,155.529603,33.15986922,#DIV/0!,#DIV/0!,#DIV/0!,
208,45791,LMF,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,14,35,2,3,214,0.6182,0.9767,,0.3585,110.6233339,23.58086369,#DIV/0!,#DIV/0!,#DIV/0!,
209,45791,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,14,35,2,1,216,,,,,,,,,,
210,45791,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,14,35,2,2,201,,,,,,,,,,
211,45796,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,14,36,3,1,1,,-,,,,,,,,
212,45796,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,14,36,3,2,3,,-,,,,,,,,
213,45796,Genetic bank,ABC-32379-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3536,14,36,3,1,4,0.5707,0.8294,,0.2587,206.55764,44.39639938,347.1985139,88.49851385,25.4893124,
214,45796,Genetic bank,ABC-32379-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3536,14,36,3,2,5,0.5821,0.8734,,0.2913,173.58588,37.3394606,346.921088,55.62108795,16.03277802,
215,45796,Genetic bank,ABC-32379-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3536,14,36,3,3,6,0.5797,0.8403,,0.2606,204.19294,43.93202272,346.8517315,86.25173147,24.86703212,
216,45796,Genetic bank,ABC-32380-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3537,14,36,3,1,7,0.5534,0.8682,,0.3148,151.7933,32.53225025,365.2025759,50.40257591,13.80126517,
217,45796,Genetic bank,ABC-32380-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3537,14,36,3,2,8,0.5852,0.8812,,0.296,170.6866,36.57413776,365.2756018,69.27560182,18.96529674,
