32_no,32_date,32_requisitioner,32_gene_bank_id,32_genus,32_species,32_tax_name,32_family,32_order,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibillity_in_24h,32_remarks
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks
1405,45847,Genetic bank,ABC-9900,Pueraria,phaseoloides,Pueraria phaseoloides,Fabaceae,Fabales,Climber,F25-0969,18,47,2,2,34,0.5429,0.856,,0.3131,150.875,32.51791584,257.2973363,-55.80266375,-21.68800679,
1406,45847,Genetic bank,ABC-9900,Pueraria,phaseoloides,Pueraria phaseoloides,Fabaceae,Fabales,Climber,F25-0969,18,47,2,3,35,0.5541,0.9496,,0.3955,68.66059,14.7924213,257.4002552,-138.0997448,-53.65175132,
1407,45847,Genetic bank,ABC-11998,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0970,18,47,2,1,36,0.5373,0.8527,,0.3154,157.81421,33.3494233,300.4910234,-14.90897665,-4.961538113,
1408,45847,Genetic bank,ABC-11998,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0970,18,47,2,2,37,0.5573,0.8353,,0.278,195.308815,41.26456318,300.5510975,22.55109752,7.503249102,
1409,45847,Genetic bank,ABC-11998,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0970,18,47,2,3,38,0.5445,0.9338,,0.3893,83.725,17.69991015,300.370875,-88.929125,-29.6064407,
1410,45847,Genetic bank,ABC-13149,Desmodium,strigillosum,Desmodium strigillosum,Fabaceae,Fabales,Herbaceous,F25-0971,18,47,2,1,39,0.5436,0.9556,,0.412,56.875,12.13009864,232.9136563,-179.0863438,-76.88958502,
1411,45847,Genetic bank,ABC-13149,Desmodium,strigillosum,Desmodium strigillosum,Fabaceae,Fabales,Herbaceous,F25-0971,18,47,2,2,40,0.5199,0.9483,,0.4284,40.568775,8.650634576,232.960239,-195.439761,-83.89404212,
1412,45847,Genetic bank,ABC-13149,Desmodium,strigillosum,Desmodium strigillosum,Fabaceae,Fabales,Herbaceous,F25-0971,18,47,2,3,41,0.5456,0.9636,,0.418,51.2501,10.92170252,233.0999872,-184.9000128,-79.32218919,
1413,45847,Genetic bank,ABC-13389,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0972,18,47,2,1,42,0.5575,0.9131,,0.3556,113.59382,24.21042545,268.0504294,-87.54957063,-32.66160433,
1414,45847,Genetic bank,ABC-13389,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0972,18,47,2,2,43,0.5373,1.0367,,0.4994,-30.20618,-6.43788957,268.0504294,-231.3495706,-86.3082261,
1415,45847,Genetic bank,ABC-13389,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0972,18,47,2,3,44,0.5541,0.9254,,0.3713,97.8,20.84843317,267.99683,-103.30317,-38.5464149,
1416,45847,Genetic bank,ABC-13651,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0973,18,47,2,1,45,0.5327,0.9983,,0.4656,9.625,2.02535641,264.2013388,-201.3986613,-76.2292357,
1417,45847,Genetic bank,ABC-13651,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0973,18,47,2,2,46,0.5311,0.8485,,0.3174,158.39527,33.2906357,264.5183804,-52.88161964,-19.99166167,
1418,45847,Genetic bank,ABC-13651,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0973,18,47,2,3,47,0.5278,0.9308,,0.403,72.510135,15.24891473,264.3598596,-138.6401404,-52.44371845,
1419,45847,Genetic bank,ABC-13946,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0974,18,47,2,1,48,0.5478,0.964,,0.4162,53.018825,11.29938148,285.4258112,-130.7741888,-45.81722591,
1420,45847,Genetic bank,ABC-13946,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0974,18,47,2,2,49,0.5314,1.073,,0.5416,-71.91205,-15.31060143,285.71118,-255.88882,-89.56206055,
1421,45847,Genetic bank,ABC-13946,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F25-0974,18,47,2,3,50,0.5112,1.0593,,0.5481,-78.975,-16.83453237,285.3687375,-262.7312625,-92.06728978,
1422,45847,0,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,0,0,0,BLANK 8H,18,47,2,1,51,-,-,,,,,,,,
1423,45847,0,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,0,0,0,BLANK 8H,18,47,2,2,52,-,-,,,,,,,,
1424,45847,Genetic bank,ABC-15160,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0975,18,47,2,1,53,0.5166,0.8171,,0.3005,172.175,36.42566245,292.396755,-8.103245,-2.771318375,
1425,45847,Genetic bank,ABC-15160,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0975,18,47,2,2,54,0.4821,0.8757,,0.3936,79.169535,16.74590453,292.4552344,-101.1447656,-34.58470007,
1426,45847,Genetic bank,ABC-15160,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F25-0975,18,47,2,3,55,0.4949,0.9214,,0.4265,46.269535,9.786911291,292.4552344,-134.0447656,-45.83428501,
1427,45847,Genetic bank,ABC-17000,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F25-0976,18,47,2,1,56,0.509,0.7524,,0.2434,229.758725,48.55848849,230.8777999,-12.52220014,-5.423735042,
1428,45847,Genetic bank,ABC-17000,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F25-0976,18,47,2,2,57,0.507,0.7558,,0.2488,224.169575,47.39619351,230.7855041,-18.01449588,-7.805731104,
1429,45847,Genetic bank,ABC-17000,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F25-0976,18,47,2,3,58,0.519,0.9333,,0.4143,58.858725,12.43953073,230.8777999,-183.4222001,-79.44557694,
1430,45847,Genetic bank,ABC-17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F25-0977,18,47,2,1,59,0.5585,0.7573,,0.1988,275.47912,58.08375456,189.1187991,-9.6812009,-5.119110816,
1431,45847,Genetic bank,ABC-17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F25-0977,18,47,2,2,60,0.577,0.9061,,0.3291,144.98956,30.58273631,189.0432121,-140.056788,-74.08718167,
1432,45847,Genetic bank,ABC-17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F25-0977,18,47,2,3,61,0.5579,0.7508,,0.1929,281.09478,59.30334929,189.0054185,-3.894581475,-2.060566044,
1433,45847,Genetic bank,ABC-18700,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0978,18,47,2,1,62,0.541,0.8733,,0.3323,137.6695,29.29328393,254.3474934,-77.9525066,-30.64803414,
1434,45847,Genetic bank,ABC-18700,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0978,18,47,2,2,63,0.5496,0.9612,,0.4116,58.1817,12.38483747,254.245856,-157.354144,-61.89054422,
1435,45847,Genetic bank,ABC-18700,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F25-0978,18,47,2,3,64,0.5556,0.8643,,0.3087,161.2695,34.31488639,254.3474934,-54.3525066,-21.36938952,
1436,45847,Genetic bank,ABC-18873,Alysicarpus,ferrugineus,Alysicarpus ferrugineus,Fabaceae,Fabales,Herbaceous,F25-0979,18,47,2,1,65,0.5443,0.8433,,0.299,176.38506,37.1036187,246.1543841,-52.84561593,-21.46848456,
1437,45847,Genetic bank,ABC-18873,Alysicarpus,ferrugineus,Alysicarpus ferrugineus,Fabaceae,Fabales,Herbaceous,F25-0979,18,47,2,2,66,0.554,0.9252,,0.3712,103.9,21.86908019,246.00678,-125.19322,-50.89015026,
1438,45847,Genetic bank,ABC-18873,Alysicarpus,ferrugineus,Alysicarpus ferrugineus,Fabaceae,Fabales,Herbaceous,F25-0979,18,47,2,3,67,0.5601,0.894,,0.3339,141.39004,29.74815967,246.1051827,-87.79481729,-35.67369704,
1439,45847,Genetic bank,ABC-19867,Uraria,lagopodioides,Uraria lagopodioides,Fabaceae,Fabales,Herbaceous,F25-0980,18,47,2,1,68,0.5647,0.9596,,0.3949,84.6,17.64337852,212.346575,-182.553425,-85.96956414,
1440,45847,Genetic bank,ABC-19867,Uraria,lagopodioides,Uraria lagopodioides,Fabaceae,Fabales,Herbaceous,F25-0980,18,47,2,2,69,0.5354,0.757,,0.2216,258.1877,53.81290517,212.4739829,-9.126017055,-4.295122127,
1441,45847,Genetic bank,ABC-19867,Uraria,lagopodioides,Uraria lagopodioides,Fabaceae,Fabales,Herbaceous,F25-0980,18,47,2,3,70,0.5419,0.9462,,0.4043,75.3918,15.71671644,212.4315136,-191.8684864,-90.32016159,
1442,45847,Genetic bank,ABC-20207,Aeschynomene,sensitiva,Aeschynomene sensitiva,Fabaceae,Fabales,Herbaceous,F25-0981,18,47,2,1,71,0.5268,0.7883,,0.2615,192.47222,42.39735638,240.1513044,-21.34869562,-8.889685474,
1443,45847,Genetic bank,ABC-20207,Aeschynomene,sensitiva,Aeschynomene sensitiva,Fabaceae,Fabales,Herbaceous,F25-0981,18,47,2,2,72,0.5209,0.7627,,0.2418,212.26296,46.74747308,240.1993058,-1.60069416,-0.666402492,
1444,45847,Genetic bank,ABC-20207,Aeschynomene,sensitiva,Aeschynomene sensitiva,Fabaceae,Fabales,Herbaceous,F25-0981,18,47,2,3,73,0.5384,0.7698,,0.2314,222.3,48.99713467,240.0073,8.6073,3.586265918,
1445,45847,Genetic bank,ABC-20709,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-0982,18,47,2,1,74,0.5336,0.9373,,0.4037,66.256805,14.09848826,229.45641,-174.24359,-75.93755604,
1446,45847,Genetic bank,ABC-20709,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-0982,18,47,2,2,75,0.5462,0.8175,,0.2713,198.56287,42.25974911,229.4105463,-41.88945372,-18.25960245,
1447,45847,Genetic bank,ABC-20709,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-0982,18,47,2,3,76,0.554,0.8202,,0.2662,203.85074,43.36781599,229.5022738,-36.69772619,-15.99013621,
1448,45847,Genetic bank,ABC-18437,Flemingia,macrophylla,Flemingia macrophylla,Fabaceae,Fabales,Shrub,F25-0983,18,47,2,1,77,0.5415,0.9335,,0.392,86.54134,18.08440207,311.410777,-80.589223,-25.8787521,
1449,45847,Genetic bank,ABC-18437,Flemingia,macrophylla,Flemingia macrophylla,Fabaceae,Fabales,Shrub,F25-0983,18,47,2,2,78,0.5217,0.8711,,0.3494,129.04567,26.97185451,311.3485198,-38.05148025,-12.22150671,
1450,45847,Genetic bank,ABC-18437,Flemingia,macrophylla,Flemingia macrophylla,Fabaceae,Fabales,Shrub,F25-0983,18,47,2,3,79,0.5413,1.1112,,0.5699,-91.45433,-19.11488299,311.3485198,-258.5514802,-83.0424633,
1451,45847,Genetic bank,ABC-25522,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0984,18,47,2,1,80,0.525,0.8165,,0.2915,185.025,38.82797335,241.3599125,-50.1400875,-20.77399141,
1452,45847,Genetic bank,ABC-25522,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0984,18,47,2,2,81,0.5351,0.9148,,0.3797,96.920305,20.33490894,241.4081845,-138.2918155,-57.285471,
1453,45847,Genetic bank,ABC-25522,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-0984,18,47,2,3,82,0.5381,0.8671,,0.329,147.525,30.95850165,241.3599125,-87.6400875,-36.31095429,
1454,45847,Genetic bank,ABC-25704,Centrosema molle,acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F25-0985,18,47,2,1,83,0.5518,0.9541,,0.4023,76.520745,15.9810839,280.7804849,-121.5195151,-43.27918843,
1455,45847,Genetic bank,ABC-25704,Centrosema molle,acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F25-0985,18,47,2,2,84,0.5442,0.8754,,0.3312,147.525,30.81623061,280.72434,-50.47566,-17.98050714,
1456,45847,Genetic bank,ABC-25704,Centrosema molle,acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F25-0985,18,47,2,3,85,0.5379,0.8912,,0.3533,125.425,26.19980156,280.72434,-72.57566,-25.85299871,
1457,45847,Genetic bank,ABC-33729,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Shrub,F25-0986,18,47,2,1,86,0.5602,0.8346,,0.2744,196.44415,41.72169284,188.6672509,-85.7327491,-45.44124573,
1458,45847,Genetic bank,ABC-33729,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Shrub,F25-0986,18,47,2,2,87,0.5427,0.7618,,0.2191,251.93245,53.48515798,188.7427027,-30.35729729,-16.08395813,
1459,45847,Genetic bank,ABC-33729,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Shrub,F25-0986,18,47,2,3,88,0.5381,0.8929,,0.3548,116.23245,24.67610246,188.7427027,-166.0572973,-87.98077748,
1460,45847,Genetic bank,ABC-33827,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F25-0987,18,47,2,1,89,0.55,0.87,,0.32,149.49388,31.84149706,230.5214951,-89.47850492,-38.81568827,
1461,45847,Genetic bank,ABC-33827,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F25-0987,18,47,2,2,90,0.5594,1.0066,,0.4472,22.48164,4.786569899,230.6136852,-216.5863148,-93.91737292,
1462,45847,Genetic bank,ABC-33827,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F25-0987,18,47,2,3,91,0.5661,0.8938,,0.3277,141.79388,30.20143308,230.5214951,-97.17850492,-42.15594077,
1463,45847,Genetic bank,ABC-8512,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-0988,18,47,2,1,92,0.5436,0.9203,,0.3767,88.253805,18.98119857,234.4529562,-142.2470438,-60.67189177,
1464,45847,Genetic bank,ABC-8512,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-0988,18,47,2,2,93,0.5361,0.8042,,0.2681,196.76087,42.32682996,234.4060937,-33.6939063,-14.37415972,
1465,45847,Genetic bank,ABC-8512,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-0988,18,47,2,3,94,0.5577,0.8519,,0.2942,170.567935,36.69959181,234.3592312,-59.84076878,-25.53377926,
1466,45847,Genetic bank,ABC-11833,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0989,18,47,2,1,95,0.5605,0.8071,,0.2466,228.43994,48.08857546,308.752209,62.152209,20.1301261,
1467,45847,Genetic bank,ABC-11833,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0989,18,47,2,2,96,0.5497,0.8859,,0.3362,138.74497,29.21285175,308.6904833,-27.50951675,-8.911682815,
1468,45847,Genetic bank,ABC-11833,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-0989,18,47,2,3,97,0.528,0.8645,,0.3365,138.72988,29.19216275,308.8756605,-27.62433949,-8.943514503,
1469,45847,LMF-invivo,Muestra # 02,Cynodon,nlemfuensis,Cynodon nlemfuensis,Poaceae,Poales,Grasses,F25-2131,18,47,2,1,98,0.5403,1.0404,,0.5001,-39.04065,-8.467597501,358.6350154,-141.4649846,-39.44539114,
1470,45847,LMF-invivo,Muestra # 02,Cynodon,nlemfuensis,Cynodon nlemfuensis,Poaceae,Poales,Grasses,F25-2131,18,47,2,2,99,0.5568,0.9449,,0.3881,72.775,15.79061568,358.4916188,-29.60838125,-8.25915578,
1471,45847,LMF-invivo,Muestra # 02,Cynodon,nlemfuensis,Cynodon nlemfuensis,Poaceae,Poales,Grasses,F25-2131,18,47,2,3,100,0.5442,1.0359,,0.4917,-30.732825,-6.667031118,358.5633171,-133.1366829,-37.13059217,
1472,45847,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,18,47,2,1,101,0.5458,0.6862,,0.1404,87.93257936,38.51074586,#DIV/0!,#DIV/0!,#DIV/0!,
1473,45847,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,18,47,2,2,102,0.5543,0.7171,,0.1628,65.80657846,28.78595135,#DIV/0!,#DIV/0!,#DIV/0!,
1474,45847,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,18,47,2,3,103,0.535,0.8483,,0.3133,-84.60208851,-36.99294321,#DIV/0!,#DIV/0!,#DIV/0!,
1475,45847,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,18,47,2,1,104,0.5376,0.6458,,0.1082,116.122433,51.76585839,#DIV/0!,#DIV/0!,#DIV/0!,
1476,45847,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,18,47,2,2,105,0.5737,0.8434,,0.2697,-45.1084877,-20.08468051,#DIV/0!,#DIV/0!,#DIV/0!,
1477,45847,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,18,47,2,3,106,0.5638,0.6759,,0.1121,112.3121261,50.04726262,#DIV/0!,#DIV/0!,#DIV/0!,
1478,45847,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,18,47,2,1,107,0.5514,0.9859,,0.4345,34.24841016,7.306352281,#DIV/0!,#DIV/0!,#DIV/0!,
1479,45847,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,18,47,2,2,108,0.5544,0.8679,,0.3135,155.2484102,33.11977316,#DIV/0!,#DIV/0!,#DIV/0!,
1480,45847,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,18,47,2,3,109,0.5403,1.0705,,0.5302,-61.26412797,-13.06450021,#DIV/0!,#DIV/0!,#DIV/0!,
1481,45847,0,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,0,0,0,BLANK 24 H,18,47,2,1,110,-,-,,,,,,,,
1482,45847,0,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,0,0,0,BLANK 24 H,18,47,2,2,222,-,-,,,,,,,,
1483,45852,0,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,0,0,0,BLANK 24 H,18,48,3,1,1,-,-,,,,,,,,
1484,45852,0,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,0,0,0,BLANK 24 H,18,48,3,2,2,-,-,,,,,,,,
1485,45852,Genetic bank,ABC-350,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0959,18,48,3,1,3,0.5386,0.7889,,0.2503,221.846675,46.98681294,242.4709249,-7.829075054,-3.228871691,
1486,45852,Genetic bank,ABC-350,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0959,18,48,3,2,4,0.5642,0.8201,,0.2559,215.775,45.74654158,242.2286963,-13.67130375,-5.643965377,
1487,45852,Genetic bank,ABC-350,Desmodium,heterocarpon,Desmodium heterocarpon,Fabaceae,Fabales,Herbaceous,F25-0959,18,48,3,3,5,0.528,-,,,,,,,,
1488,45852,Genetic bank,ABC-3187,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-0960,18,48,3,1,6,0.5183,0.6521,,0.1338,336.96424,71.57813006,169.1691296,35.36912964,20.90755549,
1489,45852,Genetic bank,ABC-3187,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-0960,18,48,3,2,7,0.5287,0.6707,,0.142,328.2,69.80008507,168.96637,26.96637,15.95960782,
1490,45852,Genetic bank,ABC-3187,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-0960,18,48,3,3,8,0.5123,0.6447,,0.1324,338.08212,71.85865427,169.0677498,36.66774982,21.68819888,
1491,45852,Genetic bank,ABC-4028,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-0961,18,48,3,1,9,0.5441,0.8424,,0.2983,174.275,36.87774427,309.158565,10.858565,3.512296352,
1492,45852,Genetic bank,ABC-4028,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-0961,18,48,3,2,10,0.5544,0.8583,,0.3039,168.769515,35.70560606,309.2203967,5.320396713,1.720584014,
1493,45852,Genetic bank,ABC-4028,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-0961,18,48,3,3,11,0.5478,0.8379,,0.2901,183.04209,38.68649479,309.5295553,19.42955528,6.277124412,
1494,45852,Genetic bank,ABC-5277,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F25-0962,18,48,3,1,12,0.5459,0.7267,,0.1808,276.71572,60.48223217,283.1107275,102.3107275,36.13806104,
1495,45852,Genetic bank,ABC-5277,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F25-0962,18,48,3,2,13,0.5299,0.7145,,0.1846,273.09858,59.66777961,283.2238813,98.6238813,34.82188043,
1496,45852,Genetic bank,ABC-5277,Centrosema,acutifolium,Centrosema acutifolium,Fabaceae,Fabales,Climber,F25-0962,18,48,3,3,14,0.5357,0.7177,,0.182,275.33286,60.20404044,282.9975738,100.9975738,35.68849458,
1497,45852,Genetic bank,ABC-7227,Galactia,texana,Galactia texana,Fabaceae,Fabales,Climber,F25-0963,18,48,3,1,15,0.5463,0.7694,,0.2231,242.404135,52.07346547,194.4410772,-28.65892281,-14.73912983,
1498,45852,Genetic bank,ABC-7227,Galactia,texana,Galactia texana,Fabaceae,Fabales,Climber,F25-0963,18,48,3,2,16,0.5294,0.7355,,0.2061,259.49718,55.73426798,194.4799421,-11.62005791,-5.974939004,
1499,45852,Genetic bank,ABC-7227,Galactia,texana,Galactia texana,Fabaceae,Fabales,Climber,F25-0963,18,48,3,3,17,0.5301,0.7164,,0.1863,278.925,59.95486055,194.3244825,8.0244825,4.129424351,
1500,45852,Genetic bank,ABC-8013,Crotalaria,paulina,Crotalaria paulina,Fabaceae,Fabales,Herbaceous,F25-0964,18,48,3,1,18,0.5538,0.6698,,0.116,352.675,75.24937323,286.1260875,170.1260875,59.45843281,
1501,45852,Genetic bank,ABC-8013,Crotalaria,paulina,Crotalaria paulina,Fabaceae,Fabales,Herbaceous,F25-0964,18,48,3,2,19,0.536,0.6638,,0.1278,340.968735,72.73708964,286.1833127,158.3833127,55.34330818,
1502,45852,Genetic bank,ABC-8013,Crotalaria,paulina,Crotalaria paulina,Fabaceae,Fabales,Herbaceous,F25-0964,18,48,3,3,20,0.5307,0.6366,,0.1059,363.056205,77.41793394,286.2977632,180.3977632,63.01053881,
1503,45852,Genetic bank,ABC-8156,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F25-0965,18,48,3,1,21,0.5458,0.7277,,0.1819,288.93233,61.36628935,276.543369,94.64336903,34.22369857,
1504,45852,Genetic bank,ABC-8156,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F25-0965,18,48,3,2,22,0.555,0.7522,,0.1972,273.44411,58.09997495,276.432818,79.23281801,28.66259461,
1505,45852,Genetic bank,ABC-8156,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F25-0965,18,48,3,3,23,0.5334,0.7244,,0.191,279.55,59.409202,276.3775425,85.3775425,30.89163531,
1506,45852,Genetic bank,ABC-9323,Crotalaria,vitellina,Crotalaria vitellina,Fabaceae,Fabales,Herbaceous,F25-0966,18,48,3,1,24,0.5593,0.6886,,0.1293,333.162,72.04094607,210.1658559,80.8658559,38.47716155,
1507,45852,Genetic bank,ABC-9323,Crotalaria,vitellina,Crotalaria vitellina,Fabaceae,Fabales,Herbaceous,F25-0966,18,48,3,2,25,0.5783,0.7177,,0.1394,322.9696,69.85095906,210.1238647,70.72386472,33.65817815,
1508,45852,Genetic bank,ABC-9323,Crotalaria,vitellina,Crotalaria vitellina,Fabaceae,Fabales,Herbaceous,F25-0966,18,48,3,3,26,0.5629,0.6942,,0.1313,331.162,71.6084781,210.1658559,78.8658559,37.52553219,
1509,45852,Genetic bank,ABC-9537,Crotalaria,sagittalis,Crotalaria sagittalis,Fabaceae,Fabales,Herbaceous,F25-0967,18,48,3,1,27,0.59,0.7333,,0.1433,315.69178,68.77939731,231.6990505,88.39905054,38.15253033,
1510,45852,Genetic bank,ABC-9537,Crotalaria,sagittalis,Crotalaria sagittalis,Fabaceae,Fabales,Herbaceous,F25-0967,18,48,3,2,28,0.5648,0.7128,,0.148,311.17534,67.76830393,231.7917116,83.79171163,36.14957198,
1511,45852,Genetic bank,ABC-9537,Crotalaria,sagittalis,Crotalaria sagittalis,Fabaceae,Fabales,Herbaceous,F25-0967,18,48,3,3,29,0.5447,0.6835,,0.1388,320.19178,69.75980703,231.6990505,92.89905054,40.09470489,
1512,45852,Genetic bank,ABC-9690,Aeschynomene,histrix,Aeschynomene histrix,Fabaceae,Fabales,Herbaceous,F25-0968,18,48,3,1,30,0.5791,0.7348,,0.1557,313.38756,66.80790256,234.4968712,78.79687124,33.60252562,
1513,45852,Genetic bank,ABC-9690,Aeschynomene,histrix,Aeschynomene histrix,Fabaceae,Fabales,Herbaceous,F25-0968,18,48,3,2,31,0.5325,0.6659,,0.1334,336.06268,71.58453575,234.6843937,101.2843937,43.15770304,
1514,45852,Genetic bank,ABC-9690,Aeschynomene,histrix,Aeschynomene histrix,Fabaceae,Fabales,Herbaceous,F25-0968,18,48,3,3,32,0.5473,0.7229,,0.1756,293.39378,62.55813883,234.4499906,58.84999062,25.10129792,
1515,45852,Genetic bank,ABC-9900,Pueraria,phaseoloides,Pueraria phaseoloides,Fabaceae,Fabales,Climber,F25-0969,18,48,3,1,33,0.5418,0.7775,,0.2357,228.46059,49.22016107,257.4002552,21.70025518,8.430549212,
