"id_lab","net_gas_8h_ml","net_gas_8h_ml_SE","net_gas_24h_ml","net_gas_24h_ml_SE","ch4_8h_ml","ch4_8h_ml_SE","ch4_24h_ml","ch4_24h_ml_SE","ch4_percentage_in_gas_8h","ch4_percentage_in_gas_8h_SE","ch4_percentage_in_gas_24h","ch4_percentage_in_gas_24h_SE","gas_ml_g_dm_incubated_24h","gas_ml_g_dm_incubated_24h_SE","ch4_ml_g_ndf_digested_24h","ch4_ml_g_ndf_digested_24h_SE","methane_intensity","methane_intensity_SE","tddm","tddm_SE"
"F25-2153",37.0280089498846,1.04933318232562,84.0593318983495,2.12642513802207,4.74948281362906,0.149119663687967,11.9023341154992,0.360538762437008,13.0059980579244,0.19626619962623,15.1818012854335,0.180870106832593,157.316791159942,4.89986991013335,22.6080773633282,10.7383968664467,74.7971178864719,35.3748687064395,47.2081948427484,5.6333228431403
"F25-2154",33.930485303218,1.04933318232562,84.5018352772384,2.12642513802207,4.33617646418462,0.149119663687967,11.8259940888325,0.360538762437008,12.9393313912578,0.19626619962623,14.7595790632112,0.180870106832593,155.680188848831,4.89986991013335,10.3483450434393,10.7383968664467,129.265009042027,35.3748687064395,34.3247609183039,5.6333228431403
"F25-2155",33.7338171365513,1.04933318232562,78.1101198172384,2.12642513802207,4.55940302951795,0.149119663687967,11.4179895854992,0.360538762437008,13.6837758357022,0.19626619962623,15.4262457298779,0.180870106832593,144.602371859942,4.89986991013335,4.18925587577265,10.7383968664467,116.470021982027,35.3748687064395,35.737252773415,5.6333228431403
"F25-2156",31.2262979943291,1.04933318232562,84.6001693616828,2.12642513802207,3.87696448618462,0.149119663687967,11.7683785099437,0.360538762437008,12.5504425023689,0.19626619962623,14.7595790632112,0.180870106832593,160.146923604387,4.89986991013335,12.056792060106,10.7383968664467,90.1856838453608,35.3748687064395,36.9406951583039,5.6333228431403
"F25-2157",35.5646841710964,1.0726682475114,88.1880268872998,2.18400637279185,4.49683853887715,0.151964905393191,12.4038949317593,0.368406681663528,12.8108277363359,0.200910674111279,14.9835338415426,0.182490659634507,168.403032552308,5.02385139520857,9.89282285234167,10.8621325668549,96.2230318472451,36.2149431812587,38.3943207771236,5.76319765051871
"F25-2158",30.0954560265513,1.04933318232562,83.6659955639051,2.12642513802207,3.79860041596239,0.149119663687967,11.6591129543881,0.360538762437008,12.7504425023689,0.19626619962623,14.6484679521001,0.180870106832593,159.115659326609,4.89986991013335,10.8913049172171,10.7383968664467,113.798720449805,35.3748687064395,34.4154346361928,5.6333228431403
"F25-2159",33.2913137587735,1.04933318232562,89.4677065216829,2.12642513802207,4.22037169129573,0.149119663687967,12.5401535699436,0.360538762437008,12.8282202801466,0.19626619962623,14.7818012854335,0.180870106832593,171.826047582164,4.89986991013335,6.81758502243933,10.7383968664467,108.544848840916,35.3748687064395,33.4225268149706,5.6333228431403
"F25-2160",29.2104492721069,1.04933318232562,75.5042665905717,2.12642513802207,3.83175539118462,0.149119663687967,10.6951849003881,0.360538762437008,13.2504425023689,0.19626619962623,14.7929123965446,0.180870106832593,143.119590282164,4.89986991013335,2.10577840743933,10.7383968664467,97.0740450831385,35.3748687064395,33.458311639415,5.6333228431403
"F25-2161",27.6862709698846,1.04933318232562,77.0284448939051,2.12642513802207,3.52219969462906,0.149119663687967,10.7500307360548,0.360538762437008,12.8282202801466,0.19626619962623,14.6262457298779,0.180870106832593,144.273271615498,4.89986991013335,2.51053487388377,10.7383968664467,110.531412892027,35.3748687064395,28.8214990183039,5.6333228431403
"F25-2162",26.3587608343291,1.04933318232562,75.5042665927939,2.12642513802207,3.48740581774017,0.149119663687967,10.7694189404992,0.360538762437008,13.3393313912578,0.19626619962623,14.7818012854335,0.180870106832593,140.251179471053,4.89986991013335,0.190559351772652,10.7383968664467,113.809949772027,35.3748687064395,27.2467277530817,5.6333228431403
"F25-2163",32.1604717921069,1.04933318232562,82.190984302794,2.12642513802207,4.21652027296239,0.149119663687967,11.5882386643881,0.360538762437008,13.2726647245911,0.19626619962623,14.7040235076557,0.180870106832593,152.325277659942,4.89986991013335,-1.69347546478289,10.7383968664467,109.870822448694,35.3748687064395,27.0529106627484,5.6333228431403
"F25-2164",28.767945893218,1.04933318232562,74.7667609605717,2.12642513802207,3.79163508485128,0.149119663687967,10.5118164187214,0.360538762437008,13.2948869468133,0.19626619962623,14.5929123965446,0.180870106832593,139.496689548831,4.89986991013335,3.3917696982171,10.7383968664467,94.8752465664719,35.3748687064395,35.4477447638595,5.6333228431403
"F25-2165",31.3246320787735,1.04933318232562,81.0601423350162,2.12642513802207,4.24362770207351,0.149119663687967,11.7143193477214,0.360538762437008,13.7171091690355,0.19626619962623,15.0040235076557,0.180870106832593,151.308759915498,4.89986991013335,4.47467514277267,10.7383968664467,131.47003510425,35.3748687064395,29.5205432438595,5.6333228431403
"F25-2166",26.2604267543291,1.04933318232562,71.4725691450162,2.12642513802207,3.47608920385128,0.149119663687967,10.057275309277,0.360538762437008,13.3393313912578,0.19626619962623,14.537356840989,0.180870106832593,133.83754233772,4.89986991013335,-4.53817819111622,10.7383968664467,174.599374322027,35.3748687064395,22.4771833325261,5.6333228431403
"F25-2167",28.1779413909958,1.04933318232562,70.2925601372384,2.12642513802207,3.68835971307351,0.149119663687967,9.85295347205476,0.360538762437008,13.1948869468133,0.19626619962623,14.6040235076557,0.180870106832593,132.909934315498,4.89986991013335,-7.33424681333845,10.7383968664467,140.781859643139,35.3748687064395,22.2327215827484,5.6333228431403
"F25-2168",30.8821287021069,1.04933318232562,74.7667609639051,2.12642513802207,4.09078375740684,0.149119663687967,10.5163561749436,0.360538762437008,13.3948869468133,0.19626619962623,14.6262457298779,0.180870106832593,141.681005859942,4.89986991013335,-4.90352996100511,10.7383968664467,121.205599680916,35.3748687064395,28.0219456189706,5.6333228431403
"F25-2169",28.8171129365513,1.04933318232562,70.0467249294606,2.12642513802207,3.81046606185128,0.149119663687967,9.88705081438809,0.360538762437008,13.3393313912578,0.19626619962623,14.7262457298779,0.180870106832593,133.695284648831,4.89986991013335,-6.16658854200511,10.7383968664467,103.792019073139,35.3748687064395,26.9620219249706,5.6333228431403
