CH4_Decrease_Pct,Benchmark_vs_Control,CH4_Category,TDDM_Category,Z_Score_CH4,Z_Score_TDDM,Composite_Score,Overall_Rank,CH4_8h_Reduction_Pct,CH4_24h_Reduction_Pct,Accession_ID,CH4_Intensity,TDDM,CH4_8h,CH4_24h,category,functional_group
44.19327483,-0.489774775,Low,Not High,0.475634346,0.572093313,0.475634346,34,-2.92398065,-8.56829789,CIAT-18931,42.05291578,49.75445109,14.05555556,16.35258888,Category_2,Shrub_Trees
44.17587864,-0.52109965,Low,Not High,0.474708317,1.087622735,0.474708317,35,-9.270281433,-5.424098633,CIAT-21709,42.0660246,57.17226382,14.92222222,15.87900866,Category_2,Shrub_Trees
43.70256485,-1.37338397,Low,Not High,0.449513017,0.26964916,0.449513017,36,7.490461661,2.643898733,CIAT-21687,42.42268816,45.40266437,12.63333333,14.66380453,Category_2,Shrub_Trees
43.6383162,-1.489074898,Low,Not High,0.446092952,0.610376056,0.446092952,37,-4.225785939,-5.973039906,CIAT-18016,42.47110245,50.30529106,14.23333333,15.96169036,Category_2,Shrub_Trees
43.47111302,-1.790153486,Low,Not High,0.437192442,0.185416164,0.437192442,38,9.199081103,13.52448923,CIAT-20207,42.59709768,44.19065869,12.4,13.0249668,Category_2,Shrub_Trees
42.95733103,-2.715307871,Low,Not High,0.409842952,0.15386302,0.409842952,39,-4.256297,1.463172907,CIAT-33729,42.98425587,43.73664908,14.2375,14.8416458,Category_2,Shrub_Trees
42.9479919,-2.732124616,Low,Not High,0.409345814,-0.835221727,0.409345814,40,14.41647261,11.88932931,CIAT-13547,42.99129333,29.50497748,11.6875,13.27125507,Category_2,Shrub_Trees
42.81597561,-2.969843037,Low,Not High,0.402318362,-0.036391478,0.402318362,41,8.222727136,8.915789566,CIAT-33131,43.09077363,40.99912881,12.53333333,13.7191305,Category_2,Shrub_Trees
42.66813253,-3.236060379,Low,Not High,0.394448423,1.251928217,0.394448423,42,-8.78210445,-5.982125556,CIAT-22286,43.20218015,59.53641074,14.85555556,15.96305884,Category_2,Shrub_Trees
41.64291427,-5.082145279,Low,Not High,0.339874308,0.82275141,0.339874308,43,6.920921847,2.861532488,CIAT-22072,43.97472892,53.36110231,12.71111111,14.63102447,Category_2,Shrub_Trees
41.63055019,-5.104408961,Low,Not High,0.339216147,0.398601798,0.339216147,44,-1.418768285,-0.291354947,CIAT-23985,43.98404582,47.25812884,13.85,15.1059133,Category_2,Shrub_Trees
41.12557371,-6.01370749,Low,Not High,0.312335388,-0.156683572,0.312335388,45,5.130939575,-1.182619228,CIAT-32380,44.36456866,39.26827858,12.95555556,15.24015579,Category_2,Shrub_Trees
40.75938221,-6.673099361,Low,Not High,0.292842391,-0.116185276,0.292842391,46,5.720820096,0.506107159,CIAT-22784,44.64051067,39.85099755,12.875,14.98579933,Category_2,Shrub_Trees
40.6950638,-6.788915911,Low,Not High,0.289418613,0.120428338,0.289418613,47,-17.40656449,-25.55334227,CIAT-9435,44.68897753,43.25556652,16.03333333,18.91088124,Category_2,Shrub_Trees
40.63663529,-6.894126664,Low,Not High,0.286308364,0.640718977,0.286308364,48,-0.320370072,-4.409887371,CIAT-18668,44.73300608,50.74188711,13.7,15.72624786,Category_2,Shrub_Trees
40.53806925,-7.071612078,Low,Not High,0.281061525,0.002919162,0.281061525,49,6.453085571,6.271912014,CIAT-7976,44.8072801,41.56475893,12.775,14.11735211,Category_2,Shrub_Trees
40.08092229,-7.894785187,Low,Not High,0.256726813,0.801931871,0.256726813,50,-1.133998378,-6.573909433,CIAT-23271,45.15176121,53.06153562,13.81111111,16.0521935,Category_2,Shrub_Trees
39.5335338,-8.880453941,Low,Not High,0.227588392,1.137200565,0.227588392,51,-11.48741857,-15.99870958,CIAT-9189,45.56424343,57.88562574,15.225,17.47175967,Category_2,Shrub_Trees
39.48914301,-8.960387328,Low,Not High,0.225225395,-0.612646781,0.225225395,52,1.437067068,0.539857725,CIAT-13262,45.59769391,32.7075479,13.46,14.98071581,Category_2,Shrub_Trees
38.56712569,-10.62064087,Low,Not High,0.176144842,-0.0961551,0.176144842,53,-3.737608955,-11.83600772,CIAT-17024,46.29247607,40.13920631,14.16666667,16.84477229,Category_2,Shrub_Trees
38.4560518,-10.82064885,Low,Not High,0.170232189,1.276755954,0.170232189,54,-3.574883294,-5.466152956,CIAT-23326,46.37617532,59.8936503,14.14444444,15.8853429,Category_2,Shrub_Trees
