subset,no,requisitioner,id_lab,id,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
1,307.0,Breeding,F25-1013,CIAT-PM-21-0062,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,98.04,17.23,82.77,13.54,24.4,67.94
1,308.0,Breeding,F25-1013,CIAT-PM-21-0062,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,98.2,14.26,85.74,13.4,24.45,67.94
1,309.0,Breeding,F25-1014,CIAT-PM-21-0906,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.3,15.22,84.78,14.75,19.4,67.26
1,310.0,Breeding,F25-1014,CIAT-PM-21-0906,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.51,15.43,84.57,14.58,19.59,67.15
2,133.0,Breeding,F25-1701,CIAT-BR-12-1362,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,92.4,13.93,86.07,16.8,28.07,57.52
2,134.0,Breeding,F25-1701,CIAT-BR-12-1362,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,92.52,14.1,85.9,16.98,28.17,57.73
2,135.0,Breeding,F25-1702,CIAT-BR-12-2462,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.6,15.7,84.3,12.13,35.15,59.32
2,136.0,Breeding,F25-1702,CIAT-BR-12-2462,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.83,15.46,84.54,12.29,34.35,58.11
2,137.0,Breeding,F25-1703,CIAT-BR-12-3868,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.06,18.86,81.14,16.14,28.78,55.02
2,138.0,Breeding,F25-1703,CIAT-BR-12-3868,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.24,19.29,80.71,16.46,27.71,53.64
2,139.0,Breeding,F25-1704,CIAT-BR-15-2558,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.18,14.01,85.99,15.05,26.56,57.4
2,140.0,Breeding,F25-1704,CIAT-BR-15-2558,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.3,14.23,85.77,14.96,26.55,57.51
2,141.0,Breeding,F25-1705,CIAT-BR-15-2811,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.58,16.34,83.66,15.73,29.31,56.34
2,142.0,Breeding,F25-1705,CIAT-BR-15-2811,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.66,16.19,83.81,16.0,28.94,55.22
2,143.0,Breeding,F25-1706,CIAT-BR-15-2891,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.76,14.74,85.26,15.41,29.27,58.57
2,144.0,Breeding,F25-1706,CIAT-BR-15-2891,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.75,14.94,85.06,15.6,29.49,59.23
2,145.0,Breeding,F25-1707,CIAT-BR-19-1343,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.02,14.52,85.48,16.18,30.08,59.29
2,146.0,Breeding,F25-1707,CIAT-BR-19-1343,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.18,14.5,85.5,16.19,29.59,58.54
2,147.0,Breeding,F25-1708,CIAT-CIAT-26110,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.84,11.98,88.02,12.75,33.32,65.53
2,148.0,Breeding,F25-1708,CIAT-CIAT-26110,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.94,11.88,88.12,12.76,33.16,65.81
2,149.0,Breeding,F25-1709,CIAT-CIAT-26646,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.55,13.12,86.88,14.11,29.05,60.64
2,150.0,Breeding,F25-1709,CIAT-CIAT-26646,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.57,13.23,86.77,14.16,29.12,60.65
2,151.0,Breeding,F25-1710,CIAT-CIAT-6297,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.02,12.99,87.01,14.89,30.41,62.43
2,152.0,Breeding,F25-1710,CIAT-CIAT-6297,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.18,13.03,86.97,14.82,29.34,61.39
2,153.0,Breeding,F25-1711,CIAT-BR-12-4400,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.82,15.33,84.67,14.44,28.18,57.16
2,154.0,Breeding,F25-1711,CIAT-BR-12-4400,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.04,15.28,84.72,14.33,27.96,57.81
2,155.0,Breeding,F25-1712,CIAT-BR-15-3434,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.66,14.23,85.77,15.22,27.9,55.64
2,156.0,Breeding,F25-1712,CIAT-BR-15-3434,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.57,14.17,85.83,14.95,28.61,56.59
2,157.0,Breeding,F25-1713,CIAT-BR-15-3811,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.28,14.78,85.22,15.44,26.68,57.94
2,158.0,Breeding,F25-1713,CIAT-BR-15-3811,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.31,14.65,85.35,15.54,26.8,58.7
2,159.0,Breeding,F25-1714,CIAT-BR-15-6547,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.62,15.42,84.58,15.86,26.8,58.33
