subset,no,requisitioner,id_lab,id,tax_name,functional_group,batch,run,replication,net_gas_8h_ml,net_gas_24h_ml,gas_ml_g_dm_incubated_24h,tddm,part_fact,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,ch4_ml_g_dm_incubated_24h,methane_intensity,ch4_ml_g_ndf_digested_24h
1,1221,Breeding,F25-1006,CIAT-PM-21-0055,Megathyrsus maximus,Grass,24.0,2.0,3.0,36.95,72.13,149.8,44.72,2.99,14.8,16.26,24.36,54.48,234.4
1,1222,Breeding,F25-1007,CIAT-PM-21-6529,Megathyrsus maximus,Grass,24.0,2.0,1.0,34.29,72.13,149.34,51.76,3.47,14.5,16.13,24.08,46.53,120.81
1,1223,Breeding,F25-1007,CIAT-PM-21-6529,Megathyrsus maximus,Grass,24.0,2.0,2.0,32.97,66.82,138.32,51.08,3.69,14.7,16.12,22.3,43.64,115.76
1,1224,Breeding,F25-1007,CIAT-PM-21-6529,Megathyrsus maximus,Grass,24.0,2.0,3.0,34.29,71.69,148.45,47.54,3.2,14.4,16.12,23.93,50.34,152.24
1,1225,Breeding,F25-1008,CIAT-PM-21-0047,Megathyrsus maximus,Grass,24.0,2.0,1.0,38.72,77.0,160.13,57.1,3.57,14.8,16.29,26.09,45.69,113.68
1,1226,Breeding,F25-1008,CIAT-PM-21-0047,Megathyrsus maximus,Grass,24.0,2.0,2.0,38.72,76.11,158.25,52.45,3.31,14.6,15.98,25.28,48.2,138.16
1,1227,Breeding,F25-1008,CIAT-PM-21-0047,Megathyrsus maximus,Grass,24.0,2.0,3.0,37.39,73.46,152.79,47.08,3.08,15.0,16.37,25.02,53.14,193.44
1,1228,Breeding,F25-1009,CIAT-PM-21-2195,Megathyrsus maximus,Grass,24.0,2.0,1.0,38.72,78.32,161.34,49.08,3.04,14.5,16.07,25.92,52.82,159.11
1,1229,Breeding,F25-1009,CIAT-PM-21-2195,Megathyrsus maximus,Grass,24.0,2.0,2.0,35.62,70.36,145.07,52.58,3.62,14.6,16.08,23.33,44.37,117.9
1,1230,Breeding,F25-1009,CIAT-PM-21-2195,Megathyrsus maximus,Grass,24.0,2.0,3.0,37.39,75.67,156.02,55.48,3.56,14.5,15.97,24.91,44.9,109.77
1,1231,Breeding,F25-1010,CIAT-PM-21-2627,Megathyrsus maximus,Grass,24.0,2.0,1.0,32.97,65.05,133.58,46.73,3.5,14.8,16.18,21.61,46.26,172.7
1,1232,Breeding,F25-1010,CIAT-PM-21-2627,Megathyrsus maximus,Grass,24.0,2.0,2.0,33.41,70.36,144.43,50.57,3.5,14.4,15.92,23.0,45.48,140.61
1,1233,Breeding,F25-1010,CIAT-PM-21-2627,Megathyrsus maximus,Grass,24.0,2.0,3.0,31.2,64.16,131.69,46.76,3.55,15.0,16.28,21.44,45.86,170.9
1,1234,Breeding,F25-1011,CIAT-PM-21-0059,Megathyrsus maximus,Grass,24.0,2.0,1.0,36.06,70.36,144.16,51.34,3.56,14.6,16.35,23.58,45.93,140.38
1,1235,Breeding,F25-1011,CIAT-PM-21-0059,Megathyrsus maximus,Grass,24.0,2.0,2.0,36.95,72.13,147.82,37.55,2.54,14.9,16.56,24.48,65.18,812.23
1,1236,Breeding,F25-1011,CIAT-PM-21-0059,Megathyrsus maximus,Grass,24.0,2.0,3.0,37.39,73.9,151.51,54.32,3.59,14.6,16.33,24.74,45.54,125.08
1,1237,Breeding,F25-1012,CIAT-PM-21-3522,Megathyrsus maximus,Grass,24.0,2.0,1.0,35.62,72.13,148.39,42.05,2.83,14.3,15.87,23.55,56.0,276.65
1,1238,Breeding,F25-1012,CIAT-PM-21-3522,Megathyrsus maximus,Grass,24.0,2.0,2.0,36.51,71.69,147.51,52.55,3.56,14.0,15.67,23.11,43.98,121.55
1,1239,Breeding,F25-1012,CIAT-PM-21-3522,Megathyrsus maximus,Grass,24.0,2.0,3.0,35.62,69.47,142.98,38.03,2.66,14.0,15.66,22.39,58.87,497.95
1,1240,Breeding,F25-1013,CIAT-PM-21-0062,Megathyrsus maximus,Grass,24.0,2.0,1.0,38.72,76.11,154.95,44.93,2.9,14.2,15.87,24.59,54.73,191.05
1,1241,Breeding,F25-1013,CIAT-PM-21-0062,Megathyrsus maximus,Grass,24.0,2.0,2.0,38.72,76.11,155.04,45.73,2.95,14.4,15.97,24.76,54.15,181.11
1,1242,Breeding,F25-1013,CIAT-PM-21-0062,Megathyrsus maximus,Grass,24.0,2.0,3.0,40.05,82.75,168.5,48.58,2.88,14.3,15.95,26.88,55.32,162.64
1,1243,Breeding,F25-1014,CIAT-PM-21-0906,Megathyrsus maximus,Grass,24.0,2.0,1.0,36.06,69.47,142.53,49.96,3.51,14.1,15.69,22.36,44.75,130.28
1,1244,Breeding,F25-1014,CIAT-PM-21-0906,Megathyrsus maximus,Grass,24.0,2.0,2.0,35.18,70.8,145.2,54.45,3.75,14.3,15.81,22.95,42.16,106.01
1,1245,Breeding,F25-1014,CIAT-PM-21-0906,Megathyrsus maximus,Grass,24.0,2.0,3.0,36.51,71.69,147.07,48.83,3.32,13.9,15.67,23.04,47.18,143.7
1,1261,Breeding,F25-0990,CIAT-PM-21-0053,Megathyrsus maximus,Grass,25.0,3.0,1.0,36.06,72.24,150.78,59.09,3.92,14.7,16.35,24.66,41.73,91.25
1,1262,Breeding,F25-0990,CIAT-PM-21-0053,Megathyrsus maximus,Grass,25.0,3.0,2.0,34.74,71.35,148.84,54.0,3.63,15.4,16.48,24.53,45.42,111.81
1,1263,Breeding,F25-0990,CIAT-PM-21-0053,Megathyrsus maximus,Grass,25.0,3.0,3.0,37.83,73.57,153.58,48.14,3.13,15.3,16.56,25.44,52.84,158.25
1,1264,Breeding,F25-0991,CIAT-PM-21-3550,Megathyrsus maximus,Grass,25.0,3.0,1.0,34.74,65.16,134.66,50.52,3.75,15.2,16.74,22.54,44.62,114.41
1,1265,Breeding,F25-0991,CIAT-PM-21-3550,Megathyrsus maximus,Grass,25.0,3.0,2.0,33.85,63.83,132.05,40.46,3.06,15.1,16.7,22.05,54.49,228.68
1,1266,Breeding,F25-0991,CIAT-PM-21-3550,Megathyrsus maximus,Grass,25.0,3.0,3.0,34.29,66.04,136.6,41.32,3.02,15.2,16.79,22.93,55.49,218.36
1,1267,Breeding,F25-0992,CIAT-PM-21-3595,Megathyrsus maximus,Grass,25.0,3.0,1.0,33.85,67.81,141.45,42.91,3.03,15.1,16.3,23.06,53.74,198.09
1,1268,Breeding,F25-0992,CIAT-PM-21-3595,Megathyrsus maximus,Grass,25.0,3.0,2.0,33.41,66.49,138.6,44.88,3.24,15.4,16.25,22.52,50.17,165.39
1,1269,Breeding,F25-0992,CIAT-PM-21-3595,Megathyrsus maximus,Grass,25.0,3.0,3.0,32.08,64.27,133.96,41.91,3.13,15.3,16.45,22.04,52.58,207.04
1,1270,Breeding,F25-0993,CIAT-PM-21-0086,Megathyrsus maximus,Grass,25.0,3.0,1.0,36.51,69.58,142.63,45.95,3.22,15.7,16.84,24.02,52.28,180.31
1,1271,Breeding,F25-0993,CIAT-PM-21-0086,Megathyrsus maximus,Grass,25.0,3.0,2.0,35.62,66.93,137.25,45.68,3.33,15.5,16.76,23.01,50.37,176.24
1,1272,Breeding,F25-0993,CIAT-PM-21-0086,Megathyrsus maximus,Grass,25.0,3.0,3.0,36.95,68.26,140.0,43.29,3.09,15.0,16.47,23.05,53.26,216.19
1,1273,Breeding,F25-0994,CIAT-CIAT-16048,Megathyrsus maximus,Grass,25.0,3.0,1.0,36.51,67.81,138.88,45.57,3.28,15.5,16.65,23.13,50.76,182.59
1,1274,Breeding,F25-0994,CIAT-CIAT-16048,Megathyrsus maximus,Grass,25.0,3.0,2.0,36.06,67.81,138.99,47.33,3.4,15.7,16.78,23.32,49.27,161.62
1,1275,Breeding,F25-0994,CIAT-CIAT-16048,Megathyrsus maximus,Grass,25.0,3.0,3.0,36.06,69.14,141.68,50.61,3.57,15.5,16.84,23.86,47.14,134.67
1,1276,Breeding,F25-0995,CIAT-PM-21-0185,Megathyrsus maximus,Grass,25.0,3.0,1.0,36.06,67.37,139.51,40.05,2.87,15.1,16.73,23.34,58.26,339.06
1,1277,Breeding,F25-0995,CIAT-PM-21-0185,Megathyrsus maximus,Grass,25.0,3.0,2.0,33.41,62.06,128.62,49.91,3.88,14.9,16.56,21.3,42.68,127.25
1,1278,Breeding,F25-0995,CIAT-PM-21-0185,Megathyrsus maximus,Grass,25.0,3.0,3.0,36.51,69.58,144.09,48.13,3.34,14.7,16.36,23.58,48.99,157.63
1,1279,Breeding,F25-0996,CIAT-PM-21-0215,Megathyrsus maximus,Grass,25.0,3.0,1.0,36.51,68.7,143.71,43.83,3.05,14.8,16.53,23.76,54.2,214.66
1,1280,Breeding,F25-0996,CIAT-PM-21-0215,Megathyrsus maximus,Grass,25.0,3.0,2.0,35.18,70.47,147.32,53.07,3.6,15.5,16.85,24.83,46.78,122.29
1,1281,Breeding,F25-0996,CIAT-PM-21-0215,Megathyrsus maximus,Grass,25.0,3.0,3.0,35.62,71.35,149.23,47.07,3.15,15.0,16.5,24.63,52.32,172.2
1,1282,Breeding,F25-0997,CIAT-CIAT-16051,Megathyrsus maximus,Grass,25.0,3.0,1.0,37.39,69.58,144.56,46.0,3.18,15.5,16.93,24.48,53.21,172.12
1,1283,Breeding,F25-0997,CIAT-CIAT-16051,Megathyrsus maximus,Grass,25.0,3.0,2.0,36.06,68.26,141.98,51.66,3.64,15.6,16.92,24.02,46.5,120.85
1,1284,Breeding,F25-0997,CIAT-CIAT-16051,Megathyrsus maximus,Grass,25.0,3.0,3.0,36.95,69.14,143.64,42.04,2.93,15.4,16.94,24.33,57.88,237.23
1,1285,Breeding,F25-0998,CIAT-PM-21-6080,Megathyrsus maximus,Grass,25.0,3.0,1.0,28.98,52.77,109.45,49.04,4.48,15.4,16.8,18.38,37.49,111.38
1,1286,Breeding,F25-0998,CIAT-PM-21-6080,Megathyrsus maximus,Grass,25.0,3.0,2.0,36.06,67.81,140.71,44.45,3.16,15.4,16.76,23.58,53.05,197.81
1,1287,Breeding,F25-0998,CIAT-PM-21-6080,Megathyrsus maximus,Grass,25.0,3.0,3.0,34.29,65.16,135.18,48.45,3.58,15.7,17.03,23.02,47.51,144.62
1,1288,Breeding,F25-0999,CIAT-PM-21-3684,Megathyrsus maximus,Grass,25.0,3.0,1.0,40.05,75.78,155.54,66.52,4.28,15.1,16.37,25.47,38.28,69.67
1,1289,Breeding,F25-0999,CIAT-PM-21-3684,Megathyrsus maximus,Grass,25.0,3.0,2.0,37.83,73.57,150.91,44.57,2.95,15.2,16.41,24.77,55.57,169.6
1,1290,Breeding,F25-0999,CIAT-PM-21-3684,Megathyrsus maximus,Grass,25.0,3.0,3.0,38.72,74.01,151.88,53.48,3.52,14.6,16.03,24.35,45.53,103.56
1,1291,Breeding,F25-1000,CIAT-PM-21-0076,Megathyrsus maximus,Grass,25.0,3.0,1.0,37.39,72.24,152.2,52.15,3.43,15.4,16.75,25.49,48.88,129.04
1,1292,Breeding,F25-1000,CIAT-PM-21-0076,Megathyrsus maximus,Grass,25.0,3.0,2.0,36.95,67.81,142.82,47.75,3.34,15.1,16.65,23.78,49.79,154.86
1,1293,Breeding,F25-1000,CIAT-PM-21-0076,Megathyrsus maximus,Grass,25.0,3.0,3.0,36.06,70.91,149.28,47.64,3.19,15.5,16.93,25.27,53.03,165.71
1,1294,Breeding,F25-1001,CIAT-CIAT-6890,Megathyrsus maximus,Grass,25.0,3.0,1.0,36.95,74.45,154.81,59.25,3.83,14.8,16.36,25.33,42.75,82.69
1,1295,Breeding,F25-1001,CIAT-CIAT-6890,Megathyrsus maximus,Grass,25.0,3.0,2.0,36.51,75.78,157.47,50.9,3.23,14.8,16.3,25.67,50.44,115.22
1,1296,Breeding,F25-1001,CIAT-CIAT-6890,Megathyrsus maximus,Grass,25.0,3.0,3.0,36.51,73.57,152.97,50.28,3.29,14.7,16.21,24.8,49.32,114.44
1,1297,Breeding,F25-1002,CIAT-PM-21-6638,Megathyrsus maximus,Grass,25.0,3.0,1.0,35.62,68.26,142.61,53.26,3.73,14.6,16.03,22.87,42.93,111.0
1,1298,Breeding,F25-1002,CIAT-PM-21-6638,Megathyrsus maximus,Grass,25.0,3.0,2.0,36.95,67.81,141.63,40.62,2.87,14.13,15.53,21.99,54.13,276.18
1,1299,Breeding,F25-1002,CIAT-PM-21-6638,Megathyrsus maximus,Grass,25.0,3.0,3.0,34.29,65.16,136.06,52.2,3.84,14.7,16.03,21.8,41.77,111.58
1,1300,Breeding,F25-1003,CIAT-PM-21-0052,Megathyrsus maximus,Grass,25.0,3.0,1.0,35.62,70.03,146.69,52.13,3.55,14.7,16.22,23.8,45.65,137.87
1,1301,Breeding,F25-1003,CIAT-PM-21-0052,Megathyrsus maximus,Grass,25.0,3.0,2.0,36.06,70.03,146.72,55.56,3.79,14.9,16.35,24.0,43.19,116.0
1,1302,Breeding,F25-1003,CIAT-PM-21-0052,Megathyrsus maximus,Grass,25.0,3.0,3.0,36.51,69.58,145.79,51.08,3.5,14.4,16.11,23.49,45.99,144.96
1,1303,Breeding,F25-1004,CIAT-PM-21-4449,Megathyrsus maximus,Grass,25.0,3.0,1.0,31.64,65.6,136.47,36.18,2.65,15.1,16.45,22.44,62.04,353.2
1,1304,Breeding,F25-1004,CIAT-PM-21-4449,Megathyrsus maximus,Grass,25.0,3.0,2.0,33.41,70.91,147.49,47.59,3.23,14.8,16.23,23.93,50.29,134.73
1,1305,Breeding,F25-1004,CIAT-PM-21-4449,Megathyrsus maximus,Grass,25.0,3.0,3.0,29.87,63.39,131.79,42.47,3.22,15.1,16.58,21.85,51.45,172.73
1,1306,Breeding,F25-1005,CIAT-CIAT-6799,Megathyrsus maximus,Grass,25.0,3.0,1.0,29.43,66.49,138.36,49.18,3.55,15.1,16.21,22.43,45.62,108.23
1,1307,Breeding,F25-1005,CIAT-CIAT-6799,Megathyrsus maximus,Grass,25.0,3.0,2.0,28.1,62.06,129.15,37.01,2.87,15.6,16.42,21.21,57.31,247.88
1,1308,Breeding,F25-1005,CIAT-CIAT-6799,Megathyrsus maximus,Grass,25.0,3.0,3.0,29.43,65.16,135.6,40.77,3.01,15.3,16.4,22.23,54.53,180.43
1,1309,Breeding,F25-1006,CIAT-PM-21-0055,Megathyrsus maximus,Grass,25.0,3.0,1.0,35.18,66.04,137.13,50.77,3.7,14.5,16.28,22.32,43.96,135.71
1,1310,Breeding,F25-1006,CIAT-PM-21-0055,Megathyrsus maximus,Grass,25.0,3.0,2.0,31.2,66.04,137.16,44.49,3.24,14.5,16.45,22.57,50.72,222.0
1,1311,Breeding,F25-1006,CIAT-PM-21-0055,Megathyrsus maximus,Grass,25.0,3.0,3.0,36.95,71.35,148.19,44.72,3.02,14.8,16.25,24.08,53.84,231.64
1,1312,Breeding,F25-1007,CIAT-PM-21-6529,Megathyrsus maximus,Grass,25.0,3.0,1.0,34.29,71.35,147.74,51.76,3.5,14.5,16.11,23.8,45.99,119.4
1,1313,Breeding,F25-1007,CIAT-PM-21-6529,Megathyrsus maximus,Grass,25.0,3.0,2.0,32.97,66.04,136.72,51.08,3.74,14.7,16.1,22.01,43.09,114.3
1,1314,Breeding,F25-1007,CIAT-PM-21-6529,Megathyrsus maximus,Grass,25.0,3.0,3.0,34.29,70.91,146.85,47.54,3.24,14.4,16.1,23.65,49.74,150.44
1,1315,Breeding,F25-1008,CIAT-PM-21-0047,Megathyrsus maximus,Grass,25.0,3.0,1.0,38.72,76.22,158.52,57.1,3.6,14.8,16.28,25.8,45.19,112.43
1,1316,Breeding,F25-1008,CIAT-PM-21-0047,Megathyrsus maximus,Grass,25.0,3.0,2.0,38.72,75.34,156.64,52.45,3.35,14.6,15.96,25.0,47.67,136.63
1,1317,Breeding,F25-1008,CIAT-PM-21-0047,Megathyrsus maximus,Grass,25.0,3.0,3.0,37.39,72.68,151.18,47.08,3.11,15.0,16.36,24.73,52.53,191.22
1,1318,Breeding,F25-1009,CIAT-PM-21-2195,Megathyrsus maximus,Grass,25.0,3.0,1.0,38.72,77.55,159.74,49.08,3.07,14.5,16.05,25.64,52.24,157.38
1,1319,Breeding,F25-1009,CIAT-PM-21-2195,Megathyrsus maximus,Grass,25.0,3.0,2.0,35.62,69.58,143.48,52.58,3.66,14.6,16.06,23.05,43.84,116.47
1,1320,Breeding,F25-1009,CIAT-PM-21-2195,Megathyrsus maximus,Grass,25.0,3.0,3.0,37.39,74.89,154.43,55.48,3.59,14.5,15.95,24.63,44.4,108.54
1,1321,Breeding,F25-1010,CIAT-PM-21-2627,Megathyrsus maximus,Grass,25.0,3.0,1.0,32.97,64.27,131.99,46.73,3.54,14.8,16.16,21.34,45.66,170.46
1,1322,Breeding,F25-1010,CIAT-PM-21-2627,Megathyrsus maximus,Grass,25.0,3.0,2.0,33.41,69.58,142.84,50.57,3.54,14.4,15.91,22.72,44.93,138.93
1,1323,Breeding,F25-1010,CIAT-PM-21-2627,Megathyrsus maximus,Grass,25.0,3.0,3.0,31.2,63.39,130.1,46.76,3.59,15.0,16.27,21.17,45.26,168.68
1,1324,Breeding,F25-1011,CIAT-PM-21-0059,Megathyrsus maximus,Grass,25.0,3.0,1.0,36.06,69.58,142.58,51.34,3.6,14.6,16.33,23.29,45.37,138.66
1,1325,Breeding,F25-1011,CIAT-PM-21-0059,Megathyrsus maximus,Grass,25.0,3.0,2.0,36.95,71.35,146.23,37.55,2.57,14.9,16.54,24.19,64.4,802.59
1,1326,Breeding,F25-1011,CIAT-PM-21-0059,Megathyrsus maximus,Grass,25.0,3.0,3.0,37.39,73.12,149.92,54.32,3.62,14.6,16.31,24.45,45.01,123.62
1,1327,Breeding,F25-1012,CIAT-PM-21-3522,Megathyrsus maximus,Grass,25.0,3.0,1.0,35.62,71.35,146.8,42.05,2.86,14.3,15.85,23.27,55.35,273.4
1,1328,Breeding,F25-1012,CIAT-PM-21-3522,Megathyrsus maximus,Grass,25.0,3.0,2.0,36.51,70.91,145.91,52.55,3.6,14.0,15.65,22.84,43.45,120.09
1,1329,Breeding,F25-1012,CIAT-PM-21-3522,Megathyrsus maximus,Grass,25.0,3.0,3.0,35.62,68.7,141.39,38.03,2.69,14.0,15.64,22.11,58.14,491.78
1,1330,Breeding,F25-1013,CIAT-PM-21-0062,Megathyrsus maximus,Grass,25.0,3.0,1.0,38.72,75.34,153.37,44.93,2.93,14.2,15.85,24.31,54.12,188.9
1,1331,Breeding,F25-1013,CIAT-PM-21-0062,Megathyrsus maximus,Grass,25.0,3.0,2.0,38.72,75.34,153.47,45.73,2.98,14.4,15.96,24.49,53.54,179.08
1,1332,Breeding,F25-1013,CIAT-PM-21-0062,Megathyrsus maximus,Grass,25.0,3.0,3.0,40.05,81.97,166.92,48.58,2.91,14.3,15.94,26.6,54.75,160.97
1,1333,Breeding,F25-1014,CIAT-PM-21-0906,Megathyrsus maximus,Grass,25.0,3.0,1.0,36.06,68.7,140.94,49.96,3.54,14.1,15.67,22.08,44.2,128.67
1,1334,Breeding,F25-1014,CIAT-PM-21-0906,Megathyrsus maximus,Grass,25.0,3.0,2.0,35.18,70.03,143.61,54.45,3.79,14.3,15.79,22.68,41.65,104.74
1,1335,Breeding,F25-1014,CIAT-PM-21-0906,Megathyrsus maximus,Grass,25.0,3.0,3.0,36.51,70.91,145.48,48.83,3.36,13.9,15.65,22.76,46.61,141.97
1,1627,LMF,F25-0019,Sample-8,Cynodon nlemfuensis ,Grass,28.0,3.0,1.0,20.95,51.37,109.56,38.83,3.54,14.7,16.18,17.73,45.66,0.0
1,1627,LMF,F25-0019,Sample-8,Cynodon nlemfuensis ,Grass,28.0,3.0,1.0,20.95,51.37,109.56,38.83,3.54,14.7,16.18,17.73,45.66,0.0
1,1628,LMF,F25-0019,Sample-8,Cynodon nlemfuensis ,Grass,28.0,3.0,2.0,19.62,49.6,105.74,16.12,1.52,15.4,16.61,17.56,108.92,0.0
1,1628,LMF,F25-0019,Sample-8,Cynodon nlemfuensis ,Grass,28.0,3.0,2.0,19.62,49.6,105.74,16.12,1.52,15.4,16.61,17.56,108.92,0.0
1,1629,LMF,F25-0019,Sample-8,Cynodon nlemfuensis ,Grass,28.0,3.0,3.0,18.73,47.38,101.09,32.76,3.24,14.1,16.03,16.21,49.48,0.0
1,1629,LMF,F25-0019,Sample-8,Cynodon nlemfuensis ,Grass,28.0,3.0,3.0,18.73,47.38,101.09,32.76,3.24,14.1,16.03,16.21,49.48,0.0
2,102,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,2.0,20.06,55.24,117.73,12.54,1.06,15.4,17.5,20.6,164.37,-644.1
2,102,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,2.0,20.06,55.24,117.73,12.54,1.06,15.4,17.5,20.6,164.37,-644.1
2,102,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,2.0,20.06,55.24,117.73,12.54,1.06,15.4,17.5,20.6,164.37,-644.1
2,102,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,2.0,20.06,55.24,117.73,12.54,1.06,15.4,17.5,20.6,164.37,-644.1
2,102,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,2.0,20.06,55.24,117.73,12.54,1.06,15.4,17.5,20.6,164.37,-644.1
2,102,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,2.0,20.06,55.24,117.73,12.54,1.06,15.4,17.5,20.6,164.37,-644.1
2,103,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,3.0,20.06,57.45,122.56,36.04,2.94,15.8,17.69,21.68,60.15,639.08
2,103,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,3.0,20.06,57.45,122.56,36.04,2.94,15.8,17.69,21.68,60.15,639.08
2,103,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,3.0,20.06,57.45,122.56,36.04,2.94,15.8,17.69,21.68,60.15,639.08
2,103,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,3.0,20.06,57.45,122.56,36.04,2.94,15.8,17.69,21.68,60.15,639.08
2,103,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,3.0,20.06,57.45,122.56,36.04,2.94,15.8,17.69,21.68,60.15,639.08
2,103,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,34.0,1.0,3.0,20.06,57.45,122.56,36.04,2.94,15.8,17.69,21.68,60.15,639.08
2,206,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,1.0,19.4,47.92,102.16,35.29,3.45,15.3,16.49,16.85,47.73,529.81
2,206,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,1.0,19.4,47.92,102.16,35.29,3.45,15.3,16.49,16.85,47.73,529.81
2,206,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,1.0,19.4,47.92,102.16,35.29,3.45,15.3,16.49,16.85,47.73,529.81
2,206,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,1.0,19.4,47.92,102.16,35.29,3.45,15.3,16.49,16.85,47.73,529.81
2,206,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,1.0,19.4,47.92,102.16,35.29,3.45,15.3,16.49,16.85,47.73,529.81
2,206,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,1.0,19.4,47.92,102.16,35.29,3.45,15.3,16.49,16.85,47.73,529.81
2,207,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,2.0,19.84,50.04,106.69,33.16,3.11,15.1,16.19,17.27,52.08,668.82
2,207,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,2.0,19.84,50.04,106.69,33.16,3.11,15.1,16.19,17.27,52.08,668.82
2,207,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,2.0,19.84,50.04,106.69,33.16,3.11,15.1,16.19,17.27,52.08,668.82
2,207,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,2.0,19.84,50.04,106.69,33.16,3.11,15.1,16.19,17.27,52.08,668.82
2,207,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,2.0,19.84,50.04,106.69,33.16,3.11,15.1,16.19,17.27,52.08,668.82
2,207,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,2.0,19.84,50.04,106.69,33.16,3.11,15.1,16.19,17.27,52.08,668.82
2,208,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,3.0,20.28,50.92,108.55,23.58,2.17,14.8,16.0,17.37,73.67,-16790.2
2,208,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,3.0,20.28,50.92,108.55,23.58,2.17,14.8,16.0,17.37,73.67,-16790.2
2,208,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,3.0,20.28,50.92,108.55,23.58,2.17,14.8,16.0,17.37,73.67,-16790.2
2,208,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,3.0,20.28,50.92,108.55,23.58,2.17,14.8,16.0,17.37,73.67,-16790.2
2,208,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,3.0,20.28,50.92,108.55,23.58,2.17,14.8,16.0,17.37,73.67,-16790.2
2,208,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,35.0,2.0,3.0,20.28,50.92,108.55,23.58,2.17,14.8,16.0,17.37,73.67,-16790.2
2,311,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,36.0,3.0,1.0,22.72,56.35,120.2,13.26,1.1,14.4,15.83,19.03,143.54,-634.55
2,311,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,36.0,3.0,1.0,22.72,56.35,120.2,13.26,1.1,14.4,15.83,19.03,143.54,-634.55
2,311,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,36.0,3.0,1.0,22.72,56.35,120.2,13.26,1.1,14.4,15.83,19.03,143.54,-634.55
2,311,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,36.0,3.0,1.0,22.72,56.35,120.2,13.26,1.1,14.4,15.83,19.03,143.54,-634.55
2,311,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,36.0,3.0,1.0,22.72,56.35,120.2,13.26,1.1,14.4,15.83,19.03,143.54,-634.55
2,311,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,36.0,3.0,1.0,22.72,56.35,120.2,13.26,1.1,14.4,15.83,19.03,143.54,-634.55
2,312,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,36.0,3.0,2.0,23.16,56.79,121.12,37.46,3.09,14.9,15.91,19.27,51.43,508.38
2,312,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,36.0,3.0,2.0,23.16,56.79,121.12,37.46,3.09,14.9,15.91,19.27,51.43,508.38
2,312,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,36.0,3.0,2.0,23.16,56.79,121.12,37.46,3.09,14.9,15.91,19.27,51.43,508.38
2,312,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,36.0,3.0,2.0,23.16,56.79,121.12,37.46,3.09,14.9,15.91,19.27,51.43,508.38
