subset,no,requisitioner,id_lab,id,tax_name,functional_group,batch,run,replication,net_gas_8h_ml,net_gas_24h_ml,gas_ml_g_dm_incubated_24h,tddm,part_fact,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,ch4_ml_g_dm_incubated_24h,methane_intensity,ch4_ml_g_ndf_digested_24h
2,2439,Breding ,F25-2145,CIAT-BH-16-B-2165,Urochloa humidicola,Grass,57.0,3.0,1.0,35.18,88.72,162.61,56.69,3.49,12.1,13.73,22.33,39.38,310.53
2,2440,Breding ,F25-2145,CIAT-BH-16-B-2165,Urochloa humidicola,Grass,57.0,3.0,2.0,34.29,88.72,159.1,57.93,3.64,12.3,13.77,21.91,37.83,298.27
2,2441,Breding ,F25-2145,CIAT-BH-16-B-2165,Urochloa humidicola,Grass,57.0,3.0,3.0,35.62,86.51,149.45,58.11,3.89,12.3,13.71,20.49,35.27,287.8
2,2442,Breding ,F25-2146,CIAT-BH-16-B-2167,Urochloa humidicola,Grass,57.0,3.0,1.0,34.74,89.16,157.26,54.43,3.46,12.4,13.68,21.52,39.53,328.89
2,2443,Breding ,F25-2146,CIAT-BH-16-B-2167,Urochloa humidicola,Grass,57.0,3.0,2.0,34.74,89.16,154.56,54.08,3.5,12.5,13.72,21.21,39.21,334.1
2,2444,Breding ,F25-2146,CIAT-BH-16-B-2167,Urochloa humidicola,Grass,57.0,3.0,3.0,32.52,86.95,159.42,54.46,3.42,12.6,13.66,21.78,40.0,319.95
2,2445,Breding ,F25-2147,CIAT-CIAT-16886,Urochloa humidicola,Grass,57.0,3.0,1.0,33.85,86.51,155.28,56.45,3.64,12.7,13.67,21.23,37.61,307.2
2,2446,Breding ,F25-2147,CIAT-CIAT-16886,Urochloa humidicola,Grass,57.0,3.0,2.0,33.41,82.97,149.0,57.26,3.84,13.0,13.66,20.35,35.54,285.85
2,2447,Breding ,F25-2147,CIAT-CIAT-16886,Urochloa humidicola,Grass,57.0,3.0,3.0,34.74,85.18,149.89,57.22,3.82,12.7,13.59,20.37,35.59,292.36
2,2448,Breding ,F25-2148,CIAT-CIAT-16891,Urochloa humidicola,Grass,57.0,3.0,1.0,29.87,79.87,144.07,49.01,3.4,12.8,13.74,19.79,40.39,440.57
2,2449,Breding ,F25-2148,CIAT-CIAT-16891,Urochloa humidicola,Grass,57.0,3.0,2.0,29.87,78.1,137.3,46.75,3.41,12.4,13.45,18.47,39.5,486.59
2,2450,Breding ,F25-2148,CIAT-CIAT-16891,Urochloa humidicola,Grass,57.0,3.0,3.0,30.75,82.53,146.44,52.3,3.57,12.6,13.67,20.01,38.27,378.99
2,2451,Breding ,F25-2149,CIAT-CIAT-26146,Urochloa humidicola,Grass,57.0,3.0,1.0,30.75,86.07,156.63,52.9,3.38,12.5,13.66,21.39,40.43,335.14
2,2452,Breding ,F25-2149,CIAT-CIAT-26146,Urochloa humidicola,Grass,57.0,3.0,2.0,30.75,87.84,150.39,54.1,3.6,12.8,13.9,20.91,38.66,332.61
2,2453,Breding ,F25-2149,CIAT-CIAT-26146,Urochloa humidicola,Grass,57.0,3.0,3.0,32.52,90.49,161.63,49.4,3.06,12.1,13.57,21.94,44.41,406.15
2,2454,Breding ,F25-2150,CIAT-CIAT-26149,Urochloa humidicola,Grass,57.0,3.0,1.0,33.85,88.28,163.86,57.7,3.52,12.5,13.61,22.3,38.65,321.68
2,2455,Breding ,F25-2150,CIAT-CIAT-26149,Urochloa humidicola,Grass,57.0,3.0,2.0,35.62,91.38,165.12,48.28,2.92,12.1,13.63,22.5,46.6,531.91
2,2456,Breding ,F25-2150,CIAT-CIAT-26149,Urochloa humidicola,Grass,57.0,3.0,3.0,34.74,86.51,150.64,56.36,3.74,12.5,13.82,20.81,36.93,337.92
2,2457,Breding ,F25-2151,CIAT-CIAT-26160,Urochloa humidicola,Grass,57.0,3.0,1.0,32.52,86.07,155.67,54.93,3.53,12.5,13.87,21.59,39.3,349.74
2,2458,Breding ,F25-2151,CIAT-CIAT-26160,Urochloa humidicola,Grass,57.0,3.0,2.0,32.52,86.95,158.87,55.27,3.48,13.0,14.13,22.44,40.61,354.69
2,2459,Breding ,F25-2151,CIAT-CIAT-26160,Urochloa humidicola,Grass,57.0,3.0,3.0,33.41,79.87,137.37,51.86,3.78,12.6,13.76,18.91,36.46,370.8
2,2460,Breding ,F25-2152,CIAT-CIAT-26415,Urochloa humidicola,Grass,57.0,3.0,1.0,29.43,80.31,146.78,48.99,3.34,12.2,13.28,19.49,39.78,408.32
2,2461,Breding ,F25-2152,CIAT-CIAT-26415,Urochloa humidicola,Grass,57.0,3.0,2.0,29.87,78.99,141.67,46.34,3.27,12.1,13.22,18.73,40.42,468.93
2,2462,Breding ,F25-2152,CIAT-CIAT-26415,Urochloa humidicola,Grass,57.0,3.0,3.0,29.43,78.1,137.22,51.65,3.76,12.3,13.73,18.85,36.49,357.97
2,2463,Breding ,F25-2153,CIAT-BH-22-4092,Urochloa humidicola,Grass,57.0,3.0,1.0,37.83,85.62,160.79,50.48,3.14,12.2,13.6,21.86,43.3,438.77
2,2464,Breding ,F25-2153,CIAT-BH-22-4092,Urochloa humidicola,Grass,57.0,3.0,2.0,36.95,82.08,156.3,47.14,3.02,12.4,13.55,21.19,44.94,515.75
2,2465,Breding ,F25-2153,CIAT-BH-22-4092,Urochloa humidicola,Grass,57.0,3.0,3.0,35.18,80.76,148.13,50.02,3.38,12.5,13.63,20.19,40.36,425.88
2,2466,Breding ,F25-2154,CIAT-CIAT-26438,Urochloa humidicola,Grass,57.0,3.0,1.0,33.85,79.87,142.3,40.3,2.83,12.5,13.65,19.43,48.21,615.64
2,2467,Breding ,F25-2154,CIAT-CIAT-26438,Urochloa humidicola,Grass,57.0,3.0,2.0,35.18,81.2,149.93,48.17,3.21,12.1,13.23,19.84,41.19,376.2
2,2468,Breding ,F25-2154,CIAT-CIAT-26438,Urochloa humidicola,Grass,57.0,3.0,3.0,34.29,83.41,146.97,37.77,2.57,12.2,13.32,19.57,51.83,780.93
2,2469,Breding ,F25-2155,CIAT-CIAT-26570,Urochloa humidicola,Grass,57.0,3.0,1.0,34.29,80.76,153.89,46.49,3.02,12.5,13.77,21.18,45.57,572.08
2,2470,Breding ,F25-2155,CIAT-CIAT-26570,Urochloa humidicola,Grass,57.0,3.0,2.0,34.74,79.43,147.67,50.25,3.4,12.8,13.98,20.65,41.09,442.61
2,2471,Breding ,F25-2155,CIAT-CIAT-26570,Urochloa humidicola,Grass,57.0,3.0,3.0,34.74,77.22,143.69,39.52,2.75,13.0,14.1,20.26,51.27,1217.86
2,2472,Breding ,F25-2156,CIAT-BH-22-3115,Urochloa humidicola,Grass,57.0,3.0,1.0,32.52,85.62,156.54,42.17,2.69,12.0,13.49,21.12,50.07,622.94
2,2473,Breding ,F25-2156,CIAT-BH-22-3115,Urochloa humidicola,Grass,57.0,3.0,2.0,32.08,86.51,165.05,47.15,2.86,12.3,13.5,22.27,47.24,456.9
2,2474,Breding ,F25-2156,CIAT-BH-22-3115,Urochloa humidicola,Grass,57.0,3.0,3.0,31.2,80.31,147.23,33.73,2.29,12.0,13.35,19.65,58.25,1611.98
2,2476,Breding ,F25-2157,CIAT-BH-22-1375,Urochloa humidicola,Grass,57.0,3.0,2.0,36.51,88.28,157.13,50.34,3.2,12.1,13.45,21.13,41.98,446.24
2,2477,Breding ,F25-2157,CIAT-BH-22-1375,Urochloa humidicola,Grass,57.0,3.0,3.0,36.51,86.07,163.01,35.74,2.19,12.1,13.48,21.98,61.5,2311.15
2,2478,Breding ,F25-2158,CIAT-CIAT-6133,Urochloa humidicola,Grass,57.0,3.0,1.0,30.75,84.3,156.95,44.83,2.86,12.3,13.44,21.1,47.06,466.0
2,2479,Breding ,F25-2158,CIAT-CIAT-6133,Urochloa humidicola,Grass,57.0,3.0,2.0,30.75,84.74,170.93,25.17,1.47,12.5,13.58,23.22,92.26,-4326.33
2,2480,Breding ,F25-2158,CIAT-CIAT-6133,Urochloa humidicola,Grass,57.0,3.0,3.0,31.64,84.3,161.97,35.85,2.21,12.3,13.86,22.45,62.63,974.6
2,2481,Breding ,F25-2159,CIAT-CIAT-679,Urochloa humidicola,Grass,57.0,3.0,1.0,34.74,92.7,175.85,28.53,1.62,12.3,13.61,23.94,83.92,-12746.27
2,2482,Breding ,F25-2159,CIAT-CIAT-679,Urochloa humidicola,Grass,57.0,3.0,2.0,33.41,90.49,172.93,49.99,2.89,12.5,13.64,23.58,47.17,420.59
2,2483,Breding ,F25-2159,CIAT-CIAT-679,Urochloa humidicola,Grass,57.0,3.0,3.0,34.74,89.16,173.69,31.69,1.82,12.2,13.48,23.42,73.9,3459.34
2,2486,Breding ,F25-2160,CIAT-BH-22-4865,Urochloa humidicola,Grass,57.0,3.0,1.0,32.08,80.31,146.86,51.16,3.48,12.4,13.54,19.89,38.87,396.05
2,2487,Breding ,F25-2160,CIAT-BH-22-4865,Urochloa humidicola,Grass,57.0,3.0,2.0,29.87,72.79,135.45,29.85,2.2,12.2,13.32,18.04,60.45,-2314.48
2,2488,Breding ,F25-2160,CIAT-BH-22-4865,Urochloa humidicola,Grass,57.0,3.0,3.0,28.54,72.35,133.3,41.17,3.09,12.7,13.61,18.14,44.06,779.62
2,2489,Breding ,F25-2161,CIAT-BH-22-1706,Urochloa humidicola,Grass,57.0,3.0,1.0,29.87,81.64,149.03,49.97,3.35,12.2,13.53,20.17,40.36,357.98
2,2490,Breding ,F25-2161,CIAT-BH-22-1706,Urochloa humidicola,Grass,57.0,3.0,2.0,29.87,81.64,153.88,31.67,2.06,12.2,13.6,20.92,66.05,1988.45
2,2491,Breding ,F25-2161,CIAT-BH-22-1706,Urochloa humidicola,Grass,57.0,3.0,3.0,30.75,82.53,156.16,24.54,1.57,12.1,13.48,21.05,85.78,-2601.54
2,2492,Breding ,F25-2162,CIAT-BH-22-4169,Urochloa humidicola,Grass,57.0,3.0,1.0,28.54,76.77,141.26,39.54,2.8,12.5,13.69,19.34,48.92,643.65
2,2493,Breding ,F25-2162,CIAT-BH-22-4169,Urochloa humidicola,Grass,57.0,3.0,2.0,28.98,79.87,153.72,45.42,2.95,12.4,13.61,20.92,46.07,444.31
2,2494,Breding ,F25-2162,CIAT-BH-22-4169,Urochloa humidicola,Grass,57.0,3.0,3.0,28.98,76.77,133.9,28.08,2.1,12.6,13.66,18.29,65.14,22408.66
2,2495,Breding ,F25-2163,CIAT-BH-22-1258,Urochloa humidicola,Grass,57.0,3.0,1.0,35.62,85.62,160.56,26.04,1.62,12.3,13.41,21.53,82.67,-2872.67
2,2496,Breding ,F25-2163,CIAT-BH-22-1258,Urochloa humidicola,Grass,57.0,3.0,2.0,32.97,78.99,147.28,29.33,1.99,12.6,13.53,19.93,67.94,17011.66
2,2497,Breding ,F25-2163,CIAT-BH-22-1258,Urochloa humidicola,Grass,57.0,3.0,3.0,35.18,85.62,158.35,31.52,1.99,12.5,13.56,21.47,68.13,3138.94
2,2498,Breding ,F25-2164,CIAT-BH-22-1370,Urochloa humidicola,Grass,57.0,3.0,1.0,28.98,76.77,146.8,45.33,3.09,13.0,13.75,20.18,44.51,607.15
2,2499,Breding ,F25-2164,CIAT-BH-22-1370,Urochloa humidicola,Grass,57.0,3.0,2.0,27.21,73.68,140.35,45.52,3.24,12.7,13.58,19.06,41.88,566.62
2,2500,Breding ,F25-2164,CIAT-BH-22-1370,Urochloa humidicola,Grass,57.0,3.0,3.0,30.31,78.1,144.01,32.31,2.24,12.6,13.4,19.29,59.7,-4554.64
2,2501,Breding ,F25-2165,CIAT-BH-22-2225,Urochloa humidicola,Grass,57.0,3.0,1.0,34.29,87.39,158.17,43.88,2.77,12.8,13.89,21.98,50.08,522.28
2,2502,Breding ,F25-2165,CIAT-BH-22-2225,Urochloa humidicola,Grass,57.0,3.0,2.0,32.97,81.2,147.16,33.99,2.31,12.8,13.87,20.41,60.04,1157.37
2,2503,Breding ,F25-2165,CIAT-BH-22-2225,Urochloa humidicola,Grass,57.0,3.0,3.0,33.85,83.41,149.9,37.12,2.48,12.9,13.97,20.94,56.41,831.81
2,2507,Breding ,F25-2167,CIAT-BH-22-3507,Urochloa humidicola,Grass,57.0,3.0,1.0,29.43,70.58,127.03,29.75,2.34,12.5,13.55,17.21,57.85,4238.99
2,2508,Breding ,F25-2167,CIAT-BH-22-3507,Urochloa humidicola,Grass,57.0,3.0,2.0,27.66,67.92,128.38,14.1,1.1,13.0,13.65,17.53,124.34,-474.77
2,2509,Breding ,F25-2167,CIAT-BH-22-3507,Urochloa humidicola,Grass,57.0,3.0,3.0,30.31,71.46,126.41,22.03,1.74,12.4,13.49,17.06,77.45,-1134.86
2,2510,Breding ,F25-2168,CIAT-BH-22-4253,Urochloa humidicola,Grass,57.0,3.0,1.0,32.52,78.1,143.62,23.15,1.61,12.6,13.48,19.35,83.59,-810.36
2,2511,Breding ,F25-2168,CIAT-BH-22-4253,Urochloa humidicola,Grass,57.0,3.0,2.0,32.08,78.1,150.05,40.86,2.72,12.7,13.47,20.21,49.45,805.77
2,2512,Breding ,F25-2168,CIAT-BH-22-4253,Urochloa humidicola,Grass,57.0,3.0,3.0,31.64,75.45,141.67,41.47,2.93,12.4,13.33,18.88,45.54,721.25
2,2513,Breding ,F25-2169,CIAT-BH-22-2189,Urochloa humidicola,Grass,57.0,3.0,1.0,29.87,73.23,142.39,28.68,2.01,12.7,13.53,19.26,67.16,-2170.1
2,2514,Breding ,F25-2169,CIAT-BH-22-2189,Urochloa humidicola,Grass,57.0,3.0,2.0,30.31,72.35,133.43,28.24,2.12,12.8,13.61,18.16,64.32,-1888.95
2,2515,Breding ,F25-2169,CIAT-BH-22-2189,Urochloa humidicola,Grass,57.0,3.0,3.0,30.31,72.35,136.7,23.32,1.71,12.7,13.51,18.47,79.2,-787.07
2,2522,Breding ,F25-2172,CIAT-BH-22-0132,Urochloa humidicola,Grass,57.0,3.0,1.0,32.08,80.76,142.24,33.72,2.37,12.3,13.26,18.87,55.95,1371.03
2,2523,Breding ,F25-2172,CIAT-BH-22-0132,Urochloa humidicola,Grass,57.0,3.0,2.0,32.52,80.76,152.95,35.15,2.3,12.3,13.38,20.46,58.2,1102.18
2,2525,Breding ,F25-2173,CIAT-BH-22-3521,Urochloa humidicola,Grass,57.0,3.0,1.0,31.2,77.22,142.22,44.76,3.15,12.9,13.85,19.7,44.01,577.54
2,2526,Breding ,F25-2173,CIAT-BH-22-3521,Urochloa humidicola,Grass,57.0,3.0,2.0,32.08,77.22,137.87,26.26,1.9,12.8,13.38,18.45,70.27,-1178.35
2,2527,Breding ,F25-2173,CIAT-BH-22-3521,Urochloa humidicola,Grass,57.0,3.0,3.0,32.52,79.87,150.24,32.4,2.16,12.7,13.23,19.88,61.37,37515.4
2,2534,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,1.0,21.9,56.86,107.24,24.24,2.26,13.8,15.09,16.18,66.76,22405.07
2,2534,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,1.0,21.9,56.86,107.24,24.24,2.26,13.8,15.09,16.18,66.76,22405.07
2,2534,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,1.0,21.9,56.86,107.24,24.24,2.26,13.8,15.09,16.18,66.76,22405.07
2,2534,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,1.0,21.9,56.86,107.24,24.24,2.26,13.8,15.09,16.18,66.76,22405.07
2,2534,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,1.0,21.9,56.86,107.24,24.24,2.26,13.8,15.09,16.18,66.76,22405.07
2,2534,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,1.0,21.9,56.86,107.24,24.24,2.26,13.8,15.09,16.18,66.76,22405.07
2,2535,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,2.0,21.46,56.86,104.9,25.74,2.45,13.6,14.85,15.57,60.49,3577.71
2,2535,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,2.0,21.46,56.86,104.9,25.74,2.45,13.6,14.85,15.57,60.49,3577.71
2,2535,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,2.0,21.46,56.86,104.9,25.74,2.45,13.6,14.85,15.57,60.49,3577.71
2,2535,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,2.0,21.46,56.86,104.9,25.74,2.45,13.6,14.85,15.57,60.49,3577.71
2,2535,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,2.0,21.46,56.86,104.9,25.74,2.45,13.6,14.85,15.57,60.49,3577.71
2,2535,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,2.0,21.46,56.86,104.9,25.74,2.45,13.6,14.85,15.57,60.49,3577.71
2,2536,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,3.0,21.9,57.75,108.79,36.17,3.32,13.8,14.86,16.16,44.68,533.8
2,2536,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,3.0,21.9,57.75,108.79,36.17,3.32,13.8,14.86,16.16,44.68,533.8
2,2536,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,3.0,21.9,57.75,108.79,36.17,3.32,13.8,14.86,16.16,44.68,533.8
2,2536,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,3.0,21.9,57.75,108.79,36.17,3.32,13.8,14.86,16.16,44.68,533.8
2,2536,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,3.0,21.9,57.75,108.79,36.17,3.32,13.8,14.86,16.16,44.68,533.8
2,2536,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,57.0,3.0,3.0,21.9,57.75,108.79,36.17,3.32,13.8,14.86,16.16,44.68,533.8
2,2583,Breding ,F25-2174,CIAT-BH-22-2074,Urochloa humidicola,Grass,59.0,2.0,1.0,32.01,82.45,170.18,48.4,2.84,14.1,14.59,24.83,51.3,503.48
2,2584,Breding ,F25-2174,CIAT-BH-22-2074,Urochloa humidicola,Grass,59.0,2.0,2.0,31.12,85.99,177.45,54.83,3.09,14.3,15.07,26.73,48.76,388.2
2,2585,Breding ,F25-2174,CIAT-BH-22-2074,Urochloa humidicola,Grass,59.0,2.0,3.0,33.34,87.76,181.07,49.1,2.71,14.0,14.99,27.15,55.29,527.85
2,2586,Breding ,F25-2175,CIAT-BH-22-0456,Urochloa humidicola,Grass,59.0,2.0,1.0,34.93,92.01,190.24,52.09,2.74,13.5,14.31,27.22,52.25,447.0
2,2587,Breding ,F25-2175,CIAT-BH-22-0456,Urochloa humidicola,Grass,59.0,2.0,2.0,35.11,96.17,198.88,55.02,2.77,13.2,14.28,28.4,51.62,406.78
2,2588,Breding ,F25-2175,CIAT-BH-22-0456,Urochloa humidicola,Grass,59.0,2.0,3.0,36.88,100.6,207.95,52.79,2.54,13.0,14.14,29.4,55.71,466.87
2,2589,Breding ,F25-2176,CIAT-BH-22-1832,Urochloa humidicola,Grass,59.0,2.0,1.0,34.66,89.53,183.76,49.43,2.69,13.5,14.42,26.5,53.6,426.02
2,2590,Breding ,F25-2176,CIAT-BH-22-1832,Urochloa humidicola,Grass,59.0,2.0,2.0,34.22,89.98,184.66,54.7,2.96,13.4,14.33,26.46,48.37,343.15
2,2591,Breding ,F25-2176,CIAT-BH-22-1832,Urochloa humidicola,Grass,59.0,2.0,3.0,33.34,89.09,182.85,52.36,2.86,13.3,14.43,26.38,50.37,374.18
2,2592,Breding ,F25-2177,CIAT-BH-22-1872,Urochloa humidicola,Grass,59.0,2.0,1.0,34.66,89.98,184.18,51.9,2.82,13.4,14.32,26.38,50.83,396.02
2,2593,Breding ,F25-2177,CIAT-BH-22-1872,Urochloa humidicola,Grass,59.0,2.0,2.0,34.22,89.53,183.24,50.51,2.76,13.5,14.8,27.11,53.68,432.93
2,2594,Breding ,F25-2177,CIAT-BH-22-1872,Urochloa humidicola,Grass,59.0,2.0,3.0,35.11,92.63,189.61,50.03,2.64,13.2,14.57,27.62,55.2,450.85
2,2595,Breding ,F25-2178,CIAT-BH-22-0071,Urochloa humidicola,Grass,59.0,2.0,1.0,29.35,83.34,171.64,50.06,2.92,13.5,14.8,25.39,50.73,416.14
2,2596,Breding ,F25-2178,CIAT-BH-22-0071,Urochloa humidicola,Grass,59.0,2.0,2.0,30.68,80.68,166.03,44.29,2.67,13.2,14.63,24.28,54.82,548.59
2,2597,Breding ,F25-2178,CIAT-BH-22-0071,Urochloa humidicola,Grass,59.0,2.0,3.0,30.68,76.26,157.02,48.71,3.1,13.2,14.28,22.42,46.02,392.59
2,2598,Breding ,F25-2179,CIAT-BH-22-4454,Urochloa humidicola,Grass,59.0,2.0,1.0,33.78,83.34,170.69,41.16,2.41,13.9,14.55,24.84,60.36,854.66
2,2599,Breding ,F25-2179,CIAT-BH-22-4454,Urochloa humidicola,Grass,59.0,2.0,2.0,33.78,80.24,164.41,47.4,2.88,13.7,14.8,24.33,51.33,509.68
2,2600,Breding ,F25-2179,CIAT-BH-22-4454,Urochloa humidicola,Grass,59.0,2.0,3.0,34.22,83.78,171.63,45.9,2.67,13.6,14.78,25.37,55.28,586.84
2,2601,Breding ,F25-2180,CIAT-BH-22-1267,Urochloa humidicola,Grass,59.0,2.0,1.0,33.34,85.55,175.07,42.8,2.45,13.2,14.42,25.25,58.98,642.31
2,2602,Breding ,F25-2180,CIAT-BH-22-1267,Urochloa humidicola,Grass,59.0,2.0,2.0,32.45,87.76,179.52,48.9,2.72,13.1,14.42,25.89,52.95,454.99
2,2603,Breding ,F25-2180,CIAT-BH-22-1267,Urochloa humidicola,Grass,59.0,2.0,3.0,32.89,90.42,185.06,44.12,2.38,12.5,14.22,26.31,59.63,610.12
2,2604,Breding ,F25-2181,CIAT-BH-22-1303,Urochloa humidicola,Grass,59.0,2.0,1.0,33.34,88.21,182.07,46.09,2.53,13.3,14.42,26.25,56.97,503.87
2,2605,Breding ,F25-2181,CIAT-BH-22-1303,Urochloa humidicola,Grass,59.0,2.0,2.0,32.45,89.09,183.93,44.57,2.42,13.4,14.54,26.75,60.02,560.02
2,2606,Breding ,F25-2181,CIAT-BH-22-1303,Urochloa humidicola,Grass,59.0,2.0,3.0,35.99,88.21,182.1,41.14,2.26,13.3,14.6,26.59,64.63,700.54
2,2607,Breding ,F25-2182,CIAT-BH-22-2508,Urochloa humidicola,Grass,59.0,2.0,1.0,36.43,85.11,173.78,39.85,2.29,13.8,14.89,25.87,64.92,868.52
2,2608,Breding ,F25-2182,CIAT-BH-22-2508,Urochloa humidicola,Grass,59.0,2.0,2.0,36.88,89.09,181.91,43.69,2.4,13.7,14.81,26.95,61.69,658.61
2,2609,Breding ,F25-2182,CIAT-BH-22-2508,Urochloa humidicola,Grass,59.0,2.0,3.0,36.43,91.3,186.35,38.75,2.08,12.8,14.12,26.32,67.92,989.71
2,2610,Breding ,F25-2183,CIAT-BH-22-2046,Urochloa humidicola,Grass,59.0,2.0,1.0,37.76,93.96,193.53,39.92,2.06,12.8,14.18,27.43,68.73,917.08
2,2611,Breding ,F25-2183,CIAT-BH-22-2046,Urochloa humidicola,Grass,59.0,2.0,2.0,35.55,85.99,177.05,35.16,1.99,12.9,14.19,25.12,71.45,1572.1
2,2612,Breding ,F25-2183,CIAT-BH-22-2046,Urochloa humidicola,Grass,59.0,2.0,3.0,36.88,89.98,185.33,39.13,2.11,12.7,14.12,26.16,66.85,947.15
2,2618,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,1.0,14.75,42.63,90.94,19.21,2.11,18.3,17.25,15.69,81.68,
2,2618,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,1.0,14.75,42.63,90.94,19.21,2.11,18.3,17.25,15.69,81.68,
2,2618,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,1.0,14.75,42.63,90.94,19.21,2.11,18.3,17.25,15.69,81.68,
2,2618,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,1.0,14.75,42.63,90.94,19.21,2.11,18.3,17.25,15.69,81.68,
2,2618,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,1.0,14.75,42.63,90.94,19.21,2.11,18.3,17.25,15.69,81.68,
2,2618,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,1.0,14.75,42.63,90.94,19.21,2.11,18.3,17.25,15.69,81.68,
2,2619,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,2.0,6.79,12.1,25.78,12.19,4.73,17.4,16.96,4.37,35.85,
2,2619,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,2.0,6.79,12.1,25.78,12.19,4.73,17.4,16.96,4.37,35.85,
2,2619,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,2.0,6.79,12.1,25.78,12.19,4.73,17.4,16.96,4.37,35.85,
2,2619,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,2.0,6.79,12.1,25.78,12.19,4.73,17.4,16.96,4.37,35.85,
2,2619,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,2.0,6.79,12.1,25.78,12.19,4.73,17.4,16.96,4.37,35.85,
2,2619,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,2.0,6.79,12.1,25.78,12.19,4.73,17.4,16.96,4.37,35.85,
2,2620,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,3.0,18.73,46.17,98.49,31.67,3.22,15.0,15.83,15.59,49.24,
2,2620,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,3.0,18.73,46.17,98.49,31.67,3.22,15.0,15.83,15.59,49.24,
2,2620,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,3.0,18.73,46.17,98.49,31.67,3.22,15.0,15.83,15.59,49.24,
2,2620,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,3.0,18.73,46.17,98.49,31.67,3.22,15.0,15.83,15.59,49.24,
2,2620,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,3.0,18.73,46.17,98.49,31.67,3.22,15.0,15.83,15.59,49.24,
2,2620,LMF,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,59.0,2.0,3.0,18.73,46.17,98.49,31.67,3.22,15.0,15.83,15.59,49.24,
2,2625,Breding ,F25-2174,CIAT-BH-22-2074,Urochloa humidicola,Grass,60.0,3.0,1.0,34.22,82.9,171.03,30.9,1.81,13.2,14.49,24.79,80.2,-6279.9
2,2626,Breding ,F25-2174,CIAT-BH-22-2074,Urochloa humidicola,Grass,60.0,3.0,2.0,35.55,87.76,181.11,38.3,2.11,13.8,15.05,27.26,71.17,1468.59
2,2627,Breding ,F25-2174,CIAT-BH-22-2074,Urochloa humidicola,Grass,60.0,3.0,3.0,36.43,88.65,183.08,33.46,1.83,13.4,14.81,27.12,81.06,7084.11
2,2634,Breding ,F25-2177,CIAT-BH-22-1872,Urochloa humidicola,Grass,60.0,3.0,1.0,37.76,94.84,194.26,16.56,0.85,13.1,14.6,28.37,171.37,-813.83
2,2636,Breding ,F25-2177,CIAT-BH-22-1872,Urochloa humidicola,Grass,60.0,3.0,3.0,37.76,92.63,189.54,15.47,0.82,12.9,14.74,27.93,180.52,-736.31
