32_no,32_date,32_gene_bank_id,32_tax_name,32_family,32_order,32_genus2,32_species3,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_percentage_ndf_digestibility_in_24h,32_remarks2
No,Date,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks
891,,ABC-10613-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3550,25,54,3,1,36,0.6195,0.8655,,0.246,218.6463593,47.05650974,276.5232029,30.52320294,11.03820678,
892,,ABC-10613-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3550,25,54,3,2,37,0.6131,0.9234,,0.3103,154.06785,33.17797518,276.3574548,-33.94254523,-12.28211675,
893,,ABC-10613-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3550,25,54,3,3,38,0.63,0.88,,0.25,214.5535229,46.18488771,276.4679536,26.46795355,9.573606348,
894,,ABC-10627-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3551,25,54,3,1,39,0.6122,0.8513,,0.2391,228.3918953,48.8547283,268.7884884,29.68848842,11.04529758,
895,,ABC-10627-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3551,25,54,3,2,40,0.6224,0.8797,,0.2573,209.6315774,44.89556662,268.4663288,11.16632882,4.159303281,
896,,ABC-10627-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3551,25,54,3,3,41,0.5947,0.8493,,0.2546,212.3315774,45.4738098,268.4663288,13.86632882,5.165015995,
897,,ABC-10634-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3552,25,54,3,1,42,0.5898,0.8813,,0.2915,174.0651,37.38791847,265.317713,-26.18228704,-9.868277073,
898,,ABC-10634-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3552,25,54,3,2,43,0.5682,0.7537,,0.1855,280.0651,60.15594812,265.317713,79.81771296,30.08382368,
899,,ABC-10634-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3552,25,54,3,3,44,0.5806,0.8593,,0.2787,186.4,40.07740271,265.0526603,-13.6473397,-5.148916326,
900,,ABC-10639-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3553,25,54,3,1,45,0.6233,0.845,,0.2217,244.6728,52.46292237,251.5582781,29.85827812,11.86932839,
901,,ABC-10639-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3553,25,54,3,2,46,0.5899,0.8302,,0.2403,225.7932,48.44378764,251.4074638,11.1074638,4.418112188,
902,,ABC-10639-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3553,25,54,3,3,47,0.5745,0.767,,0.1925,273.5,58.69098712,251.3571924,58.85719236,23.41575819,
903,,ABC-10725-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3554,25,54,3,1,48,0.5851,0.9118,,0.3267,135.3499896,29.29336493,271.7153959,-54.98460415,-20.23610181,
904,,ABC-10725-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3554,25,54,3,2,49,0.5695,0.8009,,0.2314,230.6499896,49.91883883,271.7153959,40.31539585,14.83736162,
905,,ABC-10725-1,Stylosanthes scabra,Stylosanthes,scabra,0,0,0,F24-3554,25,54,3,3,50,0.6112,0.8456,,0.2344,227.5575981,49.25941234,271.6610636,37.26106364,13.71601183,
906,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,25,54,3,1,51,,,,,,,,,,
907,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,25,54,3,2,52,,,,,,,,,,
908,,ABC-11199-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3555,25,54,3,1,53,0.6076,0.884,,0.2764,182.960701,39.82941958,267.7108859,-8.68911412,-3.245708179,
909,,ABC-11199-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3555,25,54,3,2,54,0.6031,0.8198,,0.2167,242.5688839,52.81631141,267.6573758,50.95737581,19.03828566,
910,,ABC-11199-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3555,25,54,3,3,55,0.5886,0.9022,,0.3136,145.4852498,31.69024705,267.5503557,-46.04964433,-17.21158031,
911,,ABC-11215-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3556,25,54,3,1,56,0.5756,0.7613,,0.1857,278.8,60.02152853,243.9879625,58.2879625,23.8896878,
912,,ABC-11215-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3556,25,54,3,2,57,0.5625,0.737,,0.1745,290.1858,62.44774426,244.0855577,69.58555769,28.50867472,
913,,ABC-11215-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3556,25,54,3,3,58,0.6117,0.7802,,0.1685,296,63.72443488,243.9879625,75.4879625,30.93921591,
914,,ABC-11220-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3557,25,54,3,1,59,0.5806,0.7805,,0.1999,259.5729602,56.49363133,261.6861882,61.78618822,23.61079453,
915,,ABC-11220-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3557,25,54,3,2,60,0.5936,0.8108,,0.2172,242.4567126,52.74734513,261.7908418,44.59084177,17.03300294,
916,,ABC-11220-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3557,25,54,3,3,61,0.6058,0.8149,,0.2091,250.4648364,54.50043532,261.738515,52.638515,20.11110784,
917,,ABC-11232-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3558,25,54,3,1,62,0.5964,0.8325,,0.2361,220.1434252,48.25130907,247.3004,11.20039997,4.529066664,
918,,ABC-11232-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3558,25,54,3,2,63,0.6126,0.8675,,0.2549,201.708347,44.17535253,247.4982007,-7.401799266,-2.990647707,
919,,ABC-11232-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3558,25,54,3,3,64,0.6291,0.8286,,0.1995,257.108347,56.30828886,247.4982007,47.99820073,19.3933534,
920,,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,54,3,1,65,0.6186,0.9149,,0.2963,164.6269348,35.71649265,257.9530752,-38.34692481,-14.86585294,
921,,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,54,3,2,66,0.5871,0.8157,,0.2286,232.3269348,50.40428694,257.9530752,29.35307519,11.37923057,
922,,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,54,3,3,67,0.5595,0.8381,,0.2786,182.4191202,39.56866694,258.0046658,-20.5953342,-7.982543313,
923,,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,54,3,1,68,0.5868,0.8211,,0.2343,223.3957409,48.80878735,261.9219505,27.6219505,10.5458708,
924,,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,54,3,2,69,0.605,0.8337,,0.2287,229.2702485,50.06225825,262.0790408,33.37904084,12.73624962,
925,,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,54,3,3,70,0.5786,0.8727,,0.2941,163.5957409,35.74333913,261.9219505,-32.1780495,-12.28535808,
926,,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,54,3,1,71,0.5871,0.7833,,0.1962,264.1860681,57.38359312,252.6628604,56.46286036,22.34711515,
927,,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,54,3,2,72,0.5814,0.826,,0.2446,215.6940277,46.86005351,252.612348,8.012347988,3.171795857,
928,,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,54,3,3,73,0.6055,0.794,,0.1885,271.7940277,59.04791532,252.612348,64.11234799,25.37973638,
929,,ABC-11690-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3562,25,54,3,1,74,0.5992,0.8209,,0.2217,231.947025,51.12940507,246.4577409,24.75774092,10.04543044,
930,,ABC-11690-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3562,25,54,3,2,75,0.5902,0.8656,,0.2754,178.065675,39.26772958,246.3592169,-29.04078306,-11.78798318,
931,,ABC-11690-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3562,25,54,3,3,76,0.6042,0.9521,,0.3479,105.475,23.26440585,246.309955,-101.590045,-41.24479868,
932,,ABC-11762-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3563,25,54,3,1,77,0.5887,0.8172,,0.2285,225.1226902,49.62774021,266.3938221,37.89382214,14.22473759,
933,,ABC-11762-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3563,25,54,3,2,78,0.6047,0.8149,,0.2102,243.4226902,53.66192994,266.3938221,56.19382214,21.09426626,
934,,ABC-11762-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3563,25,54,3,3,79,0.5821,0.8956,,0.3135,140.1226902,30.88970046,266.3938221,-47.10617786,-17.68290926,
935,,ABC-11778-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3564,25,54,3,1,80,0.5891,0.7719,,0.1828,277.571085,60.29290154,249.5779889,66.7779889,26.75636149,
936,,ABC-11778-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3564,25,54,3,2,81,0.568,0.7636,,0.1956,264.8631408,57.52102988,249.6278945,54.02789452,21.64337228,
937,,ABC-11778-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3564,25,54,3,3,82,0.5574,0.8225,,0.2651,195.3631408,42.42753078,249.6278945,-15.47210548,-6.198067531,
938,,ABC-11784-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3565,25,54,3,1,83,0.594,0.8339,,0.2399,221.8807519,48.04893903,274.2629487,34.36294875,12.52919831,
939,,ABC-11784-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3565,25,54,3,2,84,0.608,0.8427,,0.2347,226.8961504,49.15468862,274.1533094,39.45330935,14.39096593,
940,,ABC-11784-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3565,25,54,3,3,85,0.6086,0.8519,,0.2433,218.2961504,47.29158816,274.1533094,30.85330935,11.25403499,
941,,ABC-11820-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3566,25,54,3,1,86,0.5916,0.8121,,0.2205,238.802486,51.99242183,242.9446576,22.44465757,9.238588653,
942,,ABC-11820-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3566,25,54,3,2,87,0.5939,0.8518,,0.2579,201.402486,43.84963987,242.9446576,-14.95534243,-6.155863884,
943,,ABC-11820-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3566,25,54,3,3,88,0.5815,0.7953,,0.2138,245.4106806,53.44184946,242.8960978,29.09609777,11.97882471,
944,,ABC-12042-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3567,25,54,3,1,89,0.5971,0.7806,,0.1835,273.5968516,59.85533496,245.9779256,62.47792558,25.39980994,
945,,ABC-12042-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3567,25,54,3,2,90,0.5992,0.9071,,0.3079,149.1055053,32.62663219,245.9287693,-61.97123068,-25.19885366,
946,,ABC-12042-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3567,25,54,3,3,91,0.6114,0.8224,,0.211,246.2795442,53.85754673,246.0762381,35.0762381,14.25421584,
947,,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,25,54,3,1,92,0.5889,0.8656,,0.2767,168.834,37.89475102,318.6459168,41.9459168,13.16380176,
948,,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,25,54,3,2,93,0.6217,0.9996,,0.3779,66.744,15.01066021,318.0093888,-59.8906112,-18.8329695,
949,,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,25,54,3,3,94,0.6031,0.8804,,0.2773,168.768,37.83459024,319.0278336,41.7278336,13.07968434,
950,,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,25,54,3,1,95,0.6274,0.941,,0.3136,131.489,29.54218145,302.0373954,-11.5626046,-3.828202989,
951,,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,25,54,3,2,96,0.5979,0.8793,,0.2814,164.223,36.85245151,302.3997678,20.9997678,6.944372991,
952,,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,25,54,3,3,97,0.5678,0.9119,,0.3441,101.79,22.8285003,302.580954,-41.519046,-13.72163233,
953,,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,Hohenheimer,Heustandard,0,0,0,F25-2134,25,54,3,1,98,0.6042,0.7306,,0.1264,102.2065785,44.70850277,#DIV/0!,#DIV/0!,#DIV/0!,
954,,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,Hohenheimer,Heustandard,0,0,0,F25-2134,25,54,3,2,99,0.5701,0.6836,,0.1135,115.0152454,50.33154143,#DIV/0!,#DIV/0!,#DIV/0!,
955,,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,Hohenheimer,Heustandard,0,0,0,F25-2134,25,54,3,3,100,0.6126,0.8167,,0.2041,,,,,,Eliminado DI 10%
956,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,54,3,1,101,0.5993,0.8785,,0.2792,190.0170648,40.4966228,#DIV/0!,#DIV/0!,#DIV/0!,
957,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,54,3,2,102,0.6025,1.0017,,0.3992,69.54841016,14.83704449,#DIV/0!,#DIV/0!,#DIV/0!,
958,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,54,3,3,103,0.564,0.8442,,0.2802,188.735872,40.2476934,#DIV/0!,#DIV/0!,#DIV/0!,
959,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,54,3,1,106,0.5683,0.8376,,0.2693,199.4484102,42.54913848,#DIV/0!,#DIV/0!,#DIV/0!,
960,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,54,3,2,107,0.6112,0.881,,0.2698,198.9484102,42.44247145,#DIV/0!,#DIV/0!,#DIV/0!,
961,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,54,3,3,108,0.615,0.889,,0.274,194.8421411,41.55815444,#DIV/0!,#DIV/0!,#DIV/0!,
962,,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,25,54,3,1,104,,,,,,,,,,
963,,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,25,54,3,2,105,,,,,,,,,,
964,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,26,55,1,1,109,,-,,,,,,,,
965,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,26,55,1,2,110,,-,,,,,,,,
966,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,Poaceae,Poales,grasses,F25-0008,26,55,1,1,111,0.5733,0.831,"Corte de energia, se empieza 3 min tarde",0.2577,211.5170648,45.07872383,#DIV/0!,#DIV/0!,#DIV/0!,
967,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,Poaceae,Poales,grasses,F25-0008,26,55,1,2,112,0.6079,0.8696,,0.2617,207.5170648,44.22623992,#DIV/0!,#DIV/0!,#DIV/0!,
968,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,Poaceae,Poales,grasses,F25-0008,26,55,1,3,113,0.5882,0.8585,,0.2703,198.9170648,42.3933995,#DIV/0!,#DIV/0!,#DIV/0!,
969,,CIAT_6294_Marandu_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252624,26,55,1,1,114,0.6042,0.8152,,0.211,270.1895205,56.15033349,305.0714359,94.07143595,30.83587149,
970,,CIAT_6294_Marandu_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252624,26,55,1,2,115,0.5977,0.7937,,0.196,285.1895205,59.26760836,305.0714359,109.0714359,35.75275267,
971,,CIAT_6294_Marandu_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252624,26,55,1,3,116,0.6038,0.8273,,0.2235,257.6895205,53.55260443,305.0714359,81.57143595,26.73847051,
972,,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252625,26,55,1,1,117,0.5981,0.821,,0.2229,262.2523157,54.05566607,305.6189553,82.71895526,27.06604215,
973,,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252625,26,55,1,2,118,0.5969,0.8085,,0.2116,273.5523157,56.3848315,305.6189553,94.01895526,30.7634568,
974,,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252625,26,55,1,3,119,0.5758,0.8106,,0.2348,250.3523157,51.60282815,305.6189553,70.81895526,23.17230461,
975,,CIAT_606_Basilisk_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252626,26,55,1,1,120,0.5914,0.7928,,0.2014,283.3687469,58.45441743,316.6617557,115.2617557,36.39901365,
976,,CIAT_606_Basilisk_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252626,26,55,1,2,121,0.5816,0.7998,,0.2182,266.5687469,54.98884749,316.6617557,98.46175569,31.09366822,
977,,CIAT_606_Basilisk_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252626,26,55,1,3,122,0.5878,0.7881,,0.2003,284.4687469,58.68132975,316.6617557,116.3617557,36.74638746,
978,,BR02_1752_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252627,26,55,1,1,123,0.5976,0.8335,,0.2359,247.473264,51.19713531,288.8836484,52.98364835,18.34082637,
979,,BR02_1752_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252627,26,55,1,2,124,0.5799,0.7866,EMBOLO DURO 8H,0.2067,276.673264,57.23801555,288.8836484,82.18364835,28.44870204,
980,,BR02_1752_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252627,26,55,1,3,125,0.5613,0.7927,,0.2314,251.973264,52.12809288,288.8836484,57.48364835,19.89854693,
981,,BR06_423_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252628,26,55,1,1,126,0.5661,0.7874,EMBOLO DURO 8H,0.2213,262.1490923,54.22475633,297.7897211,76.48972109,25.68581643,
982,,BR06_423_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252628,26,55,1,2,127,0.5717,0.7744,,0.2027,280.7490923,58.07211075,297.7897211,95.08972109,31.93183457,
983,,BR06_423_Cayman_Exc,Urochloa interespecifico,Urochloa,interespecifico,Poaceae,Poales,grasses,F252628,26,55,1,3,128,0.5898,0.7906,,0.2008,282.6490923,58.46512007,297.7897211,96.98972109,32.56986868,
984,,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252629,26,55,1,1,129,0.5787,0.7588,,0.1801,297.6966628,62.30614108,253.1980037,73.0980037,28.86989733,
985,,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252629,26,55,1,2,130,0.5588,0.7981,,0.2393,238.4966628,49.91593315,253.1980037,13.8980037,5.488986285,
986,,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252629,26,55,1,3,131,0.5844,0.8158,EMBOLO DURO 8H,0.2314,246.3966628,51.56935617,253.1980037,21.7980037,8.609074076,
987,,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,55,1,1,132,0.5696,0.7841,EMBOLO DURO 8H,0.2145,255.0265314,54.31568066,233.0588538,18.55885375,7.963161859,
988,,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,55,1,2,133,0.5544,0.781,RESIDUO DE MUESTRA EN LA MANGUERA 8H,0.2266,242.9265314,51.73861649,233.0588538,6.458853752,2.771340221,
989,,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,55,1,3,134,0.5855,0.8078,,0.2223,247.2265314,52.65443268,233.0588538,10.75885375,4.616367745,
990,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,55,1,1,135,0.5755,0.9069,,0.3314,132.6393878,28.58364856,230.3352006,-101.0647994,-43.87727064,
991,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,55,1,2,136,0.5766,0.8349,,0.2583,205.7393878,44.33662168,230.3352006,-27.96479937,-12.14091433,
992,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,55,1,3,137,0.5571,0.8918,,0.3347,129.3393878,27.87250203,230.3352006,-104.3647994,-45.30996525,
993,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,55,1,1,138,0.5898,0.7802,,0.1904,277.0233695,59.26605035,222.9936201,32.59362005,14.61639129,
994,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,55,1,2,139,0.6001,0.7886,RESIDUO DE MUESTRA EN LA MANGUERA  Y EMBOLO DURO 8H,0.1885,278.9233695,59.67253409,222.9936201,34.49362005,15.4684336,
995,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,55,1,3,140,0.6055,0.8343,,0.2288,238.6233695,51.0508,222.9936201,-5.806379948,-2.603832319,
996,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,55,1,1,141,0.6013,0.8185,RESIDUO DE MUESTRA EN LA MANGUERA DESPUES DEL CLICK Y EMBOLO DURO 8H,0.2172,258.7078815,54.36091554,249.6404465,32.44044647,12.99486799,
997,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,55,1,2,142,0.5807,0.8204,,0.2397,236.2078815,49.63310982,249.6404465,9.940446467,3.981905419,
998,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,55,1,3,143,0.5923,0.8259,"Embolo duro 0H EN LA PRIMERA AGITACION SE OBSERVA MUESTRA REGADA POR LA PARTE SUPERIOR DEL EMBOLO, NO SE LEE GAS A LAS 8H PORQUE EL VOLUMEN ES DE 42 ",0.2336,242.3078815,50.91487048,249.6404465,16.04044647,6.425419716,
999,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,55,1,1,144,0.6064,0.862,,0.2556,200.9891386,44.01969333,230.0798168,-25.52018322,-11.09188262,
1000,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,55,1,2,145,0.6151,0.8324,,0.2173,239.2891386,52.40797872,230.0798168,12.77981678,5.554514499,
1001,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,55,1,3,146,0.5632,0.8226,"Salió del baño de hielo sin manguera, se perdió muestra",0.2594,197.1891386,43.18743525,230.0798168,-29.32018322,-12.74348338,
1002,,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,55,1,1,147,0.5764,0.8016,,0.2252,256.8362507,53.28152194,279.8303836,54.63038363,19.5226776,
1003,,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,55,1,2,148,0.579,0.8744,,0.2954,186.6362507,38.71830187,279.8303836,-15.56961637,-5.563947763,
