32_no,32_date,32_gene_bank_id,32_tax_name,32_family,32_order,32_genus2,32_species3,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_percentage_ndf_digestibility_in_24h,32_remarks2
No,Date,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks
777,,ABC-2783-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3548,25,53,2,1,30,0.5983,0.9056,,0.3073,141.7070444,31.5600938,222.9232636,-84.37673638,-37.8501261,
778,,ABC-2783-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3548,25,53,2,2,31,0.6077,0.779,,0.1713,277.5275492,61.8338936,222.8341478,51.53414778,23.12668336,
779,,ABC-2783-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3548,25,53,2,3,32,0.5748,0.8699,,0.2951,153.6378017,34.23776671,222.7895899,-72.31041013,-32.45681729,
780,,ABC-10440-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3549,25,53,2,1,33,0.585,0.7598,,0.1748,276.6731587,61.28230513,233.7381913,58.93819134,25.21547335,
781,,ABC-10440-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3549,25,53,2,2,34,0.5907,0.8208,,0.2301,221.4633992,49.04370009,233.7849109,3.684910949,1.576197084,
782,,ABC-10440-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3549,25,53,2,3,35,0.5873,0.7347,,0.1474,304.3438802,67.37089168,233.8783502,86.47835016,36.97578254,
783,,ABC-10613-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3550,25,53,2,1,36,0.5797,0.8569,,0.2772,186.9821771,40.28206733,276.246956,-0.953044013,-0.344997109,
784,,ABC-10613-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3550,25,53,2,2,37,0.604,0.9145,,0.3105,153.6821771,33.10815983,276.246956,-34.25304401,-12.39942858,
785,,ABC-10613-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3550,25,53,2,3,38,0.5713,0.9211,,0.3498,114.8463593,24.71693945,276.5232029,-73.27679706,-26.49933036,
786,,ABC-10627-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3551,25,53,2,1,39,0.5707,0.8092,"Se encontro el clic abierto dentro del hielo, se perdió muestra",0.2385,228.5249637,48.93206605,268.5200221,30.02002209,11.17980769,
787,,ABC-10627-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3551,25,53,2,2,40,0.6063,0.8698,,0.2635,203.8985089,43.62412482,268.7347952,5.234795153,1.947940962,
788,,ABC-10627-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3551,25,53,2,3,41,0.5757,0.7926,"Se encontro el clic abierto dentro del hielo, se perdió muestra",0.2169,250.4051226,53.58492995,268.6811019,51.78110189,19.2723275,
789,,ABC-10634-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3552,25,53,2,1,42,0.5919,0.8593,,0.2674,197.97906,42.54146287,265.2116919,-2.188308103,-0.825117508,
790,,ABC-10634-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3552,25,53,2,2,43,0.5832,0.7656,,0.1824,282.79302,60.7904693,265.1056708,82.70567083,31.19724696,
791,,ABC-10634-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3552,25,53,2,3,44,0.5877,0.8324,,0.2447,220.49302,47.39817893,265.1056708,20.40567083,7.697183832,
792,,ABC-10639-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3553,25,53,2,1,45,0.6053,0.81,,0.2047,261.3932,56.08174502,251.4074638,46.7074638,18.57839186,
793,,ABC-10639-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3553,25,53,2,2,46,0.5553,0.756,,0.2007,265.4864,56.94855105,251.4577352,50.75773524,20.18539425,
794,,ABC-10639-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3553,25,53,2,3,47,0.5827,0.8453,,0.2626,203.6796,43.68185955,251.5080067,-11.09199332,-4.410194916,
795,,ABC-10725-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3554,25,53,2,1,48,0.5926,0.8068,,0.2142,248.2195557,53.67842961,271.9327247,57.7327247,21.2305175,
796,,ABC-10725-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3554,25,53,2,2,49,0.5654,0.7884,,0.223,239.3271642,51.76575869,271.8783925,48.87839249,17.97803497,
797,,ABC-10725-1,Stylosanthes scabra,Stylosanthes,scabra,0,0,Herbaceous,F24-3554,25,53,2,3,50,0.5751,0.8282,,0.2531,209.0423811,45.23332844,271.7697281,18.66972806,6.869686406,
798,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,25,53,2,1,51,,,,0,,,,,,
799,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,25,53,2,2,52,,,,0,,,,,,
800,,ABC-11199-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3555,25,53,2,1,53,0.5977,0.8602,se observa liquido en en embolo 24h,0.2625,196.6770669,42.83251083,267.6038657,5.103865738,1.90724664,
801,,ABC-11199-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3555,25,53,2,2,54,0.5588,0.77,,0.2112,248.160701,54.02305867,267.7108859,56.51088588,21.10892342,
802,,ABC-11199-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3555,25,53,2,3,55,0.5549,0.8559,,0.301,158.452518,34.48724554,267.764396,-33.23560405,-12.41225665,
803,,ABC-11215-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3556,25,53,2,1,56,0.5823,0.8485,,0.2662,198.4858,42.71398007,244.0855577,-22.11444231,-9.060119133,
804,,ABC-11215-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3556,25,53,2,2,57,0.5611,0.7288,,0.1677,296.9858,63.91109864,244.0855577,76.38555769,31.2945831,
805,,ABC-11215-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3556,25,53,2,3,58,0.5725,0.7865,,0.214,250.5929,53.93816823,244.0367601,30.03676009,12.30829326,
806,,ABC-11220-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3557,25,53,2,1,59,0.5723,0.8552,,0.2829,176.5729602,38.42945625,261.6861882,-21.21381178,-8.106584424,
807,,ABC-11220-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3557,25,53,2,2,60,0.5757,0.7683,EMBOLO DURO OH,0.1926,266.9648364,58.09078834,261.738515,69.138515,26.41510937,
808,,ABC-11220-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3557,25,53,2,3,61,0.5847,0.8822,,0.2975,161.881084,35.23895294,261.6338615,-35.86613855,-13.70852318,
809,,ABC-11232-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3558,25,53,2,1,62,0.5797,0.7943,,0.2146,241.5521948,52.95429849,247.2509498,32.65094978,13.20559125,
810,,ABC-11232-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3558,25,53,2,2,63,0.5581,0.8584,,0.3003,156.0346557,34.19303218,247.3498502,-52.95014984,-21.40698682,
811,,ABC-11232-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3558,25,53,2,3,64,0.5621,0.7572,,0.1951,261.1434252,57.23773994,247.3004,52.20039997,21.10809363,
812,,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,53,2,1,65,0.5552,0.8648,,0.3096,151.4191202,32.8444339,258.0046658,-51.5953342,-19.9978299,
813,,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,53,2,2,66,0.5436,0.7872,,0.2436,217.603491,47.18166606,258.107847,14.50784703,5.620846944,
814,,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,53,2,3,67,0.5535,0.8942,,0.3407,120.4113056,26.11328417,258.0562564,-82.64374358,-32.02547566,
815,,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,53,2,1,68,0.5691,0.808,,0.2389,218.7042383,47.79331571,261.8695871,22.96958706,8.771383999,
816,,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,53,2,2,69,0.5532,0.8941,,0.3409,116.6127358,25.48841303,261.8172236,-79.08277639,-30.20533764,
817,,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,53,2,3,70,0.5726,0.8095,,0.2369,220.9787459,48.26141154,262.0266774,25.12667739,9.589358474,
818,,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,53,2,1,71,0.5912,0.914,,0.3228,137.4940277,29.87091281,252.612348,-70.18765201,-27.7847273,
819,,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,53,2,2,72,0.5223,0.6916,,0.1693,290.9019873,63.21180597,252.5618356,83.26183562,32.96691102,
820,,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,53,2,3,73,0.5821,0.9056,,0.3235,136.8860681,29.73288672,252.6628604,-70.83713964,-28.0362296,
821,,ABC-11690-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3562,25,53,2,1,74,0.5818,0.8822,,0.3004,153.15635,33.76787691,246.4084789,-53.99152107,-21.91138929,
822,,ABC-11690-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3562,25,53,2,2,75,0.5963,0.7968,,0.2005,252.965675,55.78496652,246.3592169,45.85921694,18.61477622,
823,,ABC-11690-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3562,25,53,2,3,76,0.6033,0.9058,,0.3025,151.147025,33.31820042,246.4577409,-56.04225908,-22.73909469,
824,,ABC-11762-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3563,25,53,2,1,77,0.6086,0.9252,,0.3166,137.204103,30.23421386,266.5003584,-50.09964163,-18.79908978,
825,,ABC-11762-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3563,25,53,2,2,78,0.5719,0.8338,,0.2619,191.904103,42.28787306,266.5003584,4.600358365,1.726210949,
826,,ABC-11762-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3563,25,53,2,3,79,0.6004,0.8384,,0.238,215.804103,47.55446273,266.5003584,28.50035837,10.69430396,
827,,ABC-11778-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3564,25,53,2,1,80,0.581,0.7935,,0.2125,247.9631408,53.85081211,249.6278945,37.12789452,14.87329555,
828,,ABC-11778-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3564,25,53,2,2,81,0.5746,0.8651,,0.2905,169.9631408,36.9113455,249.6278945,-40.87210548,-16.37321244,
829,,ABC-11778-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3564,25,53,2,3,82,0.5549,0.7554,,0.2005,260.1472524,56.47428722,249.7277058,49.22770575,19.71255276,
830,,ABC-11784-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3565,25,53,2,1,83,0.5833,0.9245,,0.3412,120.5807519,26.1121217,274.2629487,-66.93705125,-24.40615897,
831,,ABC-11784-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3565,25,53,2,2,84,0.5825,0.8244,,0.2419,219.8807519,47.61583306,274.2629487,32.36294875,11.79997112,
832,,ABC-11784-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3565,25,53,2,3,85,0.5773,0.8961,,0.3188,142.8884512,30.94910665,274.208129,-44.59187095,-16.26205288,
833,,ABC-11820-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3566,25,53,2,1,86,0.5792,0.793,,0.2138,245.502486,53.4511555,242.9446576,29.14465757,11.99641839,
834,,ABC-11820-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3566,25,53,2,2,87,0.5747,0.8437,,0.269,190.1188752,41.40950971,242.847538,-26.15246203,-10.76908675,
835,,ABC-11820-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3566,25,53,2,3,88,0.5681,0.8681,,0.3,159.2106806,34.67050906,242.8960978,-57.10390223,-23.50960051,
836,,ABC-12042-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3567,25,53,2,1,89,0.5961,0.9172,,0.3211,135.7228127,29.71016529,245.8304568,-75.2695432,-30.61847754,
837,,ABC-12042-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3567,25,53,2,2,90,0.5541,0.7936,,0.2395,217.5968516,47.60410203,245.9779256,6.477925581,2.633539398,
838,,ABC-12042-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3567,25,53,2,3,91,0.5636,0.85,,0.2864,170.514159,37.31864195,245.8796131,-40.52038694,-16.47976684,
839,,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,25,53,2,1,92,0.5752,0.8637,,0.2885,156.856,35.22036304,318.5186112,30.0186112,9.42444496,
840,,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,25,53,2,2,93,0.569,0.8802,,0.3112,134.156,30.12331708,318.5186112,7.3186112,2.297702848,
841,,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,25,53,2,3,94,0.5881,0.9442,,0.3561,89.256,20.04149489,318.5186112,-37.5813888,-11.79880468,
842,,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,25,53,2,1,95,0.5816,0.9036,,0.322,123,27.64044944,301.977,-20.023,-6.630637433,
843,,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,25,53,2,2,96,0.5766,1.0191,,,,,,,,Eliminado Dig 0.70%
844,,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,25,53,2,3,97,0.5535,0.9083,,0.3548,90.645,20.34931361,302.278977,-52.521023,-17.37501679,
845,,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,Hohenheimer,Heustandard,0,0,0,F25-2134,25,53,2,1,98,0.5863,0.7639,A partir de la corrida #2 se reemplaza el estandar F25-001 Por el estandar F25-2134 ya que la muestra se acabó,0.1776,50.91524542,22.28089655,#DIV/0!,#DIV/0!,#DIV/0!,
846,,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,Hohenheimer,Heustandard,0,0,0,F25-2134,25,53,2,2,99,0.5529,0.8012,A partir de la corrida #2 se reemplaza el estandar F25-001 Por el estandar F25-2134 ya que la muestra se acabó,,,,,,,"Eliminado DIG -8,6"
847,,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,Hohenheimer,Heustandard,0,0,0,F25-2134,25,53,2,3,100,0.5691,0.7427,A partir de la corrida #2 se reemplaza el estandar F25-001 Por el estandar F25-2134 ya que la muestra se acabó,0.1736,54.73257936,23.97055187,#DIV/0!,#DIV/0!,#DIV/0!,
848,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,53,2,1,101,0.5639,0.9922,,0.4283,,,,,,Eliminado Dig 8.7%
849,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,53,2,2,102,0.551,0.8885,,0.3375,131.6233339,28.05729845,#DIV/0!,#DIV/0!,#DIV/0!,
850,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,53,2,3,103,0.5873,0.9153,,0.328,140.8421411,30.04041846,#DIV/0!,#DIV/0!,#DIV/0!,
851,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,53,2,1,106,0.589,0.8417,,0.2527,216.0484102,46.09048382,#DIV/0!,#DIV/0!,#DIV/0!,
852,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,53,2,2,107,0.5865,0.828,,0.2415,227.3421411,48.49012518,#DIV/0!,#DIV/0!,#DIV/0!,
853,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,25,53,2,3,108,0.5626,0.8208,,0.2582,210.829603,44.9501698,#DIV/0!,#DIV/0!,#DIV/0!,
854,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,25,53,2,1,104,,,,0,,,,,,
855,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,25,53,2,2,105,,,,0,,,,,,
856,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,25,54,3,1,1,,,,0,,,,,,
857,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,25,54,3,2,2,,,,0,,,,,,
858,,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2136,25,54,3,1,3,0.5995,0.9031,,0.3036,181.0841895,37.36127429,333.4343412,29.83434121,8.94759103,
859,,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2136,25,54,3,2,4,0.5751,0.8792,,0.3041,180.875,37.29573689,333.6344018,29.53440181,8.852325075,
860,,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2136,25,54,3,3,5,0.5765,0.8961,,0.3196,165.0841895,34.06015568,333.4343412,13.83434121,4.149045103,
861,, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2137,25,54,3,1,6,0.5896,0.8041,,0.2145,269.5233927,55.68396006,302.3698257,87.8698257,29.06038177,
862,, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2137,25,54,3,2,7,0.5926,0.8437,,0.2511,232.9233927,48.12234206,302.3698257,51.2698257,16.95599936,
863,, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2137,25,54,3,3,8,0.5526,0.7753,,0.2227,261.2266073,53.98062503,302.3093638,79.60936383,26.33374065,
864,, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2138,25,54,3,1,9,0.5812,0.8107,,0.2295,251.07991,52.24519477,310.5740795,81.07407949,26.10458659,
865,, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2138,25,54,3,2,10,0.5562,0.8885,,0.3323,148.27991,30.85437134,310.5740795,-21.72592051,-6.995406875,
866,, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2138,25,54,3,3,11,0.5712,0.676,,,,,,,,Eliminado DIG 78.2%
867,,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2139,25,54,3,1,12,0.6032,0.8254,,0.2222,262.9431246,54.19908296,287.3335421,65.13354206,22.66826963,
868,,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2139,25,54,3,2,13,0.5884,0.7892,,0.2008,283.9553203,58.5770405,287.103859,86.30385898,30.0601529,
869,,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2139,25,54,3,3,14,0.5709,0.8096,,0.2387,246.2492224,50.77835184,287.2187005,48.51870052,16.89259802,
870,,CIAT_6133_Llanero _Opt,Brachiaria humidicola,Brachiaria,humidicola,Poaceae,Poales,grasses,F25-2140,25,54,3,1,15,0.5726,0.8266,,0.254,232.9506349,47.83865514,312.2562221,58.25622208,18.65654484,
871,,CIAT_6133_Llanero _Opt,Brachiaria humidicola,Brachiaria,humidicola,Poaceae,Poales,grasses,F25-2140,25,54,3,2,16,0.5975,0.8328,,0.2353,251.7480251,51.68854242,312.3186733,77.01867333,24.66028448,
872,,CIAT_6133_Llanero _Opt,Brachiaria humidicola,Brachiaria,humidicola,Poaceae,Poales,grasses,F25-2140,25,54,3,3,17,0.597,0.8688,,0.2718,215.3454152,44.20557158,312.3811246,40.58112457,12.99090162,
873,,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2141,25,54,3,1,18,0.6002,0.8714,,0.2712,216.6956458,44.41434304,319.1939527,47.99395267,15.03598432,
874,,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2141,25,54,3,2,19,0.5888,0.8469,,0.2581,229.6006046,47.0781874,319.0663516,60.96635165,19.10773459,
875,,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2141,25,54,3,3,20,0.5876,0.8638,,0.2762,211.7931664,43.40084677,319.2577532,43.05775318,13.48683086,
876,,Paja Sabana Madura,0,0,0,Poaceae,Poales,grasses,F252566,25,54,3,1,21,0.6193,1.0191,,0.3998,62.31930269,13.48554417,360.256093,-39.54390698,-10.97661018,
877,,Paja Sabana Madura,0,0,0,Poaceae,Poales,grasses,F252566,25,54,3,2,22,0.5967,1.0043,,0.4076,54.61170807,11.81530176,360.3281298,-47.27187017,-13.11911734,
878,,Paja Sabana Madura,0,0,0,Poaceae,Poales,grasses,F252566,25,54,3,3,23,0.6214,1.0242,,0.4028,59.22689731,12.81892843,360.1840562,-42.61594379,-11.831713,
879,,Humidicola 679,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,grasses,F252567,25,54,3,1,24,0.569,0.9105,,0.3415,120.0134044,26.00431608,377.8996366,36.39963659,9.632090921,
880,,Humidicola 679,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,grasses,F252567,25,54,3,2,25,0.5504,0.8941,,0.3437,117.5366624,25.48294011,377.6730328,33.97303277,8.995355723,
881,,Humidicola 679,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,grasses,F252567,25,54,3,3,26,0.5407,0.8937,,0.353,108.4211571,23.49722275,377.824102,24.82410198,6.570280152,
882,,Sabana Quemada,0,0,0,Poaceae,Poales,grasses,F252568,25,54,3,1,27,0.5596,0.958,,0.3984,69.87975231,14.92265082,364.4665081,-33.93349189,-9.310455456,
883,,Sabana Quemada,0,0,0,Poaceae,Poales,grasses,F252568,25,54,3,2,28,0.5511,0.943,,0.3919,76.37975231,16.31070998,364.4665081,-27.43349189,-7.52702684,
884,,Sabana Quemada,0,0,0,Poaceae,Poales,grasses,F252568,25,54,3,3,29,0.565,0.9809,,0.4159,52.28613381,11.16780913,364.393644,-51.50635605,-14.13481187,
885,,ABC-2783-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3548,25,54,3,1,30,0.6009,0.8444,,0.2435,205.2378017,45.73668653,222.7895899,-20.71041013,-9.295950563,
886,,ABC-2783-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3548,25,54,3,2,31,0.5693,0.7591,,0.1898,259.0275492,57.71204323,222.8341478,33.03414778,14.82454467,
887,,ABC-2783-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3548,25,54,3,3,32,0.5756,0.8658,,0.2902,158.7172968,35.35557617,222.8787057,-67.3212943,-30.20535052,
888,,ABC-10440-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3549,25,54,3,1,33,0.5869,0.7872,,0.2003,251.0829182,55.6252592,233.6914717,33.39147174,14.28869932,
889,,ABC-10440-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3549,25,54,3,2,34,0.5801,0.7656,,0.1855,266.1536397,58.92870472,233.8316306,48.33163056,20.66941519,
890,,ABC-10440-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3549,25,54,3,3,35,0.6093,0.8671,,0.2578,193.4024373,42.86378381,233.5980325,-24.20196748,-10.36051854,
