24_no,24_date,24_requisitioner,24_set_ciat,24_ciat_lab_id,24_gene_bank_breeding_program_id,24_genus,24_species,24_tax_name,24_family,24_order,24_functional_group,24_batches_ciat,24_id_lab,24_replication,24_ndf_percentage_dm,24_av_adf_percentage_dm
297,46203,JUAN CARDOSO,39,F263306,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,"92,93,94",OT-032,A,65.38100031,65.28724357
298,46203,JUAN CARDOSO,39,F263306,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,"92,93,94",OT-032,B,65.19348682,
299,46203,JACOBO ARANGO/ ALEJANDRO MONTOYA,39,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,"92,93,94",OT-001(2025)  ,A,76.05,76.05
300,46203,JACOBO ARANGO/ ALEJANDRO MONTOYA,39,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,"92,93,94",OT-001(2025)  ,B,76.05,
301,46252,BREEDING,41,F262959,CIAT-BR15_3013,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,64.81048096,65.13708265
302,46252,BREEDING,41,F262959,CIAT-BR15_3013,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,65.46368434,
303,46252,BREEDING,41,F262960,CIAT-BR15_3017,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,64.51089914,65.32469586
304,46252,BREEDING,41,F262960,CIAT-BR15_3017,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,66.13849258,
305,46252,BREEDING,41,F262961,CIAT-BR15_3186,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,64.47030841,64.45460353
306,46252,BREEDING,41,F262961,CIAT-BR15_3186,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,64.43889865,
307,46252,BREEDING,41,F262962,CIAT-BR15_3234,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,66.30888456,65.92167496
308,46252,BREEDING,41,F262962,CIAT-BR15_3234,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,65.53446536,
309,46252,BREEDING,41,F262963,CIAT-BR15_3280,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,66.62136944,66.32016109
310,46252,BREEDING,41,F262963,CIAT-BR15_3280,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,66.01895274,
311,46252,BREEDING,41,F262964,CIAT-BR15_3294,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,65.88619765,65.58091296
312,46252,BREEDING,41,F262964,CIAT-BR15_3294,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,65.27562827,
313,46252,BREEDING,41,F262965,CIAT-BR15_3571,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,65.79344686,65.6939464
314,46252,BREEDING,41,F262965,CIAT-BR15_3571,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,65.59444593,
315,46252,BREEDING,41,F262966,CIAT-BR15_3597,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,65.64550814,64.73085243
316,46252,BREEDING,41,F262966,CIAT-BR15_3597,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,63.81619671,
317,46252,BREEDING,41,F262967,CIAT-BR15_361,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,68.24796917,67.42522367
318,46252,BREEDING,41,F262967,CIAT-BR15_361,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,66.60247816,
319,46252,BREEDING,41,F262968,CIAT-BR15_3726,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,63.37715463,63.72006605
320,46252,BREEDING,41,F262968,CIAT-BR15_3726,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,64.06297747,
321,46252,BREEDING,41,F262969,CIAT-BR15_378,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,64.53195943,65.19450136
322,46252,BREEDING,41,F262969,CIAT-BR15_378,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,65.85704329,
323,46252,BREEDING,41,F262970,CIAT-BR15_3810,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,62.87411359,63.63145055
324,46252,BREEDING,41,F262970,CIAT-BR15_3810,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,64.38878751,
325,46252,BREEDING,41,F262971,CIAT-BR15_395,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,66.88309242,67.09041206
326,46252,BREEDING,41,F262971,CIAT-BR15_395,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,67.29773169,
327,46252,BREEDING,41,F262972,CIAT-BR15_4368,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,64.71135113,66.02302087
328,46252,BREEDING,41,F262972,CIAT-BR15_4368,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,67.33469062,
329,46252,BREEDING,41,F262973,CIAT-BR15_4442,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,64.60848177,63.68171172
330,46252,BREEDING,41,F262973,CIAT-BR15_4442,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,62.75494166,
331,46252,BREEDING,41,F262974,CIAT-BR15_4483,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,64.58817613,64.28278338
332,46252,BREEDING,41,F262974,CIAT-BR15_4483,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,63.97739063,
333,46252,BREEDING,41,F262975,CIAT-BR15_503,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,61.53856757,62.07103946
334,46252,BREEDING,41,F262975,CIAT-BR15_503,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,62.60351134,
335,46252,BREEDING,41,F262976,CIAT-BR15_5152,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,64.49235398,63.58238649
336,46252,BREEDING,41,F262976,CIAT-BR15_5152,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,62.672419,
337,46252,BREEDING,41,F262977,CIAT-BR15_5232,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,68.41531304,68.7354111
338,46252,BREEDING,41,F262977,CIAT-BR15_5232,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,69.05550916,
339,46252,BREEDING,41,F262978,CIAT-BR15_58,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,62.02956987,62.63443991
340,46252,BREEDING,41,F262978,CIAT-BR15_58,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,63.23930995,
341,46252,BREEDING,41,F262979,CIAT-BR15_60,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,63.87942483,64.82735526
342,46252,BREEDING,41,F262979,CIAT-BR15_60,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,65.7752857,
343,46252,BREEDING,41,F262980,CIAT-BR15_6346,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,66.20895597,66.62125107
344,46252,BREEDING,41,F262980,CIAT-BR15_6346,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,67.03354617,
345,46252,BREEDING,41,F262981,CIAT-BR15_6401,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,63.19118737,64.31176395
346,46252,BREEDING,41,F262981,CIAT-BR15_6401,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,65.43234052,
347,46252,BREEDING,41,F262982,CIAT-BR15_6402,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,60.4268423,60.39896885
348,46252,BREEDING,41,F262982,CIAT-BR15_6402,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,60.37109541,
349,46252,BREEDING,41,F262983,CIAT-BR15_6434,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,65.49106504,65.14029786
350,46252,BREEDING,41,F262983,CIAT-BR15_6434,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,64.78953068,
351,46252,BREEDING,41,F262984,CIAT-BR15_6504,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,61.12499332,61.51620149
352,46252,BREEDING,41,F262984,CIAT-BR15_6504,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,61.90740966,
353,46252,BREEDING,41,F262985,CIAT-BR15_6508,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,61.24277981,62.17188889
354,46252,BREEDING,41,F262985,CIAT-BR15_6508,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,63.10099796,
355,46252,BREEDING,41,F262986,CIAT-BR15_6543,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,59.963471,58.99262516
356,46252,BREEDING,41,F262986,CIAT-BR15_6543,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,58.02177932,
357,46252,BREEDING,41,F262987,CIAT-BR15_6571,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,59.81302675,60.61996812
358,46252,BREEDING,41,F262987,CIAT-BR15_6571,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,61.42690949,
359,46252,BREEDING,41,F262988,CIAT-BR15_6590,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,58.52392227,58.30179631
360,46252,BREEDING,41,F262988,CIAT-BR15_6590,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,58.07967034,
361,46252,BREEDING,41,F262989,CIAT-BR15_6758,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,63.77246825,62.10135902
362,46252,BREEDING,41,F262989,CIAT-BR15_6758,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,60.43024978,
363,46252,BREEDING,41,F262990,CIAT-BR15_7006,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,62.50171151,62.05481383
364,46252,BREEDING,41,F262990,CIAT-BR15_7006,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,61.60791615,
365,46252,BREEDING,41,F262991,CIAT-BR15_7316,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,58.19912322,58.54111706
366,46252,BREEDING,41,F262991,CIAT-BR15_7316,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,58.88311089,
367,46252,BREEDING,41,F262992,CIAT-BR15_7318,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,59.94086085,59.88137223
368,46252,BREEDING,41,F262992,CIAT-BR15_7318,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,59.82188361,
369,46252,BREEDING,41,F262993,CIAT-BR15_757,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,57.64099471,58.41732854
370,46252,BREEDING,41,F262993,CIAT-BR15_757,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,59.19366237,
371,46252,BREEDING,41,F262994,CIAT-BR15_780,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,58.21062076,56.97239145
372,46252,BREEDING,41,F262994,CIAT-BR15_780,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,55.73416213,
373,46252,BREEDING,41,F262995,CIAT-BR15_800,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,57.04551535,57.29889377
374,46252,BREEDING,41,F262995,CIAT-BR15_800,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,57.55227218,
375,46252,BREEDING,41,F262996,CIAT-BR15_823,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,56.75806563,57.97067355
376,46252,BREEDING,41,F262996,CIAT-BR15_823,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,59.18328147,
377,46252,BREEDING,41,F262997,CIAT-BR15_8529,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,59.41934729,59.45721914
378,46252,BREEDING,41,F262997,CIAT-BR15_8529,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,59.49509099,
379,46252,BREEDING,41,F262998,CIAT-BR15_8650,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,57.87237618,57.27246564
380,46252,BREEDING,41,F262998,CIAT-BR15_8650,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,56.67255511,
381,46252,BREEDING,41,F262999,CIAT-BR15_8756,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,56.73133019,57.33081178
382,46252,BREEDING,41,F262999,CIAT-BR15_8756,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,57.93029336,
383,46252,BREEDING,41,F263000,CIAT-BR15_8881,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,60.36086736,61.8696491
384,46252,BREEDING,41,F263000,CIAT-BR15_8881,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,63.37843083,
385,46252,BREEDING,41,F263001,CIAT-BR15_8905,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,58.58100108,57.84228406
386,46252,BREEDING,41,F263001,CIAT-BR15_8905,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,57.10356703,
387,46252,BREEDING,41,F263002,CIAT-BR15_8976,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,55.79044768,56.15145905
388,46252,BREEDING,41,F263002,CIAT-BR15_8976,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,56.51247041,
389,46252,BREEDING,41,F263003,CIAT-BR15_9125,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,59.34871163,59.74142026
390,46252,BREEDING,41,F263003,CIAT-BR15_9125,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,60.1341289,
391,46252,BREEDING,41,F263004,CIAT-BR15_9141,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,62.71499335,63.13887408
392,46252,BREEDING,41,F263004,CIAT-BR15_9141,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,63.5627548,
393,46252,BREEDING,41,F263005,CIAT-BR15_9142,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,62.13588032,61.252868
394,46252,BREEDING,41,F263005,CIAT-BR15_9142,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,60.36985568,
395,46252,BREEDING,41,F263006,CIAT-BR15_972,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,65.47531099,64.36615423
396,46252,BREEDING,41,F263006,CIAT-BR15_972,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,63.25699747,
397,46252,BREEDING,41,F263007,CIAT-BR19_1033,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,64.07622594,64.23740531
398,46252,BREEDING,41,F263007,CIAT-BR19_1033,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,64.39858469,
399,46252,BREEDING,41,F263008,CIAT-BR19_113,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,61.23103903,60.76852631
400,46252,BREEDING,41,F263008,CIAT-BR19_113,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,60.30601359,
401,46252,BREEDING,41,F263009,CIAT-BR19_1444,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,62.43266523,62.19665765
402,46252,BREEDING,41,F263009,CIAT-BR19_1444,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,61.96065007,
403,46252,BREEDING,41,F263010,CIAT-BR19_1583,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,62.85169117,61.81496918
404,46252,BREEDING,41,F263010,CIAT-BR19_1583,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,60.77824718,
405,46252,BREEDING,41,F263011,CIAT-BR19_166,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,62.65730125,63.78683221
406,46252,BREEDING,41,F263011,CIAT-BR19_166,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,64.91636317,
407,46252,BREEDING,41,F263012,CIAT-BR19_1727,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,74.87257776,74.6869053
408,46252,BREEDING,41,F263012,CIAT-BR19_1727,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,74.50123284,
409,46252,BREEDING,41,F263013,CIAT-BR19_1783,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,59.65943902,58.90356845
410,46252,BREEDING,41,F263013,CIAT-BR19_1783,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,58.14769789,
411,46252,BREEDING,41,F263014,CIAT-BR19_1793,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,61.91224339,62.62054807
412,46252,BREEDING,41,F263014,CIAT-BR19_1793,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,63.32885276,
413,46252,BREEDING,41,F263015,CIAT-BR19_1806,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,61.95929547,62.40427683
414,46252,BREEDING,41,F263015,CIAT-BR19_1806,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,62.8492582,
415,46252,BREEDING,41,F263016,CIAT-BR19_2001,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,62.57737193,63.96842655
416,46252,BREEDING,41,F263016,CIAT-BR19_2001,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,65.35948118,
417,46252,BREEDING,41,F263017,CIAT-BR19_21,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,61.21660836,63.25185988
418,46252,BREEDING,41,F263017,CIAT-BR19_21,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,65.28711139,
419,46252,BREEDING,41,F263018,CIAT-BR19_2124,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,60.30780854,62.19157021
420,46252,BREEDING,41,F263018,CIAT-BR19_2124,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,64.07533189,
421,46252,BREEDING,41,F263019,CIAT-BR19_2287,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,62.50493494,62.78786956
422,46252,BREEDING,41,F263019,CIAT-BR19_2287,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,63.07080418,
423,46252,BREEDING,41,F263020,CIAT-BR19_231,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,A,63.52040629,63.86453818
424,46252,BREEDING,41,F263020,CIAT-BR19_231,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,"98,99,100",OT-025,B,64.20867008,
425,46252,JUAN CARDOSO,41,F263376, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,A,44.48885039,45.55711965
426,46252,JUAN CARDOSO,41,F263376, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,B,46.6253889,
427,46252,JUAN CARDOSO,41,F263377,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,A,42.10547775,42.40251366
428,46252,JUAN CARDOSO,41,F263377,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,B,42.69954957,
429,46252,JUAN CARDOSO,41,F263378,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,"98,99,100",OT-037,A,51.01794789,50.22850518
430,46252,JUAN CARDOSO,41,F263378,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,"98,99,100",OT-037,B,49.43906247,
431,46252,JUAN CARDOSO,41,F263379,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,A,49.49351324,49.36245053
432,46252,JUAN CARDOSO,41,F263379,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,B,49.23138782,
433,46252,JUAN CARDOSO,41,F263380,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,A,46.40072516,47.23419263
434,46252,JUAN CARDOSO,41,F263380,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,B,48.06766009,
435,46252,JUAN CARDOSO,41,F263381,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,A,44.27050002,43.78127092
436,46252,JUAN CARDOSO,41,F263381,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,B,43.29204182,
437,46252,JUAN CARDOSO,41,F263382,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,A,45.1027273,45.21081426
438,46252,JUAN CARDOSO,41,F263382,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,B,45.31890122,
439,46252,JUAN CARDOSO,41,F263383,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,"98,99,100",OT-037,A,60.1990947,60.64381869
440,46252,JUAN CARDOSO,41,F263383,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,"98,99,100",OT-037,B,61.08854268,
441,46252,JUAN CARDOSO,41,F263384,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,"98,99,100",OT-037,A,60.31018616,60.07708073
442,46252,JUAN CARDOSO,41,F263384,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,"98,99,100",OT-037,B,59.8439753,
443,46252,JUAN CARDOSO,41,F263385,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,A,61.64028604,62.09392276
444,46252,JUAN CARDOSO,41,F263385,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,B,62.54755949,
445,46252,JUAN CARDOSO,41,F263386,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,"98,99,100",OT-037,A,55.54195602,55.15231082
446,46252,JUAN CARDOSO,41,F263386,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,"98,99,100",OT-037,B,54.76266561,
447,46252,JUAN CARDOSO,41,F263387,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,A,70.48554402,68.21356265
448,46252,JUAN CARDOSO,41,F263387,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,"98,99,100",OT-037,B,65.94158128,
449,46252,JACOBO ARANGO/ ALEJANDRO MONTOYA,41,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,"98,99,100",OT-001(2025)  ,A,76.05,76.05
