40_sample_serial_no,40_date,40_requisitioner,40_set_ciat,40_ciat_lab_id,40_gene_bank_breeding_program_id,40_genus,40_species,40_tax_name,40_family,40_order,40_functional_group,40_dm_percentage,40_av_dm_105,40_ash_dm,40_av_ash_percentage,40_om_percentage,40_av_om_percentage,40_pc_percentage_dm,40_av_pc_percentage,40_adf_percentage_dm,40_av_adf_percentage_dm,40_ndf_percentage_dm,40_av_ndf_percentage_dm
Sample serial No,"Date (M,D.Y)",Requisitioner,Set CIAT,CIAT Lab-ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,"DM, %",Av DM 105,Ash/DM,"Av Ash, %","OM, %","OM, %","PC (%), DM","Av PC, %","ADF, % (DM)"," Av ADF, % (DM)","NDF, % (DM)"," Av NDF, % (DM)"
,46267,BREEDING,42,F263067,CIAT-BR19_95,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.58044196,,12.69428967,,87.30571033,,14.85234635,,28.23736549,,65.16497863,
,46267,BREEDING,42,F263068,CIAT-CIAT_16320,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.36139158,95.48091577,10.87849216,10.74867678,89.12150784,89.25132322,14.76550717,14.62096792,33.97732707,34.61063534,73.36662482,73.0608461
,46267,BREEDING,42,F263068,CIAT-CIAT_16320,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.60043996,,10.61886139,,89.38113861,,14.47642867,,35.24394361,,72.75506738,
,46267,BREEDING,42,F263069,CIAT-CIAT_6387,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.72,95.77,11.5589433,11.61637256,88.4410567,88.38362744,12.69593199,12.64638754,33.28321564,33.0355867,72.46243187,73.08520398
,46267,BREEDING,42,F263069,CIAT-CIAT_6387,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.82,,11.67380182,,88.32619818,,12.59684308,,32.78795776,,73.7079761,
,46267,BREEDING,42,F263070,CIAT-CIAT_6780,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.11048895,95.22524448,11.28789447,11.29370958,88.71210553,88.70629042,12.47096049,12.62103845,31.8398043,31.85229946,71.47275727,71.72059884
,46267,BREEDING,42,F263070,CIAT-CIAT_6780,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.34,,11.29952468,,88.70047532,,12.77111641,,31.86479461,,71.9684404,
,46267,BREEDING,42,F263071,CIAT-GP_3207,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.30110967,96.28074181,11.79529032,11.79127711,88.20470968,88.20872289,13.48904712,13.53841974,32.13910005,32.49863616,65.19979628,65.61788566
,46267,BREEDING,42,F263071,CIAT-GP_3207,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.26037396,,11.78726389,,88.21273611,,13.58779237,,32.85817228,,66.03597504,
,46267,BREEDING,42,F263072,CIAT-Mavuno,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.52179128,95.56111562,12.43732435,12.29793304,87.56267565,87.70206696,15.81273988,15.71600813,29.01578863,29.13673453,58.83876004,58.76729419
,46267,BREEDING,42,F263072,CIAT-Mavuno,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.60043996,,12.15854173,,87.84145827,,15.61927638,,29.25768042,,58.69582835,
,46267,ISABEL MOLINA,42,F264574,Cayman Br02_1752_ Exp VII_ Gramíneas,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,91.94161168,91.96700698,13.24123171,13.50145473,86.75876829,86.49854527,13.48354359,13.37654262,31.03369868,31.07190598,61.49964407,62.45784185
,46267,ISABEL MOLINA,42,F264574,Cayman Br02_1752_ Exp VII_ Gramíneas,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,91.99240228,,13.76167775,,86.23832225,,13.26954165,,31.11011327,,63.41603962,
,46267,ISABEL MOLINA,42,F264575,Estrella_ Exp VII_ Gramíneas,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,93.68126375,93.64595134,8.968161694,8.979287507,91.03183831,91.02071249,10.05526393,9.735947827,39.27653808,39.06114138,77.84529004,77.31896883
,46267,ISABEL MOLINA,42,F264575,Estrella_ Exp VII_ Gramíneas,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,93.61063894,,8.990413321,,91.00958668,,9.416631729,,38.84574468,,76.79264763,
,46267,ISABEL MOLINA,42,F264576,Mulato Br02_1752 _Exp VII_ Gramíneas,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.92182345,93.90743846,9.900398721,9.984556872,90.09960128,90.01544313,6.945663729,7.052826771,36.91743297,36.81743415,70.17278317,70.59323002
,46267,ISABEL MOLINA,42,F264576,Mulato Br02_1752 _Exp VII_ Gramíneas,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.89305347,,10.06871502,,89.93128498,,7.159989812,,36.71743533,,71.01367687,
,46267,ISABEL MOLINA,42,F264577,Heno Estrella,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,94.96151155,94.99625267,9.16603291,9.182278059,90.83396709,90.81772194,4.350400598,4.244874869,38.60792499,38.59740043,74.96741139,75.85622016
,46267,ISABEL MOLINA,42,F264577,Heno Estrella,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,95.0309938,,9.198523209,,90.80147679,,4.13934914,,38.58687587,,76.74502893,
,46267,ISABEL MOLINA,42,F264578,Heno Estrella,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,94.4816555,94.44082775,8.256662809,8.26848995,91.74333719,91.73151005,5.324084339,5.429574419,36.44835325,36.60962935,76.35847915,76.60777058
,46267,ISABEL MOLINA,42,F264578,Heno Estrella,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,94.4,,8.28031709,,91.71968291,,5.535064499,,36.77090546,,76.85706202,
,46267,JUAN CARDOSO,42,F264724, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,93.51064894,93.54096734,14.04591646,14.09331195,85.95408354,85.90668805,23.76581657,23.95985559,27.34014368,27.28704337,43.80120361,43.2367741
,46267,JUAN CARDOSO,42,F264724, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,93.57128574,,14.14070744,,85.85929256,,24.15389462,,27.23394307,,42.6723446,
,46267,JUAN CARDOSO,42,F264725,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,94.49055094,94.59054095,12.56871036,12.59513742,87.43128964,87.40486258,26.72199281,26.82105281,25.13631836,25.63145234,42.27976259,42.30938194
,46267,JUAN CARDOSO,42,F264725,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,94.69053095,,12.62156448,,87.37843552,,26.92011281,,26.12658632,,42.33900128,
,46267,JUAN CARDOSO,42,F264726,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,96.2614954,96.2607477,10.45698673,10.49024348,89.54301327,89.50975652,22.79709806,22.65872491,28.94528041,28.74194642,48.95758767,48.02685578
,46267,JUAN CARDOSO,42,F264726,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,96.26,,10.52350022,,89.47649978,,22.52035176,,28.53861243,,47.0961239,
,46267,JUAN CARDOSO,42,F264727,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,95.17144857,95.17120719,7.584052849,7.47937919,92.41594715,92.52062081,21.41596351,21.31988672,25.51918935,26.05496127,46.85431682,47.7203947
,46267,JUAN CARDOSO,42,F264727,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,95.17096581,,7.374705531,,92.62529447,,21.22380993,,26.5907332,,48.58647257,
,46267,JUAN CARDOSO,42,F264728,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,96.18076385,96.28574285,5.679871242,5.62276102,94.32012876,94.37723898,19.34574764,19.63282065,26.70067042,27.11522799,47.9020454,48.46721939
,46267,JUAN CARDOSO,42,F264728,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,96.39072186,,5.565650797,,94.4343492,,19.91989366,,27.52978556,,49.03239339,
,46267,JUAN CARDOSO,42,F264729,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,94.92,94.68583225,8.269452582,8.394909433,91.73054742,91.60509057,23.08791659,22.93690675,27.50297351,28.35643806,47.44377087,47.32429992
,46267,JUAN CARDOSO,42,F264729,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,94.4516645,,8.520366283,,91.47963372,,22.78589692,,29.2099026,,47.20482896,
,46267,JUAN CARDOSO,42,F264730,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,95.03149055,95.5011482,10.1329639,10.07589103,89.8670361,89.92410897,23.66522694,23.86123653,29.09656823,28.47478574,46.29932737,46.05021716
,46267,JUAN CARDOSO,42,F264730,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,95.97080584,,10.01881816,,89.98118184,,24.05724612,,27.85300324,,45.80110695,
,46267,JUAN CARDOSO,42,F264731,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,94.49055094,94.59080637,7.251565276,7.267057377,92.74843472,92.73294262,21.36685618,21.16391169,50.65470241,50.74412402,62.12067935,62.28525324
,46267,JUAN CARDOSO,42,F264731,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,94.69106179,,7.282549478,,92.71745052,,20.96096719,,50.83354563,,62.44982712,
,46267,JUAN CARDOSO,42,F264732,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,94.4616615,94.4369483,6.298610493,6.314172951,93.70138951,93.68582705,22.47474761,22.56249393,46.81923623,46.81950862,59.35836011,59.92392007
,46267,JUAN CARDOSO,42,F264732,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,94.41223511,,6.329735409,,93.67026459,,22.65024025,,46.81978101,,60.48948004,
,46267,JUAN CARDOSO,42,F264733,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,96.98090573,96.91092672,7.912110584,7.943057561,92.08788942,92.05694244,22.45792869,22.36366681,40.1691105,40.06979408,61.9386993,62.4742731
,46267,JUAN CARDOSO,42,F264733,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,96.84094772,,7.974004539,,92.02599546,,22.26940493,,39.97047765,,63.00984691,
,46267,JUAN CARDOSO,42,F264734, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,96.77,96.88030094,11.61226781,11.67302653,88.38773219,88.32697347,23.89849279,23.65995631,29.08227258,29.23152031,46.88910811,47.29499996
,46267,JUAN CARDOSO,42,F264734, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,96.99060188,,11.73378524,,88.26621476,,23.42141983,,29.38076805,,47.70089182,
,46267,JUAN CARDOSO,42,F264735,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,96.83063387,96.82563487,11.37900769,11.21379524,88.62099231,88.78620476,23.05046496,23.33802252,31.2492582,32.03144164,46.71411058,47.42330316
,46267,JUAN CARDOSO,42,F264735,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,96.82063587,,11.04858279,,88.95141721,,23.62558008,,32.81362509,,48.13249574,
,46267,JUAN CARDOSO,42,F264736, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,94.74157753,94.84129466,12.53297323,12.58630886,87.46702677,87.41369114,26.55654015,26.36684216,29.66263669,28.92046772,44.85341076,44.5989236
,46267,JUAN CARDOSO,42,F264736, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,94.9410118,,12.63964449,,87.36035551,,26.17714418,,28.17829875,,44.34443643,
,46267,JUAN CARDOSO,42,F264737,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,95.40183926,95.30687725,15.84771094,15.58026116,84.15228906,84.41973884,26.71777847,26.61813762,31.89088471,31.90790756,49.77855684,50.0708325
,46267,JUAN CARDOSO,42,F264737,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,95.21191523,,15.31281137,,84.68718863,,26.51849677,,31.92493041,,50.36310817,
,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.64063594,93.73093584,11.32941805,11.41385651,88.67058195,88.58614349,13.1,13.1,37.8,37.75,76.05,76.05
,0,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.82123575,,11.49829497,,88.50170503,,13.1,,37.7,,76.05,
