40_sample_serial_no,40_date,40_requisitioner,40_set_ciat,40_ciat_lab_id,40_gene_bank_breeding_program_id,40_genus,40_species,40_tax_name,40_family,40_order,40_functional_group,40_dm_percentage,40_av_dm_105,40_ash_dm,40_av_ash_percentage,40_om_percentage,40_av_om_percentage,40_pc_percentage_dm,40_av_pc_percentage,40_adf_percentage_dm,40_av_adf_percentage_dm,40_ndf_percentage_dm,40_av_ndf_percentage_dm
Sample serial No,"Date (M,D.Y)",Requisitioner,Set CIAT,CIAT Lab-ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,"DM, %",Av DM 105,Ash/DM,"Av Ash, %","OM, %","OM, %","PC (%), DM","Av PC, %","ADF, % (DM)"," Av ADF, % (DM)","NDF, % (DM)"," Av NDF, % (DM)"
216,46203,BREEDING,39,F262935,CIAT-BR12_2367,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.99140172,,13.2953262,,86.7046738,,16.852606,,24.11162195,,59.56636828,
217,46203,BREEDING,39,F262936,CIAT-BR12_2461,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.21057894,94.23615021,13.21016945,13.21415306,86.78983055,86.78584694,14.46849177,14.37038035,27.05740615,27.01954389,65.96494741,65.16213704
218,46203,BREEDING,39,F262936,CIAT-BR12_2461,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.26172148,,13.21813666,,86.78186334,,14.27226892,,26.98168162,,64.35932666,
219,46203,BREEDING,39,F262937,CIAT-BR12_3018,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.22135573,93.24567786,15.20409835,15.39329502,84.79590165,84.60670498,15.81360287,15.91516888,24.84748158,24.53963074,59.8092931,59.4857956
220,46203,BREEDING,39,F262937,CIAT-BR12_3018,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.27,,15.58249169,,84.41750831,,16.01673489,,24.2317799,,59.16229811,
221,46203,BREEDING,39,F262938,CIAT-BR12_3067,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.00159968,91.8062193,15.3771462,15.10562951,84.6228538,84.89437049,16.97820106,17.12677637,25.53287046,25.61591365,59.66625035,59.8670693
222,46203,BREEDING,39,F262938,CIAT-BR12_3067,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,91.61083892,,14.83411281,,85.16588719,,17.27535168,,25.69895683,,60.06788826,
223,46203,BREEDING,39,F262939,CIAT-BR12_3069,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.55128974,93.56160908,13.83837949,13.85371518,86.16162051,86.14628482,15.85269236,15.70295396,28.07334811,27.95463764,66.65881143,65.58231765
224,46203,BREEDING,39,F262939,CIAT-BR12_3069,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.57192842,,13.86905088,,86.13094912,,15.55321556,,27.83592716,,64.50582387,
225,46203,BREEDING,39,F262940,CIAT-BR12_3358,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.34076592,92.32115281,12.75853015,12.79038112,87.24146985,87.20961888,15.36487868,15.51740298,28.81410907,28.71873195,61.60230837,62.0843291
226,46203,BREEDING,39,F262940,CIAT-BR12_3358,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.30153969,,12.82223208,,87.17776792,,15.66992727,,28.62335483,,62.56634984,
227,46203,BREEDING,39,F262941,CIAT-BR12_3377,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.34153169,92.4265147,12.11531181,12.10990319,87.88468819,87.89009681,14.8473516,14.94585014,28.01018268,27.62653064,65.32513297,64.64227984
228,46203,BREEDING,39,F262941,CIAT-BR12_3377,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.5114977,,12.10449456,,87.89550544,,15.04434867,,27.2428786,,63.95942671,
229,46203,BREEDING,39,F262942,CIAT-BR12_49,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.30133973,93.33133373,12.72629888,12.74236743,87.27370112,87.25763257,14.70782161,14.60875902,29.41250398,29.19965708,60.7293541,60.3417605
230,46203,BREEDING,39,F262942,CIAT-BR12_49,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.36132773,,12.75843599,,87.24156401,,14.50969644,,28.98681018,,59.9541669,
,46203,BREEDING,39,F262943,CIAT-BR12_61,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.18312675,92.19695284,12.05631362,12.05812188,87.94368638,87.94187812,15.28379782,15.18355648,26.54362223,26.46472221,60.42520692,60.23997864
,46203,BREEDING,39,F262943,CIAT-BR12_61,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.21077892,,12.05993015,,87.94006985,,15.08331513,,26.38582219,,60.05475035,
,46203,BREEDING,39,F262944,CIAT-BR12_91,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.72072793,92.73108982,14.23328482,14.2703093,85.76671518,85.7296907,16.39009136,16.24382796,27.67238269,27.78460507,59.17524254,59.5558435
,46203,BREEDING,39,F262944,CIAT-BR12_91,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.74145171,,14.30733377,,85.69266623,,16.09756456,,27.89682744,,59.93644447,
,46203,BREEDING,39,F262945,CIAT-BR15_1468,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.36152769,92.33153369,14.2717921,14.23930698,85.7282079,85.76069302,15.07036765,15.16899604,25.11550513,24.42506365,57.3211756,55.87750756
,46203,BREEDING,39,F262945,CIAT-BR15_1468,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.30153969,,14.20682187,,85.79317813,,15.26762442,,23.73462216,,54.43383952,
,46203,BREEDING,39,F262946,CIAT-BR15_1628,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.14314274,92.18312675,14.30275428,14.2160052,85.69724572,85.7839948,14.38665864,14.48547707,27.07951369,26.48215325,62.60038571,61.17177896
,46203,BREEDING,39,F262946,CIAT-BR15_1628,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.22311076,,14.12925613,,85.87074387,,14.58429551,,25.88479282,,59.74317222,
,46203,0,39,F262947,CIAT-BR15_1689,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.25077492,92.34190086,14.83468502,14.8432857,85.16531498,85.1567143,16.56089898,16.71439687,27.55915649,27.80317642,59.57739147,59.70332467
,46203,0,39,F262947,CIAT-BR15_1689,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.43302679,,14.85188638,,85.14811362,,16.86789476,,28.04719634,,59.82925786,
,46203,BREEDING,39,F262948,CIAT-BR15_1712,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.17144857,95.14121318,13.32356054,13.28744652,86.67643946,86.71255348,15.88570505,15.73682061,26.47112231,26.53574181,56.3109279,57.09615834
,46203,BREEDING,39,F262948,CIAT-BR15_1712,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.1109778,,13.2513325,,86.7486675,,15.58793618,,26.60036131,,57.88138878,
,46203,BREEDING,39,F262949,CIAT-BR15_1830,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.02,95.0654889,13.33817366,13.2316705,86.66182634,86.7683295,15.79320746,15.84260504,27.85126416,28.05281556,58.74531395,59.05071453
,46203,BREEDING,39,F262949,CIAT-BR15_1830,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.1109778,,13.12516734,,86.87483266,,15.89200262,,28.25436695,,59.35611511,
,46203,BREEDING,39,F262950,CIAT-BR15_1865,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.51044896,95.44068738,12.57199675,12.5818439,87.42800325,87.4181561,14.37988542,14.4752826,26.67917984,26.38716673,57.21138344,56.92092105
,46203,BREEDING,39,F262950,CIAT-BR15_1865,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.37092581,,12.59169104,,87.40830896,,14.57067978,,26.09515363,,56.63045867,
,46203,BREEDING,39,F262951,CIAT-BR15_1877,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.29047095,95.32093277,14.15077543,14.11789759,85.84922457,85.88210241,16.04653468,15.90107144,24.52542392,24.35198319,56.39068418,56.08074917
,46203,BREEDING,39,F262951,CIAT-BR15_1877,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.35139458,,14.08501975,,85.91498025,,15.7556082,,24.17854246,,55.77081416,
,46203,BREEDING,39,F262952,CIAT-BR15_2174,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.66173531,95.64108663,11.69531441,11.71797796,88.30468559,88.28202204,13.19258214,13.04564223,27.22190451,27.24243117,59.30585144,59.60376505
,46203,BREEDING,39,F262952,CIAT-BR15_2174,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.62043796,,11.7406415,,88.2593585,,12.89870232,,27.26295782,,59.90167865,
,46203,BREEDING,39,F262953,CIAT-BR15_2464,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.39092182,95.33569688,12.17558464,12.20241386,87.82441536,87.79758614,14.00928019,13.96079511,27.87389233,28.48760959,60.5023158,61.68916769
,46203,BREEDING,39,F262953,CIAT-BR15_2464,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.28047195,,12.22924308,,87.77075692,,13.91231002,,29.10132686,,62.87601958,
,46203,BREEDING,39,F262954,CIAT-BR15_2528,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.15,94.10529697,12.17784797,12.19317714,87.82215203,87.80682286,13.70399766,13.75105678,26.46785293,26.4720303,58.72556637,58.42640544
,46203,BREEDING,39,F262954,CIAT-BR15_2528,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.06059394,,12.20850631,,87.79149369,,13.7981159,,26.47620767,,58.12724451,
,46203,BREEDING,39,F262955,CIAT-BR15_2532,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.5013496,95.3961457,12.5648725,12.4659358,87.4351275,87.5340642,14.39091555,14.43865528,25.21229083,25.4285267,60.90356588,61.22198116
,46203,BREEDING,39,F262955,CIAT-BR15_2532,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.29094181,,12.36699909,,87.63300091,,14.48639502,,25.64476256,,61.54039643,
,46203,BREEDING,39,F262956,CIAT-BR15_2538,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.89213236,92.86178304,12.07884949,12.02562062,87.92115051,87.97437938,15.9753554,15.92319845,26.64946676,26.45308036,65.48189887,65.61033801
,46203,BREEDING,39,F262956,CIAT-BR15_2538,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.83143371,,11.97239174,,88.02760826,,15.8710415,,26.25669397,,65.73877714,
,46203,BREEDING,39,F262957,CIAT-BR15_2545,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,91.77082292,91.78082192,11.52631006,11.51541562,88.47368994,88.48458438,14.04685612,13.99789261,30.61128996,30.5214977,67.86185325,68.17519196
,46203,BREEDING,39,F262957,CIAT-BR15_2545,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,91.79082092,,11.50452119,,88.49547881,,13.9489291,,30.43170543,,68.48853068,
,46203,BREEDING,39,F262958,CIAT-BR15_2767,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.46075392,92.48650013,13.48170069,13.41009347,86.51829931,86.58990653,15.24051874,15.1413132,26.97449783,27.25089168,60.33700725,61.24336316
,46203,BREEDING,39,F262958,CIAT-BR15_2767,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.51224633,,13.33848626,,86.66151374,,15.04210767,,27.52728553,,62.14971907,
,46203,JUAN CARDOSO,39,F263289, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,91.43342663,91.45299243,14.44973397,14.31381499,85.55026603,85.68618501,25.06065919,25.16738983,26.55351334,26.49087299,50.34826507,50.11149517
,46203,JUAN CARDOSO,39,F263289, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,91.47255823,,14.17789601,,85.82210399,,25.27412046,,26.42823264,,49.87472527,
,46203,JUAN CARDOSO,39,F263290,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,90.41,90.39096281,14.14964461,14.13163867,85.85035539,85.86836133,31.3311318,32.01308215,28.73202775,28.09744396,57.08759279,55.24598161
,46203,JUAN CARDOSO,39,F263290,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,90.37192561,,14.11363273,,85.88636727,,32.6950325,,27.46286016,,53.40437042,
,46203,JUAN CARDOSO,39,F263291,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,91.79246226,92.1773468,9.825931349,9.934385337,90.17406865,90.06561466,21.64424095,21.74625293,30.91722383,30.67249864,57.23780244,57.38351667
,46203,JUAN CARDOSO,39,F263291,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,92.56223133,,10.04283933,,89.95716067,,21.8482649,,30.42777345,,57.52923089,
,46203,JUAN CARDOSO,39,F263292,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,92.2523243,92.256936,6.729182464,6.550706277,93.27081754,93.44929372,20.51846166,21.07309644,33.70922778,34.7390226,55.04006669,55.85946942
,46203,JUAN CARDOSO,39,F263292,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,92.26154769,,6.372230089,,93.62776991,,21.62773123,,35.76881742,,56.67887215,
,46203,JUAN CARDOSO,39,F263293,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,93.01069893,92.70686886,7.204786602,7.198315129,92.7952134,92.80168487,26.52716557,26.92837804,32.6877047,33.00899511,61.42964972,59.99922191
,46203,JUAN CARDOSO,39,F263293,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,92.40303878,,7.191843656,,92.80815634,,27.32959051,,33.33028553,,58.56879411,
,46203,JUAN CARDOSO,39,F263294,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,90.86,90.94044896,8.665011104,8.71405588,91.3349889,91.28594412,26.45271424,26.2952768,27.09655676,26.85846529,52.32380933,51.58664273
,46203,JUAN CARDOSO,39,F263294,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,91.02089791,,8.763100657,,91.23689934,,26.13783937,,26.62037382,,50.84947614,
,46203,JUAN CARDOSO,39,F263295,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,91.45,91.43585783,9.471120199,9.56858325,90.5288798,90.43141675,23.54224765,23.34114562,26.85039015,26.75604943,53.85354471,52.50487516
,46203,JUAN CARDOSO,39,F263295,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,91.42171566,,9.666046301,,90.3339537,,23.14004359,,26.6617087,,51.1562056,
,46203,JUAN CARDOSO,39,F263296,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,92.1723483,92.76683801,6.347347453,6.374608654,93.65265255,93.62539135,23.20679297,23.20215486,57.81162083,58.00541925,76.73351716,76.68211226
,46203,JUAN CARDOSO,39,F263296,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,93.36132773,,6.401869854,,93.59813015,,23.19751675,,58.19921767,,76.63070735,
,46203,JUAN CARDOSO,39,F263297,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,92.03159368,92.2361748,5.90756309,5.897017789,94.09243691,94.10298221,21.61962758,21.82453982,49.9416098,49.81164197,71.88641404,71.23113544
,46203,JUAN CARDOSO,39,F263297,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,92.44075592,,5.886472489,,94.11352751,,22.02945206,,49.68167415,,70.57585684,
,46203,JUAN CARDOSO,39,F263298,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,91.53169366,91.57584683,9.050795181,9.11721972,90.94920482,90.88278028,22.18608237,22.28763445,42.29842924,42.44144209,73.25598993,74.68009226
,46203,JUAN CARDOSO,39,F263298,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,91.62,,9.183644259,,90.81635574,,22.38918653,,42.58445493,,76.10419459,
,46203,JUAN CARDOSO,39,F263299, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,91.26262121,91.34259722,13.48363796,13.45080442,86.51636204,86.54919558,23.36966954,23.47151147,26.70232214,26.88573766,52.349773,53.19362636
,46203,JUAN CARDOSO,39,F263299, CIAT 17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,91.42257323,,13.41797089,,86.58202911,,23.57335341,,27.06915319,,54.03747971,
,46203,JUAN CARDOSO,39,F263300,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,91.4,91.42171132,12.6665754,12.74058073,87.3334246,87.25941927,23.349446,23.04191137,23.61735158,23.80692004,48.41398912,48.65543052
,46203,JUAN CARDOSO,39,F263300,CIAT 17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,91.44342263,,12.81458606,,87.18541394,,22.73437674,,23.99648851,,48.89687192,
,46203,JUAN CARDOSO,39,F263301,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,92.93,92.955,6.282609865,6.212683557,93.71739014,93.78731644,23.4740635,23.07020083,34.14736591,34.67833003,57.55288277,58.2092417
,46203,JUAN CARDOSO,39,F263301,CIAT 9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,92.98,,6.142757248,,93.85724275,,22.66633816,,35.20929414,,58.86560064,
,46203,JUAN CARDOSO,39,F263302,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,92.82287085,92.79179739,6.301915794,6.297473119,93.69808421,93.70252688,26.50818533,26.27061957,35.755735,36.20159434,61.30939218,61.45309684
,46203,JUAN CARDOSO,39,F263302,CIAT 17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,92.76072393,,6.293030443,,93.70696956,,26.03305382,,36.64745367,,61.5968015,
,46203,JUAN CARDOSO,39,F263303,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,92.2423273,92.2819315,9.587300193,9.587779462,90.41269981,90.41222054,18.99687405,19.14613772,26.94204369,26.94093911,55.54824582,54.99992986
,46203,JUAN CARDOSO,39,F263303,CIAT 22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,92.32153569,,9.588258731,,90.41174127,,19.29540139,,26.93983453,,54.4516139,
,46203,JUAN CARDOSO,39,F263304,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,91.63334666,91.56752316,7.619742105,7.549532254,92.3802579,92.45046775,21.48576084,21.63816374,18.77573516,19.09856153,56.20947087,55.89761651
,46203,JUAN CARDOSO,39,F263304,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,91.50169966,,7.479322403,,92.5206776,,21.79056664,,19.42138791,,55.58576216,
,46203,JUAN CARDOSO,39,F263305,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,95.48135559,95.34663541,7.633008363,7.538272183,92.36699164,92.46172782,22.18648544,22.09224795,38.72871918,38.17321641,63.5967875,63.47098785
,46203,JUAN CARDOSO,39,F263305,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,95.21191523,,7.443536004,,92.556464,,21.99801046,,37.61771363,,63.34518821,
,46203,JUAN CARDOSO,39,F263306,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,95.33186725,94.93202719,6.970622302,6.944298199,93.0293777,93.0557018,21.50828822,21.46035832,38.27790471,38.03337112,65.38100031,65.28724357
,46203,JUAN CARDOSO,39,F263306,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,94.53218713,,6.917974097,,93.0820259,,21.41242843,,37.78883754,,65.19348682,
,46203,JACOBO ARANGO/ ALEJANDRO MONTOYA,39,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.64063594,93.73093584,11.32941805,11.41385651,88.67058195,88.58614349,13.1,13.1,37.8,37.75,76.05,76.05
,46203,JACOBO ARANGO/ ALEJANDRO MONTOYA,39,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.82123575,,11.49829497,,88.50170503,,13.1,,37.7,,76.05,
,46252,BREEDING,41,F262959,CIAT-BR15_3013,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.71251499,93.72719622,14.23776948,14.2811454,85.76223052,85.7188546,15.43331254,15.48030107,28.0410124,28.21246215,64.81048096,65.13708265
,46252,BREEDING,41,F262959,CIAT-BR15_3013,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.74187744,,14.32452132,,85.67547868,,15.52728961,,28.3839119,,65.46368434,
,46252,BREEDING,41,F262960,CIAT-BR15_3017,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.47195841,93.50194942,12.97979258,13.02790548,87.02020742,86.97209452,17.64567403,17.5468021,28.38838133,27.85710851,64.51089914,65.32469586
,46252,BREEDING,41,F262960,CIAT-BR15_3017,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.53194042,,13.07601839,,86.92398161,,17.44793016,,27.32583568,,66.13849258,
,46252,BREEDING,41,F262961,CIAT-BR15_3186,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.82,92.80572086,12.85481099,12.85891228,87.14518901,87.14108772,15.38732378,15.5351763,27.4900321,27.65222898,64.47030841,64.45460353
,46252,BREEDING,41,F262961,CIAT-BR15_3186,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.79144171,,12.86301358,,87.13698642,,15.68302881,,27.81442586,,64.43889865,
,46252,BREEDING,41,F262962,CIAT-BR15_3234,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.06138772,93.0270953,13.77817556,13.69620886,86.22182444,86.30379114,15.24980562,15.49822234,27.69008631,27.8809886,66.30888456,65.92167496
,46252,BREEDING,41,F262962,CIAT-BR15_3234,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.99280288,,13.61424216,,86.38575784,,15.74663906,,28.07189088,,65.53446536,
,46252,BREEDING,41,F262963,CIAT-BR15_3280,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.85285886,92.82287085,12.63191902,12.65345682,87.36808098,87.34654318,14.38996686,14.48738458,28.72827303,28.56766012,66.62136944,66.32016109
,46252,BREEDING,41,F262963,CIAT-BR15_3280,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.79288285,,12.67499462,,87.32500538,,14.5848023,,28.40704721,,66.01895274,
,46252,BREEDING,41,F262964,CIAT-BR15_3294,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.77289084,92.79716328,13.79878177,13.90251472,86.20121823,86.09748528,15.78565595,15.68526404,26.00158344,26.37217861,65.88619765,65.58091296
,46252,BREEDING,41,F262964,CIAT-BR15_3294,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.82143571,,14.00624767,,85.99375233,,15.58487213,,26.74277378,,65.27562827,
,46252,BREEDING,41,F262965,CIAT-BR15_3571,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.49,93.495,13.30552436,13.2413498,86.69447564,86.7586502,15.37276212,15.42297526,29.4085867,29.15780413,65.79344686,65.6939464
,46252,BREEDING,41,F262965,CIAT-BR15_3571,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.5,,13.17717525,,86.82282475,,15.47318841,,28.90702157,,65.59444593,
,46252,BREEDING,41,F262966,CIAT-BR15_3597,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.86061394,93.86092085,12.66960809,12.65672501,87.33039191,87.34327499,14.23224484,14.42488658,26.8728105,27.72368724,65.64550814,64.73085243
,46252,BREEDING,41,F262966,CIAT-BR15_3597,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.86122775,,12.64384194,,87.35615806,,14.61752831,,28.57456399,,63.81619671,
,46252,BREEDING,41,F262967,CIAT-BR15_361,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.61063894,93.64095234,13.29413554,13.22407077,86.70586446,86.77592923,15.1528662,14.7099851,28.52407872,28.05217867,68.24796917,67.42522367
,46252,BREEDING,41,F262967,CIAT-BR15_361,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.67126575,,13.154006,,86.845994,,14.267104,,27.58027862,,66.60247816,
,46252,BREEDING,41,F262968,CIAT-BR15_3726,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.19048095,95.20119809,12.74016227,12.90099999,87.25983773,87.09900001,14.99864438,15.1936085,28.69881434,28.01940566,63.37715463,63.72006605
,46252,BREEDING,41,F262968,CIAT-BR15_3726,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.21191523,,13.06183771,,86.93816229,,15.38857261,,27.33999698,,64.06297747,
,46252,BREEDING,41,F262969,CIAT-BR15_378,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.12048795,95.08623358,11.99843414,12.14906728,88.00156586,87.85093272,15.11550453,15.30917869,32.51382741,31.91432197,64.53195943,65.19450136
,46252,BREEDING,41,F262969,CIAT-BR15_378,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.05197921,,12.29970042,,87.70029958,,15.50285285,,31.31481653,,65.85704329,
,46252,BREEDING,41,F262970,CIAT-BR15_3810,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.69159252,94.68632815,15.17187388,15.11455741,84.82812612,84.88544259,15.08321732,14.69049302,34.14394746,34.59021627,62.87411359,63.63145055
,46252,BREEDING,41,F262970,CIAT-BR15_3810,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.68106379,,15.05724094,,84.94275906,,14.29776872,,35.03648509,,64.38878751,
,46252,BREEDING,41,F262971,CIAT-BR15_395,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.85061494,93.90060994,14.29027793,14.55649026,85.70972207,85.44350974,15.00650089,14.90733821,34.45962322,34.14880844,66.88309242,67.09041206
