40_sample_serial_no,40_date,40_requisitioner,40_set_ciat,40_ciat_lab_id,40_gene_bank_breeding_program_id,40_genus,40_species,40_tax_name,40_family,40_order,40_functional_group,40_dm_percentage,40_av_dm_105,40_ash_dm,40_av_ash_percentage,40_om_percentage,40_om_percentage,40_pc_percentage_dm,40_av_pc_percentage,40_adf_percentage_dm,40_av_adf_percentage_dm,40_ndf_percentage_dm,40_av_ndf_percentage_dm
Sample serial No,"Date (M,D.Y)",Requisitioner,Set CIAT,CIAT Lab-ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,"DM, %",Av DM 105,Ash/DM,"Av Ash, %","OM, %","OM, %","PC (%), DM","Av PC, %","ADF, % (DM)"," Av ADF, % (DM)","NDF, % (DM)"," Av NDF, % (DM)"
221,46119,Genebank,34,F260447,CIAT5850,Centrosema,brachypodum,Centrosema brachypodum,Fabaceae,Fabales,Climber,95.29,95.34069129,9.492274366,9.490850952,90.50772563,90.50914905,16.265504,16.265504,40.46920921,40.45542758,61.07226642,60.73621134
222,46119,Genebank,34,F260447,CIAT5850,Centrosema,brachypodum,Centrosema brachypodum,Fabaceae,Fabales,Climber,95.39138259,,9.489427538,,90.51057246,,16.265504,,40.44164595,,60.40015627,
223,46119,Genebank,34,F260448,CIAT5984,Centrosema,pubescens,Centrosema pubescens,Fabaceae,Fabales,Climber,95.38046195,95.19073088,12.65752979,12.7041611,87.34247021,87.2958389,20.374541,20.374541,43.81078609,44.42674495,60.67885615,62.27470857
224,46119,Genebank,34,F260448,CIAT5984,Centrosema,pubescens,Centrosema pubescens,Fabaceae,Fabales,Climber,95.0009998,,12.75079241,,87.24920759,,20.374541,,45.04270381,,63.87056099,
225,46119,Genebank,34,F260449,CIAT5989,Centrosema,grandiflorum,Centrosema grandiflorum,Fabaceae,Fabales,Climber,94.57108578,94.63107379,12.53037507,12.46698362,87.46962493,87.53301638,19.08366176,19.08366176,37.89862986,37.51855488,59.24133408,58.87687531
226,46119,Genebank,34,F260449,CIAT5989,Centrosema,grandiflorum,Centrosema grandiflorum,Fabaceae,Fabales,Climber,94.69106179,,12.40359218,,87.59640782,,19.08366176,,37.1384799,,58.51241654,
227,46119,Genebank,34,F260450,CIAT7146,Rhynchosia,reticulata,Rhynchosia reticulata,Fabaceae,Fabales,Climber,94.54163751,94.50664801,11.57243349,11.47194161,88.42756651,88.52805839,16.77605891,16.77605891,51.3938944,51.98963631,65.59179472,66.10904208
228,46119,Genebank,34,F260450,CIAT7146,Rhynchosia,reticulata,Rhynchosia reticulata,Fabaceae,Fabales,Climber,94.4716585,,11.37144973,,88.62855027,,16.77605891,,52.58537822,,66.62628944,
229,46119,Genebank,34,F260451,CIAT7177,Canavalia,rosea,Canavalia rosea,Fabaceae,Fabales,Climber,94.53218713,94.55609356,10.84636352,10.85382066,89.15363648,89.14617934,24.2106734,24.2106734,37.98311815,37.39604292,54.95342916,53.76869522
230,46119,Genebank,34,F260451,CIAT7177,Canavalia,rosea,Canavalia rosea,Fabaceae,Fabales,Climber,94.58,,10.8612778,,89.1387222,,24.2106734,,36.80896768,,52.58396128,
,46119,Genebank,34,F260452,CIAT7320,Canavalia,dictyota,Canavalia dictyota,Fabaceae,Fabales,Climber,93.47195841,93.70188943,12.89875173,12.5146698,87.10124827,87.4853302,25.4279254,25.4279254,27.15475862,27.98038906,45.23356285,46.62083934
,46119,Genebank,34,F260452,CIAT7320,Canavalia,dictyota,Canavalia dictyota,Fabaceae,Fabales,Climber,93.93182045,,12.13058786,,87.86941214,,25.4279254,,28.8060195,,48.00811584,
,46119,Genebank,34,F260453,CIAT7821,Teramnus,labialis,Teramnus labialis,Fabaceae,Fabales,Climber,93.69252299,93.7662615,10.75649754,10.67866272,89.24350246,89.32133728,22.12343282,22.12343282,39.00118619,39.0723767,55.08573276,54.66678597
,46119,Genebank,34,F260453,CIAT7821,Teramnus,labialis,Teramnus labialis,Fabaceae,Fabales,Climber,93.84,,10.60082789,,89.39917211,,22.12343282,,39.14356722,,54.24783918,
,46119,Genebank,34,F260454,CIAT8384,Canavalia,dictyota,Canavalia dictyota,Fabaceae,Fabales,Climber,92.53074693,92.61610332,13.80831267,13.6025155,86.19168733,86.3974845,28.22762592,28.22762592,32.04992293,31.96209659,54.12440812,52.43205309
,46119,Genebank,34,F260454,CIAT8384,Canavalia,dictyota,Canavalia dictyota,Fabaceae,Fabales,Climber,92.70145971,,13.39671834,,86.60328166,,28.22762592,,31.87427025,,50.73969807,
,46119,Genebank,34,F260455,CIAT8772,Canavalia,bicarinata,Canavalia bicarinata,Fabaceae,Fabales,Climber,93.86,93.84592522,14.32134636,14.2872411,85.67865364,85.7127589,19.60668634,19.62436161,31.57336625,31.28723395,49.23350926,50.43119911
,46119,Genebank,34,F260455,CIAT8772,Canavalia,bicarinata,Canavalia bicarinata,Fabaceae,Fabales,Climber,93.83185044,,14.25313584,,85.74686416,,19.64203687,,31.00110166,,51.62888895,
,46119,Jacobo Arango/ Alejandro Montoya,34,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.64063594,93.73093584,11.32941805,11.41385651,88.67058195,88.58614349,13.1,13.1,37.8,37.75,76.05,76.05
,46119,Jacobo Arango/ Alejandro Montoya,34,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.82123575,,11.49829497,,88.50170503,,13.1,,37.7,,76.05,
,46132,Genebank,35,F260456,CIAT8808,Galactia,jussiaeana,Galactia jussiaeana,Fabaceae,Fabales,Climber,93.00069993,93.06138166,8.552639063,8.562526428,91.44736094,91.43747357,13.89428974,13.89428974,40.5195442,39.9878075,60.90731028,62.52562543
,46132,Genebank,35,F260456,CIAT8808,Galactia,jussiaeana,Galactia jussiaeana,Fabaceae,Fabales,Climber,93.12206338,,8.572413794,,91.42758621,,13.89428974,,39.45607079,,64.14394058,
,46132,Genebank,35,F260457,CIAT9177,Vigna,gentryi,Vigna gentryi,Fabaceae,Fabales,Climber,93.74125175,93.70625875,14.90530808,14.86796479,85.09469192,85.13203521,14.49557081,14.49557081,29.94967655,30.28305994,51.87654324,52.62213754
,46132,Genebank,35,F260457,CIAT9177,Vigna,gentryi,Vigna gentryi,Fabaceae,Fabales,Climber,93.67126575,,14.8306215,,85.1693785,,14.49557081,,30.61644333,,53.36773185,
,46132,Genebank,35,F260458,CIAT9389,Rhynchosia,reticulata,Rhynchosia reticulata,Fabaceae,Fabales,Climber,94.29228309,94.30670943,12.47556399,12.81076104,87.52443601,87.18923896,19.93491473,19.93491473,49.84717263,49.85241915,62.32915453,62.07407787
,46132,Genebank,35,F260458,CIAT9389,Rhynchosia,reticulata,Rhynchosia reticulata,Fabaceae,Fabales,Climber,94.32113577,,13.14595809,,86.85404191,,19.93491473,,49.85766568,,61.8190012,
,46132,Genebank,35,F260459,CIAT9992,Canavalia,dictyota,Canavalia dictyota,Fabaceae,Fabales,Climber,93.79248301,93.82654847,12.77378963,12.86628914,87.22621037,87.13371086,26.26512493,26.26512493,18.6089901,18.82111813,44.51974894,43.53943489
,46132,Genebank,35,F260459,CIAT9992,Canavalia,dictyota,Canavalia dictyota,Fabaceae,Fabales,Climber,93.86061394,,12.95878866,,87.04121134,,26.26512493,,19.03324617,,42.55912083,
,46132,Genebank,35,F260460,CIAT15023,Centrosema,virginianum,Centrosema virginianum,Fabaceae,Fabales,Climber,93.64063594,93.72593684,11.46846377,11.39321956,88.53153623,88.60678044,16.1603418,16.1603418,39.20459213,39.55475515,56.42935501,57.0514193
,46132,Genebank,35,F260460,CIAT15023,Centrosema,virginianum,Centrosema virginianum,Fabaceae,Fabales,Climber,93.81123775,,11.31797535,,88.68202465,,16.1603418,,39.90491817,,57.67348359,
,46132,Genebank,35,F260461,CIAT15027,Centrosema,brachypodum,Centrosema brachypodum,Fabaceae,Fabales,Climber,94.23057694,94.17117171,11.09570468,11.16359799,88.90429532,88.83640201,18.51313976,18.51313976,38.62938207,39.16715268,60.14861666,59.47774302
,46132,Genebank,35,F260461,CIAT15027,Centrosema,brachypodum,Centrosema brachypodum,Fabaceae,Fabales,Climber,94.11176647,,11.23149129,,88.76850871,,18.51313976,,39.7049233,,58.80686937,
,46132,Genebank,35,F260462,CIAT15055,Centrosema,vexillatum,Centrosema vexillatum,Fabaceae,Fabales,Climber,94.68212715,94.61188233,11.22031761,11.19974581,88.77968239,88.80025419,16.85725958,16.85725958,43.98922941,43.39859013,62.49560521,61.07178071
,46132,Genebank,35,F260462,CIAT15055,Centrosema,vexillatum,Centrosema vexillatum,Fabaceae,Fabales,Climber,94.54163751,,11.179174,,88.820826,,16.85725958,,42.80795085,,59.64795622,
,46132,Genebank,35,F260463,CIAT15079,Centrosema,vexillatum,Centrosema vexillatum,Fabaceae,Fabales,Climber,92.96,92.98569886,9.496083923,9.672545664,90.50391608,90.32745434,15.50967779,15.50967779,53.15715498,52.59629025,68.97880241,68.35308644
,46132,Genebank,35,F260463,CIAT15079,Centrosema,vexillatum,Centrosema vexillatum,Fabaceae,Fabales,Climber,93.01139772,,9.849007405,,90.1509926,,15.50967779,,52.03542552,,67.72737047,
,46132,Genebank,35,F260464,CIAT15234,Centrosema,platycarpum,Centrosema platycarpum,Fabaceae,Fabales,Climber,94.70158952,94.6871266,11.26531171,11.28001947,88.73468829,88.71998053,9.547755648,9.547755648,39.38645337,39.58373417,58.38828214,56.71667037
,46132,Genebank,35,F260464,CIAT15234,Centrosema,platycarpum,Centrosema platycarpum,Fabaceae,Fabales,Climber,94.67266367,,11.29472723,,88.70527277,,9.547755648,,39.78101496,,55.0450586,
,46132,Genebank,35,F260465,CIAT15252,Centrosema,bifidum,Centrosema bifidum,Fabaceae,Fabales,Climber,95.57,95.38024048,9.079448696,9.078994769,90.9205513,90.92100523,14.54419336,14.55570382,41.17055129,40.7536474,58.65189537,57.56383517
,46132,Genebank,35,F260465,CIAT15252,Centrosema,bifidum,Centrosema bifidum,Fabaceae,Fabales,Climber,95.19048095,,9.078540842,,90.92145916,,14.56721427,,40.3367435,,56.47577496,
,46132,Genebank,35,F260466,CIAT15254,Centrosema,bifidum,Centrosema bifidum,Fabaceae,Fabales,Climber,94.01119776,93.95059888,11.16320976,10.44054144,88.83679024,89.55945856,11.84268373,11.84268373,49.43416885,49.49358366,62.82763412,62.67272237
,46132,Genebank,35,F260466,CIAT15254,Centrosema,bifidum,Centrosema bifidum,Fabaceae,Fabales,Climber,93.89,,9.717873126,,90.28212687,,11.84268373,,49.55299847,,62.51781061,
,46132,Genebank,35,F260467,CIAT15349,Centrosema,schottii,Centrosema schottii,Fabaceae,Fabales,Climber,92.92212336,92.97175954,8.462397342,8.312267127,91.53760266,91.68773287,13.86149279,13.86149279,42.21764298,39.43337584,58.69097787,56.75189944
,46132,Genebank,35,F260467,CIAT15349,Centrosema,schottii,Centrosema schottii,Fabaceae,Fabales,Climber,93.02139572,,8.162136912,,91.83786309,,13.86149279,,36.6491087,,54.812821,
,46132,Genebank,35,F260468,CIAT15444,Centrosema,tetragonolobum,Centrosema tetragonolobum,Fabaceae,Fabales,Climber,94.27286357,94.27671776,11.16366573,11.27726137,88.83633427,88.72273863,19.87596043,19.87596043,35.16539302,35.72803961,54.84615414,55.78662955
,46132,Genebank,35,F260468,CIAT15444,Centrosema,tetragonolobum,Centrosema tetragonolobum,Fabaceae,Fabales,Climber,94.28057194,,11.390857,,88.609143,,19.87596043,,36.29068619,,56.72710495,
,46132,Genebank,35,F260469,CIAT15837,Centrosema,tetragonolobum,Centrosema tetragonolobum,Fabaceae,Fabales,Climber,94.41055894,94.49163629,10.89934571,10.79139034,89.10065429,89.20860966,17.17581273,17.17581273,39.97053339,40.06352767,59.92576142,59.86895711
,46132,Genebank,35,F260469,CIAT15837,Centrosema,tetragonolobum,Centrosema tetragonolobum,Fabaceae,Fabales,Climber,94.57271364,,10.68343498,,89.31656502,,17.17581273,,40.15652195,,59.81215279,
,46132,Genebank,35,F260470,CIAT17152,Macrotyloma,uniflorum,Macrotyloma uniflorum,Fabaceae,Fabales,Climber,92.24077592,92.33727952,12.91873356,12.82955551,87.08126644,87.17044449,19.30016699,19.30016699,27.47682227,27.714992,45.16185856,44.59881172
,46132,Genebank,35,F260470,CIAT17152,Macrotyloma,uniflorum,Macrotyloma uniflorum,Fabaceae,Fabales,Climber,92.43378311,,12.74037745,,87.25962255,,19.30016699,,27.95316173,,44.03576489,
,46132,Genebank,35,F260471,CIAT17155,Macrotyloma,uniflorum,Macrotyloma uniflorum,Fabaceae,Fabales,Climber,93.05,93.03534897,8.889094406,8.781174716,91.11090559,91.21882528,20.31506573,20.31506573,37.51640514,37.17169419,55.7108213,53.86630132
,46132,Genebank,35,F260471,CIAT17155,Macrotyloma,uniflorum,Macrotyloma uniflorum,Fabaceae,Fabales,Climber,93.02069793,,8.673255027,,91.32674497,,20.31506573,,36.82698324,,52.02178134,
,46132,Genebank,35,F260472,CIAT17173,Macrotyloma,daltonii,Macrotyloma daltonii,Fabaceae,Fabales,Climber,93.90182945,93.93091473,9.418992482,9.399113086,90.58100752,90.60088691,12.96764468,12.96764468,33.98821128,33.79714287,53.39230639,53.70651526
,46132,Genebank,35,F260472,CIAT17173,Macrotyloma,daltonii,Macrotyloma daltonii,Fabaceae,Fabales,Climber,93.96,,9.379233691,,90.62076631,,12.96764468,,33.60607447,,54.02072413,
,46132,Genebank,35,F260473,CIAT17210,Neonotonia,wightii,Neonotonia wightii,Fabaceae,Fabales,Climber,92.87285086,92.91142543,13.41601847,13.81154894,86.58398153,86.18845106,24.18995338,24.18995338,31.89989702,32.53926922,51.78907612,53.44698672
,46132,Genebank,35,F260473,CIAT17210,Neonotonia,wightii,Neonotonia wightii,Fabaceae,Fabales,Climber,92.95,,14.20707942,,85.79292058,,24.18995338,,33.17864141,,55.10489732,
,46132,Genebank,35,F260474,CIAT17555,Vigna,adenantha,Vigna adenantha,Fabaceae,Fabales,Climber,93.73313343,93.68752043,11.15919449,11.07494544,88.84080551,88.92505456,22.16448508,22.16448508,32.0496454,32.28453961,49.75544027,49.78568348
,46132,Genebank,35,F260474,CIAT17555,Vigna,adenantha,Vigna adenantha,Fabaceae,Fabales,Climber,93.64190743,,10.99069639,,89.00930361,,22.16448508,,32.51943383,,49.8159267,
,46132,Genebank,35,F260475,CIAT17565,Canavalia,bicarinata,Canavalia bicarinata,Fabaceae,Fabales,Climber,93.27269092,93.39134546,16.17276027,15.79052013,83.82723973,84.20947987,14.53799344,14.51703338,33.81738808,32.26917785,48.9278977,48.06576261
,46132,Genebank,35,F260475,CIAT17565,Canavalia,bicarinata,Canavalia bicarinata,Fabaceae,Fabales,Climber,93.51,,15.40828,,84.59172,,14.49607333,,30.72096762,,47.20362752,
,46132,Genebank,35,F260476,CIAT17570,Calopogonium,velutinum,Calopogonium velutinum,Fabaceae,Fabales,Climber,95.24047595,95.26094576,11.51458556,11.56065895,88.48541444,88.43934105,17.28789127,17.28789127,34.36066181,34.81575128,53.24304798,53.46326955
,46132,Genebank,35,F260476,CIAT17570,Calopogonium,velutinum,Calopogonium velutinum,Fabaceae,Fabales,Climber,95.28141558,,11.60673234,,88.39326766,,17.28789127,,35.27084075,,53.68349111,
,46132,Genebank,35,F260477,CIAT18061,Galactia,elliptifoliola,Galactia elliptifoliola,Fabaceae,Fabales,Climber,94.15116977,94.24115177,9.717801825,9.659452578,90.28219818,90.34054742,15.6886639,15.68653171,38.76748814,39.88120467,63.67989138,63.74643081
,46132,Genebank,35,F260477,CIAT18061,Galactia,elliptifoliola,Galactia elliptifoliola,Fabaceae,Fabales,Climber,94.33113377,,9.601103331,,90.39889667,,15.68439952,,40.99492121,,63.81297025,
,46132,Genebank,35,F260478,CIAT18068,Galactia,elliptifoliola,Galactia elliptifoliola,Fabaceae,Fabales,Climber,94.74262869,94.81131434,12.11275041,12.15796766,87.88724959,87.84203234,18.52910983,18.52910983,30.05437753,30.43918522,56.61462252,61.6766974
,46132,Genebank,35,F260478,CIAT18068,Galactia,elliptifoliola,Galactia elliptifoliola,Fabaceae,Fabales,Climber,94.88,,12.2031849,,87.7968151,,18.52910983,,30.82399291,,66.73877227,
,46132,Genebank,35,F260479,CIAT18658,Periandra,densiflora,Periandra densiflora,Fabaceae,Fabales,Climber,94.49110178,94.47138314,7.789161172,7.868137142,92.21083883,92.13186286,12.53157013,12.53210199,38.86375482,39.17508569,63.01799724,62.57770461
,46132,Genebank,35,F260479,CIAT18658,Periandra,densiflora,Periandra densiflora,Fabaceae,Fabales,Climber,94.4516645,,7.947113111,,92.05288689,,12.53263384,,39.48641655,,62.13741198,
,46132,Genebank,35,F260480,CIAT18857,Neonotonia,wightii,Neonotonia wightii,Fabaceae,Fabales,Climber,93.59064094,93.67156997,23.71880628,20.78597002,76.28119372,79.21402998,17.49736413,17.49736413,34.12338895,34.51545038,60.44118374,61.89201582
,46132,Genebank,35,F260480,CIAT18857,Neonotonia,wightii,Neonotonia wightii,Fabaceae,Fabales,Climber,93.752499,,17.85313375,,82.14686625,,17.49736413,,34.90751181,,63.34284789,
,46132,Genebank,35,F260481,CIAT19215,Macrotyloma,axillare,Macrotyloma axillare,Fabaceae,Fabales,Climber,92.18078192,92.18078192,19.2103265,19.58997722,80.7896735,80.41002278,16.89006717,16.89006717,39.09298538,39.54994922,60.11389874,60.87476953
,46132,Genebank,35,F260481,CIAT19215,Macrotyloma,axillare,Macrotyloma axillare,Fabaceae,Fabales,Climber,92.18078192,,19.96962794,,80.03037206,,16.89006717,,40.00691306,,61.63564033,
,46132,Genebank,35,F260482,CIAT19445,Galactia,dubia,Galactia dubia,Fabaceae,Fabales,Climber,93.39198241,93.41664707,21.51005462,18.42878409,78.48994538,81.57121591,17.4753425,17.4753425,38.12023126,38.52934387,64.59421569,64.72851981
,46132,Genebank,35,F260482,CIAT19445,Galactia,dubia,Galactia dubia,Fabaceae,Fabales,Climber,93.44131174,,15.34751356,,84.65248644,,17.4753425,,38.93845648,,64.86282392,
,46132,Genebank,35,F260483,CIAT19826,Dunbaria,nivea,Dunbaria nivea,Fabaceae,Fabales,Climber,93.762495,93.69720271,22.05160315,21.55124001,77.94839685,78.44875999,19.29683178,19.29683178,42.54398855,42.36293767,66.15471763,66.4001432
,46132,Genebank,35,F260483,CIAT19826,Dunbaria,nivea,Dunbaria nivea,Fabaceae,Fabales,Climber,93.63191043,,21.05087687,,78.94912313,,19.29683178,,42.18188679,,66.64556877,
,46132,Genebank,35,F260484,CIAT20820,Canavalia,gladiata,Canavalia gladiata,Fabaceae,Fabales,Climber,92.30307877,92.21153938,23.24158947,18.38784368,76.75841053,81.61215632,25.24214418,25.04779877,26.07602766,25.86187801,56.58516181,56.47103092
,46132,Genebank,35,F260484,CIAT20820,Canavalia,gladiata,Canavalia gladiata,Fabaceae,Fabales,Climber,92.12,,13.53409788,,86.46590212,,24.85345335,,25.64772836,,56.35690004,
,46132,Genebank,35,F260485,CIAT21015,Galactia,elliptifoliola,Galactia elliptifoliola,Fabaceae,Fabales,Climber,93.51129774,93.43664457,17.92300092,17.19455745,82.07699908,82.80544255,19.55182005,19.55074423,41.68836964,41.84016643,69.61092566,71.0382746
,46132,Genebank,35,F260485,CIAT21015,Galactia,elliptifoliola,Galactia elliptifoliola,Fabaceae,Fabales,Climber,93.3619914,,16.46611397,,83.53388603,,19.54966842,,41.99196321,,72.46562354,
,46132,Genebank,35,F260486,CIAT21037,Dolichos,trilobus,Dolichos trilobus,Fabaceae,Fabales,Climber,93.83185044,93.87183845,9.968051118,8.828541001,90.03194888,91.171459,19.21873169,19.21873169,27.52601864,27.82134982,49.35796123,52.37051643
,46132,Genebank,35,F260486,CIAT21037,Dolichos,trilobus,Dolichos trilobus,Fabaceae,Fabales,Climber,93.91182645,,7.689030884,,92.31096912,,19.21873169,,28.116681,,55.38307162,
,46132,Genebank,35,F260487,CIAT21038,Dolichos,trilobus,Dolichos trilobus,Fabaceae,Fabales,Climber,91.79246226,91.82745176,18.39856295,20.59768113,81.60143705,79.40231887,23.04783108,23.04783108,31.62251968,31.43810198,63.23297961,62.01367056
,46132,Genebank,35,F260487,CIAT21038,Dolichos,trilobus,Dolichos trilobus,Fabaceae,Fabales,Climber,91.86244127,,22.7967993,,77.2032007,,23.04783108,,31.25368429,,60.79436152,
,46132,Genebank,35,F260488,CIAT21236,Canavalia,mattogrossensis,Canavalia mattogrossensis,Fabaceae,Fabales,Climber,90.84091591,90.88136577,15.93126602,13.18568131,84.06873398,86.81431869,13.98363591,13.98363591,34.01945906,33.56355377,55.66436557,55.41826133
,46132,Genebank,35,F260488,CIAT21236,Canavalia,mattogrossensis,Canavalia mattogrossensis,Fabaceae,Fabales,Climber,90.92181564,,10.4400966,,89.5599034,,13.98363591,,33.10764849,,55.17215709,
,46132,Genebank,35,F260489,CIAT21829,Rhynchosia,minima,Rhynchosia minima,Fabaceae,Fabales,Climber,92.92212336,92.94176554,13.56356646,16.42030075,86.43643354,83.57969925,17.78510203,17.78510203,47.32392306,47.72093428,63.50869456,64.04334989
,46132,Genebank,35,F260489,CIAT21829,Rhynchosia,minima,Rhynchosia minima,Fabaceae,Fabales,Climber,92.96140772,,19.27703505,,80.72296495,,17.78510203,,48.11794551,,64.57800523,
,46132,Genebank,35,F260490,CIAT22034,Rhynchosia,minima,Rhynchosia minima,Fabaceae,Fabales,Climber,93.88061194,93.87530597,13.6656994,12.43070096,86.3343006,87.56929904,19.88846772,19.88846772,50.04800337,50.08228997,63.03052128,62.72018179
,46132,Genebank,35,F260490,CIAT22034,Rhynchosia,minima,Rhynchosia minima,Fabaceae,Fabales,Climber,93.87,,11.19570252,,88.80429748,,19.88846772,,50.11657658,,62.4098423,
,46132,Genebank,35,F260491,CIAT22080,Cajanus,crassus,Cajanus crassus,Fabaceae,Fabales,Climber,94.58162551,94.55690632,8.267671826,8.415258398,91.73232817,91.5847416,14.89080613,14.89080613,40.78027714,41.65430113,61.68287282,61.0588987
,46132,Genebank,35,F260491,CIAT22080,Cajanus,crassus,Cajanus crassus,Fabaceae,Fabales,Climber,94.53218713,,8.562844969,,91.43715503,,14.89080613,,42.52832513,,60.43492459,
,46132,Genebank,35,F260492,CIAT22188,Rhynchosia,minima,Rhynchosia minima,Fabaceae,Fabales,Climber,93.34066593,93.33533297,11.93426515,11.84379238,88.06573485,88.15620762,27.66824122,27.66824122,47.52400869,47.5315444,59.32236339,59.54909491
,46132,Genebank,35,F260492,CIAT22188,Rhynchosia,minima,Rhynchosia minima,Fabaceae,Fabales,Climber,93.33,,11.75331962,,88.24668038,,27.66824122,,47.5390801,,59.77582643,
,46132,Genebank,35,F260493,CIAT22283,Cajanus,scarabaeoides,Cajanus scarabaeoides,Fabaceae,Fabales,Climber,91.96,92.04078784,10.28891671,9.989167188,89.71108329,90.01083281,22.2052583,22.6065603,52.03349248,51.83292578,64.24199542,63.84444746
,46132,Genebank,35,F260493,CIAT22283,Cajanus,scarabaeoides,Cajanus scarabaeoides,Fabaceae,Fabales,Climber,92.12157568,,9.689417666,,90.31058233,,23.0078623,,51.63235907,,63.4468995,
,46132,Genebank,35,F260494,CIAT22525,Dolichos,trilobus,Dolichos trilobus,Fabaceae,Fabales,Climber,93.11137772,93.08707631,14.67149801,15.07271899,85.32850199,84.92728101,23.66111134,23.66111134,30.52187715,31.43095051,45.4677071,46.51366533
,46132,Genebank,35,F260494,CIAT22525,Dolichos,trilobus,Dolichos trilobus,Fabaceae,Fabales,Climber,93.06277489,,15.47393997,,84.52606003,,23.66111134,,32.34002387,,47.55962356,
,46132,Genebank,35,F260495,CIAT24002,Neonotonia,wightii,Neonotonia wightii,Fabaceae,Fabales,Climber,93.16068393,93.04104982,10.97255364,10.85917428,89.02744636,89.14082572,22.25482408,22.25482408,36.63906332,37.88768436,56.91222808,57.69570282
,46132,Genebank,35,F260495,CIAT24002,Neonotonia,wightii,Neonotonia wightii,Fabaceae,Fabales,Climber,92.92141572,,10.74579491,,89.25420509,,22.25482408,,39.1363054,,58.47917756,
,46132,Genebank,35,F260496,CIAT24024,Vigna,adenantha,Vigna adenantha,Fabaceae,Fabales,Climber,92.93212036,92.90641615,14.60171513,13.6883675,85.39828487,86.3116325,25.25926866,25.25926866,37.58708165,30.92376669,44.38862651,45.40443535
,46132,Genebank,35,F260496,CIAT24024,Vigna,adenantha,Vigna adenantha,Fabaceae,Fabales,Climber,92.88071193,,12.77501987,,87.22498013,,25.25926866,,24.26045174,,46.4202442,
,46132,Genebank,35,F260497,CIAT24082,Vigna,gentryi,Vigna gentryi,Fabaceae,Fabales,Climber,94.27057294,94.29057094,14.252386,14.31601273,85.747614,85.68398727,17.8982055,17.8982055,31.93280198,37.43208256,52.81712903,52.68383609
,46132,Genebank,35,F260497,CIAT24082,Vigna,gentryi,Vigna gentryi,Fabaceae,Fabales,Climber,94.31056894,,14.37963945,,85.62036055,,17.8982055,,42.93136314,,52.55054316,
,46132,Genebank,35,F260498,CIAT25102,Centrosema,arenarium,Centrosema arenarium,Fabaceae,Fabales,Climber,93.38264694,93.44664794,10.37610419,10.54351391,89.62389581,89.45648609,23.27647347,23.27647347,37.26441773,37.05134546,56.96111873,57.20594981
,46132,Genebank,35,F260498,CIAT25102,Centrosema,arenarium,Centrosema arenarium,Fabaceae,Fabales,Climber,93.51064894,,10.71092363,,89.28907637,,23.27647347,,36.83827318,,57.45078089,
,46132,Genebank,35,F260499,CIAT25124,Centrosema,capitatum,Centrosema capitatum,Fabaceae,Fabales,Climber,93.54129174,93.56192936,12.9300246,12.82723569,87.0699754,87.17276431,20.97522105,20.97522105,48.66734638,48.78799227,61.4060197,61.02375588
,46132,Genebank,35,F260499,CIAT25124,Centrosema,capitatum,Centrosema capitatum,Fabaceae,Fabales,Climber,93.58256697,,12.72444678,,87.27555322,,20.97522105,,48.90863816,,60.64149205,
,46132,Genebank,35,F260500,CIAT25156,Centrosema,platycarpum,Centrosema platycarpum,Fabaceae,Fabales,Climber,94.20057994,94.20615821,7.960466935,8.20904922,92.03953307,91.79095078,11.32233349,11.32233349,47.68872154,43.35202978,58.2245626,58.47313957
,46132,Genebank,35,F260500,CIAT25156,Centrosema,platycarpum,Centrosema platycarpum,Fabaceae,Fabales,Climber,94.21173648,,8.457631506,,91.54236849,,11.32233349,,39.01533802,,58.72171653,
,46132,Breeding,35,F261074,CIAT-BR06_423_Temp_B,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.47195841,93.49162808,13.03469022,13.08346485,86.96530978,86.91653515,14.15040067,14.28482273,25.33558542,25.56744037,55.19726196,55.3636363
,46132,Breeding,35,F261074,CIAT-BR06_423_Temp_B,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.51129774,,13.13223948,,86.86776052,,14.41924479,,25.79929533,,55.53001064,
,46132,Breeding,35,F261075,CIAT_MulatoII_Temp_C,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.3220034,94.69678739,15.0012885,15.64972032,84.9987115,84.35027968,19.89145007,19.85905596,25.51081004,25.74133412,57.77230118,58.00311111
,46132,Breeding,35,F261075,CIAT_MulatoII_Temp_C,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.07157137,,16.29815213,,83.70184787,,19.82666185,,25.9718582,,58.23392103,
,46132,Breeding,35,F261076,CIAT-BR06_423_Opt_F,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.8,93.82123151,14.19721292,14.13044877,85.80278708,85.86955123,12.26657157,12.19715927,32.25676421,32.04704855,62.38238522,61.89351496
