40_sample_serial_no,40_date,40_requisitioner,40_set_ciat,40_ciat_lab_id,40_gene_bank_breeding_program_id,40_genus,40_species,40_tax_name,40_family,40_order,40_functional_group,40_dm_percentage,40_av_dm_105,40_ash_dm,40_av_ash_percentage,40_om_percentage,40_om_percentage,40_pc_percentage_dm,40_av_pc_percentage,40_adf_percentage_dm,40_av_adf_percentage_dm,40_ndf_percentage_dm,40_av_ndf_percentage_dm
Sample serial No,"Date (M,D.Y)",Requisitioner,Set CIAT,CIAT Lab-ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,"DM, %",Av DM 105,Ash/DM,"Av Ash, %","OM, %","OM, %","PC (%), DM","Av PC, %","ADF, % (DM)"," Av ADF, % (DM)","NDF, % (DM)"," Av NDF, % (DM)"
,46146,Genebank,36,F260536,CIAT21115,Flemingia,lineata,Flemingia lineata,Fabaceae,Fabales,Shurb_Tree,92.49,,7.257132895,,92.74286711,,19.32295278,,26.28699493,,65.00892197,
,46146,Genebank,36,F260537,CIAT21118,Flemingia,lineata,Flemingia lineata,Fabaceae,Fabales,Shurb_Tree,92.49075092,92.52037546,7.575951821,7.603351694,92.42404818,92.39664831,19.29396619,19.29396619,27.29257542,27.35824181,64.3766248,64.65388602
,46146,Genebank,36,F260537,CIAT21118,Flemingia,lineata,Flemingia lineata,Fabaceae,Fabales,Shurb_Tree,92.55,,7.630751567,,92.36924843,,19.29396619,,27.42390821,,64.93114725,
,46146,Genebank,36,F260538,CIAT22063,Flemingia,lineata,Flemingia lineata,Fabaceae,Fabales,Shurb_Tree,92.92212336,92.93711886,7.561985694,7.545850589,92.43801431,92.45414941,20.12770259,20.24875412,25.46221908,25.37775341,59.82326762,60.96624861
,46146,Genebank,36,F260538,CIAT22063,Flemingia,lineata,Flemingia lineata,Fabaceae,Fabales,Shurb_Tree,92.95211437,,7.529715484,,92.47028452,,20.36980565,,25.29328774,,62.1092296,
,46146,Genebank,36,F260539,CIAT43154,Desmodium,distortum,Desmodium distortum,Fabaceae,Fabales,Shurb_Tree,94.18058194,94.17058294,7.889148439,7.91038437,92.11085156,92.08961563,18.10924176,18.10924176,26.46167717,26.7057446,48.05174042,52.94929004
,46146,Genebank,36,F260539,CIAT43154,Desmodium,distortum,Desmodium distortum,Fabaceae,Fabales,Shurb_Tree,94.16058394,,7.931620302,,92.0683797,,18.10924176,,26.94981203,,57.84683966,
,46146,Breeding,36,F261076,CIAT-BR06_423_Opt_F,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.8,93.82123151,14.19721292,14.13044877,85.80278708,85.86955123,12.26657157,12.19715927,24.87734272,25.44841942,62.38238522,61.89351496
,46146,Breeding,36,F261076,CIAT-BR06_423_Opt_F,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.84246301,,14.06368463,,85.93631537,,12.12774698,,26.01949613,,61.40464471,
,46146,Breeding,36,F261077,CIAT_MulatoII_Opt_D,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.0609878,95.0909818,11.53401325,11.60761224,88.46598675,88.39238776,17.10045477,17.44837371,26.90360497,27.04936212,58.82104687,59.23015202
,46146,Breeding,36,F261077,CIAT_MulatoII_Opt_D,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.1209758,,11.68121123,,88.31878877,,17.79629264,,27.19511926,,59.63925718,
,46146,LMF,36,F261080,CIAT17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,91.88162368,91.89742919,13.44708835,13.49469224,86.55291165,86.50530776,31.45175947,31.55423019,25.74069332,25.88275412,48.8127459,49.26619209
,46146,LMF,36,F261080,CIAT17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,91.91323471,,13.54229612,,86.45770388,,31.6567009,,26.02481491,,49.71963828,
,46146,LMF,36,F261081,CIAT17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,91.61,91.68164934,13.64504248,13.6750234,86.35495752,86.3249766,29.53447339,29.62793766,27.70443152,27.53814017,50.2135227,49.71212488
,46146,LMF,36,F261081,CIAT17462,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,91.75329868,,13.70500433,,86.29499567,,29.72140193,,27.37184882,,49.21072706,
,46146,LMF,36,F261082,CIAT13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,89.44211158,88.87839285,8.223076563,8.334722882,91.77692344,91.66527712,26.10405188,25.98446216,25.16329078,25.19346318,60.69742339,59.93029902
,46146,LMF,36,F261082,CIAT13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,88.31467413,,8.446369202,,91.5536308,,25.86487244,,25.22363558,,59.16317464,
,46146,LMF,36,F261083,CIAT9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,92.90070993,92.83180239,7.47513879,7.500937626,92.52486121,92.49906237,35.56142729,35.55833333,22.31881909,22.70512708,57.306669,57.67491513
,46146,LMF,36,F261083,CIAT9432,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,92.76289484,,7.526736461,,92.47326354,,35.55523936,,23.09143508,,58.04316127,
,46146,LMF,36,F261084,CIAT17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,91.73248026,91.80786348,7.273883029,7.262631522,92.72611697,92.73736848,34.76922374,34.80415356,32.25676421,32.04704855,59.79227918,59.05761654
,46146,LMF,36,F261084,CIAT17768,Clitoria,tertanea,Clitoria tertanea,Fabaceas,Fabales,Trepadoras,91.8832467,,7.251380016,,92.74861998,,34.83908339,,31.83733288,,58.3229539,
,46146,LMF,36,F261085,CIAT22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,91.6,91.61625512,9.321489935,9.336459861,90.67851007,90.66354014,29.84085757,29.72819908,27.06320283,27.38467102,55.4788623,56.61063354
,46146,LMF,36,F261085,CIAT22768,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,91.63251025,,9.351429787,,90.64857021,,29.61554059,,27.7061392,,57.74240478,
,46146,LMF,36,F261086,CIAT22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,91.46085391,91.45213827,8.528198712,8.543315457,91.47180129,91.45668454,28.70334072,28.85455255,22.15,22.02,55.34525203,56.08594945
,46146,LMF,36,F261086,CIAT22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,91.44342263,,8.558432203,,91.4415678,,29.00576439,,21.89,,56.82664687,
,46146,LMF,36,F261087,CIAT18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,92.06079392,92.04079592,7.485062466,7.485062466,92.51493753,92.51493753,26.94250006,27.12721695,24.45,24.365,62.05272266,61.33655565
,46146,LMF,36,F261087,CIAT18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,92.02079792,,7.485062466,,92.51493753,,27.31193383,,24.28,,60.62038863,
,46146,LMF,36,F261088,CIAT20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,91.93,91.91040546,7.442030057,7.474295212,92.55796994,92.52570479,25.75853133,25.80230635,48.24,49.185,59.83723505,58.78170843
,46146,LMF,36,F261088,CIAT20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,91.89081092,,7.506560367,,92.49343963,,25.84608137,,50.13,,57.72618182,
,46146,LMF,36,F261089,CIAT15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,91.8832467,91.91783049,8.351947808,8.341489261,91.64805219,91.65851074,34.65073772,34.42116767,58.1,59.135,70.59009535,72.05226479
,46146,LMF,36,F261089,CIAT15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,91.95241428,,8.331030714,,91.66896929,,34.19159762,,60.17,,73.51443423,
,46146,Breeding,36,F243584,ABC-BR06_0423,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.56,96.765,15.97,15.965,84.03,84.035,11.01,11.01,32.88,31.81,57.45,57.365
,46146,Breeding,36,F243584,ABC-BR06_0423,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.97,,15.96,,84.04,,11.01,,30.74,,57.28,
,46146,Breeding,36,F243591,ABC-CIAT_6962,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,grasses,95.58,95.725,14.19,14.245,85.81,85.755,8.59,8.59,31.59,32.14,67.17,67.625
,46146,Breeding,36,F243591,ABC-CIAT_6962,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,grasses,95.87,,14.3,,85.7,,8.59,,32.69,,68.08,
,46146,Genebank,36,F261029,CIAT5913,Centrosema,grandiflorum,Centrosema grandiflorum,Fabaceae,Fabales,Climber,94.58216713,94.58216713,9.659691397,9.649122807,90.3403086,90.35087719,14.1369122,14.12953813,38.01,38.64,56.79435123,57.48901934
,46146,Genebank,36,F261029,CIAT5913,Centrosema,grandiflorum,Centrosema grandiflorum,Fabaceae,Fabales,Climber,94.58216713,,9.638554217,,90.36144578,,14.12216406,,39.27,,58.18368744,
,46146,Genebank,36,F261030,CIAT7389,Rhynchosia,schomburgkii,Rhynchosia schomburgkii,Fabaceae,Fabales,Climber,94.67,94.68026547,7.942521034,8.063573228,92.05747897,91.93642677,18.51086014,18.29078343,41.67,41.9,63.21266405,62.74531444
,46146,Genebank,36,F261030,CIAT7389,Rhynchosia,schomburgkii,Rhynchosia schomburgkii,Fabaceae,Fabales,Climber,94.69053095,,8.184625422,,91.81537458,,18.07070673,,42.13,,62.27796483,
,46146,Genebank,36,F261031,CIAT7649,Periandra,coccinea,Periandra coccinea,Fabaceae,Fabales,Climber,94.50109978,94.50637314,8.526819996,8.563417215,91.47318,91.43658279,12.36328175,12.27206859,45.92787024,46.22166982,59.18185521,59.63076845
,46146,Genebank,36,F261031,CIAT7649,Periandra,coccinea,Periandra coccinea,Fabaceae,Fabales,Climber,94.51164651,,8.600014434,,91.39998557,,12.18085544,,46.5154694,,60.07968169,
,46146,Genebank,36,F261032,CIAT7796,Calopogonium,velutinum,Calopogonium velutinum,Fabaceae,Fabales,Climber,94.62053795,94.65579987,7.922652479,8.033162471,92.07734752,91.96683753,16.03492538,16.47229775,35.40843207,36.04916548,54.63792859,55.55823452
,46146,Genebank,36,F261032,CIAT7796,Calopogonium,velutinum,Calopogonium velutinum,Fabaceae,Fabales,Climber,94.69106179,,8.143672463,,91.85632754,,16.90967011,,36.68989888,,56.47854045,
,46146,Genebank,36,F261033,CIAT8114,Calopogonium,velutinum,Calopogonium velutinum,Fabaceae,Fabales,Climber,92.46,92.47075185,9.484079911,9.412853252,90.51592009,90.58714675,18.72900803,18.64724299,37.86034992,37.54026766,54.83654925,54.91695614
,46146,Genebank,36,F261033,CIAT8114,Calopogonium,velutinum,Calopogonium velutinum,Fabaceae,Fabales,Climber,92.4815037,,9.341626593,,90.65837341,,18.56547796,,37.22018541,,54.99736304,
,46146,Genebank,36,F261034,CIAT8539,Canavalia,grandiflora,Canavalia grandiflora,Fabaceae,Fabales,Climber,93.28,93.24567886,11.80751766,11.7688094,88.19248234,88.2311906,11.4225443,11.26305767,44.21973411,43.80456817,50.49528056,50.86223067
,46146,Genebank,36,F261034,CIAT8539,Canavalia,grandiflora,Canavalia grandiflora,Fabaceae,Fabales,Climber,93.21135773,,11.73010114,,88.26989886,,11.10357104,,43.38940223,,51.22918078,
,46146,Genebank,36,F261035,CIAT8562,Periandra,coccinea,Periandra coccinea,Fabaceae,Fabales,Climber,94.28228709,94.30671043,6.264280578,6.264906881,93.73571942,93.73509312,11.59881722,11.91022943,38.0785623,38.11155679,66.8651142,68.47652744
,46146,Genebank,36,F261035,CIAT8562,Periandra,coccinea,Periandra coccinea,Fabaceae,Fabales,Climber,94.33113377,,6.265533184,,93.73446682,,12.22164163,,38.14455127,,70.08794069,
,46146,Genebank,36,F261036,CIAT8589,Galactia,jussiaeana,Galactia jussiaeana,Fabaceae,Fabales,Climber,94.49220312,94.3519698,9.227700716,9.228161963,90.77229928,90.77183804,16.09364861,16.52147671,36.05573806,35.82331301,52.62421271,53.10447383
,46146,Genebank,36,F261036,CIAT8589,Galactia,jussiaeana,Galactia jussiaeana,Fabaceae,Fabales,Climber,94.21173648,,9.22862321,,90.77137679,,16.94930481,,35.59088796,,53.58473495,
,46146,Genebank,36,F261037,CIAT9525,Canavalia,bicarinata,Canavalia bicarinata,Fabaceae,Fabales,Climber,93.30066993,93.29533497,12.77535273,12.60985243,87.22464727,87.39014757,15.59182325,15.72814214,32.81381622,32.73828134,49.70745806,49.67226362
,46146,Genebank,36,F261037,CIAT9525,Canavalia,bicarinata,Canavalia bicarinata,Fabaceae,Fabales,Climber,93.29,,12.44435213,,87.55564787,,15.86446102,,32.66274647,,49.63706919,
,46146,Genebank,36,F261038,CIAT9991,Galactia,jussiaeana,Galactia jussiaeana,Fabaceae,Fabales,Climber,94.49220312,94.51192181,8.471732589,8.445712293,91.52826741,91.55428771,15.71216426,15.56307416,33.9321665,33.57259073,60.77510659,61.56947468
,46146,Genebank,36,F261038,CIAT9991,Galactia,jussiaeana,Galactia jussiaeana,Fabaceae,Fabales,Climber,94.53164051,,8.419691996,,91.580308,,15.41398405,,33.21301496,,62.36384277,
,46146,Genebank,36,F261039,CIAT15024,Centrosema,pubescens,Centrosema pubescens,Fabaceae,Fabales,Climber,95.6017593,95.55655295,10.20976297,10.22073518,89.79023703,89.77926482,21.50318168,21.37424654,39.92598705,40.10447768,56.94588353,57.26871241
,46146,Genebank,36,F261039,CIAT15024,Centrosema,pubescens,Centrosema pubescens,Fabaceae,Fabales,Climber,95.5113466,,10.23170738,,89.76829262,,21.24531141,,40.28296831,,57.59154129,
,46146,Genebank,36,F261040,CIAT15039,Centrosema,angustifolium,Centrosema angustifolium,Fabaceae,Fabales,Climber,95.88164734,95.90163934,10.6733375,10.61079842,89.3266625,89.38920158,16.58272692,16.66075291,32.56,33.135,56.18921504,56.48184418
,46146,Genebank,36,F261040,CIAT15039,Centrosema,angustifolium,Centrosema angustifolium,Fabaceae,Fabales,Climber,95.92163135,,10.54825933,,89.45174067,,16.7387789,,33.71,,56.77447331,
,46146,Genebank,36,F261041,CIAT15285,Centrosema,bifidum,Centrosema bifidum,Fabaceae,Fabales,Climber,94.16175147,94.12117171,10.45147304,10.42064746,89.54852696,89.57935254,20.44300392,20.37498926,31.77,31.685,53.61152125,53.76607079
,46146,Genebank,36,F261041,CIAT15285,Centrosema,bifidum,Centrosema bifidum,Fabaceae,Fabales,Climber,94.08059194,,10.38982189,,89.61017811,,20.3069746,,31.6,,53.92062033,
,46146,Genebank,36,F261042,CIAT17333,Dunbaria,nivea,Dunbaria nivea,Fabaceae,Fabales,Climber,94.4916525,94.446666,10.81767663,10.79121461,89.18232337,89.20878539,22.07110619,22.17935244,43.8186202,45.26605268,49.34543141,50.95244613
,46146,Genebank,36,F261042,CIAT17333,Dunbaria,nivea,Dunbaria nivea,Fabaceae,Fabales,Climber,94.4016795,,10.76475258,,89.23524742,,22.28759868,,46.71348515,,52.55946085,
,46146,Genebank,36,F261043,CIAT17392,Cajanus,scarabaeoides,Cajanus scarabaeoides,Fabaceae,Fabales,Climber,94.68,94.68606158,9.262186909,9.218107237,90.73781309,90.78189276,14.69014454,14.74398509,36.11494341,36.04325133,62.07373323,62.13406752
,46146,Genebank,36,F261043,CIAT17392,Cajanus,scarabaeoides,Cajanus scarabaeoides,Fabaceae,Fabales,Climber,94.69212315,,9.174027566,,90.82597243,,14.79782563,,35.97155925,,62.19440181,
,46146,Genebank,36,F261044,CIAT18164,Teramnus,volubilis,Teramnus volubilis,Fabaceae,Fabales,Climber,93.81,93.81,12.40805884,12.37607931,87.59194116,87.62392069,22.0574224,22.02795799,37.55541466,37.33788718,51.40782107,51.37190083
,46146,Genebank,36,F261044,CIAT18164,Teramnus,volubilis,Teramnus volubilis,Fabaceae,Fabales,Climber,93.81,,12.34409978,,87.65590022,,21.99849358,,37.1203597,,51.33598058,
,46146,Genebank,36,F261045,CIAT18260,Canavalia,grandiflora,Canavalia grandiflora,Fabaceae,Fabales,Climber,93.67126575,93.66190237,14.83764498,14.83616181,85.16235502,85.16383819,10.72225748,10.74179777,40.8590279,40.55482283,43.5524509,44.00523208
,46146,Genebank,36,F261045,CIAT18260,Canavalia,grandiflora,Canavalia grandiflora,Fabaceae,Fabales,Climber,93.65253898,,14.83467864,,85.16532136,,10.76133805,,40.25061776,,44.45801326,
,46146,Genebank,36,F261046,CIAT18410,Cajanus,crassus,Cajanus crassus,Fabaceae,Fabales,Climber,95.22143357,95.26071678,7.178141049,7.215959043,92.82185895,92.78404096,20.34288921,20.37752779,44.30004004,44.32586859,50.44365278,51.74357114
,46146,Genebank,36,F261046,CIAT18410,Cajanus,crassus,Cajanus crassus,Fabaceae,Fabales,Climber,95.3,,7.253777038,,92.74622296,,20.41216637,,44.35169714,,53.04348951,
,46146,Genebank,36,F261047,CIAT18522,Rhynchosia,phaseoloides,Rhynchosia phaseoloides,Fabaceae,Fabales,Climber,92.86,92.85535746,11.44791242,11.36119319,88.55208758,88.63880681,17.85233119,18.03992294,36.35636242,36.47800057,56.89512433,57.37310611
,46146,Genebank,36,F261047,CIAT18522,Rhynchosia,phaseoloides,Rhynchosia phaseoloides,Fabaceae,Fabales,Climber,92.85071493,,11.27447397,,88.72552603,,18.22751468,,36.59963872,,57.85108788,
,46146,Genebank,36,F261048,CIAT18584,Canavalia,mattogrossensis,Canavalia mattogrossensis,Fabaceae,Fabales,Climber,92.69073093,92.70609332,9.836557409,9.755181026,90.16344259,90.24481897,14.44237849,14.37701504,34.63320504,35.37009118,59.00934974,60.04572931
,46146,Genebank,36,F261048,CIAT18584,Canavalia,mattogrossensis,Canavalia mattogrossensis,Fabaceae,Fabales,Climber,92.72145571,,9.673804642,,90.32619536,,14.3116516,,36.10697732,,61.08210887,
,46146,LMF-invivo,36,F262902 (100%),START-GRASS,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,,92.56,92.49,9.25,9.3,90.75,90.7,8.8,8.735,35.80157471,36.13229179,78.74,78.67
,46146,LMF-invivo,36,F262902 (100%),START-GRASS,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,,92.42,,9.35,,90.65,,8.67,,36.46300887,,78.6,
,46146,LMF,36,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.64063594,93.73093584,11.32941805,11.41385651,88.67058195,88.58614349,13.1,13.1,37.8,37.75,76.05,76.05
,46161,LMF,36,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.82123575,,11.49829497,,88.50170503,,13.1,,37.7,,76.05,
,46161,GENBANK,37,F261049 ,CIAT18586,Canavalia,mattogrossensis,Canavalia mattogrossensis,Fabaceae,Fabales,0,93.80123975,93.75687737,10.29052018,10.2148602,89.70947982,89.7851398,18.03742484,17.76134114,48.61058574,48.9154214,62.04910107,62.61598363
,46161,GENBANK,37,F261049 ,CIAT18586,Canavalia,mattogrossensis,Canavalia mattogrossensis,Fabaceae,Fabales,0,93.71251499,,10.13920022,,89.86079978,,17.48525744,,49.22025707,,63.18286619,
,46161,GENBANK,37,F261050,CIAT18632,Dioclea,crenata,Dioclea crenata,Fabaceae,Fabales,Climber,94.51164651,94.54136614,9.781142593,9.797494451,90.21885741,90.20250555,17.17541785,17.18269589,40.06675792,40.49604187,52.48713756,53.84558405
,46161,GENBANK,37,F261050,CIAT18632,Dioclea,crenata,Dioclea crenata,Fabaceae,Fabales,Climber,94.57108578,,9.813846308,,90.18615369,,17.18997393,,40.92532581,,55.20403053,
,46161,GENBANK,37,F261051,CIAT21137,Cajanus,goensis,Cajanus goensis,Fabaceae,Fabales,Climber,93.22203339,93.12706188,9.307068864,9.317803661,90.69293114,90.68219634,14.18987841,14.60556744,52.76873052,52.61934968,66.19347327,66.16613622
,46161,GENBANK,37,F261051,CIAT21137,Cajanus,goensis,Cajanus goensis,Fabaceae,Fabales,Climber,93.03209037,,9.328538457,,90.67146154,,15.02125646,,52.46996885,,66.13879917,
,46161,GENBANK,37,F261052,CIAT21174,Cajanus,goensis,Cajanus goensis,Fabaceae,Fabales,Climber,95.59,95.59088165,9.739422672,9.747932633,90.26057733,90.25206737,20.64832128,20.71815568,45.26983371,44.033682,59.05157857,57.85937384
,46161,GENBANK,37,F261052,CIAT21174,Cajanus,goensis,Cajanus goensis,Fabaceae,Fabales,Climber,95.59176329,,9.756442593,,90.24355741,,20.78799009,,42.79753029,,56.66716911,
,46161,GENBANK,37,F261053,CIAT22055,Cajanus,crassus,Cajanus crassus,Fabaceae,Fabales,Climber,93.50129974,93.53661408,7.1080938,7.214616445,92.8919062,92.78538356,15.05267443,15.06364298,38.36235218,39.72115298,52.96492792,53.84878566
,46161,GENBANK,37,F261053,CIAT22055,Cajanus,crassus,Cajanus crassus,Fabaceae,Fabales,Climber,93.57192842,,7.321139089,,92.67886091,,15.07461153,,41.07995378,,54.7326434,
,46161,GENBANK,37,F261054,CIAT22059,Pueraria,montana,Pueraria montana,Fabaceae,Fabales,Climber,93.46130774,93.47565387,11.18784195,11.0445381,88.81215805,88.9554619,16.21992603,16.03962011,32.47190658,33.25851496,53.41291342,54.27771712
,46161,GENBANK,37,F261054,CIAT22059,Pueraria,montana,Pueraria montana,Fabaceae,Fabales,Climber,93.49,,10.90123426,,89.09876574,,15.85931419,,34.04512334,,55.14252081,
,46161,GENBANK,37,F261055,CIAT25157,Centrosema,capitatum,Centrosema capitatum,Fabaceae,Fabales,Climber,95.05197921,95.0414865,8.8978168,8.819809276,91.1021832,91.18019072,19.06390672,19.16384119,39.79882746,39.78272068,59.50002348,60.26971612
,46161,GENBANK,37,F261055,CIAT25157,Centrosema,capitatum,Centrosema capitatum,Fabaceae,Fabales,Climber,95.0309938,,8.741801752,,91.25819825,,19.26377567,,39.7666139,,61.03940877,
,46161,GENBANK,37,F261056,CIAT25214,Centrosema,grandiflorum,Centrosema grandiflorum,Fabaceae,Fabales,Climber,94.05178446,94.0561892,11.22396414,11.22508643,88.77603586,88.77491357,17.15270948,17.10304831,40.94899767,40.68950719,60.34288488,59.98421251
,46161,GENBANK,37,F261056,CIAT25214,Centrosema,grandiflorum,Centrosema grandiflorum,Fabaceae,Fabales,Climber,94.06059394,,11.22620871,,88.77379129,,17.05338714,,40.43001672,,59.62554013,
,46161,GENBANK,37,F261057,CIAT25224,Centrosema,capitatum,Centrosema capitatum,Fabaceae,Fabales,Climber,94.14234306,94.11205927,10.61076091,10.59535762,89.38923909,89.40464238,19.00094405,18.96399983,39.73866269,39.49408979,59.75731643,59.76350931
,46161,GENBANK,37,F261057,CIAT25224,Centrosema,capitatum,Centrosema capitatum,Fabaceae,Fabales,Climber,94.08177547,,10.57995434,,89.42004566,,18.9270556,,39.24951689,,59.7697022,
,46161,GENBANK,37,F261058,CIAT32092,Cajanus,scarabaeoides,Cajanus scarabaeoides,Fabaceae,Fabales,Climber,94.08059194,94.1114675,6.50227674,6.485369615,93.49772326,93.51463038,16.74995622,16.74871062,47.11979117,46.98831244,63.95772713,63.77268246
,46161,GENBANK,37,F261058,CIAT32092,Cajanus,scarabaeoides,Cajanus scarabaeoides,Fabaceae,Fabales,Climber,94.14234306,,6.46846249,,93.53153751,,16.74746502,,46.85683371,,63.58763779,
,46161,GENBANK,37,F261059,CIAT4846,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,89.63207359,89.65258583,6.51273154,6.557009292,93.48726846,93.44299071,29.07262446,28.40537776,26.92228941,27.49504519,47.66751253,48.17437644
,46161,GENBANK,37,F261059,CIAT4846,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,89.67309807,,6.601287044,,93.39871296,,27.73813106,,28.06780097,,48.68124034,
,46161,GENBANK,37,F261060,CIAT9466,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,89.75307408,89.74756283,5.625206184,5.547506437,94.37479382,94.45249356,28.18001249,28.20806584,34.44485182,34.97678808,54.4697006,55.02722108
,46161,GENBANK,37,F261060,CIAT9466,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,89.74205159,,5.46980669,,94.53019331,,28.23611918,,35.50872433,,55.58474155,
,46161,GENBANK,37,F261061,CIAT19092,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.20351859,91.1780864,7.0383502,7.060630529,92.9616498,92.93936947,28.26157783,28.1658616,27.34449399,27.56014678,47.43323759,47.46823038
,46161,GENBANK,37,F261061,CIAT19092,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.1526542,,7.082910858,,92.91708914,,28.07014537,,27.77579956,,47.50322317,
,46161,GENBANK,37,F261062,CIAT19212,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.52339064,91.52796544,4.586926686,4.603539482,95.41307331,95.39646052,22.99791079,22.8340577,33.72428168,32.88374681,57.33468978,56.93354094
,46161,GENBANK,37,F261062,CIAT19212,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.53254024,,4.620152278,,95.37984772,,22.67020461,,32.04321194,,56.5323921,
,46161,GENBANK,37,F261063,CIAT19221,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,92.17156569,92.21233222,5.844036351,5.989794887,94.15596365,94.01020511,22.34805453,22.26974334,35.95214948,36.1475529,57.72547972,57.78755336
,46161,GENBANK,37,F261063,CIAT19221,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,92.25309876,,6.135553422,,93.86444658,,22.19143215,,36.34295632,,57.849627,
,46161,GENBANK,37,F261064,CIAT19447,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,90.95180964,90.95135727,6.122928112,6.035283918,93.87707189,93.96471608,23.58480737,23.98862779,30.21433124,31.03454514,49.63982533,50.53083455
,46161,GENBANK,37,F261064,CIAT19447,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,90.95090491,,5.947639723,,94.05236028,,24.39244821,,31.85475905,,51.42184378,
,46161,GENBANK,37,F261065,CIAT19806,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.61167766,91.63583883,6.982770429,6.978012325,93.01722957,93.02198767,25.26842646,25.43214158,25.62819301,25.30868862,46.0405177,45.70894784
,46161,GENBANK,37,F261065,CIAT19806,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.66,,6.973254222,,93.02674578,,25.5958567,,24.98918423,,45.37737798,
,46161,GENBANK,37,F261066,CIAT21204,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,92.07237829,92.04738578,7.135487374,7.119196307,92.86451263,92.88080369,30.48349549,30.69048524,23.36809705,22.92862243,44.71846099,44.60906896
,46161,GENBANK,37,F261066,CIAT21204,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,92.02239328,,7.10290524,,92.89709476,,30.897475,,22.48914782,,44.49967692,
,46161,GENBANK,37,F261067,CIAT21705,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.76247126,91.73706446,5.503212343,5.568878687,94.49678766,94.43112131,26.0600668,25.99339761,25.92183478,25.07454503,48.02606539,47.50843573
