31_no,31_date,31_requisitioner,31_gene_bank,31_tax_name,31_family,31_order,31_genus2,31_species3,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_dm,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_column8,31_column9
No,Date,Requisitioner,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Column8,Column9
872,45972,Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,Brachiaria,humidicola,Poaceae,Poales,grasses,F25-2140,25,54,3,3,17,0.5002,487.1454152,215.3454152,0.372916667,40,0.710416667,77,13.3,40,0.374305556,91,14.1,,37,51,35.15623592,48.23435389,83.39058981,4.675779378,6.801043898,11.47682328,171.18213,44.20557158,2.582370693,13.3,13.76273186,23.55933756,53.29495065,282.8118589,13.07583995,29.57961967,,
873,45972,Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2141,25,54,3,1,18,0.5003,487.8956458,216.6956458,0.372916667,40,0.711111111,81,12.3,41,0.375,86,15.5,,41,45,39.15623592,42.23435389,81.39058981,4.816217019,6.546324853,11.36254187,166.8196683,44.41434304,2.662416458,12.3,13.96051054,23.28887738,52.4354877,236.7494495,12.92572987,29.10260286,,
874,45972,Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2141,25,54,3,2,19,0.5001,487.7006046,229.6006046,0.373611111,40.5,0.711805556,79,12.7,40,0.375694444,85,15,,38.5,45,36.65623592,42.23435389,78.89058981,4.655341962,6.335153083,10.99049505,161.7602871,47.0781874,2.910367448,12.7,13.93131306,22.53533201,47.86788374,180.2714899,12.50749915,26.56750364,,
875,45972,Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2141,25,54,3,3,20,0.5004,487.9931664,211.7931664,0.374305556,41,0.711805556,81,12.6,40.5,0.376388889,83,15.9,,40,42.5,38.15623592,39.73435389,77.89058981,4.807685727,6.317762268,11.12544799,159.6140995,43.40084677,2.719111088,12.6,14.28343016,22.79836842,52.52977791,258.3843135,12.65348891,29.15493556,,
876,45972,Benchmark,Paja Sabana Madura,0,,,Poaceae,Poales,grasses,F252566,25,54,3,1,21,0.5001,462.1193027,62.31930269,0.374305556,41.5,0.7125,56.5,12.1,40,0.377083333,58.5,14.5,,15,18.5,13.15623592,15.73435389,28.89058981,1.591904547,2.281481314,3.873385861,62.5176002,13.48554417,2.157079627,12.1,13.40708475,8.381787642,62.15387036,-97.95152165,4.652037155,34.49647338,,
877,45972,Benchmark,Paja Sabana Madura,0,,,Poaceae,Poales,grasses,F252566,25,54,3,2,22,0.5002,462.2117081,54.61170807,0.375,41.5,0.7125,55.5,12.5,40.5,0.377083333,59,14.4,,14,18.5,12.15623592,15.73435389,27.89058981,1.519529491,2.26574696,3.78527645,60.34159093,11.81530176,1.958069314,12.5,13.57187666,8.189486299,69.31254458,-80.07460752,4.545306582,38.46966142,,
878,45972,Benchmark,Paja Sabana Madura,0,,,Poaceae,Poales,grasses,F252566,25,54,3,3,23,0.5,462.0268973,59.22689731,0.375,41.5,0.713194444,56,12.2,40,0.377777778,59,14.4,,14.5,19,12.65623592,16.23435389,28.89058981,1.544060783,2.33774696,3.881807743,62.53010372,12.81892843,2.050041127,12.2,13.4362357,8.40169212,65.54129828,-91.08815616,4.663084485,36.37655448,,
879,45972,Benchmark,Humidicola 679,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,grasses,F252567,25,54,3,1,24,0.5003,461.5134044,120.0134044,0.375,41,0.713194444,57.5,13,40,0.377777778,82,13.9,,16.5,42,14.65623592,39.23435389,53.89058981,1.90531067,5.45357519,7.358885861,116.769284,26.00431608,2.226982574,13,13.65523348,15.94511836,61.31719948,202.1692124,8.849816559,34.03210656,,
880,45972,Benchmark,Humidicola 679,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,grasses,F252567,25,54,3,2,25,0.5,461.2366624,117.5366624,0.375694444,40.5,0.713888889,56.5,13.5,40,0.378472222,80,13.8,,16,40,14.15623592,37.23435389,51.39058981,1.91109185,5.138340836,7.049432686,111.4191347,25.48294011,2.287124216,13.5,13.71736093,15.28376484,59.9764579,207.5008356,8.482753914,33.28797179,,
881,45972,Benchmark,Humidicola 679,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,grasses,F252567,25,54,3,3,26,0.5002,461.4211571,108.4211571,0.375694444,40.5,0.713888889,55.5,13.2,40,0.378472222,80,14,Cambio de maguera 0H,15,40,13.15623592,37.23435389,50.39058981,1.736623142,5.212809544,6.949432686,109.2073674,23.49722275,2.151615163,13.2,13.79113186,15.06093203,64.09664748,279.9469923,8.359077849,35.57474829,,
882,45972,Benchmark,Sabana Quemada,0,,,Poaceae,Poales,grasses,F252568,25,54,3,1,27,0.5002,468.2797523,69.87975231,0.376388889,41,0.714583333,51.5,13.9,40,0.379166667,56,14.1,,10.5,16,8.656235925,13.23435389,21.89058981,1.203216794,1.866043898,3.069260692,46.74682111,14.92265082,3.192227935,13.9,14.02091363,6.554331415,43.92203163,-90.44930305,3.637767332,24.37748745,,
883,45972,Benchmark,Sabana Quemada,0,,,Poaceae,Poales,grasses,F252568,25,54,3,2,28,0.5002,468.2797523,76.37975231,0.377083333,41,0.715277778,50.5,12.1,40,0.379166667,56.5,14.3,,9.5,16.5,7.656235925,13.73435389,21.39058981,0.926404547,1.964012606,2.890417153,45.6790833,16.31070998,3.57071745,12.1,13.51256407,6.172415396,37.8427144,-105.3608911,3.425797334,21.00336121,,
884,45972,Benchmark,Sabana Quemada,0,,,Poaceae,Poales,grasses,F252568,25,54,3,3,29,0.5001,468.1861338,52.28613381,0.377777778,41.5,0.715972222,51.5,11.9,40,0.379166667,55.5,14.1,,10,15.5,8.156235925,12.73435389,20.89058981,0.970592075,1.795543898,2.766135973,44.62026597,11.16780913,2.502855797,11.9,13.24106211,5.908197132,52.90381544,-53.70474997,3.279151626,29.36253286,,
885,45972,Genetic bank,ABC-2783-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3548,25,54,3,1,30,0.5,448.7378017,205.2378017,0.377777778,41,0.715972222,80,11.9,39,0.379861111,96.5,14.8,,39,57.5,37.15623592,54.73435389,91.89058981,4.421592075,8.100684375,12.52227645,204.775683,45.73668653,2.233501843,11.9,13.62737629,27.90555287,61.01349921,-604.6368165,15.48806464,33.86354766,,
886,45972,Genetic bank,ABC-2783-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3548,25,54,3,2,31,0.5001,448.8275492,259.0275492,0.378472222,40.5,0.715972222,82,12.3,40,0.380555556,98,15,,41.5,58,39.65623592,55.23435389,94.89058981,4.877717019,8.285153083,13.1628701,211.4188177,57.71204323,2.729749596,12.3,13.8716285,29.32723297,50.81648705,398.46253,16.27712169,28.20402949,,
887,45972,Genetic bank,ABC-2783-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3548,25,54,3,3,32,0.5002,448.9172968,158.7172968,0.378472222,41.5,0.716666667,82,11.9,40,0.380555556,97,15,,40.5,57,38.65623592,54.23435389,92.89058981,4.600092075,8.135153083,12.73524516,206.9213872,35.35557617,1.708647745,11.9,13.70994111,28.36880033,80.23854624,-189.1711277,15.74517499,44.53378137,,
888,45972,Genetic bank,ABC-10440-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3549,25,54,3,1,33,0.5002,451.3829182,251.0829182,0.379166667,40.5,0.717361111,82,11.9,39.5,0.38125,89,15.3,,41.5,49.5,39.65623592,46.73435389,86.39058981,4.719092075,7.150356145,11.86944822,191.3909152,55.6252592,2.906368839,11.9,13.73928369,26.2957408,47.27302161,355.4634643,14.59459109,26.23734487,,
889,45972,Genetic bank,ABC-10440-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3549,25,54,3,2,34,0.5005,451.6536397,266.1536397,0.379166667,42,0.717361111,85.5,11.7,40,0.38125,90,15.5,,43.5,50,41.65623592,47.23435389,88.89058981,4.873779603,7.321324853,12.19510446,196.8114103,58.92870472,2.994171152,11.7,13.71922999,27.00101003,45.81979217,252.3213952,14.98602771,25.43077738,,
890,45972,Genetic bank,ABC-10440-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3549,25,54,3,3,35,0.5,451.2024373,193.4024373,0.379166667,40.5,0.718055556,84.5,11.9,40,0.381944444,89,15.7,,44,49,42.15623592,46.23435389,88.39058981,5.016592075,7.25879356,12.27538564,195.9000717,42.86378381,2.188043294,11.9,13.88766119,27.20593823,63.47068739,-507.2061041,15.09976641,35.22732961,,
891,45972,Genetic bank,ABC-10613-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3550,25,54,3,1,36,0.5005,464.6463593,218.6463593,0.379861111,41.5,0.71875,81,11.9,40,0.381944444,84,15.8,,39.5,44,37.65623592,41.23435389,78.89058981,4.481092075,6.515027914,10.99611999,169.7863079,47.05650974,2.771513812,11.9,13.93844312,23.66556795,50.29180465,360.2544599,13.13479965,27.91282168,,
892,45972,Genetic bank,ABC-10613-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3550,25,54,3,2,37,0.5002,464.36785,154.06785,0.379861111,40.5,0.71875,80,11.9,40,0.382638889,83.5,15.7,,39.5,43.5,37.65623592,40.73435389,78.39058981,4.481092075,6.39529356,10.87638564,168.8114063,33.17797518,1.965387049,11.9,13.8746062,23.42191785,70.59477779,-320.4351813,12.99956963,39.18132304,,
893,45972,Genetic bank,ABC-10613-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3550,25,54,3,3,38,0.5004,464.5535229,214.5535229,0.379861111,42,0.719444444,80.5,11.7,40,0.383333333,86.5,15.6,,38.5,46.5,36.65623592,43.73435389,80.39058981,4.288779603,6.822559206,11.11133881,173.0491447,46.18488771,2.668888528,11.7,13.82169087,23.91831783,51.78819094,419.8034724,13.27508021,28.74334196,,
894,45972,Genetic bank,ABC-10627-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3551,25,54,3,1,39,0.5006,467.4918953,228.3918953,0.380555556,41.5,0.719444444,79,11.7,40,0.383333333,81.5,15,,37.5,41.5,35.65623592,38.73435389,74.39058981,4.171779603,5.810153083,9.981932686,159.127015,48.8547283,3.070171857,11.7,13.41827335,21.35209784,43.70528418,336.2223278,11.85078371,24.25718887,,
895,45972,Genetic bank,ABC-10627-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3551,25,54,3,2,40,0.5,466.9315774,209.6315774,0.380555556,41.5,0.720138889,80,11.8,40.5,0.384027778,83,14.6,,38.5,42.5,36.65623592,39.73435389,76.39058981,4.325435839,5.801215668,10.12665151,163.6012502,44.89556662,2.744206818,11.8,13.25641225,21.68765617,48.30689934,906.8917517,12.0370244,26.81116489,,
896,45972,Genetic bank,ABC-10627-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3551,25,54,3,3,41,0.5,466.9315774,212.3315774,0.380555556,41,0.720138889,79,12.1,39.5,0.384027778,81.5,14.9,,38,42,36.15623592,39.23435389,75.39058981,4.374904547,5.845918729,10.22082328,161.4596088,45.4738098,2.816420165,12.1,13.55716052,21.88933833,48.13614349,737.09656,12.14896148,26.71639244,,
897,45972,Genetic bank,ABC-10634-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3552,25,54,3,1,42,0.5005,465.5651,174.0651,0.38125,41.5,0.720833333,81,12.3,41,0.384722222,90,14.8,,39.5,49,37.65623592,46.23435389,83.89058981,4.631717019,6.842684375,11.47440139,180.1908902,37.38791847,2.074906141,12.3,13.67781705,24.6461803,65.92017236,-438.2505385,13.67905647,36.58683615,,
898,45972,Genetic bank,ABC-10634-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3552,25,54,3,2,43,0.5005,465.5651,280.0651,0.38125,40.5,0.720833333,82.5,12.3,40,0.385416667,90,14.7,,42,50,40.15623592,47.23435389,87.39058981,4.939217019,6.943450021,11.88266704,187.7086358,60.15594812,3.204751228,12.3,13.59719286,25.52310523,42.42823201,148.8725572,14.16576498,23.54840282,,
899,45972,Genetic bank,ABC-10634-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3552,25,54,3,3,44,0.5,465.1,186.4,0.381944444,41,0.721527778,82.5,12.7,40.5,0.386111111,89,14.8,,41.5,48.5,39.65623592,45.73435389,85.39058981,5.036341962,6.768684375,11.80502634,183.596194,40.07740271,2.182910323,12.7,13.82473919,25.38169499,63.33168636,-865.0056786,14.08727985,35.15018163,,
900,45972,Genetic bank,ABC-10639-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3553,25,54,3,1,45,0.5004,466.3728,244.6728,0.381944444,41,0.722222222,83,12.3,40,0.386805556,90,15.7,,42,50,40.15623592,47.23435389,87.39058981,4.939217019,7.41579356,12.35501058,187.3835477,52.46292237,2.799761399,12.3,14.13768989,26.49170487,50.4960526,413.7884486,14.70335454,28.02618283,,
901,45972,Genetic bank,ABC-10639-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3553,25,54,3,2,46,0.5001,466.0932,225.7932,0.381944444,41,0.722222222,81.5,12.7,40,0.3875,91,15.7,,40.5,51,38.65623592,48.23435389,86.89058981,4.909341962,7.57279356,12.48213552,186.4232085,48.44378764,2.598592097,12.7,14.3653479,26.78034248,55.28127296,1123.761081,14.8635534,30.68206292,,
902,45972,Genetic bank,ABC-10639-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3553,25,54,3,3,47,0.5,466,273.5,0.382638889,41,0.722916667,82.5,12.3,40.5,0.3875,89.5,15.6,,41.5,49,39.65623592,46.23435389,85.89058981,4.877717019,7.212559206,12.09027623,184.3145704,58.69098712,3.18428364,12.3,14.07636885,25.94479877,44.20576316,205.4171417,14.39981219,24.53496336,,
903,45972,Genetic bank,ABC-10725-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3554,25,54,3,1,48,0.5001,462.0499896,135.3499896,0.382638889,41.5,0.723611111,79,12.6,40.5,0.3875,82.5,15.5,,37.5,42,35.65623592,39.23435389,74.89058981,4.492685727,6.081324853,10.57401058,162.0833059,29.29336493,1.807303026,12.6,14.11927801,22.88499257,78.12346797,-192.3085697,12.70156681,43.35987634,,
904,45972,Genetic bank,ABC-10725-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3554,25,54,3,2,49,0.5001,462.0499896,230.6499896,0.382638889,40.5,0.723611111,75.5,12.7,40,0.388194444,80,15.4,,35,40,33.15623592,37.23435389,70.39058981,4.210841962,5.734090499,9.944932461,152.3441,49.91883883,3.276716252,12.7,14.128213,21.52349894,43.11698638,246.6782789,11.94591429,23.93067341,,
905,45972,Genetic bank,ABC-10725-1,Stylosanthes scabra,Stylosanthes,scabra,,,,F24-3554,25,54,3,3,50,0.5,461.9575981,227.5575981,0.383333333,41,0.724305556,78.5,12.5,40,0.388888889,82,15.3,,37.5,42,35.65623592,39.23435389,74.89058981,4.457029491,6.002856145,10.45988564,162.1157226,49.25941234,3.038533929,12.5,13.96688911,22.64252321,45.9658817,280.7189225,12.56699212,25.5118596,,
906,45972,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,25,54,3,1,51,,,,0.383333333,39.5,0.725,42,,,-,-,,,2.5,,,,,,,,,,,,,,,,,,,
907,45972,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,25,54,3,2,52,,,,0.383333333,40,0.725,42.5,,,-,-,,,2.5,,,,,,,,,,,,,,,,,,,
908,45972,Genetic bank,ABC-11199-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3555,25,54,3,1,53,0.5003,459.360701,182.960701,0.384027778,41,0.725694444,83.5,12.3,40,0.388888889,91.5,16.3,,42.5,51.5,40.65623592,48.73435389,89.39058981,5.000717019,7.943699684,12.9444167,194.5978174,39.82941958,2.04675572,12.3,14.48073755,28.17919921,70.74971091,-1489.728012,15.63994309,39.2673136,,
909,45972,Genetic bank,ABC-11199-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3555,25,54,3,2,54,0.5002,459.2688839,242.5688839,0.384027778,41,0.725694444,85.5,12.6,40.5,0.388888889,89.5,16.3,,44.5,49,42.65623592,46.23435389,88.89058981,5.374685727,7.536199684,12.91088541,193.5480345,52.81631141,2.728847727,12.6,14.52446816,28.11182264,53.22564544,253.3663715,15.60254793,29.54115408,,
910,45972,Genetic bank,ABC-11199-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3555,25,54,3,3,55,0.5,459.0852498,145.4852498,0.384722222,41,0.726388889,83,12.6,40,0.389583333,88.5,16.4,,42,48.5,40.15623592,45.73435389,85.89058981,5.059685727,7.500434038,12.56011976,187.0907197,31.69024705,1.693843879,12.6,14.62339447,27.35901397,86.33259921,-272.7517215,15.18472609,47.9160862,,
911,45972,Genetic bank,ABC-11215-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3556,25,54,3,1,56,0.5,464.5,278.8,0.385416667,41,0.726388889,84.5,12.8,40,0.390277778,90,15.6,,43.5,50,41.65623592,47.23435389,88.89058981,5.331998198,7.368559206,12.7005574,191.3683311,60.02152853,3.136439983,12.8,14.28785368,27.34242714,45.55436659,217.8933155,15.17552011,25.28346159,,
912,45972,Genetic bank,ABC-11215-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3556,25,54,3,2,57,0.5002,464.6858,290.1858,0.385416667,41,0.727083333,83.5,12.9,40,0.390972222,91,15.4,,42.5,51,40.65623592,48.23435389,88.89058981,5.244654434,7.428090499,12.67274493,191.2918144,62.44774426,3.264527782,12.9,14.25656524,27.27164233,43.67114081,182.1174588,15.13623332,24.23823871,,
913,45972,Genetic bank,ABC-11215-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3556,25,54,3,3,58,0.5,464.5,296,0.385416667,41,0.727777778,85,12.7,40.5,0.391666667,91.5,15.2,,44,51,42.15623592,48.23435389,90.39058981,5.353841962,7.331621791,12.68546375,194.5976099,63.72443488,3.274677161,12.7,14.03405352,27.30993273,42.85629646,168.0461803,15.15748516,23.785986,,
914,45972,Genetic bank,ABC-11220-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3557,25,54,3,1,59,0.5001,459.4729602,259.5729602,0.386111111,40.5,0.727777778,86.5,12.3,40,0.391666667,91.5,15.8,,46,51.5,44.15623592,48.73435389,92.89058981,5.431217019,7.700027914,13.13124493,202.1676962,56.49363133,2.794394575,12.3,14.13624885,28.57892862,50.58787681,212.5271895,15.86179983,28.07714685,,
915,45972,Genetic bank,ABC-11220-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3557,25,54,3,2,60,0.5003,459.6567126,242.4567126,0.386111111,41,0.728472222,85.5,12.4,40.5,0.392361111,91,16,,44.5,50.5,42.65623592,47.73435389,90.39058981,5.289373255,7.637496622,12.92686988,196.6480361,52.74734513,2.682322498,12.4,14.30112349,28.12287849,53.31619709,289.8996602,15.60868412,29.59141181,,
916,45972,Genetic bank,ABC-11220-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3557,25,54,3,3,61,0.5002,459.5648364,250.4648364,0.386111111,40.5,0.729166667,87,12.2,40,0.393055556,93,16.1,,46.5,53,44.65623592,50.23435389,94.89058981,5.448060783,8.087730976,13.53579176,206.4792218,54.50043532,2.639511852,12.2,14.26463023,29.4534975,54.04268301,257.1461554,16.34720069,29.99462406,,
917,45972,Genetic bank,ABC-11232-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3558,25,54,3,1,62,0.5001,456.2434252,220.1434252,0.386805556,41,0.729166667,84.5,12.2,40,0.393055556,90,16.2,,43.5,50,41.65623592,47.23435389,88.89058981,5.082060783,7.65196533,12.73402611,194.8314976,48.25130907,2.476566144,12.2,14.32550525,27.91059642,57.84422633,1136.926015,15.4908639,32.10454638,,
918,45972,Genetic bank,ABC-11232-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3558,25,54,3,2,63,0.5005,456.608347,201.708347,0.386805556,40.5,0.729861111,84,12,40,0.393055556,93.5,16.1,,43.5,53.5,41.65623592,50.73435389,92.39058981,4.998748311,8.168230976,13.16697929,202.3410006,44.17535253,2.183213111,12,14.25142898,28.83648399,65.27731492,-1778.888999,16.00474752,36.23003914,,
919,45972,Genetic bank,ABC-11232-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3558,25,54,3,3,64,0.5005,456.608347,257.108347,0.3875,41,0.729861111,84.5,12.1,40.5,0.39375,94.5,15.6,,43.5,54,41.65623592,51.23435389,92.89058981,5.040404547,7.992559206,13.03296375,203.436031,56.30828886,2.767862143,12.1,14.03044569,28.54298183,50.69055092,271.5302564,15.84184874,28.13413276,,
920,45972,Genetic bank,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,54,3,1,65,0.5,460.9269348,164.6269348,0.3875,40.5,0.730555556,75,11.9,40,0.394444444,86.5,14.8,,34.5,46.5,32.65623592,43.73435389,76.39058981,3.886092075,6.472684375,10.35877645,165.732536,35.71649265,2.155068251,11.9,13.56027814,22.47379285,62.92273171,-270.1331724,12.47334385,34.92320473,,
921,45972,Genetic bank,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,54,3,2,66,0.5,460.9269348,232.3269348,0.3875,41,0.730555556,76,11.9,40.5,0.394444444,86,14.9,,35,45.5,33.15623592,42.73435389,75.89058981,3.945592075,6.367418729,10.3130108,164.6477654,50.40428694,3.061340482,11.9,13.58931434,22.37450239,44.3900782,351.3434534,12.41823593,24.6372614,,
922,45972,Genetic bank,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,54,3,3,67,0.5001,461.0191202,182.4191202,0.388194444,40.5,0.73125,75,11.9,40,0.395138889,87,14.8,,34.5,47,32.65623592,44.23435389,76.89058981,3.886092075,6.546684375,10.43277645,166.7839498,39.56866694,2.372450525,11.9,13.56833974,22.62981294,57.1912442,-506.5601922,12.5599377,31.74213,,
923,45972,Genetic bank,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,54,3,1,68,0.5002,457.6957409,223.3957409,0.388194444,41,0.731944444,79.5,11.7,40.5,0.395138889,83,12.5,,38.5,42.5,36.65623592,39.73435389,76.39058981,4.288779603,4.966794236,9.255573839,166.9025577,48.80878735,2.924388219,11.7,12.11611779,20.22211048,41.43129052,335.0803861,11.22362118,22.99508304,,
924,45972,Genetic bank,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,54,3,2,69,0.5005,457.9702485,229.2702485,0.388888889,41,0.732638889,74.5,11.7,40,0.395138889,81,12.5,,33.5,41,31.65623592,38.23435389,69.89058981,3.703779603,4.779294236,8.483073839,152.6094545,50.06225825,3.280416564,11.7,12.13764809,18.52319854,37.00032558,254.1437269,10.28069566,20.53582084,,
925,45972,Genetic bank,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,54,3,3,70,0.5002,457.6957409,163.5957409,0.388888889,41,0.732638889,75,11.3,40.5,0.395833333,82,12.6,,34,41.5,32.15623592,38.73435389,70.89058981,3.63365466,4.88052859,8.514183249,154.8858411,35.74333913,2.307721537,11.3,12.01031515,18.60227765,52.04403981,-264.596002,10.32458593,28.88534251,,
926,45972,Genetic bank,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,54,3,1,71,0.5002,460.3860681,264.1860681,0.389583333,41,0.733333333,85,11.5,40,0.396527778,87.5,15.1,,44,47.5,42.15623592,44.73435389,86.89058981,4.847967131,6.754887437,11.60285457,188.734186,57.38359312,3.040445101,11.5,13.35340754,25.20244502,43.91925226,205.4953379,13.98779301,24.37594485,,
927,45972,Genetic bank,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,54,3,2,72,0.5001,460.2940277,215.6940277,0.390277778,41,0.734027778,83.5,11.8,40.5,0.396527778,90.5,14.6,,42.5,50,40.65623592,47.23435389,87.89058981,4.797435839,6.896215668,11.69365151,190.9444497,46.86005351,2.454119698,11.8,13.30478215,25.40474306,54.21407181,1459.453774,14.10007193,30.08974781,,
928,45972,Genetic bank,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,54,3,3,73,0.5001,460.2940277,271.7940277,0.390277778,41,0.734027778,83,11.7,40,0.396527778,87.5,14.7,,42,47.5,40.15623592,44.73435389,84.89058981,4.698279603,6.575950021,11.27422962,184.4268765,59.04791532,3.201697954,11.7,13.28089444,24.4935388,41.48078499,175.8511422,13.59433779,23.02255333,,
