21_no,21_date,21_requisitioner,21_set_ciat,21_ciat_lab_id,21_gene_bank_breeding_program_id,21_genus,21_species,21_tax_name,21_family,21_order,21_functional_group,21_batches_ciat,21_id_lab,21_dm_percentage,21_av_dm_105,21_ash_percentage,21_av_ash_percentage,21_om_percentage,21_om_percentage
No,Date,Requisitioner,Set CIAT,CIAT Lab-ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,Batches  CIAT,ID LAB,"DM, %",Av DM 105,"Ash, %","Av Ash, %","OM, %","OM, %"
242,46062,Genbank,30,F260018,CIAT1812,Stylosanthes,viscosa,Stylosanthes viscosa,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),95.49225387,,9.737733407,,90.26226659,
243,46062,Genbank,30,F260019,CIAT3694,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.38112378,94.45110978,10.92410289,12.9300307,89.07589711,87.0699693
244,46062,Genbank,30,F260019,CIAT3694,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.52109578,,14.93595851,,85.06404149,
245,46062,Genbank,30,F260020,CIAT4080,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.67213115,94.68738991,17.64048907,16.1881863,82.35951093,83.8118137
246,46062,Genbank,30,F260020,CIAT4080,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.70264868,,14.73588352,,85.26411648,
247,46062,Genbank,30,F260021,CIAT7162,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),93.93242703,94.01709825,14.48093425,15.83738766,85.51906575,84.16261234
248,46062,Genbank,30,F260021,CIAT7162,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.10176947,,17.19384107,,82.80615893,
249,46062,Genbank,30,F260022,CIAT8820,Tephrosia,cinerea,Tephrosia cinerea,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),95.0409918,95.07574038,10.52634285,9.533024097,89.47365715,90.4669759
250,46062,Genbank,30,F260022,CIAT8820,Tephrosia,cinerea,Tephrosia cinerea,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),95.11048895,,8.539705343,,91.46029466,
251,46062,Genbank,30,F260023,CIAT14080,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.68053195,94.72578887,18.53586482,18.45577814,81.46413518,81.54422186
252,46062,Genbank,30,F260023,CIAT14080,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.77104579,,18.37569146,,81.62430854,
253,46062,Genbank,30,F260024,CIAT18950,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),93.52323838,93.51824088,16.64083792,15.89269492,83.35916208,84.10730508
254,46062,Genbank,30,F260024,CIAT18950,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),93.51324338,,15.14455192,,84.85544808,
255,46062,Genbank,30,F260025,CIAT19193,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.32113577,94.33169943,7.122373825,7.158750153,92.87762618,92.84124985
256,46062,Genbank,30,F260025,CIAT19193,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.34226309,,7.195126481,,92.80487352,
257,46062,Genbank,30,F260026,CIAT19641,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),96.06157537,96.04658137,8.398813551,8.33636884,91.60118645,91.66363116
258,46062,Genbank,30,F260026,CIAT19641,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),96.03158737,,8.27392413,,91.72607587,
259,46062,Genbank,30,F260027,CIAT23503,Desmodium,macrodesmum,Desmodium macrodesmum,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),93.35332334,93.32733154,12.27322444,13.2231507,87.72677556,86.7768493
260,46062,Genbank,30,F260027,CIAT23503,Desmodium,macrodesmum,Desmodium macrodesmum,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),93.30133973,,14.17307697,,85.82692303,
261,46062,Genbank,30,F260028,CIAT24333,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.36169149,94.41223005,9.794521141,9.692969907,90.20547886,90.30703009
262,46062,Genbank,30,F260028,CIAT24333,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),94.46276862,,9.591418674,,90.40858133,
263,46062,Genbank,30,F260029,CIAT33235,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),93.25337331,93.33168666,15.72098844,15.45169958,84.27901156,84.54830042
264,46062,Genbank,30,F260029,CIAT33235,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),93.41,,15.18241072,,84.81758928,
265,46062,Genbank,30,F260030,CIAT33605,Desmodium,sandwicense x intortum,Desmodium sandwicense x intortum,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),95.5922039,95.55244814,11.08784009,10.57478615,88.91215991,89.42521385
266,46062,Genbank,30,F260030,CIAT33605,Desmodium,sandwicense x intortum,Desmodium sandwicense x intortum,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),95.51269238,,10.06173222,,89.93826778,
267,46062,Genbank,30,F260031,CIAT34144,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),90.84274718,90.89863496,11.40489067,11.67864493,88.59510933,88.32135507
268,46062,Genbank,30,F260031,CIAT34144,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,"64,65,71",OT-002(2026),90.95452274,,11.9523992,,88.0476008,
269,46062,Genbank,30,F260032,CIAT7934,Sesbania,sesban,Sesbania sesban,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),96.33220068,96.46644027,15.02212083,12.95746146,84.97787917,87.04253854
270,46062,Genbank,30,F260032,CIAT7934,Sesbania,sesban,Sesbania sesban,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),96.60067986,,10.89280209,,89.10719791,
271,46062,Genbank,30,F260033,CIAT7937,Mimosa,nuda,Mimosa nuda,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),96.18038196,96.20113551,6.693638313,8.193610872,93.30636169,91.80638913
272,46062,Genbank,30,F260033,CIAT7937,Mimosa,nuda,Mimosa nuda,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),96.22188906,,9.69358343,,90.30641657,
273,46062,Genbank,30,F260034,CIAT8056,Mimosa,diplotricha,Mimosa diplotricha,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.31140658,95.2918852,11.99112811,9.918385946,88.00887189,90.08161405
274,46062,Genbank,30,F260034,CIAT8056,Mimosa,diplotricha,Mimosa diplotricha,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.27236382,,7.845643785,,92.15435621,
275,46062,Genbank,30,F260035,CIAT17514,Mimosa,pudica,Mimosa pudica,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),96.38,96.43587706,8.803777452,10.03494151,91.19622255,89.96505849
276,46062,Genbank,30,F260035,CIAT17514,Mimosa,pudica,Mimosa pudica,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),96.49175412,,11.26610557,,88.73389443,
277,46062,Genbank,30,F260036,CIAT17725,Mimosa,polycarpa,Mimosa polycarpa,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.73170732,95.66717287,9.780008353,7.997879094,90.21999165,92.00212091
278,46062,Genbank,30,F260036,CIAT17725,Mimosa,polycarpa,Mimosa polycarpa,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.60263842,,6.215749836,,93.78425016,
279,46062,Genbank,30,F260037,CIAT18947,Sesbania,sesban,Sesbania sesban,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.52,95.48091164,9.247921756,9.727651968,90.75207824,90.27234803
280,46062,Genbank,30,F260037,CIAT18947,Sesbania,sesban,Sesbania sesban,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.44182327,,10.20738218,,89.79261782,
281,46062,Genbank,30,F260038,CIAT19165,Sesbania,keniensis,Sesbania keniensis,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),96.40143942,96.44159927,12.29268074,10.39549328,87.70731926,89.60450672
282,46062,Genbank,30,F260038,CIAT19165,Sesbania,keniensis,Sesbania keniensis,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),96.48175912,,8.498305825,,91.50169417,
283,46062,Genbank,30,F260039,CIAT21899,Sesbania,sesban,Sesbania sesban,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.88164734,95.83687564,7.958261545,7.989151378,92.04173846,92.01084862
284,46062,Genbank,30,F260039,CIAT21899,Sesbania,sesban,Sesbania sesban,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.79210395,,8.02004121,,91.97995879,
285,46062,Genbank,30,F260040,CIAT23414,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),96.47211673,96.30663719,9.432942044,9.335742891,90.56705796,90.66425711
286,46062,Genbank,30,F260040,CIAT23414,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),96.14115765,,9.238543739,,90.76145626,
287,46062,Genbank,30,F260041,CIAT23767,Desmodium,nicaraguense,Desmodium nicaraguense,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),94.95201919,94.9960096,10.04903424,10.09841445,89.95096576,89.90158555
288,46062,Genbank,30,F260041,CIAT23767,Desmodium,nicaraguense,Desmodium nicaraguense,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.04,,10.14779467,,89.85220533,
289,46062,Genbank,30,F260042,CIAT33127,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.53223388,95.60154985,9.304820097,9.531062323,90.6951799,90.46893768
290,46062,Genbank,30,F260042,CIAT33127,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,"64,65,71",OT-002(2026),95.67086583,,9.757304549,,90.24269545,
291,46062,Breeding,30,F252104,CIAT-BR06_1348,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,grasses,"64,65,71",OT-013(2025),93.02,93.09,14.27,14.475,85.73,85.525
292,46062,Breeding,30,F252104,CIAT-BR06_1348,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,grasses,"64,65,71",OT-013(2025),93.16,,14.68,,85.32,
293,46062,Breeding,30,F252166,CIAT-BH22_0528,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,"64,65,71",OT-020(2025),98.22,98.21,15.08,13.78,84.92,86.22
294,46062,Breeding,30,F252166,CIAT-BH22_0528,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,"64,65,71",OT-020(2025),98.2,,12.48,,87.52,
295,46062,Jacobo Arango/ Alejandro Montoya,30,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,grasses,"64,65,71",OT-001(2025),93.6,93.7,11.3,11.4,88.7,88.6
296,46062,Jacobo Arango/ Alejandro Montoya,30,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,grasses,"64,65,71",OT-001(2025),93.8,,11.5,,88.5,
