32_no,32_date,32_requisitioner,32_gene_bank_id,32_genus,32_species,32_tax_name,32_family,32_order,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_percentage_ndf_digestibility_in_24h,32_remarks_1,32_remarks_2
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,
625,"09/12/24, Mon",Genbank,CIAT12411,Stylosanthes,sympodialis,Stylosanthes sympodialis,Fabaceae,Fabales,Herbaceous,F252597,28,62,2,2,0,0.5649,0.8121,,0.2472,211.8648227,46.15139567,280.5570375,33.35703754,11.88957434,,
626,"09/12/24, Mon",Genbank,CIAT12411,Stylosanthes,sympodialis,Stylosanthes sympodialis,Fabaceae,Fabales,Herbaceous,F252597,28,62,2,3,0,0.5859,0.7774,,0.1915,267.1979377,58.25139285,280.3328161,88.83281613,31.68834008,,
627,"09/12/24, Mon",Genbank,CIAT13494,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252598,28,62,2,1,0,0.577,0.8565,,0.2795,179.1979265,39.06665283,232.6492455,-46.85075452,-20.1379353,,
628,"09/12/24, Mon",Genbank,CIAT13494,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252598,28,62,2,2,0,0.5632,0.8129,,0.2497,209.0895927,45.57417954,232.6957381,-17.00426187,-7.30750894,,
629,"09/12/24, Mon",Genbank,CIAT13494,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252598,28,62,2,3,0,0.5857,0.8561,,0.2704,188.114594,41.02695889,232.5562602,-37.84373983,-16.27293963,,
630,"09/12/24, Mon",Genbank,CIAT13562,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252599,28,62,2,1,0,0.5761,0.9196,,0.3435,116.0192826,25.24796825,231.2092464,-112.2907536,-48.56672272,,
631,"09/12/24, Mon",Genbank,CIAT13562,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252599,28,62,2,2,0,0.5638,0.8033,,0.2395,219.5602223,47.82819588,230.9782681,-8.521731867,-3.689408504,,
632,"09/12/24, Mon",Genbank,CIAT13562,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252599,28,62,2,3,0,0.5822,0.9141,,,,,,,,,
633,"09/12/24, Mon",Genbank,CIAT13593,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F252600,28,62,2,1,0,0.5769,,No se filtra debido a que se abrio el click en el baño de hielo,,,,,,,,
634,"09/12/24, Mon",Genbank,CIAT13593,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F252600,28,62,2,2,0,0.571,0.8665,,0.2955,158.4971193,34.91148127,264.6563198,-30.84368022,-11.65423907,,
635,"09/12/24, Mon",Genbank,CIAT13593,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F252600,28,62,2,3,0,0.6046,1.0184,,0.4138,39.92499314,8.799381508,264.4976846,-149.3023154,-56.44749427,,
636,"09/12/24, Mon",Genbank,CIAT13608,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F252601,28,62,2,1,0,0.6179,0.913,,0.2951,168.408439,36.33341378,275.8631374,-19.23686256,-6.973335669,,
637,"09/12/24, Mon",Genbank,CIAT13608,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F252601,28,62,2,2,0,0.5865,0.9666,,0.3801,83.03800273,17.92942973,275.6426674,-104.4573326,-37.89592286,,
638,"09/12/24, Mon",Genbank,CIAT13608,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F252601,28,62,2,3,0,0.5917,1.0669,,,,,,,,Elimin dig -2.5,
639,"09/12/24, Mon",Genbank,CIAT18277,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F252602,28,62,2,1,0,0.5762,1.0273,,,,,,,,Elimin dig -0.4,
640,"11/12/24, Wed",Genbank,CIAT18277,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F252602,28,62,2,2,0,0.567,0.849,,0.282,167.586976,37.27576307,224.5997302,-57.40026976,-25.55669577,,
641,"11/12/24, Wed",Genbank,CIAT18277,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F252602,28,62,2,3,0,0.5616,0.9335,,0.3719,77.68697595,17.27963222,224.5997302,-147.3002698,-65.583458,,
642,"11/12/24, Wed",Genbank,CIAT18952,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252603,28,62,2,1,0,0.5616,1.0072,,0.4456,6.204886597,1.373355353,217.5254172,-228.0745828,-104.8496243,,
643,"11/12/24, Wed",Genbank,CIAT18952,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252603,28,62,2,2,0,0.5837,0.9342,,0.3505,101.6662582,22.48426467,217.6994028,-132.8005972,-61.00181973,,
644,"11/12/24, Wed",Genbank,CIAT18952,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252603,28,62,2,3,0,0.5664,0.9764,,0.41,41.89522951,9.271005041,217.5689136,-192.4310864,-88.44603909,,
645,"11/12/24, Wed",Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,61,2,1,0,0.5528,0.8409,,0.2881,179.93065,38.44420232,356.1713247,68.07132465,19.111961,,
646,"11/12/24, Wed",Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,61,2,2,0,0.567,0.8776,,0.3106,157.15,33.59700695,355.95775,45.35775,12.74245328,,
647,"11/12/24, Wed",Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,61,2,3,0,0.5808,0.9429,,0.3621,105.74355,22.60233148,356.0289416,-6.07105845,-1.705214869,,
648,"11/12/24, Wed",0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,28,62,2,1,0,,,,,,,,,,,
649,"11/12/24, Wed",0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,28,62,2,2,0,,,,,,,,,,,
650,"11/12/24, Wed",0,0,Blank,8H,Blank  8H run 2 OT-010 y OT-021,0,0,0,0,28,61,2,1,276,,,,,,,,,,,
651,"11/12/24, Wed",0,0,Blank,8H,Blank  8H run 2 OT-010 y OT-021,0,0,0,0,28,61,2,2,277,,,,,,,,,,,
652,"11/12/24, Wed",0,0,Blank,24H,Blank  24H run 2 OT-010 y OT-021,0,0,0,0,28,61,2,1,278,,,,,,,,,,,
653,"11/12/24, Wed",0,0,Blank,24H,Blank  24H run 2 OT-010 y OT-021,0,0,0,0,28,61,2,2,279,,,,,,,,,,,
654,"11/12/24, Wed",0,BLANK 24 H,0,0,BLANK 24 H,0,0,0,BLANK24H,28,69,3,1,73,,,,,,,,,,,
655,"11/12/24, Wed",0,BLANK 24 H,0,0,BLANK 24 H,0,0,0,BLANK24H,28,69,3,2,74,,,,,,,,,,,
656,"11/12/24, Wed",Genbank,CIAT-17459,Erythrina,berteroana,Erythrina berteroana,Fabaceae,Fabales,Tree,F251758,28,69,3,1,75,0.5823,0.7966,,0.2143,258.7304128,54.69635901,245.8658691,31.5658691,12.83865435,,
657,"11/12/24, Wed",Genbank,CIAT-17459,Erythrina,berteroana,Erythrina berteroana,Fabaceae,Fabales,Tree,F251758,28,69,3,2,76,0.5681,0.7911,,0.223,249.9358257,52.84772523,245.8167058,22.81670576,9.281999646,,
658,"11/12/24, Wed",Genbank,CIAT-17482,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251759,28,69,3,1,77,0.5778,0.7862,,0.2084,255.27981,55.05519207,236.6959382,28.29593815,11.95455164,,
659,"11/12/24, Wed",Genbank,CIAT-17482,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251759,28,69,3,2,78,0.5648,0.8092,,0.2444,219.0018245,47.25959478,236.5540341,-7.845965888,-3.316775348,,
660,"11/12/24, Wed",Genbank,CIAT-17502,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251760,28,69,3,1,79,0.5872,0.8843,,0.2971,174.2043143,36.96217263,217.211226,-79.888774,-36.77930256,,
661,"11/12/24, Wed",Genbank,CIAT-17502,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251760,28,69,3,2,80,0.5547,0.8141,,0.2594,212.2813577,45.0052465,217.384995,-42.01500502,-19.32746325,,
662,"11/12/24, Wed",Genbank,CIAT-19384,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251761,28,69,3,1,81,0.5671,0.7301,,0.163,304.2184248,65.11267721,245.0808016,82.08080164,33.49132249,,
663,"11/12/24, Wed",Genbank,CIAT-19384,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251761,28,69,3,2,82,0.585,0.7734,,0.1884,278.6316495,59.66012149,244.9828281,56.58282811,23.09665071,,
664,"11/12/24, Wed",Genbank,CIAT-19571,Senna,cobanensis,Senna cobanensis,Fabaceae,Fabales,Tree,F251762,28,69,3,1,83,0.5762,0.8248,,0.2486,217.4369537,46.65659063,259.6046,11.00460005,4.238984996,,
665,"11/12/24, Wed",Genbank,CIAT-19571,Senna,cobanensis,Senna cobanensis,Fabaceae,Fabales,Tree,F251762,28,69,3,2,84,0.5912,0.8016,,0.2104,255.8233685,54.87141696,259.7084419,49.30844189,18.9860759,,
666,"11/12/24, Wed",Genbank,CIAT-20126,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251763,28,69,3,1,85,0.582,0.9185,,0.3365,133.7364741,28.44025962,274.0861584,-62.41384158,-22.77161384,,
667,"11/12/24, Wed",Genbank,CIAT-20126,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251763,28,69,3,2,86,0.5738,0.9091,,0.3353,134.6545577,28.6526762,273.9218382,-61.37816182,-22.40718091,,
668,"11/12/24, Wed",Genbank,CIAT-20788,Senna,pallida,Senna pallida,Fabaceae,Fabales,Tree,F251764,28,69,3,1,87,0.581,0.7333,,0.1523,317.3780416,67.57353197,250.6192583,98.31925826,39.23052799,,
669,"11/12/24, Wed",Genbank,CIAT-20788,Senna,pallida,Senna pallida,Fabaceae,Fabales,Tree,F251764,28,69,3,2,88,0.5715,0.7458,,0.1743,295.6597921,62.91172076,250.7695998,76.46959975,30.4939673,,
670,"11/12/24, Wed",Genbank,CIAT-21242,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Tree,F251765,28,69,3,1,89,0.5807,0.8507,,0.27,196.3364624,42.10188956,295.8545151,25.85451507,8.738928681,,
671,"11/12/24, Wed",Genbank,CIAT-21242,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Tree,F251765,28,69,3,2,90,0.5877,0.8787,,0.291,175.4296737,37.61117348,295.9136505,4.913650495,1.660501463,,
672,"11/12/24, Wed",Genbank,CIAT-21512,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251766,28,69,3,1,91,0.5927,0.9276,,0.3349,129.1322121,27.82828621,247.635365,-87.26463496,-35.23916503,,
673,"11/12/24, Wed",Genbank,CIAT-21512,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251766,28,69,3,2,92,0.5621,0.866,,0.3039,160.0394242,34.49575869,247.5858479,-56.31415213,-22.74530334,,
674,"11/12/24, Wed",Genbank,CIAT-21601,Erythrina,fusca,Erythrina fusca,Fabaceae,Fabales,Tree,F251767,28,69,3,1,93,0.6043,0.9138,,0.3095,156.7771662,33.62317041,319.3588516,9.858851614,3.087076361,,
675,"11/12/24, Wed",Genbank,CIAT-21601,Erythrina,fusca,Erythrina fusca,Fabaceae,Fabales,Tree,F251767,28,69,3,2,94,0.5729,0.8927,,0.3198,146.3839294,31.40046667,319.2949926,-0.505007385,-0.158163265,,
676,"11/12/24, Wed",Genbank,CIAT-21809,Acacia,farnesiana,Acacia farnesiana,Fabaceae,Fabales,Tree,F251768,28,69,3,1,95,0.5672,0.8178,,0.2506,222.5736871,47.03847512,297.3596643,46.75966433,15.72495195,,
677,"11/12/24, Wed",Genbank,CIAT-21809,Acacia,farnesiana,Acacia farnesiana,Fabaceae,Fabales,Tree,F251768,28,69,3,2,96,0.5924,0.8787,,0.2863,186.7790713,39.48157562,297.3002043,11.00020429,3.700032536,,
678,"11/12/24, Wed",Genbank,CIAT-21810,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251769,28,69,3,1,97,0.589,0.863,,0.274,200.028852,42.19761122,248.2373643,-25.76263568,-10.3782264,,
679,"11/12/24, Wed",Genbank,CIAT-21810,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251769,28,69,3,2,98,0.5732,0.8609,,0.2877,186.328852,39.30749178,248.2373643,-39.46263568,-15.89713772,,
680,"11/12/24, Wed",Genbank,CIAT-21888,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251770,28,69,3,1,99,0.5802,0.8058,,0.2256,243.123418,51.86927059,265.6068107,40.00681065,15.06241898,,
681,"11/12/24, Wed",Genbank,CIAT-21888,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251770,28,69,3,2,100,0.5755,0.7728,,0.1973,271.2360036,57.89010909,265.5006104,68.20061041,25.68755315,,
682,"11/12/24, Wed",Genbank,CIAT-22310,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251771,28,69,3,1,101,0.578,0.9077,,0.3297,144.887131,30.52908972,261.0327097,-68.66729032,-26.30600985,,
683,"11/12/24, Wed",Genbank,CIAT-22310,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251771,28,69,3,2,102,0.5684,0.9461,,0.3777,96.60254949,20.36728447,260.876184,-116.823816,-44.78132663,,
684,"11/12/24, Wed",Genbank,CIAT-22311,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251772,28,69,3,1,103,0.5753,1.0061,,0.4308,38.86743826,8.275523294,257.986427,-172.813573,-66.98552904,,
685,"11/12/24, Wed",Genbank,CIAT-22311,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251772,28,69,3,2,104,0.5645,0.8891,,0.3246,144.7858068,30.84579991,257.831728,-66.76827202,-25.89606506,,
686,"11/12/24, Wed",Genbank,CIAT-22316,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251773,28,69,3,1,105,0.5694,1.0162,,0.4468,30.77949637,6.444894852,259.595673,-187.204327,-72.1138087,,
687,"11/12/24, Wed",Genbank,CIAT-22316,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251773,28,69,3,2,106,0.5946,0.9249,,0.3303,147.5660441,30.88021129,259.7514304,-70.54856961,-27.16003123,,
688,"11/12/24, Wed",Genbank,CIAT-23239,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251774,28,69,3,1,107,0.5429,0.9004,Se filtra aunque se rego un poco de muestra en el  baño de hielo,0.3575,122.0667089,25.45354101,312.645561,-44.85443899,-14.34673784,,
689,"11/12/24, Wed",Genbank,CIAT-23239,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251774,28,69,3,2,108,0.5488,1.0388,,0.49,,,312.5205778,-177.4794222,-56.78967558,,
690,"11/12/24, Wed",Genbank,CIAT-33116,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251775,28,69,3,1,109,0.5625,0.9404,,0.3779,100.6379879,21.03030281,311.8771459,-66.02285413,-21.16950697,,
691,"11/12/24, Wed",Genbank,CIAT-33116,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251775,28,69,3,2,110,0.5824,1.0024,,0.42,58.53798795,12.23267315,311.8771459,-108.1228541,-34.66841208,,
692,"11/12/24, Wed",Genbank,CIAT-BH22_0303,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252184,28,69,3,1,111,0.5843,0.8299,,0.2456,228.7961334,48.22892037,322.9502166,77.35021665,23.95112703,,
693,"11/12/24, Wed",Genbank,CIAT-BH22_0303,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252184,28,69,3,2,112,0.5873,0.9568,,0.3695,104.9909747,22.12707518,323.0147809,-46.48521913,-14.39105016,,
694,,Genbank,CIAT-BH22_1594,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252185,28,69,3,1,113,0.5819,1.0327,,0.4508,24.76995,5.208476692,324.8879972,-125.9120028,-38.75551077,,
695,,Genbank,CIAT-BH22_1594,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252185,28,69,3,2,114,0.5808,1.0103,,0.4295,46.06995,9.687313086,324.8879972,-104.6120028,-32.19940523,,
696,,Genbank,CIAT-BH22_0468,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252186,28,69,3,1,115,0.607,0.9487,,0.3417,138.5950382,28.85622944,325.8477294,-15.85227065,-4.864932058,,
697,,Genbank,CIAT-BH22_0468,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252186,28,69,3,2,116,0.6057,0.9005,,0.2948,185.302997,38.59650912,325.7174424,30.91744238,9.492105228,,
698,,Genbank,CIAT-BH22_3830,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252187,28,69,3,1,117,0.5786,0.8897,,0.3111,168.7979802,35.17372174,323.5874472,12.48744724,3.859064171,,
699,,Genbank,CIAT-BH22_3830,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252187,28,69,3,2,118,0.6079,1.0437,,0.4358,44.0979802,9.189032257,323.5874472,-112.2125528,-34.67765938,,
700,,Genbank,CIAT-BH22_1710,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252188,28,69,3,1,119,0.5878,0.8937,,0.3059,180.4513649,37.10308594,337.486445,31.586445,9.359322566,,
701,,Genbank,CIAT-BH22_1710,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252188,28,69,3,2,120,0.5634,0.9077,,0.3443,142.3431757,29.25000962,337.6889369,-6.611063128,-1.957737553,,
702,,Genbank,CIAT-BH22_2365,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252189,28,69,3,1,121,0.5792,0.856,,0.2768,209.0884,43.03218599,311.6408636,34.84086361,11.1798123,,
703,,Genbank,CIAT-BH22_2365,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252189,28,69,3,2,122,0.5949,0.9922,,0.3973,88.2971,18.18320167,311.4540286,-85.84597144,-27.56296711,,
704,,Genbank,CIAT-BH22_3572,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252190,28,69,3,1,123,0.5856,0.9225,,0.3369,145.6982502,30.19038095,309.5306154,-27.36938461,-8.842222144,,
705,,Genbank,CIAT-BH22_3572,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252190,28,69,3,2,124,0.5991,0.8756,,0.2765,206.0982502,42.70596715,309.5306154,33.03061539,10.67119495,,
706,,Genbank,CIAT-BH22_0517,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252191,28,69,3,1,125,0.5714,1.0049,,0.4335,51.12419759,10.54924575,336.6000884,-96.89991164,-28.78784498,,
707,,Genbank,CIAT-BH22_0517,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252191,28,69,3,2,126,0.5593,0.8959,,0.3366,147.8304641,30.51634344,336.4655291,-0.134470942,-0.039965741,,
708,,Genbank,CIAT-BH22_0519,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252192,28,69,3,1,127,0.5555,0.9635,,0.408,80.47208768,16.47424484,315.4419607,-92.55803925,-29.34233576,,
709,,Genbank,CIAT-BH22_0519,Urochloa,humidicola,Urochloa humidicola,Fabaceae,Fabales,Tree,F252192,28,69,3,2,128,0.5901,0.8965,,0.3064,182.0720877,37.27379563,315.4419607,9.041960749,2.866441968,,
710,,Genbank,CIAT-BH22_0521,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F252193,28,69,3,1,129,0.5777,0.8591,,0.2814,201.5223233,41.72975934,322.9606317,41.56063165,12.8686371,,
711,,Genbank,CIAT-BH22_0521,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F252193,28,69,3,2,130,0.5674,0.9947,,0.4273,55.42927021,11.4824755,322.8315249,-104.4684751,-32.36006,,
712,,Genbank,CIAT326,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Tree,F252574,28,69,3,1,131,0.589,0.8989,,0.3099,148.5750021,32.40634744,255.1653881,-54.73461189,-21.45064121,,
713,,Genbank,CIAT326,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Tree,F252574,28,69,3,2,132,0.5868,1.015,,0.4282,30.18332542,6.584734598,255.1143652,-173.0856348,-67.84629106,,
714,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,69,3,1,133,0.5762,0.9985,,0.4223,45.45,9.716729022,355.95775,-66.34225,-18.6376754,,
715,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,69,3,2,134,0.5772,0.9317,,0.3545,113.25,24.21165152,355.95775,1.45775,0.40952894,,
716,,Genbank,BLANK 8 H,BLANK,8,BLANK 8 H,0,0,0,BLANK8H,28,69,3,1,135,,,,,,,,,,,
717,,Genbank,BLANK 8 H,BLANK,8,BLANK 8 H,0,0,0,BLANK8H,28,69,3,2,136,,,,,,,,,,,
718,,Genbank,CIAT415,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Tree,F252575,28,69,3,1,137,0.5645,0.77,,0.2055,254.367,55.31316663,194.0557614,-11.44423857,-5.897396957,,
719,,Genbank,CIAT415,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Tree,F252575,28,69,3,2,138,0.582,0.8242,,0.2422,217.5750634,47.32206696,194.0169658,-48.1830342,-24.83444373,,
720,,Genbank,CIAT416,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Tree,F252576,28,69,3,1,139,0.6024,0.7792,,0.1768,280.5271364,61.34058403,207.8995085,31.0995085,14.95891391,,
721,,Genbank,CIAT416,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Tree,F252576,28,69,3,2,140,0.5655,0.8246,,0.2591,198.1357076,43.33338457,207.8579452,-51.24205477,-24.65243978,,
722,,Genbank,CIAT517,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Tree,F252577,28,69,3,1,141,0.5499,0.85,,0.3001,155.5888904,34.14366549,207.8306545,-92.26934547,-44.39640806,,
723,,Genbank,CIAT517,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Tree,F252577,28,69,3,2,142,0.5679,0.8727,,0.3048,150.8888904,33.11226005,207.8306545,-96.96934547,-46.65786464,,
724,,Genbank,CIAT563,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Tree,F252578,28,69,3,1,143,0.6165,0.9266,,0.3101,154.889058,33.31025866,239.1810228,-70.91897718,-29.6507542,,
725,,Genbank,CIAT563,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Tree,F252578,28,69,3,2,144,0.5951,0.8784,,0.2833,181.7820558,39.08601794,239.228859,-44.07114097,-18.42216744,,
726,,Genbank,CIAT789,Zornia,latifolia,Zornia latifolia,Fabaceae,Fabales,Tree,F252579,28,69,3,1,145,0.577,0.9248,,0.3478,96.61671333,21.74011697,227.0162744,-120.7837256,-53.20487523,,
727,,Genbank,CIAT789,Zornia,latifolia,Zornia latifolia,Fabaceae,Fabales,Tree,F252579,28,69,3,2,146,0.5834,0.8275,,0.2441,200.1390177,45.05210253,226.9255042,-17.17449576,-7.568340906,,
728,,Genbank,CIAT2085,Stylosanthes,seabrana,Stylosanthes seabrana,Fabaceae,Fabales,Tree,F252580,28,69,3,1,147,0.5728,0.9859,,0.4131,47.13195292,10.24091279,263.1669885,-149.9330115,-56.97257558,,
729,,Genbank,CIAT2085,Stylosanthes,seabrana,Stylosanthes seabrana,Fabaceae,Fabales,Tree,F252580,28,69,3,2,148,0.5803,0.8732,,0.2929,167.0560345,36.3200006,263.0092146,-29.89078543,-11.36491947,,
730,,Genbank,CIAT2690,Stylosanthes,angustifolia,Stylosanthes angustifolia,Fabaceae,Fabales,Tree,F252581,28,69,3,1,149,0.6059,0.89,,0.2841,171.0568066,37.58195069,273.5049716,-10.59502844,-3.873797386,,
731,,Genbank,CIAT2690,Stylosanthes,angustifolia,Stylosanthes angustifolia,Fabaceae,Fabales,Tree,F252581,28,69,3,2,150,0.5746,0.926,,0.3514,103.8478198,22.81127229,273.5596616,-77.84033838,-28.4546113,,
732,,Genbank,CIAT4069,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Tree,F252582,28,69,3,1,151,0.5968,0.8949,,0.2981,163.5077553,35.42136228,238.6857239,-59.41427612,-24.89226216,,
733,,Genbank,CIAT4069,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Tree,F252582,28,69,3,2,152,0.573,0.8276,,0.2546,207.0077553,44.84494746,238.6857239,-15.91427612,-6.667460401,,
734,,Genbank,CIAT4141,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Tree,F252583,28,69,3,1,153,0.6048,0.8536,,0.2488,206.0863809,45.30502331,223.5527447,-25.24725531,-11.29364586,,
735,,Genbank,CIAT4141,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Tree,F252583,28,69,3,2,154,0.5915,0.893,,0.3015,153.3863809,33.71971273,223.5527447,-77.94725531,-34.86750092,,
736,,Genbank,CIAT4532,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Tree,F252584,28,69,3,1,155,0.5762,0.8789,,0.3027,157.8610934,34.27582044,222.5267407,-80.17325926,-36.02859548,,
737,,Genbank,CIAT4532,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Tree,F252584,28,69,3,2,156,0.5887,0.9497,,0.361,99.28492242,21.57031821,222.3933048,-138.6066952,-62.3250306,,
738,,Genbank,CIAT4537,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Tree,F252585,28,69,3,1,157,0.5779,0.8034,,0.2255,236.0766978,51.14571401,229.0803155,3.580315482,1.562908395,,
