requisitioner,gen_bank_id,tax_name,functional_group,%_DMD_truly_digestibility,CH4_ml_in_gas_8h,CH4_ml_in_gas_24h,CH4_ml/g_DMD_24h
Genetic bank,ABC-11232-1,Stylosanthes hamata,Herbaceous,52.95429849,12.9,14.33248088,54.20465618
Genetic bank,ABC-11232-1,Stylosanthes hamata,Herbaceous,34.19303218,12.4,14.06167782,82.32699947
Genetic bank,ABC-11232-1,Stylosanthes hamata,Herbaceous,57.23773994,12.8,14.45938579,51.13580731
Genetic bank,ABC-11313-1,Stylosanthes guianensis,Herbaceous,32.8444339,12.4,13.39211896,67.530311
Genetic bank,ABC-11313-1,Stylosanthes guianensis,Herbaceous,47.18166606,12.1,13.2383482,47.05969572
Genetic bank,ABC-11313-1,Stylosanthes guianensis,Herbaceous,26.11328417,12.3,13.26925006,82.48832213
Genetic bank,ABC-11417-1,Stylosanthes guianensis,Herbaceous,47.79331571,12.3,12.12673085,38.7325459
Genetic bank,ABC-11417-1,Stylosanthes guianensis,Herbaceous,25.48841303,12,12.20294174,59.49457937
Genetic bank,ABC-11417-1,Stylosanthes guianensis,Herbaceous,48.26141154,12.2,12.47962262,39.73177617
Genetic bank,ABC-11624-1,Stylosanthes humilis,Herbaceous,29.87091281,12,12.89384195,78.63589132
Genetic bank,ABC-11624-1,Stylosanthes humilis,Herbaceous,63.21180597,12.1,13.0517421,38.74385396
Genetic bank,ABC-11624-1,Stylosanthes humilis,Herbaceous,29.73288672,12.2,13.19000943,80.31761713
Genetic bank,ABC-11690-1,Stylosanthes humilis,Herbaceous,33.76787691,12.6,13.51135535,71.32863042
Genetic bank,ABC-11690-1,Stylosanthes humilis,Herbaceous,55.78496652,12.3,13.2950744,42.49415065
Genetic bank,ABC-11690-1,Stylosanthes humilis,Herbaceous,33.31820042,12.2,13.29253672,72.42549264
Genetic bank,ABC-11762-1,Stylosanthes hamata,Herbaceous,30.23421386,13.1,14.29701192,92.58780078
Genetic bank,ABC-11762-1,Stylosanthes hamata,Herbaceous,42.28787306,13.3,14.34787341,60.45096704
Genetic bank,ABC-11762-1,Stylosanthes hamata,Herbaceous,47.55446273,13.4,14.63964294,58.24114132
Genetic bank,ABC-11778-1,Stylosanthes hamata,Herbaceous,53.85081211,12.8,13.43657021,31.3496391
Genetic bank,ABC-11778-1,Stylosanthes hamata,Herbaceous,36.9113455,12.6,13.98549872,78.46226223
Genetic bank,ABC-11778-1,Stylosanthes hamata,Herbaceous,56.47428722,12.8,14.16769593,50.02380326
Genetic bank,ABC-11784-1,Stylosanthes hamata,Herbaceous,26.1121217,13,14.06012403,98.94230475
Genetic bank,ABC-11784-1,Stylosanthes hamata,Herbaceous,47.61583306,13.2,14.35806821,56.06190985
Genetic bank,ABC-11784-1,Stylosanthes hamata,Herbaceous,30.94910665,13.2,14.27424829,82.76907502
Genetic bank,ABC-11820-1,Stylosanthes scabra,Herbaceous,53.4511555,12.5,13.76759747,48.14612683
Genetic bank,ABC-11820-1,Stylosanthes scabra,Herbaceous,41.40950971,12.5,13.72172094,57.63396116
Genetic bank,ABC-11820-1,Stylosanthes scabra,Herbaceous,34.67050906,12.6,13.78862157,73.48852187
Genetic bank,ABC-12042-1,Stylosanthes humilis,Herbaceous,29.71016529,12.2,13.12178694,73.33596032
Genetic bank,ABC-12042-1,Stylosanthes humilis,Herbaceous,47.60410203,11.8,13.0343818,51.72718615
Genetic bank,ABC-12042-1,Stylosanthes humilis,Herbaceous,37.31864195,12.2,13.19794931,61.80749346
Diet,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,35.22036304,16,15.42732602,56.40934697
Diet,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,30.12331708,16,15.54381989,68.76945114
Diet,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,20.04149489,16.1,15.46348587,102.8295382
Diet,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,27.64044944,13,13.72622733,69.58384232
Diet,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,,,,
Diet,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,20.34931361,12.8,13.70911129,94.30349292
Standard,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,,22.28089655,13.6,14.70745335,126.6764906
Standard,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,,,,,
Standard,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,,23.97055187,13.7,14.83480314,124.2826185
Standard,Sample 8,Cynodon nlemfuensis ,,,,,
Standard,Sample 8,Cynodon nlemfuensis ,,28.05729845,13.6,14.6641609,70.02534853
Standard,Sample 8,Cynodon nlemfuensis ,,30.04041846,14.3,14.92393755,63.42228899
Standard,Sample 8,Cynodon nlemfuensis ,,46.09048382,13.6,14.3789704,46.4907144
Standard,Sample 8,Cynodon nlemfuensis ,,48.49012518,14.2,14.77492036,44.09799359
Standard,Sample 8,Cynodon nlemfuensis ,,44.9501698,14.7,15.21960832,51.50963489
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,grasses,37.36127429,12.9,14.10655794,64.96172805
Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,grasses,37.29573689,12.8,14.43373344,63.3532888
Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,grasses,34.06015568,12.7,14.36730653,70.83437584
Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,grasses,55.68396006,12.9,14.25834871,40.14770231
Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,grasses,48.12234206,12.8,14.26401197,47.69947288
Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,grasses,53.98062503,12.9,14.33154594,41.08685327
Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,grasses,52.24519477,12.6,13.51518721,47.84823136
Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,grasses,30.85437134,12.9,13.51487574,79.65158342
Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,grasses,,,,
Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,grasses,54.19908296,12.5,13.39133914,42.72434736
Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,grasses,58.5770405,12.2,13.26345118,39.41854186
Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,grasses,50.77835184,12.4,13.5768971,45.97721957
Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,grasses,47.83865514,13.5,13.96219818,48.48282323
Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,grasses,51.68854242,13.7,13.87638077,45.68939066
Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,grasses,44.20557158,13.3,13.76273186,53.29495065
Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,grasses,44.41434304,12.3,13.96051054,52.4354877
Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,grasses,47.0781874,12.7,13.93131306,47.86788374
Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,grasses,43.40084677,12.6,14.28343016,52.52977791
Benchmark,Paja Sabana Madura,0,grasses,13.48554417,12.1,13.40708475,62.15387036
Benchmark,Paja Sabana Madura,0,grasses,11.81530176,12.5,13.57187666,69.31254458
Benchmark,Paja Sabana Madura,0,grasses,12.81892843,12.2,13.4362357,65.54129828
Benchmark,Humidicola 679,Urochloa humidicola,grasses,26.00431608,13,13.65523348,61.31719948
Benchmark,Humidicola 679,Urochloa humidicola,grasses,25.48294011,13.5,13.71736093,59.9764579
Benchmark,Humidicola 679,Urochloa humidicola,grasses,23.49722275,13.2,13.79113186,64.09664748
Benchmark,Sabana Quemada,0,grasses,14.92265082,13.9,14.02091363,43.92203163
Benchmark,Sabana Quemada,0,grasses,16.31070998,12.1,13.51256407,37.8427144
Benchmark,Sabana Quemada,0,grasses,11.16780913,11.9,13.24106211,52.90381544
Genetic bank,ABC-2783-1,Stylosanthes humilis,Herbaceous,45.73668653,11.9,13.62737629,61.01349921
Genetic bank,ABC-2783-1,Stylosanthes humilis,Herbaceous,57.71204323,12.3,13.8716285,50.81648705
Genetic bank,ABC-2783-1,Stylosanthes humilis,Herbaceous,35.35557617,11.9,13.70994111,80.23854624
Genetic bank,ABC-10440-1,Stylosanthes humilis,Herbaceous,55.6252592,11.9,13.73928369,47.27302161
Genetic bank,ABC-10440-1,Stylosanthes humilis,Herbaceous,58.92870472,11.7,13.71922999,45.81979217
Genetic bank,ABC-10440-1,Stylosanthes humilis,Herbaceous,42.86378381,11.9,13.88766119,63.47068739
Genetic bank,ABC-10613-1,Stylosanthes scabra,Herbaceous,47.05650974,11.9,13.93844312,50.29180465
Genetic bank,ABC-10613-1,Stylosanthes scabra,Herbaceous,33.17797518,11.9,13.8746062,70.59477779
Genetic bank,ABC-10613-1,Stylosanthes scabra,Herbaceous,46.18488771,11.7,13.82169087,51.78819094
Genetic bank,ABC-10627-1,Stylosanthes scabra,Herbaceous,48.8547283,11.7,13.41827335,43.70528418
Genetic bank,ABC-10627-1,Stylosanthes scabra,Herbaceous,44.89556662,11.8,13.25641225,48.30689934
Genetic bank,ABC-10627-1,Stylosanthes scabra,Herbaceous,45.4738098,12.1,13.55716052,48.13614349
Genetic bank,ABC-10634-1,Stylosanthes scabra,Herbaceous,37.38791847,12.3,13.67781705,65.92017236
Genetic bank,ABC-10634-1,Stylosanthes scabra,Herbaceous,60.15594812,12.3,13.59719286,42.42823201
Genetic bank,ABC-10634-1,Stylosanthes scabra,Herbaceous,40.07740271,12.7,13.82473919,63.33168636
Genetic bank,ABC-10639-1,Stylosanthes scabra,Herbaceous,52.46292237,12.3,14.13768989,50.4960526
Genetic bank,ABC-10639-1,Stylosanthes scabra,Herbaceous,48.44378764,12.7,14.3653479,55.28127296
Genetic bank,ABC-10639-1,Stylosanthes scabra,Herbaceous,58.69098712,12.3,14.07636885,44.20576316
Genetic bank,ABC-10725-1,Stylosanthes scabra,Herbaceous,29.29336493,12.6,14.11927801,78.12346797
Genetic bank,ABC-10725-1,Stylosanthes scabra,Herbaceous,49.91883883,12.7,14.128213,43.11698638
Genetic bank,ABC-10725-1,Stylosanthes scabra,,49.25941234,12.5,13.96688911,45.9658817
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Genetic bank,ABC-11199-1,Stylosanthes hamata,Herbaceous,39.82941958,12.3,14.48073755,70.74971091
Genetic bank,ABC-11199-1,Stylosanthes hamata,Herbaceous,52.81631141,12.6,14.52446816,53.22564544
Genetic bank,ABC-11199-1,Stylosanthes hamata,Herbaceous,31.69024705,12.6,14.62339447,86.33259921
Genetic bank,ABC-11215-1,Stylosanthes hamata,Herbaceous,60.02152853,12.8,14.28785368,45.55436659
Genetic bank,ABC-11215-1,Stylosanthes hamata,Herbaceous,62.44774426,12.9,14.25656524,43.67114081
Genetic bank,ABC-11215-1,Stylosanthes hamata,Herbaceous,63.72443488,12.7,14.03405352,42.85629646
Genetic bank,ABC-11220-1,Stylosanthes hamata,Herbaceous,56.49363133,12.3,14.13624885,50.58787681
Genetic bank,ABC-11220-1,Stylosanthes hamata,Herbaceous,52.74734513,12.4,14.30112349,53.31619709
Genetic bank,ABC-11220-1,Stylosanthes hamata,Herbaceous,54.50043532,12.2,14.26463023,54.04268301
Genetic bank,ABC-11232-1,Stylosanthes hamata,Herbaceous,48.25130907,12.2,14.32550525,57.84422633
Genetic bank,ABC-11232-1,Stylosanthes hamata,Herbaceous,44.17535253,12,14.25142898,65.27731492
Genetic bank,ABC-11232-1,Stylosanthes hamata,Herbaceous,56.30828886,12.1,14.03044569,50.69055092
Genetic bank,ABC-11313-1,Stylosanthes guianensis,Herbaceous,35.71649265,11.9,13.56027814,62.92273171
Genetic bank,ABC-11313-1,Stylosanthes guianensis,Herbaceous,50.40428694,11.9,13.58931434,44.3900782
Genetic bank,ABC-11313-1,Stylosanthes guianensis,Herbaceous,39.56866694,11.9,13.56833974,57.1912442
Genetic bank,ABC-11417-1,Stylosanthes guianensis,Herbaceous,48.80878735,11.7,12.11611779,41.43129052
Genetic bank,ABC-11417-1,Stylosanthes guianensis,Herbaceous,50.06225825,11.7,12.13764809,37.00032558
Genetic bank,ABC-11417-1,Stylosanthes guianensis,Herbaceous,35.74333913,11.3,12.01031515,52.04403981
Genetic bank,ABC-11624-1,Stylosanthes humilis,Herbaceous,57.38359312,11.5,13.35340754,43.91925226
Genetic bank,ABC-11624-1,Stylosanthes humilis,Herbaceous,46.86005351,11.8,13.30478215,54.21407181
Genetic bank,ABC-11624-1,Stylosanthes humilis,Herbaceous,59.04791532,11.7,13.28089444,41.48078499
Genetic bank,ABC-11690-1,Stylosanthes humilis,Herbaceous,51.12940507,12,13.63987247,49.03865485
Genetic bank,ABC-11690-1,Stylosanthes humilis,Herbaceous,39.26772958,11.9,13.67289954,63.26420055
Genetic bank,ABC-11690-1,Stylosanthes humilis,Herbaceous,23.26440585,11.8,13.61459609,107.6396491
Genetic bank,ABC-11762-1,Stylosanthes hamata,Herbaceous,49.62774021,12.8,14.62983733,58.09142503
Genetic bank,ABC-11762-1,Stylosanthes hamata,Herbaceous,53.66192994,12.8,14.5684302,53.19949227
Genetic bank,ABC-11762-1,Stylosanthes hamata,Herbaceous,30.88970046,12.7,14.58359994,90.43343358
Genetic bank,ABC-11778-1,Stylosanthes hamata,Herbaceous,60.29290154,12.3,14.37784713,45.26727058
Genetic bank,ABC-11778-1,Stylosanthes hamata,Herbaceous,57.52102988,12.3,14.21312363,52.26187717
Genetic bank,ABC-11778-1,Stylosanthes hamata,Herbaceous,42.42753078,12.2,14.20832636,68.64817486
Genetic bank,ABC-11784-1,Stylosanthes hamata,Herbaceous,48.04893903,12.7,14.3791958,53.39401515
Genetic bank,ABC-11784-1,Stylosanthes hamata,Herbaceous,49.15468862,12.8,14.36635107,51.21737893
Genetic bank,ABC-11784-1,Stylosanthes hamata,Herbaceous,47.29158816,12.9,14.5079081,54.75658199
Genetic bank,ABC-11820-1,Stylosanthes scabra,Herbaceous,51.99242183,12,13.84280338,50.65821432
Genetic bank,ABC-11820-1,Stylosanthes scabra,Herbaceous,43.84963987,12.1,13.9016467,58.94017666
Genetic bank,ABC-11820-1,Stylosanthes scabra,Herbaceous,53.44184946,12.9,14.29327989,51.18949168
Genetic bank,ABC-12042-1,Stylosanthes humilis,Herbaceous,59.85533496,11.9,13.44325795,40.48284711
Genetic bank,ABC-12042-1,Stylosanthes humilis,Herbaceous,32.62663219,11.6,13.22020116,75.71020077
Genetic bank,ABC-12042-1,Stylosanthes humilis,Herbaceous,53.85754673,11.9,13.29983127,45.03341022
Diet,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,37.89475102,15,15.28185851,57.37742541
Diet,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,15.01066021,15.4,15.4,141.6479508
Diet,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,37.83459024,15.5,15.55627275,59.35234034
Diet,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,29.54218145,12.6,13.72518364,68.77841079
Diet,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,36.85245151,12.3,13.51919766,55.47741206
Diet,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,22.8285003,13.1,13.95229145,85.51839009
Standard,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,,44.70850277,12.9,14.40203507,70.30134801
Standard,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,,50.33154143,13.4,14.96476284,62.31098463
Standard,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,,,,,
Standard,Sample 8,Cynodon nlemfuensis ,,40.4966228,13.2,14.94186424,53.38530922
Standard,Sample 8,Cynodon nlemfuensis ,,14.83704449,13.3,14.73275989,138.5198966
Standard,Sample 8,Cynodon nlemfuensis ,,40.2476934,13.2,14.86498428,50.71453006
Standard,Sample 8,Cynodon nlemfuensis ,,42.54913848,13,14.36894849,49.99136418
Standard,Sample 8,Cynodon nlemfuensis ,,42.44247145,14,15.18573788,50.67595632
Standard,Sample 8,Cynodon nlemfuensis ,,41.55815444,14.2,15.19571069,52.55782452
Standard,Blank 24 H,Blank 24 H,Blank 24 H,,,,
Standard,Blank 24 H,Blank 24 H,Blank 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,Sample 8,Cynodon nlemfuensis ,grasses,45.07872383,13.2,14.73631942,49.52680693
Standard,Sample 8,Cynodon nlemfuensis ,grasses,44.22623992,14.2,15.26114759,52.64704755
Standard,Sample 8,Cynodon nlemfuensis ,grasses,42.3933995,14.7,15.61940857,56.60514822
Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,grasses,56.15033349,14,15.23285432,56.99184102
Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,grasses,59.26760836,13.9,14.96997071,54.63718767
Benchmark,CIAT_6294_Marandu_Exc,Urochloa interespecifico,grasses,53.55260443,13.8,15.17847249,61.31013324
Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,grasses,54.05566607,13.2,14.52332423,54.59728656
Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,grasses,56.3848315,13.5,14.53554782,54.77714727
Benchmark,CIAT_36087_MulatoII_Exc,Urochloa interespecifico,grasses,51.60282815,13.3,14.40598324,57.01808865
Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,grasses,58.45441743,13.9,14.71403904,55.08666701
Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,grasses,54.98884749,13.8,14.59793682,55.90584757
Benchmark,CIAT_606_Basilisk_Exc,Urochloa interespecifico,grasses,58.68132975,13.8,14.63208842,53.02493679
Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,grasses,51.19713531,13.7,14.74182599,54.85628058
Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,grasses,57.23801555,14.1,15.0372385,49.23476775
Benchmark,BR02_1752_Cayman_Exc,Urochloa interespecifico,grasses,52.12809288,13.9,14.96479087,54.0975607
Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,grasses,54.22475633,13.6,14.91126666,55.5089357
Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,grasses,58.07211075,13.4,14.86861865,51.68315106
Benchmark,BR06_423_Cayman_Exc,Urochloa interespecifico,grasses,58.46512007,13.4,14.86932908,50.81211346
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,62.30614108,14.7,15.51952885,45.4007706
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,49.91593315,15,15.69659952,57.31679918
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,51.56935617,14.3,15.21828574,55.02378422
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,54.31568066,14.8,16.34518481,80.49202478
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,51.73861649,15.2,16.17270206,62.63862118
Breeding,CIAT 20692,Clitoria ternatea ,Herbáceas ,52.65443268,14.9,16.07966105,63.14626603
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,28.58364856,15,15.77626627,97.04169427
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,44.33662168,15.2,15.74068347,60.12606156
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,27.87250203,15.1,15.70008892,95.39550812
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,59.26605035,14.9,15.69511405,53.59008248
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,59.67253409,14.7,15.61418943,54.63000783
Breeding,CIAT 17768,Clitoria ternatea ,Herbáceas ,51.0508,14.7,15.59913198,63.14092496
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,,,,
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,49.63310982,14.7,15.45050257,55.98368112
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,50.91487048,14.4,15.27871852,53.02171439
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,44.01969333,14.4,15.54074929,68.49748056
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,52.40797872,14.6,15.74306582,59.92772865
Breeding,CIAT 712,Clitoria ternatea ,Herbáceas ,43.18743525,14.7,15.87074192,76.12908264
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,53.28152194,14.9,15.69033162,51.67552637
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,38.71830187,15.1,15.78718588,70.28252956
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,44.21581372,15.5,16.10128764,62.76852883
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,51.5252117,15.4,16.31344925,59.0111299
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,53.2390737,15.7,16.59053401,58.08149593
Breeding,CIAT 9432,Clitoria ternatea ,Herbáceas ,46.87027786,15.8,16.93439804,66.19438004
Benchmark,CIAT 17462,Leucaena leucocephala ,Arbustiva ,41.85224679,13.5,14.69474207,45.55415746
Benchmark,CIAT 17462,Leucaena leucocephala ,Arbustiva ,27.42866746,13,14.27473234,69.20802139
Benchmark,CIAT 17462,Leucaena leucocephala ,Arbustiva ,36.69171466,13.2,14.34018254,49.86353346
Benchmark,N/A,Tithonia diversifolia,Arbustiva ,46.86997893,12.9,13.52498066,28.82883405
Benchmark,N/A,Tithonia diversifolia,Arbustiva ,46.9783633,13,13.7386135,29.21663586
Benchmark,N/A,Tithonia diversifolia,Arbustiva ,53.11291898,12.9,13.57611354,25.25940753
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Benchmark,N/A,Gliricidia sepium ,Arbustiva ,50.31816476,12.9,13.90001891,55.01374209
Benchmark,N/A,Gliricidia sepium ,Arbustiva ,68.50486372,12.9,13.95590086,37.59428781
Benchmark,N/A,Gliricidia sepium ,Arbustiva ,62.12041069,13.1,14.0363333,42.96687994
Diet,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,12.91124,14.1,14.82863584,112.4519979
Diet,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,,,,
Diet,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,10.5750958,14.7,15.06018621,141.0371129
Diet,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,25.00381717,13.8,14.35317213,63.27180353
Diet,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,24.84663954,13.4,14.07692717,66.26300839
Diet,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,23.49940273,14,14.40226094,68.92881741
Genetic bank,ABC-12115-1,Stylosanthes humilis,Herbaceous,52.37412457,13,14.09745082,54.45938967
Genetic bank,ABC-12115-1,Stylosanthes humilis,Herbaceous,56.76270955,12.7,13.96920601,49.79176973
Genetic bank,ABC-12115-1,Stylosanthes humilis,Herbaceous,34.27931852,12.7,13.94067412,84.47914964
Genetic bank,ABC-12140-1,Stylosanthes humilis,Herbaceous,60.58449116,12.5,13.86649582,45.27580608
Genetic bank,ABC-12140-1,Stylosanthes humilis,Herbaceous,64.6461447,12.3,13.70481174,41.7049544
Genetic bank,ABC-12140-1,Stylosanthes humilis,Herbaceous,40.90949201,12.6,13.73431716,61.64633943
Genetic bank,ABC-12184-1,Stylosanthes humilis,Herbaceous,60.17501404,13,14.27307629,49.50569527
Genetic bank,ABC-12184-1,Stylosanthes humilis,Herbaceous,59.18101005,13.3,14.21696624,49.10109893
Genetic bank,ABC-12184-1,Stylosanthes humilis,Herbaceous,53.32503002,13,14.12073652,54.12437495
Genetic bank,ABC-12202-1,Stylosanthes humilis,Herbaceous,61.48891238,12.9,14.11619277,47.09712078
Genetic bank,ABC-12202-1,Stylosanthes humilis,Herbaceous,51.71551032,12.8,14.07407324,54.36277024
Genetic bank,ABC-12202-1,Stylosanthes humilis,Herbaceous,61.79096013,12.7,13.98564877,47.65428517
Genetic bank,ABC-12311-1,Stylosanthes guianensis,Herbaceous,56.9883024,12.9,13.95280073,48.30211579
Genetic bank,ABC-12311-1,Stylosanthes guianensis,Herbaceous,37.30092284,12.8,14.08798415,75.33341606
Genetic bank,ABC-12311-1,Stylosanthes guianensis,Herbaceous,57.11897085,12.8,13.99055926,49.65559658
Genetic bank,ABC-12381-1,Stylosanthes hamata,Herbaceous,54.52770948,13.4,14.64382562,56.7764727
Genetic bank,ABC-12381-1,Stylosanthes hamata,Herbaceous,37.82492911,13.2,14.6364851,83.48344716
Genetic bank,ABC-12381-1,Stylosanthes hamata,Herbaceous,52.0147101,13.3,14.6098891,58.77310163
Genetic bank,ABC-12374-1,Stylosanthes hamata,Herbaceous,57.54618587,13.5,14.82024703,56.34070381
Genetic bank,ABC-12374-1,Stylosanthes hamata,Herbaceous,59.67757613,13.9,14.9976044,54.43207975
Genetic bank,ABC-12374-1,Stylosanthes hamata,Herbaceous,55.52354001,13.1,14.75519653,59.58173613
Genetic bank,ABC-12457-1,Stylosanthes hamata,Herbaceous,61.92673392,13.4,14.67283983,49.34668773
Genetic bank,ABC-12457-1,Stylosanthes hamata,Herbaceous,61.07307325,13.3,14.74677745,50.28857825
Genetic bank,ABC-12457-1,Stylosanthes hamata,Herbaceous,57.74379662,13.4,14.7469997,53.18881835
Genetic bank,ABC-12462-1,Stylosanthes hamata,Herbaceous,52.04850428,13.4,14.76106002,58.58114211
Genetic bank,ABC-12462-1,Stylosanthes hamata,Herbaceous,61.31898272,13,14.60334635,49.45062257
Genetic bank,ABC-12462-1,Stylosanthes hamata,Herbaceous,69.03357667,13.1,14.67170595,44.58933098
Genetic bank,ABC-12485-1,Stylosanthes scabra,Herbaceous,50.5273509,13.1,13.88194187,45.08581226
Genetic bank,ABC-12485-1,Stylosanthes scabra,Herbaceous,59.17016309,13.1,13.76125721,36.68028156
Genetic bank,ABC-12485-1,Stylosanthes scabra,Herbaceous,54.67845528,13.5,13.90711971,39.03133335
Genetic bank,ABC-12615-1,Stylosanthes guianensis,Herbaceous,56.02749085,12.9,13.62419434,48.77430391
Genetic bank,ABC-12615-1,Stylosanthes guianensis,Herbaceous,53.24442065,12.7,13.54864413,50.75584363
Genetic bank,ABC-12615-1,Stylosanthes guianensis,Herbaceous,53.55612451,13,13.81345057,49.4367767
Genetic bank,ABC-12686-1,Stylosanthes hamata,Herbaceous,54.83111137,12.6,13.81088763,50.98301152
Genetic bank,ABC-12686-1,Stylosanthes hamata,Herbaceous,56.01803107,12.3,13.74360649,50.19893104
Genetic bank,ABC-12686-1,Stylosanthes hamata,Herbaceous,40.69797492,12.6,13.90338072,66.51972216
Genetic bank,ABC-12710-1,Stylosanthes scabra,Herbaceous,50.58736331,13.2,14.01475809,46.83100529
Genetic bank,ABC-12710-1,Stylosanthes scabra,Herbaceous,,,,
Genetic bank,ABC-12710-1,Stylosanthes scabra,Herbaceous,54.00790297,12.9,13.85946658,43.93805153
