32_no,32_date,32_gene_bank_id,32_name,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibility_in_24h,32_remarks_2,,
No,Date,Gene Bank ID,Name,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,,
521,"09/12/24, Mon",ABC-BR02_1794,Brachiaria interespecifico,F24 3583,4,11,2,3,59,0.5697,0.7516,,0.1819,303.8109832,62.54974536,270.840961,88.94096095,32.83881457,,,
522,"09/12/24, Mon",ABC-BR06_0423,Brachiaria interespecifico,F24 3584,4,11,2,1,60,0.547,0.7268,,0.1798,304.4161572,62.86782311,277.7675413,97.96754126,35.26961459,,,
523,"09/12/24, Mon",ABC-BR06_0423,Brachiaria interespecifico,F24 3584,4,11,2,2,61,0.5815,0.7633,,0.1818,302.4161572,62.45478444,277.7675413,95.96754126,34.54958806,,,
524,"09/12/24, Mon",ABC-BR06_0423,Brachiaria interespecifico,F24 3584,4,11,2,3,62,0.5606,0.7235,,0.1629,321.0258597,66.33781875,277.601014,114.701014,41.31865814,,,
525,"09/12/24, Mon",ABC-BR09_1232,Brachiaria interespecifico,F24 3585,4,11,2,1,63,0.5554,0.7093,,0.1539,332.6680896,68.37030555,270.8126861,116.9126861,43.17105222,,,
526,"09/12/24, Mon",ABC-BR09_1232,Brachiaria interespecifico,F24 3585,4,11,2,2,64,0.5562,0.7121,,0.1559,330.6680896,67.95926339,270.8126861,114.9126861,42.43253438,,,
527,"09/12/24, Mon",ABC-BR09_1232,Brachiaria interespecifico,F24 3585,4,11,2,3,65,0.5642,0.7414,,0.1772,309.1736179,63.56710285,270.7044477,93.50444767,34.54115678,,,
528,"09/12/24, Mon",ABC-BR12_4951,Brachiaria interespecifico,F24 3586,4,11,2,1,66,0.5498,0.7205,,0.1707,308.0291165,64.34309213,272.2251522,101.5251522,37.29455246,,,
529,"09/12/24, Mon",ABC-BR12_4951,Brachiaria interespecifico,F24 3586,4,11,2,2,67,0.5537,0.7184,,0.1647,314.1248623,65.60328985,272.2795972,107.5795972,39.51070822,,,
530,"09/12/24, Mon",ABC-BR12_4951,Brachiaria interespecifico,F24 3586,4,11,2,3,68,0.573,0.7387,,0.1657,313.2206081,65.40136357,272.3340422,106.6340422,39.15560514,,,
531,"09/12/24, Mon",ABC-BR15_0722,Brachiaria interespecifico,F24 3587,4,11,2,1,69,0.5693,0.7623,,0.193,283.17268,59.46848526,286.7166868,93.71668677,32.68616411,,,
532,"09/12/24, Mon",ABC-BR15_0722,Brachiaria interespecifico,F24 3587,4,11,2,2,70,0.5621,0.7662,,0.2041,272.1678955,57.14596723,286.7740186,82.67401864,28.82897796,,,
533,"09/12/24, Mon",ABC-BR15_0722,Brachiaria interespecifico,F24 3587,4,11,2,3,71,0.5994,0.7907,,0.1913,285.063111,59.84155876,286.8313505,95.53135051,33.30575627,,,
534,"09/12/24, Mon",ABC-BR15_6487,Brachiaria interespecifico,F24 3588,4,11,2,1,72,0.5611,0.7492,,0.1881,287.63028,60.46078883,284.1302367,96.03023671,33.79796456,,,
535,"09/12/24, Mon",ABC-BR15_6487,Brachiaria interespecifico,F24 3588,4,11,2,2,73,0.5705,0.7607,,0.1902,285.62535,60.02735037,284.1870173,93.98701734,33.07224173,,,
536,"09/12/24, Mon",ABC-BR15_6487,Brachiaria interespecifico,F24 3588,4,11,2,3,74,0.5875,0.7545,,0.167,308.44507,64.875017,283.9598948,116.9598948,41.18887807,,,
537,"09/12/24, Mon",Blank,Blank,Blank,4,11,2,1,75,,,,,,#DIV/0!,,,,,,
538,"09/12/24, Mon",Blank,Blank,Blank,4,11,2,2,76,,,,,,#DIV/0!,,,,,,
539,"09/12/24, Mon",ABC-BR19_0029,Brachiaria interespecifico,F24 3589,4,11,2,1,77,0.5743,0.7591,,0.1848,295.9362362,61.55896184,280.7984223,95.99842233,34.18766442,,,
540,"09/12/24, Mon",ABC-BR19_0029,Brachiaria interespecifico,F24 3589,4,11,2,2,78,0.5805,0.7472,,0.1667,314.228377,65.337874,280.9106519,114.2106519,40.65728769,,,
541,"09/12/24, Mon",ABC-BR19_0029,Brachiaria interespecifico,F24 3589,4,11,2,3,79,0.553,0.7207,,0.1677,312.748025,65.09507974,280.6300779,112.9300779,40.24161586,,,
542,"09/12/24, Mon",ABC-BR19_0423,Brachiaria interespecifico,F24 3590,4,11,2,1,80,0.5629,0.7306,,0.1677,309.5993172,64.86481461,282.6759836,114.9759836,40.67412524,,,
543,"09/12/24, Mon",ABC-BR19_0423,Brachiaria interespecifico,F24 3590,4,11,2,2,81,0.5581,0.7287,,0.1706,306.22259,64.22149378,282.3936464,111.7936464,39.58787594,,,
544,"09/12/24, Mon",ABC-BR19_0423,Brachiaria interespecifico,F24 3590,4,11,2,3,82,0.5651,0.7762,,0.2111,265.6272446,55.71891424,282.337179,71.23717896,25.23124274,,,
545,"09/12/24, Mon",ABC-CIAT_6962,Megathyrsus maximus,F24 3591,4,11,2,1,83,0.5603,0.7765,,0.2162,262.9069423,54.87437545,323.9950302,107.7950302,33.27058139,,,
546,"09/12/24, Mon",ABC-CIAT_6962,Megathyrsus maximus,F24 3591,4,11,2,2,84,0.5631,0.7867,,0.2236,255.315491,53.31117823,323.8655617,100.2655617,30.95900693,,,
547,"09/12/24, Mon",ABC-CIAT_6962,Megathyrsus maximus,F24 3591,4,11,2,3,85,0.5349,0.7601,,0.2252,254.002668,53.00526999,324.0597645,98.85976449,30.50664579,,,
548,"09/12/24, Mon",ABC-Mulato_II,Brachiaria interespecifico,F24 3592,4,11,2,1,86,0.5685,0.7306,,0.1621,321.6874856,66.49355247,287.4659469,125.3659469,43.61071224,,,
549,"09/12/24, Mon",ABC-Mulato_II,Brachiaria interespecifico,F24 3592,4,11,2,2,87,0.5657,0.7438,,0.1781,305.4941639,63.17159857,287.3510754,109.2510754,38.02006839,,,
550,"09/12/24, Mon",ABC-Mulato_II,Brachiaria interespecifico,F24 3592,4,11,2,3,88,0.5602,0.7394,,0.1792,304.4908248,62.95154036,287.4085111,108.2085111,37.64972398,,,
551,"09/12/24, Mon",ABC-PM21_0215,Megathyrsus maximus,F24 3593,4,11,2,1,89,0.5873,0.8165,,0.2292,250.8779616,52.2577543,313.1939541,83.99395412,26.81851071,,,
552,"09/12/24, Mon",ABC-PM21_0215,Megathyrsus maximus,F24 3593,4,11,2,2,90,0.5614,0.7765,,0.2151,265.1699928,55.21269219,313.3192317,98.2192317,31.34797413,,,
553,"09/12/24, Mon",ABC-PM21_0215,Megathyrsus maximus,F24 3593,4,11,2,3,91,0.5662,0.7952,,0.229,251.5580396,52.34706713,313.5071481,84.50714807,26.95541349,,,
554,"09/12/24, Mon",ABC-PM21_0631,Megathyrsus maximus,F24 3594,4,11,2,1,92,0.5414,0.7618,,0.2204,263.8685586,54.48806327,304.4212449,84.02124492,27.60032236,,,
555,"09/12/24, Mon",ABC-PM21_0631,Megathyrsus maximus,F24 3594,4,11,2,2,93,0.5626,0.7641,,0.2015,282.9621499,58.40748342,304.5429404,103.0429404,33.83527468,,,
556,"09/12/24, Mon",ABC-PM21_0631,Megathyrsus maximus,F24 3594,4,11,2,3,94,0.5577,0.7527,,0.195,288.9781717,59.70892668,304.2387017,109.2387017,35.90559028,,,
557,"09/12/24, Mon",ABC-PM21_2195,Megathyrsus maximus,F24 3595,4,11,2,1,95,0.5661,0.7773,,0.2112,273.1829171,56.39813203,329.6280639,118.4280639,35.92778556,,,
558,"09/12/24, Mon",ABC-PM21_2195,Megathyrsus maximus,F24 3595,4,11,2,2,96,0.5762,0.8002,,0.224,260.3829171,53.75559458,329.6280639,105.6280639,32.04462104,,,
559,"09/12/24, Mon",ABC-PM21_2195,Megathyrsus maximus,F24 3595,4,11,2,3,97,0.5785,0.8125,,0.234,250.1893962,51.67180408,329.4963708,95.49637075,28.98252583,,,
560,"09/12/24, Mon",ABC-PM21_3522,Megathyrsus maximus,F24 3596,4,11,2,1,98,0.5477,0.7664,,0.2187,263.8588691,54.67910467,312.2888433,93.5888433,29.96867974,,,
561,"09/12/24, Mon",ABC-PM21_3522,Megathyrsus maximus,F24 3596,4,11,2,2,99,0.5513,0.7636,,0.2123,270.0660384,55.98778042,312.1640526,99.86405256,31.99088804,,,
562,"09/12/24, Mon",ABC-PM21_3522,Megathyrsus maximus,F24 3596,4,11,2,3,100,0.5468,0.7513,,0.2045,277.8660384,57.60480968,312.1640526,107.6640526,34.48957421,,,
563,"09/12/24, Mon",Blank,Blank,Blank,4,11,2,1,101,,,,,,#DIV/0!,,,,,,
564,"09/12/24, Mon",Blank,Blank,Blank,4,11,2,2,102,,,,,,#DIV/0!,,,,,,
565,"09/12/24, Mon",FAO,FAO,FAO,4,11,2,1,103,0.5497,0.6286,,0.0789,-78.9,#DIV/0!,,,,,,
566,"09/12/24, Mon",FAO,FAO,FAO,4,11,2,2,104,0.5303,0.6046,,0.0743,-74.3,#DIV/0!,,,,,,
567,"09/12/24, Mon",FAO,FAO,FAO,4,11,2,3,105,0.5497,0.6202,,0.0705,-70.5,#DIV/0!,,,,,,
568,"11/12/24, Wed",Blank,Blank,Blank,4,12,3,1,55,,,,,,#DIV/0!,,,,,,
569,"11/12/24, Wed",Blank,Blank,Blank,4,12,3,2,56,,,,,,#DIV/0!,,,,,,
570,"11/12/24, Wed",ABC-BR02_1752,Brachiaria interespecifico,F24 3582,4,12,3,1,57,0.5345,0.6829,,0.1484,332.2070916,69.12238654,266.3133225,117.9133225,44.27616366,,,
571,"11/12/24, Wed",ABC-BR02_1752,Brachiaria interespecifico,F24 3582,4,12,3,2,58,0.5582,0.716,,0.1578,322.5190154,67.14683472,266.1536942,108.3536942,40.7109488,,,
572,"11/12/24, Wed",ABC-BR02_1752,Brachiaria interespecifico,F24 3582,4,12,3,3,59,0.5598,0.7214,,0.1616,318.5269646,66.34223613,266.0472753,104.4472753,39.2589156,,,
573,"11/12/24, Wed",ABC-BR02_1794,Brachiaria interespecifico,F24 3583,4,12,3,1,60,0.5482,0.721,,0.1728,312.4257574,64.3877108,270.5703906,97.77039056,36.13491866,,,
574,"11/12/24, Wed",ABC-BR02_1794,Brachiaria interespecifico,F24 3583,4,12,3,2,61,0.5584,0.7302,,0.1718,313.9109832,64.62917127,270.840961,99.04096095,36.56794032,,,
575,"11/12/24, Wed",ABC-BR02_1794,Brachiaria interespecifico,F24 3583,4,12,3,3,62,0.5432,0.7149,,0.1717,314.1080283,64.65682122,270.895075,99.19507503,36.61752618,,,
576,"11/12/24, Wed",ABC-BR06_0423,Brachiaria interespecifico,F24 3584,4,12,3,1,63,0.5556,0.7193,,0.1637,320.2258597,66.17250418,277.601014,113.901014,41.03047476,,,
577,"11/12/24, Wed",ABC-BR06_0423,Brachiaria interespecifico,F24 3584,4,12,3,2,64,0.5513,0.7192,,0.1679,316.412923,65.33233122,277.8230504,109.9230504,39.56584964,,,
578,"11/12/24, Wed",ABC-BR06_0423,Brachiaria interespecifico,F24 3584,4,12,3,3,65,0.551,0.7079,,0.1569,327.1226256,67.58415997,277.6565231,120.7565231,43.49133301,,,
579,"11/12/24, Wed",ABC-BR09_1232,Brachiaria interespecifico,F24 3585,4,12,3,1,66,0.545,0.7096,,0.1646,321.6763821,66.15093678,270.6503284,106.0503284,39.18352106,,,
580,"11/12/24, Wed",ABC-BR09_1232,Brachiaria interespecifico,F24 3585,4,12,3,2,67,0.5726,0.7298,,0.1572,329.3680896,67.69208599,270.8126861,113.6126861,41.95249778,,,
581,"11/12/24, Wed",ABC-BR09_1232,Brachiaria interespecifico,F24 3585,4,12,3,3,68,0.5692,0.7235,,0.1543,332.2680896,68.28809712,270.8126861,116.5126861,43.02334865,,,
582,"11/12/24, Wed",ABC-BR12_4951,Brachiaria interespecifico,F24 3586,4,12,3,1,69,0.5586,0.7198,,0.1612,317.9120998,66.35442936,272.4429323,111.2429323,40.8316455,,,
583,"11/12/24, Wed",ABC-BR12_4951,Brachiaria interespecifico,F24 3586,4,12,3,2,70,0.5565,0.7144,,0.1579,321.0206081,67.030026,272.3340422,114.4340422,42.01973477,,,
584,"11/12/24, Wed",ABC-BR12_4951,Brachiaria interespecifico,F24 3586,4,12,3,3,71,0.5666,0.7287,,0.1621,316.6291165,66.13951514,272.2251522,110.1251522,40.45370213,,,
585,"11/12/24, Wed",ABC-BR15_0722,Brachiaria interespecifico,F24 3587,4,12,3,1,72,0.561,0.7408,,0.1798,296.37268,62.24058886,286.7166868,106.9166868,37.29001195,,,
586,"11/12/24, Wed",ABC-BR15_0722,Brachiaria interespecifico,F24 3587,4,12,3,2,73,0.5664,0.7369,,0.1705,305.863111,64.20797579,286.8313505,116.3313505,40.55740431,,,
587,"11/12/24, Wed",ABC-BR15_0722,Brachiaria interespecifico,F24 3587,4,12,3,3,74,0.5507,0.7416,,0.1909,285.3678955,59.91751663,286.7740186,95.87401864,33.43190541,,,
588,"11/12/24, Wed",ABC-BR15_6487,Brachiaria interespecifico,F24 3588,4,12,3,1,75,0.5522,0.7368,,0.1846,291.03521,61.18874379,284.0734561,99.47345609,35.01680779,,,
589,"11/12/24, Wed",ABC-BR15_6487,Brachiaria interespecifico,F24 3588,4,12,3,2,76,0.5437,0.7246,,0.1809,295.02042,61.98944353,284.243798,103.343798,36.35745044,,,
590,"11/12/24, Wed",ABC-BR15_6487,Brachiaria interespecifico,F24 3588,4,12,3,3,77,0.5709,0.7566,,0.1857,290.03028,60.96527637,284.1302367,98.43023671,34.64264763,,,
591,"11/12/24, Wed",Blank,Blank,Blank,4,12,3,1,78,,,,,,#DIV/0!,,,,,,
592,"11/12/24, Wed",Blank,Blank,Blank,4,12,3,2,79,,,,,,#DIV/0!,,,,,,
593,"11/12/24, Wed",ABC-BR19_0029,Brachiaria interespecifico,F24 3589,4,12,3,1,80,0.5638,0.7476,,0.1838,296.648025,61.74404089,280.6300779,96.83007795,34.50452591,,,
594,"11/12/24, Wed",ABC-BR19_0029,Brachiaria interespecifico,F24 3589,4,12,3,2,81,0.5481,0.7354,,0.1873,293.4362362,61.03892615,280.7984223,93.49842233,33.29734603,,,
595,"11/12/24, Wed",ABC-BR19_0029,Brachiaria interespecifico,F24 3589,4,12,3,3,82,0.5675,0.7697,,0.2022,278.4401658,57.93110639,280.7423075,78.54230753,27.97665526,,,
596,"11/12/24, Wed",ABC-BR19_0423,Brachiaria interespecifico,F24 3590,4,12,3,1,83,0.5414,0.72,,0.1786,298.6039718,62.57365601,282.6195161,104.0195161,36.80549651,,,
597,"11/12/24, Wed",ABC-BR19_0423,Brachiaria interespecifico,F24 3590,4,12,3,2,84,0.5498,0.7418,,0.192,285.2993172,59.77366967,282.6759836,90.67598358,32.07771047,,,
598,"11/12/24, Wed",ABC-BR19_0423,Brachiaria interespecifico,F24 3590,4,12,3,3,85,0.5553,0.7387,,0.1834,293.8993172,61.57547405,282.6759836,99.27598358,35.12006302,,,
599,"11/12/24, Wed",ABC-CIAT_6962,Megathyrsus maximus,F24 3591,4,12,3,1,86,0.5576,0.674,,0.1164,362.515491,75.69508563,323.8655617,207.4655617,64.05916103,,,
600,"11/12/24, Wed",ABC-CIAT_6962,Megathyrsus maximus,F24 3591,4,12,3,2,87,0.5688,0.7952,,0.2264,252.802668,52.75485403,324.0597645,97.65976449,30.13634372,,,
601,"11/12/24, Wed",ABC-CIAT_6962,Megathyrsus maximus,F24 3591,4,12,3,3,88,0.5467,0.7661,,0.2194,259.7069423,54.20646611,323.9950302,104.5950302,32.28291192,,,
602,"11/12/24, Wed",ABC-Mulato_II,Brachiaria interespecifico,F24 3592,4,12,3,1,89,0.5632,0.7431,,0.1799,303.5008422,62.78450837,287.2362039,107.3362039,37.36861942,,,
603,"11/12/24, Wed",ABC-Mulato_II,Brachiaria interespecifico,F24 3592,4,12,3,2,90,0.569,0.747,,0.178,305.8841464,63.21433523,287.5233826,109.5233826,38.09199156,,,
604,"11/12/24, Wed",ABC-Mulato_II,Brachiaria interespecifico,F24 3592,4,12,3,3,91,0.5662,0.7277,,0.1615,322.3841464,66.62424235,287.5233826,126.0233826,43.83065526,,,
605,"11/12/24, Wed",ABC-PM21_0215,Megathyrsus maximus,F24 3593,4,12,3,1,92,0.5655,0.7743,,0.2088,271.5660084,56.53314424,313.3818705,104.5818705,33.37202319,,,
606,"11/12/24, Wed",ABC-PM21_0215,Megathyrsus maximus,F24 3593,4,12,3,2,93,0.554,0.7689,,0.2149,265.562024,55.27221939,313.4445093,98.54450928,31.43922014,,,
607,"11/12/24, Wed",ABC-PM21_0215,Megathyrsus maximus,F24 3593,4,12,3,3,94,0.5618,0.7805,,0.2187,261.9540552,54.49949966,313.5697869,94.86978686,30.25476013,,,
608,"11/12/24, Wed",ABC-PM21_0631,Megathyrsus maximus,F24 3594,4,12,3,1,95,0.5419,0.7502,,0.2083,276.1621499,57.003865,304.5429404,96.2429404,31.60242042,,,
609,"11/12/24, Wed",ABC-PM21_0631,Megathyrsus maximus,F24 3594,4,12,3,2,96,0.5493,0.7485,,0.1992,284.8749673,58.84934908,304.2995494,105.0995494,34.53818766,,,
610,"11/12/24, Wed",ABC-PM21_0631,Megathyrsus maximus,F24 3594,4,12,3,3,97,0.5615,0.7531,,0.1916,292.8621499,60.45098672,304.5429404,112.9429404,37.08604778,,,
611,"11/12/24, Wed",ABC-PM21_2195,Megathyrsus maximus,F24 3595,4,12,3,1,98,0.536,0.7554,,0.2194,264.6926357,54.67809592,329.4305242,110.0305242,33.40022132,,,
612,"11/12/24, Wed",ABC-PM21_2195,Megathyrsus maximus,F24 3595,4,12,3,2,99,0.5501,0.7693,,0.2192,264.8926357,54.71941033,329.4305242,110.2305242,33.46093215,,,
613,"11/12/24, Wed",ABC-PM21_2195,Megathyrsus maximus,F24 3595,4,12,3,3,100,0.5631,0.7923,,0.2292,254.7958752,52.64422452,329.3646776,100.1646776,30.41148137,,,
614,"11/12/24, Wed",ABC-PM21_3522,Megathyrsus maximus,F24 3596,4,12,3,1,101,0.5605,0.6714,,0.1109,371.369623,77.00456452,312.1016572,201.2016572,64.46670582,,,
615,"11/12/24, Wed",ABC-PM21_3522,Megathyrsus maximus,F24 3596,4,12,3,2,102,0.5746,0.782,,0.2074,274.9660384,57.0036065,312.1640526,104.7640526,33.5605755,,,
616,"11/12/24, Wed",ABC-PM21_3522,Megathyrsus maximus,F24 3596,4,12,3,3,103,0.5385,0.7502,,0.2117,270.569623,56.10339323,312.1016572,100.4016572,32.16953671,,,
617,"11/12/24, Wed",Blank,Blank,Blank,4,12,3,1,104,,,,,,#DIV/0!,,,,,,
618,"11/12/24, Wed",Blank,Blank,Blank,4,12,3,2,105,,,,,,#DIV/0!,,,,,,
619,"11/12/24, Wed",FAO,FAO,FAO,4,12,3,1,106,0.5396,0.606,,0.0664,-66.4,#DIV/0!,,,,,,
620,"11/12/24, Wed",FAO,FAO,FAO,4,12,3,2,107,0.5681,0.649,,0.0809,-80.9,#DIV/0!,,,,,,
621,"11/12/24, Wed",FAO,FAO,FAO,4,12,3,3,108,0.5586,0.6211,,0.0625,-62.5,#DIV/0!,,,,,,
622,,Blank,Blank,Blank,5,13,1,1,,,,,,,,,,,,,
623,,Blank,Blank,Blank,5,13,1,2,,,,,,,,,,,,,
624,,ABC-PM21_3534,Megathyrsus maximus,F24 3597,5,13,1,1,82,0.5718,0.7557,,0.1839,303.012716,62.23142384,327.3667904,143.4667904,43.82447902,,,
625,,ABC-PM21_3534,Megathyrsus maximus,F24 3597,5,13,1,2,83,0.5712,0.7765,,0.2053,281.3208603,57.81109756,327.1705665,121.8705665,37.2498565,,,
626,,ABC-PM21_3534,Megathyrsus maximus,F24 3597,5,13,1,3,84,0.5514,0.764,,0.2126,274.4100013,56.3458657,327.4321983,114.8321983,35.07052725,,,
627,,ABC-PM21_3537,Megathyrsus maximus,F24 3598,5,13,1,1,85,0.5487,0.7747,,0.226,259.69712,53.46894377,300.8292737,74.82927366,24.87433246,,,
628,,ABC-PM21_3537,Megathyrsus maximus,F24 3598,5,13,1,2,86,0.5587,0.7329,,0.1742,311.98272,64.16984956,301.1300428,126.9300428,42.15123858,,,
629,,ABC-PM21_3537,Megathyrsus maximus,F24 3598,5,13,1,3,87,0.5445,0.7084,,0.1639,321.7,66.24794069,300.7691198,136.8691198,45.50637376,,,
630,,ABC-PM21_3545,Megathyrsus maximus,F24 3599,5,13,1,1,88,0.5401,0.7287,,0.1886,297.5370863,61.20435875,319.5906412,130.9906412,40.98700785,,,
631,,ABC-PM21_3545,Megathyrsus maximus,F24 3599,5,13,1,2,89,0.5387,0.7292,,0.1905,295.7342166,60.82135039,319.6544955,129.1544955,40.40440454,,,
632,,ABC-PM21_3545,Megathyrsus maximus,F24 3599,5,13,1,3,90,0.5574,0.7455,,0.1881,297.5514349,61.2685176,319.2713698,131.1713698,41.08460145,,,
633,,ABC-PM21_3670,Megathyrsus maximus,F24 3600,5,13,1,1,91,0.549,0.7359,,0.1869,289.5582064,60.7730547,306.7635943,119.8635943,39.07360474,,,
634,,ABC-PM21_3670,Megathyrsus maximus,F24 3600,5,13,1,2,92,0.5735,0.7587,,0.1852,291.0677755,61.11431225,306.640987,121.440987,39.60363818,,,
635,,ABC-PM21_3670,Megathyrsus maximus,F24 3600,5,13,1,3,93,0.5526,0.7466,,0.194,282.2677755,59.26661219,306.640987,112.640987,36.73383265,,,
636,,ABC-PM21_6628,Megathyrsus maximus,F24 3601,5,13,1,1,94,0.56,0.7395,,0.1795,292.9110361,62.00342789,306.8794452,127.3794452,41.50797559,,,
637,,ABC-PM21_6628,Megathyrsus maximus,F24 3601,5,13,1,2,95,0.5748,0.753,,0.1782,293.9277594,62.25597914,306.6954279,128.4954279,41.89675366,,,
638,,ABC-PM21_6628,Megathyrsus maximus,F24 3601,5,13,1,3,96,0.5577,0.7425,,0.1848,287.422185,60.86587927,306.756767,121.956767,39.75683021,,,
639,,ABC-BH08_1149,Brachiaria humidicola,F24 3602,5,13,1,1,97,0.5651,0.7536,,0.1885,282.52055,59.98051465,323.7296381,135.2296381,41.77239962,,,
640,,ABC-BH08_1149,Brachiaria humidicola,F24 3602,5,13,1,2,98,0.5461,0.7391,,0.193,278.02055,59.02514232,323.7296381,130.7296381,40.38235081,,,
641,,ABC-BH08_1149,Brachiaria humidicola,F24 3602,5,13,1,3,99,0.5487,0.7415,,0.1928,278.03233,59.05124017,323.6002757,130.8002757,40.42032269,,,
642,,ABC-BH16_0550,Brachiaria humidicola,F24 3603,5,13,1,1,100,0.5672,0.7585,,0.1913,284.9117483,59.8287945,329.3470142,138.0470142,41.91536837,,,
643,,ABC-BH16_0550,Brachiaria humidicola,F24 3603,5,13,1,2,101,0.5604,0.7685,,0.2081,268.0165821,56.29221753,329.2811975,121.1811975,36.80173615,,,
644,,ABC-BH16_0550,Brachiaria humidicola,F24 3603,5,13,1,3,102,0.5828,0.7828,,0.2,276.0214158,57.98508358,329.2153807,129.2153807,39.24949692,,,
645,,Blank,Blank,Blank,5,13,1,1,,,,,,,,,,,,,
646,,Blank,Blank,Blank,5,13,1,2,,,,,,,,,,,,,
647,,ABC-BH16_0562,Brachiaria humidicola,F24 3604,5,13,1,1,105,0.5794,0.7834,,0.204,275.5571851,57.46075623,333.7360433,129.7360433,38.87384833,,,
648,,ABC-BH16_0562,Brachiaria humidicola,F24 3604,5,13,1,2,106,0.5361,0.7402,,0.2041,274.978107,57.39734356,333.4026406,129.3026406,38.78272841,,,
649,,ABC-BH16_0562,Brachiaria humidicola,F24 3604,5,13,1,3,107,0.5453,0.7504,,0.2051,274.1697382,57.20572704,333.5360017,128.4360017,38.50738782,,,
650,,ABC-BH16_3249,Brachiaria humidicola,F24 3605,5,13,1,1,108,0.563,0.744,,0.181,300.9120688,62.44128095,335.6292606,154.6292606,46.0714481,,,
651,,ABC-BH16_3249,Brachiaria humidicola,F24 3605,5,13,1,2,109,0.5584,0.7348,,0.1764,305.4157634,63.38849548,335.5621884,159.1621884,47.43150269,,,
652,,ABC-BH16_3249,Brachiaria humidicola,F24 3605,5,13,1,3,110,0.5521,0.7303,,0.1782,303.7120688,63.02229981,335.6292606,157.4292606,46.90570194,,,
653,,ABC-BH16B_0733,Brachiaria humidicola,F24 3606,5,13,1,1,111,0.554,0.7523,,0.1983,285.2200954,58.9882609,332.8291994,134.5291994,40.41989093,,,
654,,ABC-BH16B_0733,Brachiaria humidicola,F24 3606,5,13,1,2,112,0.5684,0.7545,,0.1861,297.4200954,61.51142387,332.8291994,146.7291994,44.0854347,,,
655,,ABC-BH16B_0733,Brachiaria humidicola,F24 3606,5,13,1,3,113,0.5705,0.7639,,0.1934,290.02343,59.99366435,332.7626601,139.3626601,41.88049827,,,
656,,ABC-BH16B_0741,Brachiaria humidicola,F24 3607,5,13,1,1,114,0.5822,0.7702,,0.188,296.06194,61.1619951,317.9474651,129.9474651,40.87073476,,,
657,,ABC-BH16B_0741,Brachiaria humidicola,F24 3607,5,13,1,2,115,0.5813,0.7823,,0.201,282.771735,58.45147919,317.7568492,116.7568492,36.74408576,,,
658,,ABC-BH16B_0741,Brachiaria humidicola,F24 3607,5,13,1,3,116,0.5805,0.7598,,0.1793,304.95541,62.97408428,318.0745425,138.7745425,43.62956601,,,
659,,ABC-BH16B_1194,Brachiaria humidicola,F24 3608,5,13,1,1,117,0.5778,0.7679,,0.1901,295.8006723,60.87677774,329.3125587,139.2125587,42.27368652,,,
660,,ABC-BH16B_1194,Brachiaria humidicola,F24 3608,5,13,1,2,118,0.5667,0.7732,,0.2065,279.8864758,57.54404979,329.6418055,123.1418055,37.35624651,,,
661,,ABC-BH16B_1194,Brachiaria humidicola,F24 3608,5,13,1,3,119,0.5588,0.7578,,0.199,286.9006723,59.04512767,329.3125587,130.3125587,39.57108688,,,
662,,ABC-BH16B_1618,Brachiaria humidicola,F24 3609,5,13,1,1,120,0.5684,0.7726,,0.2042,280.8423156,57.90058033,321.9967963,117.7967963,36.58321998,,,
663,,ABC-BH16B_1618,Brachiaria humidicola,F24 3609,5,13,1,2,121,0.5727,0.7764,,0.2037,281.4392659,58.01205668,322.0611571,118.3611571,36.75114322,,,
664,,ABC-BH16B_1618,Brachiaria humidicola,F24 3609,5,13,1,3,122,0.5566,0.7566,,0.2,285.3331665,58.79119462,322.1898786,122.1898786,37.92480357,,,
665,,ABC-BH16B_1707,Brachiaria humidicola,F24 3610,5,13,1,1,123,0.5479,0.7631,,0.2152,268.8943552,55.54585637,332.0173332,116.8173332,35.18410682,,,
666,,ABC-BH16B_1707,Brachiaria humidicola,F24 3610,5,13,1,2,124,0.5482,0.7562,,0.208,275.9975751,57.02457807,331.9509562,123.9509562,37.34014134,,,
667,,ABC-BH16B_1707,Brachiaria humidicola,F24 3610,5,13,1,3,125,0.5589,0.765,,0.2061,278.1879156,57.44267132,332.150087,126.050087,37.94973776,,,
668,,ABC-CIAT_16888,Brachiaria humidicola,F24 3611,5,13,1,1,126,0.5419,0.7443,,0.2024,259.8213913,56.21145975,323.5464448,121.1464448,37.44329347,,,
669,,ABC-CIAT_16888,Brachiaria humidicola,F24 3611,5,13,1,2,127,0.5424,0.746,,0.2036,258.3442802,55.92542029,323.3524721,119.7524721,37.03465489,,,
670,,ABC-CIAT_16888,Brachiaria humidicola,F24 3611,5,13,1,3,128,0.5562,0.7602,,0.204,258.3137617,55.8741234,323.6111024,119.6111024,36.96137169,,,
