32_no,32_date,32_gene_bank_id,32_name,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibility_in_24h,32_remarks_2,,
No,Date,Gene Bank ID,Name,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,,
1141,,ABC-9356-1,Tephrosia noctiflora,F24 3462,6,18,3,3,70,0.5766,0.7405,,0.1639,301.4464647,64.77893087,260.4968855,96.59688548,37.08178134,,,
1142,,ABC-9432-1,Clitoria ternatea,F24 3463,6,18,3,1,71,0.6044,0.8362,,0.2318,224.7793603,49.23116984,205.2467615,-26.55323851,-12.93722655,,,
1143,,ABC-9432-1,Clitoria ternatea,F24 3463,6,18,3,2,72,0.5654,0.7873,,0.2219,234.588081,51.38974942,205.2057285,-16.69427145,-8.135382754,,,
1144,,ABC-9432-1,Clitoria ternatea,F24 3463,6,18,3,3,73,0.6453,0.8548,,0.2095,247.0793603,54.11531528,205.2467615,-4.253238511,-2.072256088,,,
1145,,ABC-9433-1,Clitoria ternatea,F24 3464,6,18,3,1,74,0.5886,0.7693,,0.1807,290.7585907,61.67213758,203.3964256,22.6964256,11.15871409,,,
1146,,ABC-9433-1,Clitoria ternatea,F24 3464,6,18,3,2,75,0.583,0.7819,,0.1989,272.8414093,57.83707004,203.518439,4.618439048,2.269297598,,,
1147,,ABC-9433-1,Clitoria ternatea,F24 3464,6,18,3,3,76,0.5463,0.7216,,0.1753,296.4414093,62.83981085,203.518439,28.21843905,13.86529849,,,
1148,,ABC-9435-1,Desmanthus pubescens,F24 3465,6,18,3,1,77,0.6028,0.8875,,0.2847,188.6101137,39.84916194,254.7625799,-29.93742008,-11.75110571,,,
1149,,ABC-9435-1,Desmanthus pubescens,F24 3465,6,18,3,2,78,0.5975,0.8689,,0.2714,201.9101137,42.65915894,254.7625799,-16.63742008,-6.5305588,,,
1150,,ABC-9435-1,Desmanthus pubescens,F24 3465,6,18,3,3,79,0.5778,0.8437,,0.2659,207.1263546,43.78748723,254.6098446,-11.29015544,-4.434296506,,,
1151,,ABC-9530-1,Crotalaria maypurensis,F24 3466,6,18,3,1,80,0.604,0.7502,,0.1462,320.2084311,68.65408294,150.1787295,3.978729521,2.649329591,,,
1152,,ABC-9530-1,Crotalaria maypurensis,F24 3466,6,18,3,2,81,0.5668,0.6959,,0.1291,337.4949572,72.33146265,150.238789,21.138789,14.07012739,,,
1153,,ABC-9530-1,Crotalaria maypurensis,F24 3466,6,18,3,3,82,0.5671,0.7184,,0.1513,315.4814833,67.58654629,150.2988485,-1.001151519,-0.666107245,,,
1154,,ABC-9562-1,Eriosema diffusum,F24 3467,6,18,3,1,83,0.5417,0.8701,,0.3284,141.3514902,30.09069544,303.2318602,-25.16813983,-8.299965518,Eliminado,,
1155,,ABC-9562-1,Eriosema diffusum,F24 3467,6,18,3,2,84,0.5712,0.9199,,0.3487,121.0514902,25.76926157,303.2318602,-45.46813983,-14.99451272,,,
1156,,ABC-9562-1,Eriosema diffusum,F24 3467,6,18,3,3,85,0.5607,0.6909,,0.1302,339.9272163,72.30536853,303.4743971,173.2743971,57.09687498,,,
1157,,ABC-9982-1,Crotalaria incana,F24 3468,6,18,3,1,86,0.553,0.6832,,0.1302,338.9766127,72.24925615,219.7201939,89.52019394,40.74281582,,,
1158,,ABC-9982-1,Crotalaria incana,F24 3468,6,18,3,2,87,0.5522,0.6633,,0.1111,358.3580623,76.33441431,219.8519997,108.7519997,49.46600433,,,
1159,,ABC-9982-1,Crotalaria incana,F24 3468,6,18,3,3,88,0.5497,0.6745,,0.1248,344.5642458,73.41084219,219.8080644,95.00806444,43.22319324,,,
1160,,ABC-10647-1,Stylosanthes scabra,F24 3469,6,18,3,1,89,0.5926,0.6501,,0.0575,407.4179278,87.6322257,261.2564865,203.7564865,77.99097708,,,
1161,,ABC-10647-1,Stylosanthes scabra,F24 3469,6,18,3,2,90,0.5529,0.7186,,0.1657,299.4037835,64.37354288,261.3609264,95.66092645,36.60108179,,,
1162,,ABC-10647-1,Stylosanthes scabra,F24 3469,6,18,3,3,91,0.5861,0.755,,0.1689,296.0179278,63.67100731,261.2564865,92.35648652,35.35088745,,,
1163,,ABC-11194-1,Stylosanthes hamata,F24 3470,6,18,3,1,92,0.56,0.7528,,0.1928,271.9357875,58.51406214,259.9597595,67.15975953,25.8346752,,,
1164,,ABC-11194-1,Stylosanthes hamata,F24 3470,6,18,3,2,93,0.551,0.7612,,0.2102,254.2571132,54.74286129,259.8038772,49.60387721,19.09281637,,,
1165,,ABC-11194-1,Stylosanthes hamata,F24 3470,6,18,3,3,94,0.5731,0.7581,,0.185,279.9215703,60.20834227,260.0636811,75.06368108,28.86357709,,,
1166,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,6,18,3,2,95,0.5751,0.6711,,0.096,132.5152454,57.98967381,,,,,,
1167,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,6,18,3,2,96,0.5905,0.6867,,0.0962,132.2239124,57.88531989,,,,,,
1168,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,6,18,3,3,97,0.5604,0.6453,,0.0849,143.4325794,62.81739547,,,,,,
1169,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,6,18,3,1,98,0.5947,0.7627,,0.168,56.23273992,25.07784543,,,,Eliminado,,
1170,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,6,18,3,2,99,0.5695,0.6405,,0.071,153.5018192,68.37442108,,,,,,
1171,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,6,18,3,3,100,0.5655,0.6405,,0.075,149.322433,66.56598317,,,,,,
1172,,Sample 8,Cynodon nlemfuensis ,F25 0019,6,18,3,1,101,0.5943,0.7331,,0.1388,95.99599429,40.8848518,,,,,,
1173,,Sample 8,Cynodon nlemfuensis ,F25 0019,6,18,3,2,102,0.58,0.7304,,0.1504,84.02107055,35.84194473,,,,,,
1174,,Sample 8,Cynodon nlemfuensis ,F25 0019,6,18,3,3,103,0.5622,0.7207,,0.1585,76.01480148,32.41364767,,,,,,
1175,,Blank,Blank,Blank,6,18,3,1,104,,,,,,,,,,,,
1176,,Blank,Blank,Blank,6,18,3,2,105,,,,,,,,,,,,
1177,,Blank,Blank,Blank,7,19,1,1,106,,,,,,,,,,,,
1178,,Blank,Blank,Blank,7,19,1,2,107,,,,,,,,,,,,
1179,,ABC-11999-1,Stylosanthes guianensis,F24 3471,7,19,1,1,108,0.6126,0.8089,,0.1963,271.5869749,58.04542324,286.8928444,90.59284441,31.57724083,,,
1180,,ABC-11999-1,Stylosanthes guianensis,F24 3471,7,19,1,2,109,0.5825,0.7766,,0.1941,273.5064671,58.49073662,286.7208463,92.6208463,32.30349223,,,
1181,,ABC-11999-1,Stylosanthes guianensis,F24 3471,7,19,1,3,110,0.5969,0.7876,,0.1907,276.9999697,59.22599693,286.778179,96.07817901,33.50261144,,,
1182,,ABC-12318-1,Stylosanthes hamata,F24 3472,7,19,1,1,111,0.5931,0.7784,,0.1853,285.6823068,60.65669616,260.2422554,74.94225541,28.79711263,,,
1183,,ABC-12318-1,Stylosanthes hamata,F24 3472,7,19,1,2,112,0.5758,0.7829,,0.2071,263.5999997,56.00169957,260.086266,52.98626605,20.37257363,,,
1184,,ABC-12318-1,Stylosanthes hamata,F24 3472,7,19,1,3,113,0.5887,0.8048,,0.2161,254.5999997,54.08965368,260.086266,43.98626605,16.9121833,,,
1185,,ABC-13575-1,Desmodium incanum,F24 3473,7,19,1,1,114,0.5865,0.8545,,0.268,202.8705935,43.08415015,271.2502611,3.250261074,1.198251777,,,
1186,,ABC-13575-1,Desmodium incanum,F24 3473,7,19,1,2,115,0.5983,0.8914,,0.2931,178.0530029,37.79090907,271.4129462,-21.68705384,-7.990427189,,,
1187,,ABC-13575-1,Desmodium incanum,F24 3473,7,19,1,3,116,0.564,0.8452,,0.2812,189.5764571,40.26889073,271.1960327,-10.00396729,-3.688832461,,,
1188,,ABC-13609-1,Desmodium incanum,F24 3474,7,19,1,1,117,0.5892,0.9014,,0.3122,154.8099557,33.14917676,274.5120789,-37.68792106,-13.72905746,,,
1189,,ABC-13609-1,Desmodium incanum,F24 3474,7,19,1,2,118,0.5542,0.8711,,0.3169,150.5769656,32.21056366,274.786591,-42.11340898,-15.32586027,,,
1190,,ABC-13609-1,Desmodium incanum,F24 3474,7,19,1,3,119,0.5852,0.8755,,0.2903,177.3637696,37.9254886,274.8963959,-15.40360415,-5.603421646,,,
1191,,ABC-15551-1,Centrosema molle,F24 3475,7,19,1,1,120,0.6012,0.8334,,0.2322,236.8359539,50.49420027,288.8704427,56.6704427,19.61794435,,,
1192,,ABC-15551-1,Centrosema molle,F24 3475,7,19,1,2,121,0.5648,0.7823,,0.2175,251.2547011,53.60046534,288.6972244,71.19722436,24.66155486,,,
1193,,ABC-15551-1,Centrosema molle,F24 3475,7,19,1,3,122,0.5924,0.8656,,0.2732,196.0234558,41.7761417,288.9859216,15.78592159,5.462522707,,,
1194,,ABC-17024-1,Desmanthus pernambucanus,F24 3476,7,19,1,1,123,0.598,0.914,,0.316,147.0313191,31.75407646,269.6464516,-46.35354842,-17.19049079,,,
1195,,ABC-17024-1,Desmanthus pernambucanus,F24 3476,7,19,1,2,124,0.5717,0.8324,,0.2607,202.5163836,43.71960724,269.7542239,9.054223942,3.356471609,,,
1196,,ABC-17024-1,Desmanthus pernambucanus,F24 3476,7,19,1,3,125,0.5669,0.8376,,0.2707,192.1462546,41.51405628,269.5386792,-1.161320784,-0.430854966,,,
1197,,ABC-17091-1,Crotalaria micans,F24 3477,7,19,1,1,126,0.5669,0.745,,0.1781,295.1805845,62.3690458,235.3801139,57.28011387,24.33515429,,,
1198,,ABC-17091-1,Crotalaria micans,F24 3477,7,19,1,2,127,0.5584,0.7259,,0.1675,305.3077767,64.57334074,235.1449689,67.6449689,28.76734689,,,
1199,,ABC-17091-1,Crotalaria micans,F24 3477,7,19,1,3,128,0.5854,0.7478,,0.1624,310.7860229,65.67945963,235.3330849,72.93308488,30.99142856,,,
1200,,ABC-17365-1,Clitoria ternatea,F24 3478,7,19,1,1,129,0.5699,0.705,,0.1351,332.1150805,71.08398131,241.6589471,106.5589471,44.09476595,,,
1201,,ABC-17365-1,Clitoria ternatea,F24 3478,7,19,1,2,130,0.6327,0.7868,,0.1541,312.9283065,67.00414132,241.5623415,87.46234153,36.20694392,,,
1202,,ABC-17365-1,Clitoria ternatea,F24 3478,7,19,1,3,131,0.6217,0.8055,,0.1838,283.5084675,60.668378,241.70725,57.90724995,23.95759745,,,
1203,,ABC-17451-1,Canavalia sp.,F24 3479,7,19,1,1,132,0.5838,0.7795,,0.1957,262.7020915,57.3082227,225.2685708,29.56857082,13.1259193,,,
1204,,ABC-17451-1,Canavalia sp.,F24 3479,7,19,1,2,133,0.6119,0.7877,,0.1758,282.785379,61.66471762,225.3586422,49.55864222,21.9910103,,,
1205,,ABC-17451-1,Canavalia sp.,F24 3479,7,19,1,3,134,0.6138,0.7892,,0.1754,283.3686665,61.76722326,225.4487136,50.04871362,22.19960044,,,
1206,,ABC-17775-1,Christia obcordata,F24 3480,7,19,1,1,135,0.601,0.8153,,0.2143,257.7757259,54.60474067,259.4903822,45.19038225,17.41505094,,,
1207,,ABC-17775-1,Christia obcordata,F24 3480,7,19,1,2,136,0.5696,0.7702,,0.2006,271.2871219,57.48983376,259.3867105,58.7867105,22.66373261,,,
1208,,ABC-17775-1,Christia obcordata,F24 3480,7,19,1,3,137,0.5949,0.793,,0.1981,273.6928199,58.01123043,259.3348746,61.23487463,23.61227919,,,
1209,,ABC-18016-1,Sesbania emerus,F24 3481,7,19,1,1,138,0.5781,0.8368,,0.2587,207.5998947,44.5206823,262.9072436,4.207243588,1.600276786,,,
1210,,ABC-18016-1,Sesbania emerus,F24 3481,7,19,1,2,139,0.5938,0.8298,,0.236,230.6727855,49.4292345,263.1174853,27.11748529,10.30622699,,,
1211,,ABC-18016-1,Sesbania emerus,F24 3481,7,19,1,3,140,0.5867,0.8117,,0.225,241.3931174,51.7574356,262.959804,37.95980401,14.43559184,,,
1212,,ABC-18044-1,Christia sp.,F24 3482,7,19,1,1,141,0.5749,0.7929,,0.218,250.4281666,53.46138094,256.1326586,38.1326586,14.88785491,,,
1213,,ABC-18044-1,Christia sp.,F24 3482,7,19,1,2,142,0.5861,0.7822,,0.1961,272.3281666,58.13659084,256.1326586,60.0326586,23.43811169,,,
1214,,ABC-18044-1,Christia sp.,F24 3482,7,19,1,3,143,0.5805,0.8059,,0.2254,243.3091672,51.91047759,256.2863075,30.88630746,12.05148561,,,
1215,,ABC-18288-1,Sesbania exasperata,F24 3483,7,19,1,1,144,0.5931,0.7284,,0.1353,329.5358075,70.89294804,237.5481132,102.2481132,43.04311737,,,
1216,,ABC-18288-1,Sesbania exasperata,F24 3483,7,19,1,2,145,0.5914,0.8031,,0.2117,253.1358075,54.45703696,237.5481132,25.84811317,10.88121174,,,
1217,,ABC-18288-1,Sesbania exasperata,F24 3483,7,19,1,3,146,0.6023,0.8412,,0.2389,225.8428961,48.59523362,237.500632,-1.399367962,-0.589205995,,,
1218,,ABC-18447-1,Clitoria ternatea,F24 3484,7,19,1,1,147,0.5789,0.777,,0.1981,266.9394003,57.40145891,251.3540172,53.25401719,21.1868574,,,
1219,,ABC-18447-1,Clitoria ternatea,F24 3484,7,19,1,2,148,0.5743,0.7853,,0.211,253.8535332,54.60935867,251.253556,40.25355595,16.02108906,,,
1220,,ABC-18447-1,Clitoria ternatea,F24 3484,7,19,1,3,149,0.606,0.8107,,0.2047,260.3394003,55.98222433,251.3540172,46.65401719,18.5610788,,,
1221,,ABC-18455-1,Christia obcordata,F24 3485,7,19,1,1,150,0.5889,0.7765,,0.1876,278.9762119,59.79220646,244.6114489,57.01144888,23.30694215,,,
1222,,ABC-18455-1,Christia obcordata,F24 3485,7,19,1,2,151,0.5837,0.7709,,0.1872,279.2830085,59.86992096,244.5625852,57.36258523,23.45517618,,,
1223,,ABC-18455-1,Christia obcordata,F24 3485,7,19,1,3,152,0.598,0.8002,,0.2022,263.9101949,56.61970019,244.3671306,42.16713061,17.25564748,,,
1224,,Blank,Blank,Blank,7,19,1,1,153,,,,,,,,,,,,
1225,,Blank,Blank,Blank,7,19,1,2,154,,,,,,,,,,,,
1226,,ABC-18707-1,Crotalaria pallida,F24 3486,7,19,1,1,155,0.5847,0.8224,,0.2377,226.9873531,48.84732747,241.2961985,3.596198474,1.490366817,,,
1227,,ABC-18707-1,Crotalaria pallida,F24 3486,7,19,1,2,156,0.5859,0.7576,,0.1717,292.7088748,63.02826899,241.1515943,69.45159428,28.7999731,,,
1228,,ABC-18707-1,Crotalaria pallida,F24 3486,7,19,1,3,157,0.5824,0.8328,,0.2504,213.8232227,46.06043219,241.0551915,-9.344808516,-3.87662612,,,
1229,,ABC-18749-1,Arachis pintoi,F24 3487,7,19,1,1,158,0.5792,0.7849,,0.2057,258.343885,55.67229595,239.1163396,33.41633962,13.97492939,,,
1230,,ABC-18749-1,Arachis pintoi,F24 3487,7,19,1,2,159,0.5835,0.7528,,0.1693,294.4657924,63.4945046,238.9730418,69.67304177,29.15518891,,,
1231,,ABC-18749-1,Arachis pintoi,F24 3487,7,19,1,3,160,0.5763,0.7646,,0.1883,275.2803973,59.38137137,238.8775099,50.57750987,21.17298941,,,
1232,,ABC-18813-1,Crotalaria nitens,F24 3488,7,19,1,1,161,0.5564,0.7756,,0.2192,240.1523322,52.28063849,240.5677644,21.36776436,8.882222611,,,
1233,,ABC-18813-1,Crotalaria nitens,F24 3488,7,19,1,2,162,0.557,0.7836,,0.2266,232.6605352,50.65981449,240.5196893,13.91968927,5.787338787,,,
1234,,ABC-18813-1,Crotalaria nitens,F24 3488,7,19,1,3,163,0.5669,0.8229,,0.256,203.6277233,44.30275046,240.7119896,-15.28801036,-6.351162809,,,
1235,,ABC-18848-1,Alysicarpus rugosus,F24 3489,7,19,1,1,164,0.602,0.841,,0.239,233.5124338,49.41932044,228.3851729,-10.61482707,-4.647774169,,,
1236,,ABC-18848-1,Alysicarpus rugosus,F24 3489,7,19,1,2,165,0.5958,0.7885,,0.1927,279.5291529,59.19354008,228.2482514,35.54825136,15.57438059,,,
1237,,ABC-18848-1,Alysicarpus rugosus,F24 3489,7,19,1,3,166,0.6047,0.8418,,0.2371,235.2235799,49.80136286,228.2938919,-8.806108117,-3.857355992,,,
1238,,ABC-18862-1,Alysicarpus rugosus,F24 3490,7,19,1,1,167,0.6019,0.8694,,0.2675,198.2920691,42.57094146,230.2563024,-37.24369763,-16.1748874,,,
1239,,ABC-18862-1,Alysicarpus rugosus,F24 3490,7,19,1,2,168,0.5775,0.823,,0.2455,219.9198077,47.25192268,230.0722813,-15.42771865,-6.705596417,,,
1240,,ABC-18862-1,Alysicarpus rugosus,F24 3490,7,19,1,3,169,0.5658,0.785,,0.2192,246.4990037,52.93097081,230.2102971,11.01029711,4.782712698,,,
1241,,ABC-18931-1,Tephrosia linearis,F24 3491,7,19,1,1,170,0.5799,0.8533,,0.2734,194.6523569,41.58773138,285.9165176,12.51651762,4.377682594,,,
1242,,ABC-18931-1,Tephrosia linearis,F24 3491,7,19,1,2,171,0.5891,0.8522,,0.2631,204.8588213,43.7771043,285.85938,22.75938003,7.9617398,,,
1243,,ABC-18931-1,Tephrosia linearis,F24 3491,7,19,1,3,172,0.5705,0.8331,,0.2626,205.3588213,43.88395131,285.85938,23.25938003,8.136650975,,,
1244,,ABC-19038-1,Canavalia sp.,F24 3492,7,19,1,1,173,0.5922,0.8043,,0.2121,239.2082311,53.00329456,215.0367531,2.936753068,1.365698201,,,
1245,,ABC-19038-1,Canavalia sp.,F24 3492,7,19,1,2,174,0.5692,0.7484,,0.1792,271.8377167,60.26939802,214.9078599,35.70785991,16.61542762,,,
1246,,ABC-19038-1,Canavalia sp.,F24 3492,7,19,1,3,175,0.5885,0.7085,,0.12,331.3082311,73.41063342,215.0367531,95.03675307,44.19558597,,,
1247,,ABC-19118-1,Alysicarpus rugosus,F24 3493,7,19,1,1,176,0.6017,0.7926,,0.1909,273.9805184,58.93568509,206.0007643,15.10076434,7.330440929,,,
1248,,ABC-19118-1,Alysicarpus rugosus,F24 3493,7,19,1,2,177,0.5761,0.7709,,0.1948,270.0805184,58.09675986,206.0007643,11.20076434,5.43724407,,,
1249,,ABC-19118-1,Alysicarpus rugosus,F24 3493,7,19,1,3,178,0.5884,0.7601,,0.1717,293.2734387,63.07315952,206.0419398,34.34193979,16.66745121,,,
1250,,ABC-19127-1,Alysicarpus rugosus,F24 3494,7,19,1,1,179,0.605,0.8459,,0.2409,220.9112162,47.83582738,267.5436493,26.64364934,9.958617744,,,
1251,,ABC-19127-1,Alysicarpus rugosus,F24 3494,7,19,1,2,180,0.551,0.7904,,0.2394,221.9499585,48.10880643,267.2764264,27.87642635,10.42981109,,,
1252,,ABC-19127-1,Alysicarpus rugosus,F24 3494,7,19,1,3,181,0.5831,0.8272,,0.2441,217.1577069,47.07947502,267.2229818,23.12298176,8.653066291,,,
1253,,ABC-19128-1,Alysicarpus rugosus,F24 3495,7,19,1,1,182,0.5698,0.8272,,0.2574,206.1195252,44.46835872,287.2576781,29.8576781,10.39404005,,,
1254,,ABC-19128-1,Alysicarpus rugosus,F24 3495,7,19,1,2,183,0.5861,0.8473,,0.2612,202.4122106,43.65981006,287.3151181,26.11511815,9.089364429,,,
1255,,ABC-19128-1,Alysicarpus rugosus,F24 3495,7,19,1,3,184,0.5365,0.7809,,0.2444,219.2122106,47.28352825,287.3151181,42.91511815,14.93660286,,,
1256,,ABC-19129-1,Alysicarpus rugosus,F24 3496,7,19,1,1,185,0.5805,0.8169,,0.2364,231.1651576,49.44020183,290.2482691,53.84826911,18.55248587,,,
1257,,ABC-19129-1,Alysicarpus rugosus,F24 3496,7,19,1,2,186,0.5728,0.7905,,0.2177,250.0520715,53.45824995,290.3642988,72.6642988,25.02521801,,,
1258,,ABC-19129-1,Alysicarpus rugosus,F24 3496,7,19,1,3,187,0.5674,0.8331,,0.2657,201.7717007,43.16233483,290.1902543,24.49025427,8.439378616,,,
1259,,ABC-19133-1,Alysicarpus rugosus,F24 3497,7,19,1,1,188,0.5897,0.8011,,0.2114,254.6095328,54.63612113,257.0049432,45.60494319,17.74477277,,,
1260,,ABC-19133-1,Alysicarpus rugosus,F24 3497,7,19,1,2,189,0.5704,0.8171,,0.2467,219.2164054,47.05058737,256.9535833,10.25358329,3.990441836,,,
1261,,ABC-19133-1,Alysicarpus rugosus,F24 3497,7,19,1,3,190,0.5858,0.8252,,0.2394,226.423278,48.60711963,256.9022234,17.50222339,6.812795606,,,
1262,,ABC-19137-1,Alysicarpus rugosus,F24 3498,7,19,1,1,191,0.5944,0.8323,,0.2379,231.4282015,49.3105253,267.8439234,29.94392341,11.17961648,,,
1263,,ABC-19137-1,Alysicarpus rugosus,F24 3498,7,19,1,2,192,0.565,0.793,,0.228,241.4219734,51.42962773,267.8974387,39.89743868,14.89280333,,,
1264,,ABC-19137-1,Alysicarpus rugosus,F24 3498,7,19,1,3,193,0.5746,0.8093,,0.2347,234.2531141,49.95235281,267.6298623,32.92986233,12.3042556,,,
1265,,ABC-19138-1,Alysicarpus rugosus,F24 3499,7,19,1,1,194,0.5756,0.7895,,0.2139,249.9243672,53.88340606,250.6169745,36.7169745,14.65063353,,,
1266,,ABC-19138-1,Alysicarpus rugosus,F24 3499,7,19,1,2,195,0.5818,0.7816,,0.1998,264.3024393,56.9491597,250.7672245,50.96722448,20.32451593,,,
1267,,ABC-19138-1,Alysicarpus rugosus,F24 3499,7,19,1,3,196,0.5913,0.8059,,0.2146,249.1316764,53.72323891,250.5668912,35.96689117,14.35420737,,,
1268,,ABC-19139-1,Alysicarpus ovalifolius,F24 3500,7,19,1,1,197,0.5708,0.792,,0.2212,252.4899332,53.30278638,276.1998585,54.99985847,19.91306541,,,
1269,,ABC-19139-1,Alysicarpus ovalifolius,F24 3500,7,19,1,2,198,0.5631,0.7756,,0.2125,261.1899332,55.13943086,276.1998585,63.69985847,23.0629584,,,
1270,,ABC-19139-1,Alysicarpus ovalifolius,F24 3500,7,19,1,3,199,0.5765,0.8034,,0.2269,246.6953277,52.08989896,276.1446957,49.24469573,17.83293197,,,
1271,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,7,19,1,1,200,0.5861,0.6756,,0.0895,139.0152454,60.83412298,,,,,,
1272,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,7,19,1,2,201,0.5745,0.6705,,0.096,132.8805776,58.0567294,,,,,,
1273,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,7,19,1,3,202,0.575,0.6742,,0.0992,129.8632436,56.69318288,,,,,,
1274,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,7,19,1,1,203,0.6105,0.6905,,0.08,144.9502847,64.43658646,,,,,,
1275,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,7,19,1,2,204,0.5956,0.6684,,0.0728,151.4327399,67.53373302,,,,,,
1276,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,7,19,1,3,205,0.5863,0.6567,,0.0704,153.922433,68.61660287,,,,,,
1277,,Sample 8,Cynodon nlemfuensis ,F25 0019,7,19,1,1,206,0.5625,0.8155,,0.253,215.7484102,46.02648361,,,,,,
1278,,Sample 8,Cynodon nlemfuensis ,F25 0019,7,19,1,2,207,0.5965,0.8624,,0.2659,203.4107958,43.34244974,,,,,,
1279,,Sample 8,Cynodon nlemfuensis ,F25 0019,7,19,1,3,208,0.605,0.8696,,0.2646,204.5233339,43.59692199,,,,,,
1280,,Blank,Blank,Blank,7,19,1,1,209,,,,,,,,,,,,
1281,,Blank,Blank,Blank,7,19,1,2,211,,,,,,,,,,,,
1282,,Blank,Blank,Blank,7,20,2,1,1,,,,,,,,,,,,
1283,,Blank,Blank,Blank,7,20,2,2,2,,,,,,,,,,,,
1284,,ABC-11999-1,Stylosanthes guianensis,F24 3471,7,20,2,1,3,0.6054,0.8148,,0.2094,258.5804775,55.25454371,286.9501771,77.55017711,27.02565926,,,
1285,,ABC-11999-1,Stylosanthes guianensis,F24 3471,7,20,2,2,4,0.5866,0.7611,,0.1745,293.4804775,62.71211976,286.9501771,112.4501771,39.18804938,,,
1286,,ABC-11999-1,Stylosanthes guianensis,F24 3471,7,20,2,3,5,0.5863,0.7706,,0.1843,283.5869749,60.61014521,286.8928444,102.5928444,35.75998719,,,
1287,,ABC-12318-1,Stylosanthes hamata,F24 3472,7,20,2,1,6,0.5712,0.7435,,0.1723,298.5882044,63.409574,260.190259,87.89025896,33.77922729,,,
1288,,ABC-12318-1,Stylosanthes hamata,F24 3472,7,20,2,2,7,0.5995,0.7938,,0.1943,276.5882044,58.7375521,260.190259,65.89025896,25.32387616,,,
1289,,ABC-12318-1,Stylosanthes hamata,F24 3472,7,20,2,3,8,0.5824,0.7769,,0.1945,276.2941021,58.68682315,260.1382625,65.6382625,25.2320677,,,
1290,,ABC-13575-1,Desmodium incanum,F24 3473,7,20,2,1,9,0.5873,0.8499,,0.2626,208.36473,44.24210917,271.3044894,8.704489435,3.208383854,,,
1291,,ABC-13575-1,Desmodium incanum,F24 3473,7,20,2,2,10,0.599,0.8417,,0.2427,228.4530029,48.48807107,271.4129462,28.71294616,10.57906285,,,
1292,,ABC-13575-1,Desmodium incanum,F24 3473,7,20,2,3,11,0.5746,0.8245,,0.2499,221.06473,46.93870176,271.3044894,21.40448944,7.889471155,,,
1293,,ABC-13609-1,Desmodium incanum,F24 3474,7,20,2,1,12,0.5926,0.8495,,0.2569,210.2033577,45.00146578,274.5669814,17.66698136,6.434488688,,,
1294,,ABC-13609-1,Desmodium incanum,F24 3474,7,20,2,2,13,0.5559,0.8325,,0.2766,190.4099557,40.77214059,274.5120789,-2.08792106,-0.760593511,,,
1295,,ABC-13609-1,Desmodium incanum,F24 3474,7,20,2,3,14,0.5548,0.8337,,0.2789,188.5769656,40.33930642,274.786591,-4.113408981,-1.496946764,,,
1296,,ABC-15551-1,Centrosema molle,F24 3475,7,20,2,1,15,0.5574,0.7896,,0.2322,236.8359539,50.49420027,288.8704427,56.6704427,19.61794435,,,
1297,,ABC-15551-1,Centrosema molle,F24 3475,7,20,2,2,16,0.5777,0.7901,,0.2124,256.448452,54.69751493,288.7549638,76.35496381,26.44282294,,,
1298,,ABC-15551-1,Centrosema molle,F24 3475,7,20,2,3,17,0.5595,0.8128,,0.2533,215.7359539,45.99561123,288.8704427,35.5704427,12.3136318,,,
1299,,ABC-17024-1,Desmanthus pernambucanus,F24 3476,7,20,2,1,18,0.5579,0.8305,,0.2726,190.0611902,41.07999422,269.4309069,-3.169093146,-1.176217377,,,
1300,,ABC-17024-1,Desmanthus pernambucanus,F24 3476,7,20,2,2,19,0.5535,0.832,,0.2785,184.6238513,39.86489808,269.7003378,-8.79966224,-3.262755365,,,
1301,,ABC-17024-1,Desmanthus pernambucanus,F24 3476,7,20,2,3,20,0.5723,0.8268,,0.2545,208.5313191,45.03611538,269.6464516,15.14645158,5.617152197,,,
1302,,ABC-17091-1,Crotalaria micans,F24 3477,7,20,2,1,21,0.5888,0.7307,,0.1419,331.1914614,70.00579981,235.2860559,93.38605588,39.69043364,,,
1303,,ABC-17091-1,Crotalaria micans,F24 3477,7,20,2,2,22,0.568,0.7122,,0.1442,328.9860229,69.52572709,235.3330849,91.13308488,38.72514777,,,
