31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24_h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubaed_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
1231,45715,Genetic bank,ABC-18749-1,Arachis,pintoi,Arachis pintoi,Fabaceae,Fabales,Herbaceous,F24 3487,7,19,1,3,160,0.5001,463.5803973,275.2803973,0.363888889,40.5,0.710416667,68.5,12.4,40,0.376388889,88,18.8,Embolo duro 8H,28,48,18.65889244,38.64529502,57.30418746,2.313702663,7.265315463,9.579018126,123.6121885,59.38137137,4.803844353,12.4,16.71608752,20.66312161,34.79731292,189.3928378,11.46838999,19.3131107
1232,45715,Genetic bank,ABC-18813-1,Crotalaria,nitens,Crotalaria nitens,Fabaceae,Fabales,Herbaceous,F24 3488,7,19,1,1,161,0.5004,459.3523322,240.1523322,0.363888889,40.5,0.711111111,77.5,15.3,40,0.377083333,70,21,,37,30,26.62395325,22.71517341,49.33912665,4.073464847,4.770186415,8.843651262,107.4102017,52.28063849,4.867381092,15.3,17.92421525,19.25243575,36.82517335,413.8781724,10.68543493,20.43860832
1233,45715,Genetic bank,ABC-18813-1,Crotalaria,nitens,Crotalaria nitens,Fabaceae,Fabales,Herbaceous,F24 3488,7,19,1,2,162,0.5003,459.2605352,232.6605352,0.364583333,40.5,0.711805556,76,16.1,40,0.377777778,76.5,20.5,,35.5,36.5,25.29644311,28.46771732,53.76416043,4.072727341,5.835882051,9.908609392,117.0667983,50.65981449,4.327428035,16.1,18.4297668,21.57513793,42.58826872,711.8412776,11.97457482,23.63722596
1234,45715,Genetic bank,ABC-18813-1,Crotalaria,nitens,Crotalaria nitens,Fabaceae,Fabales,Herbaceous,F24 3488,7,19,1,3,163,0.5007,459.6277233,203.6277233,0.364583333,40.5,0.7125,78,15.8,40,0.378472222,75.5,21,,37.5,35.5,27.06645662,27.58271056,54.64916719,4.276500147,5.792369219,10.06886937,118.8987618,44.30275046,3.726090145,15.8,18.4245614,21.90657538,49.44743871,-658.6121495,12.15852834,27.44418397
1235,45715,Genetic bank,ABC-18848-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3489,7,19,1,1,164,0.5004,472.5124338,233.5124338,0.365277778,40.5,0.713194444,83,16.7,40,0.379166667,66,21.9,Residuo de muestra en manguera 8H,42.5,26,31.4914904,19.17514638,50.66663679,5.259078898,4.199357058,9.458435955,107.2281556,49.41932044,4.608800753,16.7,18.66797671,20.01732712,40.50506349,-891.058883,11.10996287,22.48101102
1236,45715,Genetic bank,ABC-18848-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3489,7,19,1,2,165,0.5001,472.2291529,279.5291529,0.365972222,40,0.713888889,83.5,16.8,40,0.379861111,66.5,22.4,,43.5,26.5,32.37649716,19.61764976,51.99414692,5.439251523,4.394353546,9.833605069,110.1036363,59.19354008,5.37616577,16.8,18.9129078,20.82379923,35.17917529,276.6269702,11.55756884,19.52505092
1237,45715,Genetic bank,ABC-18848-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3489,7,19,1,3,166,0.5002,472.3235799,235.2235799,0.366666667,40,0.672916667,82.5,16.5,40,0.380555556,66.5,21.2,,42.5,26.5,31.4914904,19.61764976,51.10914016,5.196095917,4.158941749,9.355037666,108.2078946,49.80136286,4.602377953,16.5,18.3040404,19.80641675,39.7708328,-1062.335091,10.99290397,22.07350028
1238,45715,Genetic bank,ABC-18862-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3490,7,19,1,1,167,0.5005,465.7920691,198.2920691,0.366666667,40.5,0.673611111,85.5,17.1,40,0.38125,74.5,21.4,,45,34.5,33.70400729,26.69770381,60.4017111,5.763385247,5.713308615,11.47669386,129.6752674,42.57094146,3.282888273,17.1,19.0006105,24.63909247,57.8777251,-308.1513005,13.6751226,32.12313877
1239,45715,Genetic bank,ABC-18862-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3490,7,19,1,2,168,0.5001,465.4198077,219.9198077,0.367361111,41,0.715277778,83,17.2,40,0.381944444,75,21.2,,42,35,31.04898703,27.14020719,58.18919421,5.340425769,5.753723924,11.09414969,125.0251778,47.25192268,3.77939256,17.2,19.06565272,23.83686622,50.44634137,-719.1050045,13.22987316,27.99859223
1240,45715,Genetic bank,ABC-18862-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3490,7,19,1,3,169,0.5004,465.6990037,246.4990037,0.368055556,40,0.715972222,84.5,17.4,40,0.382638889,75,21.3,Residuo en manguera 8H,44.5,35,33.26150392,27.14020719,60.4017111,5.787501681,5.780864131,11.56836581,129.7011817,52.93097081,4.08099372,17.4,19.15238095,24.84086442,46.93067979,1050.686071,13.78710953,26.04733923
1241,45715,Genetic bank,ABC-18931-1,Tephrosia,linearis,Tephrosia linearis,Fabaceae,Fabales,Shrub,F24 3491,7,19,1,1,170,0.5004,468.0523569,194.6523569,0.368055556,41,0.716666667,80.5,16.5,40,0.383333333,74.5,20.3,,39.5,34.5,28.83647014,26.69770381,55.53417394,4.758017572,5.419633873,10.17765145,118.6494911,41.58773138,3.505091426,16.5,18.32682603,21.74468581,52.28629957,813.1376275,12.06867683,29.01980087
1242,45715,Genetic bank,ABC-18931-1,Tephrosia,linearis,Tephrosia linearis,Fabaceae,Fabales,Shrub,F24 3491,7,19,1,2,171,0.5003,467.9588213,204.8588213,0.36875,40.5,0.717361111,82,16.4,40,0.384027778,73.5,20.2,,41.5,33.5,30.60648365,25.81269705,56.4191807,5.019463318,5.214164805,10.23362812,120.5644132,43.7771043,3.631013757,16.4,18.13856209,21.86865095,49.95453971,449.6444151,12.13747963,27.7256338
1243,45715,Genetic bank,ABC-18931-1,Tephrosia,linearis,Tephrosia linearis,Fabaceae,Fabales,Shrub,F24 3491,7,19,1,3,172,0.5003,467.9588213,205.3588213,0.36875,40,0.718055556,80,16.5,40,0.384027778,73.5,20.2,Residuo de muestra despues del clip 8H,40,33.5,29.27897351,25.81269705,55.09167057,4.83103063,5.214164805,10.04519543,117.7276035,43.88395131,3.727583847,16.5,18.23360107,21.46598157,48.91533449,431.8771791,11.91399116,27.14885693
1244,45715,Genetic bank,ABC-19038-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Shrub,F24 3492,7,19,1,1,173,0.5005,451.3082311,239.2082311,0.369444444,40,0.71875,85,17.5,40,0.384722222,83.5,21.4,,45,43.5,33.70400729,34.66276461,68.36677191,5.898201277,7.417831627,13.3160329,151.4857634,53.00329456,3.498896093,17.5,19.47734628,29.50540669,55.66711831,4534.270534,16.37601119,30.89621376
1245,45715,Genetic bank,ABC-19038-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Shrub,F24 3492,7,19,1,2,174,0.5002,451.0377167,271.8377167,0.369444444,40,0.719444444,83.5,17.2,40,0.385416667,83,21.2,Embolo duro 8H,43.5,43,32.37649716,34.22026124,66.5967584,5.568757512,7.254695382,12.82345289,147.6523047,60.26939802,4.081846073,17.2,19.25537099,28.43099905,47.17319233,359.121295,15.77969636,26.18193789
1246,45715,Genetic bank,ABC-19038-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Shrub,F24 3492,7,19,1,3,175,0.5005,451.3082311,331.3082311,0.370138889,40.5,0.720138889,81.5,17.2,40,0.386111111,83,21.1,,41,43,30.16398027,34.22026124,64.38424151,5.188204606,7.220475121,12.40867973,142.66135,73.41063342,5.145796912,17.2,19.27285223,27.49491117,37.45358117,130.5671682,15.26015139,20.78738553
1247,45715,Genetic bank,ABC-19118-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Climber,F24 3493,7,19,1,1,176,0.5003,464.8805184,273.9805184,0.370833333,40,0.720833333,86,18,40,0.386805556,82,21.5,Residuo de muestra despues del clip 8H,46,42,34.58901405,33.33525448,67.92426853,6.226022529,7.167079713,13.39310224,146.111239,58.93568509,4.033617502,18,19.71769815,28.80977308,48.88341084,886.9155188,15.9899225,27.13113875
1248,45715,Genetic bank,ABC-19118-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Climber,F24 3493,7,19,1,2,177,0.5003,464.8805184,270.0805184,0.371527778,40,0.721527778,84.5,18.1,40,0.3875,82,21.3,Embolo duro 8H,44.5,42,33.26150392,33.33525448,66.5967584,6.020332209,7.100409204,13.12074141,143.2556448,58.09675986,4.055460429,18.1,19.70177187,28.22390032,48.58085097,1171.414826,15.66475298,26.96321279
1249,45715,Genetic bank,ABC-19118-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Climber,F24 3493,7,19,1,3,178,0.5004,464.9734387,293.2734387,0.372222222,40,0.722222222,83,18.4,40,0.388194444,82,21.3,Embolo duro 0h,43,42,31.93399378,33.33525448,65.26924826,5.875854856,7.100409204,12.97626406,140.3719929,63.07315952,4.493286602,18.4,19.88112994,27.90753832,44.24629832,377.8547205,15.4891666,24.55746108
1250,45715,Genetic bank,ABC-19127-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3494,7,19,1,1,179,0.5006,461.8112162,220.9112162,0.372222222,40,0.722916667,81.5,17.8,40,0.388888889,78,22,Residuo de muestra manguera 8H,41.5,38,30.60648365,29.79522746,60.4017111,5.447954089,6.55495004,12.00290413,130.7930795,47.83582738,3.657366855,17.8,19.87179487,25.99093246,54.3336112,450.497752,14.42541719,30.15609425
1251,45715,Genetic bank,ABC-19127-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3494,7,19,1,2,180,0.5001,461.3499585,221.9499585,0.372916667,40,0.723611111,79.5,17.5,40,0.389583333,78.5,21.8,,39.5,38.5,28.83647014,30.23773083,59.07420097,5.046382274,6.591825322,11.6382076,128.0463992,48.10880643,3.757138562,17.5,19.70099875,25.22641952,52.4361783,417.4928109,14.00109927,29.10298616
1252,45715,Genetic bank,ABC-19127-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3494,7,19,1,3,181,0.5,461.2577069,217.1577069,0.373611111,40,0.724305556,81,18,40,0.390277778,78,21.9,Residuo muestra en manguera 8H,41,38,30.16398027,29.79522746,59.95920773,5.429516449,6.525154813,11.95467126,129.9906903,47.07947502,3.621757444,18,19.93800738,25.91755342,55.05064237,517.0038789,14.38469055,30.55405895
1253,45715,Genetic bank,ABC-19128-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3495,7,19,1,1,182,0.5001,463.5195252,206.1195252,0.373611111,40,0.725,79,17.7,40,0.390972222,75,22.1,Residuo muestra en manguera 8H,39,35,28.39396676,27.14020719,55.53417394,5.025732116,5.997985788,11.0237179,119.8097835,44.46835872,3.711579925,17.7,19.85033201,23.78263979,53.48216233,369.2088135,13.19977655,29.68352539
1254,45715,Genetic bank,ABC-19128-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3495,7,19,1,2,183,0.5002,463.6122106,202.4122106,0.374305556,40,0.725694444,80.5,17.5,39.5,0.391666667,78.5,21.8,,40.5,39,29.72147689,30.68023421,60.4017111,5.201258456,6.688291058,11.88954951,130.2849876,43.65981006,3.351100604,17.5,19.68412698,25.6454624,58.7392899,455.2745826,14.23367533,32.60132214
1255,45715,Genetic bank,ABC-19128-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3495,7,19,1,3,184,0.5002,463.6122106,219.2122106,0.374305556,41,0.725694444,80,17.6,40,0.396527778,77,20.8,,39,37,28.39396676,28.9102207,57.30418746,4.997338149,6.013325905,11.01066405,123.6037062,47.28352825,3.825413469,17.6,19.21441441,23.74972834,50.22833366,256.5684199,13.18151012,27.87759419
1256,45715,Genetic bank,ABC-19129-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3496,7,19,1,1,185,0.5003,467.5651576,231.1651576,0.375694444,40,0.725694444,86.5,18.3,40,0.397222222,76,22.7,Residuo muestra en manguera 8H,46.5,36,35.03151743,28.02521394,63.05673137,6.410767689,6.361723565,12.77249125,134.8619125,49.44020183,3.665987002,18.3,20.25555556,27.31702961,55.25266604,237.1940912,15.16142405,30.66618558
1257,45715,Genetic bank,ABC-19129-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3496,7,19,1,2,186,0.5005,467.7520715,250.0520715,0.375,39,0.727083333,84,18.2,39.5,0.397916667,75,22.6,,45,35.5,33.70400729,27.58271056,61.28671786,6.134129328,6.233692588,12.36782192,131.0239368,53.45824995,4.080036919,18.2,20.18026474,26.44097732,49.46098562,170.2049303,14.67519987,27.45170275
1258,45715,Genetic bank,ABC-19129-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3496,7,19,1,3,187,0.5002,467.4717007,201.7717007,0.376388889,39,0.727777778,85,18.6,39.5,0.398611111,76.5,22.7,,46,37,34.58901405,28.9102207,63.49923475,6.433556613,6.562620099,12.99617671,135.8354627,43.16233483,3.17754539,18.6,20.46666667,27.80099136,64.41030466,530.6672839,15.43003119,35.74883345
1259,45715,Genetic bank,ABC-19133-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3497,7,19,1,1,188,0.5004,466.0095328,254.6095328,0.376388889,40,0.728472222,88.5,17.9,40,0.399305556,78,22.5,Residuo en manguera 8H,48.5,38,36.80153094,29.79522746,66.5967584,6.587474038,6.703926177,13.29140022,142.9085753,54.63612113,3.823152042,17.9,19.95802879,28.5217346,52.20307374,291.4464812,15.83005616,28.97360909
1260,45715,Genetic bank,ABC-19133-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3497,7,19,1,2,189,0.5003,465.9164054,219.2164054,0.377083333,40,0.729166667,86,18.1,40,0.4,78.5,22.3,,46,38.5,34.58901405,30.23773083,64.82674488,6.260611543,6.743013976,13.00362552,139.1381461,47.05058737,3.381573544,18.1,20.05904437,27.90978246,59.31866958,1268.203042,15.49041213,32.92288789
1261,45715,Genetic bank,ABC-19133-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3497,7,19,1,3,190,0.5002,465.823278,226.423278,0.377083333,40,0.729861111,87,17.8,40,0.400694444,78.5,22.4,,47,38.5,35.47402081,30.23773083,65.71175164,6.314375704,6.773251707,13.08762741,141.0658392,48.60711963,3.445704495,17.8,19.91672278,28.09569214,57.80159851,747.7694188,15.59359522,32.0808872
1262,45715,Genetic bank,ABC-19137-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3498,7,19,1,1,191,0.5005,469.3282015,231.4282015,0.377777778,39.5,0.730555556,88,17.8,40,0.401388889,80,22.1,,48.5,40,36.80153094,31.56524097,68.36677191,6.550672507,6.975918254,13.52659076,145.6694307,49.3105253,3.385097688,17.8,19.78532902,28.82117613,58.4483251,451.7307427,15.99625139,32.43983165
1263,45715,Genetic bank,ABC-19137-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3498,7,19,1,2,192,0.5006,469.4219734,241.4219734,0.378472222,40,0.73125,88.5,16.7,40,0.402083333,80,20,,48.5,40,36.80153094,31.56524097,68.36677191,6.145855667,6.313048193,12.45890386,145.6403317,51.42962773,3.531276476,16.7,18.2236246,26.54094731,51.60633759,312.2732755,14.73068494,28.6424102
1264,45715,Genetic bank,ABC-19137-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3498,7,19,1,3,193,0.5001,468.9531141,234.2531141,0.378472222,40,0.732638889,86,17.7,40,0.402777778,79.5,20,Residuo de muestra en manguera 8H,46,39.5,34.58901405,31.12273759,65.71175164,6.122255487,6.224547518,12.346803,140.1243529,49.95235281,3.564858769,17.7,18.78933782,26.32843803,52.70710297,374.9424423,14.61273862,29.25335404
1265,45715,Genetic bank,ABC-19138-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3499,7,19,1,1,194,0.5004,463.8243672,249.9243672,0.379861111,40,0.733333333,83,17.7,40,0.403472222,77,21.7,Embolo duro 8H,43,37,31.93399378,28.9102207,60.84421448,5.652316899,6.273517892,11.92583479,131.1794265,53.88340606,4.107611041,17.7,19.60060606,25.71196262,47.71777529,324.8043978,14.2705841,26.48419085
1266,45715,Genetic bank,ABC-19138-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3499,7,19,1,2,195,0.5007,464.1024393,264.3024393,0.379861111,40,0.734027778,83,17.7,40,0.403472222,76.5,21.6,Embolos trocados con la 196,43,36.5,31.93399378,28.46771732,60.4017111,5.652316899,6.149026941,11.80134384,130.1473683,56.9491597,4.375744238,17.7,19.53809524,25.42831677,44.65090777,231.5477047,14.11315574,24.78202632
1267,45715,Genetic bank,ABC-19138-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3499,7,19,1,3,196,0.5003,463.7316764,249.1316764,0.380555556,40,0.734027778,81.5,17.5,40,0.404166667,77.5,21.4,Embolos trocados con la 195. residuo d emuestra manguera 8H,41.5,37.5,30.60648365,29.35272408,59.95920773,5.356134638,6.281482952,11.63761759,129.2972009,53.72323891,4.155019486,17.5,19.40922509,25.09558476,46.71271738,323.5647345,13.92848372,25.92636632
1268,45715,Genetic bank,ABC-19139-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3500,7,19,1,1,197,0.5007,473.6899332,252.4899332,0.380555556,40.5,0.734722222,88.5,16.1,40,0.404861111,76,21.7,Residuo de muestra en manguera 8H,48,36,36.35902756,28.02521394,64.38424151,5.853803438,6.081471426,11.93527486,135.9206455,53.30278638,3.921610744,16.1,18.53757159,25.19638697,47.27029989,217.0055559,13.98443069,26.23583426
1269,45715,Genetic bank,ABC-19139-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3500,7,19,1,2,198,0.5007,473.6899332,261.1899332,0.38125,40,0.735416667,80.5,16.3,40,0.405555556,77,21.8,,40.5,37,29.72147689,28.9102207,58.63169759,4.844600733,6.302428112,11.14702885,123.7765329,55.13943086,4.454756454,16.3,19.01194969,23.53233215,42.67786552,174.9929923,13.06085148,23.68695374
1270,45715,Genetic bank,ABC-19139-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3500,7,19,1,3,199,0.5006,473.5953277,246.6953277,0.381944444,40,0.736805556,82,15.8,40,0.40625,75,22.2,Embolo duro 0h. Residuo muestra manguera 8H,42,35,31.04898703,27.14020719,58.18919421,4.90573995,6.025125995,10.93086595,122.8669094,52.08989896,4.239538475,15.8,18.78504436,23.08060343,44.30917297,221.9704231,12.81013422,24.59235759
1271,45715,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer Heustandard,Fabaceae,Fabales,Herbaceous,F25 0017,7,19,1,1,200,0.2502,228.5152454,139.0152454,0.381944444,39.5,0.7375,73,18,40,0.406944444,66,20,,33.5,26,23.5264296,19.17514638,42.70157598,4.234757328,3.835029276,8.069786604,186.8653267,60.83412298,3.255506202,18,18.89810017,35.31399662,58.04965189,#DIV/0!,19.59987909,32.21856112
1272,45715,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer Heustandard,Fabaceae,Fabales,Herbaceous,F25 0017,7,19,1,2,201,0.2506,228.8805776,132.8805776,0.382638889,40,0.738194444,73,18.7,40,0.407638889,67.5,21.1,,33,27.5,23.08392622,20.50265652,43.58658274,4.316694203,4.326060525,8.642754728,190.4337328,58.0567294,3.048657848,18.7,19.82893401,37.7609792,65.04151989,#DIV/0!,20.95799676,36.09916883
1273,45715,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer Heustandard,Fabaceae,Fabales,Herbaceous,F25 0017,7,19,1,3,202,0.2508,229.0632436,129.8632436,0.383333333,39.5,0.738888889,73,18.6,40,0.408333333,66.5,22.2,,33.5,26.5,23.5264296,19.61764976,43.14407936,4.375915906,4.355118247,8.731034152,188.3500761,56.69318288,3.009989912,18.6,20.23692308,38.11626001,67.23252792,#DIV/0!,21.15518376,37.31521619
1274,45715,LMF,Homenheim Concentrate,Homenheim Concentrate,Homenheim Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25 0018,7,19,1,1,203,0.2508,224.9502847,144.9502847,0.383333333,39,0.739583333,77,19.2,40,0.409027778,75,22.7,Embolo duro 0h. Residuo muestra manguera 8H,38,35,27.50896,27.14020719,54.64916719,5.28172032,6.160827031,11.44254735,242.9388665,64.43658646,2.652378657,19.2,20.93819163,50.86700543,78.94118578,#DIV/0!,28.23206806,43.81372387
1275,45715,LMF,Homenheim Concentrate,Homenheim Concentrate,Homenheim Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25 0018,7,19,1,2,204,0.25,224.2327399,151.4327399,0.384027778,39.5,0.740277778,79,18.8,40,0.409722222,71,23.3,,39.5,31,28.83647014,23.60018016,52.4366503,5.421256386,5.498841978,10.92009836,233.8492154,67.53373302,2.887917879,18.8,20.82531646,48.69983914,72.11187204,#DIV/0!,27.02925328,40.02333659
1276,45715,LMF,Homenheim Concentrate,Homenheim Concentrate,Homenheim Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25 0018,7,19,1,3,205,0.2501,224.322433,153.922433,0.384027778,39,0.740972222,81.5,19,40,0.410416667,71,23.6,,42.5,31,31.4914904,23.60018016,55.09167057,5.983383177,5.569642518,11.5530257,245.5914454,68.61660287,2.793932938,19,20.97054886,51.50187407,75.05745244,#DIV/0!,28.58443114,41.65818468
1277,45715,LMF,Sample 8,Sample 8,Sample 8,Cynodon nlemfuensis ,,,,F25 0019,7,19,1,1,206,0.5001,468.7484102,215.7484102,0.384722222,40,0.741666667,73.5,17.3,40,0.411111111,79.5,20.5,,33.5,39.5,23.5264296,31.12273759,54.64916719,4.070072321,6.380161206,10.45023353,116.5852854,46.02648361,3.947881025,17.3,19.12240216,22.29390714,48.43712878,#DIV/0!,12.37350417,26.88344448
1278,45715,LMF,Sample 8,Sample 8,Sample 8,Cynodon nlemfuensis ,,,,F25 0019,7,19,1,2,207,0.5007,469.3107958,203.4107958,0.385416667,40,0.742361111,70.5,18.3,39.5,0.411805556,79,20.7,,30.5,39.5,20.87140933,31.12273759,51.99414692,3.819467908,6.442406681,10.26187459,110.7883036,43.34244974,3.912186425,18.3,19.73659574,21.86583961,50.44901648,#DIV/0!,12.13591929,28.00007697
1279,45715,LMF,Sample 8,Sample 8,Sample 8,Cynodon nlemfuensis ,,,,F25 0019,7,19,1,3,208,0.5005,469.1233339,204.5233339,0.385416667,40.5,0.74375,72,18.8,40,0.4125,81.5,20.7,,31.5,41.5,21.75641609,32.8927511,54.64916719,4.090206224,6.808799478,10.8990057,116.4921104,43.59692199,3.742478512,18.8,19.94358974,23.23270858,53.28979092,#DIV/0!,12.89455521,29.57675593
1280,45715,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,7,19,1,1,209,,,,0.386111111,39,0.744444444,46,-,39.5,0.40625,45.5,,,7,6,,,,,,,,,,,,,,,,
1281,45715,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,7,19,1,2,211,,,,0.386805556,39,0.744444444,45,-,40,0.413194444,46,,,6,6,,,,,,,,,,,,,,,,
1282,,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,7,20,2,1,1,,,,0.340277778,41,0.686111111,45.5,,41,0.345138889,46,,,4.5,5,,,,,,,,,,,,,,,,
1283,,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,7,20,2,2,2,,,,0.340972222,41.5,0.686805556,49,,44,0.345833333,50,,,7.5,6,,,,,,,,,,,,,,,,
1284,,Genetic bank,ABC-11999-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24 3471,7,20,2,1,3,0.5005,467.9804775,258.5804775,0.347916667,40,0.686805556,83,12,39.5,0.346527778,95.5,20.1,,43,56,33.92525898,45.35659625,79.28185523,4.071031078,9.116675846,13.18770692,169.4127406,55.25454371,3.261534139,12,16.63395349,28.18003647,51.00039668,170.0538595,15.64040779,28.30610252
1285,,Genetic bank,ABC-11999-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24 3471,7,20,2,2,4,0.5005,467.9804775,293.4804775,0.347916667,40,0.6875,84,12.3,40,0.347222222,93,20.3,,44,53,34.81026574,42.70157598,77.51184172,4.281662686,8.668419924,12.95008261,165.6305027,62.71211976,3.786266343,12.3,16.70723121,27.67227103,44.12587414,115.1628476,15.35858918,24.49062357
1286,,Genetic bank,ABC-11999-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24 3471,7,20,2,3,5,0.5004,467.8869749,283.5869749,0.348611111,40,0.188888889,85,12.5,40,0.348611111,95,20.4,,45,55,35.6952725,44.47158949,80.16686199,4.461909062,9.072204257,13.53411332,171.3380929,60.61014521,3.537458843,12.5,16.8824287,28.92603138,47.72473533,131.9206363,16.05444787,26.4880538
