31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24_h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubaed_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
1172,,LMF,Sample 8,Sample 8,Sample 8,Cynodon nlemfuensis ,,,,F25 0019,6,18,3,1,101,0.2505,234.7959943,95.99599429,0.386111111,40.5,0.741666667,59.5,18.5,40,0.430555556,62,21,Residuo de muestra,19,22,11.87384064,16.07762274,27.95146338,2.196660519,3.376300774,5.572961294,119.0457421,40.8848518,3.434381699,18.5,19.93799472,23.73533378,58.05410252,#DIV/0!,13.17352089,32.22103129
1173,,LMF,Sample 8,Sample 8,Sample 8,Cynodon nlemfuensis ,,,,F25 0019,6,18,3,2,102,0.2501,234.4210705,84.02107055,0.386805556,40.5,0.742361111,60.5,17.5,40,0.43125,60.5,20.9,Residuo de muestra,20,20.5,12.7588474,14.7501126,27.50896,2.232798295,3.082773534,5.315571829,117.3484958,35.84194473,3.054316504,17.5,19.3230563,22.6753159,63.26474769,#DIV/0!,12.58519263,35.11302951
1174,,LMF,Sample 8,Sample 8,Sample 8,Cynodon nlemfuensis ,,,,F25 0019,6,18,3,3,103,0.2502,234.5148015,76.01480148,0.3875,40.5,0.743055556,60,17.7,40,0.431944444,59,20.8,,19.5,19,12.31634402,13.42260247,25.73894649,2.179992892,2.791901313,4.971894205,109.7540382,32.41364767,2.953298866,17.7,19.31661891,21.20076931,65.40692218,#DIV/0!,11.76679376,36.30197342
1175,,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,6,18,3,1,104,,,,0.388194444,40,0.74375,45.5,-,39.5,0.432638889,45,,,5.5,5.5,,,,,,,,,,,,,,,,
1176,,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,6,18,3,2,105,,,,0.388194444,39.5,0.74375,45,-,39.5,0.433333333,45,,,5.5,5.5,,,,,,,,,,,,,,,,
1177,45715,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,7,19,1,1,106,,,,0.338194444,39,0.671527778,45.5,,39.5,0.338194444,46.5,-,,6.5,7,,,,,,,,,,,,,,,,
1178,45715,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,7,19,1,2,107,,,,0.338194444,39,0.671527778,47,,40,0.338888889,47,-,,8,7,,,,,,,,,,,,,,,,
1179,45715,Genetic bank,ABC-11999-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24 3471,7,19,1,1,108,0.5004,467.8869749,271.5869749,0.338888889,39.5,0.672222222,88,14.8,40,0.340972222,94.5,19.8,,48.5,54.5,36.80153094,44.39783893,81.19936987,5.446626579,8.790772108,14.23739869,173.5448393,58.04542324,3.344693134,14.8,17.53387829,30.42914091,52.4229805,157.1580932,16.88869966,29.09566115
1180,45715,Genetic bank,ABC-11999-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24 3471,7,19,1,2,109,0.5001,467.6064671,273.5064671,0.339583333,39.5,0.672916667,88.5,15.6,40,0.341666667,94,20.5,,49,54,37.24403432,43.95533555,81.19936987,5.810069354,9.010843788,14.82091314,173.6489454,58.49073662,3.368332384,15.6,18.25249773,31.69526982,54.18852907,160.0170343,17.59142311,30.07557115
1181,45715,Genetic bank,ABC-11999-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24 3471,7,19,1,3,110,0.5002,467.6999697,276.9999697,0.339583333,39,0.673611111,84.5,15.2,39.5,0.342361111,95,20.1,,45.5,55.5,34.14651067,45.28284569,79.42935636,5.190269622,9.101851983,14.29212161,169.8297231,59.22599693,3.487375227,15.2,17.99350046,30.55831202,51.59611252,148.7551258,16.96039186,28.63673512
1182,45715,Genetic bank,ABC-12318-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24 3472,7,19,1,1,111,0.5005,470.9823068,285.6823068,0.340277778,40,0.674305556,93.5,16.1,39.5,0.343055556,93,21.3,Muestra en la manguera,53.5,53.5,41.22656472,43.51283217,84.7393969,6.63747692,9.268233253,15.90571017,179.9205526,60.65669616,3.371304461,16.1,18.77014795,33.77135392,55.67621724,212.2395448,18.74368571,30.90126382
1183,45715,Genetic bank,ABC-12318-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24 3472,7,19,1,2,112,0.5002,470.6999997,263.5999997,0.340972222,40.5,0.675,89,16.3,40,0.343055556,94.5,20.7,,48.5,54.5,36.80153094,44.39783893,81.19936987,5.998649543,9.190352659,15.1890022,172.5076905,56.00169957,3.246330607,16.3,18.7058129,32.26896582,57.62140447,286.6592295,17.90983432,31.98087639
1184,45715,Genetic bank,ABC-12318-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24 3472,7,19,1,3,113,0.5002,470.6999997,254.5999997,0.341666667,40,0.675694444,93,16.3,40,0.344444444,94,20.9,,53,54,40.78406134,43.95533555,84.7393969,6.647801999,9.18666513,15.83446713,180.0284618,54.08965368,3.004505685,16.3,18.68607485,33.64025311,62.19350804,359.9866175,18.67092249,34.51847298
1185,45715,Genetic bank,ABC-13575-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F24 3473,7,19,1,1,114,0.5002,470.8705935,202.8705935,0.341666667,41,0.676388889,77.5,16.1,40.5,0.345138889,76,20.2,,36.5,35.5,26.18144987,27.58271056,53.76416043,4.215213429,5.571707534,9.786920963,114.1803314,43.08415015,3.773342537,16.1,18.20342936,20.78473597,48.24218628,3011.118412,11.53588806,26.77524802
1186,45715,Genetic bank,ABC-13575-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F24 3473,7,19,1,2,115,0.5005,471.1530029,178.0530029,0.342361111,40.5,0.677083333,77.5,16,40.5,0.345138889,76.5,20,Embolo duro 8h,37,36,26.62395325,28.02521394,54.64916719,4.259832519,5.605042789,9.864875308,115.9902767,37.79090907,3.258110088,16,18.05128205,20.937732,55.40415015,-454.8739252,11.62080351,30.75026188
1187,45715,Genetic bank,ABC-13575-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F24 3473,7,19,1,3,116,0.5001,470.7764571,189.5764571,0.342361111,40.5,0.677777778,76.5,16.5,40,0.345833333,75,20.1,Muestra en manguera,36,35,25.73894649,27.14020719,52.87915368,4.246926171,5.455181645,9.702107815,112.3232755,40.26889073,3.585088714,16.5,18.34769874,20.60873621,51.17780955,-969.8260238,11.43820515,28.40456973
1188,45715,Genetic bank,ABC-13609-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F24 3474,7,19,1,1,117,0.5,467.0099557,154.8099557,0.343055556,40,0.678472222,80.5,16.1,40,0.346527778,70,20.7,Muestra despues del clip 0h,40.5,30,29.72147689,22.71517341,52.4366503,4.78515778,4.702040895,9.487198675,112.2816541,33.14917676,2.952323514,16.1,18.09268636,20.31476751,61.28287185,-251.7304857,11.27504744,34.01305413
1189,45715,Genetic bank,ABC-13609-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F24 3474,7,19,1,2,118,0.5005,467.4769656,150.5769656,0.34375,40.5,0.679166667,80,15.8,40,0.347222222,69.5,20.9,,39.5,29.5,28.83647014,22.27267003,51.10914016,4.556162281,4.654988036,9.211150317,109.3297508,32.21056366,2.946184677,15.8,18.02251082,19.70396617,61.17237307,-218.7225053,10.93604213,33.9517254
1190,45715,Genetic bank,ABC-13609-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,F24 3474,7,19,1,3,119,0.5007,467.6637696,177.3637696,0.34375,39.5,0.679861111,78,16.1,40,0.347916667,68,20.7,Residuo en manguera 8H,38.5,28,27.95146338,20.94515989,48.89662327,4.500185604,4.335648098,8.835833702,104.5550809,37.9254886,3.627321433,16.1,18.07043741,18.89356045,49.81757955,-573.6211874,10.48625293,27.64961855
1191,45715,Genetic bank,ABC-15551-1,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F24 3475,7,19,1,1,120,0.5003,469.0359539,236.8359539,0.344444444,42,0.680555556,87,17,41,0.348611111,86.5,21.3,,45,45.5,33.70400729,36.43277813,70.13678542,5.72968124,7.760181741,13.48986298,149.5339213,50.49420027,3.376772296,17,19.23364879,28.76082925,56.9586786,238.0405435,15.96275782,31.61305207
1192,45715,Genetic bank,ABC-15551-1,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F24 3475,7,19,1,2,121,0.5,468.7547011,251.2547011,0.345138889,40,0.68125,86,17.2,40,0.348611111,85,21.5,,46,45,34.58901405,35.99027475,70.5792888,5.949310417,7.737909071,13.68721949,150.5676394,53.60046534,3.559892787,17.2,19.39268548,29.19910874,54.47547619,192.2437231,16.20601052,30.23483177
1193,45715,Genetic bank,ABC-15551-1,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,F24 3475,7,19,1,3,122,0.5005,469.2234558,196.0234558,0.345138889,41,0.681944444,84,17.6,40.5,0.349305556,83.5,21.8,Muestra en manguera 0h,43,43,31.93399378,34.22026124,66.15425502,5.620382906,7.460016949,13.08039986,140.9866753,41.7761417,2.963126948,17.6,19.77257525,27.87669647,66.72874836,828.6117337,15.47204884,37.03560982
1194,45715,Genetic bank,ABC-17024-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24 3476,7,19,1,1,123,0.5004,463.0313191,147.0313191,0.345833333,40.5,0.682638889,81,16.4,40,0.35,67.5,21.8,,40.5,27.5,29.72147689,20.50265652,50.22413341,4.87432221,4.469579121,9.343901331,108.4681129,31.75407646,2.927503356,16.4,18.60440529,20.17984733,63.55041489,-201.5789869,11.2001644,35.27157975
1195,45715,Genetic bank,ABC-17024-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24 3476,7,19,1,2,124,0.5006,463.2163836,202.5163836,0.346527778,40.5,0.683333333,80,16.6,40,0.350694444,78.5,21.7,,39.5,38.5,28.83647014,30.23773083,59.07420097,4.786854043,6.561587591,11.34844163,127.5304654,43.71960724,3.428169662,16.6,19.21048689,24.49922333,56.0371533,1253.386453,13.59749281,31.10158958
1196,45715,Genetic bank,ABC-17024-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24 3476,7,19,1,3,125,0.5002,462.8462546,192.1462546,0.346527778,41,0.683333333,81,16.2,40.5,0.351388889,68.5,21.6,Emboloduro8H,40,28,29.27897351,20.94515989,50.22413341,4.743193709,4.524154537,9.267348246,108.5114828,41.51405628,3.825775411,16.2,18.45198238,20.02251969,48.23069939,-7980.007227,11.11284484,26.7688726
1197,45715,Genetic bank,ABC-17091-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F24 3477,7,19,1,1,126,0.5005,473.2805845,295.1805845,0.347222222,41,0.684027778,97,17.3,40.5,0.352083333,99,20.7,,56,58.5,43.43908161,47.93786596,91.37694757,7.514961119,9.923138253,17.43809937,193.0714053,62.3690458,3.230361621,17.3,19.08369653,36.84516108,59.07603782,304.4354872,20.44970186,32.78822307
1198,45715,Genetic bank,ABC-17091-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F24 3477,7,19,1,2,127,0.5,472.8077767,305.3077767,0.347916667,40,0.685416667,94,17.6,40,0.352777778,92,20.9,,54,52,41.6690681,42.18532204,83.85439014,7.333755985,8.816732306,16.15048829,177.354084,64.57334074,3.640927758,17.6,19.26015831,34.15867735,52.89904,238.7537248,18.95865691,29.35988241
1199,45715,Genetic bank,ABC-17091-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F24 3477,7,19,1,3,128,0.5004,473.1860229,310.7860229,0.348611111,40.5,0.685416667,93,17.8,40.5,0.353472222,96,20.7,Embolo duro,52.5,55.5,40.34155797,45.28284569,85.62440365,7.180797318,9.373549057,16.55434637,180.9529435,65.67945963,3.629643065,17.8,19.33367786,34.98485917,53.26605817,226.9799283,19.41720212,29.56358384
1200,45715,Genetic bank,ABC-17365-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3478,7,19,1,1,129,0.5003,467.2150805,332.1150805,0.348611111,40.5,0.686111111,103,17.5,40.5,0.353472222,90,21.9,Embolo levemente duro 0h,62.5,49.5,49.19162553,39.97280515,89.16443068,8.608534467,8.754044328,17.36257879,190.8423645,71.08398131,3.724748512,17.5,19.47253929,37.1618544,52.27880279,162.9387232,20.62547213,29.01564002
1201,45715,Genetic bank,ABC-17365-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3478,7,19,1,2,130,0.5001,467.0283065,312.9283065,0.349305556,40,0.686805556,100,17.8,40,0.354166667,90,21.8,,60,50,46.97910864,40.41530853,87.39441716,8.362281337,8.810537259,17.1728186,187.1287371,67.00414132,3.580644127,17.8,19.64978903,36.77040204,54.87780504,196.3452875,20.4082093,30.45813124
1202,45715,Genetic bank,ABC-17365-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3478,7,19,1,3,131,0.5004,467.3084675,283.5084675,0.35,40.5,0.6875,103,17.8,40.5,0.354861111,89,22,,62.5,48.5,49.19162553,39.08779839,88.27942392,8.756109344,8.599315647,17.35542499,188.910388,60.668378,3.211489777,17.8,19.65964912,37.13911944,61.21660191,299.7107444,20.61285384,33.97627317
1203,45715,Genetic bank,ABC-17451-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24 3479,7,19,1,1,132,0.5002,458.4020915,262.7020915,0.35,41.5,0.688194444,90.5,15.2,40.5,0.355555556,82,20.2,Residuo de manguera 8H,49,41.5,37.24403432,32.8927511,70.13678542,5.661093216,6.644335722,12.30542894,153.0027605,57.3082227,3.745567891,15.2,17.54490011,26.84418149,46.84176236,416.1658341,14.89898516,25.99798852
1204,45715,Genetic bank,ABC-17451-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24 3479,7,19,1,2,133,0.5004,458.585379,282.785379,0.350694444,40.5,0.689583333,89,15.4,40,0.35625,82,20.3,"Embolo duro 0h, residuo Muestra 8H",48.5,42,36.80153094,33.33525448,70.13678542,5.667435765,6.767056659,12.43449242,152.9416083,61.66471762,4.031912459,15.4,17.72891693,27.11489069,43.97148279,250.9046226,15.04923345,24.4049337
1205,45715,Genetic bank,ABC-17451-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24 3479,7,19,1,3,134,0.5006,458.7686665,283.3686665,0.351388889,40,0.690277778,85.5,15.2,37,0.356944444,78,20.2,"Embolo duro 8H, residuo de muetsra manguera 8H",45.5,41,34.14651067,32.45024772,66.5967584,5.190269622,6.55495004,11.74521966,145.1641388,61.76722326,4.254991884,15.2,17.63632337,25.60161694,41.4485476,234.6757551,14.20934033,23.00466102
1206,45715,Genetic bank,ABC-17775-1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Herbaceous,F24 3480,7,19,1,1,135,0.5006,472.0757259,257.7757259,0.351388889,40,0.690277778,99,17.7,40,0.357638889,88.5,23.1,,59,48.5,46.09410188,39.08779839,85.18190027,8.158656033,9.029281429,17.18793746,180.4411784,54.60474067,3.026179565,17.7,20.17792208,36.40928038,66.67787436,380.3450338,20.20778053,37.00737386
1207,45715,Genetic bank,ABC-17775-1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Herbaceous,F24 3480,7,19,1,2,136,0.5004,471.8871219,271.2871219,0.352083333,40.5,0.691666667,97.5,17.7,40.5,0.357638889,88,23.3,,57,47.5,44.32408837,38.20279164,82.52688001,7.845363641,8.901250452,16.74661409,174.8869087,57.48983376,3.287257702,17.7,20.29231457,35.48860165,61.73022138,284.8707463,19.6967879,34.26134086
1208,45715,Genetic bank,ABC-17775-1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Herbaceous,F24 3480,7,19,1,3,137,0.5003,471.7928199,273.6928199,0.352777778,40,0.692361111,99.5,17.6,40.5,0.358333333,87,23.3,,59.5,46.5,46.53660526,37.31778488,83.85439014,8.190442525,8.695043877,16.8854864,177.7356217,58.01123043,3.263905676,17.6,20.13667546,35.79004531,61.69502878,275.7495056,19.86409435,34.24180836
1209,45715,Genetic bank,ABC-18016-1,Sesbania,emerus,Sesbania emerus,Fabaceae,Fabales,Shrub,F24 3481,7,19,1,1,138,0.5002,466.2998947,207.5998947,0.352777778,40.5,0.693055556,84,16.7,40,0.359027778,81,19,,43.5,41,32.37649716,32.45024772,64.82674488,5.406875026,6.165547067,11.57242209,139.0237176,44.5206823,3.202380361,16.7,17.8513083,24.81755245,55.74387265,2750.594743,13.77417098,30.93881375
1210,45715,Genetic bank,ABC-18016-1,Sesbania,emerus,Sesbania emerus,Fabaceae,Fabales,Shrub,F24 3481,7,19,1,2,139,0.5006,466.6727855,230.6727855,0.353472222,40.5,0.69375,84,16.5,40,0.359722222,80.5,18.9,,43.5,40.5,32.37649716,32.00774435,64.38424151,5.342122031,6.049463681,11.39158571,137.9644228,49.4292345,3.58275224,16.5,17.69312715,24.41022075,49.3841772,420.0826733,13.54809484,27.40907274
1211,45715,Genetic bank,ABC-18016-1,Sesbania,emerus,Sesbania emerus,Fabaceae,Fabales,Shrub,F24 3481,7,19,1,3,140,0.5003,466.3931174,241.3931174,0.353472222,41,0.694444444,83.5,16.6,40,0.360416667,80,19.1,Embolo duro 8H,42.5,40,31.4914904,31.56524097,63.05673137,5.227587407,6.028961025,11.25654843,135.2008188,51.7574356,3.828189507,16.6,17.85146199,24.13532278,46.63160472,296.5386341,13.39552171,25.88134739
1212,45715,Genetic bank,ABC-18044-1,Christia,sp.,Christia sp.,Fabaceae,Fabales,Climber,F24 3482,7,19,1,1,141,0.5001,468.4281666,250.4281666,0.354166667,39.5,0.695138889,88,17.5,40,0.360416667,81.5,22.3,,48.5,41.5,36.80153094,32.8927511,69.69428204,6.440267915,7.335083496,13.77535141,148.7832864,53.46138094,3.593238343,17.5,19.76539683,29.40760696,55.00719667,361.2481248,16.32173064,30.52994584
1213,45715,Genetic bank,ABC-18044-1,Christia,sp.,Christia sp.,Fabaceae,Fabales,Climber,F24 3482,7,19,1,2,142,0.5001,468.4281666,272.3281666,0.354166667,40.5,0.695138889,88,17.5,40.5,0.361111111,83,22.2,,47.5,42.5,35.91652418,33.77775786,69.69428204,6.285391732,7.498662244,13.78405398,148.7832864,58.13659084,3.907467852,17.5,19.7778836,29.42618519,50.61560158,229.6092543,16.33204188,28.09253458
1214,45715,Genetic bank,ABC-18044-1,Christia,sp.,Christia sp.,Fabaceae,Fabales,Climber,F24 3482,7,19,1,3,143,0.5004,468.7091672,243.3091672,0.354861111,40,0.695833333,88,17.6,40.5,0.361805556,82.5,22.6,Embolo duro 0h,48,42,36.35902756,33.33525448,69.69428204,6.399188851,7.533767512,13.93295636,148.6940877,51.91047759,3.491092241,17.6,19.99153439,29.72622969,57.26441186,451.104632,16.49857177,31.78273932
1215,45715,Genetic bank,ABC-18288-1,Sesbania,exasperata,Sesbania exasperata,Fabaceae,Fabales,Shrub,F24 3483,7,19,1,1,144,0.5003,464.8358075,329.5358075,0.355555556,40.5,0.696527778,93,17.1,40,0.3625,85.5,20,,52.5,45.5,40.34155797,36.43277813,76.77433609,6.898406412,7.286555625,14.18496204,165.164419,70.89294804,4.292265153,17.1,18.47617675,30.51607,43.04528284,138.7307951,16.93694681,23.8908767
1216,45715,Genetic bank,ABC-18288-1,Sesbania,exasperata,Sesbania exasperata,Fabaceae,Fabales,Shrub,F24 3483,7,19,1,2,145,0.5003,464.8358075,253.1358075,0.35625,40,0.697222222,91.5,17.2,40,0.363194444,85,20.2,Residuo de muestra despues del Clip y embolo duro 8H,51.5,45,39.45655121,35.99027475,75.44682596,6.786526808,7.270035499,14.05656231,162.3085501,54.45703696,3.355155161,17.2,18.63108504,30.23984401,55.52972709,543.8138642,16.7836366,30.81995926
1217,45715,Genetic bank,ABC-18288-1,Sesbania,exasperata,Sesbania exasperata,Fabaceae,Fabales,Shrub,F24 3483,7,19,1,3,146,0.5002,464.7428961,225.8428961,0.356944444,40,0.697916667,90,17.2,40,0.364583333,84,19.9,,50,44,38.12904108,35.10526799,73.23430907,6.558195065,6.98594833,13.5441434,157.5802657,48.59523362,3.08384006,17.2,18.49425982,29.14330377,59.97152725,-9678.757669,16.1750378,33.28523519
1218,45715,Genetic bank,ABC-18447-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3484,7,19,1,1,147,0.5004,465.0394003,266.9394003,0.357638889,40.5,0.697916667,99.5,17.1,41,0.365277778,86.5,21.5,Embolo duro 8H,59,45.5,46.09410188,36.43277813,82.52688001,7.882091421,7.833047297,15.71513872,177.4621246,57.40145891,3.234575211,17.1,19.04244861,33.79313389,58.87155924,295.0977137,18.75577397,32.67473392
1219,45715,Genetic bank,ABC-18447-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3484,7,19,1,2,148,0.5002,464.8535332,253.8535332,0.357638889,41,0.699305556,98,17.1,41,0.365972222,86,21.3,Embolo duro y muestra despues del clip 8H,57,45,44.32408837,35.99027475,80.31436312,7.579419111,7.665928521,15.24534763,172.7734811,54.60935867,3.16074888,17.1,18.98209366,32.796024,60.05568423,378.732941,18.20236072,33.33194377
1220,45715,Genetic bank,ABC-18447-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3484,7,19,1,3,149,0.5004,465.0394003,260.3394003,0.358333333,40.5,0.7,98.5,17,40.5,0.365972222,86.5,21.2,,58,46,45.20909512,36.8752815,82.08437663,7.685546171,7.817559679,15.50310585,176.5105851,55.98222433,3.171607205,17,18.88679245,33.33718786,59.549595,332.2994842,18.50271603,33.05105549
1221,45715,Genetic bank,ABC-18455-1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,F24 3485,7,19,1,1,150,0.5006,466.5762119,278.9762119,0.358333333,40,0.700694444,90.5,18.1,40.5,0.366666667,88,22.2,Embolo duro 24H,50.5,47.5,38.57154445,38.20279164,76.77433609,6.981449546,8.481019744,15.46246929,164.5483292,59.79220646,3.633717022,18.1,20.1401537,33.1402864,55.42576259,271.2169151,18.39343231,30.76225716
1222,45715,Genetic bank,ABC-18455-1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,F24 3485,7,19,1,2,151,0.5005,466.4830085,279.2830085,0.359027778,39.5,0.701388889,92,18.2,40.5,0.367361111,87,22.7,Residuo de muestra deseus del clip 8H,52.5,46.5,40.34155797,37.31778488,77.65934285,7.34216355,8.471137168,15.81330072,166.4783956,59.86992096,3.596257685,18.2,20.36239316,33.89898545,56.62106264,275.6727343,18.81452341,31.42566937
1223,45715,Genetic bank,ABC-18455-1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,F24 3485,7,19,1,3,152,0.5001,466.1101949,263.9101949,0.359027778,40,0.702083333,90,18.3,40,0.368055556,85.5,22.5,,50,45.5,38.12904108,36.43277813,74.5618192,6.977614517,8.197375078,15.1749896,159.9660767,56.61970019,3.539481704,18.3,20.35222552,32.55665669,57.50058121,359.8772165,18.06950773,31.91381739
1224,45715,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,7,19,1,1,153,,,,0.359722222,39,0.702777778,46,-,,,,,,7,0,,,,,,,,,,,,,,,,
1225,45715,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,7,19,1,2,154,,,,0.359722222,39,0.702777778,46,-,,,,,,7,0,,,,,,,,,,,,,,,,
1226,45715,Genetic bank,ABC-18707-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24 3486,7,19,1,1,155,0.5006,464.6873531,226.9873531,0.361111111,40.5,0.703472222,90,18.2,40.5,0.36875,82.5,28.2,,49.5,42,37.6865377,33.33525448,71.02179218,6.858949861,9.400541763,16.25949162,152.8377988,48.84732747,3.196024011,18.2,22.89366563,34.99017461,71.63170725,4521.299851,19.42015228,39.75683682
1227,45715,Genetic bank,ABC-18707-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24 3486,7,19,1,2,156,0.5003,464.4088748,292.7088748,0.361805556,40.5,0.704166667,87,18.7,40.5,0.372222222,82,28.5,,46.5,41.5,35.03151743,32.8927511,67.92426853,6.550893759,9.374434064,15.92532782,146.2596264,63.02826899,4.309341582,18.7,23.44571118,34.29160958,54.40671326,229.3011124,19.0324366,30.19666715
1228,45715,Genetic bank,ABC-18707-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24 3486,7,19,1,3,157,0.5001,464.2232227,213.8232227,0.3625,40,0.704861111,85.5,18.7,40,0.372916667,82,29,Residuo de muestra enmanguera 8H,45.5,42,34.14651067,33.33525448,67.48176515,6.385397496,9.667223799,16.05262129,145.3649061,46.06043219,3.168607433,18.7,23.78808743,34.57953095,75.07426506,-1717.811688,19.19223794,41.66751597
1229,45715,Genetic bank,ABC-18749-1,Arachis,pintoi,Arachis pintoi,Fabaceae,Fabales,Herbaceous,F24 3487,7,19,1,1,158,0.5006,464.043885,258.343885,0.3625,40,0.704166667,77,15,40.5,0.373611111,90,20.8,,37,49.5,26.62395325,39.97280515,66.5967584,3.993592987,8.314343471,12.30793646,143.513923,55.67229595,3.879226125,15,18.48128461,26.52321657,47.64167907,368.3209053,14.72084407,26.44195613
1230,45715,Genetic bank,ABC-18749-1,Arachis,pintoi,Arachis pintoi,Fabaceae,Fabales,Herbaceous,F24 3487,7,19,1,2,159,0.5003,463.7657924,294.4657924,0.363194444,41,0.70625,75,14,40,0.375,91.5,19.6,,34,51.5,23.96893298,41.74281866,65.71175164,3.355650617,8.181592458,11.53724307,141.6916744,63.4945046,4.481173991,14,17.55735129,24.87730502,39.18024902,165.5912069,13.80733469,21.74571607
