23_set_ciat,23_sample_id,23_gene_bank_breeding_program_id,23_genus,23_species,23_tax_name,23_replication,23_bag_weight,23_sample_weight_with_bag_g,23_sample_weight_105_g,23_adf_percentage,23_adf_percentage_dm,23_av_adf_percentage_dm
Set CIAT,Sample ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Replication,Bag weight (g),Sample weight with bag (g),Sample weight 105 (g),"ADF, %","ADF, % (DM)"," Av ADF, % (DM)"
2,F24 3432,ABC-5124-1,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,A,0.5821,0.5003,0.7576,35.1015314,38.3476609,37.54664403
2,F24 3432,ABC-5124-1,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,B,0.5673,0.5004,0.7355,33.63510982,36.74562716,
2,F24 3433,ABC-5234-1,Centrosema,brasilianum,Centrosema brasilianum,A,0.5288,0.5004,0.6831,30.85583898,33.34603943,33.31727006
2,F24 3433,ABC-5234-1,Centrosema,brasilianum,Centrosema brasilianum,B,0.5431,0.5003,0.6971,30.8025971,33.2885007,
2,F24 3434,ABC-7292-1,Chamaecrista,desvauxii,Chamaecrista desvauxii,A,0.5543,0.5002,0.7523,39.60567108,43.04926541,44.08080067
2,F24 3434,ABC-7292-1,Chamaecrista,desvauxii,Chamaecrista desvauxii,B,0.5234,0.5002,0.7309,41.50371258,45.11233593,
2,F24 3435,ABC-7317-1,Canavalia,sp.,Canavalia sp.,A,0.527,0.5004,0.6404,22.68230795,24.53445841,24.67008166
2,F24 3435,ABC-7317-1,Canavalia,sp.,Canavalia sp.,B,0.5733,0.5002,0.6879,22.93307755,24.8057049,
2,F24 3436,ABC-7322-1,Canavalia,sp.,Canavalia sp.,A,0.5805,0.5004,0.6609,16.08965849,18.00400288,18.09453556
2,F24 3436,ABC-7322-1,Canavalia,sp.,Canavalia sp.,B,0.5468,0.5003,0.628,16.25147138,18.18506823,
2,F24 3437,ABC-7339-1,Indigofera,lespedezioides,Indigofera lespedezioides,A,0.5555,0.5002,0.7539,39.68568565,43.14327164,42.64975005
2,F24 3437,ABC-7339-1,Indigofera,lespedezioides,Indigofera lespedezioides,B,0.5414,0.5003,0.7353,38.77774603,42.15622845,
2,F24 3438,ABC-7469-1,Clitoria,ternatea,Clitoria ternatea,A,0.5707,0.5002,0.6738,20.63389631,22.38799578,22.47667027
2,F24 3438,ABC-7469-1,Clitoria,ternatea,Clitoria ternatea,B,0.5542,0.5001,0.6581,20.79735,22.56534476,
2,F24 3439,ABC-7643-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,A,0.5515,0.5006,0.729,35.47883008,37.81522621,37.74177758
2,F24 3439,ABC-7643-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,B,0.5413,0.5,0.7179,35.3410088,37.66832895,
2,F24 3440,ABC-7703-1,Aeschynomene,indica,Aeschynomene indica,A,0.5449,0.5004,0.6962,30.25694297,32.90722626,32.03650832
2,F24 3440,ABC-7703-1,Aeschynomene,indica,Aeschynomene indica,B,0.5537,0.5001,0.6969,28.65575891,31.16579039,
3,F24 3441,ABC-7714,Alysicarpus,glumaceus,Alysicarpus glumaceus,A,0.5888,0.5001,0.7183,25.98130432,27.92187461,27.78830201
3,F24 3441,ABC-7714,Alysicarpus,glumaceus,Alysicarpus glumaceus,B,0.5651,0.5002,0.6934,25.73272573,27.65472942,
3,F24 3442,ABC-7757,Clitoria,ternatea,Clitoria ternatea,A,0.5377,0.5,0.6414,20.81899348,22.60477034,21.95422173
3,F24 3442,ABC-7757,Clitoria,ternatea,Clitoria ternatea,B,0.5492,0.5,0.6469,19.62068295,21.30367312,
3,F24 3443,ABC-7759,Clitoria,ternatea,Clitoria ternatea,A,0.5772,0.5004,0.6448,13.59392129,14.53118256,14.68149842
3,F24 3443,ABC-7759,Clitoria,ternatea,Clitoria ternatea,B,0.5494,0.5002,0.6184,13.87516226,14.83181429,
3,F24 3444,ABC-7790,Crotalaria,pallida,Crotalaria pallida,A,0.5988,0.5002,0.6897,18.26066541,19.81624028,20.07772175
3,F24 3444,ABC-7790,Crotalaria,pallida,Crotalaria pallida,B,0.5876,0.5001,0.6809,18.74257577,20.33920323,
3,F24 3445,ABC-7792,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,A,0.5669,0.5003,0.6728,21.25053293,22.86232699,23.48182591
3,F24 3445,ABC-7792,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,B,0.5594,0.5,0.671,22.40218143,24.10132483,
3,F24 3446,ABC-7816,Indigofera,spicata,Indigofera spicata,A,0.579,0.5004,0.6883,21.92751885,23.70542578,23.10670087
3,F24 3446,ABC-7816,Indigofera,spicata,Indigofera spicata,B,0.5493,0.5005,0.6531,20.81987776,22.50797596,
3,F24 3447,ABC-7858,Crotalaria,incana,Crotalaria incana,A,0.5492,0.5004,0.6687,23.96151374,25.70977869,23.56845153
3,F24 3447,ABC-7858,Crotalaria,incana,Crotalaria incana,B,0.5314,0.5002,0.6309,19.97007992,21.42712438,
3,F24 3448,ABC-7972,Canavalia,brasiliensis,Canavalia brasiliensis,A,0.5456,0.5002,0.6518,21.31162942,23.17741101,23.8526448
3,F24 3448,ABC-7972,Canavalia,brasiliensis,Canavalia brasiliensis,B,0.5169,0.5005,0.6294,22.55338437,24.5278786,
3,F24 3449,ABC-8205,Indigofera,suffruticosa,Indigofera suffruticosa,A,0.5539,0.5002,0.6782,24.93140086,27.04056493,26.75974916
3,F24 3449,ABC-8205,Indigofera,suffruticosa,Indigofera suffruticosa,B,0.5673,0.5002,0.689,24.41357659,26.47893339,
3,F24 3450,ABC-8402,Indigofera,suffruticosa,Indigofera suffruticosa,A,0.5912,0.5002,0.6767,17.17998117,18.67389258,18.99519674
3,F24 3450,ABC-8402,Indigofera,suffruticosa,Indigofera suffruticosa,B,0.5571,0.5003,0.6456,17.77118083,19.3165009,
3,F24 3451,ABC-8408,Chamaecrista,nictitans,Chamaecrista nictitans,A,0.5428,0.5006,0.725,36.47597156,38.78359549,38.36972369
3,F24 3451,ABC-8408,Chamaecrista,nictitans,Chamaecrista nictitans,B,0.5467,0.5006,0.725,35.6974787,37.95585188,
3,F24 3452,ABC-8409,Chamaecrista,nictitans,Chamaecrista nictitans,A,0.5609,0.5,0.7412,36.14240179,39.30658161,38.02222478
3,F24 3452,ABC-8409,Chamaecrista,nictitans,Chamaecrista nictitans,B,0.5514,0.5006,0.7201,33.78046959,36.73786796,
