43_no,43_requisitioner,43_set_ciat,43_ciat_lab_id,43_gene_bank_breeding_program_id,43_genus,43_species,43_tax_name,43_family,43_order,43_functional_group,43_dm_105_c,43_ash_dm,43_protein,43_adf,43_ndf,43_ch4_8h_percentage,43_ch4_24h_percentage,43_net_gas_8h,43_net_gas_24h_ml,43_gas_ml_g_dm_incubated_24h,43_dmd_truly_digestibility,43_part_fact,43_ch4_percentage_in_gas_8h,43_ch4_percentage_in_gas_24h,43_ch4_ml_g_dm_incubated_24h,43_ch4_ml_g_dmd_24h,43_ch4_ml_g_ndf_digested_in_24h,43_ch4_g_g_dm_incubated_24h,43_ch4_g_g_dmd_24h
No,Requisitioner,Set CIAT,CIAT Lab-ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,"DM, 105C",Ash (DM),Protein,ADF, NDF,CH4 8h %,"CH4 24h, %","Net gas 8h, ml","Net gas 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
7,Breeding,5,F24 3603,ABC-BH16_0550,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,95.16621668,11.17239453,6.425464292,30.14508217,69.15978352,15.87777778,19.96666667,39.56348953,85.626862,179.5576855,56.78334988,3.168004552,15.87777778,18.07345417,32.4774007,57.31433634,125.7068934,18.02551928,31.81044827
8,Breeding,5,F24 3604,ABC-BH16_0562,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,95.8156214,12.04215411,5.939448687,30.46611447,69.59254363,16.225,19.9,40.4295977,86.58823132,180.4123263,56.47482607,3.137454497,16.225,18.18753445,32.85553495,58.25749703,126.535241,18.23539033,32.33391876
9,Breeding,5,F24 3605,ABC-BH16_3249,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,96.30536946,12.640814,6.64642741,28.8604292,69.64533207,16.27777778,19.85555556,38.43264756,83.95518258,174.082879,58.21011912,3.347105275,16.27777778,18.22606781,31.71535572,54.88118786,118.4743992,17.60257114,30.46000876
10,Breeding,5,F24 3606,ABC-BH16B_0733,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,96.66535293,14.22808985,8.098687385,29.35547793,68.83461568,16.64444444,20.34444444,38.33431348,82.52933836,170.6217971,58.61707648,3.441758015,16.64444444,18.63397841,31.82553127,54.41194986,121.1738516,17.66372047,30.19957355
11,Breeding,5,F24 3607,ABC-BH16B_0741,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,96.735,11.91399183,7.498562822,28.13819685,65.68321921,16.26666667,20.42222222,38.38348052,82.48017132,170.2347658,58.18267308,3.434546716,16.26666667,18.49899629,31.54206653,54.44116853,131.2448363,17.50639263,30.21579042
12,Breeding,5,F24 3608,ABC-BH16B_1194,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,97.16070232,13.97849497,5.470321142,29.53819758,67.77363719,16.06666667,19.73333333,38.43264756,84.93852342,174.8182783,57.93000077,3.339559139,16.06666667,18.07229238,31.50059706,54.38707133,125.3171826,17.48337636,30.18576554
13,Breeding,5,F24 3609,ABC-BH16B_1618,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,96.95029294,10.5197972,8.125850845,28.04747157,66.3853,16.28888889,18.38888889,36.41679884,81.0543271,167.1694687,56.34690149,3.400191862,16.28888889,17.48367649,29.31313901,52.17842383,127.3539176,16.2692993,28.95992797
14,Breeding,5,F24 3610,ABC-BH16B_1707,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,96.78015898,11.69085862,5.966437759,26.73881247,68.58525194,15.9,19.76666667,40.15349403,87.74104481,183.0194771,55.72820542,3.069022192,15.9,18.00404635,33.03682376,59.51626446,136.073412,18.33600876,33.03255647
15,Breeding,5,F24 3611,ABC-CIAT_16888,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,92.37038196,13.66171032,6.11164643,30.80701399,69.99815476,16.98888889,20.37777778,37.10513743,74.71177868,181.933204,54.69249659,3.01457302,16.98888889,18.66317973,33.99172055,62.3038338,#DIV/0!,18.86599299,34.57970568
1,Genetic bank,5,F24 3426,ABC-989-1,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Legume,92.37038196,13.66171032,25.3469484,47.62549013,53.10107125,15.56666667,18.51111111,27.27172902,46.83406586,101.3714075,52.31441982,5.15059839,15.56666667,16.78468513,16.96864963,32.85425262,160.4956803,9.41789412,18.23467862
2,Genetic bank,5,F24 3427,ABC-1257-1,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Legume,92.71608732,9.516947912,17.95515598,35.89620842,69.9050053,15.71111111,19.73333333,36.17096363,69.79507448,150.5010274,58.95401191,4.355569037,15.71111111,17.59898242,26.54847578,46.32318071,103.0269064,14.73486337,25.71016673
3,Genetic bank,5,F24 3428,ABC-3240-1,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Browse,92.86035596,12.00668593,22.62704069,24.90728416,56.33867198,19.2,20.47777778,33.31927519,52.78327794,113.6283233,54.71695233,4.844396207,19.2,19.67270528,22.32621209,40.85948542,246.3702884,12.39143398,22.67772132
4,Genetic bank,5,F24 3429,ABC-3522-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Legume,93.27634916,11.05100511,17.94095507,47.9701854,64.48155421,17.03333333,21.03333333,24.3217065,38.72150393,82.96296086,36.49742369,4.418501971,17.03333333,18.50768565,15.32987974,42.18094985,-1605.109967,8.508348478,23.41115694
5,Genetic bank,5,F24 3430,ABC-4134-1,Macroptilium,lathyroides,Macroptilium lathyroides,Fabaceae,Fabales,Climber,91.91283399,14.35643896,22.08537556,24.28674512,43.64614315,17.4,20.68888889,40.54683037,75.25261614,163.6612871,65.37626847,4.032844856,17.4,18.91389592,30.91092572,47.72678927,-81.53469979,17.15609857,26.48919377
6,Genetic bank,5,F24 3431,ABC-4279-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,91.03544446,11.01713418,25.72120617,13.14422147,52.82497596,17.63333333,20.6,38.53098164,75.89178769,166.6626716,66.90532738,4.041605965,17.63333333,19.09205398,31.79054013,47.82137754,182.9251731,17.64429978,26.54169189
7,Genetic bank,5,F24 3432,ABC-5124-1,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,91.535,10.36216711,25.77536281,37.6144658,65.50813774,17.5375,20.925,34.01329872,56.77456623,123.9722286,56.75044983,4.620720192,17.5375,18.89276908,23.40428656,42.10180744,116.7277898,12.98978396,23.36723154
8,Genetic bank,5,F24 3433,ABC-5234-1,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,92.53224525,11.21974911,17.21944618,33.37983721,60.62801841,15.5125,19.8625,37.43578578,67.1687862,145.1232953,62.56056426,4.3166161,15.5125,17.44542528,25.29263138,40.52055087,111.9515674,14.037848,22.48960678
9,Genetic bank,5,F24 3434,ABC-7292-1,Chamaecrista,desvauxii,Chamaecrista desvauxii,Fabaceae,Fabales,Legume,92.00080584,9.417483983,31.82560604,44.14408862,59.53002965,15.74444444,19.26666667,28.84507437,48.99741571,106.4525356,48.05106342,4.551215194,15.74444444,17.19406186,18.2671556,38.17593476,285.9818323,10.1385874,21.18830428
10,Genetic bank,5,F24 3435,ABC-7317-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,92.45081984,19.06227474,23.8828974,24.73436997,52.25784177,15.92222222,19.32222222,36.07262954,63.89502944,138.1653458,70.23628082,5.137690246,15.92222222,17.40268672,24.00295875,34.29812028,110.7726116,13.32205738,19.03605015
11,Genetic bank,5,F24 3436,ABC-7322-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,89.36711797,15.19263964,21.51684891,18.1626666,47.53834417,17.21111111,20.93333333,39.02265206,77.02262965,172.3300288,74.64470302,4.368290482,17.21111111,19.04159909,32.74583564,43.85510659,150.5773581,18.17450532,24.3403429
12,Genetic bank,5,F24 3437,ABC-7339-1,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Legume,91.98580484,16.46288643,24.9715208,42.71416967,57.93782208,16.05555556,19.86666667,28.20590282,47.62073853,103.4822341,53.94780993,5.339623667,16.05555556,17.65507104,18.22926191,34.71429507,268.3797562,10.11755575,19.26703436
13,Genetic bank,5,F24 3438,ABC-7469-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,92.165,8.094191443,26.36670549,22.54261885,60.52862179,16.63333333,19.54444444,42.41517796,79.03847838,171.4526106,65.70846217,3.849377481,16.63333333,18.00784365,30.78098159,47.7547505,135.7583173,17.08397733,26.50471274
14,Genetic bank,5,F24 3439,ABC-7643-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Browse,93.8215466,7.352550439,22.49012437,37.80469398,66.98254594,16.55,20.13333333,29.59241341,54.21588263,115.4687114,47.16378311,4.080330722,16.55,18.1889143,20.9960587,44.69464634,158.789701,11.65317583,24.80630198
15,Genetic bank,5,F24 3440,ABC-7703-1,Aeschynomene,indica,Aeschynomene indica,Fabaceae,Fabales,Legume,91.94619664,8.846261932,22.07736189,32.10105566,67.28945857,16.55555556,18.77777778,36.71180109,64.78003619,140.8523954,56.62154058,4.024385405,16.55555556,17.51832704,24.60920079,44.12222689,116.6628596,13.6585322,24.48859928
16,LMF,5,F25 0017,Hohenheimer Heustandard,,,Hohenheimer Heustandard,,,,91.33303174,10.05857506,#DIV/0!,0,0,18.14444444,20.41111111,36.85315633,67.61328699,180.1317286,70.74742489,4.02625049,18.14444444,19.15055386,34.60497659,50.02783903,#DIV/0!,19.20636071,27.7663162
17,LMF,5,F25 0018,Homenheim Concentrate,,,Homenheim Concentrate,,,,89.69309597,6.035393965,#DIV/0!,0,0,17.7,21.3375,46.1752275,81.25744844,228.8818541,72.97816994,3.272544867,17.7,19.25827076,43.99078744,59.76632805,#DIV/0!,24.41564812,33.17134609
18,LMF,5,F25 0019,Sample 8,,,Cynodon nlemfuensis ,,,,93.73093584,11.41385651,#DIV/0!,0,0,18.54444444,20.07777778,25.93807301,55.91153099,139.8515287,52.75007424,3.911194416,18.54444444,19.35739962,26.96561337,50.96196803,#DIV/0!,14.96638196,28.28477395
1,Genetic bank,6,F24 3441,ABC-7714-1,Alysicarpus,glumaceus,Alysicarpus glumaceus,Fabaceae,Fabales,Herbaceous,93.05173955,17.45368866,21.04962113,27.78778253,82.34850817,17.38333333,20.23,39.01404783,71.00335454,152.5427455,65.52601662,4.317777523,17.38333333,18.66150848,28.47057445,44.37028901,61.63106835,15.80166139,24.62627805
2,Genetic bank,6,F24 3442,ABC-7757-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,92.12039046,8.244234424,22.6154996,21.94936226,57.23012208,17.81666667,21.5,42.92282767,82.50844236,179.0135154,64.83438548,3.63437313,17.81666667,19.57784389,35.04835747,54.10893932,160.8808793,19.45244477,30.03139746
3,Genetic bank,6,F24 3443,ABC-7759-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,93.54160845,5.862227412,20.41590152,14.68281549,60.81721503,17.9,20.06666667,42.2590726,92.16976612,196.923588,66.79871694,3.398388922,17.9,19.07582618,37.58030183,56.3842205,138.771336,20.85771769,31.29421788
4,Genetic bank,6,F24 3444,ABC-7790-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,92.11118315,5.850741122,22.0861462,20.08618277,67.61203479,17.65,23.9,35.32651968,76.53464676,166.0553219,64.5373937,3.908650789,17.65,21.03580742,35.06222633,54.81986574,113.8623626,19.46014223,30.42597393
5,Genetic bank,6,F24 3445,ABC-7792-1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,92.87643743,8.05209851,23.63066193,23.50042464,63.99407622,16.63333333,22.28333333,42.77532654,77.93590746,167.7357299,65.26933992,3.891952488,16.63333333,19.1757235,32.1884841,49.52282687,114.1669349,17.86516557,27.48602571
6,Genetic bank,6,F24 3446,ABC-7816-1,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,92.50111417,17.58626282,24.06341709,23.10642255,54.74263748,15.45,19.91666667,31.86024322,68.93833877,148.9974594,64.88942648,4.387625212,15.45,17.82490221,26.53646903,41.04014979,144.5015788,14.72819942,22.77799317
7,Genetic bank,6,F24 3447,ABC-7858-1,Crotalaria,incana,Crotalaria incana,Fabaceaee,Fabales,Herbaceous,93.155,9.146013912,29.43059343,23.57983665,60.75471542,16.68333333,21.01666667,47.90836573,85.79771748,184.158386,73.80134352,4.035876078,16.68333333,18.59910786,34.27836082,46.5453004,101.236636,19.02508331,25.83344701
8,Genetic bank,6,F24 3448,ABC-7972-1,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,91.88,17.8164834,29.01401583,23.87081726,56.1091518,16.23333333,21.26666667,37.18503387,71.23935634,154.9439981,66.01001592,4.247241215,16.23333333,18.63393652,28.79518142,44.18253498,170.1120161,15.98182388,24.52207132
9,Genetic bank,6,F24 3449,ABC-8205-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,92.225,14.65425381,25.335008,26.75249523,51.19431248,19,21.9,30.68023421,65.54581287,142.0242834,62.07328303,4.399675619,19,20.50828717,29.08348839,46.96731398,240.7967482,16.14183923,26.06767184
10,Genetic bank,6,F24 3450,ABC-8402-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,92.01,17.72088972,25.58233898,18.99313227,47.89959503,18.76,23.1,33.99900955,59.08157603,128.3734469,62.49307359,4.869945313,18.76,20.58965879,26.43004825,42.30372747,267.126188,14.66913405,23.47930064
11,Genetic bank,6,F24 3451,ABC-8408-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,94.01679496,6.884976232,24.85046879,38.38327518,58.65399616,17.21666667,23.93333333,32.81900054,63.48079711,134.960586,47.29645195,3.523299539,17.21666667,20.47359206,27.68967757,58.52465606,501.4690937,15.36825011,32.48219665
12,Genetic bank,6,F24 3452,ABC-8409-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,91.93701698,7.660929259,25.85235955,38.02759415,61.85587213,16.98,25.56,35.09051788,60.09195874,130.6816881,49.94279692,3.819622894,16.98,20.55554031,26.91841497,54.12853983,276.7898619,14.94018602,30.04227609
13,Genetic bank,6,F24 3453,ABC-8719-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,93.52759939,17.13245986,23.79660353,16.09918371,40.18477672,16.51666667,21.985,36.43277813,69.74959496,149.0568859,65.39324689,4.386773735,16.51666667,19.17146261,28.62493203,44.00566304,296.1250996,15.88733252,24.42390433
14,Genetic bank,6,F24 3454,ABC-8797-1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,92.94852574,7.059427508,23.1295439,30.21775381,59.9499983,15.46666667,20.3,31.4914904,61.63703303,132.583284,48.50132007,3.666215773,15.46666667,17.84095123,23.64378307,48.74620707,291.6266999,13.12270867,27.05498828
15,Genetic bank,6,F24 3455,ABC-8819-1,Coursetia,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,91.77870381,13.95647988,24.00645742,18.24323904,51.97573659,18.58,22.18,33.46800549,69.52465575,151.4471374,63.34166154,4.186916871,18.58,20.42907023,30.95695482,48.93637811,226.6626691,17.18164551,27.1605365
1,Genetic bank,6,F24 3456,ABC-9170-1,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Herbaceous,93.09103769,15.38048733,20.75389269,41.98638116,54.57173406,15.11666667,19.38333333,28.09896451,44.60065298,95.77086849,42.54084717,4.448306105,15.11666667,16.69472255,15.98673492,38.19553322,468.1136456,8.872914469,21.19918176
2,Genetic bank,6,F24 3457,ABC-9254-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,90.82638109,6.638052507,24.64778486,20.57624578,55.33710134,18.25,22.86666667,31.4914904,68.20083314,150.126297,59.57930489,4.000330088,18.25,20.75754558,31.24410274,52.28725409,222.8370453,17.34101758,29.02033065
3,Genetic bank,6,F24 3458,ABC-9283-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,92.80107782,8.193728449,25.55766027,15.01232891,54.1619301,18.13333333,23.25,32.81900054,67.75832976,145.9471951,60.12428941,4.11752503,18.13333333,20.82296494,30.40182983,50.82738418,254.6025833,16.87354154,28.21007759
4,Genetic bank,6,F24 3459,ABC-9288-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,93.755,11.90871169,27.5825287,16.46284897,52.41146942,19.38333333,26.91666667,39.45655121,68.93833877,146.9971296,68.01798625,4.628046027,19.38333333,22.65560954,33.30905861,49.11286706,168.4929426,18.48710381,27.25849092
5,Genetic bank,6,F24 3460,ABC-9336-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,90.39240088,8.112591028,31.6648623,19.15227714,48.60971355,18.63333333,22.63333333,46.53660526,77.41965352,171.2188563,69.14500974,4.086799783,18.63333333,20.19289758,34.63617727,50.58015917,214.7080631,19.22367762,28.07286343
6,Genetic bank,6,F24 3461,ABC-9349-1,Mucuna,pruriens,Mucuna pruriens,Fabaceae,Fabales,Climber,91.42214894,8.633607276,30.38137152,27.80099367,55.5632413,17.35,19.71666667,30.09022971,59.7195184,130.6065609,56.47175531,4.326590096,17.35,18.52022148,24.1884174,43.23141221,295.6473967,13.42499014,23.99418172
7,Genetic bank,6,F24 3462,ABC-9356-1,Tephrosia,noctiflora,Tephrosia noctiflora,Fabaceae,Fabales,Shrub,93.0320801,8.360226701,30.62410081,20.60305675,55.97912636,18.7,22.53333333,32.3027466,59.94077008,128.7708611,53.76858584,4.181528859,18.7,20.48123332,26.38273055,49.48299954,375.4916039,14.64287191,27.46392085
8,Genetic bank,6,F24 3463,ABC-9432-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,91.27936032,8.031756823,31.25458694,17.91608339,44.95314053,17.36,20.6,36.94903207,70.19873589,153.7500938,50.86955404,3.320018297,17.36,18.90480266,29.06513639,57.23559994,-1104.567264,16.13165355,31.7667482
9,Genetic bank,6,F24 3464,ABC-9433-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,94.27286357,9.441272076,31.6787523,21.94377376,43.14194918,17.95,21.33333333,39.97280515,68.49583539,145.2219288,61.81659761,4.255688414,17.95,19.36220051,28.11949634,46.43060189,817.8349372,15.60680697,25.76978734
10,Genetic bank,6,F24 3465,ABC-9435-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,94.58635365,8.482190043,26.77532246,36.05686171,53.82572072,16.03333333,22.85,27.95146338,48.28818113,102.033009,43.25556652,4.239749875,16.03333333,18.91088125,19.29504962,44.68897753,938.7549507,10.70908636,24.8031557
11,Genetic bank,6,F24 3466,ABC-9530-1,Crotalaria,maypurensis,Crotalaria maypurensis,Fabaceae,Fabales,Herbaceous,93.26303362,8.793760286,32.65498846,10.83686663,32.19897401,17.01666667,22,47.12660976,83.98345363,179.9870171,68.20211518,3.796237455,17.01666667,19.20635037,34.56497717,51.12426414,-1583.507964,19.18416034,28.3748511
12,Genetic bank,6,F24 3467,ABC-9562-1,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,93.93151174,8.403009219,18.10554432,51.96325733,64.55154831,16.84,19.76,19.13089604,33.32787942,70.9341634,28.53385037,4.027161336,16.84,18.08730867,12.82854272,45.1294384,-198.4992357,7.120063156,25.0476191
13,Genetic bank,6,F24 3468,ABC-9982-1,Crotalaria,incana,Crotalaria incana,Fabaceae,Fabales,Herbaceous,93.81655922,8.64768717,26.85672385,14.32890927,46.83102013,17.05,21.21666667,45.20909512,84.79470982,180.6530262,72.63736918,4.023484053,17.05,18.99978192,34.3205787,47.26025984,178.6390874,19.04851496,26.23026186
14,Genetic bank,6,F24 3469,ABC-10647-1,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,92.92782887,9.358364243,20.01579809,32.44224002,56.19410887,15.9,22.28333333,43.3063306,79.20441714,170.3511938,67.34093523,3.953830642,15.9,18.79192154,32.01257367,48.30685803,151.037057,17.76753224,26.81114197
15,Genetic bank,6,F24 3470,ABC-11194-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,92.89142264,9.606070391,21.17967693,30.17992448,55.93710804,15.16666667,20.65,33.85150842,70.41335003,151.5119455,59.24865579,3.91446418,15.16666667,18.02387196,27.3075171,46.11538379,184.6603122,15.15614444,25.59483585
16,LMF,6,F25 0017,Hohenheimer Heustandard,,,Hohenheimer Heustandard,,,,91.33303174,10.05857506,#DIV/0!,0,#DIV/0!,18,21.36666667,23.37892847,46.68410638,204.379277,59.56412972,2.921252897,18,19.66576894,40.20408457,67.40110336,#DIV/0!,22.31396251,37.40877848
17,LMF,6,F25 0018,Homenheim Concentrate,,,Homenheim Concentrate,,,,89.69309597,6.035393965,#DIV/0!,0,#DIV/0!,,,,,,,,,,,,,,
18,LMF,6,F25 0019,Sample 8,,,Cynodon nlemfuensis ,,,,93.73093584,11.41385651,#DIV/0!,0,#DIV/0!,17.9,20.9,12.31634402,27.06645662,115.3827587,36.38014807,3.147332356,17.9,19.52588998,22.53713966,62.24192413,#DIV/0!,12.50850243,34.54534474
1,Genetic bank,7,F24 3471,ABC-11999-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,93.5025929,10.465,20.08914589,33.8951169,61.31669822,12.97777778,18.83333333,34.49067997,78.22476383,167.2098203,58.54567987,3.504514149,12.97777778,16.25165268,27.25449084,46.60779238,139.8281229,15.12671395,25.86813114
2,Genetic bank,7,F24 3472,ABC-12318-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,94.102359,11.085,22.04897357,29.34322756,55.25520846,13.98888889,19.77777778,39.89905459,82.4039624,175.0199264,56.88386164,3.249011931,13.98888889,16.96005211,29.74680924,52.26503186,259.4231137,16.50999378,29.00799692
3,Genetic bank,7,F24 3473,ABC-13575-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,94.13646412,11.515,23.16919124,44.08764943,57.60611616,13.6,18.77777778,25.60127877,51.93022977,110.2586017,42.85033336,3.894908968,13.6,16.22765565,17.9688838,42.43278646,502.5331203,9.973041391,23.55093062
4,Genetic bank,7,F24 3474,ABC-13609-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,93.40199114,11.575,20.01347066,40.85292871,58.78077664,13.65555556,19.53333333,27.50896,50.24871693,107.5296305,38.40313447,3.582637924,13.65555556,16.31007432,17.5804062,46.38743434,-1188.433939,9.757429601,25.74582861
5,Genetic bank,7,F24 3475,ABC-15551-1,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,93.75094022,10.485,22.31266675,23.67242922,61.58812353,14.78888889,20.24444444,32.7698335,65.88383629,140.4767517,49.71902488,3.55034185,14.78888889,17.4926182,24.68327403,50.02881514,290.1904538,13.69964413,27.76685795
6,Genetic bank,7,F24 3476,ABC-17024-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,92.53223803,8.23,24.6266959,32.03196846,58.23503518,14.16666667,20.36666667,28.59063493,50.4453851,108.9527843,40.13920631,3.696582257,14.16666667,16.84477229,18.45282315,46.29247607,-1508.615651,10.2416361,25.69312513
7,Genetic bank,7,F24 3477,ABC-17091-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,94.56155534,8.37,24.38060094,17.15303522,49.73373546,15.16666667,19.56666667,41.6690681,87.22233252,184.3698042,66.12018277,3.587848389,15.16666667,17.46518626,32.24818024,48.8310255,212.3035444,17.89829796,27.10206398
8,Genetic bank,7,F24 3478,ABC-17365-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,93.3869839,7.63,32.12201646,23.36870323,51.72327633,15.12222222,20.55555556,47.56911314,86.3864928,184.9019026,63.39266228,3.4282409,15.12222222,17.56359212,32.55389379,51.29126771,221.134009,18.06797427,28.46754097
9,Genetic bank,7,F24 3479,ABC-17451-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,91.64376079,19.475,22.34228589,20.07506852,49.14213417,12.8,18.66666667,35.57235489,68.15535363,148.6442517,62.06594378,4.178556047,12.8,15.6083839,23.24924617,37.55126549,223.0080787,12.90373386,20.84160202
10,Genetic bank,7,F24 3480,ABC-17775-1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Herbaceous,94.3019828,10.725,16.04996893,26.03646082,54.96795705,15.25555556,22.24444444,45.40576329,83.23980211,176.4127547,59.08527975,3.349636216,15.25555556,18.42883333,32.55116454,55.21843108,244.4963595,18.06645949,30.64718459
11,Genetic bank,7,F24 3481,ABC-18016-1,Sesbania,emerus,Sesbania emerus,Fabaceae,Fabales,Shrub,93.22268986,7.685,24.15784219,28.11638345,56.38157902,14.23333333,17.78888889,31.78649266,61.95047293,132.8413117,50.30529106,3.799837916,14.23333333,15.96169036,21.31029695,42.47110245,612.9105464,11.8275835,23.57219665
12,Genetic bank,7,F24 3482,ABC-18044-1,Christia,sp.,Christia sp.,Fabaceae,Fabales,Climber,93.66689993,14.44,21.00012874,22.6938603,54.67917535,15.275,21.45,36.57106043,70.56085116,150.6181733,58.33057617,3.86828515,15.275,18.25242849,27.5163483,47.46914801,250.943088,15.27204937,26.34619841
13,Genetic bank,7,F24 3483,ABC-18288-1,Sesbania,exasperata,Sesbania exasperata,Fabaceae,Fabales,Shrub,92.91141465,8.89,23.18028169,27.95025006,51.10366055,14.9,19.2625,39.39201947,73.99025234,159.1885591,55.65877408,3.490208368,14.9,16.93850252,27.04252615,48.91039807,-1024.525887,15.00906988,27.14611713
14,Genetic bank,7,F24 3484,ABC-18447-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,92.93353323,7.5,29.41115131,26.19653597,54.05004759,14.51111111,20.05555556,45.20909512,80.38811368,172.8889696,55.28237032,3.197384639,14.51111111,16.92415425,29.33549193,53.01768122,361.7422913,16.28170555,29.42573034
15,Genetic bank,7,F24 3485,ABC-18455-1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,93.2033983,14.45,21.77303294,22.27016756,52.42690104,15.41111111,21.56666667,40.1448898,81.32228748,174.410703,59.86128924,3.474604714,15.41111111,18.53525367,32.52086064,54.17824002,301.1595921,18.0496403,30.06986055
16,Genetic bank,7,F24 3486,ABC-18707-1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,92.82607932,7.44,37.49811369,22.03122998,51.92656888,16.05555556,27.53333333,36.70319686,69.76803261,150.0261335,53.89347169,3.599766743,16.05555556,21.49290837,32.29752932,60.93822877,4102.071783,17.92568755,33.82177126
17,Genetic bank,7,F24 3487,ABC-18749-1,Arachis,pintoi,Arachis pintoi,Fabaceae,Fabales,Herbaceous,92.69753995,14.32,21.12793945,27.42442885,51.5288203,11.68888889,18.38888889,24.41143636,64.45799207,139.0021418,61.11639727,4.411682153,11.68888889,15.83999024,22.10810934,36.23158379,193.5185279,12.27038318,20.10915585
