40gp_no,40gp_requisitioner,40gp_gene_bank_id,40gp_genus,40gp_species,40gp_tax_name,40gp_family,40gp_order,40gp_functional_group,40gp_ciat_id,40gp_set_ciat,40gp_batch,40gp_run,40gp_replication,40gp_ch4_8h_percentage,40gp_ch4_24h_percentage,40gp_net_gas_8h_ml,40gp_net_gas_24h_ml,40gp_gas_ml_g_dm_incubated_24h,40gp_percentage_dmd_truly_digestibility,40gp_part_fact,40gp_ch4_percentage_in_gas_8h,40gp_ch4_percentage_in_gas_24h,40gp_ch4_ml_g_dm_incubated_24h,40gp_ch4_ml_g_dmd_24h,40gp_ch4_ml_g_ndf_digested_in_24h,40gp_ch4_g_g_dm_incubated_24h,40gp_ch4_g_g_dmd_24h,40gp_remarks,40gp_remarks_2
No,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,CH4 8h %,"CH4 24h, %","Net gas 8h, ml","Net gas 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Remarks,Remarks2
1568,Genetic bank,ABC-21565-1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24-3518,10,28,3,2,12.4,17.8,35.99027475,57.56231443,124.1716351,53.46986659,4.306125674,12.4,14.42370275,17.91014755,33.49577752,152.2032899,9.940441757,18.59073604,,
1569,Genetic bank,ABC-21565-1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24-3518,10,28,3,3,12.3,16.9,36.8752815,80.12998671,172.8884662,50.52623003,2.922475463,12.3,14.78311091,25.5582937,50.58420881,289.6577758,14.18529519,28.07511105,,
1570,Genetic bank,ABC-21709-1,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24-3519,10,28,3,1,14.5,16.9,38.64529502,81.45749684,176.7291458,60.47012048,3.421626932,14.5,15.76138524,27.8549615,46.0640086,789.6425404,15.45998555,25.56632173,,
1571,Genetic bank,ABC-21709-1,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24-3519,10,28,3,2,15.1,16.8,37.76028826,82.3425036,178.6135296,61.08538628,3.419975319,15.1,16.02042096,28.61463933,46.84367419,690.7066455,15.88161989,25.99904962,,
1572,Genetic bank,ABC-21709-1,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24-3519,10,28,3,3,14.5,17.1,38.20279164,71.27991915,154.586181,52.61346962,3.403504071,14.5,15.70651837,24.2801069,46.14808162,-560.85675,13.4758794,25.61298371,,
1573,Genetic bank,ABC-22286-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F24-3520,10,28,3,1,14.7,17.2,35.54777137,69.06740226,147.5445559,54.30582375,3.680638937,14.7,15.91329418,23.47919924,43.23514057,-1114.513086,13.03136179,23.99625103,,
1574,Genetic bank,ABC-22286-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F24-3520,10,28,3,2,14.2,17.1,36.43277813,71.27991915,152.2405874,44.74651428,2.939197428,14.2,15.61774444,23.77654587,53.13608501,-203.810834,13.19639431,29.49144649,,
1575,Genetic bank,ABC-22286-1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F24-3520,10,28,3,3,15.1,17.2,35.10526799,77.91746982,166.3506549,57.02326204,3.427895254,15.1,16.25385708,27.03839769,47.41643449,4427.004711,15.00677851,26.3169415,,
1576,Genetic bank,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3521,10,28,3,1,13.7,17,31.56524097,76.14745631,161.6112724,49.46693452,3.060859171,13.7,15.63205811,25.26316801,51.07081782,185.5591786,14.02149533,28.34518747,,
1577,Genetic bank,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3521,10,28,3,2,13.8,17.7,30.68023421,75.26244955,159.7329816,44.33085647,2.775310148,13.8,16.11019108,25.73328855,58.04825487,303.5109513,14.28242036,32.21778575,,
1578,Genetic bank,ABC-22475-1,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3521,10,28,3,3,13.8,17.7,29.79522746,57.11981105,121.2280198,43.71537604,3.606045542,13.8,15.66565526,18.99116366,43.44275489,241.5239328,10.5404244,24.11148057,,
1579,Genetic bank,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,F24-3522,10,28,3,1,13.5,15.6,32.45024772,59.77483132,129.9876728,63.40110906,4.877470895,13.5,14.45996299,18.79616937,29.64643623,74.1272766,10.43219919,16.45428502,,
1580,Genetic bank,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,F24-3522,10,28,3,2,13.6,15.2,32.00774435,59.33232794,128.9222573,52.87014924,4.100932636,13.6,14.33685519,18.48339734,34.95998706,124.6716927,10.2586053,19.40339766,,
1581,Genetic bank,ABC-22481-1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,F24-3522,10,28,3,3,13.4,15.4,23.15767678,50.92476376,110.6757143,53.55619074,4.839019208,13.4,14.49051412,16.03748001,29.94514693,103.3895816,8.90107887,16.62007463,,
1582,Genetic bank,ABC-22520-1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,F24-3523,10,28,3,1,12.5,16.9,27.14020719,57.56231443,123.6606463,47.25943708,3.821703873,12.5,14.82543242,18.33322554,38.79272939,216.2704494,10.17525736,21.53063596,,
1583,Genetic bank,ABC-22520-1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,F24-3523,10,28,3,2,12.7,17.2,28.02521394,56.67730767,121.7350563,33.54513834,2.755585726,12.7,14.97488614,18.22968607,54.34374987,-348.0735783,10.11779116,30.16172138,,
1584,Genetic bank,ABC-22520-1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,F24-3523,10,28,3,3,12.5,17.4,27.58271056,54.90729416,117.9804747,50.42899866,4.274351224,12.5,14.9384822,17.62449222,34.94912191,151.3279813,9.781898105,19.39736732,,
1585,Genetic bank,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3524,10,28,3,1,13,19.7,20.06015314,31.01211174,66.90344634,30.64174999,4.57999575,13,15.36611177,10.28045834,33.55049351,-221.0853423,5.705832243,18.62110436,,
1586,Genetic bank,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3524,10,28,3,2,13.2,19.8,20.06015314,31.45461512,67.803852,38.28491383,5.646421656,13.2,15.5908558,10.57120079,27.61192265,353.1776166,5.867199334,15.32509479,,
1587,Genetic bank,ABC-22570-1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3524,10,28,3,3,13.3,19.8,18.732643,29.68460161,64.06518099,36.61379087,5.715084279,13.3,15.69813665,10.05703965,27.46790052,760.7181551,5.581831005,15.24516001,,
1588,Genetic bank,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24-3525,10,28,3,1,14,18.4,25.37019367,39.86217931,84.24249596,38.37489006,4.555288827,14,15.59962997,13.14151765,34.24509524,-431.0210073,7.293769657,19.00662033,,
1589,Genetic bank,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24-3525,10,28,3,2,13.7,18.5,24.9276903,38.53466917,81.45329132,35.65694889,4.377594608,13.7,15.39492823,12.53967574,35.16755115,-217.4434109,6.959736985,19.51859932,,
1590,Genetic bank,ABC-22594-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,F24-3525,10,28,3,3,13,18.3,25.81269705,38.53466917,81.46957872,41.09869081,5.044667158,13,14.74976077,12.01656796,29.23832297,-3695.965141,6.669403116,16.2277751,,
1591,Genetic bank,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3526,10,28,3,1,13.6,17.4,36.8752815,66.85488537,145.7194617,56.03669761,3.845519121,13.6,15.30402648,22.30094499,39.79703648,302.3294809,12.3774103,22.08804378,,
1592,Genetic bank,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3526,10,28,3,2,13.1,17.9,37.76028826,62.42985159,136.1833486,51.59513552,3.788652287,13.1,14.99675133,20.42307814,39.58334044,695.8911752,11.33516171,21.96943878,,
1593,Genetic bank,ABC-22754-1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3526,10,28,3,3,13.1,17.8,39.53030177,64.64236848,140.8406841,43.7660138,3.107483756,13.1,14.92584141,21.02165716,48.03192096,-429.5119496,11.66738342,26.65854713,,
1594,Genetic bank,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,F24-3527,10,28,3,1,13.3,17.4,35.10526799,63.75736172,138.4774079,45.98375714,3.320668536,13.3,15.14251012,20.96895551,45.60078779,199.8281483,11.63813309,25.30922616,,
1595,Genetic bank,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,F24-3527,10,28,3,2,13.6,16.8,35.54777137,71.27991915,154.7231647,56.7825238,3.669943276,13.6,15.20413864,23.52432448,41.42881102,110.4829799,13.05640708,22.99370688,,
1596,Genetic bank,ABC-22915-1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,F24-3527,10,28,3,3,13.6,17.8,34.22026124,66.41238199,144.1862998,52.34489133,3.630365118,13.6,15.63586896,22.5447809,43.06968707,133.7601763,12.51274345,23.90442148,,
1597,Genetic bank,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3528,10,28,3,1,15.1,18,23.15767678,51.80977051,111.5199296,56.84260777,5.097080674,15.1,16.70377224,18.62803504,32.77125341,140.0896045,10.33888173,18.18861262,,
1598,Genetic bank,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3528,10,28,3,2,15.3,17.9,23.60018016,52.25227389,112.5173929,52.02337952,4.623585578,15.3,16.72568807,18.81930817,36.17471287,221.9781465,10.44504163,20.0775915,,
1599,Genetic bank,ABC-23259-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3528,10,28,3,3,15.2,18.4,23.60018016,48.26974349,103.8792991,48.86709629,4.704218908,15.2,16.83544691,17.48854424,35.78797508,328.6259614,9.706444625,19.86294534,,
1600,Genetic bank,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3529,10,28,3,1,15,18.2,23.60018016,49.15475024,104.8774732,49.64660881,4.733772399,15,16.6636159,17.47637931,35.20155702,328.2276714,9.699692876,19.53747317,,
1601,Genetic bank,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3529,10,28,3,2,14.9,18.4,22.71517341,46.94223335,100.1968695,52.14514408,5.20426879,14.9,16.70636292,16.73925265,32.10126839,213.9747458,9.290574829,17.81675934,,
1602,Genetic bank,ABC-23339-1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,F24-3529,10,28,3,3,15,18.5,23.60018016,48.26974349,103.0098004,51.27975472,4.978143297,15,16.78877005,17.29407852,33.72496341,248.5633326,9.598512782,18.71793817,,
1603,Genetic bank,ABC-23761-1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,F24-3530,10,28,3,1,12.3,16.5,29.79522746,50.92476376,107.0972893,47.40273673,4.426137862,12.3,14.04265025,15.03929777,31.72664451,161.626459,8.347070459,17.60883661,,
1604,Genetic bank,ABC-23761-1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,F24-3530,10,28,3,2,11.9,16.3,29.79522746,49.59725362,104.3263145,43.54287635,4.173719407,11.9,13.65672862,14.24756165,32.72076364,261.6578138,7.907643215,18.16058993,,
1605,Genetic bank,ABC-23761-1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,F24-3530,10,28,3,3,12.1,16.3,28.9102207,50.48226038,106.2515993,42.54083239,4.003782784,12.1,13.89474069,14.76338419,34.70403225,332.2790293,8.19393365,19.26133832,,
1606,Genetic bank,ABC-24360-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3531,10,28,3,1,13.7,17.4,30.23773083,56.23480429,121.2871871,53.24059096,4.389630285,13.7,15.4104918,18.69095202,35.10658257,269.9700325,10.37380175,19.4847607,,
1607,Genetic bank,ABC-24360-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3531,10,28,3,2,14,17.5,29.79522746,55.79230092,120.3087344,52.17175696,4.336489552,14,15.63086583,18.80529685,36.04497519,321.2104732,10.4372651,20.00558484,,
1608,Genetic bank,ABC-24360-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24-3531,10,28,3,3,13.6,17.5,31.12273759,57.11981105,123.0974911,51.25219785,4.163545285,13.6,15.37501614,18.92625912,36.92770244,383.5146977,10.50440125,20.49551374,,
1609,Genetic bank,ABC-24466-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,F24-3532,10,28,3,1,13.6,16.9,35.10526799,55.79230092,120.1467766,48.29530136,4.019691809,13.6,14.82359551,17.81007217,36.87744287,-125.6618329,9.884898187,20.46761881,,
1610,Genetic bank,ABC-24466-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,F24-3532,10,28,3,2,13.1,16.8,36.43277813,58.44732118,125.8391074,48.97307891,3.891721732,13.1,14.49362776,18.23865181,37.24219962,-135.1487886,10.1227673,20.67006512,,
1611,Genetic bank,ABC-24466-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,F24-3532,10,28,3,3,13.1,16.9,35.10526799,56.67730767,121.9794348,63.47760519,5.203959611,13.1,14.54632401,17.7435238,27.95241527,1758.024828,9.847962691,15.51407408,,
1612,Genetic bank,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24-3533,10,28,3,1,12.9,18.7,30.68023421,56.23480429,122.8214767,39.63194752,3.226792949,12.9,15.53567213,19.08114193,48.14585991,100.2835211,10.5903639,26.72178523,,
1613,Genetic bank,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24-3533,10,28,3,2,13,19.3,31.56524097,56.23480429,122.7969272,37.11098408,3.022142731,13,15.7637377,19.35738551,52.16079818,117.2731915,10.74368386,28.95014543,,
1614,Genetic bank,ABC-32246-1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24-3533,10,28,3,3,13.3,19.1,28.02521394,50.039757,109.2254705,54.03078377,4.946720165,13.3,15.85165807,17.31404812,32.0447843,51.79809582,9.609596255,17.7854097,,
1615,Genetic bank,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3534,10,28,3,1,13,19.3,23.15767678,37.64966242,82.7320327,38.84586681,4.695384066,13,15.42497551,12.76139579,32.85136061,87.39155839,7.082795447,18.2330735,,
1616,Genetic bank,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3534,10,28,3,2,12.8,19,23.60018016,38.09216579,83.70439743,35.22012769,4.207679497,12.8,15.15876089,12.68854946,36.02641528,115.5941366,7.042364476,19.99528377,,
1617,Genetic bank,ABC-32365-1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3534,10,28,3,3,12.9,19.2,23.60018016,36.76465566,80.80344778,32.06424687,3.968178061,12.9,15.1558676,12.24646356,38.19351695,156.5857752,6.796999154,21.1980627,,
1618,Genetic bank,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3535,10,28,3,1,12.3,19.2,26.69770381,41.63219282,90.14035111,45.26475975,5.021586802,12.3,14.77519929,13.31841652,29.4233673,57.52965947,7.39195159,16.33047791,,
1619,Genetic bank,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3535,10,28,3,2,12.2,18.9,27.14020719,42.51719957,92.0749398,42.85000692,4.653818619,12.2,14.62315698,13.46426299,31.42184554,64.93254639,7.472898904,17.43966791,,
1620,Genetic bank,ABC-32373-1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,F24-3535,10,28,3,3,12.1,19,27.14020719,42.0746962,91.09844165,34.20079307,3.754267631,12.1,14.5491674,13.25406477,38.75367669,109.6595708,7.356235257,21.50896104,,
1621,Genetic bank,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25 0017,10,28,3,1,13.9,18.7,23.60018016,34.99464215,153.0780189,56.34421342,3.680751411,13.9,15.46290832,23.67031373,42.01019465,#DIV/0!,13.13743364,23.31638485,,
1622,Genetic bank,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25 0017,10,28,3,2,15.8,18.6,20.94515989,41.63219282,182.2584701,46.24030439,2.537073002,15.8,17.19131975,31.33263638,67.76044576,#DIV/0!,17.39015528,37.60821973,,
1623,Genetic bank,Hohenheimer Heustandard,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25 0017,10,28,3,3,14.8,18.9,24.04268354,44.28721309,193.8041946,54.79513859,2.827345337,14.8,16.67418818,32.3152761,58.97471369,#DIV/0!,17.93553732,32.73198642,,
1624,Genetic bank,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25 0018,10,28,3,1,15.2,18.9,28.46771732,54.0222874,240.4397257,51.88738648,2.158020532,15.2,16.95023891,40.75510794,78.5453088,#DIV/0!,22.61979001,43.5940053,,
1625,Genetic bank,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25 0018,10,28,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1626,Genetic bank,Homenheim Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25 0018,10,28,3,3,15.8,19.6,32.45024772,54.46479078,242.5060067,56.45427603,2.32795372,15.8,17.33595125,42.0407231,74.46862498,#DIV/0!,23.33332867,41.33137525,,
1627,Genetic bank,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,0,0,0,F25 0019,10,28,3,1,14.7,17.2,20.94515989,51.36726713,109.5619669,38.82802443,3.543932766,14.7,16.18061737,17.72780265,45.65723574,#DIV/0!,9.839237178,25.34055575,,
1628,Genetic bank,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,0,0,0,F25 0019,10,28,3,2,15.4,17.4,19.61764976,49.59725362,105.7443993,16.12469714,1.524874815,15.4,16.60892193,17.56300473,108.9199045,#DIV/0!,9.747771483,60.45243144,,
1629,Genetic bank,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,0,0,0,F25 0019,10,28,3,3,14.1,17.3,18.732643,47.38473673,101.0877812,32.75710527,3.240461396,14.1,16.03494163,16.20936672,49.48351384,#DIV/0!,8.996478967,27.4642063,,
#REF!,Genetic bank,AMC-ICARDA-156302,Trifolium,repens,Trifolium repens,Fabaceae,Fabales,Legume,F25-0769,11,29,1,1,16.1,16.4,36.43277813,84.3337688,185.6049304,59.79069682,3.221395935,16.1,16.2703979,30.1986607,50.5072901,-75.10366584,16.76077915,28.03241983,,
#REF!,Genetic bank,AMC-ICARDA-156302,Trifolium,repens,Trifolium repens,Fabaceae,Fabales,Legume,F25-0769,11,29,1,2,16,16.3,37.76028826,86.98878907,191.4099398,74.49738954,3.892033486,16,16.16977533,30.95055722,41.54582787,#DIV/0!,17.17809474,23.05865325,,
#REF!,Genetic bank,AMC-ICARDA-156302,Trifolium,repens,Trifolium repens,Fabaceae,Fabales,Legume,F25-0769,11,29,1,3,15.8,16.4,39.08779839,89.64380934,197.1732343,81.70000448,4.143564656,15.8,16.13837927,31.82056437,38.94805707,#DIV/0!,17.66096375,21.61684551,,
#REF!,Genetic bank,ILRI-2273-27,Trifolium ,burchellianum,Trifolium burchellianum,Fabaceae,Fabales,Legume,F25-0848,11,29,1,1,10.1,14.1,28.02521394,40.52593437,88.7189342,39.66594813,4.470967611,10.1,11.33384895,10.05527,25.34987935,#DIV/0!,5.580848814,14.06962162,,
#REF!,Genetic bank,ILRI-2273-27,Trifolium ,burchellianum,Trifolium burchellianum,Fabaceae,Fabales,Legume,F25-0848,11,29,1,2,10.1,13.9,26.25520043,38.31341748,83.92563144,45.17172591,5.382351629,10.1,11.29595765,9.480203787,20.98703026,#DIV/0!,5.261677119,11.64816489,,
#REF!,Genetic bank,ILRI-2273-27,Trifolium ,burchellianum,Trifolium burchellianum,Fabaceae,Fabales,Legume,F25-0848,11,29,1,3,10.1,14.3,28.46771732,40.96843775,89.7594079,39.96823136,4.452818072,10.1,11.38154815,10.21601023,25.560326,#DIV/0!,5.670062427,14.18642315,,
#REF!,Genetic bank,ILRI-21682-24,Leucaena,pallida,Leucaena pallida,Fabaceae,Fabales,Tree,F25-0845,11,29,1,1,10.2,13.8,25.37019367,46.72098167,102.6562914,24.1739259,2.354841146,10.2,11.84514601,12.15978761,50.30125295,#DIV/0!,6.748892503,27.91806565,,
#REF!,Genetic bank,ILRI-21682-24,Leucaena,pallida,Leucaena pallida,Fabaceae,Fabales,Tree,F25-0845,11,29,1,2,11.3,14.1,24.9276903,44.95096815,98.88570237,18.78127922,1.899291684,11.3,12.54725185,12.40743812,66.06279568,#DIV/0!,6.886342816,36.66599456,,
#REF!,Genetic bank,ILRI-21682-24,Leucaena,pallida,Leucaena pallida,Fabaceae,Fabales,Tree,F25-0845,11,29,1,3,10.3,13.8,22.71517341,44.95096815,98.8461639,23.76145291,2.403882151,10.3,12.03133716,11.89251525,50.04961311,#DIV/0!,6.600551717,27.77840119,,
#REF!,Genetic bank,ABC-17488-1,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F25-0907,11,29,1,1,11.2,14.8,34.22026124,65.30612354,143.7569072,30.96793434,2.154187576,11.2,12.91360813,18.56420365,59.94653517,#DIV/0!,10.30345421,33.27136416,,
#REF!,Genetic bank,ABC-17488-1,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F25-0907,11,29,1,2,11.1,14.9,35.10526799,66.63363368,146.5619228,45.56191236,3.108714152,11.1,12.89800775,18.90356816,41.48984795,#DIV/0!,10.49180738,23.02758343,,
#REF!,Genetic bank,ABC-17488-1,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F25-0907,11,29,1,3,11.3,14.9,34.22026124,65.30612354,143.8144099,49.57057917,3.446843692,11.3,13.01360813,18.71544374,37.7551444,#DIV/0!,10.38739507,20.95475834,,
#REF!,Genetic bank,ILRI-10299-42,Erythrina,abyssinica,Erythrina abyssinica,0,0,0,F25-0863,11,29,1,1,14.1,16.1,22.71517341,43.18095464,95.05326837,22.31691336,2.347832299,14.1,15.04790777,14.30352816,64.09277093,#DIV/0!,7.938705593,35.57259674,,
#REF!,Genetic bank,ILRI-10299-42,Erythrina,abyssinica,Erythrina abyssinica,0,0,0,F25-0863,11,29,1,2,14.2,16.4,22.71517341,44.0659614,97.00141392,28.4364651,2.931551608,14.2,15.26594142,14.80817903,52.07461257,#DIV/0!,8.218795557,28.90231092,,
#REF!,Genetic bank,ILRI-10299-42,Erythrina,abyssinica,Erythrina abyssinica,0,0,0,F25-0863,11,29,1,3,14.2,16.2,22.71517341,56.45605598,124.2754516,21.06218512,1.694798518,14.2,15.39529719,19.13257512,90.83850989,#DIV/0!,10.6189102,50.41694459,,
#REF!,Genetic bank,ABC-21694-1,Erythrina ,velutina,Erythrina velutina,0,0,0,F25-0897,11,29,1,1,14.1,18.1,38.20279164,75.48370124,166.2270452,49.85685972,2.999322983,14.1,16.07557401,26.72195168,53.59734213,#DIV/0!,14.8311455,29.74745217,,
#REF!,Genetic bank,ABC-21694-1,Erythrina ,velutina,Erythrina velutina,0,0,0,F25-0897,11,29,1,2,14.5,18.3,39.53030177,71.94367421,158.2730729,60.7307469,3.837086485,14.5,16.21204511,25.65930197,42.25092442,#DIV/0!,14.24135653,23.44999404,,
#REF!,Genetic bank,ABC-21694-1,Erythrina ,velutina,Erythrina velutina,0,0,0,F25-0897,11,29,1,3,14.1,18.2,40.41530853,74.1561911,163.2710038,51.32002007,3.143241536,14.1,15.96548981,26.06701547,50.79307341,#DIV/0!,14.46764457,28.19103452,,
#REF!,Genetic bank,ILRI-7153-57,Panicum,coloratum,Panicum coloratum,0,0,0,F25-0878,11,29,1,1,13.6,4.9,29.35272408,64.86362017,142.8113852,35.99606439,2.520531842,13.6,8.837009665,12.62025592,35.06009929,#DIV/0!,7.004460377,19.45896168,,
#REF!,Genetic bank,ILRI-7153-57,Panicum,coloratum,Panicum coloratum,0,0,0,F25-0878,11,29,1,2,13.7,15.4,30.23773083,65.30612354,143.6420395,32.34280502,2.2516253,13.7,14.61287408,20.99023036,64.89922672,#DIV/0!,11.649941,36.02019366,,
#REF!,Genetic bank,ILRI-7153-57,Panicum,coloratum,Panicum coloratum,0,0,0,F25-0878,11,29,1,3,13.6,16,30.23773083,63.97861341,140.8065388,38.39855523,2.727043471,13.6,14.86570605,20.93188616,54.51217118,#DIV/0!,11.61755896,30.25519812,,
#REF!,Genetic bank,ILRI-13946-29,Stylosanthes,fructicosa,Stylosanthes fructicosa,Fabaceae,Fabales,Herbaceous,F25-0850,11,29,1,1,13.6,18.5,39.97280515,81.67874853,179.7616619,48.12625748,2.677225887,13.6,16.10198646,28.94519845,60.14429538,#DIV/0!,16.06508592,33.3811245,,
#REF!,Genetic bank,ILRI-13946-29,Stylosanthes,fructicosa,Stylosanthes fructicosa,Fabaceae,Fabales,Herbaceous,F25-0850,11,29,1,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,
#REF!,Genetic bank,ILRI-13946-29,Stylosanthes,fructicosa,Stylosanthes fructicosa,Fabaceae,Fabales,Herbaceous,F25-0850,11,29,1,3,13.6,18.2,42.18532204,84.77627218,186.5788084,50.56918723,2.710339274,13.6,15.91100478,29.68656314,58.70484532,#DIV/0!,16.47655615,32.58220481,,
