subset,no,requisitioner,id_lab,id,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
4,85,Genbank,F25-1767,CIAT-21601,Fabales,Fabaceae,Erythrina,fusca,Erythrina fusca,Shrub_Trees,28,93.87061294,7.174562061,92.82543794,23.75160561,56.10895442,66.49491261
4,86,Genbank,F25-1767,CIAT-21601,Fabales,Fabaceae,Erythrina,fusca,Erythrina fusca,Shrub_Trees,28,92.60295882,6.915104345,93.08489565,23.07009157,53.82626191,70.48749818
4,87,Genbank,F25-1768,CIAT-21809,Fabales,Fabaceae,Acacia,farnesiana,Acacia farnesiana,Shrub_Trees,28,94.57162851,7.427819216,92.57218078,31.00065629,49.04035979,60.94700222
4,88,Genbank,F25-1768,CIAT-21809,Fabales,Fabaceae,Acacia,farnesiana,Acacia farnesiana,Shrub_Trees,28,94.66,7.493461908,92.50653809,31.00065629,47.1399414,64.74031829
4,89,Genbank,F25-1769,CIAT-21810,Fabales,Fabaceae,Acacia,angustissima,Acacia angustissima,Shrub_Trees,28,94.74052595,5.390506218,94.60949378,31.66393985,40.17316966,51.00059153
4,90,Genbank,F25-1769,CIAT-21810,Fabales,Fabaceae,Acacia,angustissima,Acacia angustissima,Shrub_Trees,28,94.83310014,5.387812581,94.61218742,31.66393985,37.65940547,53.73453725
4,91,Genbank,F25-1770,CIAT-21888,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,28,93.67189843,9.057418959,90.94258104,29.90458835,31.16669959,55.7508662
4,92,Genbank,F25-1770,CIAT-21888,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,28,93.742503,9.216522654,90.78347735,29.90458835,29.15951436,57.58113322
4,93,Genbank,F25-1771,CIAT-22310,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,94.82,5.650401843,94.34959816,21.75470624,52.18036474,55.49850701
4,94,Genbank,F25-1771,CIAT-22310,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,94.9010198,5.775748228,94.22425177,21.75470624,49.35645961,54.50561768
4,95,Genbank,F25-1772,CIAT-22311,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,93.80371777,6.877206587,93.12279341,21.51362159,48.23549136,53.94942876
4,96,Genbank,F25-1772,CIAT-22311,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,93.95060494,7.029760988,92.97023901,21.51362159,50.1296014,55.90976352
4,97,Genbank,F25-1773,CIAT-22316,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,95.54044596,8.667847076,91.33215292,20.81595568,43.60548667,55.27365589
4,98,Genbank,F25-1773,CIAT-22316,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,95.49135259,8.624248742,91.37575126,20.81595568,45.47768561,53.439417
4,99,Genbank,F25-1774,CIAT-23239,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,28,95.85041496,7.573117047,92.42688295,20.35537133,53.21545699,63.33418795
4,100,Genbank,F25-1774,CIAT-23239,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,28,95.86124163,7.529886057,92.47011394,20.35537133,52.3004246,67.05249452
