subset,id,no,requisitioner,id_lab,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
3,ABC-11762,183,Genetic bank,F24-3563,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,90.71,8.06,91.94,15.95,39.8,58.73
3,ABC-11778,185,Genetic bank,F24-3564,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,92.06,8.58,91.42,16.99,26.27,54.21
3,ABC-11784,187,Genetic bank,F24-3565,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,92.3,8.64,91.36,16.9,35.91,59.39
3,ABC-11820,189,Genetic bank,F24-3566,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,91.81,11.13,88.87,18.06,31.38,52.89
3,ABC-12042,191,Genetic bank,F24-3567,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,25,91.35,15.08,84.92,17.68,31.39,53.81
3,ABC-12115,239,Genetic bank,F24-3568,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,26,92.48,8.91,91.09,15.32,34.71,55.55
3,ABC-12140,241,Genetic bank,F24-3569,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,26,91.57,11.22,88.78,19.39,28.23,54.15
3,ABC-12184,243,Genetic bank,F24-3570,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,26,92.54,10.37,89.63,15.38,25.67,48.49
3,ABC-12202,245,Genetic bank,F24-3571,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,26,92.63,10.68,89.32,18.22,24.08,48.06
3,ABC-12311,247,Genetic bank,F24-3572,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,26,91.76,15.04,84.96,16.63,34.79,53.68
3,ABC-12374,251,Genetic bank,F24-3574,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,26,91.94,8.79,91.21,17.42,30.52,56.26
3,ABC-12381,249,Genetic bank,F24-3573,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,26,92.25,13.21,86.79,17.11,33.25,56.81
3,ABC-12457,253,Genetic bank,F24-3575,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,26,93.7,11.91,88.09,16.96,27.69,55.43
3,ABC-12462,255,Genetic bank,F24-3576,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,26,92.55,9.45,90.55,19.36,26.71,57.45
3,ABC-12485,257,Genetic bank,F24-3577,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,26,93.95,13.35,86.65,14.59,30.78,55.79
3,ABC-12615,259,Genetic bank,F24-3578,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,26,89.76,10.4,89.6,14.07,35.32,53.46
3,ABC-12686,261,Genetic bank,F24-3579,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,26,90.96,10.25,89.75,16.0,34.52,48.94
3,ABC-12710,263,Genetic bank,F24-3580,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,26,91.72,11.21,88.79,11.5,38.43,58.38
3,ABC-12758,265,Genetic bank,F24-3581,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,26,91.38,9.52,90.48,14.95,34.11,56.97
3,ABC-13149,7,Genetic bank,F25-0971,Fabales,Fabaceae,Desmodium,strigillosum,Desmodium strigillosum,Herbaceous_legumes,23,93.78,8.18,91.82,13.45,35.33,49.68
3,ABC-13946,9,Genetic bank,F25-0974,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,23,93.82,6.8,93.2,14.37,53.08,60.83
3,ABC-1467,1,Genetic bank,F24-3540,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,23,92.62,8.54,91.46,13.64,34.78,52.93
3,ABC-1475,3,Genetic bank,F24-3541,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,23,90.79,8.75,91.24,17.29,37.43,56.45
3,ABC-19867,11,Genetic bank,F25-0980,Fabales,Fabaceae,Uraria,lagopodioides,Uraria lagopodioides,Herbaceous_legumes,23,95.9,15.46,84.54,19.32,25.83,44.28
3,ABC-23326,5,Genetic bank,F25-0954,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,23,95.84,15.05,84.95,18.11,23.0,40.0
3,ABC-2783,153,Genetic bank,F24-3548,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,25,89.75,10.11,89.89,17.78,31.3,49.65
3,BR-02-1752-Cayman-Exc,209,Benchmark,F25-2627,Poales,Poaceae,Urochloa, interespecifico,Urochloa interespecifico,Grass,26,96.64,17.21,82.79,10.93,29.65,59.76
3,BR-06-423-Cayman-Exc,211,Benchmark,F25-2628,Poales,Poaceae,Urochloa, interespecifico,Urochloa interespecifico,Grass,26,96.67,10.43,89.57,13.87,29.45,61.6
3,CIAT-13158,69,Genetic bank,F25-1670,Fabales,Fabaceae,Desmodium,strigillosum,Desmodium strigillosum,Herbaceous_legumes,24,93.52,7.32,92.68,16.53,38.17,50.29
3,CIAT-13329,71,Genetic bank,F25-1671,Fabales,Fabaceae,Desmodium,cajanifolium,Desmodium cajanifolium,Shrub_Trees,24,94.17,11.52,88.48,20.28,25.93,52.31
3,CIAT-13387,73,Genetic bank,F25-1672,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Shrub_Trees,24,92.58,5.23,94.77,18.43,57.23,63.92
3,CIAT-13547,75,Genetic bank,F25-1673,Fabales,Fabaceae,Codariocalyx,gyroides,Codariocalyx gyroides,Shrub_Trees,24,94.81,7.61,92.39,17.24,42.42,58.27
3,CIAT-13953,77,Genetic bank,F25-1674,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,24,92.94,10.14,89.86,22.14,28.43,44.47
3,CIAT-15086,79,Genetic bank,F25-1675,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,24,95.1,6.67,93.33,25.43,27.19,56.25
3,CIAT-17403,81,Genetic bank,F25-1676,Fabales,Fabaceae,Flemingia,macrophylla,Flemingia macrophylla,Shrub_Trees,24,93.95,6.1,93.9,18.39,51.91,64.19
3,CIAT-17462,229,Breeding,F25-2637,Fabales,Leguminosae,Leucaena ,leucocephala ,Leucaena leucocephala ,Shrub_Trees,26,92.63,6.88,93.12,29.87,39.13,57.51
3,CIAT-17519,83,Genetic bank,F25-1677,Fabales,Fabaceae,Mimosa,somnians,Mimosa somnians,Herbaceous_legumes,24,94.5,8.75,91.25,17.65,25.56,46.21
3,CIAT-17768,217,Breeding,F25-2631,Fabales,Fabaceae,Clitoria ,ternatea,Clitoria ternatea ,Herbaceous_legumes,26,93.14,7.72,92.28,25.33,30.69,51.36
3,CIAT-17896,85,Genetic bank,F25-1678,Fabales,Fabaceae,Chamaecrista,desvauxii,Chamaecrista desvauxii,Herbaceous_legumes,24,94.71,6.33,93.67,15.64,40.33,51.74
3,CIAT-18123,87,Genetic bank,F25-1679,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,24,94.61,8.31,91.69,15.0,40.99,62.79
3,CIAT-18126,89,Genetic bank,F25-1680,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,24,92.8,10.3,89.7,18.02,40.49,56.41
3,CIAT-18127,91,Genetic bank,F25-1681,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,24,94.19,9.2,90.8,17.34,37.77,54.54
3,CIAT-18668,93,Genetic bank,F25-1682,Fabales,Fabaceae,Cratylia,argentea,Cratylia argentea,Shrub_Trees,24,94.11,12.82,87.18,21.26,28.0,50.11
3,CIAT-19228,95,Genetic bank,F25-1683,Fabales,Fabaceae,Eriosema,psoraleoides,Eriosema psoraleoides,Herbaceous_legumes,24,93.69,9.42,90.58,17.93,47.97,62.31
3,CIAT-19537,97,Genetic bank,F25-1684,Fabales,Fabaceae,Crotalaria,verrucosa,Crotalaria verrucosa,Herbaceous_legumes,24,93.5,9.04,90.96,28.32,24.02,44.46
3,CIAT-1992,21,Genetic bank,F25-1655,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,23,92.47,8.32,91.68,19.95,38.55,60.22
3,CIAT-20208,99,Genetic bank,F25-1685,Fabales,Fabaceae,Aeschynomene,sensitiva,Aeschynomene sensitiva,Herbaceous_legumes,24,95.46,7.87,92.13,19.0,25.38,59.64
3,CIAT-20345,101,Genetic bank,F25-1686,Fabales,Fabaceae,Pachyrhizus,erosus,Pachyrhizus erosus,Herbaceous_legumes,24,93.72,10.63,89.37,17.94,22.48,38.5
3,CIAT-20692,213,Breeding,F25-2629,Fabales,Fabaceae,Clitoria ,ternatea,Clitoria ternatea ,Herbaceous_legumes,26,94.7,8.02,91.98,25.41,29.62,51.31
3,CIAT-20927,103,Genetic bank,F25-1687,Fabales,Fabaceae,Mimosa,albida,Mimosa albida,Herbaceous_legumes,24,93.68,8.62,91.38,13.93,41.22,59.01
3,CIAT-21849,105,Genetic bank,F25-1688,Fabales,Fabaceae,Chamaecrista,desvauxii,Chamaecrista desvauxii,Herbaceous_legumes,24,94.9,5.92,94.08,17.51,43.79,58.23
3,CIAT-22072,107,Genetic bank,F25-1689,Fabales,Fabaceae,Bauhinia,sp.,Bauhinia sp.,Shrub_Trees,24,93.61,7.78,92.22,26.74,29.97,45.1
3,CIAT-22409,109,Genetic bank,F25-1690,Fabales,Fabaceae,Cratylia,argentea,Cratylia argentea,Shrub_Trees,24,92.93,11.38,88.62,19.09,30.48,55.9
3,CIAT-22692,111,Genetic bank,F25-1691,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,24,92.27,7.39,92.61,25.3,24.26,42.74
3,CIAT-23715,113,Genetic bank,F25-1692,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Shrub_Trees,24,93.79,5.22,94.78,16.81,59.14,65.42
3,CIAT-23746,115,Genetic bank,F25-1693,Fabales,Fabaceae,Codariocalyx,gyroides,Codariocalyx gyroides,Shrub_Trees,24,93.84,6.88,93.12,18.88,40.5,56.6
3,CIAT-23985,117,Genetic bank,F25-1694,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,24,95.17,12.04,87.96,18.34,24.87,39.7
3,CIAT-3001,23,Genetic bank,F25-1656,Fabales,Fabaceae,Codariocalyx,gyroides,Codariocalyx gyroides,Shrub_Trees,23,94.5,6.97,93.03,15.82,40.09,57.84
3,CIAT-32265,119,Genetic bank,F25-1695,Fabales,Fabaceae,Chamaecrista,diphylla,Chamaecrista diphylla,Herbaceous_legumes,24,95.81,8.04,91.96,17.04,37.98,53.26
3,CIAT-3304,25,Genetic bank,F25-1657,Fabales,Fabaceae,Desmodium,cajanifolium,Desmodium cajanifolium,Shrub_Trees,23,94.91,8.2,91.8,20.82,24.97,46.61
3,CIAT-33070,121,Genetic bank,F25-1696,Fabales,Fabaceae,Desmodium,oblongum,Desmodium oblongum,Shrub_Trees,24,96.0,10.02,89.98,16.09,39.34,54.18
3,CIAT-33079,123,Genetic bank,F25-1697,Fabales,Fabaceae,Desmodium,oblongum,Desmodium oblongum,Shrub_Trees,24,95.66,10.51,89.49,18.27,28.9,45.96
3,CIAT-33131,125,Genetic bank,F25-1698,Fabales,Fabaceae,Codariocalyx,gyroides,Codariocalyx gyroides,Shrub_Trees,24,94.84,6.9,93.1,17.67,41.11,56.05
3,CIAT-33195,127,Genetic bank,F25-1699,Fabales,Fabaceae,Dalea,carthagenensis,Dalea carthagenensis,Herbaceous_legumes,24,95.71,6.44,93.56,16.47,23.48,43.58
3,CIAT-36087-MulatoII-Exc,205,Benchmark,F25-2625,Poales,Poaceae,Urochloa, interespecifico,Urochloa interespecifico,Grass,26,97.01,10.33,89.67,12.48,29.37,62.99
3,CIAT-36087-MulatoII-Opt,141,Benchmark,F25-2139,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,25,96.95,11.55,88.45,10.33,29.44,59.23
3,CIAT-43055,129,Genetic bank,F25-1700,Fabales,Fabaceae,Desmodium,discolor,Desmodium discolor,Herbaceous_legumes,24,94.82,9.02,90.98,28.02,22.45,43.07
3,CIAT-5713,27,Genetic bank,F25-1658,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,23,94.64,9.34,90.66,15.88,24.61,45.9
3,CIAT-606-Basilisk-Exc,207,Benchmark,F25-2626,Poales,Poaceae,Urochloa, interespecifico,Urochloa interespecifico,Grass,26,96.88,9.46,90.54,11.82,30.3,65.32
3,CIAT-606-Basilisk-Opt,137,Benchmark,F25-2137,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,25,96.79,10.59,89.41,8.5,31.27,62.47
3,CIAT-6133-Llanero-Opt,143,Benchmark,F25-2140,Poales,Poaceae,Brachiaria,humidicola,Brachiaria humidicola,Grass,25,97.39,13.06,86.94,9.46,30.98,64.12
3,CIAT-6294-Marandu-Exc,203,Benchmark,F25-2624,Poales,Poaceae,Urochloa, interespecifico,Urochloa interespecifico,Grass,26,96.18,10.3,89.7,12.8,30.47,63.4
3,CIAT-6294-Marandu-Opt,139,Benchmark,F25-2138,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico ,Grass,25,96.12,11.3,88.7,7.59,32.37,64.62
3,CIAT-6962-Mombaza-Ex,135,Benchmark,F25-2136,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,25,96.94,12.03,87.97,5.25,37.83,68.79
3,CIAT-6962-Mombaza-Opt,145,Benchmark,F25-2141,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus ,Grass,25,97.52,12.24,87.76,7.21,32.96,65.42
3,CIAT-712,221,Breeding,F25-2633,Fabales,Fabaceae,Clitoria ,ternatea,Clitoria ternatea ,Herbaceous_legumes,26,93.18,7.78,92.22,23.11,33.02,51.42
3,CIAT-7381,29,Genetic bank,F25-1659,Fabales,Fabaceae,Galactia,glaucescens,Galactia glaucescens,Herbaceous_legumes,23,94.47,12.77,87.23,13.58,46.86,68.34
3,CIAT-7799,31,Genetic bank,F25-1660,Fabales,Fabaceae,Dioclea,guianensis,Dioclea guianensis,Herbaceous_legumes,23,93.46,7.77,92.23,20.38,52.92,65.25
3,CIAT-7803,33,Genetic bank,F25-1661,Fabales,Fabaceae,Dioclea,holtiana,Dioclea holtiana,Herbaceous_legumes,23,94.24,11.45,88.55,20.31,41.02,58.24
3,CIAT-798,13,Genetic bank,F25-1651,Fabales,Fabaceae,Galactia,striata,Galactia striata,Herbaceous_legumes,23,92.61,11.1,88.9,17.15,24.95,56.89
3,CIAT-8182,35,Genetic bank,F25-1662,Fabales,Fabaceae,Eriosema,diffusum,Eriosema diffusum,Herbaceous_legumes,23,93.32,7.32,92.68,13.83,46.99,63.36
3,CIAT-822,15,Genetic bank,F25-1652,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,23,94.05,6.64,93.36,17.01,26.72,46.8
3,CIAT-8434,37,Genetic bank,F25-1663,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,23,93.52,8.37,91.63,18.05,46.47,62.41
3,CIAT-852,17,Genetic bank,F25-1653,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,23,93.77,9.56,90.44,14.73,45.62,63.41
3,CIAT-8702,39,Genetic bank,F25-1664,Fabales,Fabaceae,Calopogonium,caeruleum,Calopogonium caeruleum,Herbaceous_legumes,23,93.01,8.68,91.32,23.92,31.39,50.99
3,CIAT-8816,41,Genetic bank,F25-1665,Fabales,Fabaceae,Crotalaria,micans,Crotalaria micans,Herbaceous_legumes,23,93.45,9.29,90.71,25.38,21.11,41.72
3,CIAT-8826,43,Genetic bank,F25-1666,Fabales,Fabaceae,Zapoteca,formosa,Zapoteca formosa,Shrub_Trees,23,93.71,9.52,90.48,17.79,11.19,38.62
3,CIAT-907,19,Genetic bank,F25-1654,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,23,92.97,9.28,90.72,16.71,33.35,61.77
3,CIAT-9432,225,Breeding,F25-2635,Fabales,Fabaceae,Clitoria ,ternatea,Clitoria ternatea ,Herbaceous_legumes,26,95.4,7.72,92.28,21.89,35.13,54.12
3,CIAT-9578,45,Genetic bank,F25-1667,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,23,95.08,7.25,92.75,14.7,50.08,63.43
3,CIAT-9740,47,Genetic bank,F25-1668,Fabales,Fabaceae,Chamaecrista,desvauxii,Chamaecrista desvauxii,Herbaceous_legumes,23,95.38,8.27,91.73,17.12,37.57,53.43
3,CIAT-9934,49,Genetic bank,F25-1669,Fabales,Fabaceae,Aeschynomene,americana,Aeschynomene americana,Herbaceous_legumes,23,93.8,7.86,92.14,18.35,23.99,61.14
3,CIAT-BH-22-0765,59,Breeding,F25-2170,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,23,97.48,10.74,89.26,9.79,36.16,72.26
3,CIAT-BH-22-2531,61,Breeding,F25-2171,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,23,96.45,12.34,87.66,6.22,33.04,71.22
3,CIAT-BR-09-4467,55,Breeding,F25-2105,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,23,92.3,14.62,85.38,13.66,24.32,58.96
3,CIAT-CIAT-16071,53,Breeding,F25-2101,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,23,93.03,13.63,86.37,16.95,28.87,66.51
3,CIAT-PM-21-4448,51,Breeding,F25-2096,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,23,95.49,11.26,88.74,12.02,31.22,72.06
3,Dieta-1-Exp-1,193,LMF-invivo,Dieta-1_Exp1,,,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,,25,89.0,9.5,89.53,13.79,35.48,71.52
3,Dieta-1-Exp-2,235,LMF,Dieta-1_2,,,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,,26,89.0,9.5,89.53,,,
3,Dieta-2-Exp-1,195,LMF-invivo,Dieta-2_Exp1,,,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,,25,89.0,9.1,89.58,13.29,33.91,67.86
3,Dieta-2-Exp-2,237,LMF,Dieta-2_2,,,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,,26,89.0,9.5,89.53,,,
3,Hohenheimer-Heustandard,63,LMF,F25-0017,,,Hohenheimer,Heustandard,Hohenheimer Heustandard,,23,91.33,10.06,89.94,,,
3,Hohenheimer-Heustandard-IAG-2025/1-S-1,267,LMF,F25-2134,Green meal , Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,,26,91.33,10.06,89.94,,,
3,Humidicola-679,149,Benchmark,F25-2567,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,25,92.25,6.07,93.93,2.29,43.86,81.88
3,Muestra-#-02,57,LMF-invivo,F25-2131,Poales, Poaceae,Cynodon,nlenfuensis,Cynodon nlemfuensis,Grass,23,92.18,9.3,90.7,5.74,40.04,77.78
3,Paja-Sabana-Madura,147,Benchmark,F25-2566,Poales,Poaceae,,,,Grass,25,92.41,7.33,92.67,6.02,46.15,77.96
3,Sabana-Quemada,151,Benchmark,F25-2568,Poales,Poaceae,,,,Grass,25,93.62,11.39,88.61,4.07,49.66,77.83
3,Sample-8,65,LMF,F25-0008,,,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,,23,93.73,11.42,88.59,,,
3,nan,231,Breeding,F25-2638,Asterales,Compositae,Tithonia ,diversifolia ,Tithonia diversifolia,Shrub_Trees,26,90.58,14.26,85.74,19.53,23.96,41.5
4,CIAT-10026,169,Genbank,F25-2596,Fabales,Fabaceae,Stylosanthes,seabrana,Stylosanthes seabrana,Herbaceous_legumes,28,92.75,9.97,90.03,16.29,34.49,57.25
4,CIAT-12411,171,Genbank,F25-2597,Fabales,Fabaceae,Stylosanthes,sympodialis,Stylosanthes sympodialis,Herbaceous_legumes,28,91.72,11.78,88.22,17.94,34.3,61.11
4,CIAT-13258,55,Genbank,F25-1755,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,94.6,14.87,85.13,15.55,54.96,61.8
4,CIAT-13260,57,Genbank,F25-1756,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,94.08,12.08,87.92,15.81,57.39,65.19
4,CIAT-13262,1,Genbank,F25-1728,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,94.93,8.7,91.3,18.98,47.52,60.4
4,CIAT-13494,173,Genbank,F25-2598,Fabales,Fabaceae,Desmodium,tortuosum,Desmodium tortuosum,Shrub_Trees,28,91.67,10.88,89.12,21.08,23.41,50.72
4,CIAT-13528,3,Genbank,F25-1729,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,95.05,7.58,92.42,16.9,48.36,56.88
4,CIAT-13529,5,Genbank,F25-1730,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,94.36,6.69,93.31,18.17,45.33,59.94
4,CIAT-13562,175,Genbank,F25-2599,Fabales,Fabaceae,Desmodium,tortuosum,Desmodium tortuosum,Shrub_Trees,28,91.81,14.8,85.2,18.56,27.49,50.32
4,CIAT-13593,177,Genbank,F25-2600,Fabales,Fabaceae,Desmodium,scorpiurus,Desmodium scorpiurus,Herbaceous_legumes,28,90.71,10.48,89.52,16.65,42.65,58.29
4,CIAT-13608,179,Genbank,F25-2601,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,28,92.61,9.98,90.02,17.58,44.72,59.52
4,CIAT-13710,7,Genbank,F25-1731,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,94.13,7.49,92.51,19.14,55.17,64.36
4,CIAT-1405,,Genbank,F26-0017,Fabales,Fabaceae,Stylosanthes,capitata,Stylosanthes capitata,Herbaceous_legumes,30,94.63,14.28,85.72,16.07,43.38,60.85
4,CIAT-14080,,Genbank,F26-0023,Fabales,Fabaceae,Zornia,brasiliensis,Zornia brasiliensis,Herbaceous_legumes,30,94.73,18.46,81.54,17.23,27.72,46.65
4,CIAT-17263,59,Genbank,F25-1757,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,27,94.47,13.81,86.19,13.71,36.27,57.76
4,CIAT-17459,67,Genbank,F25-1758,Fabales,Fabaceae,Erythrina,berteroana,Erythrina berteroana,Shrub_Trees,28,94.59,11.87,88.13,24.25,38.26,51.98
4,CIAT-17482,69,Genbank,F25-1759,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,28,92.66,14.24,85.76,26.54,33.11,51.05
4,CIAT-17502,71,Genbank,F25-1760,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,28,94.26,12.96,87.04,28.86,35.48,46.09
4,CIAT-17514,,Genbank,F26-0035,Fabales,Fabaceae,Mimosa,pudica,Mimosa pudica,Shrub_Trees,30,96.44,10.03,89.97,19.83,41.15,59.39
4,CIAT-17725,,Genbank,F26-0036,Fabales,Fabaceae,Mimosa,polycarpa,Mimosa polycarpa,Shrub_Trees,30,95.67,8.0,92.0,21.38,35.15,61.08
4,CIAT-1812,,Genbank,F26-0018,Fabales,Fabaceae,Stylosanthes,viscosa,Stylosanthes viscosa,Herbaceous_legumes,30,95.46,10.54,89.46,11.39,44.1,56.28
4,CIAT-18277,181,Genbank,F25-2602,Fabales,Fabaceae,Indigofera,jamaicensis,Indigofera jamaicensis,Herbaceous_legumes,28,89.83,10.33,89.67,21.94,32.43,49.96
4,CIAT-18947,,Genbank,F26-0037,Fabales,Fabaceae,Sesbania,sesban,Sesbania sesban,Shrub_Trees,30,95.48,9.73,90.27,28.79,20.47,46.0
4,CIAT-18950,,Genbank,F26-0024,Fabales,Fabaceae,Indigofera,spicata,Indigofera spicata,Herbaceous_legumes,30,93.52,15.89,84.11,21.86,32.78,41.87
4,CIAT-18952,183,Genbank,F25-2603,Fabales,Fabaceae,Indigofera,atriceps,Indigofera atriceps,Herbaceous_legumes,28,90.34,18.09,81.91,16.66,40.99,48.15
4,CIAT-18953,187,Genbank,F25-2604,Fabales,Fabaceae,Indigofera,atriceps,Indigofera atriceps,Herbaceous_legumes,29,89.54,11.97,88.03,13.47,44.71,52.72
4,CIAT-18954,189,Genbank,F25-2605,Fabales,Fabaceae,Indigofera,atriceps,Indigofera atriceps,Herbaceous_legumes,29,92.94,20.28,79.72,17.61,44.83,51.54
4,CIAT-19165,,Genbank,F26-0038,Fabales,Fabaceae,Sesbania,keniensis,Sesbania keniensis,Shrub_Trees,30,96.44,10.4,89.6,25.52,30.4,50.4
4,CIAT-19193,,Genbank,F26-0025,Fabales,Fabaceae,Tephrosia,villosa,Tephrosia villosa,Herbaceous_legumes,30,94.33,7.16,92.84,21.66,35.28,58.06
4,CIAT-19198,191,Genbank,F25-2606,Fabales,Fabaceae,Tephrosia,villosa,Tephrosia villosa,Herbaceous_legumes,29,90.54,11.32,88.68,27.0,33.59,51.73
4,CIAT-19384,73,Genbank,F25-1761,Fabales,Fabaceae,Prosopis,juliflora,Prosopis juliflora,Shrub_Trees,28,93.39,10.33,89.67,36.95,31.54,52.46
4,CIAT-19460,193,Genbank,F25-2607,Fabales,Fabaceae,Sesbania,cannabina,Sesbania cannabina,Shrub_Trees,29,91.03,10.43,89.57,21.7,33.7,53.52
4,CIAT-19571,75,Genbank,F25-1762,Fabales,Fabaceae,Senna,cobanensis,Senna cobanensis,Shrub_Trees,28,93.21,6.08,93.92,23.2,42.27,55.7
4,CIAT-19641,,Genbank,F26-0026,Fabales,Fabaceae,Tephrosia,purpurea,Tephrosia purpurea,Herbaceous_legumes,30,96.05,8.34,91.66,20.32,40.91,61.49
4,CIAT-20044,195,Genbank,F25-2608,Fabales,Fabaceae,Tephrosia,purpurea,Tephrosia purpurea,Herbaceous_legumes,29,92.18,11.53,88.47,27.96,24.72,47.1
4,CIAT-20126,77,Genbank,F25-1763,Fabales,Fabaceae,Acacia,angustissima,Acacia angustissima,Shrub_Trees,28,93.97,5.78,94.22,29.9,47.8,58.29
4,CIAT-20788,79,Genbank,F25-1764,Fabales,Fabaceae,Senna,pallida,Senna pallida,Shrub_Trees,28,93.92,9.75,90.25,24.3,30.69,53.36
4,CIAT-2085,137,Genbank,F25-2580,Fabales,Fabaceae,Stylosanthes,seabrana,Stylosanthes seabrana,Herbaceous_legumes,28,91.97,9.33,90.67,18.71,37.92,57.18
