no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,sampling_stage,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,sampling stage,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
3937,ICARDA,367,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,75.7,53.2,12.33,8.62,16.3,16.22,111.96,80.6,4.3,22.52
4036,ICARDA,367,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,102.7,83.7,16.43,13.04,16,15.59,177.52,79.69,6.55,34.73
4037,ICARDA,367,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,87.2,60.7,12.9,8.55,14.8,14.1,127.63,79.32,4.26,22.69
4038,ICARDA,367,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,99.6,86.4,14.14,11.76,14.2,13.61,187.46,82.28,6.03,31
4137,ICARDA,367,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,102.1,89.9,14.8,12.69,14.5,14.11,189.17,80.35,6.31,33.21
4138,ICARDA,367,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,81.1,40.9,11.92,4.81,14.7,11.75,85.79,80.86,2.39,12.47
4139,ICARDA,368,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,91.5,87,14.73,13.86,16.1,15.93,187.56,79.48,7.66,37.61
3938,ICARDA,368,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,97,98.5,15.42,15.72,15.9,15.95,261.31,72.04,10.69,57.88
3939,ICARDA,368,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,95,98.5,14.92,15.59,15.7,15.83,213.9,82.56,8.68,41.02
3940,ICARDA,368,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,109.7,98.7,16.23,14.21,14.8,14.4,209.22,80.96,7.72,37.21
4039,ICARDA,368,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,112.2,100.7,16.94,14.76,15.1,14.67,212.24,84.06,7.98,37.03
4040,ICARDA,368,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,111.2,99.7,17.23,15.09,15.5,15.14,210.96,82.56,8.19,38.69
4041,ICARDA,368,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,109.1,101.4,15.27,13.87,14,13.67,214.03,81.96,7.51,35.71
4140,ICARDA,368,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,103.1,94.9,14.02,12.64,13.6,13.32,206.92,78.85,7.07,34.94
4141,ICARDA,368,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,106.6,96.4,14.71,12.85,13.8,13.33,205.42,81.74,7.02,33.49
4142,ICARDA,369,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,101.5,100,15.43,15.13,15.2,15.13,217.32,74.33,7.64,44.22
3941,ICARDA,369,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,106,107.5,14.63,14.93,13.8,13.89,238.82,73.99,7.7,44.82
3942,ICARDA,369,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,105.5,105,15.83,15.72,15,14.97,231.86,72.18,8.07,48.1
3943,ICARDA,369,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,121.7,110.7,18.13,16.09,14.9,14.54,239.51,80.98,8.09,43.01
4042,ICARDA,369,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,117.7,102.2,17.41,14.49,14.8,14.18,224.02,81.98,7.38,38.75
4043,ICARDA,369,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,121.7,111.7,18.01,16.13,14.8,14.44,241.19,80.73,8.09,43.15
4044,ICARDA,369,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,116.6,106.9,15.97,14.07,13.7,13.16,232.4,79.76,7.1,38.34
4143,ICARDA,369,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,118.6,110.4,16.36,14.67,13.8,13.28,240.81,81.4,7.43,39.3
4144,ICARDA,369,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,111.6,96.4,15.29,12.31,13.7,12.77,208.38,80.7,6.18,32.98
4145,ICARDA,370,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,87,88.5,16.1,16.38,18.5,18.51,190.42,82.16,8.96,42.91
3944,ICARDA,370,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,86,86.5,15.31,15.4,17.8,17.81,194.38,83.06,8.79,41.68
3945,ICARDA,370,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,89,88.5,14.95,14.86,16.8,16.79,192.25,81.36,8.2,39.67
3946,ICARDA,370,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,98.2,90.7,15.41,14.17,15.7,15.63,194.23,80.98,7.71,37.5
4045,ICARDA,370,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,98.7,87.7,15.39,13.25,15.6,15.11,189.79,83.46,7.29,34.36
4046,ICARDA,370,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,99.7,90.7,15.65,14.12,15.7,15.57,194.81,82.77,7.71,36.65
4047,ICARDA,370,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,97.1,92.9,13.88,13.11,14.3,14.11,202.33,81.88,7.25,34.87
4146,ICARDA,370,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,96.6,92.4,14,13.28,14.5,14.37,200.28,82.73,7.31,34.79
4147,ICARDA,370,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,95.1,88.9,13.88,12.82,14.6,14.42,186.2,81.76,6.82,32.84
4148,ICARDA,371,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,107.5,109,15.8,16.11,14.7,14.78,234.63,80.26,6.93,43.21
3947,ICARDA,371,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,106.5,109,15.23,15.74,14.3,14.44,237.08,81.6,6.84,41.95
3948,ICARDA,371,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,107.5,109,16.02,16.3,14.9,14.95,240.03,82.07,7.17,43.73
3949,ICARDA,371,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,122.7,107.7,19.5,16.76,15.9,15.57,230.38,84.72,7.16,42.33
4048,ICARDA,371,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,122.7,110.7,18.15,15.97,14.8,14.43,237.27,80,6.84,42.8
4049,ICARDA,371,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,123.7,110.2,18.43,15.85,14.9,14.39,237.71,83.39,6.83,41.01
4050,ICARDA,371,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,117.6,114.4,15.87,15.3,13.5,13.37,241.05,82.3,6.44,39.16
4149,ICARDA,371,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,117.1,106.9,15.81,14.01,13.5,13.1,233.63,81.97,6.11,37.34
4150,ICARDA,371,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,118.1,111.9,16.18,14.99,13.7,13.39,244.17,80.67,6.53,40.53
4151,ICARDA,372,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,98.5,102,14.68,15.32,14.9,15.02,223.7,75.74,7.06,44.37
3950,ICARDA,372,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,102,106,15.5,16.28,15.2,15.36,228.91,74.24,7.38,47.36
3951,ICARDA,372,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,91.5,92,13.91,14,15.2,15.22,200.84,77.19,6.42,39.6
3952,ICARDA,372,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,113.7,103.2,17.28,15.42,15.2,14.95,233.09,77.59,7.32,44.9
4051,ICARDA,372,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,109.7,99.7,16.78,15,15.3,15.05,218.72,74.85,6.91,43.97
4052,ICARDA,372,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,111.7,102.2,16.97,15.22,15.2,14.89,220.46,79.63,6.89,41.23
4053,ICARDA,372,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,110.6,105.4,15.26,14.3,13.8,13.57,223.73,78.31,6.38,38.77
4152,ICARDA,372,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,108.6,106.4,14.88,14.49,13.7,13.61,226.21,79.59,6.47,38.69
4153,ICARDA,372,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,111.1,104.9,15.55,14.44,14,13.76,222.07,78.47,6.42,38.94
4154,ICARDA,373,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,102,105.5,15.3,15.99,15,15.16,231.9,80.77,7.73,43.52
3953,ICARDA,373,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,103.5,105,15.01,15.3,14.5,14.58,230.71,81.85,7.4,41.08
3954,ICARDA,373,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,105,107.5,15.33,15.83,14.6,14.72,233.21,80.52,7.55,42.64
3955,ICARDA,373,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,116.7,104.2,17.38,15.2,14.9,14.59,226.12,83.44,7.26,39.53
4054,ICARDA,373,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,115.7,108.2,17.23,15.94,14.9,14.74,241.09,82.46,7.82,43.1
4055,ICARDA,373,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,105.7,45.7,15.74,15.74,14.9,34.48,100.38,82.13,7.61,42.14
4056,ICARDA,373,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,110.6,104.9,15.04,13.99,13.6,13.33,231.87,80.64,6.8,38.33
4155,ICARDA,373,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,113.1,102.9,15.27,13.37,13.5,12.99,222.26,81.21,6.35,35.54
4156,ICARDA,373,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,108.1,99.4,14.59,13.04,13.5,13.12,219.67,78.26,6.34,36.82
4157,ICARDA,374,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,106,110,14.95,15.74,14.1,14.31,244.78,78.21,8.61,44.79
3956,ICARDA,374,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,108,110.5,15.44,15.95,14.3,14.43,247.05,78.4,8.76,45.48
3957,ICARDA,374,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,102,104.5,14.28,14.78,14,14.14,228.41,79.39,7.93,40.69
3958,ICARDA,374,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,115.7,108.7,17.23,16.03,14.9,14.75,234.07,82.53,8.48,41.84
4057,ICARDA,374,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,116.7,107.2,16.45,14.82,14.1,13.83,228.94,82.18,7.78,38.51
4058,ICARDA,374,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,115.7,111.2,16.19,15.39,14,13.84,243.37,81.24,8.28,41.47
4059,ICARDA,374,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,118.1,113.9,16.06,15.27,13.6,13.41,244.51,83.75,8.05,39.14
4158,ICARDA,374,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,114.1,106.9,15.17,13.83,13.3,12.94,228.37,81.23,7.26,36.38
4159,ICARDA,374,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,113.6,109.4,15.22,14.44,13.4,13.19,239.16,80.87,7.75,39.02
4160,ICARDA,375,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,104,102.5,15.5,15.2,14.9,14.83,222.74,79.36,7.44,41.61
4389,ICARDA,375,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,100,94.5,14.8,13.71,14.8,14.5,206.82,79.1,6.75,37.92
4390,ICARDA,375,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,104.5,104,15.36,15.26,14.7,14.67,222.93,78.35,7.37,41.75
3959,ICARDA,375,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,115.2,97.7,16.93,13.57,14.7,13.89,207.98,84.31,6.51,34.28
3960,ICARDA,375,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,110.2,99.2,16.19,14.23,14.7,14.35,208.65,80.52,6.74,37.17
3961,ICARDA,375,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,113.2,100.7,16.64,14.42,14.7,14.33,215.48,82.28,6.95,37.52
4060,ICARDA,375,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,110.6,104.4,15.7,14.61,14.2,13.99,225.31,82.52,7.1,38.19
4061,ICARDA,375,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,105.6,93.9,14.68,12.54,13.9,13.35,200.71,80.27,6.03,33.39
4062,ICARDA,375,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,113.1,101.9,15.94,13.9,14.1,13.64,211.62,82.93,6.5,34.8
4161,ICARDA,375,,50,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,102.8,85,14.6,11.04,14.2,12.98,181.66,78.35,5.31,30.1
4162,ICARDA,375,,50,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,107.8,91,15.42,12.02,14.3,13.21,192.41,79.96,5.72,31.79
4163,ICARDA,376,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,102,104.5,14.79,15.29,14.5,14.63,227.36,77.87,7.78,42.7
3962,ICARDA,376,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,93.5,93,13.93,13.83,14.9,14.87,203.72,79.61,7.09,38.07
3963,ICARDA,376,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,106,108.5,15.05,15.54,14.2,14.32,239.02,81.43,8.01,42.03
3964,ICARDA,376,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,116.7,108.2,17.62,16.04,15.1,14.82,231.78,81.31,8.04,42.26
4063,ICARDA,376,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,114.2,98.2,16.67,13.71,14.6,13.96,214.31,84.43,7,35.44
4064,ICARDA,376,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,119.2,112.2,17.99,16.72,15.1,14.91,248.2,81.24,8.66,45.54
4065,ICARDA,376,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,114.6,107.4,15.93,14.57,13.9,13.57,236.4,83.16,7.5,38.56
4164,ICARDA,376,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,112.6,105.9,15.54,14.29,13.8,13.49,235.52,84.17,7.43,37.75
4165,ICARDA,376,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,106.1,94.4,14.75,12.54,13.9,13.28,208.84,82.77,6.49,33.51
4166,ICARDA,377,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,104,110.5,14.56,15.84,14,14.34,239.95,82.41,8.47,41.74
3965,ICARDA,377,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,102,105.5,14.18,14.86,13.9,14.09,230.29,78.72,7.99,41.22
3966,ICARDA,377,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,104,103.5,14.46,14.36,13.9,13.87,225.34,78.99,7.69,39.57
3967,ICARDA,377,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,115.7,106.7,16.54,14.96,14.3,14.02,234.9,84.32,8.11,39.06
4066,ICARDA,377,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,116.2,108.2,16.96,15.56,14.6,14.39,234.28,81.2,8.3,41.51
4067,ICARDA,377,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,112.2,108.2,16.38,15.68,14.6,14.49,235.45,82.96,8.4,41.13
4068,ICARDA,377,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,106.6,99.4,14.5,13.18,13.6,13.26,214.95,82.75,7.02,34.45
4167,ICARDA,377,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,105.1,99.4,14.4,13.37,13.7,13.44,214.48,84.04,7.1,34.31
4168,ICARDA,377,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,102.6,97.4,13.85,12.89,13.5,13.23,204.59,81.29,6.66,33.31
4169,ICARDA,378,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,103,91.5,14.42,12.3,14,13.45,202.01,74.54,5.68,36.44
3968,ICARDA,378,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,108,111.5,15.98,16.67,14.8,14.95,236.59,72.39,7.4,48.87
3969,ICARDA,378,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,110,112.5,15.18,15.66,13.8,13.92,246.81,72.31,7.19,47.5
3970,ICARDA,378,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,123.7,121.7,17.68,17.3,14.3,14.22,255.27,76.94,7.59,47.17
4069,ICARDA,378,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,118.2,114.2,16.19,15.48,13.7,13.56,241.59,77.15,6.85,42.45
4070,ICARDA,378,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,122.7,115.2,17.54,16.21,14.3,14.08,250.69,78.12,7.39,45.18
4071,ICARDA,378,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,106.6,97.9,14.28,12.73,13.4,13,214.78,77.98,5.84,35.81
4170,ICARDA,378,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,107.6,103.4,14.2,13.48,13.2,13.03,220.69,75.72,6.02,37.99
4171,ICARDA,378,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,107.6,99.9,14.2,12.81,13.2,12.82,218.55,75,5.86,37.37
4172,ICARDA,379,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,98,98.5,13.82,13.92,14.1,14.13,216.44,75.72,7.28,40.38
3971,ICARDA,379,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,100.5,100,14.17,14.07,14.1,14.07,213.51,78.37,7.15,38.34
3972,ICARDA,379,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,99,103.5,13.86,14.73,14,14.23,224.2,77.25,7.6,41.3
3973,ICARDA,379,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,114.7,104.7,17.54,15.77,15.3,15.07,230.88,78.14,8.28,44.53
4072,ICARDA,379,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,117.2,105.2,17.93,15.78,15.3,15,231.84,77.71,8.28,44.76
4073,ICARDA,379,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,110.7,102.7,16.71,15.2,15.1,14.8,219.55,71.71,7.74,45.32
4074,ICARDA,379,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,98.1,86.9,14.03,12.06,14.3,13.88,191.22,81.34,6.32,32.62
4173,ICARDA,379,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,100.6,91.4,14.38,12.69,14.3,13.88,197.67,81.08,6.53,33.84
4174,ICARDA,379,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,100.1,91.4,14.01,12.43,14,13.59,197.87,80.15,6.4,33.56
4175,ICARDA,380,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,110.5,116,15.58,16.71,14.1,14.4,252.03,77.86,7.49,46.62
3974,ICARDA,380,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,106.5,111,14.7,15.61,13.8,14.06,244.61,78.82,7.1,43.63
3975,ICARDA,380,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,111,115.5,15.54,16.46,14,14.25,247.27,77.46,7.27,45.5
3976,ICARDA,380,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,123.7,112.2,18.67,16.62,15.1,14.81,249.37,74.59,7.62,49.52
4075,ICARDA,380,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,117.7,105.2,18.36,16.02,15.6,15.23,228.5,79.86,7.18,43.58
4076,ICARDA,380,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,121.7,119.7,17.52,17.15,14.4,14.33,260.05,76.07,7.69,48.98
4077,ICARDA,380,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,110.1,100.9,15.08,13.21,13.7,13.09,218.17,80.76,5.89,35.37
4176,ICARDA,380,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,110.6,103.9,14.93,13.62,13.5,13.11,222.43,74.61,6.02,39.08
4177,ICARDA,380,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,111.1,101.9,14.89,13.13,13.4,12.88,216.31,77.61,5.75,35.89
4178,ICARDA,381,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,96,100,13.54,14.3,14.1,14.3,224.42,76.05,6.43,42.18
3977,ICARDA,381,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,96,98.5,13.92,14.4,14.5,14.62,220.3,73.63,6.46,43.73
3978,ICARDA,381,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,94,97.5,13.91,14.58,14.8,14.96,213.37,74.51,6.4,42.84
3979,ICARDA,381,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,99.2,91.7,14.68,13.25,14.8,14.46,204.25,75.27,5.92,39.23
4078,ICARDA,381,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,106.2,97.2,15.93,14.26,15,14.68,221.1,80.16,6.51,40.48
4079,ICARDA,381,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,94.2,86.2,13.47,12,14.3,13.93,192.6,75.86,5.38,35.36
4080,ICARDA,381,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,93.6,85.4,13.01,11.57,13.9,13.55,192.57,79.01,5.23,33.02
4179,ICARDA,381,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,92.1,85.9,12.89,11.81,14,13.75,190.65,79.56,5.26,32.94
4180,ICARDA,381,,47,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,93.1,76.9,13.03,10.06,14,13.08,173.93,80.01,4.56,28.42
4181,ICARDA,382,,45,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,95,90.5,15.87,14.98,16.7,16.55,199.04,79.81,7.82,41.28
4196,ICARDA,382,,45,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,98,99.5,16.07,16.36,16.4,16.45,216.18,72.62,8.44,48.95
4197,ICARDA,382,,45,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,92,93.5,15,15.28,16.3,16.34,204.08,74.68,7.92,44.66
4198,ICARDA,382,,46,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,116.2,100.7,16.5,13.75,14.2,13.66,222.61,78.75,7.22,38.62
4297,ICARDA,382,,46,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,117.2,105.2,16.4,14.23,14,13.53,232.66,80.09,7.48,39.31
4298,ICARDA,382,,46,3,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,117.7,108.7,16.47,14.88,14,13.69,229.24,78.86,7.45,39.81
4299,ICARDA,382,,47,1,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,103.1,89.9,14.33,11.72,13.9,13.04,197.28,79.88,6.11,32.2
4391,ICARDA,382,,47,2,lathyrus,sativus,Lathyrus sativus,Fabaceae,Fabales,Legume,1st cut,101.1,83.9,13.95,10.6,13.8,12.63,180.99,83.76,5.43,27.3
