no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
4538,CIAT,F25-2146,CIAT-BH16B_2167,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.91,78.47,3.67,11.11,12.7,14.15,22.05,36.4,12.21,60.58
4539,CIAT,F25-2147,CIAT-CIAT_16886,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,33.34,86.88,4.77,13.07,14.3,15.04,24.71,54.77,36.13,45.12
4540,CIAT,F25-2147,CIAT-CIAT_16886,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,35.11,89.09,4.67,12.82,13.3,14.39,25.22,50.14,29.58,50.3
4541,CIAT,F25-2147,CIAT-CIAT_16886,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.12,81.13,4.33,11.93,13.9,14.7,23.91,47.73,26.19,50.09
4542,CIAT,F25-2148,CIAT-CIAT_16891,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.68,81.57,3.93,11.66,12.8,14.3,22.95,47.16,22.19,48.66
4543,CIAT,F25-2148,CIAT-CIAT_16891,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.12,82.9,4.11,12.13,13.2,14.64,24.68,45.89,20.32,53.78
4544,CIAT,F25-2148,CIAT-CIAT_16891,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,29.8,74.49,3.84,10.91,12.9,14.64,21.15,42.02,14.62,50.32
4545,CIAT,F25-2149,CIAT-CIAT_26146,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.68,85.99,3.93,12.5,12.8,14.54,25.23,46.24,25.89,54.55
4546,CIAT,F25-2149,CIAT-CIAT_26146,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.12,87.32,3.95,12.49,12.7,14.31,23.64,40.02,17.31,59.06
4547,CIAT,F25-2149,CIAT-CIAT_26146,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.89,91.3,4.01,12.95,12.2,14.18,24.16,51.09,32.57,47.29
4548,CIAT,F25-2150,CIAT-CIAT_26149,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,35.11,90.86,4.28,12.98,12.2,14.29,25.1,47.65,22.47,52.69
4549,CIAT,F25-2150,CIAT-CIAT_26149,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,35.11,89.53,4.32,12.75,12.3,14.25,23.99,45.92,19.91,52.24
4550,CIAT,F25-2150,CIAT-CIAT_26149,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,34.22,89.98,4.41,13.11,12.9,14.57,25.36,47.54,22.31,53.35
4551,CIAT,F25-2151,CIAT-CIAT_26160,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.57,85.11,4.01,12.36,12.7,14.52,23.72,43.63,17.62,54.36
4552,CIAT,F25-2151,CIAT-CIAT_26160,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.01,85.99,4.26,12.73,13.3,14.81,25.78,40.46,12.98,63.72
4553,CIAT,F25-2151,CIAT-CIAT_26160,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.01,88.65,4.23,13,13.2,14.67,25.97,48.74,25.09,53.27
4554,CIAT,F25-2152,CIAT-CIAT_26415,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.57,82.45,3.82,11.55,12.1,14.01,23.33,47.81,24.4,48.8
4555,CIAT,F25-2152,CIAT-CIAT_26415,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.12,79.36,3.7,10.94,11.9,13.78,22.38,39.94,13,56.04
4556,CIAT,F25-2152,CIAT-CIAT_26415,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.24,80.24,3.57,11.17,11.8,13.92,22.65,42.78,17.12,52.95
4557,CIAT,F25-2153,CIAT-BH22_4092,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,37.76,87.32,4.8,12.77,12.7,14.63,26.1,40.41,11.59,64.58
4558,CIAT,F25-2153,CIAT-BH22_4092,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,36.43,82.01,4.7,11.9,12.9,14.51,22.91,43.26,15.81,52.97
4559,CIAT,F25-2153,CIAT-BH22_4092,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,35.55,84.22,4.51,12.21,12.7,14.49,23.02,48.09,22.99,47.87
4560,CIAT,F25-2154,CIAT-CIAT_26438,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,33.78,92.63,4.49,13.73,13.3,14.82,25.48,47.02,26.97,54.19
4561,CIAT,F25-2154,CIAT-CIAT_26438,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.89,84.22,4.08,11.93,12.4,14.17,23.06,50.62,31.95,45.55
4562,CIAT,F25-2154,CIAT-CIAT_26438,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.45,85.11,4.12,12.13,12.7,14.25,22.46,49.66,30.62,45.22
4563,CIAT,F25-2155,CIAT-CIAT_26570,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.89,78.03,4.74,12.32,14.4,15.79,22.36,53.86,30.53,41.51
4564,CIAT,F25-2155,CIAT-CIAT_26570,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,34.66,83.78,4.64,12.6,13.4,15.04,23.31,49.71,24.29,46.88
4565,CIAT,F25-2155,CIAT-CIAT_26570,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.89,78.91,4.54,11.99,13.8,15.2,22.68,48.9,23.06,46.39
4566,CIAT,F25-2156,CIAT-BH22_3115,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.12,84.22,3.83,11.9,12.3,14.13,22.8,42.33,18.77,53.85
4567,CIAT,F25-2156,CIAT-BH22_3115,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.91,77.59,3.56,11,12.3,14.18,22.29,44.33,21.59,50.27
4568,CIAT,F25-2156,CIAT-BH22_3115,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.68,85.55,3.93,12.49,12.8,14.6,24.56,45.39,23.07,54.1
4569,CIAT,F25-2157,CIAT-BH22_1375,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,34.22,88.21,4.38,12.86,12.8,14.57,25.48,50.55,26.91,50.41
4570,CIAT,F25-2157,CIAT-BH22_1375,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,36.43,89.98,4.48,12.94,12.3,14.38,26.26,46,20.19,57.09
4571,CIAT,F25-2157,CIAT-BH22_1375,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,35.11,89.98,4.56,13.4,13,14.89,27.47,43.82,16.97,62.69
4572,CIAT,F25-2158,CIAT-CIAT_6133,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.68,85.55,3.71,12.16,12.1,14.22,23.22,49.24,30.36,47.16
4573,CIAT,F25-2158,CIAT-CIAT_6133,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.03,83.78,3.62,12.09,12.9,14.43,24.15,38.22,15.25,63.17
4574,CIAT,F25-2158,CIAT-CIAT_6133,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.91,80.24,3.56,11.31,12.3,14.09,21.4,40.09,17.81,53.38
4575,CIAT,F25-2159,CIAT-CIAT_679,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,33.78,95.29,4.29,13.82,12.7,14.51,27.4,39.45,14.44,69.46
4576,CIAT,F25-2159,CIAT-CIAT_679,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.45,84.67,4.15,12.19,12.8,14.4,24.99,22.3,-9.78,112.02
4577,CIAT,F25-2159,CIAT-CIAT_679,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,33.34,88.65,4.17,12.63,12.5,14.25,26.15,44.63,21.76,58.61
4578,CIAT,BLANK 8H,BLANK 8H,1,1,BLANK,8H,BLANK 8H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4579,CIAT,BLANK 8H,BLANK 8H,1,2,BLANK,8H,BLANK 8H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4580,CIAT,F25-2160,CIAT-BH22_4865,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.91,78.03,3.73,11.29,12.9,14.47,23.43,21.94,-15.93,106.8
4581,CIAT,F25-2160,CIAT-BH22_4865,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,29.35,78.03,3.87,11.42,13.2,14.63,23.72,33.78,1.66,70.2
4582,CIAT,F25-2160,CIAT-BH22_4865,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.03,75.37,3.67,10.92,13.1,14.48,21.65,37.56,7.26,57.64
4583,CIAT,F25-2161,CIAT-BH22_1706,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.47,76.26,3.56,10.82,12.5,14.19,21,18.26,-12.96,115.02
4584,CIAT,F25-2161,CIAT-BH22_1706,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.47,80.24,3.62,11.54,12.7,14.38,21.79,27.11,-0.72,80.36
4585,CIAT,F25-2161,CIAT-BH22_1706,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.47,80.68,3.64,11.63,12.8,14.42,22.7,43.65,22.14,52.01
4586,CIAT,F25-2162,CIAT-BH22_4169,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,27.58,78.91,3.59,11.59,13,14.69,22.28,23.86,-5.36,93.36
4587,CIAT,F25-2162,CIAT-BH22_4169,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,26.26,78.91,3.44,11.55,13.1,14.63,23.26,38.8,15.3,59.95
4588,CIAT,F25-2162,CIAT-BH22_4169,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,26.26,79.36,3.54,11.83,13.5,14.91,22.14,31.37,5.03,70.56
4589,CIAT,F25-2163,CIAT-BH22_1258,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.01,82.9,4.26,12.25,13.3,14.77,24.21,38.73,13.84,62.51
4590,CIAT,F25-2163,CIAT-BH22_1258,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.01,82.45,4.19,11.91,13.1,14.45,22.79,35.23,8.92,64.69
4591,CIAT,F25-2163,CIAT-BH22_1258,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.01,85.11,4.16,12.29,13,14.44,23.11,28.37,-0.72,81.45
4592,CIAT,F25-2164,CIAT-BH22_1370,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,29.35,77.14,3.87,11.28,13.2,14.62,21.26,43.87,15.17,48.46
4593,CIAT,F25-2164,CIAT-BH22_1370,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.24,77.59,3.9,11.19,12.9,14.43,20.11,44.17,15.62,45.53
4594,CIAT,F25-2164,CIAT-BH22_1370,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.03,74.49,3.67,10.83,13.1,14.53,22.7,14.4,-29.37,157.65
4595,CIAT,F25-2165,CIAT-BH22_2225,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.01,79.8,4.23,11.78,13.2,14.76,23.13,38.26,15.56,60.45
4596,CIAT,F25-2165,CIAT-BH22_2225,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.24,80.68,4.08,12.05,13.5,14.94,24.49,10.27,-22.71,238.46
4597,CIAT,F25-2165,CIAT-BH22_2225,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.57,82.01,4.14,12,13.1,14.64,24.47,36.24,12.8,67.53
4598,CIAT,F25-2166,CIAT-BH22_0528,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,27.14,75.82,3.64,11.08,13.4,14.62,21.51,16.6,-13.39,129.62
4599,CIAT,F25-2166,CIAT-BH22_0528,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,27.14,75.37,3.56,10.89,13.1,14.44,21.4,34.15,10.48,62.66
4600,CIAT,F25-2166,CIAT-BH22_0528,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,26.26,69.18,3.47,10.03,13.2,14.5,19.83,10.17,-22.12,194.89
4601,CIAT,F25-2167,CIAT-BH22_3507,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,29.35,75.37,3.82,10.9,13,14.47,21.88,35.62,10.42,61.42
4602,CIAT,F25-2167,CIAT-BH22_3507,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.91,75.37,3.87,11.03,13.4,14.63,22,14.04,-19.61,156.75
4603,CIAT,F25-2167,CIAT-BH22_3507,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.12,75.37,3.98,10.75,12.8,14.27,21.52,33.25,7.12,64.71
4604,CIAT,F25-2168,CIAT-BH22_4253,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.01,77.14,4.26,11.16,13.3,14.47,22.39,16.75,-22.4,133.61
4605,CIAT,F25-2168,CIAT-BH22_4253,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.01,79.36,4.23,11.52,13.2,14.51,23.02,14.25,-26.07,161.5
4606,CIAT,F25-2168,CIAT-BH22_4253,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.12,77.14,3.98,11.07,12.8,14.35,23.03,38.22,9.16,60.26
4607,CIAT,F25-2169,CIAT-BH22_2189,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,29.35,72.72,3.87,10.68,13.2,14.69,22.29,15.47,-23.94,144.08
4608,CIAT,F25-2169,CIAT-BH22_2189,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.03,71.39,3.78,10.51,13.5,14.71,21.73,31.2,-0.88,69.66
4609,CIAT,F25-2169,CIAT-BH22_2189,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.47,71.39,3.73,10.38,13.1,14.54,20.82,33.13,1.95,62.84
4610,CIAT,F25-2170,CIAT-BH22_0765,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.68,74.05,4.3,11.02,14,14.88,22.35,12.59,-20.97,177.45
4611,CIAT,F25-2170,CIAT-BH22_0765,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.45,78.47,4.35,11.44,13.4,14.57,22.58,34.54,9.4,65.37
4612,CIAT,F25-2170,CIAT-BH22_0765,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.47,70.06,4.01,10.46,14.1,14.93,20.85,6.09,-29.96,342.33
4613,CIAT,F25-2171,CIAT-BH22_2531,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.89,82.01,4.11,11.77,12.5,14.36,23.23,3.96,-34.86,587.09
4614,CIAT,F25-2171,CIAT-BH22_2531,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.68,80.68,4.02,11.77,13.1,14.59,23.52,35.24,9.07,66.73
4615,CIAT,F25-2171,CIAT-BH22_2531,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.45,81.13,4.09,11.63,12.6,14.34,22.93,34.87,8.55,65.75
4616,CIAT,F25-2172,CIAT-BH22_0132,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.01,80.68,4.13,11.58,12.9,14.35,23.24,18.69,-13.1,124.38
4617,CIAT,F25-2172,CIAT-BH22_0132,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.57,80.68,3.98,11.44,12.6,14.18,23.21,37.33,12.83,62.17
4618,CIAT,F25-2172,CIAT-BH22_0132,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.57,81.13,4.2,11.78,13.3,14.52,22.55,27.22,-1.23,82.85
4619,CIAT,F25-2173,CIAT-BH22_3521,1,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.12,76.7,4.05,11.11,13,14.49,21.81,17.23,-22.1,126.64
4620,CIAT,F25-2173,CIAT-BH22_3521,1,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.12,77.59,4.17,11.33,13.4,14.6,22.12,46.98,21.79,47.08
4621,CIAT,F25-2173,CIAT-BH22_3521,1,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.57,74.05,4.17,10.71,13.2,14.46,19.55,24.07,-12.01,81.24
4622,CIAT,F25-0017,Hohenheimer Heustandard,1,1,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,22.27,46.17,3.03,7.16,13.6,15.52,14.02,57.12,NA,24.55
4623,CIAT,F25-0017,Hohenheimer Heustandard,1,2,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,22.72,47.5,3.18,7.44,14,15.67,15.4,35.06,NA,43.92
4624,CIAT,F25-0017,Hohenheimer Heustandard,1,3,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,22.27,45.73,3.16,7.31,14.2,16,14.09,51.15,NA,27.55
4625,CIAT,F25-0018,Homenheim Concentrate,1,1,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,33.78,59,4.93,9.72,14.6,16.48,21.31,71.49,NA,29.81
4626,CIAT,F25-0018,Homenheim Concentrate,1,2,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4627,CIAT,F25-0018,Homenheim Concentrate,1,3,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4628,CIAT,F25-0008,Sample 8,1,1,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,20.06,55.02,2.69,8.56,NA,NA,NA,NA,NA,
4629,CIAT,F25-0008,Sample 8,1,2,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,21.39,57.67,3.04,9.17,14.2,15.9,19.16,31.49,NA,60.85
4630,CIAT,F25-0008,Sample 8,1,3,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,20.95,58.12,2.97,9.18,14.2,15.8,19.22,25.88,NA,74.26
4631,CIAT,BLANK 24 H,BLANK 24 H,1,1,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4632,CIAT,BLANK 24 H,BLANK 24 H,1,2,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4633,CIAT,BLANK 24 H,BLANK 24 H,2,1,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4634,CIAT,BLANK 24 H,BLANK 24 H,2,2,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4635,CIAT,F25-2144,CIAT-BH16_1763,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,36.95,87.17,4.73,12.21,12.8,14.01,22.51,61.97,43.96,36.33
4636,CIAT,F25-2144,CIAT-BH16_1763,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,34.74,82.31,4.38,11.51,12.6,13.99,21.82,56.71,36.21,38.48
4637,CIAT,F25-2144,CIAT-BH16_1763,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,36.95,86.73,4.54,12.01,12.3,13.85,22.03,55.27,34.1,39.85
4638,CIAT,F25-2145,CIAT-BH16B_2165,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.52,86.29,4.07,12.29,12.5,14.24,22.55,54.83,36.61,41.13
4639,CIAT,F25-2145,CIAT-BH16B_2165,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,33.41,87.17,4.14,12.31,12.4,14.13,22.83,54.95,36.78,41.56
4640,CIAT,F25-2145,CIAT-BH16B_2165,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.97,84.96,4.19,12.19,12.7,14.35,23.46,52.01,32.66,45.1
4641,CIAT,F25-2146,CIAT-BH16B_2167,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.2,83.19,3.87,11.46,12.4,13.78,20.78,55.06,37.97,37.75
4642,CIAT,F25-2146,CIAT-BH16B_2167,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.2,82.31,3.93,11.34,12.6,13.78,21.72,50.31,31.41,43.16
4643,CIAT,F25-2146,CIAT-BH16B_2167,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.08,84.52,4.07,11.42,12.7,13.51,20.97,52.29,34.14,40.11
4644,CIAT,F25-2147,CIAT-CIAT_16886,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,34.74,86.73,4.45,12.19,12.8,14.06,21.6,58.06,40.77,37.2
4645,CIAT,F25-2147,CIAT-CIAT_16886,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.2,81.42,4.06,11.44,13,14.05,21.49,52.12,32.39,41.23
4646,CIAT,F25-2147,CIAT-CIAT_16886,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.08,82.75,4.11,11.45,12.8,13.84,20.18,57.14,39.47,35.33
4647,CIAT,F25-2148,CIAT-CIAT_16891,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.2,80.09,3.87,11.15,12.4,13.93,19.39,60.14,41.3,32.24
4648,CIAT,F25-2148,CIAT-CIAT_16891,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.75,75.23,3.78,10.5,12.3,13.96,18.79,50.75,27.48,37.03
4649,CIAT,F25-2148,CIAT-CIAT_16891,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,33.41,81.86,4.11,11.38,12.3,13.9,19.6,55.87,35.02,35.08
4650,CIAT,F25-2149,CIAT-CIAT_26146,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.31,84.52,3.88,11.9,12.8,14.08,21.04,57.46,41.36,36.62
4651,CIAT,F25-2149,CIAT-CIAT_26146,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.75,90.27,4.06,13.05,13.2,14.45,23.39,58.06,42.18,40.29
4652,CIAT,F25-2149,CIAT-CIAT_26146,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.2,84.52,3.87,11.87,12.4,14.04,20.65,58.48,42.76,35.31
4653,CIAT,F25-2150,CIAT-CIAT_26149,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,33.41,81.86,4.21,11.43,12.6,13.96,20.67,53.16,30.62,38.89
4654,CIAT,F25-2150,CIAT-CIAT_26149,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,34.29,87.17,4.25,12.18,12.4,13.98,22.45,60.36,41.3,37.2
4655,CIAT,F25-2150,CIAT-CIAT_26149,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,34.74,88.06,4.34,12.39,12.5,14.07,22.08,59.37,39.83,37.2
4656,CIAT,F25-2151,CIAT-CIAT_26160,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.08,86.29,4.04,12.44,12.6,14.42,22.75,61.39,43.57,37.06
4657,CIAT,F25-2151,CIAT-CIAT_26160,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.08,85.4,4.11,12.37,12.8,14.49,22.31,57.37,37.7,38.88
4658,CIAT,F25-2151,CIAT-CIAT_26160,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,28.98,79.65,3.68,11.48,12.7,14.42,19.82,59.04,40.14,33.57
4659,CIAT,F25-2152,CIAT-CIAT_26415,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,31.2,77.44,3.77,10.53,12.1,13.59,18.7,54.15,33.59,34.53
4660,CIAT,F25-2152,CIAT-CIAT_26415,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.75,79.65,3.75,10.94,12.2,13.73,19.57,53.07,32.02,36.87
4661,CIAT,F25-2152,CIAT-CIAT_26415,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,30.75,75.23,3.72,10.21,12.1,13.58,18,51.15,29.24,35.2
4662,CIAT,F25-2153,CIAT-BH22_4092,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,38.28,86.29,4.86,12.21,12.7,14.15,21.97,53.29,30.7,41.22
4663,CIAT,F25-2153,CIAT-BH22_4092,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,37.83,84.08,4.77,11.89,12.6,14.14,21.49,56.05,34.8,38.34
4664,CIAT,F25-2153,CIAT-BH22_4092,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,35.62,83.63,4.52,11.87,12.7,14.19,21.31,41.79,13.64,50.99
4665,CIAT,F25-2154,CIAT-CIAT_26438,2,1,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,33.85,86.73,4.27,12.09,12.6,13.94,22.64,23.24,-5.79,97.41
4666,CIAT,F25-2154,CIAT-CIAT_26438,2,2,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,32.97,83.19,4.12,11.6,12.5,13.95,21.31,11.48,-22,185.62
4667,CIAT,F25-2154,CIAT-CIAT_26438,2,3,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,34.29,83.63,4.29,11.69,12.5,13.97,21.87,6.33,-29.11,345.59
