no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
1913,CIAT,F24-3514,ABC-21128-1,1,3,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,34.07,76.77,5.11,13.35,15,17.39,164.29,56.75,-206.03,50.35
1914,CIAT,F24-3515,ABC-21212-1,1,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,41.6,87.84,5.62,13.94,13.5,15.87,187.32,69.93,-419.29,42.51
1915,CIAT,F24-3515,ABC-21212-1,1,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,40.27,86.51,5.4,13.58,13.4,15.7,184.49,72.15,-594.49,40.14
1916,CIAT,F24-3515,ABC-21212-1,1,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,39.83,84.74,5.34,13.29,13.4,15.68,180.79,66.06,-258.56,42.91
1917,CIAT,F24-3516,ABC-21263-1,1,1,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,38.94,72.79,5.61,10.85,14.4,14.91,157.16,57.73,-135.75,40.6
1918,CIAT,F24-3516,ABC-21263-1,1,2,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,39.83,73.23,5.54,10.68,13.9,14.58,158.14,61.15,-166.67,37.72
1919,CIAT,F24-3516,ABC-21263-1,1,3,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,39.38,74.56,5.71,11.13,14.5,14.92,160.95,69.31,-422.54,34.66
1920,CIAT,F24-3517,ABC-21514-1,1,1,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,29.21,52.44,3.91,8,13.4,15.26,112.06,43.22,-51,39.57
1921,CIAT,F24-3517,ABC-21514-1,1,2,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,28.32,53.32,3.94,8.34,13.9,15.63,113.9,42.52,-52.02,41.89
1922,CIAT,F24-3517,ABC-21514-1,1,3,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,28.76,53.32,3.85,8.18,13.4,15.33,113.97,39.42,-46.82,44.33
1923,CIAT,F24-3518,ABC-21565-1,1,1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,37.17,84.74,4.79,13.12,12.9,15.48,182.87,57.72,-124.8,49.05
1924,CIAT,F24-3518,ABC-21565-1,1,2,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,37.17,83.41,4.61,12.7,12.4,15.23,179.93,62.53,-153.24,43.82
1925,CIAT,F24-3518,ABC-21565-1,1,3,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,37.17,81.64,4.68,12.29,12.6,15.05,176.22,55.3,-105.62,47.96
1926,CIAT,F24-3519,ABC-21709-1,1,1,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,41.15,75,6.01,11.83,14.6,15.77,162.63,60.08,-183.91,42.7
1927,CIAT,F24-3519,ABC-21709-1,1,2,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,40.27,74.12,6.12,12.08,15.2,16.3,160.74,51.98,-118.82,50.39
1928,CIAT,F24-3519,ABC-21709-1,1,3,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,40.27,74.56,6.08,11.98,15.1,16.07,161.74,64.12,-262.26,40.52
1929,CIAT,F24-3520,ABC-22286-1,1,1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,37.61,86.07,5.57,13.85,14.8,16.09,183.9,65.07,-307.21,45.49
1930,CIAT,F24-3520,ABC-22286-1,1,2,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,37.61,86.51,5.53,13.65,14.7,15.77,184.69,64.41,-283.13,45.23
1931,CIAT,F24-3520,ABC-22286-1,1,3,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,37.17,84.74,5.61,13.6,15.1,16.05,180.92,63.73,-264.69,45.58
1932,CIAT,F24-3521,ABC-22475-1,1,1,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,31.42,63.06,4.4,9.81,14,15.56,133.85,45.02,-55.42,46.25
1933,CIAT,F24-3521,ABC-22475-1,1,2,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,30.98,63.06,4.37,9.85,14.1,15.63,133.83,45.5,-56.38,45.96
1934,CIAT,F24-3521,ABC-22475-1,1,3,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,31.86,63.06,4.43,9.76,13.9,15.48,133.94,44.82,-54.9,46.27
1935,CIAT,Blank,Blank,1,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1936,CIAT,Blank,Blank,1,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1937,CIAT,F24-3522,ABC-22481-1,1,1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,31.42,59.52,4.56,8.8,14.5,14.78,129.32,55.54,-143.99,34.42
1938,CIAT,F24-3522,ABC-22481-1,1,2,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,32.3,59.96,4.36,8.54,13.5,14.24,130.36,52.58,-114.3,35.3
1939,CIAT,F24-3522,ABC-22481-1,1,3,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,30.09,58.19,4.18,8.31,13.9,14.29,126.51,45.54,-77.63,39.69
1940,CIAT,F24-3523,ABC-22520-1,1,1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,34.52,80.31,4.63,12.37,13.4,15.4,172.47,58.6,-126.19,45.31
1941,CIAT,F24-3523,ABC-22520-1,1,2,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,36.73,82.08,4.74,12.4,12.9,15.11,176.31,62.26,-153.3,42.79
1942,CIAT,F24-3523,ABC-22520-1,1,3,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,35.4,80.31,4.67,12.31,13.2,15.33,172.5,60.95,-141.46,43.37
1943,CIAT,F24-3524,ABC-22570-1,1,1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,22.57,38.72,2.96,5.7,13.1,14.73,83.55,40.99,-46.65,30.02
1944,CIAT,F24-3524,ABC-22570-1,1,2,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1945,CIAT,F24-3524,ABC-22570-1,1,3,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,20.8,36.95,2.83,5.82,13.6,15.74,79.74,36.4,-40.54,34.49
1946,CIAT,F24-3525,ABC-22594-1,1,1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,27.88,53.76,3.79,8.14,13.6,15.14,113.69,45.84,-64,37.55
1947,CIAT,F24-3525,ABC-22594-1,1,2,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,28.76,55.09,3.85,8.28,13.4,15.02,116.47,51.16,-81.1,34.21
1948,CIAT,F24-3525,ABC-22594-1,1,3,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,27.88,55.53,3.93,8.6,14.1,15.49,117.41,38.37,-52.93,47.41
1949,CIAT,F24-3526,ABC-22754-1,1,1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1950,CIAT,F24-3526,ABC-22754-1,1,2,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,45.58,80.31,6.34,12.52,13.9,15.59,175.13,55.26,-185.51,49.4
1951,CIAT,F24-3526,ABC-22754-1,1,3,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,45.58,81.2,6.29,12.63,13.8,15.55,176.95,58.83,-247.18,46.78
1952,CIAT,F24-3527,ABC-22915-1,1,1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,43.81,84.74,6.13,13.38,14,15.79,183.98,73.19,11748.64,39.69
1953,CIAT,F24-3527,ABC-22915-1,1,2,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,43.81,83.85,5.83,12.87,13.3,15.35,182.05,66.67,-446.09,41.92
1954,CIAT,F24-3527,ABC-22915-1,1,3,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,43.37,82.53,5.98,12.88,13.8,15.6,179.28,59.66,-210.63,46.89
1955,CIAT,F24-3528,ABC-23259-1,1,1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,30.09,66.6,4.51,11.3,15,16.97,143.41,53.94,-105.74,45.13
1956,CIAT,F24-3528,ABC-23259-1,1,2,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1957,CIAT,F24-3528,ABC-23259-1,1,3,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,30.09,63.5,4.48,10.7,14.9,16.85,136.63,56.54,-112.7,40.71
1958,CIAT,F24-3529,ABC-23339-1,1,1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,29.21,63.06,4.53,10.92,15.5,17.33,134.49,66.66,-207.2,34.95
1959,CIAT,F24-3529,ABC-23339-1,1,2,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,29.65,64.38,4.45,10.98,15,17.05,137.26,55.66,-105.17,42.05
1960,CIAT,F24-3529,ABC-23339-1,1,3,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,30.09,63.5,4.48,10.76,14.9,16.95,135.48,51.59,-87.25,44.52
1961,CIAT,F24-3530,ABC-23761-1,1,1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,34.96,60.84,4.23,8.45,12.1,13.89,127.98,39.08,-41.5,45.47
1962,CIAT,F24-3530,ABC-23761-1,1,2,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,34.52,60.84,4.25,8.54,12.3,14.03,128.04,42.03,-45.04,42.75
1963,CIAT,F24-3530,ABC-23761-1,1,3,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,34.96,61.29,4.26,8.56,12.2,13.96,128.99,49.49,-55.54,36.39
1964,CIAT,F24-3531,ABC-24360-1,1,1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,34.07,69.25,4.84,10.89,14.2,15.72,149.33,63.3,-173.53,37.1
1965,CIAT,F24-3531,ABC-24360-1,1,2,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,33.19,65.27,4.55,10.06,13.7,15.42,140.72,52.12,-87.8,41.64
1966,CIAT,F24-3531,ABC-24360-1,1,3,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,34.52,67.48,4.97,10.67,14.4,15.82,145.52,56.55,-113.49,40.7
1967,CIAT,F24-3532,ABC-24466-1,1,1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,38.94,71.02,5.33,10.63,13.7,14.96,152.91,65.57,-190.11,34.9
1968,CIAT,F24-3532,ABC-24466-1,1,2,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,37.17,69.69,5.32,10.58,14.3,15.19,150.11,53.76,-95.57,42.41
1969,CIAT,F24-3532,ABC-24466-1,1,3,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,39.83,69.25,5.42,10.3,13.6,14.87,149.1,69.28,-266.13,32.01
1970,CIAT,F24-3533,ABC-32246-1,1,1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,34.07,65.27,4.63,10.47,13.6,16.04,142.58,43.9,-78.13,52.09
1971,CIAT,F24-3533,ABC-32246-1,1,2,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,34.52,64.38,4.66,10.42,13.5,16.19,140.68,42.36,-73.93,53.77
1972,CIAT,F24-3533,ABC-32246-1,1,3,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,33.63,64.38,4.71,10.64,14,16.53,140.56,36.53,-63.43,63.61
1973,CIAT,F24-3534,ABC-32365-1,1,1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,27.88,58.19,3.54,9,12.7,15.46,127.87,38.23,-62.6,51.71
1974,CIAT,F24-3534,ABC-32365-1,1,2,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,25.67,48.45,3.39,7.28,13.2,15.03,106.58,39.09,-52.16,40.99
1975,CIAT,F24-3534,ABC-32365-1,1,3,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,27.88,48.9,3.51,7.23,12.6,14.79,107.55,38.41,-50.67,41.42
1976,CIAT,F24-3535,ABC-32373-1,1,1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,28.32,52.44,3.51,7.61,12.4,14.52,113.53,46.48,-65.6,35.46
1977,CIAT,F24-3535,ABC-32373-1,1,2,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,30.53,52.88,3.6,7.45,11.8,14.08,114.51,42.09,-54.65,38.31
1978,CIAT,F24-3535,ABC-32373-1,1,3,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,28.76,52.44,3.57,7.61,12.4,14.52,113.47,44.78,-61.43,36.8
1979,CIAT,F25 0017,Hohenheimer Heustandard,1,1,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,23.9,46.68,3.54,7.64,14.8,16.36,204.37,61.21,NA,54.63
1980,CIAT,F25 0017,Hohenheimer Heustandard,1,2,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,22.13,45.36,3.45,7.63,15.6,16.83,198.33,58.42,NA,57.14
1981,CIAT,F25 0017,Hohenheimer Heustandard,1,3,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,25.67,48.45,3.8,7.9,14.8,16.31,212.12,46.98,NA,73.61
1982,CIAT,F25 0018,Homenheim Concentrate,1,1,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,27.44,54.65,4.53,9.67,16.5,17.7,243.42,68.2,NA,63.16
1983,CIAT,F25 0018,Homenheim Concentrate,1,2,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,29.65,54.65,4.63,9.43,15.6,17.25,243.72,61.47,NA,68.38
1984,CIAT,F25 0018,Homenheim Concentrate,1,3,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,29.65,55.09,4.71,9.62,15.9,17.47,245.69,72.93,NA,58.85
1985,CIAT,F25 0019,Sample 8,1,1,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,,,,23.01,58.19,3.43,9.62,14.9,16.53,124.16,42.35,NA,48.47
1986,CIAT,F25 0019,Sample 8,1,2,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,,,,20.8,56.86,3.18,9.31,15.3,16.38,121.33,41.26,NA,48.16
1987,CIAT,F25 0019,Sample 8,1,3,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,,,,23.01,60.84,3.45,9.81,15,16.12,129.72,38.55,NA,54.24
1988,CIAT,Blank,Blank,1,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1989,CIAT,Blank,Blank,1,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1990,CIAT,Blank,Blank,2,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1991,CIAT,Blank,Blank,2,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1992,CIAT,F24-3506,ABC-19895-1,2,1,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,36.73,63.39,5.33,9.86,14.5,15.55,135.8,50.68,-87.79,41.67
1993,CIAT,F24-3506,ABC-19895-1,2,2,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,37.61,66.93,5.42,10.58,14.4,15.8,143.33,71.92,-804.52,31.49
1994,CIAT,F24-3506,ABC-19895-1,2,3,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,39.83,67.37,6.05,10.85,15.2,16.1,144.28,86.55,196.66,26.84
1995,CIAT,F24-3507,ABC-20093-1,2,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,39.38,61.62,5.83,9.7,14.8,15.74,130.57,60.04,-129.29,34.23
1996,CIAT,F24-3507,ABC-20093-1,2,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,39.38,61.62,5.91,9.8,15,15.9,130.57,67.18,-237.2,30.91
1997,CIAT,F24-3507,ABC-20093-1,2,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,37.61,60.29,5.68,9.67,15.1,16.04,127.73,61.17,-138.78,33.5
1998,CIAT,F24-3508,ABC-20113-1,2,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,38.5,69.58,4.93,10.18,12.8,14.63,146.99,67.55,-149.6,31.84
1999,CIAT,F24-3508,ABC-20113-1,2,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,39.38,70.47,5.59,11.06,14.2,15.7,148.86,59,-101.91,39.61
2000,CIAT,F24-3508,ABC-20113-1,2,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,39.38,69.58,5.12,10.28,13,14.78,147.02,62.35,-110.97,34.85
2001,CIAT,F24-3509,ABC-20125-1,2,1,Coursetia ,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,30.98,49.67,4.93,8.44,15.9,16.99,106.21,60.21,-93.25,29.98
2002,CIAT,F24-3509,ABC-20125-1,2,2,Coursetia ,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,38.06,58.08,6.13,9.95,16.1,17.13,124.24,59.27,-104.92,35.92
2003,CIAT,F24-3509,ABC-20125-1,2,3,Coursetia ,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,30.53,50.11,4.7,8.46,15.4,16.88,107.07,55.05,-73.75,32.84
2004,CIAT,F24-3510,ABC-20298-1,2,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,34.96,56.75,4.89,8.42,14,14.84,121.18,52.62,-73.33,34.19
2005,CIAT,F24-3510,ABC-20298-1,2,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,34.07,56.75,4.74,8.39,13.9,14.78,121.11,66.37,-166.01,26.97
2006,CIAT,F24-3510,ABC-20298-1,2,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,36.73,59.85,4.96,8.7,13.5,14.54,127.79,50.7,-70.26,36.66
2007,CIAT,F24-3511,ABC-20305-1,2,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,42.04,61.62,5.68,9.36,13.5,15.18,131.69,62.26,-138.94,32.12
2008,CIAT,F24-3511,ABC-20305-1,2,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,35.84,33.3,4.84,4.32,13.5,12.97,71.16,67.62,-102.2,13.64
2009,CIAT,F24-3511,ABC-20305-1,2,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,41.6,61.62,5.24,9.11,12.6,14.78,131.69,52.9,-81.93,36.79
2010,CIAT,F24-3512,ABC-20803-1,2,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,35.4,59.85,4.96,9.36,14,15.63,128.11,61.53,-122.15,32.55
2011,CIAT,F24-3512,ABC-20803-1,2,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,36.29,59.41,4.97,9.13,13.7,15.37,127.24,54.93,-85.07,35.61
2012,CIAT,F24-3512,ABC-20803-1,2,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,35.4,58.96,4.96,9.29,14,15.76,126.22,61.02,-117.62,32.6
2013,CIAT,F24-3513,ABC-21031-1,2,1,Christia ,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,34.52,50.56,4.8,7.65,13.9,15.14,107.47,54.74,-65.5,29.72
2014,CIAT,F24-3513,ABC-21031-1,2,2,Christia ,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,34.96,50.11,4.82,7.49,13.8,14.95,106.44,60.07,-81.55,26.49
2015,CIAT,F24-3513,ABC-21031-1,2,3,Christia ,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,35.84,51.44,5.05,7.86,14.1,15.28,109.37,55.07,-68.21,30.35
2016,CIAT,F24-3514,ABC-21128-1,2,1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,33.19,56.31,5.14,10.6,15.5,18.83,120.43,52.18,-122.94,43.45
2017,CIAT,F24-3514,ABC-21128-1,2,2,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,33.19,56.31,5.11,10.87,15.4,19.3,120.4,52.83,-130.63,43.99
2018,CIAT,F24-3514,ABC-21128-1,2,3,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,31.42,56.31,4.93,11.18,15.7,19.86,120.45,51.44,-124.71,46.49
2019,CIAT,F24-3515,ABC-21212-1,2,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,39.83,67.81,5.42,10.48,13.6,15.46,144.76,63.9,-170.58,35.02
2020,CIAT,F24-3515,ABC-21212-1,2,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,39.83,67.37,5.3,10.17,13.3,15.1,143.7,63.31,-158.29,34.27
2021,CIAT,F24-3515,ABC-21212-1,2,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,38.06,64.72,5.14,9.83,13.5,15.19,138.15,69.28,-271.15,30.29
2022,CIAT,F24-3516,ABC-21263-1,2,1,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,37.17,55.87,5.46,8.36,14.7,14.97,120.64,59.49,-116.49,30.35
2023,CIAT,F24-3516,ABC-21263-1,2,2,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,39.83,58.52,5.62,8.49,14.1,14.52,126.42,66.19,-208.56,27.72
2024,CIAT,F24-3516,ABC-21263-1,2,3,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,38.5,56.75,5.51,8.33,14.3,14.69,122.5,58.08,-106.39,30.97
2025,CIAT,F24-3517,ABC-21514-1,2,1,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,28.32,35.51,3.88,5.12,13.7,14.43,75.89,34.67,-26.02,31.58
2026,CIAT,F24-3517,ABC-21514-1,2,2,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,27.44,35.95,3.81,5.26,13.9,14.63,76.83,44.57,-34.94,25.23
2027,CIAT,F24-3517,ABC-21514-1,2,3,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,26.99,35.07,3.83,5.23,14.2,14.91,74.94,37.58,-28.53,29.74
2028,CIAT,F24-3518,ABC-21565-1,2,1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,37.17,65.6,4.61,9.39,12.4,14.31,141.54,65.28,-133.88,31.02
2029,CIAT,F24-3518,ABC-21565-1,2,2,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,36.29,66.04,4.54,9.54,12.5,14.44,142.41,62.48,-114.67,32.91
2030,CIAT,F24-3518,ABC-21565-1,2,3,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,36.73,67.81,4.55,9.75,12.4,14.37,146.26,55.1,-83.03,38.15
2031,CIAT,F24-3519,ABC-21709-1,2,1,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,38.94,55.87,6,8.92,15.4,15.98,121.18,59.74,-135.48,32.41
2032,CIAT,F24-3519,ABC-21709-1,2,2,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,38.5,56.31,5.81,8.89,15.1,15.8,122.04,53.66,-94.64,35.93
2033,CIAT,F24-3519,ABC-21709-1,2,3,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,39.83,56.75,5.89,8.81,14.8,15.52,123.08,50.79,-82.18,37.6
2034,CIAT,F24-3520,ABC-22286-1,2,1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,36.73,67.37,5.62,10.89,15.3,16.16,143.92,68.08,-351.66,34.17
2035,CIAT,F24-3520,ABC-22286-1,2,2,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,35.4,65.6,5.31,10.47,15,15.97,140.17,61.69,-172.02,36.28
2036,CIAT,F24-3520,ABC-22286-1,2,3,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,36.73,64.27,5.44,10.17,14.8,15.83,137.33,56.78,-121.27,38.29
2037,CIAT,F24-3521,ABC-22475-1,2,1,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,32.3,45.69,4.62,6.91,14.3,15.12,97.01,42.93,-36.98,34.17
2038,CIAT,F24-3521,ABC-22475-1,2,2,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,30.53,43.92,4.37,6.64,14.3,15.12,93.25,41.85,-34.61,33.7
2039,CIAT,F24-3521,ABC-22475-1,2,3,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,31.86,45.25,4.49,6.75,14.1,14.93,96.09,34.38,-29.75,41.72
2040,CIAT,Blank,Blank,2,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2041,CIAT,Blank,Blank,2,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2042,CIAT,F24-3522,ABC-22481-1,2,1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,31.86,42.59,4.49,6.11,14.1,14.35,92.58,48.16,-64.3,27.59
