id,taxonomic_name,ch4_8h,ch4_24h,methane_intensity,tddm
internal control1,wheat straw,7.3,12.8,33.31,53.79
internal control1,wheat straw,7.3,12.8,34.77,52.38
internal control1,wheat straw,7.5,12.8,36.7,50.81
internal control 2,Wheat bran,7.1,15.5,39.42,71.13
internal control 2,Wheat bran,7.1,15.9,39.41,70.88
internal control 2,Wheat bran,7.2,15.5,39.48,70.42
6642,Cenchrus ciliaris,7.5,16.1,37.07,46.51
6642,Cenchrus ciliaris,7.5,16.1,36.94,47.39
6642,Cenchrus ciliaris,7.7,16.3,38.75,46.96
6646,Cenchrus ciliaris,8.3,17.1,42.57,49.86
6646,Cenchrus ciliaris,8.1,16.8,41.47,50.4
6646,Cenchrus ciliaris,7.9,16.9,41.59,51.06
13284,Cenchrus ciliaris,7.8,16.7,42.59,51.01
13284,Cenchrus ciliaris,8,16.5,43.96,50.21
13284,Cenchrus ciliaris,8.2,16.5,42.21,51.27
16630,Cenchrus ciliaris,8.2,15.5,43.22,45.84
16630,Cenchrus ciliaris,8.2,15.5,40.96,49.63
16630,Cenchrus ciliaris,8,15.3,40.61,49.29
ABC sample,cynodon Nlemfuensis,7.8,14.5,40.84,55.98
ABC sample,cynodon Nlemfuensis,7.9,14.5,41.42,56.15
ABC sample,cynodon Nlemfuensis,7.8,14.3,41.68,55.39
16660,Cenchrus ciliaris,7.8,15.7,34.34,44.68
16660,Cenchrus ciliaris,7.8,15.1,29.09,52.07
16660,Cenchrus ciliaris,7.7,15.7,35.94,43.75
18071,Cenchrus ciliaris,8,16.6,40.26,50.88
18071,Cenchrus ciliaris,8.1,16.7,41.3,50.77
18071,Cenchrus ciliaris,8,16.4,36.96,56.09
18077,Cenchrus ciliaris,7.9,16.4,41.61,53.25
18077,Cenchrus ciliaris,8,16.7,28.08,78.63
18077,Cenchrus ciliaris,8.1,16.5,42.6,52.56
19369,Cenchrus ciliaris,8,16.1,38.94,50.78
19369,Cenchrus ciliaris,8.4,16.4,37.74,50.76
19369,Cenchrus ciliaris,8,16.2,39.25,48.39
19379,Cenchrus ciliaris,8.3,15.8,40.21,50.63
19379,Cenchrus ciliaris,8,15.7,40.21,50.21
19379,Cenchrus ciliaris,8.1,15.8,41.06,49.54
19389,Cenchrus ciliaris,8.2,16.1,41.68,47.19
19389,Cenchrus ciliaris,7.9,16,40.47,46.72
19389,Cenchrus ciliaris,8,16.1,39.52,47.76
19397,Cenchrus ciliaris,8.1,17.1,43.25,55.21
19397,Cenchrus ciliaris,8.1,17.1,44.08,54.2
19397,Cenchrus ciliaris,8.1,17,43.53,52.31
19406,Cenchrus ciliaris,8.1,16.7,40.39,51.32
19406,Cenchrus ciliaris,8.3,16.6,42.57,49.55
19406,Cenchrus ciliaris,8.3,16.5,41.49,51.98
19408,Cenchrus ciliaris,8.1,16.2,42.7,50.59
19408,Cenchrus ciliaris,8.1,16.3,42.48,51.26
19408,Cenchrus ciliaris,8.1,16.3,41.78,52.59
19439,Cenchrus ciliaris,8.1,16.3,42.31,49.89
19439,Cenchrus ciliaris,8,16.1,42.59,50.16
19439,Cenchrus ciliaris,8.1,16,41.19,49.43
19448,Cenchrus ciliaris,8.2,16.5,41.71,51.08
19448,Cenchrus ciliaris,8.3,16.6,41.13,51.1
19448,Cenchrus ciliaris,8.1,16.5,51.53,40.02
19453,Cenchrus ciliaris,8,16.6,42.4,51
19453,Cenchrus ciliaris,8,16.7,42.58,50.4
19453,Cenchrus ciliaris,8,16.7,41.61,51.89
19456,Cenchrus ciliaris,7.9,17.2,40.29,49.41
19456,Cenchrus ciliaris,7.9,16.6,40.82,48.57
19456,Cenchrus ciliaris,8.1,16.7,39.3,52.31
19458,Cenchrus ciliaris,8,16.6,41.86,50.18
19458,Cenchrus ciliaris,8,16.5,41.86,50.58
19458,Cenchrus ciliaris,8.1,16.6,40.38,48.86
19459,Cenchrus ciliaris,8.3,16.5,38.63,46.98
19459,Cenchrus ciliaris,8.4,16.5,39.15,46.76
19459,Cenchrus ciliaris,8.6,16.9,40.01,45.67
19467,Cenchrus ciliaris,8.9,16.9,40.27,50.46
19467,Cenchrus ciliaris,8.3,16.4,42.09,50.11
19467,Cenchrus ciliaris,8.4,16.3,41.86,49.96
internal control1,wheat straw,6.9,8.6,25.68,48.17
internal control1,wheat straw,6,9.3,25.3,51.53
internal control1,wheat straw,7.4,8.5,27.3,46.89
internal control 2,Wheat bran,7.1,11,33.52,71.08
internal control 2,Wheat bran,6.8,10.9,32.18,72.32
internal control 2,Wheat bran,6.8,10.4,32.28,70.14
6642,Cenchrus ciliaris,7.3,11,28.2,47.92
6642,Cenchrus ciliaris,7.1,11.5,28.78,47.04
6642,Cenchrus ciliaris,7.3,11.1,27.75,47.88
6646,Cenchrus ciliaris,7.7,11.6,31.09,50.3
6646,Cenchrus ciliaris,7.7,11.5,31.55,51.53
6646,Cenchrus ciliaris,8.2,11.9,31.64,51.45
13284,Cenchrus ciliaris,7.8,11.6,30.5,56.21
13284,Cenchrus ciliaris,7.5,11.6,33.68,49.79
13284,Cenchrus ciliaris,7.5,11.4,32.05,50.16
16630,Cenchrus ciliaris,7.6,10.8,31.33,49.12
16630,Cenchrus ciliaris,7.8,10.6,30.37,48.71
16630,Cenchrus ciliaris,7.6,10.5,30.95,48.03
ABC sample,cynodon Nlemfuensis,7.4,10,32.17,52.82
ABC sample,cynodon Nlemfuensis,7.4,10,30.56,53.21
ABC sample,cynodon Nlemfuensis,7.4,10,31.43,53.27
16660,Cenchrus ciliaris,7.6,10.7,27.98,45.19
16660,Cenchrus ciliaris,7.6,10.8,27.28,43.68
16660,Cenchrus ciliaris,8.1,11.2,28.26,44.06
18071,Cenchrus ciliaris,7.7,11.3,29.74,51.32
18071,Cenchrus ciliaris,7.4,11.3,30.71,50.81
18071,Cenchrus ciliaris,7.6,11.4,23.2,66.66
18077,Cenchrus ciliaris,7.8,11.3,30.47,50.68
18077,Cenchrus ciliaris,7.8,11.5,30.76,52.36
18077,Cenchrus ciliaris,7.7,11.4,31.35,52.3
19369,Cenchrus ciliaris,7.5,11,28.31,49.54
19369,Cenchrus ciliaris,7.6,11,26.99,51.34
19369,Cenchrus ciliaris,7.8,11.1,27.57,49.87
19379,Cenchrus ciliaris,7.7,10.8,30.15,51.07
19379,Cenchrus ciliaris,7.7,10.8,31.26,50.01
19379,Cenchrus ciliaris,7.7,10.8,31.57,50.07
19389,Cenchrus ciliaris,7.6,11,29.29,48.8
19389,Cenchrus ciliaris,7.6,11,30.47,46.69
19389,Cenchrus ciliaris,7.7,11.1,30.32,48.19
19397,Cenchrus ciliaris,7.8,11.7,33.65,52.74
19397,Cenchrus ciliaris,7.8,11.8,33.94,52.02
19397,Cenchrus ciliaris,7.8,11.8,33.37,53.3
19406,Cenchrus ciliaris,8,11.4,32.6,50.44
19406,Cenchrus ciliaris,8,11.5,32.05,51.2
19406,Cenchrus ciliaris,8.1,11.6,31.86,51.36
19408,Cenchrus ciliaris,8,11.2,34.34,48
19408,Cenchrus ciliaris,7.8,11.4,33.25,52.36
19408,Cenchrus ciliaris,7.8,11.3,33.38,51.68
19439,Cenchrus ciliaris,7.8,11.2,33.1,50.05
19439,Cenchrus ciliaris,8,11.2,31.01,52.8
19439,Cenchrus ciliaris,7.8,11,31.68,49.36
19448,Cenchrus ciliaris,8,11.4,31.76,51.98
19448,Cenchrus ciliaris,7.8,11.5,28.06,59.89
19448,Cenchrus ciliaris,7.9,11.6,31.12,53.86
19453,Cenchrus ciliaris,7.9,11.6,31.39,54.57
19453,Cenchrus ciliaris,7.8,11.5,32.85,53.56
19453,Cenchrus ciliaris,7.8,11.5,31.36,53.84
19456,Cenchrus ciliaris,7.9,11.5,29.8,51.69
19456,Cenchrus ciliaris,7.8,11.5,28.06,55.56
19456,Cenchrus ciliaris,7.5,11.4,30.52,50.87
19458,Cenchrus ciliaris,7.9,11.5,26.14,61.22
19458,Cenchrus ciliaris,7.8,11.5,31.5,50.97
19458,Cenchrus ciliaris,7.7,11.6,32.14,50.11
19459,Cenchrus ciliaris,7.8,11.6,30.92,47.99
19459,Cenchrus ciliaris,7.9,11.6,30.42,48.09
19459,Cenchrus ciliaris,7.8,11.5,32.18,47.74
19467,Cenchrus ciliaris,7.8,11.6,32.79,50.74
19467,Cenchrus ciliaris,7.9,11.3,31.46,51.21
19467,Cenchrus ciliaris,7.9,11.3,31.28,51.49
internal control1,wheat straw,6.3,8.2,24.76,47.09
internal control1,wheat straw,7.4,8.3,26.3,47.02
internal control1,wheat straw,7.5,9.3,26.8,48.68
internal control 2,Wheat bran,6.9,11,31.91,72.46
internal control 2,Wheat bran,6.8,11.1,32.98,70.81
internal control 2,Wheat bran,6.8,10.2,31.59,69.66
6642,Cenchrus ciliaris,7,10.6,28.37,45.16
6642,Cenchrus ciliaris,7.1,10.5,26.82,45.33
6642,Cenchrus ciliaris,7,10.6,26.62,46.22
6646,Cenchrus ciliaris,7.6,11.1,31,48.36
6646,Cenchrus ciliaris,7.7,11.5,31.48,47.72
6646,Cenchrus ciliaris,7.6,11.5,30.89,47.01
13284,Cenchrus ciliaris,8.7,11.5,37.95,43.34
13284,Cenchrus ciliaris,8.2,10.9,30.93,49.44
13284,Cenchrus ciliaris,7.8,10.9,31.94,48.15
16630,Cenchrus ciliaris,7.7,10.2,29.67,47.74
16630,Cenchrus ciliaris,7.8,10.2,32.14,43.82
16630,Cenchrus ciliaris,8.1,10.1,30.47,47.04
ABC sample,cynodon Nlemfuensis,7.7,9.9,33.81,46.35
ABC sample,cynodon Nlemfuensis,7.7,9.8,30.66,50.98
ABC sample,cynodon Nlemfuensis,7.9,9.7,32.09,47.7
16660,Cenchrus ciliaris,7.6,10.2,27.03,42.68
16660,Cenchrus ciliaris,7.6,10.3,24.83,46.35
16660,Cenchrus ciliaris,7.6,10.5,28.75,43.98
18071,Cenchrus ciliaris,2.5,10.7,71.02,50.72
18071,Cenchrus ciliaris,7.1,10.7,29.79,48.1
18071,Cenchrus ciliaris,7.4,10.6,30.42,49.7
18077,Cenchrus ciliaris,7.8,11.1,30.25,50.11
18077,Cenchrus ciliaris,7.7,10.9,30.32,51.45
18077,Cenchrus ciliaris,7.8,10.9,30.12,50.99
19369,Cenchrus ciliaris,7.5,10.9,26.48,46.44
19369,Cenchrus ciliaris,7.5,10.7,27.41,47.94
19369,Cenchrus ciliaris,7.4,10.6,27.44,48.16
19379,Cenchrus ciliaris,7.5,10.5,30.55,47.39
19379,Cenchrus ciliaris,7.7,10.4,28.93,48.62
19379,Cenchrus ciliaris,7.5,10.5,28.57,48.51
19389,Cenchrus ciliaris,7.4,10.5,28.18,45.67
19389,Cenchrus ciliaris,7.7,10.7,28.54,47.27
19389,Cenchrus ciliaris,7.8,10.6,29.84,44.9
19397,Cenchrus ciliaris,7.6,11.1,31.53,51.59
19397,Cenchrus ciliaris,7.8,11.3,32.23,51.67
19397,Cenchrus ciliaris,7.9,11,27.57,56.77
19406,Cenchrus ciliaris,8,10.8,31.12,47.91
19406,Cenchrus ciliaris,8,10.9,26.9,56.44
19406,Cenchrus ciliaris,8,10.4,27.19,49.52
19408,Cenchrus ciliaris,7.8,10.7,32.82,48.88
19408,Cenchrus ciliaris,7.7,10.8,31.67,49.39
19408,Cenchrus ciliaris,7.2,10.8,31.02,49.09
19439,Cenchrus ciliaris,7.3,10.6,31.43,46.33
19439,Cenchrus ciliaris,7.8,10.7,32.43,47.32
19439,Cenchrus ciliaris,7.8,10.7,30.73,48.09
19448,Cenchrus ciliaris,7.7,10.7,29.96,50.04
19448,Cenchrus ciliaris,8,10.8,31.33,48.78
19448,Cenchrus ciliaris,8.1,10.8,30.22,48.42
19453,Cenchrus ciliaris,7.9,10.7,31.18,51.61
19453,Cenchrus ciliaris,7.9,10.8,30.53,50.5
19453,Cenchrus ciliaris,7.9,10.9,32.57,49.7
19456,Cenchrus ciliaris,7.8,11,29.85,50.43
19456,Cenchrus ciliaris,7.7,11.1,30.63,48.58
19456,Cenchrus ciliaris,8.9,11,28.03,52.36
19458,Cenchrus ciliaris,7.7,10.9,31.45,46.42
19458,Cenchrus ciliaris,7.7,10.9,30.01,51.04
19458,Cenchrus ciliaris,7.7,10.9,29.69,50.33
19459,Cenchrus ciliaris,7.7,10.9,29.53,45.39
19459,Cenchrus ciliaris,8,10.9,28.68,44.77
19459,Cenchrus ciliaris,8.1,10.8,27.94,45.16
19467,Cenchrus ciliaris,8.3,10.7,28.31,56.08
19467,Cenchrus ciliaris,8.5,10.7,30.34,50.23
19467,Cenchrus ciliaris,8.4,10.8,31.91,48.97
internal control1,wheat straw,6.4,12.9,37.71,46.52
internal control1,wheat straw,7.2,12.9,38.7,45.88
internal control1,wheat straw,7.2,12.8,37.3,46.32
internal control 2,Wheat bran,6.8,15.2,41.02,70.45
internal control 2,Wheat bran,6.6,15.7,40.91,71.6
internal control 2,Wheat bran,6.7,15.5,40.85,72.1
16839,Cenchrus purpureus,7.4,16.6,35.3,61.79
16839,Cenchrus purpureus,7.5,16.5,36.09,60.26
16839,Cenchrus purpureus,7.5,16.6,36.87,60.52
BAGCE 100,Cenchrus purpureus,6,12.2,15.71,50.46
BAGCE 100,Cenchrus purpureus,5,11.4,15.55,51.24
BAGCE 100,Cenchrus purpureus,4.7,11.8,15.15,48.97
BAGCE 30,Cenchrus purpureus,6.1,17.2,35.19,65.62
BAGCE 30,Cenchrus purpureus,5.7,17,30.77,63.21
BAGCE 30,Cenchrus purpureus,5.6,16.9,30.88,64.7
BAGCE 34,Cenchrus purpureus,5.4,16.9,31.07,63.25
BAGCE 34,Cenchrus purpureus,5.4,16.8,30.12,64.35
BAGCE 34,Cenchrus purpureus,5.4,16.8,30.56,64.6
BAGCE 81,Cenchrus purpureus,7.1,18.7,36.06,68.06
BAGCE 81,Cenchrus purpureus,7.2,18,36.71,68.59
BAGCE 81,Cenchrus purpureus,7.4,18.4,35.64,68.77
6633,Chloris gayana,5.6,14.7,34.96,58.43
6633,Chloris gayana,5.2,14.8,34.7,57.29
6633,Chloris gayana,5.5,15.1,35.36,56.64
7384,Chloris gayana,6.2,15.4,32.02,59.27
7384,Chloris gayana,6.2,15.3,34.03,52.68
7384,Chloris gayana,6.2,15.3,35.32,54.04
14421,Lablab  purpureus,7.2,17.3,36.32,82.62
14421,Lablab  purpureus,7.4,17.6,37.04,81.57
14421,Lablab  purpureus,7.4,17.8,36.14,82.59
internal control1,wheat straw,7,13.2,38.71,49.36
internal control1,wheat straw,6.9,13.1,37.85,48.93
internal control1,wheat straw,7.5,13,38.32,48.22
internal control 2,Wheat bran,7.4,15.2,41.34,71.96
internal control 2,Wheat bran,7.3,15.4,42.47,70.1
internal control 2,Wheat bran,7.3,14.9,33.39,70.34
16839,Cenchrus purpureus,7.9,17,36.15,61.09
16839,Cenchrus purpureus,8.3,17.1,37.92,58.51
16839,Cenchrus purpureus,8.2,16.8,37.82,58.23
BAGCE 100,Cenchrus purpureus,6.8,13.1,17.71,53.28
BAGCE 100,Cenchrus purpureus,6.4,13.4,19.26,48.12
BAGCE 100,Cenchrus purpureus,6.1,13.3,18.03,48.86
BAGCE 30,Cenchrus purpureus,6.4,17.3,35.28,62.54
BAGCE 30,Cenchrus purpureus,7.2,17.5,36.2,63.57
BAGCE 30,Cenchrus purpureus,6.8,17.2,35.2,64.56
BAGCE 34,Cenchrus purpureus,6.2,17.1,33.57,60.31
BAGCE 34,Cenchrus purpureus,5.9,16.8,32.85,61.6
BAGCE 34,Cenchrus purpureus,6.2,17.2,32.99,61.9
BAGCE 81,Cenchrus purpureus,7.4,18,37.65,63.71
BAGCE 81,Cenchrus purpureus,7.8,18.1,39.05,63.54
BAGCE 81,Cenchrus purpureus,7.7,18.1,40.52,59.47
6633,Chloris gayana,6.4,15.3,40.37,52.55
6633,Chloris gayana,6.4,15.5,40.28,56.51
6633,Chloris gayana,6.3,15.4,38.66,56.67
7384,Chloris gayana,6.4,15.9,39.07,53.59
7384,Chloris gayana,7,16.1,38.31,54.52
7384,Chloris gayana,7.2,16,40.06,52.36
14421,Lablab  purpureus,8.1,17.1,39.66,78.49
14421,Lablab  purpureus,8.2,17.2,38.72,81.28
14421,Lablab  purpureus,8.2,17.2,40.33,78.78
internal control1,wheat straw,8.6,8.6,21.16,49.83
internal control1,wheat straw,8.7,8.4,19.65,49.72
internal control1,wheat straw,8.2,8.7,20.27,50.88
internal control 2,Wheat bran,7.7,11,28.53,71.48
internal control 2,Wheat bran,7.7,11.1,28.98,71.47
internal control 2,Wheat bran,10.6,11.2,32.85,71.7
16839,Cenchrus purpureus,7.3,12.2,20.83,64.32
16839,Cenchrus purpureus,7.1,12,21.13,63.1
16839,Cenchrus purpureus,7.5,12.1,20.58,67.12
BAGCE 100,Cenchrus purpureus,5.3,9.1,9.09,51.83
BAGCE 100,Cenchrus purpureus,5.1,9.6,9.29,52.86
BAGCE 100,Cenchrus purpureus,4.9,9.9,9.61,53.34
BAGCE 30,Cenchrus purpureus,5.9,12.5,21.64,68.2
BAGCE 30,Cenchrus purpureus,6,12.3,21.24,67.22
BAGCE 30,Cenchrus purpureus,6,14.4,24.66,67.85
BAGCE 34,Cenchrus purpureus,5.5,11.8,18.26,66.71
BAGCE 34,Cenchrus purpureus,5.4,12.1,18.44,67.38
BAGCE 34,Cenchrus purpureus,5.4,12.1,18.52,66.45
BAGCE 81,Cenchrus purpureus,6.9,13.6,19.99,68.78
BAGCE 81,Cenchrus purpureus,6.9,13,20.73,70.71
BAGCE 81,Cenchrus purpureus,7.1,13.1,21.85,68.97
6633,Chloris gayana,6,11.3,23.16,62.02
6633,Chloris gayana,5.7,11.2,21.21,61.21
6633,Chloris gayana,5.8,11.2,19.29,61.62
7384,Chloris gayana,6.5,11.2,21.79,57.89
7384,Chloris gayana,6.6,11.1,22.12,55.62
7384,Chloris gayana,6.6,11.3,21.09,56.44
14421,Lablab  purpureus,7.4,13.3,22.72,83.86
14421,Lablab  purpureus,7.6,12.9,21.83,83.99
14421,Lablab  purpureus,7.6,13.3,22.1,83.5
internal control1,wheat straw,6.7,13.6,38.19,45.29
internal control1,wheat straw,7.7,13.5,37.25,47.25
internal control1,wheat straw,6.9,13.5,40.85,44.66
internal control 2,Wheat bran,6.3,15.3,41.04,70.19
internal control 2,Wheat bran,6.4,15.4,40.61,71.21
internal control 2,Wheat bran,6.4,15.5,41.42,69.76
21885,Lablab  purpureus,6.6,17,34.79,70.62
21885,Lablab  purpureus,6.3,16.5,35.35,70.06
21885,Lablab  purpureus,6.6,16.8,35.3,68.79
11640,Lablab purpureus,6.6,16.3,36.22,73.02
11640,Lablab purpureus,6.6,16.5,36.53,73.83
11640,Lablab purpureus,6.7,16.4,35.2,76.11
14417,Lablab purpureus,6.2,17.4,38.36,74.1
14417,Lablab purpureus,6.3,17.4,41.1,71.61
14417,Lablab purpureus,6.3,17.5,39.9,73.5
11609,Lablab purpureus,5.5,17.9,35.86,83.22
11609,Lablab purpureus,5.5,18.1,36.57,83.59
11609,Lablab purpureus,5.6,18.1,36.94,82.34
6529,Lablab purpureus,6.4,15.2,35.96,62.09
6529,Lablab purpureus,6.4,14.7,32.9,68
6529,Lablab purpureus,6.4,14.8,35.39,60.57
14423,Lablab purpureus,6.3,16.2,37.79,71.66
14423,Lablab purpureus,6.5,16.4,36.92,73.02
14423,Lablab purpureus,6.4,16.4,39.32,68.97
14438,Lablab purpureus,7.2,16.7,42.32,61.26
14438,Lablab purpureus,7.1,16.4,42.25,60.63
14438,Lablab purpureus,7.3,16.6,40.83,59.18
14445,Lablab purpureus,7.1,14.9,35.42,63.27
14445,Lablab purpureus,0,14.7,41.21,63.07
14445,Lablab purpureus,10.1,14.8,37.41,62.11
14485,Lablab purpureus,9.5,16,39.08,68.29
14485,Lablab purpureus,9.4,16,39.76,66.9
14485,Lablab purpureus,9.4,16.1,39.94,66.8
144,Megathyrsus maximus,9.2,18.2,47.81,65.74
144,Megathyrsus maximus,9.2,18,47,64.13
144,Megathyrsus maximus,9,17.7,44.98,64.59
7153,Panicum coloratum,9,16.3,38.04,62.79
7153,Panicum coloratum,8.8,15.9,37.78,61.89
7153,Panicum coloratum,8.9,15.9,38,62.03
10871,Urochloa decumbens,9.8,13.4,41.72,37.85
10871,Urochloa decumbens,9.8,13.2,40.58,37.56
10871,Urochloa decumbens,9.8,13.3,39.1,39.6
11058,Cajanus cajan,9.9,15.9,36.65,62.5
11058,Cajanus cajan,9.6,15.6,35.05,62.38
11058,Cajanus cajan,9.6,15.6,34.74,62.71
11560,Cajanus cajan,10.1,16.5,44.45,54.48
11560,Cajanus cajan,10,16.5,43.81,54.29
11560,Cajanus cajan,10,16.4,43.37,55.49
11575,Cajanus cajan,10.3,17.9,43.65,64.46
11575,Cajanus cajan,10.4,18,43.42,64.08
11575,Cajanus cajan,10.5,18.1,43.4,64.82
11556,Cajanus cajan,8.9,15.9,41.26,64.34
11556,Cajanus cajan,8.8,15.2,35.4,68.58
11556,Cajanus cajan,9,15.6,39.59,64.77
11556,Cajanus cajan,10.4,16.2,47.79,67.48
11556,Cajanus cajan,10.5,16.5,48.17,66.06
11556,Cajanus cajan,10.4,16.4,46.81,66.53
11566,Cajanus cajan,11.6,17.4,48.08,67.41
11566,Cajanus cajan,11.3,17.1,53.09,69.35
11566,Cajanus cajan,11.1,16.8,51.3,67.61
18596,Lablab  purpureus,10.8,18.3,50.48,73.44
18596,Lablab  purpureus,10.8,18.3,48.49,73.37
18596,Lablab  purpureus,10.9,18.2,49.92,71.83
14449,Lablab purprues ,9.9,17.9,42.93,73.33
14449,Lablab purprues ,9.7,17.8,42.87,72.64
14449,Lablab purprues ,9.5,17.1,39.27,77.07
ABC sample,cynodon Nlemfuensis,11.1,15.2,43.7,53.59
ABC sample,cynodon Nlemfuensis,11.3,15,34.54,65.96
ABC sample,cynodon Nlemfuensis,11.5,15,42.59,54.49
internal control1,wheat straw,0,10.8,30.77,42.51
internal control1,wheat straw,5.5,11,29.37,42.69
internal control1,wheat straw,6.5,13.5,34.4,46.74
internal control 2,Wheat bran,7.8,16.7,42.19,71.37
internal control 2,Wheat bran,7.8,16.8,44.17,70.06
internal control 2,Wheat bran,7.8,16.8,44.38,70.76
21885,Lablab  purpureus,6.4,15.3,32.97,68.96
21885,Lablab  purpureus,6.1,15.5,33.78,69.52
21885,Lablab  purpureus,6.1,15.7,35.06,67.81
11640,Lablab purpureus,5.9,15.3,31.57,74.49
11640,Lablab purpureus,5.9,16.2,34.2,76.54
11640,Lablab purpureus,6,16,34.87,72.54
14417,Lablab purpureus,6.6,16.9,38.38,71.03
14417,Lablab purpureus,6.6,17.1,38.74,74.75
14417,Lablab purpureus,6.4,16.9,38.3,74.42
11609,Lablab purpureus,4.7,17.2,35.6,83.34
11609,Lablab purpureus,4.8,17.2,36.43,81.62
11609,Lablab purpureus,4.8,17.3,34.13,85.36
ABC sample,cynodon Nlemfuensis,6.5,16.3,41.48,48.73
ABC sample,cynodon Nlemfuensis,7.3,16.1,42.63,49.7
ABC sample,cynodon Nlemfuensis,7.7,16.1,45.01,47.33
6529,Lablab purpureus,6.8,15.3,32.54,64.56
6529,Lablab purpureus,6.4,15,33.18,61.29
6529,Lablab purpureus,6.4,15.1,33.53,61.39
14423,Lablab purpureus,6.3,16.3,37.36,71.5
14423,Lablab purpureus,5.9,16.4,37.12,70.84
14423,Lablab purpureus,5.7,16.6,38.23,71.59
14438,Lablab purpureus,7.5,16.2,38.78,65.54
14438,Lablab purpureus,7.5,16.6,41.27,62.01
14438,Lablab purpureus,7.2,16.7,40.59,60.77
14445,Lablab purpureus,7.1,14.8,32.4,61.96
14445,Lablab purpureus,7,14.8,32.02,63.34
14445,Lablab purpureus,7.5,14.7,29.86,64.82
14485,Lablab purpureus,5.7,15.8,33.81,69.01
14485,Lablab purpureus,5.3,15.9,34.52,66.25
14485,Lablab purpureus,5,15.9,35.12,64.58
144,Megathyrsus maximus,5,17.7,37.42,61.2
144,Megathyrsus maximus,4.5,18.1,40.27,61.71
144,Megathyrsus maximus,4.8,18.1,44.11,58.98
7153,Panicum coloratum,5.1,15.1,31.04,57.57
7153,Panicum coloratum,4.8,15.1,32.17,60.29
7153,Panicum coloratum,5,15.1,31.42,60.38
10871,Urochloa decumbens,5.1,14.3,37.49,36.4
10871,Urochloa decumbens,5.5,14.4,35.21,37.8
10871,Urochloa decumbens,5.9,14.9,36.96,36.52
11058,Cajanus cajan,5.7,13.5,26.29,61.4
11058,Cajanus cajan,5.5,14.3,31.09,58.31
11058,Cajanus cajan,5.8,14.6,32.33,57.68
11560,Cajanus cajan,5.8,15.3,33.97,52.8
11560,Cajanus cajan,5.8,15.3,33.62,54.88
11560,Cajanus cajan,5.9,15.6,32.99,55.45
11575,Cajanus cajan,6.2,16.9,34.9,62.85
11575,Cajanus cajan,6.3,16.5,34.67,63.23
11575,Cajanus cajan,6.3,17,35.53,63.08
11556,Cajanus cajan,5.9,13.3,31.33,65.19
11556,Cajanus cajan,5.9,13.4,31.72,63.89
11556,Cajanus cajan,5.9,13,28.42,63
11556,Cajanus cajan,7.5,15.8,42.57,64.78
11556,Cajanus cajan,8,16.2,40.79,68.56
11556,Cajanus cajan,8.1,16,46.85,59.94
11566,Cajanus cajan,8.7,17.2,53.92,57.46
11566,Cajanus cajan,8.7,17.1,49.96,67.03
11566,Cajanus cajan,8.8,17,50.74,66.44
18596,Lablab  purpureus,7.4,18.4,39.21,86.21
18596,Lablab  purpureus,7.2,18.5,48.19,69.97
18596,Lablab  purpureus,7.2,18.3,45.54,73.14
14449,Lablab purprues ,6,17.4,36.28,79.29
14449,Lablab purprues ,5.8,17.1,39.58,70.54
14449,Lablab purprues ,5.8,17.3,38.73,73.87
internal control1,wheat straw,6,14.8,37.59,46.29
internal control1,wheat straw,7.7,14.5,39.81,45.85
internal control1,wheat straw,7,13.7,35.51,47.46
internal control 2,Wheat bran,7.1,15.6,41.85,70.65
internal control 2,Wheat bran,6.7,15.5,39.14,71.35
internal control 2,Wheat bran,6.6,15.1,32.84,70.43
21885,Lablab  purpureus,6.5,16,35.28,70.39
21885,Lablab  purpureus,6.5,16.2,34.89,71.29
21885,Lablab  purpureus,6.6,16.4,34.65,71.93
11640,Lablab purpureus,6.4,16.3,35.42,74.63
11640,Lablab purpureus,6.4,16.3,33.17,78.94
11640,Lablab purpureus,6.3,16.2,36.78,73.94
14417,Lablab purpureus,6.3,17.6,37.78,76.4
14417,Lablab purpureus,6.3,17.6,37.71,73.64
14417,Lablab purpureus,6.3,17.9,39.15,76.65
11609,Lablab purpureus,5.3,17.7,36.09,85.26
11609,Lablab purpureus,5.1,17.6,36.8,84.01
11609,Lablab purpureus,5.3,17.9,35.36,86.37
ABC sample,cynodon Nlemfuensis,7.1,15.3,42.83,51.99
ABC sample,cynodon Nlemfuensis,7.2,15.2,39.57,54.32
ABC sample,cynodon Nlemfuensis,7.4,15,42.62,51.75
6529,Lablab purpureus,6.4,14.9,34.24,62.54
6529,Lablab purpureus,6.3,15,33.3,63.95
6529,Lablab purpureus,6.3,14.9,33.63,65.43
14423,Lablab purpureus,6,16,36.08,74.17
14423,Lablab purpureus,5.8,16.3,36.7,74.77
14423,Lablab purpureus,6.2,16,37.74,72.67
14438,Lablab purpureus,6.5,16.5,40.34,64.7
14438,Lablab purpureus,6.9,16.6,37.73,72.98
14438,Lablab purpureus,6.9,16.5,36.32,73.73
14445,Lablab purpureus,6.7,14.6,31.16,67.86
14445,Lablab purpureus,6.6,14.7,32.21,64.35
14445,Lablab purpureus,6.6,14.5,34.07,63.01
14485,Lablab purpureus,6.2,16,36.06,68.41
14485,Lablab purpureus,6,16.3,36.22,70.12
14485,Lablab purpureus,6.2,16.3,35.65,68.6
144,Megathyrsus maximus,6.1,17.9,41.81,64.95
