subset,requisitioner,no,id_lab,id,n_replicates,tax_order,family,genus,species,tax_name,functional_group,set_ciat,batch,run,replication,syrange,sample_weight_g,undigested_dm_g,dm_incubated,digested_feed_mg,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_8h_percentage,ch4_24h_percentage,part_fact,ch4_ml_g_dm_incubaed_24h,ch4_ml_g_ndf_digested_24h,methane_intensity,tddm
4,Genetic bank,48,F25-1743,CIAT-23933,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,228,0.5,0.38,468.96,93.67,21.55,47.56,3.24,7.01,14.86,17.27,2.26,14.96,-0.4,65.72,22.87
4,Genetic bank,53,F25-1744,CIAT-23934,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,233,0.5,0.33,471.18,140.66,27.06,50.73,3.89,7.95,14.45,17.16,2.8,16.87,-0.16,58.42,29.86
4,Genetic bank,56,F25-1745,CIAT-23936,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,236,0.5,0.38,470.5,94.39,21.56,42.33,3.06,6.71,14.15,17.39,2.41,14.26,-0.28,69.63,21.51
4,Genetic bank,812,F25-2614,CIAT-24104,8,Fabales,Fabaceae,Macroptilium,atropurpureum,Macroptilium atropurpureum,Herbaceous_legumes,29,62,1,1,123,0.5,0.2,461.74,262.2,39.47,73.73,5.11,10.61,12.88,16.04,3.58,22.98,0.62,40.93,56.78
4,Genetic bank,1019,F26-0028,CIAT-24333,7,Fabales,Fabaceae,Macroptilium,bracteatum,Macroptilium bracteatum,Herbaceous_legumes,30,64,1,1,153,0.5,0.3,472.25,168.26,44.01,84.9,6.4,13.23,14.54,16.7,1.98,28.01,-0.5,84.68,35.63
4,Genetic bank,815,F25-2615,CIAT-24565,8,Fabales,Fabaceae,Vigna,unguiculata,Vigna unguiculata,Herbaceous_legumes,29,62,1,1,126,0.5,0.24,450.61,205.92,30.86,73.75,4.0,10.65,13.0,15.45,3.08,23.63,0.07,46.92,50.41
4,Genetic bank,395,F25-2581,CIAT-2690,8,Fabales,Fabaceae,Stylosanthes,angustifolia,Stylosanthes angustifolia,Herbaceous_legumes,28,60,1,1,53,0.5,0.32,455.15,136.11,35.88,79.5,3.95,10.6,11.0,15.28,1.72,23.3,-1.15,85.57,29.9
4,Genetic bank,369,F25-2574,CIAT-326,8,Fabales,Fabaceae,Desmodium,scorpiurus,Desmodium scorpiurus,Herbaceous_legumes,28,60,1,1,27,0.5,0.31,458.53,146.77,30.1,62.06,4.13,9.45,13.86,16.66,3.24,20.62,-1.65,55.45,39.09
4,Genetic bank,336,F25-1775,CIAT-33116,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,28,60,1,1,264,0.5,0.38,478.48,94.52,24.14,41.39,3.39,6.39,13.2,17.55,3.08,13.36,-0.58,51.55,26.21
4,Genetic bank,59,F25-1746,CIAT-33119,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,239,0.5,0.33,476.66,143.39,26.73,51.38,3.91,8.35,14.42,17.95,2.75,17.52,88.57,60.37,29.76
4,Genetic bank,1063,F26-0042,CIAT-33127,7,Fabales,Fabaceae,Codariocalyx,motorius,Codariocalyx motorius,Shrub_Trees,30,64,1,1,197,0.5,0.32,478.2,158.56,,,,,14.5,16.09,,,,,
4,Genetic bank,1024,F26-0029,CIAT-33235,7,Fabales,Fabaceae,Desmodium,scorpiurus,Desmodium scorpiurus,Herbaceous_legumes,30,64,1,1,158,0.5,0.31,466.81,157.69,30.51,58.11,4.51,8.95,14.79,16.11,2.74,19.18,-1.84,58.31,33.78
4,Genetic bank,62,F25-1747,CIAT-33383,8,Fabales,Fabaceae,Dendrolobium,sp.,Dendrolobium sp.,Shrub_Trees,27,58,1,1,242,0.5,0.33,473.56,145.0,23.56,49.23,3.38,7.85,14.32,17.41,2.94,16.57,-0.65,56.51,30.62
4,Genetic bank,65,F25-1748,CIAT-33402,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,245,0.5,0.33,473.46,140.74,24.81,51.67,3.57,8.2,14.39,17.26,2.74,17.33,-0.61,60.27,29.73
4,Genetic bank,68,F25-1749,CIAT-33508,8,Fabales,Fabaceae,Dendrolobium,umbellatum,Dendrolobium umbellatum,Shrub_Trees,27,58,1,1,248,0.5,0.33,469.18,138.9,27.8,56.81,4.09,9.62,14.76,19.05,2.63,20.5,-0.08,67.34,31.78
4,Genetic bank,71,F25-1750,CIAT-33515,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,251,0.5,0.39,467.3,70.89,21.21,41.84,3.0,6.51,14.54,15.99,2.14,13.93,-0.24,79.12,18.94
4,Genetic bank,818,F25-2616,CIAT-33561,8,Fabales,Fabaceae,Desmodium,wigginsii,Desmodium wigginsii,Herbaceous_legumes,29,62,1,1,129,0.5,0.26,459.52,198.17,40.78,79.73,5.69,12.24,13.89,16.8,2.49,26.64,-1.68,62.43,43.12
4,Genetic bank,1027,F26-0030,CIAT-33605,7,Fabales,Fabaceae,Desmodium,sandwicense x intortum,Desmodium sandwicense x intortum,Herbaceous_legumes,30,64,1,1,161,0.5,0.33,477.98,149.45,29.87,59.75,4.09,8.87,13.69,16.0,2.51,18.55,-0.89,60.55,31.27
4,Genetic bank,821,F25-2617,CIAT-34038,8,Fabales,Fabaceae,Vigna,unguiculata,Vigna unguiculata,Herbaceous_legumes,29,62,1,1,132,0.5,0.21,459.12,254.08,37.78,82.42,4.88,11.92,12.9,15.74,3.09,25.96,0.38,47.68,55.34
4,Genetic bank,824,F25-2618,CIAT-34040,8,Fabales,Fabaceae,Vigna,aconitifolia,Vigna aconitifolia,Herbaceous_legumes,29,62,1,1,135,0.5,0.21,453.52,246.18,44.97,88.98,6.11,13.73,13.5,17.31,2.77,30.27,5.86,56.11,54.28
4,Genetic bank,827,F25-2619,CIAT-34042,8,Fabales,Fabaceae,Vigna,aconitifolia,Vigna aconitifolia,Herbaceous_legumes,29,62,1,1,138,0.5,0.23,455.54,227.46,38.78,83.58,5.25,12.74,13.48,16.7,2.73,27.98,1.79,56.27,49.93
4,Genetic bank,832,F25-2620,CIAT-34044,8,Fabales,Fabaceae,Vigna,aconitifolia,Vigna aconitifolia,Herbaceous_legumes,29,62,1,1,143,0.5,0.23,458.16,226.58,44.47,90.61,6.14,14.23,13.74,17.54,2.48,31.07,-1.39,64.72,49.46
4,Genetic bank,1030,F26-0031,CIAT-34144,7,Fabales,Fabaceae,Vigna,radiata,Vigna radiata,Herbaceous_legumes,30,64,1,1,164,0.5,0.25,454.66,204.82,40.06,86.44,5.63,13.54,14.09,16.96,2.74,29.78,-0.31,59.13,54.61
4,Genetic bank,835,F25-2621,CIAT-34148,8,Fabales,Fabaceae,Vigna,radiata,Vigna radiata,Herbaceous_legumes,29,62,1,1,146,0.5,0.24,447.95,208.54,33.78,76.98,4.71,11.87,13.89,16.59,2.72,26.49,13.1,58.17,46.55
4,Genetic bank,838,F25-2622,CIAT-34159,8,Fabales,Fabaceae,Vigna,unguiculata,Vigna unguiculata,Herbaceous_legumes,29,62,1,1,149,0.5,0.21,452.55,244.46,44.97,89.11,6.35,13.59,14.09,16.38,2.76,30.03,1.45,56.72,54.02
4,Genetic bank,841,F25-2623,CIAT-34347,8,Fabales,Fabaceae,Vigna,unguiculata,Vigna unguiculata,Herbaceous_legumes,29,62,1,1,152,0.5,0.21,447.8,235.86,36.16,78.18,4.47,10.87,12.41,15.45,3.03,24.26,0.93,45.74,53.14
4,Genetic bank,992,F26-0019,CIAT-3694,7,Fabales,Fabaceae,Desmodium,sandwicense,Desmodium sandwicense,Herbaceous_legumes,30,64,1,1,126,0.5,0.37,472.53,101.14,27.59,57.18,3.87,8.81,14.04,16.69,1.77,18.64,-0.36,96.04,21.4
4,Genetic bank,398,F25-2582,CIAT-4069,8,Fabales,Fabaceae,Macroptilium,atropurpureum,Macroptilium atropurpureum,Herbaceous_legumes,28,60,1,1,56,0.5,0.31,461.65,155.47,28.69,64.12,3.26,8.13,11.35,13.76,2.43,17.61,-0.5,57.03,33.68
4,Genetic bank,995,F26-0020,CIAT-4080,7,Fabales,Fabaceae,Macroptilium,bracteatum,Macroptilium bracteatum,Herbaceous_legumes,30,64,1,1,129,0.5,0.29,473.57,182.86,36.09,72.4,4.82,10.79,13.34,16.46,2.53,22.79,-0.21,60.76,38.61
4,Genetic bank,401,F25-2583,CIAT-4141,8,Fabales,Fabaceae,Vigna,radiata,Vigna radiata,Herbaceous_legumes,28,60,1,1,59,0.5,0.29,454.98,163.14,34.82,81.21,4.64,11.94,13.2,15.8,2.29,26.24,-0.05,67.86,40.83
4,Genetic bank,377,F25-2575,CIAT-415,8,Fabales,Fabaceae,Vigna,radiata,Vigna radiata,Herbaceous_legumes,28,60,1,1,35,0.5,0.22,460.88,236.91,27.62,72.74,3.1,10.02,11.22,15.38,3.28,21.74,-0.03,43.25,51.39
4,Genetic bank,380,F25-2576,CIAT-416,8,Fabales,Fabaceae,Vigna,radiata,Vigna radiata,Herbaceous_legumes,28,60,1,1,38,0.5,0.2,457.33,258.14,39.51,86.31,4.89,12.77,12.38,16.84,2.99,27.92,13.58,50.26,56.45
4,Genetic bank,404,F25-2584,CIAT-4532,8,Fabales,Fabaceae,Vigna,unguiculata,Vigna unguiculata,Herbaceous_legumes,28,60,1,1,62,0.5,0.29,460.52,171.8,40.63,87.06,5.35,12.71,13.18,15.86,1.98,27.6,-1.65,78.97,37.31
4,Genetic bank,407,F25-2585,CIAT-4537,8,Fabales,Fabaceae,Vigna,unguiculata,Vigna unguiculata,Herbaceous_legumes,28,60,1,1,65,0.5,0.23,461.4,230.6,39.07,84.06,4.59,11.53,11.75,15.41,2.74,24.98,0.55,53.0,46.92
4,Genetic bank,383,F25-2577,CIAT-517,8,Fabales,Fabaceae,Macroptilium,atropurpureum,Macroptilium atropurpureum,Herbaceous_legumes,28,60,1,1,41,0.5,0.28,455.71,173.11,33.38,67.5,3.86,8.93,11.58,14.88,2.57,19.59,-0.29,52.88,37.99
4,Genetic bank,386,F25-2578,CIAT-563,8,Fabales,Fabaceae,Macroptilium,bracteatum,Macroptilium bracteatum,Herbaceous_legumes,28,60,1,1,44,0.5,0.27,465.12,190.47,31.19,72.62,3.8,9.92,12.19,14.78,2.62,21.32,-0.06,53.49,40.95
4,Genetic bank,974,F26-0013,CIAT-590,7,Fabales,Fabaceae,Macroptilium,bracteatum,Macroptilium bracteatum,Herbaceous_legumes,30,64,1,1,108,0.5,0.26,463.15,206.86,37.66,75.54,4.93,11.01,13.09,16.01,2.75,23.77,-12.94,55.65,44.66
4,Genetic bank,998,F26-0021,CIAT-7162,7,Fabales,Fabaceae,Indigofera,jamaicensis,Indigofera jamaicensis,Herbaceous_legumes,30,64,1,1,132,0.5,0.27,470.27,195.46,27.37,70.47,3.51,10.17,12.81,15.46,2.77,21.63,-0.49,53.04,41.56
4,Genetic bank,410,F25-2586,CIAT-7289,8,Fabales,Fabaceae,Chamaecrista,mimosoides,Chamaecrista mimosoides,Herbaceous_legumes,28,60,1,1,68,0.5,0.32,457.29,137.86,37.0,75.61,5.2,11.99,13.91,17.5,2.12,26.21,-0.63,78.43,34.88
4,Genetic bank,74,F25-1751,CIAT-7353,8,Fabales,Fabaceae,Prosopis,juliflora,Prosopis juliflora,Shrub_Trees,27,58,1,1,254,0.5,0.26,473.32,210.0,18.68,30.98,2.13,3.07,11.21,6.65,6.98,6.48,-0.3,15.04,44.37
4,Genetic bank,977,F26-0014,CIAT-778,7,Fabales,Fabaceae,Macroptilium,atropurpureum,Macroptilium atropurpureum,Herbaceous_legumes,30,64,1,1,111,0.5,0.28,463.14,178.84,31.66,62.32,3.56,8.19,11.24,15.09,2.92,17.69,-1.09,48.69,38.62
4,Genetic bank,413,F25-2587,CIAT-7826,8,Fabales,Fabaceae,Tephrosia,purpurea,Tephrosia purpurea,Herbaceous_legumes,28,60,1,1,71,0.5,0.3,453.95,157.0,32.01,68.25,4.28,10.12,13.38,16.14,2.31,22.28,-0.7,66.85,34.59
4,Genetic bank,389,F25-2579,CIAT-789,8,Fabales,Fabaceae,Zornia,latifolia,Zornia latifolia,Herbaceous_legumes,28,60,1,1,47,0.5,0.26,444.38,180.21,45.63,96.06,6.03,14.13,13.2,16.06,1.88,31.79,-0.95,84.23,40.55
4,Genetic bank,1033,F26-0032,CIAT-7934,7,Fabales,Fabaceae,Sesbania,sesban,Sesbania sesban,Shrub_Trees,30,64,1,1,167,0.5,0.26,482.54,222.38,42.38,87.36,6.16,12.84,14.37,14.86,2.25,26.61,-1.14,66.79,40.75
4,Genetic bank,1036,F26-0033,CIAT-7937,7,Fabales,Fabaceae,Mimosa,nuda,Mimosa nuda,Shrub_Trees,30,64,1,1,170,0.5,0.34,481.13,139.27,27.01,55.97,3.5,7.7,12.96,14.51,2.49,16.01,-0.61,61.51,28.95
4,Genetic bank,77,F25-1752,CIAT-7976,8,Fabales,Fabaceae,Cassia,sp.,Cassia sp.,Shrub_Trees,27,58,1,1,257,0.5,0.27,467.38,194.27,31.56,59.92,4.02,8.45,12.78,15.6,3.26,18.07,-0.33,44.81,41.56
4,Genetic bank,416,F25-2588,CIAT-8014,8,Fabales,Fabaceae,Crotalaria,retusa,Crotalaria retusa,Herbaceous_legumes,28,60,1,1,74,0.5,0.24,456.87,212.93,43.39,92.95,5.32,12.4,12.22,14.26,2.55,27.14,1.78,53.29,51.76
4,Genetic bank,80,F25-1753,CIAT-8018,8,Fabales,Fabaceae,Acacia,aroma,Acacia aroma,Shrub_Trees,27,58,1,1,260,0.5,0.4,469.17,71.55,25.82,41.96,3.63,6.59,13.88,18.25,2.18,14.04,-0.49,74.59,19.41
4,Genetic bank,1039,F26-0034,CIAT-8056,7,Fabales,Fabaceae,Mimosa,diplotricha,Mimosa diplotricha,Shrub_Trees,30,64,1,1,173,0.5,0.34,476.62,141.44,32.66,67.39,4.17,9.59,12.9,15.56,2.5,20.12,0.97,58.67,35.26
4,Genetic bank,980,F26-0015,CIAT-827,7,Fabales,Fabaceae,Indigofera,jamaicensis,Indigofera jamaicensis,Herbaceous_legumes,30,64,1,1,114,0.5,0.26,474.06,214.23,29.09,71.61,4.06,11.02,13.93,16.36,3.01,23.25,-0.21,52.87,45.19
4,Genetic bank,1001,F26-0022,CIAT-8820,7,Fabales,Fabaceae,Tephrosia,cinerea,Tephrosia cinerea,Herbaceous_legumes,30,64,1,1,135,0.5,0.26,475.61,216.02,46.37,84.82,6.99,14.08,15.06,18.47,2.56,29.61,1.14,66.38,45.42
4,Genetic bank,419,F25-2589,CIAT-8849,8,Fabales,Fabaceae,Zornia,brasiliensis,Zornia brasiliensis,Herbaceous_legumes,28,60,1,1,77,0.5,0.28,451.51,168.91,33.51,71.31,4.25,10.78,12.7,17.29,2.37,23.88,-0.74,65.41,37.41
4,Genetic bank,422,F25-2590,CIAT-9326,8,Fabales,Fabaceae,Crotalaria,retusa,Crotalaria retusa,Herbaceous_legumes,28,60,1,1,80,0.5,0.28,460.26,183.1,38.6,90.52,4.7,12.29,12.2,14.6,2.26,26.7,-1.66,62.07,44.24
4,Genetic bank,425,F25-2591,CIAT-9337,8,Fabales,Fabaceae,Crotalaria,retusa,Crotalaria retusa,Herbaceous_legumes,28,60,1,1,83,0.5,0.26,461.17,205.35,36.96,81.47,4.43,10.36,12.16,13.4,2.62,22.46,0.08,50.54,46.3
4,Genetic bank,428,F25-2592,CIAT-9350,8,Fabales,Fabaceae,Crotalaria,pumila,Crotalaria pumila,Herbaceous_legumes,28,60,1,1,86,0.5,0.18,456.2,273.17,42.76,89.68,5.49,12.54,12.82,15.04,3.05,27.49,0.55,46.71,59.88
4,Genetic bank,431,F25-2593,CIAT-9352,8,Fabales,Fabaceae,Crotalaria,pumila,Crotalaria pumila,Herbaceous_legumes,28,60,1,1,89,0.5,0.25,467.28,220.04,43.38,84.0,5.6,12.35,12.9,16.62,2.62,26.43,4.99,57.38,47.09
4,Genetic bank,434,F25-2594,CIAT-9472,8,Fabales,Fabaceae,Zornia,brasiliensis,Zornia brasiliensis,Herbaceous_legumes,28,60,1,1,92,0.5,0.32,460.69,144.11,32.1,62.52,3.96,9.29,12.31,17.45,2.62,20.17,-0.4,61.18,35.27
4,Genetic bank,437,F25-2595,CIAT-9531,8,Fabales,Fabaceae,Indigofera,spicata,Indigofera spicata,Herbaceous_legumes,28,60,1,1,275,0.5,0.24,458.09,217.82,31.46,76.3,3.91,11.17,12.41,16.08,3.06,24.39,-1.41,48.49,50.85
4,Genetic bank,983,F26-0016,CIAT-997,7,Fabales,Fabaceae,Macroptilium,atropurpureum,Macroptilium atropurpureum,Herbaceous_legumes,30,64,1,1,117,0.5,0.27,468.01,198.54,33.87,64.25,4.11,8.9,12.11,15.79,3.1,19.02,-2.0,46.31,42.42
4,Genetic bank,83,F25-1754,CIAT-9990,8,Fabales,Fabaceae,Prosopis,juliflora,Prosopis juliflora,Shrub_Trees,27,58,1,1,263,0.5,0.22,465.1,243.49,15.37,26.54,1.44,1.81,9.28,3.26,9.25,3.88,-0.12,7.53,52.35
4,Genetic bank,339,F25-2184,CIAT-BH-22-0303,8,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,28,60,1,1,267,0.5,0.32,474.42,153.18,37.16,88.88,5.24,13.19,13.95,15.35,1.19,27.8,-1.07,129.3,22.13
4,Genetic bank,345,F25-2186,CIAT-BH-22-0468,8,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,28,60,1,1,3,0.5,0.31,480.25,166.28,32.53,81.22,4.68,12.06,14.35,15.11,2.06,25.11,0.13,75.5,34.63
4,Genetic bank,360,F25-2191,CIAT-BH-22-0517,8,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,28,60,1,1,18,0.5,0.34,484.55,122.75,,,,,13.81,15.03,,,,,
4,Genetic bank,363,F25-2192,CIAT-BH-22-0519,8,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,28,60,1,1,16,0.5,0.33,488.55,158.33,,,,,14.04,15.78,,,,,
4,Genetic bank,366,F25-2193,CIAT-BH-22-0521,8,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,28,60,1,1,24,0.5,0.33,482.86,149.8,40.44,45.76,45.93,6.61,14.24,15.44,162.7,16.08,24.47,45.56,13.48
4,Breeding,1069,F25-2166,CIAT-BH-22-0528,7,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,30,64,1,1,203,0.5,0.28,491.33,212.22,33.51,87.61,4.58,12.97,13.67,15.51,2.42,26.41,0.62,61.79,43.19
4,Genetic bank,342,F25-2185,CIAT-BH-22-1594,8,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,28,60,1,1,270,0.5,0.33,475.63,141.5,35.01,88.19,5.01,13.19,14.18,15.19,2.0,27.72,1.65,77.18,37.18
4,Genetic bank,351,F25-2188,CIAT-BH-22-1710,8,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,28,60,1,1,9,0.5,0.33,486.57,159.66,35.31,86.78,4.93,12.75,14.0,15.29,2.03,26.19,-9.63,73.82,36.11
4,Genetic bank,354,F25-2189,CIAT-BH-22-2365,8,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,28,60,1,1,12,0.5,0.34,485.79,149.52,35.69,87.67,5.0,12.68,14.12,15.02,2.21,26.1,0.84,66.84,39.83
4,Genetic bank,357,F25-2190,CIAT-BH-22-3572,8,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,28,60,1,1,20,0.5,0.35,482.79,132.42,36.79,89.17,5.0,12.7,13.69,14.75,1.17,26.3,-1.06,154.85,20.76
4,Genetic bank,348,F25-2187,CIAT-BH-22-3830,8,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,28,60,1,1,6,0.5,0.33,480.05,154.7,40.51,97.36,5.64,14.42,13.88,15.44,2.0,30.03,0.76,75.1,40.8
4,Breeding,1066,F25-2104,CIAT-BR-06-1348,7,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,30,64,1,1,200,0.5,0.21,465.73,254.2,39.3,89.04,5.29,12.99,13.46,15.49,2.86,27.9,0.63,51.5,54.58
4,Isabel Molina,95,F25-2640,Cayman-Br-02-1752,8,Poales,Poaceae,Urochloa,interespecifico,Urochloa interespecifico,Grass,27,58,1,1,275,0.5,0.24,485.18,243.66,39.43,88.29,5.11,11.8,12.99,13.71,2.76,24.32,-4.2,50.17,50.22
4,Jacobo Arango/Alejandro Montoya,101,F25-0008,Sample-8,70,Poales,Poaceae,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Grass,27,58,1,1,281,0.5,0.34,468.12,125.67,22.26,59.62,3.34,9.43,14.96,16.26,2.11,20.15,0.46,86.08,27.04
4,Mauricio Sotelo,98,F25-2641,nan,8,Fabales,Fabaceae,Gliricidia  ,sepium,Gliricidia sepium ,Shrub_Trees,27,58,1,1,278,0.5,0.22,467.77,244.84,37.63,78.54,5.15,11.77,13.66,16.15,3.33,25.16,-3.09,45.48,55.91
